date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,17.536666666620963,16.999999999959073,16.999999999950887,17.974999999951088,16.999999999950887,17.999999999950887,16.999999999950887,17.999999999950887,15.999999999959071,17.999999999959073,15.999999999959071,18.999999999950887,15.999999999950886,18.999999999950887,14.999999999959071,19.82499999994415,14.999999999959071,19.999999999950887,14.999999999950886,19.999999999950887,13.999999999959071,19.999999999959073,13.999999999959071,20.999999999950884,13.999999999959071,20.999999999950884,12.999999999961732,20.99999999995907,12.999999999959071,21.999999999950887,11.999999999967256,22.62499999994577,11.999999999959071,23.999999999942702,10.999999999967256,23.999999999942702,10.999999999959071,24.999999999942702,9.474999999971555,27.999999999934513,7.999999999967257,29.262499999934505
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
