date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,31.80666666637586,31.9999999996758,30.99999999970822,31.999999999708223,30.9999999996758,32.9999999996758,30.9999999996758,32.9999999996758,29.999999999708223,33.39999999969526,29.999999999675804,33.99999999967581,29.999999999675804,33.999999999687155,28.999999999708223,34.9999999996758,28.999999999708223,34.9999999996758,27.999999999708223,34.99999999970822,26.99999999974064,35.9999999996758,26.999999999708223,36.999999999643386,26.79999999971471,36.99999999967581,25.99999999974064,37.999999999643386,24.99999999974064,38.99999999964338,24.99999999974064,38.9999999996758,22.99999999977306,39.9999999996758,21.999999999805482,40.9999999996758,20.94999999980548,42.049999999709854,18.999999999820883,44.99999999975766,16.999999999837904,46.999999999716735
2009-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
