date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,18.03333333326128,17.999999999919403,16.999999999935525,17.999999999919403,16.999999999935525,17.999999999935522,16.999999999935525,18.999999999919403,16.999999999919403,18.999999999919403,15.999999999935522,18.999999999935522,15.999999999919401,19.999999999919403,15.999999999919401,19.999999999919403,14.999999999935522,19.999999999935522,14.999999999935522,20.9999999999194,13.99999999995164,20.9999999999194,13.999999999939954,20.99999999993552,13.999999999935522,21.9999999999194,13.999999999935522,21.9999999999194,12.999999999935524,22.999999999919407,12.999999999935524,23.999999999903284,11.999999999951642,24.099999999917816,10.99999999995164,25.999999999896435,10.999999999935522,26.999999999887972,10.99999999992706,27.99999999990328,9.737499999923635,27.999999999935522
2013-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
