,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2008-02-29,23.206666666666667,23.0,5.716018291250352,23.0,23.0,22.0,23.0,22.0,24.0,22.0,24.0,21.0,25.0,21.0,25.0,20.174999999999997,25.0,20.0,26.0,20.0,26.0,19.0,27.0,19.0,27.0,18.0,28.0,18.0,28.0,17.0,29.0,17.0,30.0,16.0,30.100000000000023,16.0,31.57499999999999,14.0,34.0,13.0,35.0,12.0,38.0,forecast,2008-01-31,0
1,2008-03-31,23.05666666666667,23.0,5.795291788333757,22.0,23.0,22.0,23.0,22.0,24.0,21.0,24.0,21.0,24.0,21.0,25.0,20.0,25.0,20.0,25.0,20.0,25.775000000000006,19.0,26.0,19.0,26.724999999999994,18.0,27.0,18.0,28.0,17.0,29.0,16.0,30.0,16.0,30.100000000000023,15.0,32.0,15.0,33.0,13.475000000000001,35.52499999999998,12.0,38.26249999999999,forecast,2008-01-31,0
2,2008-04-30,24.08,24.0,6.41749281626577,23.025000000000006,24.0,23.0,25.0,23.0,25.0,22.0,25.0,22.0,26.0,21.0,26.0,21.0,26.0,20.0,27.0,20.0,27.0,19.0,28.0,19.0,28.0,19.0,29.0,18.0,29.674999999999983,18.0,30.0,17.0,31.0,16.0,32.0,16.0,33.57499999999999,14.0,35.0,14.0,38.52499999999998,11.7375,42.26249999999999,forecast,2008-01-31,0
3,2008-05-31,24.793333333333333,24.0,6.310045785486717,24.0,25.0,23.0,25.0,23.0,25.0,23.0,26.0,22.0,26.0,22.0,27.0,22.0,27.0,21.0,27.299999999999983,21.0,28.0,21.0,29.0,20.0,29.724999999999994,20.0,30.0,19.0,31.0,18.0,32.0,18.0,32.0,17.0,34.0,17.0,34.0,15.0,36.0,13.0,38.0,11.7375,39.0,forecast,2008-01-31,0
4,2008-06-30,25.126666666666665,25.0,6.138094947743472,24.0,25.0,24.0,26.0,23.075000000000003,26.0,23.0,26.0,23.0,26.0,22.64999999999999,27.0,22.0,27.0,21.0,27.0,21.0,28.0,21.0,28.0,20.0,29.0,20.0,30.0,20.0,30.0,19.0,32.0,19.0,32.0,18.0,33.0,17.0,34.0,16.0,35.05000000000001,15.0,39.52499999999998,13.7375,42.52499999999998,forecast,2008-01-31,0
5,2008-07-31,25.576666666666668,25.0,6.914005142650497,25.0,25.974999999999994,24.0,26.0,24.0,26.924999999999983,24.0,27.0,23.0,27.0,23.0,28.0,22.0,29.0,22.0,29.0,21.0,29.0,20.0,30.0,20.0,31.0,19.0,31.0,19.0,32.0,18.0,32.150000000000006,18.0,33.0,16.900000000000002,35.0,16.0,36.0,15.950000000000001,38.0,14.0,39.52499999999998,13.0,41.0,forecast,2008-01-31,0
6,2008-08-31,25.083333333333332,24.0,7.1029026679183795,24.0,24.0,24.0,25.0,23.0,25.0,23.0,26.0,22.0,26.875,22.0,28.0,21.0,28.0,21.0,29.0,20.0,29.0,20.0,30.0,20.0,30.0,19.0,31.0,19.0,31.0,18.0,32.0,17.0,33.0,17.0,34.10000000000002,15.425,36.0,15.0,37.0,14.0,40.57499999999993,13.0,44.0,forecast,2008-01-31,0
