,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2022-03-31,6.94,6.0,2.804034360640425,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0,9.0,5.0,9.0,5.0,9.0,4.0,10.0,4.0,10.0,4.0,10.625,4.0,11.0,3.0,11.0,3.0,12.0,2.0,13.0,2.0,14.0,estimate,2022-02-28,0
1,2022-04-30,6.59,6.5,2.561987366130841,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0,9.0,4.0,9.0,4.0,9.0,4.0,9.0,4.0,10.0,3.0,10.0,3.0,10.0,3.0,11.0,2.0,11.0,1.0,12.0,estimate,2022-02-28,0
2,2022-05-31,6.57,6.0,3.0147519130087588,6.0,6.0,6.0,7.0,5.075000000000003,7.0,5.0,7.0,5.0,7.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0,8.0,4.0,8.0,4.0,9.0,4.0,9.0,4.0,9.0,4.0,10.0,3.375,10.0,3.0,11.0,3.0,11.0,2.0,12.0,2.0,13.524999999999977,1.7375000000000003,14.0,estimate,2022-02-28,0
3,2022-06-30,6.88,7.0,2.947523193562458,6.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,5.6499999999999915,8.0,5.0,8.0,5.0,8.0,5.0,9.0,5.0,9.0,5.0,9.0,4.0,9.0,4.0,10.0,4.0,10.0,4.0,10.0,3.0,10.0,3.0,11.0,2.0,12.0,2.0,13.0,2.0,14.524999999999977,estimate,2022-02-28,0
4,2022-07-31,7.203333333333333,7.0,2.914957772984571,7.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,5.0,8.0,5.0,8.0,5.0,9.0,5.0,9.0,5.0,10.0,5.0,10.0,5.0,10.0,4.0,11.0,4.0,11.0,4.0,12.0,3.0,13.0,2.0,14.524999999999977,2.0,15.0,estimate,2022-02-28,0
5,2022-08-31,7.016666666666667,7.0,2.8642162402873774,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,5.0,8.0,5.0,8.0,5.0,9.0,5.0,9.0,5.0,9.0,4.324999999999996,9.0,4.0,10.0,4.0,10.0,4.0,11.0,3.4250000000000007,11.0,3.0,12.050000000000011,2.0,14.0,2.0,16.0,estimate,2022-02-28,0
6,2022-09-30,7.11,7.0,2.7947454278858683,7.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,9.0,5.0,9.0,5.0,9.0,5.0,9.0,4.0,10.0,4.0,10.0,4.0,10.0,3.0,11.0,3.0,11.0,3.0,12.0,2.0,13.0,2.0,14.0,estimate,2022-02-28,0
7,2022-10-31,7.21,7.0,2.914483495719737,7.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,5.0,9.0,5.0,9.0,5.0,9.0,5.0,10.0,5.0,10.0,4.0,10.0,4.0,11.0,4.0,12.0,3.0,12.0,3.0,13.0,2.0,13.0,2.0,14.0,estimate,2022-02-28,0
8,2022-11-30,7.293333333333333,7.0,3.001775765784155,7.0,7.0,7.0,7.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,5.0,9.0,5.0,9.0,5.0,9.0,5.0,9.0,5.0,10.0,5.0,10.0,4.0,10.0,4.0,10.150000000000006,4.0,11.0,4.0,11.0,3.0,12.0,3.0,12.0,3.0,14.0,2.0,15.0,estimate,2022-02-28,0
9,2022-12-31,7.2,7.0,3.069975433758322,7.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,6.0,8.0,5.0,8.0,5.0,9.0,5.0,9.0,5.0,9.0,5.0,9.0,4.0,10.0,4.0,10.0,4.0,10.0,4.0,11.0,4.0,11.100000000000023,3.0,12.0,3.0,13.0,3.0,14.0,2.0,14.0,estimate,2022-02-28,0
