,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2014-10-31,15.65,16.0,4.088588409701631,15.0,16.0,15.0,16.0,15.0,16.0,15.0,17.0,14.0,17.0,14.0,17.0,14.0,17.0,13.0,18.0,13.0,18.0,13.0,18.0,13.0,19.0,12.0,19.0,12.0,19.0,11.0,20.0,11.0,21.0,10.0,21.0,10.0,22.0,9.0,22.05000000000001,8.0,23.524999999999977,7.737500000000001,24.0,estimate,2014-09-30,0
1,2014-11-30,15.67,15.0,3.9505005821412493,15.0,15.974999999999994,15.0,16.0,15.0,16.0,14.0,16.0,14.0,17.0,14.0,17.0,13.0,17.0,13.0,18.0,13.0,18.0,13.0,18.0,13.0,19.0,12.0,19.0,12.0,19.0,12.0,20.0,11.0,20.0,11.0,21.0,10.0,22.0,10.0,23.0,9.0,24.0,8.7375,25.0,estimate,2014-09-30,0
2,2014-12-31,15.58,15.0,4.234387021142028,15.0,15.0,15.0,16.0,14.0,16.0,14.0,16.0,14.0,16.0,14.0,17.0,14.0,17.0,13.0,17.299999999999983,13.0,18.0,13.0,18.0,12.275000000000006,18.0,12.0,19.0,12.0,19.0,11.0,20.0,11.0,20.0,10.0,21.0,10.0,22.0,9.0,23.0,9.0,25.524999999999977,8.0,26.0,estimate,2014-09-30,0
3,2015-01-31,15.506666666666666,15.0,4.422119328263345,15.0,15.0,14.0,16.0,14.0,16.0,14.0,16.0,14.0,17.0,13.0,17.0,13.0,17.0,13.0,18.0,12.0,18.775000000000006,12.0,19.0,12.0,19.0,12.0,20.0,11.0,20.0,11.0,20.150000000000006,10.0,21.0,10.0,21.100000000000023,10.0,22.0,9.0,23.0,8.0,24.0,7.737500000000001,26.0,estimate,2014-09-30,0
4,2015-02-28,15.16,15.0,4.179228777807877,15.0,15.0,14.550000000000011,16.0,14.0,16.0,14.0,16.0,14.0,16.875,13.649999999999991,17.0,13.0,17.0,13.0,17.0,12.0,18.0,12.0,18.0,12.0,18.0,11.0,18.0,11.0,19.0,11.0,19.0,11.0,20.0,10.0,20.0,9.0,21.0,8.950000000000001,22.0,7.4750000000000005,24.0,7.0,25.26249999999999,estimate,2014-09-30,0
5,2015-03-31,14.863333333333333,14.0,4.043822104511027,14.0,14.0,14.0,15.0,13.075000000000003,15.0,13.0,15.0,13.0,15.0,13.0,16.0,13.0,16.0,13.0,17.0,12.0,17.0,12.0,17.0,12.0,18.0,12.0,18.0,11.0,18.674999999999983,11.0,19.0,11.0,20.0,10.0,21.0,10.0,22.0,9.0,22.05000000000001,8.475000000000001,23.524999999999977,7.737500000000001,25.0,estimate,2014-09-30,0
6,2015-04-30,15.32,15.0,4.3720302868840495,15.0,15.0,15.0,15.0,14.0,16.0,14.0,16.0,14.0,16.0,13.0,16.0,13.0,17.0,13.0,17.0,12.225000000000009,17.0,12.0,18.0,12.0,18.0,12.0,19.0,12.0,19.0,11.0,20.0,11.0,20.0,10.900000000000002,21.0,10.0,22.0,9.0,23.05000000000001,7.4750000000000005,25.524999999999977,7.0,27.0,estimate,2014-09-30,0
7,2015-05-31,15.133333333333333,15.0,4.155291048918991,15.0,15.0,14.0,16.0,14.0,16.0,14.0,16.0,13.0,17.0,13.0,17.0,13.0,17.0,13.0,18.0,12.0,18.0,12.0,18.0,11.0,18.724999999999994,11.0,19.0,11.0,19.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,21.0,9.0,22.0,8.0,23.0,8.0,24.26249999999999,estimate,2014-09-30,0
8,2015-06-30,14.493333333333334,14.0,3.9278555284527594,14.0,15.0,14.0,15.0,14.0,15.0,13.0,15.0,13.0,15.875,13.0,16.0,13.0,16.0,12.0,16.0,12.0,16.0,12.0,17.0,12.0,17.0,11.0,18.0,11.0,18.0,10.0,18.150000000000006,10.0,19.0,10.0,20.0,9.0,20.0,9.0,21.0,7.0,23.0,6.0,24.26249999999999,estimate,2014-09-30,0
9,2015-07-31,15.18,15.0,4.172004162161993,15.0,15.0,15.0,15.0,14.0,16.0,14.0,16.0,14.0,16.0,13.0,16.0,13.0,17.0,13.0,17.0,13.0,17.0,12.0,18.0,12.0,18.0,12.0,19.0,11.324999999999996,19.0,11.0,19.0,11.0,20.0,10.0,21.0,9.425,21.57499999999999,8.950000000000001,22.0,7.0,24.0,7.0,25.26249999999999,estimate,2014-09-30,0
