,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2012-05-31,23.553333333333335,23.0,4.630185483786779,23.0,24.0,23.0,24.0,23.0,24.0,22.0,24.0,22.0,25.0,22.0,25.0,21.0,25.0,21.0,26.0,21.0,26.0,21.0,27.0,20.0,27.0,20.0,27.0,19.324999999999996,28.0,19.0,28.0,18.375,29.0,18.0,29.100000000000023,17.0,31.0,16.0,32.0,15.0,33.0,13.0,34.26249999999999,estimate,2012-04-30,0
1,2012-06-30,22.856666666666666,22.0,5.244789313088227,22.0,22.0,22.0,23.0,21.0,23.0,21.0,23.0,21.0,24.0,20.0,24.0,20.0,25.0,20.0,25.0,19.0,26.0,19.0,27.0,19.0,27.0,18.0,28.0,18.0,28.0,18.0,29.0,17.0,29.625,16.0,30.0,16.0,31.0,15.0,32.0,15.0,33.0,13.0,35.26249999999999,estimate,2012-04-30,0
2,2012-07-31,22.936666666666667,22.0,5.425628723540515,22.0,23.0,22.0,23.0,21.0,23.0,21.0,24.0,21.0,24.0,20.0,25.0,20.0,25.0,20.0,26.0,20.0,26.0,19.0,27.0,19.0,27.0,19.0,28.0,18.0,28.0,18.0,29.0,17.0,30.0,16.0,30.0,15.0,31.0,14.950000000000001,32.0,14.0,33.0,13.0,36.0,estimate,2012-04-30,0
3,2012-08-31,23.076666666666668,22.0,5.189788232212007,22.0,23.0,22.0,23.0,22.0,23.0,21.0,24.0,21.0,24.0,21.0,25.0,20.0,25.0,20.0,25.299999999999983,20.0,26.0,19.75,27.0,19.0,27.0,19.0,28.0,18.0,28.0,18.0,29.0,18.0,29.0,17.0,30.0,16.425,30.57499999999999,15.0,31.05000000000001,14.0,35.0,13.0,37.0,estimate,2012-04-30,0
4,2012-09-30,23.07,23.0,5.141974296469386,22.0,23.0,22.0,23.0,22.0,24.0,21.0,24.0,21.0,24.0,21.0,25.0,21.0,25.0,20.0,25.299999999999983,20.0,26.0,20.0,27.0,19.0,27.0,18.800000000000004,27.200000000000017,18.0,28.0,18.0,28.0,17.0,29.0,17.0,30.0,16.0,31.0,15.0,32.0,14.0,34.52499999999998,13.0,35.0,estimate,2012-04-30,0
5,2012-10-31,22.726666666666667,22.0,5.324765972738804,22.0,22.0,22.0,23.0,22.0,23.0,21.0,23.0,21.0,24.0,21.0,24.0,20.0,24.825000000000017,20.0,25.0,19.0,25.0,19.0,26.0,18.0,26.0,18.0,27.0,18.0,27.674999999999983,17.85,28.0,17.0,29.0,16.0,30.0,16.0,31.0,15.0,33.0,14.0,34.52499999999998,12.0,36.26249999999999,estimate,2012-04-30,0
6,2012-11-30,22.716666666666665,23.0,5.1215710991812635,23.0,23.0,22.0,23.0,22.0,24.0,22.0,24.0,21.0,25.0,21.0,25.0,20.0,25.0,20.0,26.0,19.0,26.0,19.0,26.0,18.0,26.0,18.0,27.0,17.324999999999996,27.0,17.0,28.0,17.0,28.0,16.0,29.0,15.425,30.0,14.950000000000001,31.0,14.0,33.0,12.0,34.26249999999999,estimate,2012-04-30,0
7,2012-12-31,22.586666666666666,22.0,4.881453079714455,22.0,23.0,22.0,23.0,21.0,23.0,21.0,24.0,21.0,24.0,20.0,24.0,20.0,25.0,19.0,25.0,19.0,26.0,19.0,26.0,18.0,27.0,18.0,27.0,18.0,27.674999999999983,17.0,28.0,17.0,29.0,16.0,29.0,16.0,30.0,15.0,31.0,14.0,32.0,14.0,33.0,estimate,2012-04-30,0
8,2013-01-31,22.776666666666667,23.0,5.257272925920266,22.0,23.0,22.0,23.0,22.0,24.0,21.0,24.0,21.0,24.0,20.0,25.0,20.0,25.0,20.0,25.0,20.0,26.0,19.0,26.0,19.0,26.0,18.800000000000004,27.0,18.0,27.0,18.0,28.0,17.0,28.0,16.0,29.0,15.425,30.0,14.950000000000001,32.0,13.475000000000001,33.52499999999998,12.475000000000001,37.52499999999998,estimate,2012-04-30,0
9,2013-02-28,22.173333333333332,22.0,5.026014820126307,22.0,22.0,22.0,23.0,21.0,23.0,21.0,23.0,21.0,24.0,20.0,24.0,20.0,24.0,19.0,25.0,19.0,25.775000000000006,18.0,26.0,18.0,26.0,18.0,26.0,17.324999999999996,27.0,17.0,27.150000000000006,16.0,28.0,16.0,29.0,15.0,29.0,14.0,30.0,12.0,32.0,11.7375,33.0,estimate,2012-04-30,0
