,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2010-11-30,30.06,30.0,6.283417684082613,29.0,30.0,29.0,30.0,29.0,31.0,28.0,31.0,28.0,32.0,27.64999999999999,32.0,27.0,33.0,27.0,33.0,26.0,34.0,26.0,34.0,25.0,34.0,25.0,35.0,24.0,35.0,23.85,36.0,23.0,37.0,22.0,38.0,21.0,39.0,20.0,42.0,18.475,43.0,17.0,46.0,estimate,2010-10-31,0
1,2010-12-31,30.016666666666666,29.0,6.3978771214436865,29.0,30.0,28.55000000000001,30.0,28.0,30.0,28.0,31.0,28.0,32.0,27.0,32.0,27.0,33.0,26.0,33.0,26.0,33.775000000000006,26.0,34.0,25.0,35.0,25.0,35.20000000000002,24.0,36.0,24.0,37.0,22.0,37.0,22.0,39.0,21.0,40.57499999999999,21.0,42.0,19.0,43.0,18.0,44.0,estimate,2010-10-31,0
2,2011-01-31,30.203333333333333,30.0,6.056754063703003,29.0,30.0,29.0,31.0,28.0,31.0,28.0,32.0,28.0,32.0,27.0,33.0,27.0,33.0,27.0,34.0,26.0,34.0,26.0,34.0,26.0,35.0,25.0,35.0,25.0,36.0,24.0,36.150000000000006,24.0,37.0,23.0,38.0,22.0,38.57499999999999,21.950000000000003,41.0,19.475,43.52499999999998,16.0,44.26249999999999,estimate,2010-10-31,0
3,2011-02-28,29.923333333333332,29.0,5.720711846936049,29.0,30.0,29.0,30.0,29.0,31.0,28.0,31.0,28.0,31.0,28.0,32.0,27.0,32.0,27.0,32.0,27.0,33.0,26.0,33.25,25.275000000000006,34.0,25.0,35.0,25.0,35.0,24.0,36.0,24.0,36.0,23.0,38.0,22.0,38.0,21.0,40.0,20.475,42.049999999999955,18.7375,45.0,estimate,2010-10-31,0
4,2011-03-31,29.886666666666667,30.0,5.869867121349215,29.0,30.0,29.0,30.0,29.0,31.0,28.0,31.0,28.0,31.0,27.64999999999999,32.0,27.0,32.0,26.0,32.0,26.0,32.775000000000006,25.75,34.0,25.0,34.0,25.0,35.0,24.0,35.0,24.0,36.0,23.0,37.0,23.0,38.0,22.0,39.0,21.0,39.05000000000001,19.0,42.0,17.7375,43.52499999999998,estimate,2010-10-31,0
5,2011-04-30,29.29,29.0,5.837191907462741,29.0,29.0,28.0,30.0,28.0,30.0,27.60000000000001,31.0,27.0,31.0,27.0,31.0,26.0,32.0,26.0,32.0,26.0,33.0,25.0,33.0,25.0,33.0,24.0,34.0,24.0,34.0,23.0,35.0,23.0,36.0,22.0,37.0,21.0,38.0,20.950000000000003,38.0,18.475,41.0,17.0,43.0,estimate,2010-10-31,0
6,2011-05-31,29.636666666666667,29.0,6.067457101164414,29.0,29.0,28.0,30.0,28.0,30.0,28.0,30.0,27.0,31.0,27.0,32.0,26.174999999999997,32.0,26.0,33.0,26.0,34.0,26.0,34.0,25.0,34.0,24.0,35.0,24.0,35.0,24.0,36.0,23.0,37.0,22.0,38.10000000000002,21.0,39.0,20.0,40.0,18.475,43.0,18.0,43.26249999999999,estimate,2010-10-31,0
7,2011-06-30,29.39,29.0,6.368654951109188,28.0,29.0,28.0,30.0,28.0,30.0,27.0,31.0,27.0,31.0,26.0,32.0,26.0,32.0,26.0,32.0,25.0,33.0,25.0,33.0,24.0,34.0,24.0,35.0,23.0,36.0,23.0,36.0,22.0,37.0,22.0,38.0,21.0,39.0,20.0,40.0,18.475,42.52499999999998,16.7375,45.0,estimate,2010-10-31,0
8,2011-07-31,29.293333333333333,29.0,6.854480424890442,28.0,29.0,28.0,30.0,28.0,30.0,27.0,30.0,27.0,31.0,27.0,31.0,26.0,32.0,26.0,32.0,25.0,32.775000000000006,25.0,33.0,24.0,34.0,24.0,35.0,23.0,35.67499999999998,22.0,37.0,21.0,37.0,21.0,38.0,20.0,40.0,19.0,41.0,18.0,44.0,16.0,45.0,estimate,2010-10-31,0
9,2011-08-31,29.1,29.0,6.057969680967243,28.0,29.0,28.0,30.0,27.075000000000003,30.0,27.0,31.0,27.0,31.0,26.0,31.0,26.0,32.0,26.0,32.0,25.0,32.0,25.0,33.0,24.0,34.0,24.0,34.0,23.0,35.0,22.0,36.0,22.0,36.0,21.0,37.0,21.0,38.0,20.0,39.0,19.0,41.0,17.0,44.0,estimate,2010-10-31,0
10,2011-09-30,29.046666666666667,29.0,6.156092956618182,28.0,29.0,28.0,29.0,27.0,30.0,27.0,30.0,27.0,30.0,27.0,31.0,26.0,31.0,26.0,32.0,26.0,32.0,25.0,32.0,25.0,33.0,24.0,33.0,24.0,34.0,23.0,35.0,23.0,36.0,21.0,37.0,21.0,38.0,19.0,40.05000000000001,18.0,42.0,17.0,45.0,estimate,2010-10-31,0
11,2011-10-31,28.28,28.0,6.274778307587018,27.0,28.0,27.0,29.0,27.0,29.0,26.0,29.0,26.0,30.0,25.0,30.0,25.0,30.825000000000017,25.0,31.0,24.0,31.0,24.0,32.0,24.0,32.0,23.0,33.0,23.0,34.0,22.0,34.150000000000006,21.0,36.0,21.0,37.0,20.0,37.0,19.0,40.0,18.0,41.52499999999998,16.7375,45.0,estimate,2010-10-31,0
