,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2008-06-30,33.01,33.0,6.650111272235255,32.0,33.0,32.0,34.0,32.0,34.0,31.0,34.0,31.0,35.0,30.0,35.0,30.0,36.0,29.0,36.0,29.0,37.0,28.75,37.0,28.0,37.724999999999994,27.0,38.0,27.0,39.0,27.0,39.0,26.0,40.0,24.900000000000002,41.0,24.0,42.0,23.0,44.0,22.0,48.0,20.7375,51.0,estimate,2008-05-31,0
1,2008-07-31,33.406666666666666,33.0,6.6368754653096325,32.0,33.0,32.0,34.0,32.0,35.0,32.0,35.0,31.0,35.0,30.0,36.0,30.0,36.0,30.0,36.0,29.22500000000001,37.0,29.0,37.0,29.0,38.0,28.0,38.0,28.0,39.0,27.0,40.0,27.0,41.0,25.0,42.0,25.0,43.0,23.900000000000002,44.0,21.475,48.0,19.7375,50.0,estimate,2008-05-31,0
2,2008-08-31,32.27333333333333,32.0,6.8674957017046605,31.0,33.0,31.0,33.0,30.0,33.0,30.0,34.0,29.0,34.875,29.0,35.0,29.0,35.0,28.0,36.0,28.0,36.0,27.0,37.0,27.0,37.0,26.0,38.0,26.0,39.0,25.0,39.150000000000006,24.375,40.0,23.0,41.0,23.0,43.57499999999999,22.0,45.0,20.475,46.52499999999998,19.7375,48.26249999999999,estimate,2008-05-31,0
3,2008-09-30,32.763333333333335,33.0,5.909064706695583,32.0,33.0,32.0,34.0,31.0,34.0,31.0,34.0,31.0,35.0,30.0,35.0,30.0,36.0,29.0,36.0,29.0,36.0,28.75,37.0,28.0,37.724999999999994,28.0,38.0,27.0,38.0,27.0,38.150000000000006,26.0,39.625,25.0,40.0,25.0,42.0,24.0,43.0,22.0,44.0,19.7375,45.52499999999998,estimate,2008-05-31,0
4,2008-10-31,33.11,33.0,6.401653737009045,32.0,33.0,32.0,34.0,32.0,34.0,31.0,34.0,31.0,35.0,30.0,35.0,30.0,35.0,29.0,35.0,29.0,36.0,28.0,37.0,28.0,38.0,27.0,38.20000000000002,27.0,39.0,27.0,40.0,26.0,41.0,26.0,42.10000000000002,25.0,43.0,23.0,44.0,22.475,45.52499999999998,21.7375,47.0,estimate,2008-05-31,0
5,2008-11-30,32.54333333333334,32.0,6.364732643846693,32.0,32.0,31.0,33.0,31.0,33.0,30.0,34.0,30.0,34.0,30.0,35.0,29.0,35.0,29.0,36.0,29.0,36.0,28.0,37.0,28.0,37.0,27.0,38.0,26.324999999999996,38.0,26.0,39.0,26.0,40.0,25.0,41.0,24.0,42.0,23.0,43.0,22.0,47.049999999999955,19.0,48.0,estimate,2008-05-31,0
6,2008-12-31,32.43,32.0,6.4371232071435855,32.0,32.0,31.0,33.0,31.0,33.0,31.0,34.0,30.0,34.0,30.0,35.0,29.0,35.0,29.0,35.0,28.0,36.0,28.0,36.25,28.0,37.0,27.0,38.0,27.0,38.0,26.0,39.150000000000006,25.375,40.0,25.0,41.0,23.0,42.0,22.0,43.05000000000001,21.0,45.0,18.7375,48.0,estimate,2008-05-31,0
7,2009-01-31,32.65,32.0,6.683541908409909,32.0,33.0,32.0,33.0,31.0,34.0,31.0,34.0,30.0,34.0,30.0,34.0,29.0,35.0,29.0,36.0,28.0,36.0,28.0,37.0,27.0,38.0,27.0,38.20000000000002,27.0,39.0,26.0,40.0,25.0,41.0,24.0,42.0,24.0,43.0,22.0,44.0,21.0,46.0,19.7375,47.52499999999998,estimate,2008-05-31,0
8,2009-02-28,31.98,31.5,6.468312264041563,31.0,32.0,31.0,32.45000000000002,30.0,33.0,30.0,33.0,30.0,34.0,29.0,34.0,28.174999999999997,35.0,28.0,35.0,28.0,36.0,27.0,36.0,27.0,36.0,26.0,37.0,26.0,38.0,25.85,39.0,25.0,40.0,24.900000000000002,41.0,24.0,42.0,22.0,43.0,20.0,45.0,19.7375,46.0,estimate,2008-05-31,0
9,2009-03-31,31.863333333333333,31.5,6.968970084286089,31.0,32.0,31.0,32.45000000000002,30.0,33.0,29.60000000000001,34.0,29.0,34.0,29.0,35.0,28.0,35.82500000000002,28.0,36.0,27.0,36.0,27.0,37.0,27.0,37.0,26.0,38.0,25.0,39.0,24.0,40.0,23.375,40.0,23.0,41.0,22.425,42.0,21.0,43.0,20.0,45.52499999999998,17.7375,47.0,estimate,2008-05-31,0
10,2009-04-30,32.13666666666666,32.0,6.973287940747232,31.0,32.0,31.0,32.0,30.0,33.0,30.0,33.0,29.0,34.0,29.0,35.0,29.0,35.0,28.0,36.0,28.0,36.0,27.0,37.0,26.0,38.0,26.0,39.0,26.0,39.0,25.0,40.0,24.0,40.625,23.0,41.10000000000002,23.0,42.0,21.0,43.0,20.0,46.0,18.7375,48.26249999999999,estimate,2008-05-31,0
11,2009-05-31,31.78,31.0,7.1316994555116935,31.0,32.0,30.0,32.0,30.0,32.0,30.0,33.0,29.0,33.0,29.0,34.0,28.0,35.0,28.0,35.0,27.0,36.0,27.0,37.0,27.0,37.0,26.0,38.0,25.0,38.0,25.0,39.0,24.0,40.0,23.0,41.0,22.0,42.0,20.950000000000003,43.0,19.0,46.52499999999998,18.0,50.52499999999998,estimate,2008-05-31,0
