date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,31.80666666666538,31.99999999999833,30.99999999999833,31.99999999999833,30.99999999999833,32.99999999999833,30.99999999999666,32.99999999999833,29.99999999999833,33.39999999999934,29.99999999999666,33.99999999999833,29.99999999999666,33.99999999999833,28.99999999999666,34.99999999999833,28.99999999999666,35.0,27.999999999997037,35.0,26.99999999999833,35.99999999999833,26.99999999999666,36.99999999999833,26.799999999997,37.0,25.99999999999833,37.99999999999833,24.999999999998334,38.99999999999834,24.99999999999729,39.00000000000001,23.000000000000004,40.00000000000001,22.0,41.00000000000001,20.950000000000088,42.0500000000016,19.000000000000004,44.99999999999921,17.0,46.99999999999877
2009-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
