date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,5.876666666673577,6.000000000005882,5.000000000007058,6.000000000007059,5.000000000007058,6.000000000007059,5.000000000007058,6.000000000007059,5.000000000007058,6.000000000008235,5.000000000007058,6.000000000008235,4.000000000007058,7.000000000007058,4.000000000007058,7.000000000007058,4.000000000007058,7.000000000007412,4.000000000005882,7.000000000008235,3.000000000007059,8.00000000000706,3.000000000007059,8.000000000008235,3.0000000000058824,8.000000000008235,3.0000000000058824,8.000000000008235,2.0000000000070584,9.000000000008235,2.000000000005882,9.000000000008235,2.000000000005882,10.000000000008235,1.4250000000053828,11.000000000008235,1.0000000000058231,12.05000000000707,1.0000000000047056,14.525000000005859,1.0000000000035292,16.262500000004696
2017-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
