,year,mmwr_week,Reporting Area,Meningococcal disease (continued); Other serogroups current week,Meningococcal disease (continued); Other serogroups previous 52 weeks maximum�,Meningococcal disease (continued); Other serogroups cummulative YTD for 2019�,Meningococcal disease (continued); Other serogroups cummulative YTD for 2018�,Meningococcal disease (continued); Unknown serogroup current week,Meningococcal disease (continued); Unknown serogroup previous 52 weeks maximum�,Meningococcal disease (continued); Unknown serogroup cummulative YTD for 2019�,Meningococcal disease (continued); Unknown serogroup cummulative YTD for 2018�,column labels in same order that data fields appears in each record below:
74,2019,6,Washington,0,1,0,0,0,2,0,0,
75,2019,6,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,6,American Samoa,0,0,0,0,0,0,0,0,
77,2019,6,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,6,Guam,0,0,0,0,0,0,0,0,
79,2019,6,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,6,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,6,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,6,Total,0,3,1,7,0,7,11,28,
13,2019,7,"U.S. Residents, excluding U.S. Territories",0,3,0,7,3,7,16,35,
14,2019,7,New England,0,0,0,0,0,1,0,0,
15,2019,7,Connecticut,0,0,0,0,0,1,0,0,
16,2019,7,Maine,0,0,0,0,0,0,0,0,
17,2019,7,Massachusetts,0,0,0,0,0,1,0,0,
18,2019,7,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,7,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,7,Vermont,0,0,0,0,0,0,0,0,
21,2019,7,Middle Atlantic,0,1,0,0,0,3,2,4,
22,2019,7,New Jersey,0,0,0,0,0,1,0,1,
23,2019,7,New York (excluding New York City),0,1,0,0,0,0,0,1,
24,2019,7,New York City,0,0,0,0,0,1,1,1,
25,2019,7,Pennsylvania,0,0,0,0,0,2,1,1,
26,2019,7,East North Central,0,1,0,1,2,2,2,1,
27,2019,7,Illinois,0,1,0,0,0,0,0,0,
28,2019,7,Indiana,0,0,0,0,0,1,0,0,
29,2019,7,Michigan,0,0,0,0,0,1,0,0,
30,2019,7,Ohio,0,1,0,0,2,2,2,1,
31,2019,7,Wisconsin,0,1,0,1,0,1,0,0,
32,2019,7,West North Central,0,0,0,0,0,3,0,5,
33,2019,7,Iowa,0,0,0,0,0,1,0,0,
34,2019,7,Kansas,0,0,0,0,0,0,0,0,
35,2019,7,Minnesota,0,0,0,0,0,0,0,0,
36,2019,7,Missouri,0,0,0,0,0,3,0,5,
37,2019,7,Nebraska,0,0,0,0,0,1,0,0,
38,2019,7,North Dakota,0,0,0,0,0,0,0,0,
39,2019,7,South Dakota,0,0,0,0,0,0,0,0,
40,2019,7,South Atlantic,0,1,0,2,1,3,3,7,
41,2019,7,Delaware,0,0,0,0,0,1,0,0,
42,2019,7,District of Columbia,0,0,0,0,0,0,0,0,
43,2019,7,Florida,0,0,0,0,1,2,2,5,
44,2019,7,Georgia,0,1,0,1,0,1,1,0,
45,2019,7,Maryland,0,1,0,1,0,0,0,0,
46,2019,7,North Carolina,0,0,0,0,0,1,0,2,
47,2019,7,South Carolina,0,0,0,0,0,0,0,0,
48,2019,7,Virginia,0,0,0,0,0,1,0,0,
49,2019,7,West Virginia,0,1,0,0,0,0,0,0,
50,2019,7,East South Central,0,0,0,0,0,2,0,0,
51,2019,7,Alabama,0,0,0,0,0,1,0,0,
52,2019,7,Kentucky,0,0,0,0,0,1,0,0,
53,2019,7,Mississippi,0,0,0,0,0,1,0,0,
54,2019,7,Tennessee,0,0,0,0,0,1,0,0,
55,2019,7,West South Central,0,2,0,2,0,2,0,2,
56,2019,7,Arkansas,0,1,0,0,0,0,0,0,
57,2019,7,Louisiana,0,0,0,0,0,0,0,0,
58,2019,7,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,7,Texas,0,1,0,2,0,2,0,2,
60,2019,7,Mountain,0,1,0,2,0,2,2,2,
61,2019,7,Arizona,0,0,0,0,0,1,1,0,
62,2019,7,Colorado,0,1,0,0,0,1,1,0,
63,2019,7,Idaho,0,0,0,2,0,0,0,0,
64,2019,7,Montana,0,0,0,0,0,0,0,0,
65,2019,7,Nevada,0,0,0,0,0,1,0,1,
66,2019,7,New Mexico,0,0,0,0,0,0,0,1,
67,2019,7,Utah,0,0,0,0,0,0,0,0,
68,2019,7,Wyoming,0,0,0,0,0,0,0,0,
69,2019,7,Pacific,0,1,0,0,0,3,7,14,
70,2019,7,Alaska,0,0,0,0,0,0,0,0,
71,2019,7,California,0,0,0,0,0,2,5,13,
72,2019,7,Hawaii,0,0,0,0,0,1,1,0,
73,2019,7,Oregon,0,0,0,0,0,1,1,1,
74,2019,7,Washington,0,1,0,0,0,2,0,0,
75,2019,7,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,7,American Samoa,0,0,0,0,0,0,0,0,
77,2019,7,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,7,Guam,0,0,0,0,0,0,0,0,
79,2019,7,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,7,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,7,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,7,Total,0,3,0,7,3,7,16,35,
13,2019,8,"U.S. Residents, excluding U.S. Territories",0,3,1,7,2,6,22,41,
14,2019,8,New England,0,0,0,0,0,1,0,0,
15,2019,8,Connecticut,0,0,0,0,0,1,0,0,
16,2019,8,Maine,0,0,0,0,0,0,0,0,
17,2019,8,Massachusetts,0,0,0,0,0,1,0,0,
18,2019,8,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,8,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,8,Vermont,0,0,0,0,0,0,0,0,
21,2019,8,Middle Atlantic,0,1,0,0,0,3,2,6,
22,2019,8,New Jersey,0,0,0,0,0,1,0,2,
23,2019,8,New York (excluding New York City),0,1,0,0,0,0,0,1,
24,2019,8,New York City,0,0,0,0,0,1,1,1,
25,2019,8,Pennsylvania,0,0,0,0,0,2,1,2,
26,2019,8,East North Central,0,1,0,1,0,2,2,3,
27,2019,8,Illinois,0,1,0,0,0,0,0,0,
28,2019,8,Indiana,0,0,0,0,0,1,0,0,
29,2019,8,Michigan,0,0,0,0,0,1,0,0,
30,2019,8,Ohio,0,1,0,0,0,2,2,3,
31,2019,8,Wisconsin,0,1,0,1,0,1,0,0,
32,2019,8,West North Central,0,0,0,0,1,2,3,5,
33,2019,8,Iowa,0,0,0,0,0,1,1,0,
34,2019,8,Kansas,0,0,0,0,0,0,0,0,
35,2019,8,Minnesota,0,0,0,0,0,0,0,0,
36,2019,8,Missouri,0,0,0,0,1,2,2,5,
37,2019,8,Nebraska,0,0,0,0,0,1,0,0,
38,2019,8,North Dakota,0,0,0,0,0,0,0,0,
39,2019,8,South Dakota,0,0,0,0,0,0,0,0,
40,2019,8,South Atlantic,0,1,0,2,1,2,4,8,
41,2019,8,Delaware,0,0,0,0,0,1,0,0,
42,2019,8,District of Columbia,0,0,0,0,0,0,0,0,
43,2019,8,Florida,0,0,0,0,1,2,3,6,
44,2019,8,Georgia,0,1,0,1,0,1,1,0,
45,2019,8,Maryland,0,1,0,1,0,0,0,0,
46,2019,8,North Carolina,0,0,0,0,0,0,0,2,
47,2019,8,South Carolina,0,0,0,0,0,0,0,0,
48,2019,8,Virginia,0,0,0,0,0,1,0,0,
49,2019,8,West Virginia,0,1,0,0,0,0,0,0,
50,2019,8,East South Central,0,0,0,0,0,2,0,0,
51,2019,8,Alabama,0,0,0,0,0,1,0,0,
52,2019,8,Kentucky,0,0,0,0,0,1,0,0,
53,2019,8,Mississippi,0,0,0,0,0,1,0,0,
54,2019,8,Tennessee,0,0,0,0,0,1,0,0,
55,2019,8,West South Central,0,2,1,2,0,2,1,2,
56,2019,8,Arkansas,0,1,0,0,0,0,0,0,
57,2019,8,Louisiana,0,0,0,0,0,0,0,0,
58,2019,8,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,8,Texas,0,1,1,2,0,2,1,2,
60,2019,8,Mountain,0,1,0,2,0,2,2,2,
61,2019,8,Arizona,0,0,0,0,0,1,1,0,
62,2019,8,Colorado,0,1,0,0,0,1,1,0,
63,2019,8,Idaho,0,0,0,2,0,0,0,0,
64,2019,8,Montana,0,0,0,0,0,0,0,0,
65,2019,8,Nevada,0,0,0,0,0,1,0,1,
66,2019,8,New Mexico,0,0,0,0,0,0,0,1,
67,2019,8,Utah,0,0,0,0,0,0,0,0,
68,2019,8,Wyoming,0,0,0,0,0,0,0,0,
69,2019,8,Pacific,0,1,0,0,0,3,8,15,
70,2019,8,Alaska,0,0,0,0,0,0,0,0,
71,2019,8,California,0,0,0,0,0,2,6,14,
72,2019,8,Hawaii,0,0,0,0,0,1,1,0,
73,2019,8,Oregon,0,0,0,0,0,1,1,1,
74,2019,8,Washington,0,1,0,0,0,2,0,0,
75,2019,8,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,8,American Samoa,0,0,0,0,0,0,0,0,
77,2019,8,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,8,Guam,0,0,0,0,0,0,0,0,
79,2019,8,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,8,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,8,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,8,Total,0,3,1,7,2,6,22,41,
13,2019,9,"U.S. Residents, excluding U.S. Territories",0,3,1,7,1,8,27,46,
14,2019,9,New England,0,0,0,0,0,1,0,0,
15,2019,9,Connecticut,0,0,0,0,0,1,0,0,
16,2019,9,Maine,0,0,0,0,0,0,0,0,
17,2019,9,Massachusetts,0,0,0,0,0,1,0,0,
18,2019,9,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,9,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,9,Vermont,0,0,0,0,0,0,0,0,
21,2019,9,Middle Atlantic,0,1,0,0,0,3,2,7,
22,2019,9,New Jersey,0,0,0,0,0,1,0,2,
23,2019,9,New York (excluding New York City),0,1,0,0,0,0,0,1,
24,2019,9,New York City,0,0,0,0,0,1,1,1,
25,2019,9,Pennsylvania,0,0,0,0,0,2,1,3,
26,2019,9,East North Central,0,1,0,1,0,2,2,3,
27,2019,9,Illinois,0,1,0,0,0,0,0,0,
28,2019,9,Indiana,0,0,0,0,0,1,0,0,
29,2019,9,Michigan,0,0,0,0,0,1,0,0,
30,2019,9,Ohio,0,1,0,0,0,2,2,3,
31,2019,9,Wisconsin,0,1,0,1,0,1,0,0,
32,2019,9,West North Central,0,0,0,0,0,2,3,5,
33,2019,9,Iowa,0,0,0,0,0,1,1,0,
34,2019,9,Kansas,0,0,0,0,0,0,0,0,
35,2019,9,Minnesota,0,0,0,0,0,0,0,0,
36,2019,9,Missouri,0,0,0,0,0,2,2,5,
37,2019,9,Nebraska,0,0,0,0,0,1,0,0,
38,2019,9,North Dakota,0,0,0,0,0,0,0,0,
39,2019,9,South Dakota,0,0,0,0,0,0,0,0,
40,2019,9,South Atlantic,0,1,0,2,1,3,7,10,
41,2019,9,Delaware,0,0,0,0,0,1,0,0,
42,2019,9,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,9,Florida,0,0,0,0,1,2,4,8,
44,2019,9,Georgia,0,1,0,1,0,1,1,0,
45,2019,9,Maryland,0,1,0,1,0,0,0,0,
46,2019,9,North Carolina,0,0,0,0,0,0,0,2,
47,2019,9,South Carolina,0,0,0,0,0,0,0,0,
48,2019,9,Virginia,0,0,0,0,0,1,1,0,
49,2019,9,West Virginia,0,1,0,0,0,0,0,0,
50,2019,9,East South Central,0,0,0,0,0,2,1,0,
51,2019,9,Alabama,0,0,0,0,0,1,0,0,
52,2019,9,Kentucky,0,0,0,0,0,1,1,0,
53,2019,9,Mississippi,0,0,0,0,0,1,0,0,
54,2019,9,Tennessee,0,0,0,0,0,1,0,0,
55,2019,9,West South Central,0,2,1,2,0,2,1,2,
56,2019,9,Arkansas,0,1,0,0,0,0,0,0,
57,2019,9,Louisiana,0,0,0,0,0,0,0,0,
58,2019,9,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,9,Texas,0,1,1,2,0,2,1,2,
60,2019,9,Mountain,0,1,0,2,0,1,2,2,
61,2019,9,Arizona,0,0,0,0,0,0,0,0,
62,2019,9,Colorado,0,1,0,0,0,1,1,0,
63,2019,9,Idaho,0,0,0,2,0,0,0,0,
64,2019,9,Montana,0,0,0,0,0,0,0,0,
65,2019,9,Nevada,0,0,0,0,0,1,0,1,
66,2019,9,New Mexico,0,0,0,0,0,1,1,1,
67,2019,9,Utah,0,0,0,0,0,0,0,0,
68,2019,9,Wyoming,0,0,0,0,0,0,0,0,
69,2019,9,Pacific,0,1,0,0,0,4,9,17,
70,2019,9,Alaska,0,0,0,0,0,0,0,0,
71,2019,9,California,0,0,0,0,0,3,7,16,
72,2019,9,Hawaii,0,0,0,0,0,1,1,0,
73,2019,9,Oregon,0,0,0,0,0,1,1,1,
74,2019,9,Washington,0,1,0,0,0,2,0,0,
75,2019,9,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,9,American Samoa,0,0,0,0,0,0,0,0,
77,2019,9,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,9,Guam,0,0,0,0,0,0,0,0,
79,2019,9,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,9,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,9,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,9,Total,0,3,1,7,1,8,27,46,
13,2019,10,"U.S. Residents, excluding U.S. Territories",0,3,1,8,2,8,33,48,
14,2019,10,New England,0,0,0,0,0,1,0,0,
15,2019,10,Connecticut,0,0,0,0,0,1,0,0,
16,2019,10,Maine,0,0,0,0,0,0,0,0,
17,2019,10,Massachusetts,0,0,0,0,0,1,0,0,
18,2019,10,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,10,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,10,Vermont,0,0,0,0,0,0,0,0,
21,2019,10,Middle Atlantic,0,1,0,0,1,3,3,8,
22,2019,10,New Jersey,0,0,0,0,0,1,0,2,
23,2019,10,New York (excluding New York City),0,1,0,0,0,0,0,1,
24,2019,10,New York City,0,0,0,0,1,1,2,1,
25,2019,10,Pennsylvania,0,0,0,0,0,2,1,4,
26,2019,10,East North Central,0,1,0,2,0,1,1,4,
27,2019,10,Illinois,0,1,0,0,0,0,0,0,
28,2019,10,Indiana,0,0,0,0,0,1,0,1,
29,2019,10,Michigan,0,0,0,0,0,1,0,0,
30,2019,10,Ohio,0,1,0,0,0,1,1,3,
31,2019,10,Wisconsin,0,1,0,2,0,1,0,0,
32,2019,10,West North Central,0,0,0,0,0,2,3,5,
33,2019,10,Iowa,0,0,0,0,0,1,1,0,
34,2019,10,Kansas,0,0,0,0,0,0,0,0,
35,2019,10,Minnesota,0,0,0,0,0,0,0,0,
36,2019,10,Missouri,0,0,0,0,0,2,2,5,
37,2019,10,Nebraska,0,0,0,0,0,1,0,0,
38,2019,10,North Dakota,0,0,0,0,0,0,0,0,
39,2019,10,South Dakota,0,0,0,0,0,0,0,0,
40,2019,10,South Atlantic,0,1,0,2,1,4,12,10,
41,2019,10,Delaware,0,0,0,0,0,1,0,0,
42,2019,10,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,10,Florida,0,0,0,0,1,1,5,8,
44,2019,10,Georgia,0,1,0,1,0,2,3,0,
45,2019,10,Maryland,0,1,0,1,0,0,0,0,
46,2019,10,North Carolina,0,0,0,0,0,1,2,2,
47,2019,10,South Carolina,0,0,0,0,0,0,0,0,
48,2019,10,Virginia,0,0,0,0,0,1,1,0,
49,2019,10,West Virginia,0,1,0,0,0,0,0,0,
50,2019,10,East South Central,0,0,0,0,0,2,2,0,
51,2019,10,Alabama,0,0,0,0,0,1,0,0,
52,2019,10,Kentucky,0,0,0,0,0,1,1,0,
53,2019,10,Mississippi,0,0,0,0,0,1,1,0,
54,2019,10,Tennessee,0,0,0,0,0,1,0,0,
55,2019,10,West South Central,0,2,1,2,0,2,1,2,
56,2019,10,Arkansas,0,1,0,0,0,0,0,0,
57,2019,10,Louisiana,0,0,0,0,0,0,0,0,
58,2019,10,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,10,Texas,0,1,1,2,0,2,1,2,
60,2019,10,Mountain,0,1,0,2,0,1,2,2,
61,2019,10,Arizona,0,0,0,0,0,0,0,0,
62,2019,10,Colorado,0,1,0,0,0,1,1,0,
63,2019,10,Idaho,0,0,0,2,0,0,0,0,
64,2019,10,Montana,0,0,0,0,0,0,0,0,
65,2019,10,Nevada,0,0,0,0,0,1,0,1,
66,2019,10,New Mexico,0,0,0,0,0,1,1,1,
67,2019,10,Utah,0,0,0,0,0,0,0,0,
68,2019,10,Wyoming,0,0,0,0,0,0,0,0,
69,2019,10,Pacific,0,1,0,0,0,4,9,17,
70,2019,10,Alaska,0,0,0,0,0,0,0,0,
71,2019,10,California,0,0,0,0,0,3,7,16,
72,2019,10,Hawaii,0,0,0,0,0,1,1,0,
73,2019,10,Oregon,0,0,0,0,0,1,1,1,
74,2019,10,Washington,0,1,0,0,0,2,0,0,
75,2019,10,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,10,American Samoa,0,0,0,0,0,0,0,0,
77,2019,10,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,10,Guam,0,0,0,0,0,0,0,0,
79,2019,10,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,10,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,10,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,10,Total,0,3,1,8,2,8,33,48,
13,2019,11,"U.S. Residents, excluding U.S. Territories",0,3,1,8,6,10,43,55,
14,2019,11,New England,0,0,0,0,1,1,1,0,
15,2019,11,Connecticut,0,0,0,0,1,1,1,0,
16,2019,11,Maine,0,0,0,0,0,0,0,0,
17,2019,11,Massachusetts,0,0,0,0,0,1,0,0,
18,2019,11,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,11,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,11,Vermont,0,0,0,0,0,0,0,0,
21,2019,11,Middle Atlantic,0,1,0,0,1,3,4,8,
22,2019,11,New Jersey,0,0,0,0,0,1,0,2,
23,2019,11,New York (excluding New York City),0,1,0,0,0,0,0,1,
24,2019,11,New York City,0,0,0,0,1,1,3,1,
25,2019,11,Pennsylvania,0,0,0,0,0,2,1,4,
26,2019,11,East North Central,0,1,0,2,1,2,3,5,
27,2019,11,Illinois,0,1,0,0,0,0,0,0,
28,2019,11,Indiana,0,0,0,0,0,0,0,1,
29,2019,11,Michigan,0,0,0,0,0,1,0,1,
30,2019,11,Ohio,0,1,0,0,1,2,3,3,
31,2019,11,Wisconsin,0,0,0,2,0,1,0,0,
32,2019,11,West North Central,0,0,0,0,1,2,5,6,
33,2019,11,Iowa,0,0,0,0,0,1,1,1,
34,2019,11,Kansas,0,0,0,0,0,1,1,0,
35,2019,11,Minnesota,0,0,0,0,0,0,0,0,
36,2019,11,Missouri,0,0,0,0,1,2,3,5,
37,2019,11,Nebraska,0,0,0,0,0,1,0,0,
38,2019,11,North Dakota,0,0,0,0,0,0,0,0,
39,2019,11,South Dakota,0,0,0,0,0,0,0,0,
40,2019,11,South Atlantic,0,1,0,2,1,4,14,10,
41,2019,11,Delaware,0,0,0,0,0,1,0,0,
42,2019,11,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,11,Florida,0,0,0,0,1,1,6,8,
44,2019,11,Georgia,0,1,0,1,0,2,4,0,
45,2019,11,Maryland,0,1,0,1,0,0,0,0,
46,2019,11,North Carolina,0,0,0,0,0,1,2,2,
47,2019,11,South Carolina,0,0,0,0,0,0,0,0,
48,2019,11,Virginia,0,0,0,0,0,1,1,0,
49,2019,11,West Virginia,0,1,0,0,0,0,0,0,
50,2019,11,East South Central,0,0,0,0,0,2,2,0,
51,2019,11,Alabama,0,0,0,0,0,1,0,0,
52,2019,11,Kentucky,0,0,0,0,0,1,1,0,
53,2019,11,Mississippi,0,0,0,0,0,1,1,0,
54,2019,11,Tennessee,0,0,0,0,0,1,0,0,
55,2019,11,West South Central,0,2,1,2,0,2,1,4,
56,2019,11,Arkansas,0,1,0,0,0,0,0,0,
57,2019,11,Louisiana,0,0,0,0,0,0,0,0,
58,2019,11,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,11,Texas,0,1,1,2,0,2,1,4,
60,2019,11,Mountain,0,1,0,2,1,1,3,2,
61,2019,11,Arizona,0,0,0,0,1,0,1,0,
62,2019,11,Colorado,0,1,0,0,0,1,1,0,
63,2019,11,Idaho,0,0,0,2,0,0,0,0,
64,2019,11,Montana,0,0,0,0,0,0,0,0,
65,2019,11,Nevada,0,0,0,0,0,1,0,1,
66,2019,11,New Mexico,0,0,0,0,0,1,1,1,
67,2019,11,Utah,0,0,0,0,0,0,0,0,
68,2019,11,Wyoming,0,0,0,0,0,0,0,0,
69,2019,11,Pacific,0,1,0,0,0,4,10,20,
70,2019,11,Alaska,0,0,0,0,0,0,0,0,
71,2019,11,California,0,0,0,0,0,3,8,19,
72,2019,11,Hawaii,0,0,0,0,0,1,1,0,
73,2019,11,Oregon,0,0,0,0,0,1,1,1,
74,2019,11,Washington,0,1,0,0,0,2,0,0,
75,2019,11,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,11,American Samoa,0,0,0,0,0,0,0,0,
77,2019,11,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,11,Guam,0,0,0,0,0,0,0,0,
79,2019,11,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,11,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,11,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,11,Total,0,3,1,8,6,10,43,55,
13,2019,12,"U.S. Residents, excluding U.S. Territories",0,3,1,11,6,10,50,59,
14,2019,12,New England,0,0,0,0,0,1,0,0,
15,2019,12,Connecticut,0,0,0,0,0,1,0,0,
16,2019,12,Maine,0,0,0,0,0,0,0,0,
17,2019,12,Massachusetts,0,0,0,0,0,1,0,0,
18,2019,12,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,12,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,12,Vermont,0,0,0,0,0,0,0,0,
21,2019,12,Middle Atlantic,0,1,0,1,1,3,7,8,
22,2019,12,New Jersey,0,0,0,0,0,1,0,2,
23,2019,12,New York (excluding New York City),0,1,0,1,0,0,0,1,
24,2019,12,New York City,0,0,0,0,1,1,4,1,
25,2019,12,Pennsylvania,0,0,0,0,0,2,3,4,
26,2019,12,East North Central,0,1,0,3,0,2,3,4,
27,2019,12,Illinois,0,1,0,1,0,0,0,0,
28,2019,12,Indiana,0,0,0,0,0,0,0,1,
29,2019,12,Michigan,0,0,0,0,0,1,0,0,
30,2019,12,Ohio,0,1,0,0,0,2,3,3,
31,2019,12,Wisconsin,0,0,0,2,0,1,0,0,
32,2019,12,West North Central,0,0,0,0,0,2,5,7,
33,2019,12,Iowa,0,0,0,0,0,1,1,1,
34,2019,12,Kansas,0,0,0,0,0,1,1,0,
35,2019,12,Minnesota,0,0,0,0,0,0,0,0,
36,2019,12,Missouri,0,0,0,0,0,1,3,6,
37,2019,12,Nebraska,0,0,0,0,0,1,0,0,
38,2019,12,North Dakota,0,0,0,0,0,0,0,0,
39,2019,12,South Dakota,0,0,0,0,0,0,0,0,
40,2019,12,South Atlantic,0,1,0,3,1,4,14,10,
41,2019,12,Delaware,0,0,0,0,0,1,0,0,
42,2019,12,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,12,Florida,0,0,0,0,1,1,7,8,
44,2019,12,Georgia,0,1,0,2,0,1,3,0,
45,2019,12,Maryland,0,1,0,1,0,0,0,0,
46,2019,12,North Carolina,0,0,0,0,0,1,2,2,
47,2019,12,South Carolina,0,0,0,0,0,0,0,0,
48,2019,12,Virginia,0,0,0,0,0,1,1,0,
49,2019,12,West Virginia,0,1,0,0,0,0,0,0,
50,2019,12,East South Central,0,0,0,0,0,2,2,1,
51,2019,12,Alabama,0,0,0,0,0,1,0,1,
52,2019,12,Kentucky,0,0,0,0,0,1,1,0,
53,2019,12,Mississippi,0,0,0,0,0,1,1,0,
54,2019,12,Tennessee,0,0,0,0,0,1,0,0,
55,2019,12,West South Central,0,2,1,2,0,1,1,4,
56,2019,12,Arkansas,0,1,0,0,0,0,0,0,
57,2019,12,Louisiana,0,0,0,0,0,0,0,0,
58,2019,12,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,12,Texas,0,1,1,2,0,1,1,4,
60,2019,12,Mountain,0,1,0,2,2,2,6,3,
61,2019,12,Arizona,0,0,0,0,0,1,1,0,
62,2019,12,Colorado,0,1,0,0,0,1,1,0,
63,2019,12,Idaho,0,0,0,2,0,0,0,0,
64,2019,12,Montana,0,0,0,0,1,1,2,0,
65,2019,12,Nevada,0,0,0,0,0,1,0,2,
66,2019,12,New Mexico,0,0,0,0,0,1,1,1,
67,2019,12,Utah,0,0,0,0,1,0,1,0,
68,2019,12,Wyoming,0,0,0,0,0,0,0,0,
69,2019,12,Pacific,0,1,0,0,2,4,12,22,
70,2019,12,Alaska,0,0,0,0,0,0,0,0,
71,2019,12,California,0,0,0,0,0,3,8,21,
72,2019,12,Hawaii,0,0,0,0,0,1,1,0,
73,2019,12,Oregon,0,0,0,0,2,1,3,1,
74,2019,12,Washington,0,1,0,0,0,2,0,0,
75,2019,12,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,12,American Samoa,0,0,0,0,0,0,0,0,
77,2019,12,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,12,Guam,0,0,0,0,0,0,0,0,
79,2019,12,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,12,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,12,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,12,Total,0,3,1,11,6,10,50,59,
13,2019,13,"U.S. Residents, excluding U.S. Territories",0,2,1,12,2,8,49,56,
14,2019,13,New England,0,0,0,0,0,1,1,0,
15,2019,13,Connecticut,0,0,0,0,0,1,0,0,
16,2019,13,Maine,0,0,0,0,0,0,0,0,
17,2019,13,Massachusetts,0,0,0,0,0,1,1,0,
18,2019,13,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,13,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,13,Vermont,0,0,0,0,0,0,0,0,
21,2019,13,Middle Atlantic,0,0,0,1,1,3,10,8,
22,2019,13,New Jersey,0,0,0,0,0,1,1,2,
23,2019,13,New York (excluding New York City),0,0,0,1,0,0,0,1,
24,2019,13,New York City,0,0,0,0,0,1,4,1,
25,2019,13,Pennsylvania,0,0,0,0,1,2,5,4,
26,2019,13,East North Central,0,0,0,4,1,1,2,1,
27,2019,13,Illinois,0,0,0,1,0,0,0,0,
28,2019,13,Indiana,0,0,0,0,0,0,0,1,
29,2019,13,Michigan,0,0,0,0,0,1,0,0,
30,2019,13,Ohio,0,0,0,1,1,1,2,0,
31,2019,13,Wisconsin,0,0,0,2,0,1,0,0,
32,2019,13,West North Central,0,0,0,0,0,2,5,8,
33,2019,13,Iowa,0,0,0,0,0,1,1,1,
34,2019,13,Kansas,0,0,0,0,0,1,1,0,
35,2019,13,Minnesota,0,0,0,0,0,0,0,0,
36,2019,13,Missouri,0,0,0,0,0,1,3,7,
37,2019,13,Nebraska,0,0,0,0,0,1,0,0,
