date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,31.80666666586545,31.99999999910678,30.999999999196103,31.999999999196103,30.99999999910678,32.99999999910678,30.99999999910678,32.99999999910678,29.999999999196103,33.39999999916038,29.99999999910678,33.99999999910678,29.99999999910678,33.99999999913804,28.999999999196103,34.99999999910678,28.999999999196103,34.99999999910678,27.999999999196103,34.9999999991961,26.999999999285425,35.99999999910678,26.999999999196103,36.999999999017454,26.79999999921397,36.99999999910678,25.999999999285425,37.999999999017454,24.999999999285425,38.999999999017454,24.999999999285425,38.99999999910678,22.999999999374744,39.99999999910678,21.999999999464066,40.99999999910678,20.94999999946407,42.04999999920058,18.999999999506496,44.99999999933232,16.99999999955339,46.99999999921955
2009-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
