date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,5.459999998967804,4.999999999193597,4.999999999193597,4.999999999193597,4.999999999193597,4.999999999193597,3.9999999991935975,5.999999998387195,3.9999999991935975,5.999999999193597,3.9999999991935975,5.999999999193597,3.9999999991935975,6.999999998387195,3.9999999991935975,6.999999998387195,2.9999999999999996,6.999999998387195,2.9999999999999996,6.999999998387195,2.999999999798399,6.999999998387195,2.9999999991935975,7.999999998387195,2.9999999991935975,7.999999998387195,1.9999999999999998,7.999999998931516,1.9999999999999998,8.999999998387194,1.9999999999999998,9.624999997883192,1.8999999992742398,9.999999997580792,0.9999999999999999,10.999999997580792,0.9999999999999999,10.999999997580792,0.9999999995766389,11.999999997580792,0.9999999991935979,12.999999997580792
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
