date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-30,18.35666666612948,17.999999999422897,17.999999999422897,17.999999999567173,17.999999999422897,18.999999999422897,16.999999999567173,18.999999999422897,16.999999999422897,18.999999999567173,16.999999999422897,18.999999999567173,15.999999999567175,19.999999999422897,15.999999999567175,20.824999999303888,15.999999999523892,20.999999999422897,14.999999999567175,20.999999999422897,14.999999999567175,20.999999999422897,13.99999999971145,21.99999999938322,13.999999999567175,21.999999999422897,12.99999999971145,22.999999999422897,12.999999999567175,23.149999999401267,12.999999999567175,23.999999999278625,11.899999999581603,24.999999999278625,10.999999999711449,25.999999999278625,10.949999999574386,27.999999998997286,9.999999999567173,28.999999999210093,7.9999999997114495,30.52499999920286
2013-05-31,18.026666666033297,17.99999999935076,17.024999999419297,17.999999999422897,16.999999999422897,17.999999999422897,16.999999999422897,18.99999999927862,16.99999999927862,18.999999999422897,16.99999999927862,18.999999999422897,15.999999999422899,19.99999999927862,15.999999999422899,19.999999999397648,15.999999999278623,19.999999999422897,15.999999999278623,19.999999999422897,14.999999999422899,20.99999999927862,14.999999999422899,20.999999999422897,13.999999999422899,20.999999999422897,13.999999999422899,21.999999999422897,12.999999999422899,21.999999999422897,12.999999999422899,22.999999999368793,11.999999999422899,23.999999999278625,11.999999999422899,23.9999999994229,10.999999999422897,25.99999999913435,9.999999999422897,27.99999999913435,7.999999999567174,29.99999999888367
2013-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
