date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,28.303333333116548,27.999999999784762,27.999999999768207,28.97499999976903,27.999999999768207,28.999999999768207,26.999999999801318,29.924999999737558,25.999999999801318,29.999999999768203,25.999999999801318,29.999999999768203,24.999999999834433,30.999999999735092,24.999999999801318,30.999999999768207,23.999999999834433,31.999999999735092,23.99999999980132,31.999999999768207,23.99999999980132,32.999999999735095,22.999999999834433,32.99999999976821,22.999999999801318,33.99999999973509,21.999999999834433,33.99999999976821,21.999999999801318,34.999999999735095,20.999999999834433,35.62499999974751,19.999999999864233,36.99999999973509,19.999999999834433,37.99999999970198,18.94999999983609,38.999999999735095,16.999999999834433,40.99999999970198,14.999999999867546,42.262499999701966
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
