,year,mmwr_week,Reporting Area,"Meningococcal diseases, invasive, all serogroups current week","Meningococcal diseases, invasive, all serogroups previous 52 weeks median ","Meningococcal diseases, invasive, all serogroups previous 52 weeks maximum ","Meningococcal diseases, invasive, all serogroups cummulative for 2006","Meningococcal diseases, invasive, all serogroups cummulative for 2005","Meningococcal diseases, invasive, serogroup unknown current week","Meningococcal diseases, invasive, serogroup unknown previous 52 weeks median ","Meningococcal diseases, invasive, serogroup unknown previous 52 weeks maximum ","Meningococcal diseases, invasive, serogroup unknown cummulative for 2006","Meningococcal diseases, invasive, serogroup unknown cummulative for 2005",Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2006,Pertussis cummulative for 2005
75,2006,27,N. Mex.,0,0,1,1,3,0,0,1,0,2,0,2,6,35,121
76,2006,27,Utah,0,0,1,3,8,0,0,1,0,1,7,16,39,549,210
77,2006,27,Wyo.,0,0,2,2,0,0,0,2,2,0,7,1,5,41,21
78,2006,27,PACIFIC,2,5,29,198,161,2,5,25,173,155,6,58,"1,334",615,"1,540"
79,2006,27,Alaska,0,0,1,1,1,0,0,1,1,1,1,2,15,37,23
80,2006,27,Calif.,2,3,14,127,103,2,3,14,127,103,0,25,"1,136",264,619
81,2006,27,Hawaii,0,0,1,4,9,0,0,1,4,4,0,2,10,37,91
82,2006,27,Oreg.,0,1,7,42,29,0,1,4,31,29,0,3,16,73,491
83,2006,27,Wash.,0,0,25,24,19,0,0,11,10,18,5,10,195,204,316
84,2006,27,Amer. Samoa,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
85,2006,27,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,27,Guam,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
87,2006,27,P.R.,0,0,1,4,6,0,0,1,4,6,0,0,1,0,4
88,2006,27,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,28,UNITED STATES,12,20,85,662,781,8,13,58,436,475,114,284,"2,877","6,223","11,215"
23,2006,28,NEW ENGLAND,0,1,3,29,50,0,0,2,21,19,1,30,83,636,661
24,2006,28,Conn.,0,0,2,8,10,0,0,2,2,1,0,1,5,22,37
25,2006,28,Maine,0,0,1,3,2,0,0,1,3,2,0,1,5,23,16
26,2006,28,Mass.,0,0,2,12,23,0,0,2,12,5,0,23,43,437,498
27,2006,28,N.H.,0,0,2,4,9,0,0,2,4,9,0,2,36,77,32
28,2006,28,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,17,0,12
29,2006,28,Vt.,0,0,1,2,4,0,0,0,0,2,1,1,14,77,66
30,2006,28,MID. ATLANTIC,2,3,13,97,96,1,2,11,72,74,32,30,137,875,735
31,2006,28,N.J.,0,0,2,10,24,0,0,2,10,24,0,4,13,127,103
32,2006,28,N.Y. (Upstate),2,0,7,26,27,1,0,5,5,10,25,12,123,341,277
33,2006,28,N.Y. City,0,0,5,27,14,0,0,5,27,14,0,2,6,28,45
34,2006,28,Pa.,0,1,5,34,31,0,1,5,30,26,7,11,26,379,310
35,2006,28,E.N. CENTRAL,0,3,11,74,97,0,2,6,52,82,12,49,133,833,"2,089"
36,2006,28,Ill.,0,0,4,17,23,0,0,4,17,23,0,9,35,99,484
37,2006,28,Ind.,0,0,5,14,13,0,0,2,5,6,0,4,75,118,161
38,2006,28,Mich.,0,1,3,16,16,0,0,3,9,10,1,6,23,203,123
39,2006,28,Ohio,0,1,5,27,28,0,0,4,21,26,11,16,30,317,711
40,2006,28,Wis.,0,0,2,0,17,0,0,2,0,17,0,9,41,96,610
41,2006,28,W.N. CENTRAL,1,1,4,39,48,1,0,3,14,20,6,55,552,679,"1,508"
42,2006,28,Iowa,0,0,2,9,12,0,0,1,3,1,0,12,63,152,397
43,2006,28,Kans.,0,0,1,1,8,0,0,1,1,8,4,11,28,176,139
44,2006,28,Minn.,0,0,2,10,7,0,0,1,3,2,2,0,485,105,374
45,2006,28,Mo.,1,0,2,12,15,1,0,1,3,6,0,9,42,175,238
46,2006,28,Nebr.,0,0,2,5,4,0,0,1,3,3,0,4,15,58,160
47,2006,28,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,26,4,76
48,2006,28,S. Dak.,0,0,1,1,2,0,0,0,0,0,0,1,8,9,124
49,2006,28,S. ATLANTIC,4,3,14,117,145,2,1,7,49,58,15,23,92,517,760
50,2006,28,Del.,0,0,1,4,2,0,0,1,4,2,0,0,1,3,14
51,2006,28,D.C.,0,0,1,0,4,0,0,1,0,3,0,0,3,3,4
52,2006,28,Fla.,0,1,6,45,55,0,1,5,18,17,8,4,14,119,95
53,2006,28,Ga.,0,0,3,9,14,0,0,3,9,14,0,0,3,8,30
54,2006,28,Md.,0,0,2,7,14,0,0,1,2,1,0,3,9,72,124
55,2006,28,N.C.,2,0,11,22,21,0,0,3,5,4,4,0,21,105,61
56,2006,28,S.C.,1,0,2,13,12,1,0,1,5,8,3,4,22,78,235
57,2006,28,Va.,1,0,4,14,18,1,0,3,6,7,0,2,73,109,165
58,2006,28,W. Va.,0,0,2,3,5,0,0,0,0,2,0,0,9,20,32
59,2006,28,E.S. CENTRAL,1,1,4,26,37,0,1,4,21,28,10,7,22,151,312
60,2006,28,Ala.,0,0,1,4,4,0,0,1,4,3,1,1,7,38,44
61,2006,28,Ky.,0,0,2,7,14,0,0,2,7,14,0,1,7,22,86
62,2006,28,Miss.,0,0,1,1,4,0,0,1,1,4,0,0,4,15,38
63,2006,28,Tenn.,1,0,2,14,15,0,0,2,9,7,9,2,10,76,144
64,2006,28,W.S. CENTRAL,0,1,23,35,81,0,0,6,12,19,1,22,360,302,"1,165"
65,2006,28,Ark.,0,0,3,6,10,0,0,2,4,2,1,2,21,40,175
66,2006,28,La.,0,0,1,0,25,0,0,1,0,4,0,0,3,0,33
67,2006,28,Okla.,0,0,4,8,13,0,0,0,0,2,0,0,124,10,0
68,2006,28,Tex.,0,1,16,21,33,0,0,4,8,11,0,21,215,252,957
69,2006,28,MOUNTAIN,0,1,4,39,62,0,0,4,17,16,28,65,230,"1,599","2,331"
70,2006,28,Ariz.,0,0,4,11,29,0,0,4,11,9,0,12,177,266,626
71,2006,28,Colo.,0,0,2,14,13,0,0,1,2,0,0,23,40,524,759
72,2006,28,Idaho,0,0,2,1,3,0,0,2,1,3,0,2,13,46,108
73,2006,28,Mont.,0,0,1,3,0,0,0,1,1,0,6,3,19,75,438
74,2006,28,Nev.,0,0,2,2,6,0,0,1,0,1,0,0,9,35,35
75,2006,28,N. Mex.,0,0,1,2,3,0,0,1,0,2,0,2,6,40,125
76,2006,28,Utah,0,0,1,4,8,0,0,1,0,1,20,16,39,569,217
77,2006,28,Wyo.,0,0,2,2,0,0,0,2,2,0,2,1,8,44,23
78,2006,28,PACIFIC,4,5,29,206,165,4,5,25,178,159,9,52,"1,334",631,"1,654"
79,2006,28,Alaska,0,0,1,1,1,0,0,1,1,1,0,2,15,36,23
80,2006,28,Calif.,3,3,14,130,107,3,3,14,130,107,0,24,"1,136",269,649
81,2006,28,Hawaii,0,0,1,4,9,0,0,1,4,4,0,2,10,38,101
82,2006,28,Oreg.,0,1,7,46,29,0,1,4,32,29,0,3,16,75,506
83,2006,28,Wash.,1,0,25,25,19,1,0,11,11,18,9,10,195,213,375
84,2006,28,Amer. Samoa,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
85,2006,28,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,28,Guam,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
87,2006,28,P.R.,0,0,1,4,6,0,0,1,4,6,0,0,1,0,4
88,2006,28,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,29,UNITED STATES,6,20,85,683,798,6,13,58,454,488,111,290,"2,877","6,667","11,758"
23,2006,29,NEW ENGLAND,1,1,3,31,52,1,0,2,23,19,17,30,83,687,691
24,2006,29,Conn.,0,0,2,8,10,0,0,2,2,1,0,1,5,23,40
25,2006,29,Maine,0,0,1,3,2,0,0,1,3,2,0,1,5,23,18
26,2006,29,Mass.,0,0,2,13,25,0,0,2,13,5,0,23,43,468,519
27,2006,29,N.H.,1,0,2,5,9,1,0,2,5,9,17,2,36,96,36
28,2006,29,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,17,0,12
29,2006,29,Vt.,0,0,1,2,4,0,0,0,0,2,0,1,14,77,66
30,2006,29,MID. ATLANTIC,1,3,13,102,96,1,2,11,76,74,6,30,137,891,756
31,2006,29,N.J.,0,0,2,10,24,0,0,2,10,24,0,4,13,129,108
32,2006,29,N.Y. (Upstate),1,0,7,27,27,1,0,5,5,10,6,12,123,348,282
33,2006,29,N.Y. City,0,1,5,31,14,0,1,5,31,14,0,2,7,35,50
34,2006,29,Pa.,0,1,5,34,31,0,1,5,30,26,0,11,26,379,316
35,2006,29,E.N. CENTRAL,1,3,11,75,98,1,1,6,53,83,21,52,133,980,"2,154"
36,2006,29,Ill.,0,0,4,17,23,0,0,4,17,23,0,11,35,206,497
37,2006,29,Ind.,1,0,5,15,13,1,0,2,6,6,0,4,75,118,172
38,2006,29,Mich.,0,1,3,16,17,0,0,3,9,11,11,6,23,224,129
39,2006,29,Ohio,0,1,5,27,28,0,0,4,21,26,10,15,30,327,717
40,2006,29,Wis.,0,0,2,0,17,0,0,2,0,17,0,8,41,105,639
41,2006,29,W.N. CENTRAL,0,1,4,39,51,0,0,3,14,23,9,46,552,698,"1,642"
42,2006,29,Iowa,0,0,2,9,12,0,0,1,3,1,0,12,63,158,410
43,2006,29,Kans.,0,0,1,1,9,0,0,1,1,9,5,11,28,181,147
44,2006,29,Minn.,0,0,2,10,8,0,0,1,3,3,1,0,485,106,458
45,2006,29,Mo.,0,0,2,12,16,0,0,1,3,7,3,9,42,182,253
46,2006,29,Nebr.,0,0,2,5,4,0,0,1,3,3,0,4,10,58,168
47,2006,29,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,26,4,77
48,2006,29,S. Dak.,0,0,1,1,2,0,0,0,0,0,0,1,7,9,129
49,2006,29,S. ATLANTIC,0,3,14,118,146,0,2,7,50,58,8,22,92,529,778
50,2006,29,Del.,0,0,1,4,2,0,0,1,4,2,0,0,1,3,14
51,2006,29,D.C.,0,0,1,0,4,0,0,1,0,3,0,0,3,3,4
52,2006,29,Fla.,0,1,6,45,55,0,1,5,18,17,1,4,14,119,102
53,2006,29,Ga.,0,0,3,9,14,0,0,3,9,14,0,0,3,8,31
54,2006,29,Md.,0,0,2,7,14,0,0,1,2,1,1,3,9,74,128
55,2006,29,N.C.,0,0,11,22,21,0,0,3,6,4,4,0,21,109,64
56,2006,29,S.C.,0,0,2,13,12,0,0,1,5,8,2,4,22,82,238
57,2006,29,Va.,0,0,4,14,19,0,0,3,6,7,0,1,73,109,165
58,2006,29,W. Va.,0,0,2,4,5,0,0,0,0,2,0,0,9,22,32
59,2006,29,E.S. CENTRAL,0,1,4,26,38,0,1,4,21,29,7,7,17,169,325
60,2006,29,Ala.,0,0,1,4,4,0,0,1,4,3,0,1,4,42,45
61,2006,29,Ky.,0,0,2,7,14,0,0,2,7,14,0,1,7,22,88
62,2006,29,Miss.,0,0,1,1,4,0,0,1,1,4,0,1,4,22,40
63,2006,29,Tenn.,0,0,2,14,16,0,0,2,9,8,7,2,10,83,152
64,2006,29,W.S. CENTRAL,1,1,23,38,82,1,0,6,15,19,7,21,360,311,"1,226"
65,2006,29,Ark.,1,0,3,7,10,1,0,2,5,2,1,2,21,41,179
66,2006,29,La.,0,0,1,1,25,0,0,1,1,4,0,0,3,2,33
67,2006,29,Okla.,0,0,4,8,13,0,0,0,0,2,6,0,124,16,0
68,2006,29,Tex.,0,1,16,22,34,0,0,4,9,11,0,20,215,252,"1,014"
69,2006,29,MOUNTAIN,0,1,4,39,62,0,0,4,17,16,30,64,230,"1,636","2,417"
70,2006,29,Ariz.,0,0,4,11,29,0,0,4,11,9,0,12,177,266,638
71,2006,29,Colo.,0,0,2,14,13,0,0,1,2,0,12,23,40,536,785
72,2006,29,Idaho,0,0,2,1,3,0,0,2,1,3,2,2,13,48,118
73,2006,29,Mont.,0,0,1,3,0,0,0,1,1,0,2,3,19,77,457
74,2006,29,Nev.,0,0,2,2,6,0,0,1,0,1,0,0,9,35,36
75,2006,29,N. Mex.,0,0,1,2,3,0,0,1,0,2,0,2,6,46,130
76,2006,29,Utah,0,0,1,4,8,0,0,1,0,1,10,18,39,579,228
77,2006,29,Wyo.,0,0,2,2,0,0,0,2,2,0,4,1,8,49,25
78,2006,29,PACIFIC,2,5,29,215,173,2,5,25,185,167,6,50,"1,334",766,"1,769"
79,2006,29,Alaska,0,0,1,1,1,0,0,1,1,1,3,2,15,40,23
80,2006,29,Calif.,2,3,14,134,112,2,3,14,134,112,0,25,"1,136",389,713
81,2006,29,Hawaii,0,0,1,4,10,0,0,1,4,5,0,2,7,44,108
82,2006,29,Oreg.,0,1,7,51,31,0,1,4,35,31,0,3,16,77,519
83,2006,29,Wash.,0,0,25,25,19,0,0,11,11,18,3,10,195,216,406
84,2006,29,Amer. Samoa,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
85,2006,29,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,29,Guam,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2
87,2006,29,P.R.,0,0,1,4,6,0,0,1,4,6,0,0,1,0,4
88,2006,29,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,30,UNITED STATES,8,20,85,698,818,7,13,58,466,499,180,288,"2,877","7,090","12,290"
23,2006,30,NEW ENGLAND,1,1,3,31,52,0,0,2,23,19,6,29,83,730,717
24,2006,30,Conn.,0,0,2,8,10,0,0,2,2,1,0,1,5,24,40
25,2006,30,Maine,0,0,1,3,2,0,0,1,3,2,0,1,5,24,20
26,2006,30,Mass.,1,0,2,13,25,0,0,2,13,5,6,23,43,505,542
27,2006,30,N.H.,0,0,2,5,9,0,0,2,5,9,0,2,36,98,37
28,2006,30,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,17,0,12
29,2006,30,Vt.,0,0,1,2,4,0,0,0,0,2,0,1,14,79,66
30,2006,30,MID. ATLANTIC,1,3,13,106,100,1,2,11,79,76,23,30,137,926,779
31,2006,30,N.J.,0,0,2,10,24,0,0,2,10,24,0,4,13,129,111
32,2006,30,N.Y. (Upstate),1,0,7,28,30,1,0,5,5,11,19,12,123,364,290
33,2006,30,N.Y. City,0,1,5,33,14,0,1,5,33,14,0,2,7,35,54
34,2006,30,Pa.,0,1,5,35,32,0,1,5,31,27,4,11,26,398,324
35,2006,30,E.N. CENTRAL,2,3,11,78,99,2,1,6,56,84,31,52,133,"1,014","2,215"
36,2006,30,Ill.,0,0,4,17,23,0,0,4,17,23,0,11,35,206,508
37,2006,30,Ind.,0,0,5,15,14,0,0,2,6,7,19,4,75,137,174
38,2006,30,Mich.,0,1,3,16,17,0,0,3,9,11,0,7,23,224,135
39,2006,30,Ohio,2,1,5,29,28,2,0,4,23,26,12,15,30,339,739
40,2006,30,Wis.,0,0,2,1,17,0,0,2,1,17,0,7,41,108,659
41,2006,30,W.N. CENTRAL,0,1,4,39,54,0,0,3,14,24,17,43,552,721,"1,713"
42,2006,30,Iowa,0,0,2,9,12,0,0,1,3,1,0,12,63,158,425
43,2006,30,Kans.,0,0,1,1,9,0,0,1,1,9,0,11,28,181,158
44,2006,30,Minn.,0,0,2,10,9,0,0,1,3,3,6,0,485,112,492
45,2006,30,Mo.,0,0,2,12,18,0,0,1,3,8,1,8,42,186,259
46,2006,30,Nebr.,0,0,2,5,4,0,0,1,3,3,3,4,10,64,171
47,2006,30,N. Dak.,0,0,1,1,0,0,0,1,1,0,7,0,26,11,77
48,2006,30,S. Dak.,0,0,1,1,2,0,0,0,0,0,0,0,7,9,131
49,2006,30,S. ATLANTIC,2,3,14,122,149,2,2,7,53,60,9,22,92,552,870
50,2006,30,Del.,0,0,1,4,2,0,0,1,4,2,0,0,1,3,14
51,2006,30,D.C.,0,0,1,0,4,0,0,1,0,3,0,0,3,3,4
52,2006,30,Fla.,2,1,6,48,57,2,1,5,20,18,3,4,14,122,110
53,2006,30,Ga.,0,0,3,9,14,0,0,3,9,14,0,0,3,8,32
54,2006,30,Md.,0,0,2,7,14,0,0,1,2,1,0,3,9,76,130
55,2006,30,N.C.,0,0,11,22,22,0,0,3,6,5,0,0,21,109,64
56,2006,30,S.C.,0,0,2,14,12,0,0,1,6,8,1,4,22,85,246
57,2006,30,Va.,0,0,4,14,19,0,0,3,6,7,4,2,73,123,238
58,2006,30,W. Va.,0,0,2,4,5,0,0,0,0,2,1,0,9,23,32
59,2006,30,E.S. CENTRAL,1,1,4,27,38,1,1,4,22,29,5,7,17,183,342
60,2006,30,Ala.,0,0,1,4,4,0,0,1,4,3,3,1,4,45,49
61,2006,30,Ky.,0,0,2,7,14,0,0,2,7,14,2,2,7,32,95
62,2006,30,Miss.,0,0,1,1,4,0,0,1,1,4,0,1,4,22,41
63,2006,30,Tenn.,1,0,2,15,16,1,0,2,10,8,0,2,10,84,157
64,2006,30,W.S. CENTRAL,1,1,23,40,84,1,0,6,16,19,5,21,360,345,"1,286"
65,2006,30,Ark.,0,0,3,7,10,0,0,2,5,2,1,2,21,45,182
66,2006,30,La.,0,0,1,1,26,0,0,1,1,4,0,0,3,2,35
67,2006,30,Okla.,0,0,4,8,13,0,0,0,0,2,2,0,124,18,0
68,2006,30,Tex.,1,1,16,24,35,1,0,4,10,11,2,19,215,280,"1,069"
69,2006,30,MOUNTAIN,0,1,4,39,65,0,0,4,17,17,11,64,230,"1,648","2,507"
70,2006,30,Ariz.,0,0,4,11,29,0,0,4,11,9,0,12,177,266,669
71,2006,30,Colo.,0,0,2,14,14,0,0,1,2,0,0,22,40,536,803
72,2006,30,Idaho,0,0,2,1,3,0,0,2,1,3,1,2,13,47,130
73,2006,30,Mont.,0,0,1,3,0,0,0,1,1,0,0,2,14,77,466
74,2006,30,Nev.,0,0,2,2,7,0,0,1,0,1,0,0,9,37,36
75,2006,30,N. Mex.,0,0,1,2,3,0,0,1,0,2,0,2,6,47,132
76,2006,30,Utah,0,0,1,4,9,0,0,1,0,2,10,18,39,589,246
77,2006,30,Wyo.,0,0,2,2,0,0,0,2,2,0,0,1,8,49,25
78,2006,30,PACIFIC,0,5,29,216,177,0,5,25,186,171,73,51,"1,334",971,"1,861"
79,2006,30,Alaska,0,0,1,1,1,0,0,1,1,1,0,2,15,40,23
80,2006,30,Calif.,0,3,14,134,115,0,3,14,134,115,66,30,"1,136",589,746
81,2006,30,Hawaii,0,0,1,5,10,0,0,1,5,5,0,2,6,42,111
82,2006,30,Oreg.,0,1,7,51,32,0,1,4,35,32,0,3,16,77,535
83,2006,30,Wash.,0,0,25,25,19,0,0,11,11,18,7,10,195,223,446
84,2006,30,Amer. Samoa,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
85,2006,30,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,30,Guam,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
87,2006,30,P.R.,0,0,1,4,6,0,0,1,4,6,1,0,1,1,4
88,2006,30,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,31,UNITED STATES,4,20,83,681,821,4,13,56,444,496,146,289,"2,876","7,399","12,666"
23,2006,31,NEW ENGLAND,2,1,3,33,54,2,0,2,25,19,3,29,83,740,752
24,2006,31,Conn.,1,0,2,9,11,1,0,2,3,1,0,1,5,28,43
25,2006,31,Maine,0,0,1,3,2,0,0,1,3,2,1,1,5,25,22
26,2006,31,Mass.,1,0,2,14,26,1,0,2,14,5,0,22,43,506,568
27,2006,31,N.H.,0,0,2,5,9,0,0,2,5,9,0,2,36,98,38
28,2006,31,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,17,0,12
29,2006,31,Vt.,0,0,1,2,4,0,0,0,0,2,2,1,14,83,69
30,2006,31,MID. ATLANTIC,0,2,13,84,103,0,2,11,57,79,35,30,137,976,801
31,2006,31,N.J.,0,0,2,10,26,0,0,2,10,26,0,4,13,131,113
32,2006,31,N.Y. (Upstate),0,0,7,28,30,0,0,5,5,11,27,12,123,392,302
33,2006,31,N.Y. City,0,0,3,11,14,0,0,3,11,14,0,1,8,42,56
34,2006,31,Pa.,0,1,5,35,33,0,1,5,31,28,8,11,26,411,330
35,2006,31,E.N. CENTRAL,1,3,11,81,101,1,2,6,58,85,24,50,133,"1,061","2,287"
36,2006,31,Ill.,0,0,4,17,24,0,0,4,17,24,0,11,35,225,535
37,2006,31,Ind.,0,0,5,15,14,0,0,2,6,7,5,4,75,135,183
38,2006,31,Mich.,0,1,3,17,18,0,0,3,9,11,4,7,23,238,138
39,2006,31,Ohio,1,1,5,30,28,1,0,4,24,26,15,14,30,354,751
40,2006,31,Wis.,0,0,2,2,17,0,0,2,2,17,0,7,41,109,680
41,2006,31,W.N. CENTRAL,0,1,4,40,54,0,0,3,14,24,11,41,552,741,"1,796"
42,2006,31,Iowa,0,0,2,10,12,0,0,1,3,1,0,12,63,160,443
43,2006,31,Kans.,0,0,1,1,9,0,0,1,1,9,7,11,28,193,170
44,2006,31,Minn.,0,0,2,10,9,0,0,1,3,3,0,0,485,112,530
45,2006,31,Mo.,0,0,2,12,18,0,0,1,3,8,0,8,42,186,266
46,2006,31,Nebr.,0,0,2,5,4,0,0,1,3,3,1,4,10,65,177
47,2006,31,N. Dak.,0,0,1,1,0,0,0,1,1,0,3,0,26,16,77
48,2006,31,S. Dak.,0,0,1,1,2,0,0,0,0,0,0,0,7,9,133
49,2006,31,S. ATLANTIC,0,3,14,122,154,0,1,7,51,63,33,21,46,592,888
50,2006,31,Del.,0,0,1,4,2,0,0,1,4,2,0,0,1,3,14
51,2006,31,D.C.,0,0,1,0,5,0,0,1,0,4,0,0,3,3,4
52,2006,31,Fla.,0,1,6,48,59,0,1,5,19,19,6,4,14,128,113
53,2006,31,Ga.,0,0,3,9,14,0,0,3,9,14,0,0,3,8,33
54,2006,31,Md.,0,0,2,7,14,0,0,1,1,1,3,3,9,81,134
55,2006,31,N.C.,0,0,11,22,22,0,0,3,6,5,22,0,21,131,64
56,2006,31,S.C.,0,0,2,14,13,0,0,1,6,8,1,4,22,89,256
57,2006,31,Va.,0,0,4,14,20,0,0,3,6,8,1,2,27,126,238
58,2006,31,W. Va.,0,0,2,4,5,0,0,0,0,2,0,0,9,23,32
59,2006,31,E.S. CENTRAL,0,1,2,20,25,0,0,2,15,16,3,6,11,159,254
60,2006,31,Ala.,0,0,1,4,4,0,0,1,4,3,0,1,4,46,51
61,2006,31,Ky.,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0
62,2006,31,Miss.,0,0,1,1,4,0,0,1,1,4,0,1,4,22,41
63,2006,31,Tenn.,0,0,2,15,17,0,0,2,10,9,3,2,10,91,162
64,2006,31,W.S. CENTRAL,0,1,23,41,85,0,0,6,16,20,0,21,360,377,"1,336"
65,2006,31,Ark.,0,0,3,7,11,0,0,2,5,3,0,2,21,45,185
66,2006,31,La.,0,0,1,2,26,0,0,1,1,4,0,0,3,3,37
67,2006,31,Okla.,0,0,4,8,13,0,0,0,0,2,0,0,124,18,0
68,2006,31,Tex.,0,1,16,24,35,0,0,4,10,11,0,18,215,311,"1,114"
69,2006,31,MOUNTAIN,0,1,5,41,66,0,0,4,19,17,26,64,230,"1,769","2,574"
70,2006,31,Ariz.,0,0,3,13,29,0,0,3,13,9,0,13,177,353,678
71,2006,31,Colo.,0,0,2,14,14,0,0,1,2,0,17,22,40,553,825
72,2006,31,Idaho,0,0,2,1,3,0,0,2,1,3,2,2,13,50,133
73,2006,31,Mont.,0,0,1,3,0,0,0,1,1,0,0,2,14,80,476
74,2006,31,Nev.,0,0,2,2,7,0,0,1,0,1,0,0,9,38,36
75,2006,31,N. Mex.,0,0,1,2,3,0,0,1,0,2,0,2,6,50,133
76,2006,31,Utah,0,0,1,4,10,0,0,0,0,2,7,16,39,596,264
77,2006,31,Wyo.,0,0,2,2,0,0,0,2,2,0,0,1,8,49,29
78,2006,31,PACIFIC,1,5,29,219,179,1,5,25,189,173,11,51,"1,334",984,"1,978"
79,2006,31,Alaska,0,0,1,2,1,0,0,1,2,1,2,2,15,42,31
80,2006,31,Calif.,1,3,14,136,117,1,3,14,136,117,0,30,"1,136",589,822
81,2006,31,Hawaii,0,0,1,5,10,0,0,1,5,5,0,2,6,42,114
82,2006,31,Oreg.,0,1,7,51,32,0,1,4,35,32,0,3,14,79,549
83,2006,31,Wash.,0,0,25,25,19,0,0,11,11,18,9,9,195,232,462
84,2006,31,Amer. Samoa,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
85,2006,31,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,31,Guam,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
87,2006,31,P.R.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
88,2006,31,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,32,UNITED STATES,8,20,85,731,850,8,13,58,487,519,331,281,"2,877","7,815","13,228"
23,2006,32,NEW ENGLAND,0,1,3,33,54,0,0,2,24,19,2,29,83,757,775
24,2006,32,Conn.,0,0,2,9,11,0,0,2,2,1,0,1,5,29,44
25,2006,32,Maine,0,0,1,3,2,0,0,1,3,2,2,1,5,27,22
26,2006,32,Mass.,0,0,2,14,26,0,0,2,14,5,0,22,43,517,589
27,2006,32,N.H.,0,0,2,5,9,0,0,2,5,9,0,2,36,98,39
28,2006,32,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,17,0,12
29,2006,32,Vt.,0,0,1,2,4,0,0,0,0,2,0,1,14,86,69
30,2006,32,MID. ATLANTIC,0,3,14,113,105,0,2,11,86,80,44,31,137,"1,024",834
31,2006,32,N.J.,0,0,2,10,26,0,0,2,10,26,0,4,13,131,118
32,2006,32,N.Y. (Upstate),0,0,7,28,30,0,0,5,5,11,39,12,123,431,312
33,2006,32,N.Y. City,0,1,6,40,14,0,1,6,40,14,0,1,8,42,62
34,2006,32,Pa.,0,1,5,35,35,0,1,5,31,29,5,11,26,420,342
35,2006,32,E.N. CENTRAL,0,3,11,81,103,0,2,6,57,86,27,47,133,"1,098","2,344"
36,2006,32,Ill.,0,0,4,17,25,0,0,4,17,25,0,11,35,226,551
37,2006,32,Ind.,0,0,5,15,14,0,0,2,6,7,6,4,75,142,183
38,2006,32,Mich.,0,1,3,17,19,0,0,3,8,11,5,7,23,252,148
39,2006,32,Ohio,0,1,5,30,28,0,1,4,24,26,16,14,30,369,770
40,2006,32,Wis.,0,0,2,2,17,0,0,2,2,17,0,7,41,109,692
41,2006,32,W.N. CENTRAL,0,1,4,41,55,0,0,3,13,25,7,39,552,759,"1,899"
42,2006,32,Iowa,0,0,2,10,12,0,0,1,3,1,0,11,63,173,458
43,2006,32,Kans.,0,0,1,1,9,0,0,1,1,9,2,11,28,196,185
44,2006,32,Minn.,0,0,2,10,9,0,0,1,3,3,0,0,485,112,587
45,2006,32,Mo.,0,0,2,13,19,0,0,1,2,9,1,8,42,178,271
46,2006,32,Nebr.,0,0,2,5,4,0,0,1,3,3,0,3,10,65,184
47,2006,32,N. Dak.,0,0,1,1,0,0,0,1,1,0,4,0,26,20,77
48,2006,32,S. Dak.,0,0,1,1,2,0,0,0,0,0,0,1,7,15,137
49,2006,32,S. ATLANTIC,2,3,14,124,156,2,1,7,51,63,14,22,46,610,908
50,2006,32,Del.,0,0,1,4,2,0,0,1,4,2,0,0,1,3,14
