,year,mmwr_week,Reporting Area,"Meningococcal diseases, invasive, all serogroups current week","Meningococcal diseases, invasive, all serogroups previous 52 weeks median ","Meningococcal diseases, invasive, all serogroups previous 52 weeks maximum ","Meningococcal diseases, invasive, all serogroups cummulative for 2006","Meningococcal diseases, invasive, all serogroups cummulative for 2005","Meningococcal diseases, invasive, serogroup unknown current week","Meningococcal diseases, invasive, serogroup unknown previous 52 weeks median ","Meningococcal diseases, invasive, serogroup unknown previous 52 weeks maximum ","Meningococcal diseases, invasive, serogroup unknown cummulative for 2006","Meningococcal diseases, invasive, serogroup unknown cummulative for 2005",Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2006,Pertussis cummulative for 2005
25,2006,15,Maine,0,0,1,2,1,0,0,1,2,1,0,1,5,15,15
26,2006,15,Mass.,0,0,3,10,13,0,0,3,10,3,0,22,44,274,273
27,2006,15,N.H.,0,0,2,2,3,0,0,2,2,3,2,2,15,18,0
28,2006,15,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,12,0,5
29,2006,15,Vt.,0,0,1,0,2,0,0,1,0,1,0,1,6,25,41
30,2006,15,MID. ATLANTIC,4,2,15,39,60,2,2,13,32,43,14,23,133,396,465
31,2006,15,N.J.,0,0,2,1,15,0,0,2,1,15,0,3,9,33,63
32,2006,15,N.Y. (Upstate),3,0,7,11,16,1,0,5,7,4,11,10,122,151,165
33,2006,15,N.Y. City,0,0,5,4,8,0,0,5,4,8,0,2,6,16,27
34,2006,15,Pa.,1,1,5,23,21,1,1,5,20,16,3,8,22,196,210
35,2006,15,E.N. CENTRAL,2,2,9,41,50,2,1,6,29,41,9,57,125,415,"1,493"
36,2006,15,Ill.,0,0,4,8,9,0,0,4,8,9,0,13,31,12,271
37,2006,15,Ind.,0,0,5,7,5,0,0,2,2,2,0,5,75,49,86
38,2006,15,Mich.,0,1,3,9,13,0,0,3,5,8,0,5,23,114,94
39,2006,15,Ohio,2,1,5,17,15,2,0,4,14,14,9,17,30,212,559
40,2006,15,Wis.,0,0,1,0,8,0,0,1,0,8,0,18,41,28,483
41,2006,15,W.N. CENTRAL,1,1,4,19,29,1,0,3,10,12,10,61,513,381,768
42,2006,15,Iowa,0,0,2,3,10,0,0,2,3,2,0,11,55,81,252
43,2006,15,Kans.,0,0,1,0,4,0,0,1,0,4,7,11,29,135,94
44,2006,15,Minn.,0,0,2,2,5,0,0,1,1,1,0,0,485,0,100
45,2006,15,Mo.,0,0,3,9,7,0,0,2,3,3,3,10,43,121,131
46,2006,15,Nebr.,0,0,1,4,2,0,0,1,2,2,0,3,14,35,73
47,2006,15,N. Dak.,1,0,1,1,0,1,0,1,1,0,0,0,28,4,53
48,2006,15,S. Dak.,0,0,1,0,1,0,0,0,0,0,0,1,7,5,65
49,2006,15,S. ATLANTIC,4,4,14,73,73,2,2,7,30,32,23,23,90,292,406
50,2006,15,Del.,0,0,1,2,2,0,0,1,2,2,0,0,1,1,11
51,2006,15,D.C.,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
52,2006,15,Fla.,3,1,6,29,30,2,0,5,11,12,0,4,14,70,46
53,2006,15,Ga.,0,0,2,6,8,0,0,2,6,8,0,1,3,6,12
54,2006,15,Md.,0,0,2,6,7,0,0,2,3,0,0,4,8,56,79
55,2006,15,N.C.,0,0,11,13,7,0,0,3,3,0,11,0,21,63,21
56,2006,15,S.C.,1,0,2,7,9,0,0,1,2,6,2,5,22,37,158
57,2006,15,Va.,0,1,4,9,8,0,0,3,3,3,10,3,72,52,59
58,2006,15,W. Va.,0,0,1,1,2,0,0,1,0,1,0,0,5,4,20
59,2006,15,E.S. CENTRAL,0,1,4,13,22,0,1,4,10,15,1,8,25,68,161
60,2006,15,Ala.,0,0,1,3,0,0,0,1,3,0,1,1,9,21,28
61,2006,15,Ky.,0,0,2,3,8,0,0,2,3,8,0,2,10,6,54
62,2006,15,Miss.,0,0,1,1,4,0,0,1,1,4,0,1,4,9,24
63,2006,15,Tenn.,0,0,2,6,10,0,0,2,3,3,0,3,17,32,55
64,2006,15,W.S. CENTRAL,1,2,22,40,47,1,1,9,17,11,5,47,227,198,248
65,2006,15,Ark.,0,0,3,4,8,0,0,2,3,1,5,4,22,21,48
66,2006,15,La.,0,0,4,21,17,0,0,3,11,3,0,0,3,4,12
67,2006,15,Okla.,0,0,3,6,6,0,0,3,0,1,0,0,1,3,0
68,2006,15,Tex.,1,1,16,9,16,1,0,4,3,6,0,39,205,170,188
69,2006,15,MOUNTAIN,1,2,7,33,30,1,0,4,25,5,42,76,144,965,"1,190"
70,2006,15,Ariz.,0,0,4,16,11,0,0,4,16,2,9,17,86,174,115
71,2006,15,Colo.,0,0,2,11,10,0,0,1,4,0,0,24,41,369,519
72,2006,15,Idaho,0,0,2,1,1,0,0,2,1,1,1,3,13,19,100
73,2006,15,Mont.,0,0,0,0,0,0,0,0,0,0,3,6,29,35,240
74,2006,15,Nev.,0,0,2,0,3,0,0,1,0,0,0,0,6,9,16
75,2006,15,N. Mex.,0,0,1,0,3,0,0,1,0,2,0,2,9,8,79
76,2006,15,Utah,1,0,2,3,2,1,0,1,2,0,26,15,38,334,114
77,2006,15,Wyo.,0,0,2,2,0,0,0,2,2,0,3,1,4,17,7
78,2006,15,PACIFIC,7,5,30,113,129,7,4,22,94,94,2,70,"1,225",175,592
79,2006,15,Alaska,0,0,1,1,1,0,0,1,1,1,0,2,15,26,11
80,2006,15,Calif.,6,2,11,61,59,6,2,11,61,59,0,40,"1,033",1,161
81,2006,15,Hawaii,0,0,1,3,7,0,0,1,3,2,0,2,10,22,42
82,2006,15,Oreg.,0,2,8,30,44,0,1,6,21,24,0,4,33,46,260
83,2006,15,Wash.,1,0,25,18,18,1,0,11,8,8,2,10,189,80,118
84,2006,15,Amer. Samoa,U,0,1,0,0,U,0,1,U,U,U,0,0,U,U
85,2006,15,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,15,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2006,15,P.R.,0,0,1,2,4,0,0,1,2,4,0,0,2,0,2
88,2006,15,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,16,UNITED STATES,12,22,81,415,497,9,14,56,281,280,83,436,"2,633","3,044","5,895"
23,2006,16,NEW ENGLAND,1,1,6,21,32,1,1,3,21,12,2,29,56,353,408
24,2006,16,Conn.,1,0,2,4,8,1,0,2,4,2,0,1,4,0,23
25,2006,16,Maine,0,0,1,2,1,0,0,1,2,1,0,1,5,15,15
26,2006,16,Mass.,0,0,3,13,13,0,0,3,13,3,0,22,44,291,279
27,2006,16,N.H.,0,0,2,2,3,0,0,2,2,3,2,2,15,22,0
28,2006,16,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,17,0,5
29,2006,16,Vt.,0,0,2,0,5,0,0,2,0,3,0,1,14,25,86
30,2006,16,MID. ATLANTIC,3,2,13,43,62,3,2,11,30,45,21,24,136,463,507
31,2006,16,N.J.,0,0,2,1,15,0,0,2,1,15,0,3,9,47,70
32,2006,16,N.Y. (Upstate),1,0,7,12,17,1,0,5,2,5,16,10,122,167,171
33,2006,16,N.Y. City,0,0,3,4,9,0,0,3,4,9,0,2,6,21,32
34,2006,16,Pa.,2,1,5,26,21,2,1,5,23,16,5,10,23,228,234
35,2006,16,E.N. CENTRAL,1,2,9,44,55,1,1,6,31,44,13,55,124,429,"1,413"
36,2006,16,Ill.,0,0,4,8,10,0,0,4,8,10,0,13,31,12,290
37,2006,16,Ind.,0,0,5,8,6,0,0,2,2,2,4,5,75,53,97
38,2006,16,Mich.,0,1,3,10,14,0,0,3,6,9,1,5,23,116,98
39,2006,16,Ohio,1,1,5,18,17,1,0,4,15,15,8,16,30,220,570
40,2006,16,Wis.,0,0,1,0,8,0,0,1,0,8,0,15,41,28,358
41,2006,16,W.N. CENTRAL,0,1,4,19,30,0,0,3,10,13,3,62,516,389,809
42,2006,16,Iowa,0,0,2,4,11,0,0,2,4,3,0,11,55,82,264
43,2006,16,Kans.,0,0,1,0,4,0,0,1,0,4,3,11,29,138,96
44,2006,16,Minn.,0,0,2,2,5,0,0,1,1,1,0,0,485,0,100
45,2006,16,Mo.,0,0,3,8,7,0,0,2,2,3,0,10,43,125,138
46,2006,16,Nebr.,0,0,1,4,2,0,0,1,2,2,0,4,14,35,82
47,2006,16,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,28,4,56
48,2006,16,S. Dak.,0,0,1,0,1,0,0,0,0,0,0,2,8,5,73
49,2006,16,S. ATLANTIC,4,4,14,77,77,2,2,7,31,32,3,23,92,295,423
50,2006,16,Del.,0,0,1,2,2,0,0,1,2,2,0,0,1,1,12
51,2006,16,D.C.,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
52,2006,16,Fla.,3,1,6,32,32,2,0,5,12,12,3,4,14,73,50
53,2006,16,Ga.,0,0,2,6,8,0,0,2,6,8,0,1,3,6,13
54,2006,16,Md.,0,0,2,6,7,0,0,2,3,0,0,4,8,56,81
55,2006,16,N.C.,1,0,11,14,7,0,0,3,3,0,0,0,21,63,21
56,2006,16,S.C.,0,0,2,7,9,0,0,1,2,6,0,5,22,37,163
57,2006,16,Va.,0,0,4,9,9,0,0,3,3,3,0,3,73,52,59
58,2006,16,W. Va.,0,0,1,1,3,0,0,1,0,1,0,0,5,4,23
59,2006,16,E.S. CENTRAL,0,1,4,14,24,0,1,4,11,17,0,7,25,68,165
60,2006,16,Ala.,0,0,1,3,1,0,0,1,3,1,0,1,9,21,32
61,2006,16,Ky.,0,0,2,4,9,0,0,2,4,9,0,1,10,6,54
62,2006,16,Miss.,0,0,1,1,4,0,0,1,1,4,0,1,4,9,24
63,2006,16,Tenn.,0,0,2,6,10,0,0,2,3,3,0,3,17,32,55
64,2006,16,W.S. CENTRAL,0,2,22,42,49,0,1,9,19,12,1,47,237,199,297
65,2006,16,Ark.,0,0,3,5,8,0,0,2,4,1,1,4,22,22,62
66,2006,16,La.,0,0,4,22,19,0,0,3,12,4,0,0,3,4,12
67,2006,16,Okla.,0,0,3,6,6,0,0,3,0,1,0,0,1,3,0
68,2006,16,Tex.,0,1,16,9,16,0,0,4,3,6,0,39,215,170,223
69,2006,16,MOUNTAIN,0,2,7,30,35,0,0,4,23,7,40,67,232,672,"1,249"
70,2006,16,Ariz.,0,0,4,16,15,0,0,4,16,4,7,16,178,181,130
71,2006,16,Colo.,0,0,2,11,10,0,0,1,4,0,23,24,41,392,539
72,2006,16,Idaho,0,0,2,1,1,0,0,2,1,1,0,2,13,19,102
73,2006,16,Mont.,0,0,0,0,0,0,0,0,0,0,5,6,29,40,247
74,2006,16,Nev.,0,0,2,0,3,0,0,1,0,0,0,0,6,9,18
75,2006,16,N. Mex.,0,0,1,0,3,0,0,1,0,2,0,2,9,8,85
76,2006,16,Utah,0,0,2,0,3,0,0,1,0,0,0,9,32,0,121
77,2006,16,Wyo.,0,0,2,2,0,0,0,2,2,0,5,1,4,23,7
78,2006,16,PACIFIC,3,5,30,125,133,2,4,22,105,98,0,70,"1,293",176,624
79,2006,16,Alaska,0,0,1,1,1,0,0,1,1,1,0,2,15,26,14
80,2006,16,Calif.,1,2,11,70,63,1,2,11,70,63,0,41,"1,101",1,173
81,2006,16,Hawaii,0,0,1,3,7,0,0,1,3,2,0,2,10,22,46
82,2006,16,Oreg.,1,2,8,32,44,1,1,6,23,24,0,4,33,47,265
83,2006,16,Wash.,1,0,25,19,18,0,0,11,8,8,0,10,189,80,126
84,2006,16,Amer. Samoa,U,0,1,0,0,U,0,1,U,U,U,0,0,U,U
85,2006,16,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,16,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2006,16,P.R.,0,0,1,2,4,0,0,1,2,4,0,0,2,0,2
88,2006,16,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,17,UNITED STATES,11,21,106,434,501,9,13,67,295,285,189,416,"2,522","3,402","6,072"
23,2006,17,NEW ENGLAND,0,1,6,19,35,0,1,3,19,13,0,27,50,368,437
24,2006,17,Conn.,0,0,2,4,9,0,0,2,4,2,0,1,4,10,23
25,2006,17,Maine,0,0,1,2,1,0,0,1,2,1,0,1,5,16,15
26,2006,17,Mass.,0,0,3,11,15,0,0,3,11,4,0,23,44,306,306
27,2006,17,N.H.,0,0,2,2,3,0,0,2,2,3,0,0,3,9,0
28,2006,17,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,17,0,5
29,2006,17,Vt.,0,0,2,0,5,0,0,2,0,3,0,1,14,27,88
30,2006,17,MID. ATLANTIC,0,2,13,46,64,0,2,11,33,47,20,24,136,503,519
31,2006,17,N.J.,0,0,2,2,16,0,0,2,2,16,0,3,9,57,70
32,2006,17,N.Y. (Upstate),0,0,7,12,17,0,0,5,2,5,16,10,122,183,176
33,2006,17,N.Y. City,0,0,3,5,9,0,0,3,5,9,0,2,6,21,34
34,2006,17,Pa.,0,1,5,27,22,0,1,5,24,17,4,10,25,242,239
35,2006,17,E.N. CENTRAL,1,2,9,45,58,0,1,6,32,47,20,55,124,461,"1,473"
36,2006,17,Ill.,0,0,4,9,11,0,0,4,9,11,0,12,31,12,307
37,2006,17,Ind.,0,0,5,8,7,0,0,2,2,3,0,4,75,53,113
38,2006,17,Mich.,1,0,3,10,14,0,0,3,6,9,2,5,23,123,100
39,2006,17,Ohio,0,1,5,18,18,0,0,4,15,16,18,16,30,232,586
40,2006,17,Wis.,0,0,1,0,8,0,0,1,0,8,0,15,41,41,367
41,2006,17,W.N. CENTRAL,3,1,4,23,30,3,0,3,13,13,59,62,516,480,838
42,2006,17,Iowa,1,0,2,5,11,1,0,2,4,3,0,11,55,94,269
43,2006,17,Kans.,1,0,1,1,4,1,0,1,1,4,2,11,29,140,100
44,2006,17,Minn.,1,0,2,3,5,1,0,1,2,1,53,0,485,68,100
45,2006,17,Mo.,0,0,3,8,7,0,0,2,2,3,4,10,43,130,145
46,2006,17,Nebr.,0,0,1,5,2,0,0,1,3,2,0,4,14,39,83
47,2006,17,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,28,4,64
48,2006,17,S. Dak.,0,0,1,0,1,0,0,0,0,0,0,1,8,5,77
49,2006,17,S. ATLANTIC,2,4,14,80,81,2,2,7,34,34,14,23,92,316,437
50,2006,17,Del.,0,0,1,2,2,0,0,1,2,2,0,0,1,1,13
51,2006,17,D.C.,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
52,2006,17,Fla.,2,1,6,34,33,2,0,5,14,12,4,4,14,76,53
53,2006,17,Ga.,0,0,2,6,8,0,0,2,6,8,0,1,3,6,13
54,2006,17,Md.,0,0,2,6,7,0,0,2,3,0,2,4,8,59,83
55,2006,17,N.C.,0,0,11,14,7,0,0,3,3,0,7,0,21,70,21
56,2006,17,S.C.,0,0,2,7,10,0,0,1,2,7,1,5,22,45,165
57,2006,17,Va.,0,0,4,10,11,0,0,3,4,4,0,3,73,52,63
58,2006,17,W. Va.,0,0,1,1,3,0,0,1,0,1,0,0,5,4,23
59,2006,17,E.S. CENTRAL,0,1,4,14,27,0,1,4,10,18,0,7,25,75,174
60,2006,17,Ala.,0,0,1,3,2,0,0,1,3,1,0,1,9,22,32
61,2006,17,Ky.,0,0,2,4,9,0,0,2,4,9,0,1,10,6,57
62,2006,17,Miss.,0,0,1,1,4,0,0,1,1,4,0,1,4,9,24
63,2006,17,Tenn.,0,0,2,6,12,0,0,2,2,4,0,3,17,38,61
64,2006,17,W.S. CENTRAL,0,2,22,44,52,0,1,9,19,14,1,46,237,229,333
65,2006,17,Ark.,0,0,3,5,8,0,0,2,4,1,0,4,21,22,72
66,2006,17,La.,0,0,4,22,19,0,0,3,12,4,0,0,3,4,13
67,2006,17,Okla.,0,0,3,6,6,0,0,3,0,1,0,0,1,3,0
68,2006,17,Tex.,0,1,16,11,19,0,0,4,3,8,1,39,216,200,248
69,2006,17,MOUNTAIN,2,1,7,33,37,1,0,4,25,8,25,67,232,702,"1,333"
70,2006,17,Ariz.,0,0,4,16,17,0,0,4,16,5,11,16,178,193,155
71,2006,17,Colo.,1,0,2,12,10,1,0,1,5,0,9,24,41,401,556
72,2006,17,Idaho,0,0,2,1,1,0,0,2,1,1,0,2,13,20,102
73,2006,17,Mont.,1,0,0,1,0,0,0,0,0,0,2,5,29,42,268
74,2006,17,Nev.,0,0,2,0,3,0,0,1,0,0,0,0,6,11,18
75,2006,17,N. Mex.,0,0,1,0,3,0,0,1,0,2,0,2,9,9,94
76,2006,17,Utah,0,0,2,1,3,0,0,1,1,0,0,9,32,0,130
77,2006,17,Wyo.,0,0,2,2,0,0,0,2,2,0,3,1,5,26,10
78,2006,17,PACIFIC,3,5,53,130,117,3,4,33,110,91,50,55,"1,184",268,528
79,2006,17,Alaska,0,0,1,1,1,0,0,1,1,1,1,2,15,27,14
80,2006,17,Calif.,2,2,11,73,63,2,2,11,73,63,2,41,"1,101",46,197
81,2006,17,Hawaii,0,0,1,3,7,0,0,1,3,2,0,2,10,22,50
82,2006,17,Oreg.,1,2,8,34,46,1,1,6,25,25,0,4,33,47,267
83,2006,17,Wash.,0,0,34,19,0,0,0,18,8,0,47,0,80,126,0
84,2006,17,Amer. Samoa,U,0,1,0,0,U,0,1,U,U,U,0,0,U,U
85,2006,17,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,17,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2006,17,P.R.,0,0,1,2,4,0,0,1,2,4,0,0,2,0,4
88,2006,17,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,18,UNITED STATES,15,21,84,469,554,13,13,58,320,323,124,437,"2,672","3,600","6,594"
23,2006,18,NEW ENGLAND,0,1,6,19,36,0,0,3,19,12,10,27,53,396,460
24,2006,18,Conn.,0,0,2,4,9,0,0,2,4,1,0,1,5,10,28
25,2006,18,Maine,0,0,1,2,1,0,0,1,2,1,0,1,5,16,15
26,2006,18,Mass.,0,0,3,11,16,0,0,3,11,4,3,23,44,323,322
27,2006,18,N.H.,0,0,2,2,3,0,0,2,2,3,6,0,3,16,0
28,2006,18,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,17,0,5
29,2006,18,Vt.,0,0,2,0,5,0,0,2,0,3,1,1,14,31,90
30,2006,18,MID. ATLANTIC,2,2,13,59,70,2,2,11,45,52,33,24,136,545,529
31,2006,18,N.J.,0,0,2,2,18,0,0,2,2,18,0,4,10,67,72
32,2006,18,N.Y. (Upstate),1,0,7,13,18,1,0,5,2,5,21,11,122,202,179
33,2006,18,N.Y. City,0,0,5,16,11,0,0,5,16,11,0,2,6,21,34
34,2006,18,Pa.,1,1,5,28,23,1,1,5,25,18,12,10,25,255,244
35,2006,18,E.N. CENTRAL,1,2,9,46,58,1,1,6,33,47,18,55,124,480,"1,536"
36,2006,18,Ill.,0,0,4,9,11,0,0,4,9,11,0,12,31,12,324
37,2006,18,Ind.,0,0,5,8,7,0,0,2,2,3,3,4,75,56,116
38,2006,18,Mich.,0,1,3,10,14,0,0,3,6,9,3,5,23,127,102
39,2006,18,Ohio,1,1,5,19,18,1,0,4,16,16,12,17,30,243,606
40,2006,18,Wis.,0,0,1,0,8,0,0,1,0,8,0,15,41,42,388
41,2006,18,W.N. CENTRAL,2,1,4,26,30,2,0,3,14,13,11,64,516,500,902
42,2006,18,Iowa,0,0,2,6,11,0,0,2,3,3,0,11,55,96,284
43,2006,18,Kans.,0,0,1,1,4,0,0,1,1,4,5,11,29,147,102
44,2006,18,Minn.,1,0,2,4,5,1,0,1,3,1,1,0,485,71,137
45,2006,18,Mo.,1,0,3,9,7,1,0,2,3,3,5,10,43,138,147
46,2006,18,Nebr.,0,0,1,5,2,0,0,1,3,2,0,4,14,39,84
47,2006,18,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,28,4,67
48,2006,18,S. Dak.,0,0,1,0,1,0,0,0,0,0,0,1,8,5,81
49,2006,18,S. ATLANTIC,2,4,14,84,93,1,2,7,37,39,19,23,92,337,453
50,2006,18,Del.,0,0,1,2,2,0,0,1,2,2,0,0,1,2,13
51,2006,18,D.C.,0,0,1,0,4,0,0,1,0,3,0,0,3,3,3
52,2006,18,Fla.,1,1,6,35,35,0,0,5,14,12,2,4,14,78,57
53,2006,18,Ga.,1,0,2,9,8,1,0,2,9,8,0,1,3,6,13
54,2006,18,Md.,0,0,2,6,8,0,0,2,3,0,0,4,8,59,86
55,2006,18,N.C.,0,0,11,14,11,0,0,3,3,2,0,0,21,70,21
56,2006,18,S.C.,0,0,2,7,10,0,0,1,2,7,0,5,22,45,169
57,2006,18,Va.,0,0,4,10,11,0,0,3,4,4,17,1,73,70,67
58,2006,18,W. Va.,0,0,1,1,4,0,0,1,0,1,0,0,5,4,24
59,2006,18,E.S. CENTRAL,1,1,4,15,27,1,1,4,11,18,0,7,25,76,180
60,2006,18,Ala.,1,0,1,4,2,1,0,1,4,1,0,1,9,23,34
61,2006,18,Ky.,0,0,2,4,9,0,0,2,4,9,0,1,10,6,57
62,2006,18,Miss.,0,0,1,1,4,0,0,1,1,4,0,1,4,9,25
63,2006,18,Tenn.,0,0,2,6,12,0,0,2,2,4,0,3,17,38,64
64,2006,18,W.S. CENTRAL,1,2,22,45,55,0,1,9,19,15,10,46,237,246,396
65,2006,18,Ark.,0,0,3,5,8,0,0,2,4,1,2,4,21,26,88
66,2006,18,La.,0,0,4,23,20,0,0,3,12,5,0,0,3,5,14
67,2006,18,Okla.,1,0,3,6,6,0,0,3,0,1,0,0,1,2,0
68,2006,18,Tex.,0,1,16,11,21,0,0,4,3,8,8,39,216,213,294
69,2006,18,MOUNTAIN,0,2,7,34,41,0,0,4,22,10,12,65,232,731,"1,405"
70,2006,18,Ariz.,0,0,4,16,18,0,0,4,16,6,0,15,178,193,192
71,2006,18,Colo.,0,0,2,11,11,0,0,1,2,0,10,24,40,428,573
72,2006,18,Idaho,0,0,2,1,2,0,0,2,1,2,0,2,13,20,86
73,2006,18,Mont.,0,0,1,1,0,0,0,0,0,0,1,5,29,43,291
74,2006,18,Nev.,0,0,2,0,3,0,0,1,0,0,1,0,6,12,19
75,2006,18,N. Mex.,0,0,1,0,3,0,0,1,0,2,0,2,6,9,95
76,2006,18,Utah,0,0,2,3,4,0,0,1,1,0,0,9,32,0,139
77,2006,18,Wyo.,0,0,2,2,0,0,0,2,2,0,0,1,5,26,10
78,2006,18,PACIFIC,6,5,31,141,144,6,4,25,120,117,11,75,"1,334",289,733
79,2006,18,Alaska,0,0,1,1,1,0,0,1,1,1,0,2,15,27,14
80,2006,18,Calif.,4,2,14,79,71,4,2,14,79,71,0,41,"1,136",46,239
81,2006,18,Hawaii,0,0,1,3,7,0,0,1,3,2,0,3,10,31,56
82,2006,18,Oreg.,2,2,8,39,46,2,1,6,29,25,0,4,33,48,291
83,2006,18,Wash.,0,0,25,19,19,0,0,11,8,18,11,11,195,137,133
84,2006,18,Amer. Samoa,U,0,1,0,0,U,0,1,U,U,U,0,0,U,U
85,2006,18,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,18,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2006,18,P.R.,0,0,1,2,5,0,0,1,2,5,0,0,1,0,4
88,2006,18,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,19,UNITED STATES,12,21,86,493,583,8,14,57,335,343,75,439,"2,858","3,758","6,934"
23,2006,19,NEW ENGLAND,0,1,5,19,35,0,0,3,19,12,0,29,83,400,436
24,2006,19,Conn.,0,0,2,4,9,0,0,2,4,1,0,1,5,10,29
25,2006,19,Maine,0,0,1,2,2,0,0,1,2,2,0,1,5,16,15
26,2006,19,Mass.,0,0,3,11,16,0,0,3,11,4,0,23,43,323,329
27,2006,19,N.H.,0,0,2,2,3,0,0,2,2,3,0,2,36,17,11
28,2006,19,R.I.,0,0,1,0,2,0,0,0,0,0,0,0,17,0,8
29,2006,19,Vt.,0,0,1,0,3,0,0,1,0,2,0,1,8,34,44
30,2006,19,MID. ATLANTIC,3,2,13,65,73,1,2,11,49,55,15,25,136,586,553
31,2006,19,N.J.,0,0,2,2,19,0,0,2,2,19,0,4,10,79,76
32,2006,19,N.Y. (Upstate),3,0,7,16,19,1,0,5,3,6,11,11,122,216,187
33,2006,19,N.Y. City,0,0,5,18,11,0,0,5,18,11,0,2,6,24,34
34,2006,19,Pa.,0,1,5,29,24,0,1,5,26,19,4,10,25,267,256
35,2006,19,E.N. CENTRAL,0,2,10,47,71,0,1,6,33,58,11,54,132,494,"1,596"
36,2006,19,Ill.,0,0,4,9,19,0,0,4,9,19,0,13,35,12,347
37,2006,19,Ind.,0,0,5,8,8,0,0,2,2,3,4,4,75,60,124
38,2006,19,Mich.,0,1,3,11,15,0,0,3,6,9,1,5,23,132,103
39,2006,19,Ohio,0,1,5,19,21,0,0,4,16,19,6,16,30,248,617
40,2006,19,Wis.,0,0,1,0,8,0,0,1,0,8,0,14,41,42,405
41,2006,19,W.N. CENTRAL,1,1,4,28,31,1,1,3,15,14,7,61,541,521,930
42,2006,19,Iowa,0,0,2,7,11,0,0,2,3,3,0,11,55,102,292
43,2006,19,Kans.,0,0,1,1,5,0,0,1,1,5,3,11,28,151,110
44,2006,19,Minn.,0,0,2,4,5,0,0,1,3,1,0,0,485,72,137
45,2006,19,Mo.,1,0,3,10,7,1,0,2,4,3,4,10,43,143,155
46,2006,19,Nebr.,0,0,2,5,2,0,0,1,3,2,0,4,14,44,88
47,2006,19,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,26,4,66
48,2006,19,S. Dak.,0,0,1,0,1,0,0,0,0,0,0,1,8,5,82
49,2006,19,S. ATLANTIC,2,4,14,90,96,1,2,7,40,39,8,23,92,351,481
50,2006,19,Del.,0,0,1,2,2,0,0,1,2,2,0,0,1,2,13
51,2006,19,D.C.,0,0,1,0,4,0,0,1,0,3,0,0,3,3,3
52,2006,19,Fla.,2,1,6,37,38,1,0,5,14,13,3,4,14,81,61
53,2006,19,Ga.,0,0,3,11,7,0,0,3,11,7,0,1,3,6,15
54,2006,19,Md.,0,0,2,6,8,0,0,2,3,0,2,4,8,62,92
55,2006,19,N.C.,0,0,11,14,11,0,0,3,3,2,1,0,21,71,27
56,2006,19,S.C.,0,0,2,9,10,0,0,1,3,7,0,5,22,49,172
57,2006,19,Va.,0,0,4,10,12,0,0,3,4,4,2,1,73,73,74
58,2006,19,W. Va.,0,0,1,1,4,0,0,1,0,1,0,0,5,4,24
59,2006,19,E.S. CENTRAL,0,1,4,16,28,0,1,4,12,19,0,8,24,78,176
60,2006,19,Ala.,0,0,1,4,2,0,0,1,4,1,0,1,9,23,35
61,2006,19,Ky.,0,0,2,5,9,0,0,2,5,9,0,2,10,6,52
62,2006,19,Miss.,0,0,1,1,4,0,0,1,1,4,0,1,4,9,24
63,2006,19,Tenn.,0,0,2,6,13,0,0,2,2,5,0,2,17,40,65
64,2006,19,W.S. CENTRAL,0,1,22,45,55,0,1,6,19,13,2,45,353,253,502
65,2006,19,Ark.,0,0,3,5,8,0,0,2,4,1,1,4,21,30,96
66,2006,19,La.,0,0,4,23,19,0,0,3,12,3,0,0,3,5,14
67,2006,19,Okla.,0,0,3,6,7,0,0,1,0,1,0,0,118,2,0
68,2006,19,Tex.,0,1,16,11,21,0,0,4,3,8,1,39,214,216,392
69,2006,19,MOUNTAIN,2,1,7,37,43,1,0,4,23,10,28,64,231,782,"1,488"
70,2006,19,Ariz.,1,0,4,17,18,1,0,4,17,6,26,15,178,242,238
