date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,21.75666666687524,21.500000000207088,21.000000000223018,22.00000000022222,21.000000000223018,22.000000000223018,21.000000000191157,22.000000000252488,20.000000000191157,23.000000000223014,20.000000000191157,23.000000000223014,20.0000000001593,23.000000000254875,19.000000000191157,24.000000000223018,19.000000000159297,24.00000000025488,18.000000000191157,25.000000000223018,18.000000000191157,25.000000000254875,18.000000000159297,26.000000000223014,17.000000000191157,26.000000000254875,17.0000000001593,27.000000000223018,16.000000000191157,27.00000000025488,16.000000000159297,28.00000000024293,15.900000000130627,29.000000000254875,15.000000000159297,29.000000000286736,14.000000000157705,31.00000000025488,12.000000000159298,32.00000000028674,11.000000000127438,33.26250000028673
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
