,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2016,Lyme disease cummulative for 2015,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2016,Malaria cummulative for 2015,"Meningococcal disease, invasive�, All groups current week","Meningococcal disease, invasive�, All groups previous 52 weeks median ","Meningococcal disease, invasive�, All groups previous 52 weeks maximum ","Meningococcal disease, invasive�, All groups cummulative for 2016","Meningococcal disease, invasive�, All groups cummulative for 2015"
65,2016,14,Ark.,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1
66,2016,14,La.,0,0,0,0,0,0,0,2,4,1,0,0,4,2,4
67,2016,14,Okla.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
68,2016,14,Tex.,1,1,6,3,1,0,1,8,13,2,2,0,3,6,7
69,2016,14,MOUNTAIN,0,1,2,5,8,0,1,5,1,7,0,0,3,2,2
70,2016,14,Ariz.,0,0,2,1,5,0,0,2,1,1,0,0,1,1,0
71,2016,14,Colo.,0,0,0,0,0,0,0,4,0,3,0,0,1,0,1
72,2016,14,Idaho,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0
73,2016,14,Mont.,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
74,2016,14,Nev.,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
75,2016,14,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
76,2016,14,Utah,0,0,1,1,2,0,0,2,0,2,0,0,1,1,0
77,2016,14,Wyo.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
78,2016,14,PACIFIC,1,2,15,18,21,1,2,7,24,28,1,2,6,34,35
79,2016,14,Alaska,0,0,2,2,1,0,0,2,1,1,0,0,2,2,2
80,2016,14,Calif.,0,2,12,3,14,0,2,6,12,21,0,1,4,23,21
81,2016,14,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,2,0,1
82,2016,14,Oreg.,0,1,4,12,6,0,0,2,4,5,0,0,3,6,11
83,2016,14,Wash.,1,0,3,1,0,1,0,3,7,1,1,0,4,3,0
84,2016,14,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,14,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,14,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,14,P.R.,N,0,0,N,N,0,0,5,0,0,0,0,0,0,0
88,2016,14,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2016,15,UNITED STATES,55,519,"2,376","2,228","2,748",10,23,58,221,178,1,7,14,102,139
23,2016,15,NEW ENGLAND,1,109,745,256,879,0,2,7,19,12,0,0,2,9,9
24,2016,15,Conn.,0,31,186,44,212,0,0,2,1,1,0,0,1,2,2
25,2016,15,Maine,1,16,79,67,91,0,0,3,4,0,0,0,2,1,1
26,2016,15,Mass.,0,41,414,4,382,0,1,3,11,10,0,0,2,6,3
27,2016,15,N.H.,0,2,65,29,89,0,0,3,3,0,0,0,1,0,0
28,2016,15,R.I.,0,11,72,85,64,0,0,3,0,1,0,0,1,0,2
29,2016,15,Vt.,0,8,59,27,41,0,0,0,0,0,0,0,0,0,1
30,2016,15,MID. ATLANTIC,35,253,"1,291","1,393","1,301",5,5,24,47,41,0,0,4,10,13
31,2016,15,N.J.,0,44,325,48,421,0,1,5,3,11,0,0,2,2,2
32,2016,15,N.Y. (Upstate),15,46,231,246,154,0,1,7,7,13,0,0,1,1,3
33,2016,15,N.Y. City,0,2,560,21,28,5,3,17,33,12,0,0,2,3,4
34,2016,15,Pa.,20,134,881,"1,078",698,0,0,3,4,5,0,0,2,4,4
35,2016,15,E.N. CENTRAL,0,27,219,89,113,0,2,7,19,24,0,1,5,12,15
36,2016,15,Ill.,0,3,29,4,14,0,1,3,6,10,0,0,2,3,3
37,2016,15,Ind.,0,1,17,2,9,0,0,2,1,3,0,0,1,3,3
38,2016,15,Mich.,0,3,11,19,4,0,0,2,4,1,0,0,1,1,2
39,2016,15,Ohio,0,2,18,12,13,0,1,3,7,8,0,0,4,3,5
40,2016,15,Wis.,0,18,159,52,73,0,0,1,1,2,0,0,2,2,2
41,2016,15,W.N. CENTRAL,0,4,30,16,17,0,0,3,5,7,0,0,2,2,8
42,2016,15,Iowa,0,2,28,11,13,0,0,2,2,3,0,0,1,1,2
43,2016,15,Kans.,0,0,3,4,2,0,0,1,0,0,0,0,1,0,2
44,2016,15,Minn.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
45,2016,15,Mo.,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
46,2016,15,Nebr.,0,0,2,1,1,0,0,1,1,1,0,0,1,0,1
47,2016,15,N. Dak.,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
48,2016,15,S. Dak.,0,0,1,0,0,0,0,1,2,1,0,0,1,1,0
49,2016,15,S. ATLANTIC,18,72,237,423,391,3,6,17,73,48,0,1,3,15,31
50,2016,15,Del.,6,8,31,85,39,0,0,2,5,0,0,0,0,0,0
51,2016,15,D.C.,0,1,10,7,23,0,0,1,2,3,0,0,0,0,3
52,2016,15,Fla.,2,3,15,28,20,0,1,3,9,10,0,0,2,5,13
53,2016,15,Ga.,0,0,0,0,0,0,1,6,11,11,0,0,2,2,7
54,2016,15,Md.,3,24,114,175,152,3,2,9,27,13,0,0,1,1,1
55,2016,15,N.C.,0,1,55,14,22,0,0,6,7,2,0,0,1,1,2
56,2016,15,S.C.,0,1,3,11,7,0,0,1,2,1,0,0,2,3,0
57,2016,15,Va.,7,23,120,85,103,0,1,5,9,8,0,0,2,3,5
58,2016,15,W. Va.,0,3,24,18,25,0,0,1,1,0,0,0,1,0,0
59,2016,15,E.S. CENTRAL,0,2,12,22,14,0,0,4,8,5,0,0,2,4,5
60,2016,15,Ala.,0,0,4,12,10,0,0,2,2,3,0,0,1,2,3
61,2016,15,Ky.,0,1,6,7,4,0,0,1,1,1,0,0,1,0,1
62,2016,15,Miss.,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
63,2016,15,Tenn.,0,0,4,3,0,0,0,2,3,1,0,0,1,2,1
64,2016,15,W.S. CENTRAL,0,1,6,4,1,0,2,9,19,6,0,0,5,10,15
65,2016,15,Ark.,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1
66,2016,15,La.,0,0,0,0,0,0,0,2,4,1,0,0,4,2,4
67,2016,15,Okla.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
68,2016,15,Tex.,0,1,6,4,1,0,1,8,14,2,0,0,3,6,9
69,2016,15,MOUNTAIN,1,1,2,7,9,0,1,6,4,7,0,0,3,3,2
70,2016,15,Ariz.,0,0,2,2,5,0,0,2,1,1,0,0,1,1,0
71,2016,15,Colo.,0,0,0,0,0,0,0,5,0,3,0,0,1,0,1
72,2016,15,Idaho,1,0,2,3,1,0,0,2,0,0,0,0,0,0,0
73,2016,15,Mont.,0,0,1,1,0,0,0,1,3,0,0,0,1,0,0
74,2016,15,Nev.,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0
75,2016,15,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
76,2016,15,Utah,0,0,1,1,2,0,0,2,0,2,0,0,1,1,0
77,2016,15,Wyo.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
78,2016,15,PACIFIC,0,3,15,18,23,2,2,7,27,28,1,2,6,37,41
79,2016,15,Alaska,0,0,2,2,1,0,0,2,1,1,0,0,2,2,2
80,2016,15,Calif.,0,2,12,3,16,0,2,6,13,21,0,1,4,25,23
81,2016,15,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,2,0,1
82,2016,15,Oreg.,0,1,4,12,6,0,0,2,4,5,0,0,3,6,11
83,2016,15,Wash.,0,0,3,1,0,2,0,3,9,1,1,0,4,4,4
84,2016,15,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,15,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,15,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,15,P.R.,N,0,0,N,N,0,0,5,0,0,0,0,0,0,0
88,2016,15,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2016,16,UNITED STATES,635,520,"2,376","3,005","3,013",13,23,58,243,189,5,7,16,113,150
23,2016,16,NEW ENGLAND,2,110,746,299,958,1,2,7,24,13,0,0,2,9,9
24,2016,16,Conn.,0,31,186,53,229,0,0,2,1,1,0,0,1,2,2
25,2016,16,Maine,0,16,79,79,94,0,0,3,5,0,0,0,2,1,1
26,2016,16,Mass.,0,38,416,6,424,0,1,4,14,11,0,0,2,6,3
27,2016,16,N.H.,0,1,65,29,100,0,0,3,3,0,0,0,1,0,0
28,2016,16,R.I.,1,11,73,104,68,0,0,3,0,1,0,0,1,0,2
29,2016,16,Vt.,1,8,59,28,43,1,0,0,1,0,0,0,0,0,1
30,2016,16,MID. ATLANTIC,611,253,"1,291","2,073","1,421",4,6,24,52,44,1,0,4,11,13
31,2016,16,N.J.,0,44,325,48,466,0,1,5,3,11,0,0,2,2,2
32,2016,16,N.Y. (Upstate),27,46,231,276,171,1,1,7,8,13,1,0,1,2,3
33,2016,16,N.Y. City,564,2,560,585,29,3,3,17,36,12,0,0,2,3,4
34,2016,16,Pa.,20,134,881,"1,164",755,0,0,3,5,8,0,0,2,4,4
35,2016,16,E.N. CENTRAL,1,27,219,96,129,1,2,7,21,25,0,1,5,12,20
36,2016,16,Ill.,0,3,29,4,15,0,1,3,6,11,0,0,2,3,3
37,2016,16,Ind.,0,1,17,2,11,0,0,2,1,3,0,0,1,3,3
38,2016,16,Mich.,0,3,11,19,4,0,0,2,4,1,0,0,1,1,2
39,2016,16,Ohio,1,2,18,14,13,1,0,3,8,8,0,0,4,3,9
40,2016,16,Wis.,0,18,159,57,86,0,0,1,2,2,0,0,2,2,3
41,2016,16,W.N. CENTRAL,1,4,30,19,18,0,0,3,6,7,0,0,2,3,9
42,2016,16,Iowa,1,2,28,14,14,0,0,2,3,3,0,0,1,2,3
43,2016,16,Kans.,0,0,3,4,2,0,0,1,0,0,0,0,1,0,2
44,2016,16,Minn.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
45,2016,16,Mo.,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
46,2016,16,Nebr.,0,0,2,1,1,0,0,1,1,1,0,0,1,0,1
47,2016,16,N. Dak.,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
48,2016,16,S. Dak.,0,0,1,0,0,0,0,1,2,1,0,0,1,1,0
49,2016,16,S. ATLANTIC,19,72,237,463,434,3,6,17,78,49,2,1,3,18,32
50,2016,16,Del.,4,8,31,92,42,0,0,2,5,0,0,0,0,0,0
51,2016,16,D.C.,0,1,11,7,24,0,0,1,2,3,0,0,0,0,3
52,2016,16,Fla.,1,3,15,29,25,0,1,3,9,10,1,0,2,6,13
53,2016,16,Ga.,0,0,0,0,0,0,1,6,11,11,0,0,2,3,8
54,2016,16,Md.,6,25,114,190,169,3,2,9,31,13,0,0,1,1,1
55,2016,16,N.C.,0,1,56,14,26,0,0,6,7,2,0,0,1,1,2
56,2016,16,S.C.,1,1,3,13,9,0,0,1,2,1,0,0,2,3,0
57,2016,16,Va.,7,23,120,100,114,0,1,5,10,9,1,0,2,4,5
58,2016,16,W. Va.,0,3,24,18,25,0,0,1,1,0,0,0,1,0,0
59,2016,16,E.S. CENTRAL,0,2,12,23,15,0,0,4,8,5,0,0,2,5,5
60,2016,16,Ala.,0,0,4,13,11,0,0,2,2,3,0,0,1,3,3
61,2016,16,Ky.,0,1,6,7,4,0,0,1,1,1,0,0,1,0,1
62,2016,16,Miss.,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
63,2016,16,Tenn.,0,0,4,3,0,0,0,2,3,1,0,0,1,2,1
64,2016,16,W.S. CENTRAL,0,1,6,4,2,1,2,9,20,10,1,0,5,13,15
65,2016,16,Ark.,0,0,0,0,0,1,0,2,1,2,0,0,1,1,1
66,2016,16,La.,0,0,0,0,0,0,0,2,4,3,0,0,4,2,4
67,2016,16,Okla.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
68,2016,16,Tex.,0,1,6,4,2,0,1,8,14,4,1,0,3,9,9
69,2016,16,MOUNTAIN,0,1,2,7,9,0,1,6,4,7,0,0,3,4,4
70,2016,16,Ariz.,0,0,2,2,5,0,0,2,1,1,0,0,1,1,1
71,2016,16,Colo.,0,0,0,0,0,0,0,5,0,3,0,0,1,0,1
72,2016,16,Idaho,0,0,2,3,1,0,0,2,0,0,0,0,0,0,0
73,2016,16,Mont.,0,0,1,1,0,0,0,1,3,0,0,0,1,0,0
74,2016,16,Nev.,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0
75,2016,16,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
76,2016,16,Utah,0,0,1,1,2,0,0,2,0,2,0,0,1,2,1
77,2016,16,Wyo.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
78,2016,16,PACIFIC,1,2,15,21,27,3,2,7,30,29,1,2,5,38,43
79,2016,16,Alaska,0,0,2,2,1,0,0,2,1,1,0,0,2,2,2
80,2016,16,Calif.,0,1,12,4,19,0,2,6,14,22,0,1,4,25,23
81,2016,16,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,2,0,2
82,2016,16,Oreg.,1,1,4,14,7,0,0,2,4,5,0,0,3,6,12
83,2016,16,Wash.,0,0,3,1,0,3,0,3,11,1,1,0,2,5,4
84,2016,16,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,16,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,16,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,16,P.R.,N,0,0,N,N,0,0,5,0,0,0,0,0,0,0
88,2016,16,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2016,17,UNITED STATES,64,551,"2,434","3,204","3,413",12,23,58,259,202,2,7,17,117,154
23,2016,17,NEW ENGLAND,6,110,746,327,"1,065",0,2,7,26,15,1,0,2,9,9
24,2016,17,Conn.,0,31,186,58,261,0,0,2,1,1,1,0,1,2,2
25,2016,17,Maine,2,16,79,89,95,0,0,3,5,0,0,0,2,1,1
26,2016,17,Mass.,0,33,416,8,474,0,1,4,14,13,0,0,2,6,3
27,2016,17,N.H.,0,1,65,29,114,0,0,3,4,0,0,0,1,0,0
28,2016,17,R.I.,4,12,75,115,71,0,0,3,1,1,0,0,1,0,2
29,2016,17,Vt.,0,8,57,28,50,0,0,1,1,0,0,0,0,0,1
30,2016,17,MID. ATLANTIC,37,284,"1,326","2,189","1,632",2,6,24,54,45,0,0,4,11,14
31,2016,17,N.J.,0,60,372,56,575,0,1,5,3,11,0,0,2,2,2
32,2016,17,N.Y. (Upstate),19,46,231,296,198,1,1,7,9,13,0,0,1,2,3
33,2016,17,N.Y. City,3,3,564,588,29,1,3,17,37,12,0,0,2,3,4
34,2016,17,Pa.,15,134,881,"1,249",830,0,0,3,5,9,0,0,2,4,5
35,2016,17,E.N. CENTRAL,1,29,244,103,166,1,2,7,22,26,0,1,4,11,21
36,2016,17,Ill.,0,3,29,4,16,0,1,3,6,11,0,0,2,3,4
37,2016,17,Ind.,0,1,17,2,16,0,0,2,1,3,0,0,1,2,3
38,2016,17,Mich.,0,3,11,20,4,0,0,2,4,1,0,0,1,1,2
39,2016,17,Ohio,1,2,18,15,13,1,1,3,9,9,0,0,2,3,9
40,2016,17,Wis.,0,20,184,62,117,0,0,1,2,2,0,0,2,2,3
41,2016,17,W.N. CENTRAL,0,4,30,20,21,0,1,3,7,7,0,0,2,3,9
42,2016,17,Iowa,0,2,28,14,17,0,0,2,3,3,0,0,1,2,3
43,2016,17,Kans.,0,0,3,4,2,0,0,1,0,0,0,0,1,0,2
44,2016,17,Minn.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
45,2016,17,Mo.,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
46,2016,17,Nebr.,0,0,2,1,1,0,0,1,1,1,0,0,1,0,1
47,2016,17,N. Dak.,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
48,2016,17,S. Dak.,0,0,1,1,0,0,0,1,3,1,0,0,1,1,0
49,2016,17,S. ATLANTIC,19,72,238,506,467,5,6,17,83,50,0,1,3,19,32
50,2016,17,Del.,5,8,31,98,46,1,0,2,6,0,0,0,0,0,0
51,2016,17,D.C.,0,1,11,9,27,0,0,1,2,3,0,0,0,0,3
52,2016,17,Fla.,3,3,15,32,25,1,1,3,10,10,0,0,2,6,13
53,2016,17,Ga.,0,0,1,0,0,0,1,6,11,11,0,0,2,4,8
54,2016,17,Md.,5,25,114,209,183,3,2,9,34,13,0,0,1,1,1
55,2016,17,N.C.,0,1,56,14,26,0,0,6,7,2,0,0,1,1,2
56,2016,17,S.C.,0,1,3,13,10,0,0,1,2,1,0,0,2,3,0
57,2016,17,Va.,6,23,120,113,123,0,1,5,10,10,0,0,2,4,5
58,2016,17,W. Va.,0,3,24,18,27,0,0,1,1,0,0,0,1,0,0
59,2016,17,E.S. CENTRAL,0,2,12,26,16,1,0,4,9,5,0,0,2,6,5
60,2016,17,Ala.,0,0,4,14,12,1,0,2,3,3,0,0,1,3,3
61,2016,17,Ky.,0,1,6,8,4,0,0,1,1,1,0,0,1,1,1
62,2016,17,Miss.,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
63,2016,17,Tenn.,0,0,4,4,0,0,0,2,3,1,0,0,1,2,1
64,2016,17,W.S. CENTRAL,0,1,6,4,2,0,2,9,21,12,0,0,3,13,13
65,2016,17,Ark.,0,0,0,0,0,0,0,2,1,2,0,0,1,1,1
66,2016,17,La.,0,0,0,0,0,0,0,2,4,3,0,0,2,2,2
67,2016,17,Okla.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
68,2016,17,Tex.,0,1,6,4,2,0,1,8,15,6,0,0,3,9,9
69,2016,17,MOUNTAIN,0,1,2,7,10,0,1,6,4,8,0,0,3,4,7
70,2016,17,Ariz.,0,0,2,2,5,0,0,2,1,1,0,0,1,1,2
71,2016,17,Colo.,0,0,0,0,0,0,0,5,0,3,0,0,1,0,2
72,2016,17,Idaho,0,0,2,3,1,0,0,2,0,0,0,0,0,0,0
73,2016,17,Mont.,0,0,1,1,0,0,0,1,3,1,0,0,1,0,0
74,2016,17,Nev.,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0
75,2016,17,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
76,2016,17,Utah,0,0,1,1,2,0,0,2,0,2,0,0,1,2,1
77,2016,17,Wyo.,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
78,2016,17,PACIFIC,1,2,15,22,34,3,3,7,33,34,1,2,6,41,44
79,2016,17,Alaska,1,0,2,3,1,0,0,2,1,1,0,0,2,2,2
80,2016,17,Calif.,0,1,12,4,24,0,2,6,14,26,1,1,5,27,24
81,2016,17,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,2,0,2
82,2016,17,Oreg.,0,1,4,14,9,0,0,2,5,6,0,0,3,7,12
83,2016,17,Wash.,0,0,3,1,0,3,0,3,13,1,0,0,2,5,4
84,2016,17,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,17,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,17,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,17,P.R.,N,0,0,N,N,0,0,5,0,0,0,0,0,0,0
88,2016,17,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2016,18,UNITED STATES,342,551,"2,434","3,835","4,314",6,23,58,278,217,5,7,17,126,164
23,2016,18,NEW ENGLAND,2,110,746,336,"1,188",1,2,7,27,14,0,0,2,9,11
24,2016,18,Conn.,0,30,186,58,297,0,0,2,1,1,0,0,1,2,2
25,2016,18,Maine,0,16,79,89,101,1,0,3,6,0,0,0,2,1,1
26,2016,18,Mass.,0,29,416,8,525,0,1,4,14,12,0,0,2,6,5
27,2016,18,N.H.,0,1,65,29,127,0,0,3,4,0,0,0,1,0,0
28,2016,18,R.I.,2,12,77,124,82,0,0,3,1,1,0,0,1,0,2
29,2016,18,Vt.,0,8,57,28,56,0,0,1,1,0,0,0,0,0,1
30,2016,18,MID. ATLANTIC,319,284,"1,326","2,745","2,321",2,6,24,59,47,0,0,4,11,15
31,2016,18,N.J.,0,58,372,240,619,0,1,5,5,12,0,0,2,2,3
32,2016,18,N.Y. (Upstate),21,46,231,321,209,1,1,7,10,13,0,0,1,2,3
33,2016,18,N.Y. City,2,3,563,589,589,1,3,17,38,12,0,0,2,3,4
34,2016,18,Pa.,296,134,881,"1,595",904,0,0,3,6,10,0,0,2,4,5
35,2016,18,E.N. CENTRAL,1,29,244,119,203,1,2,7,24,28,1,1,4,13,22
36,2016,18,Ill.,0,3,29,4,19,0,1,3,6,12,0,0,2,4,4
37,2016,18,Ind.,0,1,17,2,18,0,0,2,1,3,0,0,1,2,3
38,2016,18,Mich.,0,3,11,22,5,0,0,2,5,2,0,0,1,1,2
39,2016,18,Ohio,1,2,18,16,13,1,1,3,10,9,1,0,2,4,10
40,2016,18,Wis.,0,20,184,75,148,0,0,1,2,2,0,0,2,2,3
41,2016,18,W.N. CENTRAL,1,4,30,22,24,0,1,3,7,8,0,0,2,3,11
42,2016,18,Iowa,0,2,28,15,18,0,0,2,3,3,0,0,1,2,4
43,2016,18,Kans.,0,0,3,4,2,0,0,1,0,0,0,0,1,0,2
44,2016,18,Minn.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
45,2016,18,Mo.,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
46,2016,18,Nebr.,1,0,2,2,1,0,0,1,1,1,0,0,1,0,1
47,2016,18,N. Dak.,0,0,4,0,2,0,0,1,0,1,0,0,0,0,0
48,2016,18,S. Dak.,0,0,1,1,0,0,0,1,3,1,0,0,1,1,0
49,2016,18,S. ATLANTIC,16,72,238,542,510,2,6,17,89,55,0,1,3,21,33
50,2016,18,Del.,3,8,31,103,55,0,0,2,6,0,0,0,0,0,0
51,2016,18,D.C.,0,1,11,9,29,0,0,1,3,4,0,0,0,0,3
52,2016,18,Fla.,2,3,15,29,26,0,1,3,10,10,0,0,2,6,13
53,2016,18,Ga.,0,0,1,0,0,0,1,6,11,11,0,0,2,6,8
54,2016,18,Md.,6,26,114,230,201,2,2,9,37,17,0,0,1,1,1
55,2016,18,N.C.,0,1,56,14,26,0,0,6,9,2,0,0,1,1,3
56,2016,18,S.C.,0,1,3,16,10,0,0,1,2,1,0,0,2,3,0
57,2016,18,Va.,5,24,120,123,135,0,1,5,10,10,0,0,2,4,5
58,2016,18,W. Va.,0,3,24,18,28,0,0,1,1,0,0,0,1,0,0
59,2016,18,E.S. CENTRAL,3,2,12,33,17,0,0,4,10,7,0,0,2,6,5
60,2016,18,Ala.,2,0,4,19,13,0,0,2,4,3,0,0,1,3,3
61,2016,18,Ky.,1,1,6,9,4,0,0,1,1,1,0,0,1,1,1
62,2016,18,Miss.,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
63,2016,18,Tenn.,0,0,4,5,0,0,0,2,3,3,0,0,1,2,1
64,2016,18,W.S. CENTRAL,0,1,6,5,2,0,2,9,22,13,1,0,3,14,15
65,2016,18,Ark.,0,0,0,0,0,0,0,2,1,2,0,0,1,1,1
66,2016,18,La.,0,0,0,0,0,0,0,2,4,3,0,0,2,2,2
67,2016,18,Okla.,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2
68,2016,18,Tex.,0,1,6,5,2,0,1,8,16,6,1,0,3,10,10
69,2016,18,MOUNTAIN,0,1,2,7,11,0,1,6,4,8,1,0,2,5,7
70,2016,18,Ariz.,0,0,2,2,5,0,0,2,1,1,0,0,1,1,2
71,2016,18,Colo.,0,0,0,0,0,0,0,5,0,3,1,0,1,1,2
72,2016,18,Idaho,0,0,2,3,2,0,0,2,0,0,0,0,0,0,0
73,2016,18,Mont.,0,0,1,1,0,0,0,1,3,1,0,0,1,0,0
74,2016,18,Nev.,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0
75,2016,18,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
76,2016,18,Utah,0,0,1,1,2,0,0,2,0,2,0,0,1,2,1
77,2016,18,Wyo.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
78,2016,18,PACIFIC,0,2,15,26,38,0,3,7,36,37,2,2,6,44,45
79,2016,18,Alaska,0,0,2,3,1,0,0,2,1,1,0,0,2,2,2
80,2016,18,Calif.,0,1,12,6,27,0,2,6,16,28,1,1,5,29,25
81,2016,18,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,2,0,2
82,2016,18,Oreg.,0,1,4,16,10,0,0,2,6,6,0,0,3,7,12
83,2016,18,Wash.,0,0,3,1,0,0,0,3,13,2,1,0,2,6,4
84,2016,18,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,18,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,18,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,18,P.R.,N,0,0,N,N,0,0,5,0,0,0,0,0,0,0
88,2016,18,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2016,19,UNITED STATES,416,487,"2,337","4,297","4,501",14,23,58,300,256,3,7,18,134,173
23,2016,19,NEW ENGLAND,7,109,746,424,"1,350",0,2,7,27,16,0,0,2,9,11
24,2016,19,Conn.,1,28,186,110,340,0,0,2,1,2,0,0,1,2,2
25,2016,19,Maine,4,16,79,114,111,0,0,3,6,0,0,0,2,1,1
26,2016,19,Mass.,0,27,416,8,598,0,1,4,14,13,0,0,2,6,5
27,2016,19,N.H.,0,1,65,29,140,0,0,3,4,0,0,0,1,0,0
28,2016,19,R.I.,2,12,77,135,97,0,0,3,1,1,0,0,1,0,2
29,2016,19,Vt.,0,8,59,28,64,0,0,1,1,0,0,0,0,0,1
30,2016,19,MID. ATLANTIC,371,246,"1,216","3,020","2,246",4,6,24,64,60,0,0,4,11,16
31,2016,19,N.J.,1,58,372,349,683,0,1,5,5,13,0,0,2,2,3
32,2016,19,N.Y. (Upstate),32,46,231,354,226,1,1,7,11,15,0,0,1,2,4
33,2016,19,N.Y. City,0,3,563,589,593,3,3,17,41,22,0,0,2,3,4
34,2016,19,Pa.,338,101,764,"1,728",744,0,0,3,7,10,0,0,2,4,5
35,2016,19,E.N. CENTRAL,3,23,244,144,255,2,2,7,29,29,0,1,4,17,25
36,2016,19,Ill.,0,3,29,11,26,0,1,3,8,13,0,0,2,6,5
37,2016,19,Ind.,0,1,17,2,19,0,0,2,1,3,0,0,1,3,3
38,2016,19,Mich.,1,3,11,24,5,0,0,2,5,2,0,0,1,1,2
39,2016,19,Ohio,1,2,18,18,13,2,1,3,12,9,0,0,2,4,10
40,2016,19,Wis.,1,16,184,89,192,0,0,1,3,2,0,0,2,3,5
41,2016,19,W.N. CENTRAL,0,4,30,23,35,0,1,3,7,9,0,0,2,3,11
42,2016,19,Iowa,0,2,28,16,29,0,0,2,3,3,0,0,1,2,4
43,2016,19,Kans.,0,0,3,4,2,0,0,1,0,1,0,0,1,0,2
44,2016,19,Minn.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
45,2016,19,Mo.,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
