,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2016,Lyme disease cummulative for 2015,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2016,Malaria cummulative for 2015,"Meningococcal disease, invasive�, All groups current week","Meningococcal disease, invasive�, All groups previous 52 weeks median ","Meningococcal disease, invasive�, All groups previous 52 weeks maximum ","Meningococcal disease, invasive�, All groups cummulative for 2016","Meningococcal disease, invasive�, All groups cummulative for 2015"
81,2016,27,Hawaii,N,0,0,N,N,0,0,1,1,0,0,0,2,1,2
82,2016,27,Oreg.,0,1,4,33,18,0,0,2,8,10,0,0,3,10,15
83,2016,27,Wash.,0,0,24,1,0,0,0,21,18,0,0,0,10,8,0
84,2016,27,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,27,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,27,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,27,P.R.,N,0,0,N,N,0,0,5,0,5,0,0,0,0,0
88,2016,27,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2016,28,UNITED STATES,448,485,"2,507","11,211","18,292",15,26,57,628,569,1,7,20,213,223
23,2016,28,NEW ENGLAND,34,61,719,"1,176","5,555",0,2,4,51,46,0,0,2,10,16
24,2016,28,Conn.,0,24,186,501,"1,387",0,0,1,1,7,0,0,1,1,4
25,2016,28,Maine,0,14,79,232,438,0,0,1,8,5,0,0,2,1,2
26,2016,28,Mass.,3,9,322,73,"2,702",0,1,4,31,27,0,0,2,8,7
27,2016,28,N.H.,4,2,25,96,468,0,0,2,6,4,0,0,1,0,0
28,2016,28,R.I.,0,10,77,136,317,0,0,3,2,3,0,0,1,0,2
29,2016,28,Vt.,27,6,59,138,243,0,0,2,3,0,0,0,0,0,1
30,2016,28,MID. ATLANTIC,324,260,"1,250","7,389","7,820",6,7,16,146,150,0,0,4,21,19
31,2016,28,N.J.,2,58,331,"1,355","2,825",0,1,4,24,39,0,0,2,5,4
32,2016,28,N.Y. (Upstate),131,44,227,"1,038",978,0,1,7,26,23,0,0,1,4,5
33,2016,28,N.Y. City,3,8,563,609,356,5,3,12,76,69,0,0,2,6,5
34,2016,28,Pa.,188,131,764,"4,387","3,661",1,0,3,20,19,0,0,2,6,5
35,2016,28,E.N. CENTRAL,9,30,158,786,"1,655",1,2,7,62,57,0,1,3,23,38
36,2016,28,Ill.,0,2,16,41,196,0,1,3,17,25,0,0,2,9,12
37,2016,28,Ind.,0,1,7,20,103,0,0,2,6,4,0,0,2,5,3
38,2016,28,Mich.,2,2,10,47,67,0,0,3,10,6,0,0,1,2,5
39,2016,28,Ohio,7,2,18,59,77,1,1,4,21,20,0,0,2,4,12
40,2016,28,Wis.,0,20,108,619,"1,212",0,0,2,8,2,0,0,1,3,6
41,2016,28,W.N. CENTRAL,0,9,179,129,"1,312",0,1,5,16,45,0,0,2,7,20
42,2016,28,Iowa,0,3,20,94,214,0,0,2,6,7,0,0,1,2,5
43,2016,28,Kans.,0,0,3,19,14,0,0,1,3,5,0,0,1,2,4
44,2016,28,Minn.,0,0,152,0,"1,064",0,0,4,0,18,0,0,1,0,4
45,2016,28,Mo.,0,0,2,0,0,0,0,3,0,9,0,0,1,0,6
46,2016,28,Nebr.,0,0,3,8,2,0,0,1,3,2,0,0,1,2,1
47,2016,28,N. Dak.,0,0,4,5,15,0,0,1,1,1,0,0,0,0,0
48,2016,28,S. Dak.,0,0,1,3,3,0,0,1,3,3,0,0,1,1,0
49,2016,28,S. ATLANTIC,79,71,230,"1,602","1,785",6,7,17,202,137,0,1,4,37,40
50,2016,28,Del.,12,8,26,238,221,0,0,2,11,0,0,0,0,0,0
51,2016,28,D.C.,N,0,0,N,N,0,0,2,5,8,0,0,0,0,3
52,2016,28,Fla.,6,3,12,57,46,2,1,4,28,18,0,0,2,9,14
53,2016,28,Ga.,0,0,2,0,6,0,1,6,26,21,0,0,3,11,9
54,2016,28,Md.,38,27,115,682,765,4,3,9,91,47,0,0,1,1,1
55,2016,28,N.C.,0,3,56,92,71,0,0,6,15,13,0,0,1,2,4
56,2016,28,S.C.,0,0,3,17,26,0,0,1,2,2,0,0,1,4,2
57,2016,28,Va.,19,23,120,416,524,0,1,4,23,28,0,0,2,8,7
58,2016,28,W. Va.,4,3,24,100,126,0,0,1,1,0,0,0,2,2,0
59,2016,28,E.S. CENTRAL,0,2,11,49,49,0,1,4,18,14,0,0,2,10,6
60,2016,28,Ala.,0,0,3,23,16,0,0,2,4,5,0,0,1,4,4
61,2016,28,Ky.,0,0,6,15,24,0,0,1,4,3,0,0,1,1,1
62,2016,28,Miss.,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0
63,2016,28,Tenn.,0,0,4,11,8,0,0,2,8,5,0,0,1,5,1
64,2016,28,W.S. CENTRAL,1,1,6,14,14,2,2,13,45,31,1,1,3,23,25
65,2016,28,Ark.,0,0,0,0,0,0,0,2,1,2,0,0,1,1,2
66,2016,28,La.,0,0,1,0,2,0,0,2,7,4,0,0,1,2,5
67,2016,28,Okla.,0,0,0,0,0,0,0,5,1,2,0,0,1,4,2
68,2016,28,Tex.,1,1,6,14,12,2,2,8,36,23,1,0,3,16,16
69,2016,28,MOUNTAIN,0,1,2,13,25,0,1,6,21,22,0,0,2,9,10
70,2016,28,Ariz.,0,0,2,4,7,0,0,4,17,7,0,0,1,1,3
71,2016,28,Colo.,0,0,0,0,0,0,0,5,0,8,0,0,1,3,3
72,2016,28,Idaho,0,0,1,6,6,0,0,2,0,0,0,0,1,1,0
73,2016,28,Mont.,0,0,1,2,1,0,0,1,3,1,0,0,1,1,0
74,2016,28,Nev.,0,0,1,0,5,0,0,2,0,3,0,0,0,0,1
75,2016,28,N. Mex.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
76,2016,28,Utah,0,0,1,1,5,0,0,2,0,2,0,0,1,2,1
77,2016,28,Wyo.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
78,2016,28,PACIFIC,1,2,24,53,77,0,2,22,67,67,0,2,11,73,49
79,2016,28,Alaska,0,0,2,7,4,0,0,1,2,3,0,0,2,4,2
80,2016,28,Calif.,0,0,12,11,54,0,2,6,38,54,0,1,6,50,30
81,2016,28,Hawaii,N,0,0,N,N,0,0,1,1,0,0,0,2,1,2
82,2016,28,Oreg.,1,1,4,34,19,0,0,2,8,10,0,0,3,10,15
83,2016,28,Wash.,0,0,24,1,0,0,0,21,18,0,0,0,10,8,0
84,2016,28,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,28,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,28,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,28,P.R.,N,0,0,N,N,0,0,1,0,5,0,0,0,0,0
88,2016,28,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2016,29,UNITED STATES,501,500,"2,275","12,778","20,567",20,26,57,664,626,1,7,20,216,230
23,2016,29,NEW ENGLAND,3,56,540,"1,242","6,095",0,2,4,51,47,0,0,2,10,17
24,2016,29,Conn.,1,24,146,528,"1,533",0,0,1,1,7,0,0,1,1,4
25,2016,29,Maine,0,13,74,232,509,0,0,1,8,5,0,0,2,1,2
26,2016,29,Mass.,0,8,246,73,"2,948",0,1,4,31,27,0,0,2,8,7
27,2016,29,N.H.,1,2,20,129,485,0,0,2,6,4,0,0,1,0,0
28,2016,29,R.I.,0,9,77,136,358,0,0,3,2,4,0,0,1,0,3
29,2016,29,Vt.,1,6,59,144,262,0,0,2,3,0,0,0,0,0,1
30,2016,29,MID. ATLANTIC,425,262,"1,250","8,520","9,070",7,7,16,154,165,0,0,4,21,19
31,2016,29,N.J.,0,55,231,"1,487","3,056",0,1,4,24,43,0,0,2,5,4
32,2016,29,N.Y. (Upstate),219,44,227,"1,250","1,176",1,1,7,27,26,0,0,1,4,5
33,2016,29,N.Y. City,5,7,563,614,413,6,3,12,82,77,0,0,2,6,5
34,2016,29,Pa.,201,131,764,"5,169","4,425",0,0,4,21,19,0,0,2,6,5
35,2016,29,E.N. CENTRAL,10,30,121,994,"1,776",1,2,8,68,62,0,1,3,24,40
36,2016,29,Ill.,0,2,13,41,209,0,1,3,22,28,0,0,2,9,13
37,2016,29,Ind.,0,1,10,44,109,0,0,2,6,4,0,0,2,5,3
38,2016,29,Mich.,2,2,10,58,77,1,0,3,11,8,0,0,1,3,6
39,2016,29,Ohio,1,2,10,65,84,0,1,4,21,20,0,0,2,4,12
40,2016,29,Wis.,7,20,102,786,"1,297",0,0,2,8,2,0,0,1,3,6
41,2016,29,W.N. CENTRAL,0,9,116,141,"1,428",0,1,5,16,49,0,0,2,7,20
42,2016,29,Iowa,0,3,14,107,226,0,0,2,6,7,0,0,1,2,5
43,2016,29,Kans.,0,0,3,20,15,0,0,1,3,5,0,0,1,2,4
44,2016,29,Minn.,0,0,97,0,"1,161",0,0,4,0,19,0,0,1,0,4
45,2016,29,Mo.,0,0,2,0,0,0,0,3,0,12,0,0,1,0,6
46,2016,29,Nebr.,0,0,2,6,3,0,0,1,3,2,0,0,1,2,1
47,2016,29,N. Dak.,0,0,4,5,19,0,0,1,1,1,0,0,0,0,0
48,2016,29,S. Dak.,0,0,1,3,4,0,0,1,3,3,0,0,1,1,0
49,2016,29,S. ATLANTIC,61,71,230,"1,741","2,015",8,7,17,213,154,0,1,4,37,40
50,2016,29,Del.,5,8,22,250,239,0,0,2,11,0,0,0,0,0,0
51,2016,29,D.C.,N,0,0,N,N,0,0,2,5,8,0,0,0,0,3
52,2016,29,Fla.,11,3,12,69,49,2,1,4,30,21,0,0,2,9,14
53,2016,29,Ga.,0,0,1,0,6,0,1,6,27,27,0,0,3,11,9
54,2016,29,Md.,25,27,115,757,880,4,3,9,95,54,0,0,1,1,1
55,2016,29,N.C.,0,3,56,92,72,0,0,6,15,13,0,0,1,2,4
56,2016,29,S.C.,0,0,3,17,26,0,0,1,2,2,0,0,1,4,2
57,2016,29,Va.,20,23,120,446,596,2,1,4,27,29,0,0,2,8,7
58,2016,29,W. Va.,0,4,24,110,147,0,0,1,1,0,0,0,2,2,0
59,2016,29,E.S. CENTRAL,0,2,11,49,60,0,0,4,19,14,0,0,2,10,7
60,2016,29,Ala.,0,0,3,23,18,0,0,2,4,5,0,0,1,4,4
61,2016,29,Ky.,0,0,6,15,30,0,0,1,4,3,0,0,1,1,1
62,2016,29,Miss.,0,0,1,0,2,0,0,1,3,1,0,0,0,0,0
63,2016,29,Tenn.,0,0,4,11,10,0,0,2,8,5,0,0,1,5,2
64,2016,29,W.S. CENTRAL,0,1,6,15,16,2,2,13,49,37,1,1,3,24,26
65,2016,29,Ark.,0,0,0,0,0,0,0,2,1,2,0,0,1,1,2
66,2016,29,La.,0,0,1,0,3,0,0,2,7,4,0,0,1,2,5
67,2016,29,Okla.,0,0,0,0,0,0,0,5,1,2,0,0,1,4,3
68,2016,29,Tex.,0,1,6,15,13,2,2,8,40,29,1,0,3,17,16
69,2016,29,MOUNTAIN,1,0,2,14,27,1,1,6,22,28,0,0,2,9,10
70,2016,29,Ariz.,0,0,2,4,7,1,0,4,18,7,0,0,1,1,3
71,2016,29,Colo.,0,0,0,0,0,0,0,5,0,13,0,0,1,3,3
72,2016,29,Idaho,1,0,1,7,6,0,0,2,0,1,0,0,1,1,0
73,2016,29,Mont.,0,0,1,2,1,0,0,1,3,1,0,0,1,1,0
74,2016,29,Nev.,0,0,1,0,6,0,0,2,0,3,0,0,0,0,1
75,2016,29,N. Mex.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
76,2016,29,Utah,0,0,1,1,6,0,0,2,0,2,0,0,1,2,1
77,2016,29,Wyo.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
78,2016,29,PACIFIC,1,2,24,62,80,1,2,22,72,70,0,2,11,74,51
79,2016,29,Alaska,0,0,2,8,4,0,0,1,2,3,0,0,2,4,2
80,2016,29,Calif.,0,1,12,17,56,0,2,4,41,56,0,1,6,51,31
81,2016,29,Hawaii,N,0,0,N,N,0,0,1,1,0,0,0,2,1,2
82,2016,29,Oreg.,1,1,5,36,20,0,0,2,9,11,0,0,3,10,16
83,2016,29,Wash.,0,0,24,1,0,1,0,21,19,0,0,0,10,8,0
84,2016,29,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,29,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,29,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,29,P.R.,N,0,0,N,N,0,0,1,1,5,0,0,0,0,0
88,2016,29,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2016,30,UNITED STATES,452,502,"1,985","14,342","22,552",19,25,53,694,656,4,6,20,222,237
23,2016,30,NEW ENGLAND,3,61,523,"1,451","6,618",0,2,4,52,50,0,0,2,9,17
24,2016,30,Conn.,0,24,122,528,"1,655",0,0,1,1,7,0,0,1,1,4
25,2016,30,Maine,1,12,74,266,583,0,0,1,8,5,0,0,2,1,2
26,2016,30,Mass.,0,7,208,87,"3,156",0,1,4,32,29,0,0,2,7,7
27,2016,30,N.H.,2,3,20,197,505,0,0,2,6,4,0,0,1,0,0
28,2016,30,R.I.,0,11,77,229,398,0,0,3,2,5,0,0,1,0,3
29,2016,30,Vt.,0,5,59,144,321,0,0,2,3,0,0,0,0,0,1
30,2016,30,MID. ATLANTIC,359,265,"1,028","9,623","10,098",9,7,16,166,174,1,0,4,22,19
31,2016,30,N.J.,1,58,221,"1,695","3,277",0,1,4,25,44,0,0,2,5,4
32,2016,30,N.Y. (Upstate),165,44,227,"1,422","1,403",1,1,7,28,26,1,0,1,5,5
33,2016,30,N.Y. City,2,6,563,616,473,8,3,12,90,85,0,0,2,6,5
34,2016,30,Pa.,191,131,599,"5,890","4,945",0,0,4,23,19,0,0,2,6,5
35,2016,30,E.N. CENTRAL,12,28,123,"1,036","1,885",2,2,8,72,64,0,1,3,24,41
36,2016,30,Ill.,0,2,8,46,217,0,1,3,23,28,0,0,2,9,13
37,2016,30,Ind.,0,1,10,51,116,0,0,2,6,4,0,0,2,5,3
38,2016,30,Mich.,1,2,12,76,78,0,0,3,12,9,0,0,1,3,6
39,2016,30,Ohio,11,2,11,77,92,2,1,4,23,21,0,0,2,4,12
40,2016,30,Wis.,0,19,102,786,"1,382",0,0,2,8,2,0,0,1,3,7
41,2016,30,W.N. CENTRAL,0,9,96,157,"1,524",0,1,5,18,52,0,0,2,7,21
42,2016,30,Iowa,0,3,14,122,240,0,0,2,8,7,0,0,1,2,5
43,2016,30,Kans.,0,0,3,20,15,0,0,1,3,5,0,0,1,2,4
44,2016,30,Minn.,0,0,79,0,"1,240",0,0,4,0,21,0,0,1,0,5
45,2016,30,Mo.,0,0,2,0,1,0,0,2,0,13,0,0,1,0,6
46,2016,30,Nebr.,0,0,2,7,3,0,0,1,3,2,0,0,1,2,1
47,2016,30,N. Dak.,0,0,3,5,21,0,0,1,1,1,0,0,0,0,0
48,2016,30,S. Dak.,0,0,1,3,4,0,0,1,3,3,0,0,1,1,0
49,2016,30,S. ATLANTIC,76,71,206,"1,925","2,221",8,7,15,222,159,1,1,4,38,42
50,2016,30,Del.,9,8,22,262,255,0,0,2,11,1,0,0,0,0,0
51,2016,30,D.C.,N,0,0,N,N,0,0,2,5,8,0,0,0,0,3
52,2016,30,Fla.,8,3,12,78,61,3,1,4,33,21,1,0,2,10,15
53,2016,30,Ga.,0,0,1,0,6,0,1,4,27,27,0,0,3,11,10
54,2016,30,Md.,41,27,93,864,973,5,3,9,101,55,0,0,1,1,1
55,2016,30,N.C.,0,3,56,94,88,0,0,6,15,14,0,0,1,2,4
56,2016,30,S.C.,0,0,3,17,28,0,0,1,2,2,0,0,1,4,2
57,2016,30,Va.,15,23,120,479,639,0,1,4,27,31,0,0,2,8,7
58,2016,30,W. Va.,3,4,24,131,171,0,0,1,1,0,0,0,2,2,0
59,2016,30,E.S. CENTRAL,0,2,6,53,65,0,0,4,20,15,0,0,2,11,7
60,2016,30,Ala.,0,0,3,24,19,0,0,2,4,5,0,0,1,5,4
61,2016,30,Ky.,0,0,4,15,33,0,0,1,4,3,0,0,1,1,1
62,2016,30,Miss.,0,0,1,0,2,0,0,1,4,1,0,0,0,0,0
63,2016,30,Tenn.,0,0,4,14,11,0,0,2,8,6,0,0,1,5,2
64,2016,30,W.S. CENTRAL,0,1,6,15,18,0,2,13,49,38,0,1,3,24,28
65,2016,30,Ark.,0,0,0,0,0,0,0,2,1,2,0,0,1,1,2
66,2016,30,La.,0,0,0,0,3,0,0,2,7,4,0,0,1,2,5
67,2016,30,Okla.,0,0,0,0,0,0,0,5,1,2,0,0,1,4,3
68,2016,30,Tex.,0,1,6,15,15,0,2,8,40,30,0,0,3,17,18
69,2016,30,MOUNTAIN,2,0,2,16,28,0,1,4,23,31,0,0,2,9,10
70,2016,30,Ariz.,0,0,2,4,7,0,0,4,18,8,0,0,1,1,3
71,2016,30,Colo.,0,0,0,0,0,0,0,2,0,14,0,0,1,3,3
72,2016,30,Idaho,2,0,1,9,6,0,0,2,0,1,0,0,1,1,0
73,2016,30,Mont.,0,0,1,2,2,0,0,1,3,1,0,0,1,1,0
74,2016,30,Nev.,0,0,1,0,6,0,0,2,0,3,0,0,0,0,1
75,2016,30,N. Mex.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1
76,2016,30,Utah,0,0,1,1,6,0,0,2,0,3,0,0,1,2,1
77,2016,30,Wyo.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
78,2016,30,PACIFIC,0,2,24,66,95,0,2,22,72,73,2,2,11,78,52
79,2016,30,Alaska,0,0,2,9,4,0,0,1,2,3,0,0,2,4,2
80,2016,30,Calif.,0,1,12,19,68,0,1,4,41,59,2,1,6,55,31
81,2016,30,Hawaii,N,0,0,N,N,0,0,1,1,0,0,0,2,1,2
82,2016,30,Oreg.,0,1,5,37,23,0,0,2,9,11,0,0,3,10,17
83,2016,30,Wash.,0,0,24,1,0,0,0,21,19,0,0,0,10,8,0
84,2016,30,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,30,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,30,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,30,P.R.,N,0,0,N,N,0,0,1,1,5,0,0,0,0,0
88,2016,30,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2016,31,UNITED STATES,331,502,"1,688","15,693","24,166",13,26,53,733,704,3,6,20,229,243
23,2016,31,NEW ENGLAND,4,66,413,"1,656","7,014",0,2,4,53,50,1,0,2,10,17
24,2016,31,Conn.,3,26,104,660,"1,759",0,0,1,1,7,1,0,1,2,4
25,2016,31,Maine,0,11,71,284,650,0,0,1,8,5,0,0,2,1,2
26,2016,31,Mass.,0,6,139,96,"3,295",0,1,4,32,29,0,0,2,7,7
27,2016,31,N.H.,1,4,23,242,515,0,0,2,7,4,0,0,1,0,0
28,2016,31,R.I.,0,11,77,230,433,0,0,3,2,5,0,0,1,0,3
29,2016,31,Vt.,0,5,55,144,362,0,0,2,3,0,0,0,0,0,1
30,2016,31,MID. ATLANTIC,274,268,983,"10,447","10,962",4,7,16,174,185,1,0,4,23,21
31,2016,31,N.J.,0,55,164,"1,834","3,420",0,1,4,29,47,0,0,2,5,4
32,2016,31,N.Y. (Upstate),132,44,226,"1,568","1,608",2,1,7,30,26,1,0,1,6,5
33,2016,31,N.Y. City,30,4,563,645,527,1,3,12,91,90,0,0,2,6,6
34,2016,31,Pa.,112,131,639,"6,400","5,407",1,0,4,24,22,0,0,2,6,6
35,2016,31,E.N. CENTRAL,9,28,137,"1,191","1,963",0,2,8,74,70,0,1,3,24,42
36,2016,31,Ill.,0,2,12,60,222,0,1,3,25,30,0,0,2,9,13
37,2016,31,Ind.,0,1,10,51,119,0,0,2,6,6,0,0,2,5,3
38,2016,31,Mich.,0,2,12,82,82,0,0,3,12,9,0,0,1,3,7
39,2016,31,Ohio,9,2,13,92,100,0,1,4,23,23,0,0,2,4,12
40,2016,31,Wis.,0,20,111,906,"1,440",0,0,2,8,2,0,0,1,3,7
41,2016,31,W.N. CENTRAL,1,9,81,180,"1,605",0,1,5,20,57,0,0,2,8,21
42,2016,31,Iowa,0,3,17,138,248,0,0,2,8,7,0,0,1,2,5
43,2016,31,Kans.,0,0,3,21,15,0,0,1,3,5,0,0,1,2,4
44,2016,31,Minn.,0,0,69,0,"1,309",0,0,4,0,25,0,0,1,1,5
45,2016,31,Mo.,0,0,2,0,1,0,0,2,0,14,0,0,1,0,6
46,2016,31,Nebr.,1,0,2,9,4,0,0,1,3,2,0,0,1,2,1
47,2016,31,N. Dak.,0,0,3,9,24,0,0,1,3,1,0,0,0,0,0
48,2016,31,S. Dak.,0,0,1,3,4,0,0,1,3,3,0,0,1,1,0
49,2016,31,S. ATLANTIC,39,71,187,"2,051","2,408",4,7,15,234,172,0,1,4,38,43
50,2016,31,Del.,6,8,22,270,266,0,0,2,11,1,0,0,0,0,0
51,2016,31,D.C.,N,0,0,N,N,0,0,2,5,8,0,0,0,0,3
52,2016,31,Fla.,0,3,12,78,73,0,1,4,33,23,0,0,2,10,16
53,2016,31,Ga.,0,0,1,0,6,0,1,4,27,31,0,0,3,11,10
54,2016,31,Md.,16,27,80,925,"1,020",3,3,9,104,59,0,0,1,1,1
55,2016,31,N.C.,0,3,56,113,96,0,0,6,17,14,0,0,1,2,4
56,2016,31,S.C.,0,0,3,17,28,0,0,1,2,2,0,0,1,4,2
57,2016,31,Va.,17,23,120,503,733,1,1,4,34,34,0,0,2,8,7
58,2016,31,W. Va.,0,4,18,145,186,0,0,1,1,0,0,0,2,2,0
59,2016,31,E.S. CENTRAL,0,2,6,58,68,0,0,4,20,16,0,0,2,12,7
60,2016,31,Ala.,0,0,3,24,19,0,0,2,4,6,0,0,1,5,4
61,2016,31,Ky.,0,0,4,18,34,0,0,1,4,3,0,0,1,1,1
62,2016,31,Miss.,0,0,1,0,2,0,0,1,4,1,0,0,0,0,0
63,2016,31,Tenn.,0,0,4,16,13,0,0,2,8,6,0,0,1,6,2
64,2016,31,W.S. CENTRAL,0,1,6,15,20,0,2,13,50,46,0,1,3,25,29
65,2016,31,Ark.,0,0,0,0,0,0,0,2,1,2,0,0,1,1,2
66,2016,31,La.,0,0,0,0,3,0,0,2,7,6,0,0,1,3,5
67,2016,31,Okla.,0,0,0,0,0,0,0,5,1,3,0,0,1,4,3
68,2016,31,Tex.,0,1,6,15,17,0,2,8,41,35,0,0,3,17,19
69,2016,31,MOUNTAIN,2,1,3,25,30,2,1,4,27,33,1,0,2,10,10
70,2016,31,Ariz.,1,0,2,6,7,1,0,4,20,8,1,0,1,2,3
71,2016,31,Colo.,0,0,0,0,0,0,0,2,0,15,0,0,1,3,3
72,2016,31,Idaho,1,0,3,11,6,0,0,2,0,1,0,0,1,1,0
73,2016,31,Mont.,0,0,1,5,3,0,0,1,3,1,0,0,1,1,0
74,2016,31,Nev.,0,0,1,1,7,0,0,2,0,3,0,0,0,0,1
75,2016,31,N. Mex.,0,0,1,1,0,0,0,1,2,2,0,0,1,1,1
76,2016,31,Utah,0,0,1,1,6,1,0,2,1,3,0,0,1,2,1
77,2016,31,Wyo.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
78,2016,31,PACIFIC,2,2,24,70,96,3,2,22,81,75,0,2,11,79,53
79,2016,31,Alaska,0,0,2,9,4,0,0,1,2,3,0,0,2,4,2
80,2016,31,Calif.,0,1,4,20,69,0,2,4,45,61,0,1,6,56,32
81,2016,31,Hawaii,N,0,0,N,N,0,0,1,1,0,0,0,2,1,2
82,2016,31,Oreg.,0,1,5,38,23,0,0,3,11,11,0,0,3,10,17
83,2016,31,Wash.,2,0,24,3,0,3,0,21,22,0,0,0,10,8,0
84,2016,31,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2016,31,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016,31,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016,31,P.R.,N,0,0,N,N,0,0,1,1,5,0,0,0,0,0
88,2016,31,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2016,32,UNITED STATES,410,502,"1,688","17,196","25,854",29,26,53,784,751,4,6,20,232,245
23,2016,32,NEW ENGLAND,7,70,413,"1,940","7,427",0,2,4,54,53,0,0,2,9,17
24,2016,32,Conn.,0,25,96,688,"1,855",0,0,1,1,7,0,0,1,1,4
25,2016,32,Maine,0,12,71,327,716,0,0,1,8,5,0,0,2,1,2
26,2016,32,Mass.,0,5,129,96,"3,424",0,1,4,32,31,0,0,2,7,7
27,2016,32,N.H.,2,4,29,334,521,0,0,2,7,5,0,0,1,0,0
28,2016,32,R.I.,4,11,77,350,499,0,0,3,3,5,0,0,1,0,3
29,2016,32,Vt.,1,5,55,145,412,0,0,2,3,0,0,0,0,0,1
30,2016,32,MID. ATLANTIC,331,268,983,"11,309","11,945",12,7,16,188,197,1,0,4,24,21
31,2016,32,N.J.,0,55,164,"1,889","3,584",0,1,4,31,48,0,0,2,5,4
32,2016,32,N.Y. (Upstate),215,44,233,"1,796","1,787",3,1,7,33,28,0,0,1,6,5
33,2016,32,N.Y. City,7,4,563,652,568,9,3,12,100,97,1,0,2,7,6
34,2016,32,Pa.,109,131,684,"6,972","6,006",0,0,4,24,24,0,0,2,6,6
35,2016,32,E.N. CENTRAL,3,28,151,"1,329","2,022",0,2,9,80,73,1,1,3,25,42
36,2016,32,Ill.,0,2,22,101,227,0,1,4,31,31,0,0,2,9,13
37,2016,32,Ind.,0,1,12,74,121,0,0,2,6,7,0,0,2,5,3
38,2016,32,Mich.,1,2,13,91,88,0,0,3,12,10,0,0,1,3,7
39,2016,32,Ohio,1,2,14,95,103,0,0,4,23,23,1,0,2,5,12
40,2016,32,Wis.,1,20,113,968,"1,483",0,0,2,8,2,0,0,1,3,7
41,2016,32,W.N. CENTRAL,0,9,76,199,"1,681",0,1,5,21,62,0,0,2,8,21
42,2016,32,Iowa,0,3,19,149,257,0,0,2,8,9,0,0,1,2,5
43,2016,32,Kans.,0,0,3,21,16,0,0,1,3,5,0,0,1,2,4
44,2016,32,Minn.,0,0,65,0,"1,374",0,0,3,0,27,0,0,1,1,5
45,2016,32,Mo.,0,0,2,0,1,0,0,2,0,14,0,0,1,0,6
46,2016,32,Nebr.,0,0,3,10,4,0,0,1,3,3,0,0,1,2,1
47,2016,32,N. Dak.,0,0,4,16,25,0,0,1,4,1,0,0,0,0,0
48,2016,32,S. Dak.,0,0,1,3,4,0,0,1,3,3,0,0,1,1,0
49,2016,32,S. ATLANTIC,67,71,162,"2,238","2,554",14,7,15,252,179,0,1,4,38,44
50,2016,32,Del.,8,8,22,281,280,0,0,2,11,1,0,0,0,0,0
51,2016,32,D.C.,N,0,0,N,N,0,0,2,5,8,0,0,0,0,3
52,2016,32,Fla.,11,3,14,104,79,4,1,4,39,23,0,0,2,10,16
53,2016,32,Ga.,0,0,1,0,6,0,1,4,27,34,0,0,3,11,11
54,2016,32,Md.,37,27,86,"1,033","1,076",7,3,9,111,63,0,0,1,1,1
55,2016,32,N.C.,0,3,56,113,96,0,0,6,17,14,0,0,1,2,4
56,2016,32,S.C.,0,0,3,17,28,0,0,1,2,2,0,0,1,4,2
