date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,31.806666666662235,31.999999999994643,30.999999999994873,31.999999999994873,30.99999999999464,32.999999999994635,30.999999999991594,32.999999999994635,29.99999999999487,33.39999999999661,29.99999999999159,33.999999999994635,29.99999999999159,33.99999999999472,28.999999999991825,34.99999999999464,28.999999999991825,34.99999999999769,27.999999999992507,34.999999999997925,26.9999999999951,35.99999999999464,26.999999999991825,36.99999999999441,26.799999999992483,36.999999999997684,25.999999999995104,37.99999999999441,24.9999999999951,38.99999999999441,24.999999999993197,38.999999999997684,22.99999999999838,39.999999999997684,21.99999999999861,40.999999999997684,20.94999999999877,42.050000000000836,18.99999999999872,44.999999999996824,16.999999999998842,46.99999999999573
2009-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
