date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,forecast_date,add
2018-01-31,10.928586686033828,10.928586686033828,10.620159352835538,11.245971268996778,10.319269036122211,11.57388246551976,10.024603487936849,11.914087883663159,9.734922225595152,12.268614395309582,9.449022657883475,12.639826496183721,9.165706088185495,13.03052986917234,8.883740872309087,13.444111964863316,8.601819292676161,13.884737971169129,8.318503287585031,14.35763175479,8.032151536191405,14.869491246026433,7.740815491798943,15.429124629141592,7.442082499346939,16.048465864848513,7.132824885603266,16.744278581017575,6.808771784441017,17.541196964051434,6.4637191965251715,18.477598318064672,6.087918424100801,19.61820094062718,5.664295584576259,21.08541215246107,5.157465985829843,23.15749774837124,4.4664138628978165,26.74047023413699,3.9278751534991168,30.406772691784518,2017-12-31,0
2018-02-28,11.118642462337466,11.118642462337466,10.803518406797524,11.442958261403984,10.496133014973749,11.77807198412328,10.195144191308502,12.125793209544309,9.899283775018072,12.488197430734635,9.607322919612177,12.867706356880126,9.318037379294166,13.267194063848901,9.030169925672283,13.69013110748191,8.742386391828779,14.140785440556735,8.453220394969135,14.624510474004401,8.160999106912506,15.14817102486654,7.863737451005199,15.720795738099216,7.558978487673241,16.354618604470588,7.243538178740708,17.066826619085457,6.913069885632136,17.882679077529595,6.561260995619285,18.841532182279156,6.178194115258768,20.009764649506465,5.746503101886425,21.51294587567719,5.2302044908100305,23.63659211078903,4.526598857598767,27.310617550695195,3.9785996770913186,31.072291820943672,2017-12-31,0
2018-03-31,14.320069128754609,14.320069128754609,13.912501173920914,14.739576822944352,13.514991006666198,15.173105165305984,13.125801060790009,15.622999228968087,12.7432901815931,16.091949326282602,12.365868834332472,16.583095179124992,11.991954234215696,17.100163646990648,11.619921812921772,17.647655737603316,11.248048503935335,18.231107358806756,10.874441469310762,18.857463202228086,10.49694243891537,19.535629641263398,10.112991409177138,20.27732167024517,9.719421069529895,21.098415058401137,9.312128130555655,22.021215449069924,8.885512590712905,23.078508725162703,8.431443455269536,24.321384700047822,7.937149111330324,25.836024619920554,7.380269552809444,27.785486476472805,6.714482669975268,30.54060750938927,5.807614725383418,35.3095702020372,5.101719535417093,40.195149582158614,2017-12-31,0
2018-04-30,11.731057376707662,11.731057376707662,11.395782003271192,12.076196888998378,11.068820488752996,12.432915260974765,10.748742019653967,12.803145421480455,10.43419573810321,13.189105382895974,10.123873882640083,13.593384189780089,9.816474898805174,14.0190555769014,9.51066357536135,14.469832318758955,9.205024500235604,14.95028146552841,8.898003608868079,15.466132991725514,8.587829772317745,16.024736263311613,8.272403112966286,16.635759318825176,7.949126600301834,17.31230537583611,7.614636851379701,18.072786642566182,7.264344918611452,18.944269403153882,6.8915893542147515,19.968936061380845,6.485908886049174,21.217952578953927,6.028991706012097,22.82599046178405,5.482909393667067,25.099394736407657,4.739465275815896,29.03654719823144,4.161114733978631,33.07231738934165,2017-12-31,0
2018-05-31,11.396114879242942,11.396114879242942,11.069063780359537,11.732829164047331,10.750161526840769,12.080882135272313,10.438010986138204,12.442163024485518,10.131293646875685,12.818840206152002,9.828733651168383,13.213445287070527,9.529061830830555,13.62898432673752,9.230976880270942,14.069088897673684,8.933100061187897,14.538226757938325,8.633918358228547,15.042003983872345,8.331708262298243,15.587611838088803,8.024427251949614,16.18451140040541,7.709550202749369,16.845526772053162,7.383807926918404,17.588679936736053,7.042741219045007,18.440466616848497,6.67987845800746,19.44218523695141,6.285058493114503,20.663520392559747,5.840498105105695,22.236362721763452,5.309370718581439,24.460796057503686,4.586648769153928,28.31510343986052,4.024745228151844,32.26823736133458,2017-12-31,0
2018-06-30,9.339024223981607,9.339024223981607,9.069908194449695,9.616125277815678,8.807529385047884,9.90259238920962,8.550736988096034,10.19998318010898,8.298445403616853,10.510085831028281,8.049604632458049,10.834988479363654,7.803170699909282,11.177171025763826,7.55807375438395,11.539629843586283,7.313180883104559,11.926051720888125,7.0672494788815925,12.341063339668263,6.818864746474537,12.790600297682696,6.56635075508763,13.28247251923589,6.307636383918847,13.827267164365031,6.040041104772328,14.439864223308591,5.759909652643466,15.142142623033596,5.461938380373763,15.968208973120444,5.137801631327639,16.9756210368865,4.7729311700900725,18.27333568157643,4.33716392054601,20.109309920925316,3.7444974196263976,23.292144093617043,3.283976185108818,26.558467095955873,2017-12-31,0
2018-07-31,9.119080223677088,9.119080223677088,8.855232353683562,9.390789626346397,8.598020952193295,9.671716850683602,8.346316591304676,9.96339202043851,8.099054276094723,10.267572149912333,7.855204406621742,10.586309384356536,7.613743796452657,10.92204129125054,7.3736244421345,11.277713528597651,7.133737151458827,11.656950958566378,6.892865960628359,12.06430309262504,6.649627079554367,12.505607176309727,6.4023820236763545,12.98854454769134,6.1491067255001175,13.523529162537868,5.887182412035876,14.12519917097344,5.613039008929854,14.815080385787816,5.321497667309097,15.626733172638708,5.004430244864448,16.616801525247556,4.6476166984205,17.892530628465945,4.221620429624271,19.69803432405212,3.6425308695129677,22.829627834280327,3.19281852809757,26.045208455805266,2017-12-31,0
2018-08-31,8.128625351626994,8.128625351626994,7.892485319583728,8.371830599818972,7.662312578634925,8.623316972391715,7.437095277221513,8.884456584748559,7.215879677717555,9.156825371014646,6.997744158040025,9.442264337600431,6.781773287559848,9.742960624814307,6.567029917157504,10.061557650968188,6.352522702083684,10.401308772252014,6.137165427968206,10.766297712295493,5.919722559068771,11.16176466849609,5.698731792636386,11.594606047698411,5.472387396583376,12.074172626807451,5.2383538479777,12.613609546942229,4.9934480891748025,13.232249324941371,4.733053748467025,13.960236586899898,4.449926914255272,14.848457374759183,4.131396784278395,15.993271418168543,3.751238742136745,17.614061553831235,3.234716340279693,20.42669067588161,2.833822811629983,23.316401376946974,2017-12-31,0
2018-09-30,7.843202950439918,7.843202950439918,7.614442145038694,8.078836420324107,7.391488924743525,8.32252245090443,7.173362057811817,8.575592870681671,6.959137042128559,8.839577687490669,6.747920909535634,9.11626460156936,6.538827124999204,9.407777778158787,6.330948587997443,9.716684895911886,6.123326242260805,10.046146504040756,5.9149097899605385,10.400130298893338,5.704505125348806,10.783728153461514,5.490699597646114,11.203641981827147,5.271749456506799,11.668959807234739,5.045400083116439,12.192458775993114,4.80857952500933,12.79293234142157,4.556833567813298,13.499688238846353,4.28317413078171,14.362206775507012,3.975380110133165,15.474201414095418,3.6081623648505095,17.049075485365,3.109467886350143,19.78339534935541,2.7226324356253118,22.594248021459784,2017-12-31,0
2018-10-31,9.353076559916461,9.353076559916461,9.079194089494651,9.635220953903838,8.81229662959464,9.927042269761042,8.551208206822146,10.230138130172909,8.294821281903616,10.546344298762584,8.042066572436786,10.87780613946744,7.79188301641988,11.227073218541854,7.543185494645267,11.597227881742906,7.294827334261091,11.992064668178987,7.045553413105541,12.41634773117124,6.793937443202266,12.876191732260896,6.538292834705463,13.379645627267097,6.276538489583047,13.93762521823874,6.005984487625827,14.565479034435489,5.7229667754407965,15.285785252338954,5.422173832831252,16.133758125932303,5.095274217689052,17.16885831815644,4.727700114547146,18.5037204171395,4.289311958398004,20.394888966838234,3.6942577876145535,23.68000452728182,3.232939116350542,27.05898193171338,2017-12-31,0
