date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,forecast_date,add
2017-07-31,9.386111871184536,9.386111871184536,9.11900303467457,9.661044713265113,8.858484873397572,9.945165264429905,8.603418667451896,10.240010333529879,8.352728867538907,10.547342964856618,8.105373740100644,10.869220702622082,7.860315960245596,11.208085845907728,7.616490802829523,11.56688799855998,7.37276897066458,11.949254941925846,7.127909879859447,12.359737643053432,6.8804989599077535,12.804172571166614,6.628858315435792,13.290236699319088,6.3709119826722125,13.828333572651092,6.103970499872395,14.433080248378168,5.824363370619857,15.125961491824873,5.526761134741585,15.940456609314008,5.202792591149363,16.933040192349676,4.8378017134653755,18.21056365604634,4.401426175254729,20.016034019539727,3.807030654077532,23.141157522341587,3.344352474525873,26.34264681412835,2017-06-30,0
2017-08-31,8.83891758608191,8.83891758608191,8.586279246394435,9.098989428553127,8.339906203024295,9.367786902113735,8.098720280736536,9.646766573649694,7.861703562459486,9.937599843704447,7.627870614756024,10.242237714731734,7.396240691056303,10.562996440613448,7.165807694213186,10.902673840471584,6.935505106040983,11.26471149527352,6.704161945206974,11.653427338431653,6.470443686091556,12.074359639584477,6.232768108435176,12.534793968640496,5.989178411053689,13.044604573701978,5.737140380727686,13.617666452086832,5.473196394988294,14.274376151582473,5.1923272928833075,15.046521470368317,4.886650913633609,15.987731776701624,4.542370073535542,17.199493398550537,4.130907397405063,18.912664114093975,3.5707419112069774,21.879616627666007,3.134975092614527,24.920920194103257,2017-06-30,0
2017-09-30,8.260065858463456,8.260065858463456,8.02294785496423,8.50419187804354,7.791739839405805,8.756540823025828,7.565428794870167,9.018482605033167,7.343058737253973,9.291589571523517,7.123704637410242,9.577697484515243,6.906446347758936,9.87898617474862,6.690340454827765,10.1980890878161,6.474387444613154,10.538246061088229,6.25749049796412,10.903522427777062,6.0384002455149055,11.299133083606261,5.815636110759935,11.731938980831135,5.587367737582647,12.21123992380579,5.351225482829319,12.75010522451009,5.103977189789486,13.367749394069635,4.840932120423686,14.094122018009655,4.554725404418775,14.979758806087732,4.232467805632341,16.12030879369207,3.8474678540748704,17.733400400965618,3.3236040851765853,20.528524528675504,2.9163254184328276,23.395430274999384,2017-06-30,0
2017-10-31,8.814185643734044,8.814185643734044,8.5600722519921,9.07584261851614,8.312324011394105,9.346347478240029,8.06985413999349,9.627171348386975,7.83163748502037,9.92000315525397,7.596682565330079,10.226815178084472,7.364003645654735,10.54994976924674,7.132590618962225,10.892237156534161,6.901373904672847,11.257159753307143,6.669180430701508,11.649087825628886,6.434674648096751,12.073628087037232,6.196274580421926,12.538157816259517,5.952025303845379,13.05267780229611,5.69939677388781,13.63124408501422,5.434939041315898,14.294524367544188,5.153646498815101,15.074737582422344,4.847661534057075,16.02625678719521,4.503235188106645,17.252012234979784,4.091901301119161,18.98625182893797,3.5324980702404556,21.99289766545266,3.097852848524163,25.078618114226852,2017-06-30,0
2017-11-30,10.424903276685493,10.424903276685493,10.12307111524512,10.735734945552279,9.828836713556603,11.057118100085127,9.540907830161366,11.390803712062464,9.258066027419332,11.738802467640411,8.97913345106301,12.103462869836491,8.702939679445535,12.487574581830476,8.428286005687841,12.894508830728574,8.153903845719652,13.32841426445054,7.878402619138793,13.794497892788302,7.600199945557145,14.2994406866596,7.317422334403863,14.852034413440995,7.02775555558073,15.464198700244548,6.728205581041351,16.152688412863167,6.414690950756027,16.94214252292843,6.081291210874308,17.87097584373421,5.718714582733116,19.00402734845139,5.310705749845923,20.464061359716826,4.823615989401728,22.53052659395619,4.161531726746457,26.115049809608053,3.647415891080886,29.796056049983857,2017-06-30,0
2017-12-31,10.056966165764605,10.056966165764605,9.764555878956005,10.35813299786737,9.479542184851464,10.669562568217932,9.20067184220408,10.992954666134974,8.92676369021476,11.330261668089564,8.656676452298935,11.683764435076444,8.389276638133573,12.056172757444793,8.12340399377925,12.450761840330369,7.857831305297091,12.871562716185087,7.5912140646743556,13.323635402405529,7.322023093177085,13.813473021354188,7.048448720300156,14.349621097197527,6.768256448750167,14.943666692477517,6.4785563958002355,15.611899052835339,6.175410204446498,16.378275306555025,5.8531063772103895,17.280152100625056,5.502682933220399,18.380591738027178,5.108464489665536,19.799015665851503,4.638009188379771,21.80732386489016,3.998867132761986,25.29280546249998,3.5028644675666794,28.874245462769593,2017-06-30,0
2018-01-31,10.449115070417317,10.449115070417317,10.144057501283358,10.763346495325868,9.846753012891373,11.088325828004272,9.555892790922805,11.425829919161169,9.27024380900301,11.77790012909755,8.988615226570664,12.146921745195026,8.70982492050375,12.535729104932159,8.432663494305169,12.947748457952525,8.155852441384127,13.387197296606892,7.877991793821103,13.859370333497674,7.597490082449017,14.37106262330616,7.312464765032865,14.931218031562244,7.020592279385491,15.55196504936178,6.718868562252623,16.250355955499803,6.403200800613782,17.051473029606754,6.067654897457915,17.994432379561612,5.702921468932875,19.14527603958971,5.29272050496906,20.62908964346693,4.8033652767032455,22.730731365439684,4.138882201239176,26.380070861193577,3.6235156068500847,30.132064437204335,2017-06-30,0
2018-02-28,10.647989801696,10.647989801696,10.335834621170156,10.969572460534001,10.03165099274165,11.302196109001132,9.73409821660131,11.64768264035545,9.441913758728774,12.008125652726473,9.153878852677698,12.38597196246006,8.868784270722657,12.784129521709913,8.58539355081754,13.206114099012444,8.30240028819419,13.656253960465524,8.018374731807919,14.139983551437,7.731692374992178,14.66427805427744,7.440432475234719,15.238319438339545,7.142225272914381,15.874560446447179,6.834008026962722,16.59051121533611,6.511609178041673,17.411930556176326,6.168981909431757,18.378994861968362,5.796641958714216,19.559546307077998,5.37800662340977,21.082102488214655,4.878769550123057,23.239401995153113,4.201216532849364,26.98734662460381,3.676026085800986,30.8430038771929,2017-06-30,0
2018-03-31,13.715300434825114,13.715300434825114,13.311567915187709,14.13127793930963,12.918194616796914,14.561590965112428,12.533444658319207,15.008600679674625,12.1556840475097,15.475021009290826,11.783336172670241,15.964024386727326,11.414837554968946,16.47938177934287,11.048590357668031,17.025653040612617,10.6829072785325,17.608452560055763,10.315942691595545,18.234830460115656,9.94560062195421,18.913836697029197,9.56940401779848,19.657385733494202,9.18429798680857,20.481637931140305,8.786335656025148,21.409319354709563,8.370142790635477,22.473865825559272,7.92793112554458,23.727434438905075,7.447487500219698,25.258111008842214,6.907461907300379,27.232790935655288,6.263693980856035,30.031713968217485,5.390434124112328,34.896904717946256,4.713947360221216,39.90487199854654,2017-06-30,0
2018-04-30,11.234639218963835,11.234639218963835,10.902578017982538,11.576814050043927,10.579077217222366,11.930824947076035,10.262707559935752,12.298617849446982,9.952124239576813,12.682429935746796,9.646030276632574,13.084876862354475,9.343140144226197,13.509068303794951,9.042140765172105,13.958765037858592,8.741646293216236,14.43859819382401,8.44014165174829,14.954383894035203,8.13590711709923,15.51358890455004,7.826911224712949,16.12604445822232,7.510649619952431,16.80508674575605,7.183887823629118,17.569472335735696,6.842222891055439,18.446800168594162,6.479275668210596,19.480127848170124,6.085044747402642,20.742184095549206,5.642049803421633,22.370791251033562,5.11414154109172,24.680020559880056,4.39840818835885,28.696090261548676,3.8442797975458878,32.83244847600709,2017-06-30,0
