,year,mmwr_week,Reporting Area,Malaria cummulative for 2003,Malaria cummulative for 2002,Meningococcal Disease cummulative for 2003,Meningococcal Disease cummulative for 2002,Pertussis cummulative for 2003,Pertussis cummulative for 2002,"Rabies, Animal cummulative for 2003","Rabies, Animal cummulative for 2002",Rocky Mountain Spotted Fever cummulative for 2003,Rocky Mountain Spotted Fever cummulative for 2002
77,2003,6,Alaska,0,1,0,1,0,1,0,12,0,0
78,2003,6,Hawaii,0,2,1,1,0,3,0,0,0,0
79,2003,6,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,6,P.R.,0,0,0,1,0,0,0,11,0,0
81,2003,6,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,6,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,6,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,7,UNITED STATES,93,131,153,254,413,662,363,650,26,33
18,2003,7,NEW ENGLAND,2,12,7,19,85,138,50,64,1,0
19,2003,7,Maine,1,1,1,2,0,3,4,4,0,0
20,2003,7,N.H.,1,4,0,1,0,1,2,1,0,0
21,2003,7,Vt.,0,0,0,2,16,19,3,17,0,0
22,2003,7,Mass.,0,4,5,11,69,110,18,19,1,0
23,2003,7,R.I.,0,0,0,2,0,0,0,4,0,0
24,2003,7,Conn.,0,3,1,1,0,5,23,19,0,0
25,2003,7,MID. ATLANTIC,34,21,12,28,30,35,37,85,1,4
26,2003,7,Upstate N.Y.,4,3,3,6,28,26,34,54,0,0
27,2003,7,N.Y. City,28,7,7,5,0,4,1,4,1,0
28,2003,7,N.J.,2,9,1,6,2,0,0,14,0,0
29,2003,7,Pa.,0,2,1,11,0,5,2,13,0,4
30,2003,7,E.N. CENTRAL,6,18,26,39,49,90,4,2,1,2
31,2003,7,Ohio,3,7,11,16,44,50,0,1,1,2
32,2003,7,Ind.,0,0,4,6,0,3,2,1,0,0
33,2003,7,Ill.,1,6,0,5,0,11,0,0,0,0
34,2003,7,Mich.,2,4,8,7,4,11,2,0,0,0
35,2003,7,Wis.,0,1,3,5,1,15,0,0,0,0
36,2003,7,W.N. CENTRAL,4,8,10,14,14,61,52,39,1,1
37,2003,7,Minn.,2,0,1,0,0,1,4,3,0,0
38,2003,7,Iowa,2,2,4,3,1,22,5,4,1,0
39,2003,7,Mo.,0,2,4,6,7,23,0,1,0,1
40,2003,7,N. Dak.,0,0,0,0,0,0,8,0,0,0
41,2003,7,S. Dak.,0,0,0,2,1,2,0,15,0,0
42,2003,7,Nebr.,0,2,0,2,0,2,0,0,0,0
43,2003,7,Kans.,0,2,1,1,5,11,35,16,0,0
44,2003,7,S. ATLANTIC,27,34,40,35,60,38,184,188,20,23
45,2003,7,Del.,0,0,4,1,0,1,0,3,0,0
46,2003,7,Md.,12,14,3,1,12,7,2,48,4,5
47,2003,7,D.C.,0,2,0,0,0,0,0,0,0,0
48,2003,7,Va.,0,0,2,2,1,12,47,54,0,0
49,2003,7,W. Va.,1,0,0,0,0,0,7,18,0,0
50,2003,7,N.C.,4,4,4,5,27,7,66,54,16,18
51,2003,7,S.C.,0,2,0,2,0,10,13,6,0,0
52,2003,7,Ga.,3,11,6,7,14,0,36,0,0,0
53,2003,7,Fla.,7,1,21,17,6,1,13,5,0,0
54,2003,7,E.S. CENTRAL,3,3,9,10,14,23,4,109,1,2
55,2003,7,Ky.,0,0,0,0,3,6,3,1,0,0
56,2003,7,Tenn.,1,1,3,1,4,10,0,108,1,2
57,2003,7,Ala.,2,1,3,8,7,1,1,0,0,0
58,2003,7,Miss.,0,1,3,1,0,6,0,0,0,0
59,2003,7,W.S. CENTRAL,1,1,11,40,0,111,10,122,0,1
60,2003,7,Ark.,0,0,1,5,0,93,0,0,0,0
61,2003,7,La.,1,1,7,3,0,0,0,0,0,0
62,2003,7,Okla.,0,0,3,4,0,2,10,16,0,0
63,2003,7,Tex.,0,0,0,28,0,16,0,106,0,1
64,2003,7,MOUNTAIN,3,4,5,19,108,82,10,15,0,0
65,2003,7,Mont.,0,0,0,0,0,2,1,0,0,0
66,2003,7,Idaho,0,0,0,0,2,5,0,0,0,0
67,2003,7,Wyo.,0,0,0,0,0,2,0,1,0,0
68,2003,7,Colo.,2,2,1,6,51,45,0,0,0,0
69,2003,7,N. Mex.,0,0,1,0,10,13,0,0,0,0
70,2003,7,Ariz.,1,0,3,7,35,9,9,14,0,0
71,2003,7,Utah,0,1,0,1,7,5,0,0,0,0
72,2003,7,Nev.,0,1,0,5,3,1,0,0,0,0
73,2003,7,PACIFIC,13,30,33,50,53,84,12,26,1,0
74,2003,7,Wash.,4,0,2,7,15,4,0,0,0,0
75,2003,7,Oreg.,5,0,9,11,32,11,0,0,0,0
76,2003,7,Calif.,4,27,21,30,6,65,12,12,1,0
77,2003,7,Alaska,0,1,0,1,0,1,0,14,0,0
78,2003,7,Hawaii,0,2,1,1,0,3,0,0,0,0
79,2003,7,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,7,P.R.,0,0,0,1,0,0,0,12,0,0
81,2003,7,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,7,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,7,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,8,UNITED STATES,92,150,195,297,480,790,419,728,26,39
18,2003,8,NEW ENGLAND,5,12,11,24,106,145,57,71,2,0
19,2003,8,Maine,1,1,1,2,0,3,4,5,0,0
20,2003,8,N.H.,1,4,0,2,4,1,3,1,0,0
21,2003,8,Vt.,0,0,0,3,16,19,3,20,0,0
22,2003,8,Mass.,3,4,8,14,86,117,23,19,2,0
23,2003,8,R.I.,0,0,0,2,0,0,1,5,0,0
24,2003,8,Conn.,0,3,2,1,0,5,23,21,0,0
25,2003,8,MID. ATLANTIC,12,30,10,34,35,41,39,92,0,4
26,2003,8,Upstate N.Y.,6,5,3,9,33,31,37,59,0,0
27,2003,8,N.Y. City,4,12,5,6,0,5,0,4,0,0
28,2003,8,N.J.,2,9,1,7,2,0,0,16,0,0
29,2003,8,Pa.,0,4,1,12,0,5,2,13,0,4
30,2003,8,E.N. CENTRAL,9,19,31,42,61,101,4,2,1,2
31,2003,8,Ohio,5,7,15,18,52,56,0,1,1,2
32,2003,8,Ind.,0,0,4,6,3,5,2,1,0,0
33,2003,8,Ill.,1,6,0,6,0,12,0,0,0,0
34,2003,8,Mich.,3,5,9,7,5,11,2,0,0,0
35,2003,8,Wis.,0,1,3,5,1,17,0,0,0,0
36,2003,8,W.N. CENTRAL,4,11,16,18,20,71,62,42,1,1
37,2003,8,Minn.,2,0,3,0,3,10,4,4,0,0
38,2003,8,Iowa,2,2,4,4,3,23,6,4,1,0
39,2003,8,Mo.,0,4,7,8,8,23,0,1,0,1
40,2003,8,N. Dak.,0,0,0,0,0,0,10,0,0,0
41,2003,8,S. Dak.,0,0,0,2,1,2,6,15,0,0
42,2003,8,Nebr.,0,2,1,2,0,2,0,0,0,0
43,2003,8,Kans.,0,3,1,2,5,11,36,18,0,0
44,2003,8,S. ATLANTIC,34,37,49,44,63,48,216,224,20,29
45,2003,8,Del.,0,0,4,1,0,1,0,3,0,0
46,2003,8,Md.,12,16,3,1,12,7,2,56,4,5
47,2003,8,D.C.,0,2,0,0,0,0,0,0,0,0
48,2003,8,Va.,3,0,2,2,1,15,60,63,0,0
49,2003,8,W. Va.,2,0,0,0,0,0,8,21,0,0
50,2003,8,N.C.,4,5,4,7,28,9,81,64,16,22
51,2003,8,S.C.,0,2,0,6,0,14,13,8,0,2
52,2003,8,Ga.,3,11,6,7,14,1,36,0,0,0
53,2003,8,Fla.,10,1,30,20,8,1,16,9,0,0
54,2003,8,E.S. CENTRAL,5,3,12,14,15,26,5,109,1,2
55,2003,8,Ky.,1,0,0,2,3,7,3,1,0,0
56,2003,8,Tenn.,2,1,3,3,3,11,0,108,1,2
57,2003,8,Ala.,2,1,4,8,7,1,2,0,0,0
58,2003,8,Miss.,0,1,5,1,2,7,0,0,0,0
59,2003,8,W.S. CENTRAL,2,2,17,43,0,152,12,142,0,1
60,2003,8,Ark.,0,0,1,5,0,107,0,0,0,0
61,2003,8,La.,1,2,10,3,0,1,0,0,0,0
62,2003,8,Okla.,0,0,3,4,0,2,12,16,0,0
63,2003,8,Tex.,1,0,3,31,0,42,0,126,0,1
64,2003,8,MOUNTAIN,4,5,8,22,118,95,12,18,0,0
65,2003,8,Mont.,0,0,0,0,0,2,1,0,0,0
66,2003,8,Idaho,0,0,0,0,2,6,0,0,0,0
67,2003,8,Wyo.,0,0,0,0,0,2,0,1,0,0
68,2003,8,Colo.,3,2,3,8,57,53,0,0,0,0
69,2003,8,N. Mex.,0,0,2,0,12,15,0,0,0,0
70,2003,8,Ariz.,1,0,3,7,35,9,11,17,0,0
71,2003,8,Utah,0,2,0,1,9,6,0,0,0,0
72,2003,8,Nev.,0,1,0,6,3,2,0,0,0,0
73,2003,8,PACIFIC,17,31,41,56,62,111,12,28,1,0
74,2003,8,Wash.,4,1,2,9,17,19,0,0,0,0
75,2003,8,Oreg.,5,0,11,12,39,11,0,0,0,0
76,2003,8,Calif.,8,27,27,33,6,77,12,13,1,0
77,2003,8,Alaska,0,1,0,1,0,1,0,15,0,0
78,2003,8,Hawaii,0,2,1,1,0,3,0,0,0,0
79,2003,8,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,8,P.R.,0,0,0,0,0,0,0,0,N,N
81,2003,8,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,8,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,8,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,9,UNITED STATES,102,170,231,347,565,922,500,849,29,44
18,2003,9,NEW ENGLAND,5,13,12,27,122,163,61,88,1,0
19,2003,9,Maine,1,1,1,2,0,3,4,5,0,0
20,2003,9,N.H.,1,4,0,2,4,1,3,1,0,0
21,2003,9,Vt.,0,0,0,3,16,24,3,20,0,0
22,2003,9,Mass.,3,5,9,17,102,130,27,27,1,0
23,2003,9,R.I.,0,0,0,2,0,0,1,6,0,0
24,2003,9,Conn.,0,3,2,1,0,5,23,29,0,0
25,2003,9,MID. ATLANTIC,15,32,11,37,45,48,47,104,0,4
26,2003,9,Upstate N.Y.,7,6,4,11,43,38,45,69,0,0
27,2003,9,N.Y. City,6,13,5,7,0,5,0,4,0,0
28,2003,9,N.J.,2,9,1,7,2,0,0,18,0,0
29,2003,9,Pa.,0,4,1,12,0,5,2,13,0,4
30,2003,9,E.N. CENTRAL,9,25,36,50,68,122,4,2,1,2
31,2003,9,Ohio,5,7,18,22,55,74,0,1,1,2
32,2003,9,Ind.,0,0,4,7,3,8,2,1,0,0
33,2003,9,Ill.,1,9,0,6,0,12,0,0,0,0
34,2003,9,Mich.,3,5,11,9,9,11,2,0,0,0
35,2003,9,Wis.,0,4,3,6,1,17,0,0,0,0
36,2003,9,W.N. CENTRAL,4,16,18,24,37,77,68,46,2,2
37,2003,9,Minn.,2,5,3,4,19,10,6,5,0,0
38,2003,9,Iowa,2,2,4,5,4,26,7,4,1,0
39,2003,9,Mo.,0,4,9,9,8,23,0,1,1,2
40,2003,9,N. Dak.,0,0,0,0,0,0,12,0,0,0
41,2003,9,S. Dak.,0,0,0,2,1,4,6,16,0,0
42,2003,9,Nebr.,0,2,1,2,0,2,0,0,0,0
43,2003,9,Kans.,0,3,1,2,5,12,37,20,0,0
44,2003,9,S. ATLANTIC,39,39,53,47,70,52,273,271,22,33
45,2003,9,Del.,0,0,4,1,0,1,0,3,0,0
46,2003,9,Md.,16,17,4,1,13,10,2,58,4,6
47,2003,9,D.C.,0,2,0,0,0,0,0,0,0,0
48,2003,9,Va.,3,0,2,3,1,15,74,70,0,1
49,2003,9,W. Va.,2,0,1,0,0,0,9,21,0,0
50,2003,9,N.C.,4,5,5,7,34,9,96,76,18,23
51,2003,9,S.C.,0,2,0,7,0,15,13,8,0,3
52,2003,9,Ga.,4,12,7,7,14,1,63,19,0,0
53,2003,9,Fla.,10,1,30,21,8,1,16,16,0,0
54,2003,9,E.S. CENTRAL,5,4,12,16,16,35,5,111,1,2
55,2003,9,Ky.,1,0,0,3,3,8,3,3,0,0
56,2003,9,Tenn.,2,1,3,4,3,18,0,108,1,2
57,2003,9,Ala.,2,1,4,8,8,2,2,0,0,0
58,2003,9,Miss.,0,2,5,1,2,7,0,0,0,0
59,2003,9,W.S. CENTRAL,3,2,27,50,0,183,14,172,0,1
60,2003,9,Ark.,0,0,1,5,0,119,0,0,0,0
61,2003,9,La.,1,2,10,4,0,1,0,0,0,0
62,2003,9,Okla.,0,0,3,6,0,4,14,17,0,0
63,2003,9,Tex.,2,0,13,35,0,59,0,155,0,1
64,2003,9,MOUNTAIN,4,6,12,28,130,106,12,22,1,0
65,2003,9,Mont.,0,0,0,0,0,2,1,0,0,0
66,2003,9,Idaho,0,0,0,0,2,7,0,0,0,0
67,2003,9,Wyo.,0,0,0,0,0,2,0,1,0,0
68,2003,9,Colo.,3,2,4,8,65,62,0,0,0,0
69,2003,9,N. Mex.,0,0,2,0,13,16,0,0,0,0
70,2003,9,Ariz.,1,1,4,10,35,9,11,21,1,0
71,2003,9,Utah,0,2,0,1,9,6,0,0,0,0
72,2003,9,Nev.,0,1,2,9,6,2,0,0,0,0
73,2003,9,PACIFIC,18,33,50,68,77,136,16,33,1,0
74,2003,9,Wash.,4,1,6,10,28,25,0,0,0,0
75,2003,9,Oreg.,5,0,12,14,43,11,0,0,0,0
76,2003,9,Calif.,9,29,31,41,6,95,15,17,1,0
77,2003,9,Alaska,0,1,0,1,0,1,1,16,0,0
78,2003,9,Hawaii,0,2,1,2,0,4,0,0,0,0
79,2003,9,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,9,P.R.,0,0,0,0,0,0,0,0,N,N
81,2003,9,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,9,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,9,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,10,UNITED STATES,116,197,282,391,704,"1,093",545,998,39,49
18,2003,10,NEW ENGLAND,5,15,13,29,125,182,67,104,1,0
19,2003,10,Maine,1,1,1,2,0,3,6,5,0,0
20,2003,10,N.H.,1,4,1,3,7,1,3,1,0,0
21,2003,10,Vt.,0,0,0,3,16,28,5,21,0,0
22,2003,10,Mass.,3,6,9,18,102,145,27,31,1,0
23,2003,10,R.I.,0,0,0,2,0,0,1,6,0,0
24,2003,10,Conn.,0,4,2,1,0,5,25,40,0,0
25,2003,10,MID. ATLANTIC,22,46,15,40,58,58,48,123,1,4
26,2003,10,Upstate N.Y.,8,7,5,12,44,48,46,82,0,0
27,2003,10,N.Y. City,9,25,5,7,0,5,0,5,0,0
28,2003,10,N.J.,2,10,3,8,5,0,0,20,1,0
29,2003,10,Pa.,3,4,2,13,9,5,2,16,0,4
30,2003,10,E.N. CENTRAL,9,27,40,57,72,131,4,2,1,2
31,2003,10,Ohio,5,7,18,22,55,80,0,1,1,2
32,2003,10,Ind.,0,0,6,9,4,8,2,1,0,0
33,2003,10,Ill.,1,9,0,7,0,13,0,0,0,0
34,2003,10,Mich.,3,7,13,12,10,13,2,0,0,0
35,2003,10,Wis.,0,4,3,7,3,17,0,0,0,0
36,2003,10,W.N. CENTRAL,4,18,24,28,49,101,71,57,2,2
37,2003,10,Minn.,2,7,4,4,27,26,6,5,0,0
38,2003,10,Iowa,2,2,4,5,6,26,9,5,1,0
39,2003,10,Mo.,0,4,14,13,9,29,0,1,1,2
40,2003,10,N. Dak.,0,0,0,0,0,0,12,0,0,0
41,2003,10,S. Dak.,0,0,0,2,1,5,6,18,0,0
42,2003,10,Nebr.,0,2,1,2,1,2,0,0,0,0
43,2003,10,Kans.,0,3,1,2,5,13,38,28,0,0
44,2003,10,S. ATLANTIC,42,44,69,54,78,58,300,337,31,38
45,2003,10,Del.,0,1,6,1,1,1,0,3,0,0
46,2003,10,Md.,16,18,5,1,14,10,2,63,4,8
47,2003,10,D.C.,0,2,0,0,0,0,0,0,0,0
48,2003,10,Va.,3,3,4,4,1,15,89,88,0,1
49,2003,10,W. Va.,2,0,1,0,0,1,9,22,0,0
50,2003,10,N.C.,4,5,5,8,36,10,104,87,27,26
51,2003,10,S.C.,0,2,0,10,0,18,13,11,0,3
52,2003,10,Ga.,4,12,10,8,14,2,63,47,0,0
53,2003,10,Fla.,13,1,38,22,12,1,20,16,0,0
54,2003,10,E.S. CENTRAL,5,4,16,19,17,40,8,111,1,2
55,2003,10,Ky.,1,0,0,3,3,9,3,3,0,0
56,2003,10,Tenn.,2,1,2,4,4,22,0,108,1,2
57,2003,10,Ala.,2,1,5,9,8,2,5,0,0,0
58,2003,10,Miss.,0,2,9,3,2,7,0,0,0,0
59,2003,10,W.S. CENTRAL,5,2,30,58,1,219,17,204,0,1
60,2003,10,Ark.,1,0,2,7,0,131,0,0,0,0
61,2003,10,La.,1,2,11,4,1,1,0,0,0,0
62,2003,10,Okla.,0,0,3,6,0,7,17,21,0,0
63,2003,10,Tex.,3,0,14,41,0,80,0,183,0,1
64,2003,10,MOUNTAIN,5,7,14,31,159,123,12,23,1,0
65,2003,10,Mont.,0,0,0,1,0,2,1,0,0,0
66,2003,10,Idaho,0,0,0,0,2,12,0,0,0,0
67,2003,10,Wyo.,0,0,0,0,7,3,0,1,0,0
68,2003,10,Colo.,4,2,4,9,73,71,0,0,0,0
69,2003,10,N. Mex.,0,0,2,1,13,18,0,0,0,0
70,2003,10,Ariz.,1,2,6,10,44,9,11,22,1,0
71,2003,10,Utah,0,2,0,1,14,6,0,0,0,0
72,2003,10,Nev.,0,1,2,9,6,2,0,0,0,0
73,2003,10,PACIFIC,19,34,61,75,145,181,18,37,1,0
74,2003,10,Wash.,4,1,8,11,29,53,0,0,0,0
75,2003,10,Oreg.,5,0,20,15,49,12,0,0,0,0
76,2003,10,Calif.,10,30,31,46,67,111,17,20,1,0
77,2003,10,Alaska,0,1,0,1,0,1,1,17,0,0
78,2003,10,Hawaii,0,2,2,2,0,4,0,0,0,0
79,2003,10,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,10,P.R.,0,0,0,0,0,0,0,0,N,N
81,2003,10,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,10,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,10,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,11,UNITED STATES,132,237,342,436,824,"1,235",648,"1,145",40,59
18,2003,11,NEW ENGLAND,5,15,18,32,134,190,74,121,1,0
19,2003,11,Maine,1,1,1,2,0,3,6,5,0,0
20,2003,11,N.H.,1,4,1,4,9,1,3,1,0,0
21,2003,11,Vt.,0,0,0,3,16,29,6,24,0,0
22,2003,11,Mass.,3,6,14,19,109,152,29,38,1,0
23,2003,11,R.I.,0,0,0,2,0,0,2,6,0,0
24,2003,11,Conn.,0,4,2,2,0,5,28,47,0,0
25,2003,11,MID. ATLANTIC,26,55,20,45,80,71,47,153,1,6
26,2003,11,Upstate N.Y.,8,8,7,12,53,55,47,93,0,0
27,2003,11,N.Y. City,11,28,5,7,0,5,0,5,0,0
28,2003,11,N.J.,2,11,3,9,5,0,0,22,1,0
29,2003,11,Pa.,5,8,5,17,22,11,0,33,0,6
30,2003,11,E.N. CENTRAL,11,30,48,63,75,167,4,3,1,2
31,2003,11,Ohio,5,7,19,23,56,102,0,1,1,2
32,2003,11,Ind.,0,1,12,10,6,12,2,1,0,0
33,2003,11,Ill.,1,10,0,7,0,19,0,1,0,0
34,2003,11,Mich.,5,8,14,14,9,15,2,0,0,0
35,2003,11,Wis.,0,4,3,9,4,19,0,0,0,0
36,2003,11,W.N. CENTRAL,4,18,29,38,52,112,88,63,2,3
37,2003,11,Minn.,2,7,4,6,27,32,6,5,0,0
38,2003,11,Iowa,2,2,5,5,7,26,9,6,1,0
39,2003,11,Mo.,0,4,17,17,10,32,0,1,1,3
40,2003,11,N. Dak.,0,0,0,0,0,0,14,0,0,0
41,2003,11,S. Dak.,0,0,0,2,1,5,6,18,0,0
42,2003,11,Nebr.,0,2,1,4,2,2,11,0,0,0
43,2003,11,Kans.,0,3,2,4,5,15,42,33,0,0
44,2003,11,S. ATLANTIC,46,68,77,64,114,80,355,387,32,44
45,2003,11,Del.,0,1,6,1,1,1,0,3,0,0
46,2003,11,Md.,18,19,7,2,14,11,2,74,5,8
47,2003,11,D.C.,0,2,0,0,0,0,0,0,0,0
48,2003,11,Va.,3,4,4,7,28,22,101,100,0,1
49,2003,11,W. Va.,2,0,1,0,1,1,12,25,0,0
50,2003,11,N.C.,4,6,5,10,41,11,130,101,27,27
51,2003,11,S.C.,1,2,3,10,2,18,25,15,0,4
52,2003,11,Ga.,4,33,10,8,14,10,63,47,0,4
53,2003,11,Fla.,14,1,41,26,13,6,22,22,0,0
54,2003,11,E.S. CENTRAL,5,5,19,20,19,40,9,111,1,3
55,2003,11,Ky.,1,1,0,3,3,9,4,3,0,0
56,2003,11,Tenn.,2,1,3,5,6,22,0,108,1,3
57,2003,11,Ala.,2,1,6,9,8,2,5,0,0,0
58,2003,11,Miss.,0,2,10,3,2,7,0,0,0,0
59,2003,11,W.S. CENTRAL,7,2,49,59,5,238,39,235,0,1
60,2003,11,Ark.,1,0,3,7,0,140,13,0,0,0
61,2003,11,La.,1,2,17,4,3,1,0,0,0,0
62,2003,11,Okla.,0,0,4,6,2,9,26,22,0,0
63,2003,11,Tex.,5,0,25,42,0,88,0,213,0,1
64,2003,11,MOUNTAIN,8,7,15,33,176,141,14,27,1,0
65,2003,11,Mont.,0,0,1,1,0,2,1,0,0,0
66,2003,11,Idaho,1,0,0,0,6,20,0,0,0,0
67,2003,11,Wyo.,0,0,0,0,15,4,0,1,0,0
68,2003,11,Colo.,6,2,4,10,78,74,0,0,0,0
69,2003,11,N. Mex.,0,0,2,1,13,20,0,0,0,0
70,2003,11,Ariz.,1,2,6,10,44,12,13,26,1,0
71,2003,11,Utah,0,2,0,1,14,7,0,0,0,0
72,2003,11,Nev.,0,1,2,10,6,2,0,0,0,0
73,2003,11,PACIFIC,20,37,67,82,169,196,18,45,1,0
74,2003,11,Wash.,4,1,8,12,53,56,0,0,0,0
75,2003,11,Oreg.,5,0,21,17,49,12,0,0,0,0
76,2003,11,Calif.,11,33,36,49,67,123,17,26,1,0
77,2003,11,Alaska,0,1,0,1,0,1,1,19,0,0
78,2003,11,Hawaii,0,2,2,3,0,4,0,0,0,0
79,2003,11,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,11,P.R.,0,0,0,0,0,0,0,0,N,N
81,2003,11,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,11,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,11,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,12,UNITED STATES,179,242,402,482,892,"1,328",724,"1,308",51,65
18,2003,12,NEW ENGLAND,5,15,19,33,140,196,78,145,1,0
19,2003,12,Maine,1,1,1,2,0,3,6,10,0,0
20,2003,12,N.H.,1,4,1,4,9,1,3,3,0,0
21,2003,12,Vt.,0,0,0,3,16,30,6,28,0,0
22,2003,12,Mass.,3,6,15,19,115,157,31,43,1,0
23,2003,12,R.I.,0,0,0,2,0,0,4,6,0,0
24,2003,12,Conn.,0,4,2,3,0,5,28,55,0,0
25,2003,12,MID. ATLANTIC,31,56,25,47,87,74,52,168,1,6
26,2003,12,Upstate N.Y.,9,8,8,12,58,58,52,105,0,0
27,2003,12,N.Y. City,15,29,7,7,0,5,0,5,0,0
28,2003,12,N.J.,2,11,3,9,6,0,0,24,1,0
29,2003,12,Pa.,5,8,7,19,23,11,0,34,0,6
30,2003,12,E.N. CENTRAL,12,31,51,67,80,182,5,3,1,2
31,2003,12,Ohio,5,7,20,24,59,109,0,1,1,2
32,2003,12,Ind.,0,1,13,11,7,12,2,1,0,0
33,2003,12,Ill.,1,10,0,9,0,24,1,1,0,0
34,2003,12,Mich.,6,9,15,14,10,18,2,0,0,0
35,2003,12,Wis.,0,4,3,9,4,19,0,0,0,0
36,2003,12,W.N. CENTRAL,6,18,38,45,58,114,102,72,2,4
37,2003,12,Minn.,4,7,8,7,27,32,6,7,0,0
38,2003,12,Iowa,2,2,5,5,7,27,15,7,1,0
39,2003,12,Mo.,0,4,20,20,10,33,0,1,1,4
40,2003,12,N. Dak.,0,0,0,0,0,0,14,0,0,0
41,2003,12,S. Dak.,0,0,0,2,1,5,6,18,0,0
42,2003,12,Nebr.,0,2,2,7,1,2,17,0,0,0
43,2003,12,Kans.,0,3,3,4,12,15,44,39,0,0
44,2003,12,S. ATLANTIC,55,68,83,73,119,82,396,459,43,47
45,2003,12,Del.,0,1,7,3,1,1,0,3,0,0
46,2003,12,Md.,19,19,8,2,16,12,2,84,5,8
47,2003,12,D.C.,1,2,0,0,0,0,0,0,0,0
48,2003,12,Va.,6,4,4,10,28,22,112,123,1,1
49,2003,12,W. Va.,2,0,1,0,1,1,15,31,0,0
50,2003,12,N.C.,5,6,6,11,42,11,152,120,34,28
51,2003,12,S.C.,1,2,3,10,2,18,28,17,2,5
52,2003,12,Ga.,4,33,12,9,14,11,63,59,0,5
53,2003,12,Fla.,17,1,42,28,15,6,24,22,1,0
54,2003,12,E.S. CENTRAL,6,5,19,21,20,44,12,114,1,5
55,2003,12,Ky.,1,1,0,3,3,9,7,6,0,0
56,2003,12,Tenn.,3,1,3,5,7,25,0,108,1,3
57,2003,12,Ala.,2,1,6,9,8,3,5,0,0,2
58,2003,12,Miss.,0,2,10,4,2,7,0,0,0,0
59,2003,12,W.S. CENTRAL,9,2,62,68,24,269,46,265,0,1
60,2003,12,Ark.,1,0,4,9,0,157,17,0,0,0
61,2003,12,La.,1,2,18,5,3,1,0,0,0,0
62,2003,12,Okla.,0,0,4,6,2,10,29,23,0,0
63,2003,12,Tex.,7,0,36,48,19,101,0,242,0,1
64,2003,12,MOUNTAIN,9,7,15,33,184,149,15,31,1,0
65,2003,12,Mont.,0,0,1,1,0,2,2,0,0,0
66,2003,12,Idaho,1,0,0,0,6,21,0,0,0,0
67,2003,12,Wyo.,0,0,0,0,16,4,0,1,0,0
68,2003,12,Colo.,7,2,4,10,81,80,0,0,0,0
69,2003,12,N. Mex.,0,0,2,1,13,20,0,0,0,0
70,2003,12,Ariz.,1,2,6,10,44,12,13,30,1,0
71,2003,12,Utah,0,2,0,1,18,7,0,0,0,0
72,2003,12,Nev.,0,1,2,10,6,3,0,0,0,0
73,2003,12,PACIFIC,46,40,90,95,180,218,18,51,1,0
74,2003,12,Wash.,5,1,8,14,54,66,0,0,0,0
75,2003,12,Oreg.,5,0,21,17,59,14,0,0,0,0
76,2003,12,Calif.,36,36,58,60,67,133,17,32,1,0
77,2003,12,Alaska,0,1,0,1,0,1,1,19,0,0
78,2003,12,Hawaii,0,2,3,3,0,4,0,0,0,0
79,2003,12,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,12,P.R.,0,0,0,0,0,0,13,0,N,N
81,2003,12,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,12,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,12,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,13,UNITED STATES,196,250,452,535,951,"1,450",829,"1,425",57,72
18,2003,13,NEW ENGLAND,5,16,23,36,152,195,93,167,1,0
19,2003,13,Maine,1,1,2,2,0,3,8,12,0,0
20,2003,13,N.H.,1,4,1,4,10,1,3,3,0,0
21,2003,13,Vt.,0,0,0,3,17,33,7,33,0,0
22,2003,13,Mass.,3,7,18,20,125,153,34,53,1,0
23,2003,13,R.I.,0,0,0,2,0,0,6,6,0,0
24,2003,13,Conn.,0,4,2,5,0,5,35,60,0,0
