,year,mmwr_week,Reporting Area,Malaria cummulative for 2003,Malaria cummulative for 2002,Meningococcal Disease cummulative for 2003,Meningococcal Disease cummulative for 2002,Pertussis cummulative for 2003,Pertussis cummulative for 2002,"Rabies, Animal cummulative for 2003","Rabies, Animal cummulative for 2002",Rocky Mountain Spotted Fever cummulative for 2003,Rocky Mountain Spotted Fever cummulative for 2002
25,2003,13,MID. ATLANTIC,37,51,31,50,93,85,61,177,4,9
26,2003,13,Upstate N.Y.,12,8,8,16,62,63,60,110,0,0
27,2003,13,N.Y. City,18,24,8,4,0,5,1,7,2,0
28,2003,13,N.J.,2,11,6,10,6,0,0,25,2,1
29,2003,13,Pa.,5,8,9,20,25,17,0,35,0,8
30,2003,13,E.N. CENTRAL,13,35,55,75,86,194,6,3,1,2
31,2003,13,Ohio,5,7,22,26,61,114,0,1,1,2
32,2003,13,Ind.,0,2,13,11,7,14,2,1,0,0
33,2003,13,Ill.,2,10,0,12,0,25,1,1,0,0
34,2003,13,Mich.,6,11,17,15,12,19,3,0,0,0
35,2003,13,Wis.,0,5,3,11,6,22,0,0,0,0
36,2003,13,W.N. CENTRAL,6,18,45,49,52,134,122,81,2,5
37,2003,13,Minn.,4,7,10,8,27,46,6,7,0,0
38,2003,13,Iowa,2,2,6,6,7,30,17,9,1,0
39,2003,13,Mo.,0,4,23,22,10,36,0,2,1,5
40,2003,13,N. Dak.,0,0,0,0,0,0,16,0,0,0
41,2003,13,S. Dak.,0,0,0,2,1,5,6,20,0,0
42,2003,13,Nebr.,0,2,3,7,1,2,24,0,0,0
43,2003,13,Kans.,0,3,3,4,6,15,53,43,0,0
44,2003,13,S. ATLANTIC,62,70,92,78,123,94,445,495,45,49
45,2003,13,Del.,0,1,7,3,1,1,0,3,0,0
46,2003,13,Md.,22,20,8,2,16,13,2,93,5,8
47,2003,13,D.C.,2,2,0,0,0,0,0,0,0,0
48,2003,13,Va.,6,4,6,11,28,31,130,133,1,1
49,2003,13,W. Va.,2,0,1,0,1,1,15,34,0,0
50,2003,13,N.C.,5,6,6,11,45,11,178,132,34,30
51,2003,13,S.C.,1,2,4,10,3,20,28,17,3,5
52,2003,13,Ga.,5,34,14,12,14,11,63,59,0,5
53,2003,13,Fla.,19,1,46,29,15,6,29,24,2,0
54,2003,13,E.S. CENTRAL,6,5,19,24,22,51,14,114,2,6
55,2003,13,Ky.,1,1,0,4,4,12,9,6,0,0
56,2003,13,Tenn.,3,1,3,6,8,28,0,108,1,4
57,2003,13,Ala.,2,1,6,9,8,4,5,0,0,2
58,2003,13,Miss.,0,2,10,5,2,7,0,0,1,0
59,2003,13,W.S. CENTRAL,11,2,72,70,50,285,54,297,0,1
60,2003,13,Ark.,1,0,4,9,0,162,17,0,0,0
61,2003,13,La.,1,2,18,5,3,2,0,0,0,0
62,2003,13,Okla.,0,0,5,6,2,12,37,25,0,0
63,2003,13,Tex.,9,0,45,50,45,109,0,272,0,1
64,2003,13,MOUNTAIN,9,8,16,38,193,160,16,35,1,0
65,2003,13,Mont.,0,0,1,1,0,2,3,3,0,0
66,2003,13,Idaho,1,0,1,1,8,22,0,0,0,0
67,2003,13,Wyo.,0,0,0,0,16,4,0,1,0,0
68,2003,13,Colo.,7,3,4,11,85,85,0,0,0,0
69,2003,13,N. Mex.,0,0,2,1,15,23,0,0,0,0
70,2003,13,Ariz.,1,2,6,12,45,12,13,31,1,0
71,2003,13,Utah,0,2,0,1,18,9,0,0,0,0
72,2003,13,Nev.,0,1,2,11,6,3,0,0,0,0
73,2003,13,PACIFIC,47,45,99,115,180,252,18,56,1,0
74,2003,13,Wash.,5,2,8,15,54,79,0,0,0,0
75,2003,13,Oreg.,5,0,21,17,59,14,0,0,0,0
76,2003,13,Calif.,37,40,64,79,67,154,17,36,1,0
77,2003,13,Alaska,0,1,0,1,0,1,1,20,0,0
78,2003,13,Hawaii,0,2,6,3,0,4,0,0,0,0
79,2003,13,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,13,P.R.,0,0,0,0,0,0,15,0,N,N
81,2003,13,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,13,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,13,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,14,UNITED STATES,211,301,508,581,"1,068","1,565",891,"1,580",70,82
18,2003,14,NEW ENGLAND,5,16,25,42,159,208,101,194,1,0
19,2003,14,Maine,1,1,2,2,0,3,8,12,0,0
20,2003,14,N.H.,1,4,1,4,10,2,3,5,0,0
21,2003,14,Vt.,0,0,0,3,18,35,7,39,0,0
22,2003,14,Mass.,3,7,18,24,130,163,40,64,1,0
23,2003,14,R.I.,0,0,1,2,1,0,8,6,0,0
24,2003,14,Conn.,0,4,3,7,0,5,35,68,0,0
25,2003,14,MID. ATLANTIC,38,80,32,66,96,88,66,213,5,13
26,2003,14,Upstate N.Y.,12,9,8,20,65,63,65,125,0,1
27,2003,14,N.Y. City,19,51,8,15,0,5,1,8,2,3
28,2003,14,N.J.,2,12,7,10,6,0,0,25,3,1
29,2003,14,Pa.,5,8,9,21,25,20,0,55,0,8
30,2003,14,E.N. CENTRAL,14,40,60,80,91,205,6,5,1,2
31,2003,14,Ohio,5,7,26,29,65,116,0,1,1,2
32,2003,14,Ind.,0,2,13,11,9,15,2,1,0,0
33,2003,14,Ill.,2,12,0,13,0,31,1,1,0,0
34,2003,14,Mich.,7,14,18,15,11,20,3,0,0,0
35,2003,14,Wis.,0,5,3,12,6,23,0,2,0,0
36,2003,14,W.N. CENTRAL,6,18,49,53,54,138,134,88,2,5
37,2003,14,Minn.,4,7,10,10,27,46,6,7,0,0
38,2003,14,Iowa,2,2,7,6,9,33,18,9,1,0
39,2003,14,Mo.,0,4,25,24,10,36,4,4,1,5
40,2003,14,N. Dak.,0,0,0,0,0,0,16,1,0,0
41,2003,14,S. Dak.,0,0,0,2,1,5,6,22,0,0
42,2003,14,Nebr.,0,2,3,7,1,2,28,0,0,0
43,2003,14,Kans.,0,3,4,4,6,16,56,45,0,0
44,2003,14,S. ATLANTIC,67,81,108,83,134,98,479,536,55,54
45,2003,14,Del.,0,1,7,3,1,1,0,3,0,0
46,2003,14,Md.,21,22,9,3,17,14,2,101,5,6
47,2003,14,D.C.,2,2,0,0,0,0,0,0,0,0
48,2003,14,Va.,6,5,6,13,30,31,140,144,1,1
49,2003,14,W. Va.,2,0,1,0,1,1,17,39,0,0
50,2003,14,N.C.,5,7,14,11,51,13,189,146,44,31
51,2003,14,S.C.,2,2,4,11,4,21,36,20,3,6
52,2003,14,Ga.,6,36,14,13,14,11,63,59,0,10
53,2003,14,Fla.,23,6,53,29,16,6,32,24,2,0
54,2003,14,E.S. CENTRAL,6,5,19,25,26,51,14,114,4,6
55,2003,14,Ky.,1,1,0,4,4,12,9,6,0,0
56,2003,14,Tenn.,3,1,3,6,12,28,0,108,3,4
57,2003,14,Ala.,2,1,6,9,8,4,5,0,0,2
58,2003,14,Miss.,0,2,10,6,2,7,0,0,1,0
59,2003,14,W.S. CENTRAL,13,2,85,71,55,334,54,325,0,1
60,2003,14,Ark.,1,0,7,9,0,189,17,0,0,0
61,2003,14,La.,1,2,18,6,3,3,0,0,0,0
62,2003,14,Okla.,0,0,5,6,2,12,37,26,0,0
63,2003,14,Tex.,11,0,55,50,50,130,0,299,0,1
64,2003,14,MOUNTAIN,9,9,16,39,222,179,18,41,1,1
65,2003,14,Mont.,0,0,1,1,0,2,3,4,0,0
66,2003,14,Idaho,1,0,1,1,8,22,0,0,0,0
67,2003,14,Wyo.,0,0,0,0,37,5,0,1,0,0
68,2003,14,Colo.,7,4,4,12,90,90,0,0,0,0
69,2003,14,N. Mex.,0,0,2,1,15,24,0,0,0,0
70,2003,14,Ariz.,1,2,6,12,47,20,15,36,1,0
71,2003,14,Utah,0,2,0,1,19,10,0,0,0,0
72,2003,14,Nev.,0,1,2,11,6,6,0,0,0,1
73,2003,14,PACIFIC,53,50,114,122,231,264,19,64,1,0
74,2003,14,Wash.,7,2,10,15,61,79,0,0,0,0
75,2003,14,Oreg.,5,1,23,17,68,14,0,0,0,0
76,2003,14,Calif.,41,44,75,86,102,165,17,42,1,0
77,2003,14,Alaska,0,1,0,1,0,2,2,22,0,0
78,2003,14,Hawaii,0,2,6,3,0,4,0,0,0,0
79,2003,14,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,14,P.R.,0,0,1,0,0,0,17,0,N,N
81,2003,14,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,14,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,14,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,15,UNITED STATES,231,322,575,620,"1,174","1,682",992,"1,744",75,85
18,2003,15,NEW ENGLAND,6,17,28,43,177,215,107,216,1,0
19,2003,15,Maine,1,1,3,3,1,3,11,12,0,0
20,2003,15,N.H.,1,4,1,4,10,2,3,5,0,0
21,2003,15,Vt.,0,0,0,3,18,36,7,44,0,0
22,2003,15,Mass.,4,8,20,24,147,168,42,73,1,0
23,2003,15,R.I.,0,0,1,2,1,0,9,6,0,0
24,2003,15,Conn.,0,4,3,7,0,6,35,76,0,0
25,2003,15,MID. ATLANTIC,42,90,37,70,100,92,71,236,5,13
26,2003,15,Upstate N.Y.,13,11,9,22,67,65,70,140,0,1
27,2003,15,N.Y. City,21,56,9,15,0,5,1,8,2,3
28,2003,15,N.J.,2,13,7,10,6,0,0,25,3,1
29,2003,15,Pa.,6,10,12,23,27,22,0,63,0,8
30,2003,15,E.N. CENTRAL,22,42,78,87,104,219,8,6,1,2
31,2003,15,Ohio,5,7,27,32,71,122,2,1,1,2
32,2003,15,Ind.,0,2,14,11,9,15,2,1,0,0
33,2003,15,Ill.,8,14,13,14,0,36,1,1,0,0
34,2003,15,Mich.,9,14,18,16,13,22,3,1,0,0
35,2003,15,Wis.,0,5,6,14,11,24,0,2,0,0
36,2003,15,W.N. CENTRAL,7,19,52,53,65,157,151,99,2,6
37,2003,15,Minn.,5,8,11,10,33,59,6,7,0,0
38,2003,15,Iowa,2,2,7,6,9,37,21,10,1,0
39,2003,15,Mo.,0,4,26,24,13,37,4,5,1,6
40,2003,15,N. Dak.,0,0,0,0,0,0,16,1,0,0
41,2003,15,S. Dak.,0,0,1,2,2,5,6,24,0,0
42,2003,15,Nebr.,0,2,3,7,1,3,32,0,0,0
43,2003,15,Kans.,0,3,4,4,7,16,66,52,0,0
44,2003,15,S. ATLANTIC,70,82,114,92,140,104,505,570,60,55
45,2003,15,Del.,0,1,7,4,1,1,0,3,0,0
46,2003,15,Md.,21,22,11,3,17,14,2,108,7,6
47,2003,15,D.C.,3,2,0,0,0,0,0,0,0,0
48,2003,15,Va.,6,6,6,14,33,35,151,144,1,1
49,2003,15,W. Va.,2,0,1,0,1,3,20,42,0,0
50,2003,15,N.C.,6,7,16,11,53,13,198,165,47,32
51,2003,15,S.C.,2,2,4,11,4,21,36,20,3,6
52,2003,15,Ga.,6,36,14,14,14,11,63,59,0,10
53,2003,15,Fla.,24,6,55,35,17,6,35,29,2,0
54,2003,15,E.S. CENTRAL,6,4,22,27,26,55,14,121,4,6
55,2003,15,Ky.,1,1,0,4,4,12,9,7,0,0
56,2003,15,Tenn.,3,1,5,7,12,28,0,108,3,5
57,2003,15,Ala.,2,0,7,9,8,8,5,6,0,1
58,2003,15,Miss.,0,2,10,7,2,7,0,0,1,0
59,2003,15,W.S. CENTRAL,15,2,98,75,66,354,75,376,0,1
60,2003,15,Ark.,1,0,7,10,0,206,25,0,0,0
61,2003,15,La.,1,2,19,7,4,3,0,0,0,0
62,2003,15,Okla.,0,0,5,7,2,12,50,27,0,0
63,2003,15,Tex.,13,0,67,51,60,133,0,349,0,1
64,2003,15,MOUNTAIN,9,10,19,42,230,189,20,50,1,1
65,2003,15,Mont.,0,0,2,1,0,2,3,4,0,0
66,2003,15,Idaho,1,0,2,2,9,22,0,0,0,0
67,2003,15,Wyo.,0,0,0,0,44,5,0,1,0,0
68,2003,15,Colo.,7,5,4,14,90,100,0,0,0,0
69,2003,15,N. Mex.,0,0,2,1,15,24,0,0,0,0
70,2003,15,Ariz.,1,2,6,12,47,20,17,45,1,0
71,2003,15,Utah,0,2,0,1,19,10,0,0,0,0
72,2003,15,Nev.,0,1,3,11,6,6,0,0,0,1
73,2003,15,PACIFIC,54,56,127,131,266,297,41,70,1,1
74,2003,15,Wash.,7,3,10,21,67,101,0,0,0,0
75,2003,15,Oreg.,5,1,24,17,72,15,0,0,0,0
76,2003,15,Calif.,42,49,87,89,127,175,38,47,1,1
77,2003,15,Alaska,0,1,0,1,0,2,3,23,0,0
78,2003,15,Hawaii,0,2,6,3,0,4,0,0,0,0
79,2003,15,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,15,P.R.,0,0,1,1,0,0,17,18,N,N
81,2003,15,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,15,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,15,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,16,UNITED STATES,249,312,609,661,"1,240","1,847","1,093","1,952",75,90
18,2003,16,NEW ENGLAND,6,18,31,47,139,224,119,242,0,0
19,2003,16,Maine,1,1,4,3,1,3,11,14,0,0
20,2003,16,N.H.,1,4,3,5,12,3,3,5,0,0
21,2003,16,Vt.,0,0,0,3,20,37,7,47,0,0
22,2003,16,Mass.,4,9,20,26,105,174,47,78,0,0
23,2003,16,R.I.,0,0,1,3,1,0,11,17,0,0
24,2003,16,Conn.,0,4,3,7,0,7,40,81,0,0
25,2003,16,MID. ATLANTIC,49,96,41,75,117,97,103,255,6,13
26,2003,16,Upstate N.Y.,14,11,11,22,68,71,74,151,0,1
27,2003,16,N.Y. City,25,61,9,16,0,6,1,9,3,3
28,2003,16,N.J.,3,13,8,11,7,0,28,32,3,1
29,2003,16,Pa.,7,11,13,26,42,20,0,63,0,8
30,2003,16,E.N. CENTRAL,25,44,80,94,109,232,8,11,1,2
31,2003,16,Ohio,6,7,28,35,72,129,2,2,1,2
32,2003,16,Ind.,0,2,14,13,12,15,2,1,0,0
33,2003,16,Ill.,8,15,13,15,0,38,1,2,0,0
34,2003,16,Mich.,10,15,19,16,13,23,3,2,0,0
35,2003,16,Wis.,1,5,6,15,12,27,0,4,0,0
36,2003,16,W.N. CENTRAL,9,23,55,56,68,167,160,121,2,8
37,2003,16,Minn.,6,8,13,12,33,59,8,7,0,0
38,2003,16,Iowa,2,2,7,7,9,45,21,11,1,0
39,2003,16,Mo.,0,4,26,24,16,37,4,6,1,8
40,2003,16,N. Dak.,0,1,0,0,0,0,16,7,0,0
41,2003,16,S. Dak.,0,0,1,2,2,5,6,28,0,0
42,2003,16,Nebr.,0,3,4,7,1,3,37,0,0,0
43,2003,16,Kans.,1,5,4,4,7,18,68,62,0,0
44,2003,16,S. ATLANTIC,71,57,117,90,142,105,539,670,61,58
45,2003,16,Del.,0,1,7,4,1,1,0,9,0,0
46,2003,16,Md.,22,22,11,3,17,15,2,114,7,8
47,2003,16,D.C.,4,2,0,0,0,0,0,0,0,0
48,2003,16,Va.,6,7,6,14,33,37,168,161,1,1
49,2003,16,W. Va.,2,1,1,0,1,3,23,49,0,0
50,2003,16,N.C.,6,7,16,11,54,13,211,178,47,38
51,2003,16,S.C.,2,2,4,11,4,23,36,20,3,6
52,2003,16,Ga.,6,9,14,10,15,7,63,110,0,5
53,2003,16,Fla.,23,6,58,37,17,6,36,29,3,0
54,2003,16,E.S. CENTRAL,6,4,24,28,28,55,15,121,4,6
55,2003,16,Ky.,1,1,0,4,4,12,10,7,0,0
56,2003,16,Tenn.,3,1,6,8,14,28,0,108,3,5
57,2003,16,Ala.,2,0,8,9,8,8,5,6,0,1
58,2003,16,Miss.,0,2,10,7,2,7,0,0,1,0
59,2003,16,W.S. CENTRAL,20,2,111,78,69,396,83,401,0,1
60,2003,16,Ark.,2,0,7,11,0,227,25,0,0,0
61,2003,16,La.,1,2,19,8,4,3,0,0,0,0
62,2003,16,Okla.,1,0,6,7,2,12,58,29,0,0
63,2003,16,Tex.,16,0,79,52,63,154,0,372,0,1
64,2003,16,MOUNTAIN,9,11,20,49,273,255,22,54,1,1
65,2003,16,Mont.,0,0,2,2,0,2,3,4,0,0
66,2003,16,Idaho,1,0,2,2,9,23,0,0,0,0
67,2003,16,Wyo.,0,0,0,0,45,5,0,1,0,0
68,2003,16,Colo.,7,6,4,15,97,112,0,0,0,0
69,2003,16,N. Mex.,0,0,3,1,16,27,0,0,0,0
70,2003,16,Ariz.,1,2,6,16,78,70,19,48,1,0
71,2003,16,Utah,0,2,0,1,20,10,0,0,0,0
72,2003,16,Nev.,0,1,3,12,8,6,0,1,0,1
73,2003,16,PACIFIC,54,57,130,144,295,316,44,77,0,1
74,2003,16,Wash.,7,3,10,23,67,106,0,0,0,0
75,2003,16,Oreg.,5,1,25,21,78,15,0,0,0,0
76,2003,16,Calif.,42,50,89,96,150,188,41,54,0,1
77,2003,16,Alaska,0,1,0,1,0,2,3,23,0,0
78,2003,16,Hawaii,0,2,6,3,0,5,0,0,0,0
79,2003,16,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,16,P.R.,0,0,2,1,0,0,20,18,N,N
81,2003,16,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,16,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,16,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,17,UNITED STATES,262,327,647,743,"1,374","2,003","1,227","2,097",82,99
18,2003,17,NEW ENGLAND,6,19,33,48,151,230,128,255,0,0
19,2003,17,Maine,1,1,5,3,1,3,11,14,0,0
20,2003,17,N.H.,1,4,3,5,12,3,3,7,0,0
21,2003,17,Vt.,0,1,0,3,20,38,9,48,0,0
22,2003,17,Mass.,4,9,21,26,117,179,53,83,0,0
23,2003,17,R.I.,0,0,1,3,1,0,12,18,0,0
24,2003,17,Conn.,0,4,3,8,0,7,40,85,0,0
25,2003,17,MID. ATLANTIC,52,101,46,101,132,105,106,286,6,13
26,2003,17,Upstate N.Y.,15,12,13,22,74,73,77,171,0,1
27,2003,17,N.Y. City,27,65,12,18,0,6,1,9,3,3
28,2003,17,N.J.,3,13,8,13,7,0,28,36,3,1
29,2003,17,Pa.,7,11,13,48,51,26,0,70,0,8
30,2003,17,E.N. CENTRAL,28,47,82,109,112,241,10,15,1,2
31,2003,17,Ohio,6,7,28,38,74,133,4,2,1,2
32,2003,17,Ind.,0,2,14,15,12,15,2,3,0,0
33,2003,17,Ill.,11,16,13,18,0,38,1,3,0,0
34,2003,17,Mich.,10,17,20,19,14,26,3,3,0,0
35,2003,17,Wis.,1,5,7,19,12,29,0,4,0,0
36,2003,17,W.N. CENTRAL,9,25,55,61,70,191,179,140,2,12
37,2003,17,Minn.,6,8,13,15,33,67,8,7,0,0
38,2003,17,Iowa,2,2,7,8,9,51,21,13,1,0
39,2003,17,Mo.,0,6,26,25,17,41,4,7,1,12
40,2003,17,N. Dak.,0,1,0,0,0,5,16,13,0,0
41,2003,17,S. Dak.,0,0,1,2,2,5,20,31,0,0
42,2003,17,Nebr.,0,3,4,7,1,3,39,0,0,0
43,2003,17,Kans.,1,5,4,4,8,19,71,69,0,0
44,2003,17,S. ATLANTIC,72,57,120,103,144,133,623,706,68,61
45,2003,17,Del.,0,1,7,4,1,1,0,9,0,0
46,2003,17,Md.,22,22,11,3,17,17,2,121,8,8
47,2003,17,D.C.,5,2,0,0,0,1,0,0,0,0
48,2003,17,Va.,6,7,6,15,33,62,168,171,1,1
49,2003,17,W. Va.,2,1,1,0,1,3,23,56,0,0
50,2003,17,N.C.,6,7,16,14,54,13,228,183,47,41
51,2003,17,S.C.,1,2,6,11,5,23,42,22,9,6
52,2003,17,Ga.,6,9,13,13,15,7,116,113,0,5
53,2003,17,Fla.,24,6,60,43,18,6,44,31,3,0
54,2003,17,E.S. CENTRAL,6,5,25,32,33,59,16,122,4,8
55,2003,17,Ky.,1,1,0,4,8,15,10,8,0,0
56,2003,17,Tenn.,3,1,7,11,14,29,0,108,3,6
57,2003,17,Ala.,2,1,8,9,8,8,6,6,0,1
58,2003,17,Miss.,0,2,10,8,3,7,0,0,1,1
59,2003,17,W.S. CENTRAL,22,2,125,85,74,439,96,424,0,1
60,2003,17,Ark.,2,0,7,13,0,270,25,0,0,0
61,2003,17,La.,1,2,19,10,4,3,0,0,0,0
62,2003,17,Okla.,1,0,6,8,2,12,71,29,0,0
63,2003,17,Tex.,18,0,93,54,68,154,0,395,0,1
64,2003,17,MOUNTAIN,10,12,21,50,292,266,23,66,1,1
65,2003,17,Mont.,0,0,2,2,0,2,3,4,0,0
66,2003,17,Idaho,1,0,2,2,9,26,1,0,0,0
67,2003,17,Wyo.,0,0,1,0,50,5,0,3,0,0
68,2003,17,Colo.,7,7,4,15,105,116,0,0,0,0
69,2003,17,N. Mex.,0,0,3,1,17,28,0,2,0,0
70,2003,17,Ariz.,1,2,6,16,78,70,19,56,1,0
71,2003,17,Utah,1,2,0,1,25,12,0,0,0,0
72,2003,17,Nev.,0,1,3,13,8,7,0,1,0,1
73,2003,17,PACIFIC,57,59,140,154,366,339,46,83,0,1
74,2003,17,Wash.,8,3,11,26,94,110,0,0,0,0
75,2003,17,Oreg.,5,2,27,21,92,20,0,0,0,0
76,2003,17,Calif.,44,50,95,102,180,201,43,59,0,1
77,2003,17,Alaska,0,1,1,1,0,2,3,24,0,0
78,2003,17,Hawaii,0,3,6,4,0,6,0,0,0,0
79,2003,17,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,17,P.R.,0,0,2,2,0,0,20,21,N,N
81,2003,17,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,17,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,17,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,18,UNITED STATES,277,336,683,862,"1,472","2,143","1,320","2,264",87,104
18,2003,18,NEW ENGLAND,7,22,35,51,166,243,131,268,0,1
19,2003,18,Maine,1,1,5,4,1,3,11,17,0,0
20,2003,18,N.H.,1,4,3,5,12,3,3,8,0,0
21,2003,18,Vt.,0,1,0,3,24,38,9,50,0,0
22,2003,18,Mass.,5,11,21,27,128,190,56,85,0,1
23,2003,18,R.I.,0,1,2,4,1,1,12,18,0,0
24,2003,18,Conn.,0,4,4,8,0,8,40,90,0,0
25,2003,18,MID. ATLANTIC,54,89,52,105,133,105,112,309,7,14
26,2003,18,Upstate N.Y.,16,13,13,23,75,73,83,179,0,1
27,2003,18,N.Y. City,27,51,12,18,0,0,1,9,3,3
28,2003,18,N.J.,3,14,8,14,7,0,28,38,3,1
29,2003,18,Pa.,8,11,19,50,51,32,0,83,1,9
30,2003,18,E.N. CENTRAL,28,52,83,113,120,255,11,16,1,2
31,2003,18,Ohio,6,9,29,39,79,138,4,3,1,2
32,2003,18,Ind.,0,2,14,16,12,15,2,3,0,0
33,2003,18,Ill.,11,18,13,20,0,40,1,3,0,0
34,2003,18,Mich.,10,18,20,19,15,29,4,3,0,0
35,2003,18,Wis.,1,5,7,19,14,33,0,4,0,0
36,2003,18,W.N. CENTRAL,11,26,57,64,85,204,198,155,2,12
37,2003,18,Minn.,8,9,13,15,33,67,11,7,0,0
38,2003,18,Iowa,2,2,9,9,23,63,24,16,1,0
39,2003,18,Mo.,0,6,26,26,17,42,4,11,1,12
40,2003,18,N. Dak.,0,1,0,0,0,5,17,13,0,0
41,2003,18,S. Dak.,0,0,1,2,2,5,20,32,0,0
42,2003,18,Nebr.,0,3,4,7,1,3,49,0,0,0
43,2003,18,Kans.,1,5,4,5,9,19,73,76,0,0
44,2003,18,S. ATLANTIC,78,64,127,190,147,144,669,785,71,64
45,2003,18,Del.,0,1,7,5,1,2,16,9,0,0
46,2003,18,Md.,24,25,12,3,17,19,2,143,11,9
47,2003,18,D.C.,5,2,0,0,0,1,0,0,0,0
48,2003,18,Va.,7,7,6,15,33,63,168,199,1,1
49,2003,18,W. Va.,2,1,1,0,1,3,23,56,0,0
50,2003,18,N.C.,6,7,16,14,54,14,247,203,47,39
51,2003,18,S.C.,1,2,6,12,5,24,48,22,9,9
52,2003,18,Ga.,8,10,13,13,17,8,116,120,0,5
53,2003,18,Fla.,25,9,66,128,19,10,49,33,3,1
54,2003,18,E.S. CENTRAL,6,5,26,34,35,60,16,125,5,8
55,2003,18,Ky.,1,1,0,4,8,15,10,9,0,0
56,2003,18,Tenn.,3,1,8,12,15,30,0,108,4,6
57,2003,18,Ala.,2,1,8,9,9,8,6,8,0,1
58,2003,18,Miss.,0,2,10,9,3,7,0,0,1,1
59,2003,18,W.S. CENTRAL,26,2,141,89,74,481,107,444,0,2
60,2003,18,Ark.,3,0,8,13,0,285,25,0,0,0
61,2003,18,La.,1,2,19,10,4,3,0,0,0,0
62,2003,18,Okla.,2,0,6,9,2,15,82,29,0,0
63,2003,18,Tex.,20,0,108,57,68,178,0,415,0,2
64,2003,18,MOUNTAIN,10,14,24,51,319,289,28,69,1,1
65,2003,18,Mont.,0,0,2,2,0,2,5,4,0,0
66,2003,18,Idaho,1,0,2,2,9,28,1,0,0,0
67,2003,18,Wyo.,0,0,1,0,57,5,0,3,0,0
68,2003,18,Colo.,7,7,4,16,124,132,0,0,0,0
69,2003,18,N. Mex.,0,0,3,1,17,32,1,4,0,0
70,2003,18,Ariz.,1,2,9,16,79,70,21,57,1,0
71,2003,18,Utah,1,2,0,1,25,12,0,0,0,0
72,2003,18,Nev.,0,3,3,13,8,8,0,1,0,1
73,2003,18,PACIFIC,57,62,138,165,393,362,48,93,0,0
74,2003,18,Wash.,8,4,12,29,100,118,0,0,0,0
75,2003,18,Oreg.,5,2,28,22,96,22,0,0,0,0
76,2003,18,Calif.,44,52,97,109,196,214,44,68,0,0
77,2003,18,Alaska,0,1,1,1,0,2,4,25,0,0
78,2003,18,Hawaii,0,3,0,4,1,6,0,0,0,0
79,2003,18,Guam,0,0,0,0,0,0,0,0,0,0
80,2003,18,P.R.,0,0,2,2,0,0,20,24,N,N
81,2003,18,V.I.,0,0,0,0,0,0,0,0,0,0
82,2003,18,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2003,18,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2003,19,UNITED STATES,284,365,740,889,"1,628","2,256","1,404","2,423",90,111
18,2003,19,NEW ENGLAND,7,23,35,53,176,252,154,286,0,1
19,2003,19,Maine,1,1,5,4,2,3,14,17,0,0
20,2003,19,N.H.,1,5,3,5,12,3,3,9,0,0
21,2003,19,Vt.,0,1,0,3,25,40,10,52,0,0
22,2003,19,Mass.,5,11,21,29,136,197,61,92,0,1
23,2003,19,R.I.,0,1,2,4,1,1,18,20,0,0
24,2003,19,Conn.,0,4,4,8,0,8,48,96,0,0
25,2003,19,MID. ATLANTIC,58,94,61,106,137,106,122,340,7,13
26,2003,19,Upstate N.Y.,18,14,14,24,78,74,93,191,0,0
27,2003,19,N.Y. City,28,54,15,18,0,0,1,10,3,3
28,2003,19,N.J.,3,15,8,14,7,0,28,46,3,1
29,2003,19,Pa.,9,11,24,50,52,32,0,93,1,9
30,2003,19,E.N. CENTRAL,28,62,90,121,132,268,13,19,1,3
31,2003,19,Ohio,6,9,31,40,80,145,5,3,1,2
32,2003,19,Ind.,0,2,19,17,22,15,2,3,0,0
33,2003,19,Ill.,11,26,13,25,0,41,1,4,0,1
34,2003,19,Mich.,10,18,20,19,16,29,5,5,0,0
35,2003,19,Wis.,1,7,7,20,14,38,0,4,0,0
36,2003,19,W.N. CENTRAL,11,28,59,68,95,214,211,165,2,12
37,2003,19,Minn.,8,10,13,16,33,70,12,7,0,0
38,2003,19,Iowa,2,2,10,9,23,69,24,17,1,0
