date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,17.53666666664519,16.999999999980766,16.99999999997692,17.974999999977012,16.99999999997692,17.999999999976918,16.99999999997692,17.999999999976918,15.999999999980767,17.999999999980766,15.999999999980767,18.99999999997692,15.999999999976922,18.99999999997692,14.99999999998077,19.824999999973762,14.99999999998077,19.99999999997692,14.999999999976922,19.99999999997692,13.999999999980767,19.99999999998077,13.999999999980767,20.99999999997692,13.999999999980767,20.99999999997692,12.999999999982016,20.999999999980766,12.999999999980766,21.99999999997692,11.999999999984613,22.624999999974516,11.999999999980767,23.999999999973074,10.999999999984615,23.999999999973074,10.999999999980767,24.999999999973074,9.474999999986633,27.99999999996923,7.999999999984613,29.26249999996922
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
