date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,31.806666666665738,31.999999999998792,30.999999999998792,31.999999999998792,30.999999999998792,32.99999999999879,30.99999999999758,32.99999999999879,29.999999999998796,33.39999999999953,29.99999999999758,33.99999999999879,29.99999999999758,33.99999999999879,28.999999999997577,34.99999999999879,28.999999999997577,35.00000000000001,27.99999999999785,35.00000000000001,26.999999999998792,35.99999999999879,26.999999999997577,36.99999999999879,26.799999999997823,37.00000000000001,25.999999999998792,37.9999999999988,24.999999999998792,38.9999999999988,24.999999999998032,39.000000000000014,23.000000000000004,40.000000000000014,22.000000000000004,41.000000000000014,20.950000000000067,42.05000000000117,19.000000000000007,44.99999999999943,17.000000000000004,46.99999999999911
2009-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
