,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2008,Lyme disease cummulative for 2007,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2008,Malaria cummulative for 2007,"Meningococcal diseases, invasive �, all serogroups current week","Meningococcal diseases, invasive �, all serogroups previous 52 weeks median ","Meningococcal diseases, invasive �, all serogroups previous 52 weeks maximum ","Meningococcal diseases, invasive �, all serogroups cummulative for 2008","Meningococcal diseases, invasive �, all serogroups cummulative for 2007"
45,2008,2,Mo.,0,0,4,0,0,0,0,1,0,0,0,0,2,0,4
46,2008,2,Nebr.,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0
47,2008,2,N. Dak.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
48,2008,2,S. Dak.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
49,2008,2,S. ATLANTIC,28,66,183,41,86,3,4,14,5,5,0,3,11,0,8
50,2008,2,Del.,1,12,34,5,16,0,0,1,0,0,0,0,1,0,0
51,2008,2,D.C.,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0
52,2008,2,Fla.,0,1,11,2,0,1,1,7,2,2,0,1,7,0,3
53,2008,2,Ga.,0,0,3,0,0,0,0,3,1,1,0,0,3,0,3
54,2008,2,Md.,27,33,120,32,65,2,1,5,2,2,0,0,2,0,1
55,2008,2,N.C.,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0
56,2008,2,S.C.,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1
57,2008,2,Va.,0,13,62,2,5,0,1,6,0,0,0,0,2,0,0
58,2008,2,W. Va.,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0
59,2008,2,E.S. CENTRAL,0,1,5,0,0,1,1,3,1,1,0,1,3,0,5
60,2008,2,Ala.,0,0,3,0,0,1,0,1,1,0,0,0,2,0,1
61,2008,2,Ky.,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0
62,2008,2,Miss.,0,0,1,0,0,0,0,1,0,1,0,0,2,0,4
63,2008,2,Tenn.,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0
64,2008,2,W.S. CENTRAL,0,1,6,0,0,0,1,7,0,1,0,2,7,0,5
65,2008,2,Ark.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
66,2008,2,La.,0,0,1,0,0,0,0,2,0,1,0,0,4,0,4
67,2008,2,Okla.,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
68,2008,2,Tex.,0,1,6,0,0,0,1,6,0,0,0,1,4,0,1
69,2008,2,MOUNTAIN,0,1,3,1,1,0,1,6,1,1,0,1,4,0,1
70,2008,2,Ariz.,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0
71,2008,2,Colo.,0,0,1,1,0,0,0,2,1,1,0,0,2,0,0
72,2008,2,Idaho,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0
73,2008,2,Mont.,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0
74,2008,2,Nev.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
75,2008,2,N. Mex.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
76,2008,2,Utah,0,0,2,0,0,0,0,3,0,0,0,0,2,0,1
77,2008,2,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
78,2008,2,PACIFIC,2,2,8,4,2,1,3,9,1,4,0,4,12,0,11
79,2008,2,Alaska,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
80,2008,2,Calif.,2,2,8,4,2,1,2,7,1,1,0,3,9,0,10
81,2008,2,Hawaii,N,0,0,N,N,0,0,0,0,0,0,0,1,0,0
82,2008,2,Oreg.,0,0,1,0,0,0,0,2,0,3,0,0,3,0,1
83,2008,2,Wash.,0,0,7,0,0,0,0,2,0,0,0,0,5,0,0
84,2008,2,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2008,2,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2008,2,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2008,2,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,1,0,0
88,2008,2,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2008,3,UNITED STATES,131,306,"1,296",208,479,10,23,39,25,47,0,17,41,0,71
23,2008,3,NEW ENGLAND,0,41,301,2,36,0,1,4,0,3,0,0,3,0,5
24,2008,3,Conn.,0,11,214,0,4,0,0,1,0,0,0,0,1,0,1
25,2008,3,Maine,0,4,61,0,0,0,0,2,0,1,0,0,1,0,1
26,2008,3,Mass.,0,1,31,0,16,0,0,3,0,2,0,0,2,0,3
27,2008,3,N.H.,0,8,88,2,14,0,0,4,0,0,0,0,1,0,0
28,2008,3,R.I.,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0
29,2008,3,Vt.,0,1,13,0,2,0,0,2,0,0,0,0,1,0,0
30,2008,3,MID. ATLANTIC,120,151,660,147,300,2,5,16,6,9,0,2,8,0,10
31,2008,3,N.J.,0,34,175,4,88,0,0,0,0,0,0,0,2,0,3
32,2008,3,N.Y. (Upstate),5,54,192,6,5,0,1,7,0,2,0,1,3,0,0
33,2008,3,N.Y. City,0,3,25,0,6,0,4,9,3,6,0,0,4,0,2
34,2008,3,Pa.,115,51,321,137,201,2,1,4,3,1,0,1,5,0,5
35,2008,3,E.N. CENTRAL,0,12,168,2,17,1,2,7,3,12,0,3,9,0,11
36,2008,3,Ill.,0,1,15,0,2,0,0,6,0,9,0,1,3,0,3
37,2008,3,Ind.,0,0,7,0,0,0,0,2,0,0,0,0,4,0,0
38,2008,3,Mich.,0,0,5,1,2,1,0,2,1,1,0,0,3,0,3
39,2008,3,Ohio,0,0,3,1,1,0,0,3,2,2,0,0,2,0,3
40,2008,3,Wis.,0,10,149,0,12,0,0,2,0,0,0,0,1,0,2
41,2008,3,W.N. CENTRAL,0,5,379,0,2,0,0,8,0,3,0,1,5,0,6
42,2008,3,Iowa,0,1,11,0,2,0,0,1,0,1,0,0,3,0,1
43,2008,3,Kans.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
44,2008,3,Minn.,0,1,379,0,0,0,0,8,0,1,0,0,4,0,0
45,2008,3,Mo.,0,0,4,0,0,0,0,1,0,0,0,0,2,0,5
46,2008,3,Nebr.,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0
47,2008,3,N. Dak.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
48,2008,3,S. Dak.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
49,2008,3,S. ATLANTIC,7,63,183,48,115,5,4,14,11,10,0,3,11,0,12
50,2008,3,Del.,0,12,34,5,21,0,0,1,0,0,0,0,1,0,0
51,2008,3,D.C.,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0
52,2008,3,Fla.,2,1,11,4,1,2,1,7,4,2,0,1,7,0,5
53,2008,3,Ga.,1,0,3,1,0,1,1,3,3,1,0,0,3,0,3
54,2008,3,Md.,4,32,128,36,84,2,1,5,4,4,0,0,2,0,2
55,2008,3,N.C.,0,0,8,0,0,0,0,4,0,1,0,0,4,0,0
56,2008,3,S.C.,0,0,4,0,0,0,0,1,0,0,0,0,1,0,2
57,2008,3,Va.,0,14,62,2,9,0,1,6,0,2,0,0,2,0,0
58,2008,3,W. Va.,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0
59,2008,3,E.S. CENTRAL,0,1,5,0,1,0,1,3,1,1,0,1,3,0,8
60,2008,3,Ala.,0,0,3,0,0,0,0,1,1,0,0,0,2,0,2
61,2008,3,Ky.,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0
62,2008,3,Miss.,0,0,1,0,0,0,0,1,0,1,0,0,2,0,4
63,2008,3,Tenn.,0,0,4,0,1,0,0,2,0,0,0,0,2,0,2
64,2008,3,W.S. CENTRAL,0,1,6,0,1,0,2,7,0,2,0,1,7,0,5
65,2008,3,Ark.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
66,2008,3,La.,0,0,1,0,0,0,0,2,0,1,0,0,3,0,4
67,2008,3,Okla.,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
68,2008,3,Tex.,0,1,6,0,1,0,1,6,0,1,0,1,4,0,1
69,2008,3,MOUNTAIN,0,0,3,1,2,0,1,6,1,1,0,1,4,0,2
70,2008,3,Ariz.,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0
71,2008,3,Colo.,0,0,1,1,0,0,0,2,1,1,0,0,2,0,0
72,2008,3,Idaho,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1
73,2008,3,Mont.,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0
74,2008,3,Nev.,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0
75,2008,3,N. Mex.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
76,2008,3,Utah,0,0,2,0,0,0,0,3,0,0,0,0,2,0,1
77,2008,3,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
78,2008,3,PACIFIC,4,2,9,8,5,2,3,9,3,6,0,4,12,0,12
79,2008,3,Alaska,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
80,2008,3,Calif.,4,2,9,8,5,2,2,7,3,3,0,3,9,0,11
81,2008,3,Hawaii,N,0,0,N,N,0,0,0,0,0,0,0,1,0,0
82,2008,3,Oreg.,0,0,1,0,0,0,0,2,0,3,0,0,3,0,1
83,2008,3,Wash.,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0
84,2008,3,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2008,3,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2008,3,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2008,3,P.R.,N,0,0,N,N,0,0,1,0,1,0,0,1,0,0
88,2008,3,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2008,4,UNITED STATES,153,308,"1,297",301,599,9,23,39,38,73,0,17,40,0,92
23,2008,4,NEW ENGLAND,1,41,301,3,49,0,1,4,0,6,0,0,3,0,5
24,2008,4,Conn.,0,11,214,0,5,0,0,1,0,0,0,0,1,0,1
25,2008,4,Maine,0,4,61,0,0,0,0,2,0,1,0,0,1,0,1
26,2008,4,Mass.,0,0,31,0,20,0,0,3,0,5,0,0,2,0,3
27,2008,4,N.H.,0,8,88,2,21,0,0,4,0,0,0,0,1,0,0
28,2008,4,R.I.,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0
29,2008,4,Vt.,1,1,13,1,3,0,0,2,0,0,0,0,1,0,0
30,2008,4,MID. ATLANTIC,141,146,661,208,362,3,6,16,9,11,0,2,8,0,13
31,2008,4,N.J.,0,34,175,11,110,0,0,0,0,0,0,0,2,0,3
32,2008,4,N.Y. (Upstate),5,54,192,12,14,1,1,7,1,2,0,1,3,0,1
33,2008,4,N.Y. City,0,3,25,0,7,0,4,9,4,7,0,0,4,0,2
34,2008,4,Pa.,136,50,321,185,231,2,1,4,4,2,0,1,5,0,7
35,2008,4,E.N. CENTRAL,0,12,168,2,21,3,2,7,8,16,0,3,9,0,15
36,2008,4,Ill.,0,1,15,0,2,0,0,6,1,9,0,1,3,0,5
37,2008,4,Ind.,0,0,7,0,1,0,0,2,0,0,0,0,4,0,1
38,2008,4,Mich.,0,0,5,1,2,0,0,2,2,3,0,0,2,0,3
39,2008,4,Ohio,0,0,3,1,1,3,0,3,5,3,0,0,2,0,3
40,2008,4,Wis.,0,10,149,0,15,0,0,2,0,1,0,0,1,0,3
41,2008,4,W.N. CENTRAL,0,5,479,0,2,0,0,8,0,4,0,1,5,0,7
42,2008,4,Iowa,0,1,11,0,2,0,0,1,0,1,0,0,3,0,1
43,2008,4,Kans.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
44,2008,4,Minn.,0,1,479,0,0,0,0,8,0,1,0,0,4,0,0
45,2008,4,Mo.,0,0,4,0,0,0,0,1,0,0,0,0,2,0,5
46,2008,4,Nebr.,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0
47,2008,4,N. Dak.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
48,2008,4,S. Dak.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
49,2008,4,S. ATLANTIC,8,65,214,76,154,2,5,14,13,19,0,3,11,0,17
50,2008,4,Del.,6,12,34,27,26,0,0,1,0,0,0,0,1,0,0
51,2008,4,D.C.,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0
52,2008,4,Fla.,1,1,11,5,2,2,1,7,6,5,0,1,7,0,7
53,2008,4,Ga.,0,0,3,1,0,0,1,3,3,1,0,0,3,0,3
54,2008,4,Md.,1,31,129,39,110,0,1,5,4,6,0,0,2,0,3
55,2008,4,N.C.,0,0,8,0,0,0,0,4,0,2,0,0,4,0,0
56,2008,4,S.C.,0,0,4,0,0,0,0,1,0,0,0,0,1,0,2
57,2008,4,Va.,0,16,62,4,16,0,1,6,0,5,0,0,2,0,2
58,2008,4,W. Va.,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0
59,2008,4,E.S. CENTRAL,0,1,5,0,1,0,1,3,1,4,0,1,3,0,8
60,2008,4,Ala.,0,0,3,0,0,0,0,1,1,0,0,0,2,0,2
61,2008,4,Ky.,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0
62,2008,4,Miss.,0,0,1,0,0,0,0,1,0,1,0,0,2,0,4
63,2008,4,Tenn.,0,0,4,0,1,0,0,2,0,2,0,0,2,0,2
64,2008,4,W.S. CENTRAL,0,1,6,0,2,1,2,8,1,4,0,2,7,0,5
65,2008,4,Ark.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
66,2008,4,La.,0,0,1,0,0,0,0,2,0,2,0,0,3,0,4
67,2008,4,Okla.,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
68,2008,4,Tex.,0,1,6,0,2,1,1,8,1,2,0,1,4,0,1
69,2008,4,MOUNTAIN,0,1,3,1,2,0,1,6,1,2,0,1,4,0,5
70,2008,4,Ariz.,0,0,1,0,0,0,0,3,0,0,0,0,2,0,1
71,2008,4,Colo.,0,0,1,1,0,0,0,2,1,2,0,0,2,0,0
72,2008,4,Idaho,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1
73,2008,4,Mont.,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0
74,2008,4,Nev.,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1
75,2008,4,N. Mex.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
76,2008,4,Utah,0,0,2,0,0,0,0,3,0,0,0,0,2,0,1
77,2008,4,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
78,2008,4,PACIFIC,3,2,9,11,6,0,3,9,5,7,0,4,12,0,17
79,2008,4,Alaska,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
80,2008,4,Calif.,3,2,9,11,6,0,2,8,4,3,0,3,9,0,16
81,2008,4,Hawaii,N,0,0,N,N,0,0,0,0,0,0,0,1,0,0
82,2008,4,Oreg.,0,0,1,0,0,0,0,2,1,3,0,0,3,0,1
83,2008,4,Wash.,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0
84,2008,4,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2008,4,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2008,4,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2008,4,P.R.,N,0,0,N,N,0,0,1,0,1,0,0,1,0,0
88,2008,4,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2008,5,UNITED STATES,166,311,"1,301",379,734,16,24,39,56,99,0,17,40,0,105
23,2008,5,NEW ENGLAND,0,41,301,3,58,0,1,4,0,6,0,0,3,0,5
24,2008,5,Conn.,0,11,214,0,6,0,0,1,0,0,0,0,1,0,1
25,2008,5,Maine,0,4,61,0,0,0,0,2,0,1,0,0,1,0,1
26,2008,5,Mass.,0,0,31,0,25,0,0,3,0,5,0,0,2,0,3
27,2008,5,N.H.,0,8,88,2,24,0,0,4,0,0,0,0,1,0,0
28,2008,5,R.I.,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0
29,2008,5,Vt.,0,1,13,1,3,0,0,2,0,0,0,0,1,0,0
30,2008,5,MID. ATLANTIC,148,153,664,261,428,3,6,17,11,18,0,2,8,0,14
31,2008,5,N.J.,0,35,176,19,132,0,0,2,0,0,0,0,2,0,3
32,2008,5,N.Y. (Upstate),3,54,192,15,27,1,1,7,2,2,0,1,3,0,1
33,2008,5,N.Y. City,0,3,25,0,12,0,4,9,5,13,0,0,4,0,3
34,2008,5,Pa.,145,50,321,227,257,2,1,4,4,3,0,1,5,0,7
35,2008,5,E.N. CENTRAL,0,12,168,3,29,1,2,7,11,21,0,2,9,0,18
36,2008,5,Ill.,0,1,15,0,2,0,0,6,1,11,0,0,3,0,6
37,2008,5,Ind.,0,0,7,0,1,0,0,2,0,0,0,0,4,0,2
38,2008,5,Mich.,0,0,5,1,2,0,0,2,2,4,0,0,2,0,4
39,2008,5,Ohio,0,0,4,1,2,1,0,3,7,3,0,0,2,0,3
40,2008,5,Wis.,0,10,149,1,22,0,0,2,1,3,0,0,1,0,3
41,2008,5,W.N. CENTRAL,0,5,483,0,9,0,0,8,0,7,0,1,5,0,8
42,2008,5,Iowa,0,1,11,0,2,0,0,1,0,1,0,0,3,0,1
43,2008,5,Kans.,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1
44,2008,5,Minn.,0,1,483,0,6,0,0,8,0,3,0,0,4,0,0
45,2008,5,Mo.,0,0,4,0,0,0,0,1,0,1,0,0,2,0,5
46,2008,5,Nebr.,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0
47,2008,5,N. Dak.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
48,2008,5,S. Dak.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
49,2008,5,S. ATLANTIC,12,69,213,93,194,5,4,14,19,24,0,3,11,0,17
50,2008,5,Del.,1,12,34,32,34,0,0,1,0,1,0,0,1,0,0
51,2008,5,D.C.,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0
52,2008,5,Fla.,2,1,11,7,3,3,1,7,9,7,0,1,7,0,7
53,2008,5,Ga.,0,0,3,1,0,1,1,3,4,1,0,0,3,0,3
54,2008,5,Md.,9,31,130,48,134,1,1,5,6,6,0,0,2,0,3
55,2008,5,N.C.,0,0,8,0,0,0,0,4,0,2,0,0,4,0,0
56,2008,5,S.C.,0,0,4,0,1,0,0,1,0,0,0,0,1,0,2
57,2008,5,Va.,0,16,62,5,22,0,1,6,0,7,0,0,2,0,2
58,2008,5,W. Va.,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0
59,2008,5,E.S. CENTRAL,0,1,5,0,2,0,1,3,1,5,0,1,3,0,10
60,2008,5,Ala.,0,0,3,0,0,0,0,1,1,0,0,0,2,0,2
61,2008,5,Ky.,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0
62,2008,5,Miss.,0,0,1,0,0,0,0,1,0,1,0,0,2,0,4
63,2008,5,Tenn.,0,0,4,0,2,0,0,2,0,3,0,0,2,0,4
