date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-31,10.323333333418049,10.000000000081112,10.000000000081112,10.000000000081112,10.000000000081112,10.450000000095995,10.000000000054074,11.00000000008111,9.00000000008111,11.00000000008111,9.00000000008111,11.00000000008111,9.00000000008111,12.00000000008111,8.000000000108148,12.00000000008111,8.00000000008111,12.000000000089221,8.00000000008111,12.000000000108146,7.000000000081111,13.00000000008111,7.000000000081111,13.000000000108148,7.000000000081111,13.000000000108148,7.000000000081111,14.00000000009936,6.00000000008111,14.000000000108146,6.00000000008111,14.000000000108146,6.00000000008111,15.000000000108148,5.000000000081111,16.000000000108148,5.000000000079759,17.000000000081112,4.000000000081111,18.00000000008111,4.000000000054074,18.26250000010104
2015-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
