date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,3.623333333332879,3.000000000001986,3.0000000000015503,3.000000000002436,3.000000000001127,3.9999999999989875,3.000000000000714,3.999999999999473,3.000000000000309,3.999999999999981,2.999999999999911,4.000000000000515,2.0000000000034333,4.000000000001079,2.000000000003044,4.000000000001679,2.000000000002656,4.999999999998405,2.000000000002268,4.999999999999096,2.0000000000018776,4.999999999999847,2.000000000001482,5.000000000000672,1.0000000000049933,5.999999999997675,1.0000000000045774,5.99999999999871,1.0000000000041442,5.999999999999904,1.000000000003686,6.000000000001315,1.0000000000031901,6.9999999999991305,6.550830161040923e-12,7.000000000001376,5.894590490575286e-12,8.000000000000664,5.013008275122883e-12,9.99999999999846,4.337720841770139e-12,11.26249999999936
2021-03-31,3.283333333337066,3.000000000004842,3.0000000000043046,3.0000000000053975,3.0000000000037823,3.000000000005974,2.000000000007188,3.0000000000065747,2.0000000000066898,3.400000000005643,2.0000000000062004,4.00000000000395,2.000000000005717,4.000000000004649,2.000000000005239,4.000000000005392,2.000000000004763,4.000000000006188,2.000000000004287,5.000000000003132,2.000000000003808,5.000000000004066,1.0000000000072387,5.000000000005093,1.0000000000067446,5.000000000006235,1.0000000000062366,5.000000000007527,1.0000000000057077,6.000000000005102,1.0000000000051488,6.000000000006865,1.000000000004545,7.000000000005116,7.786233274249601e-12,7.00000000000793,6.990061754423323e-12,8.00000000000804,5.923620160987897e-12,8.000000000015126,5.109441048718533e-12,9.000000000018613
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
