,year,mmwr_week,Reporting Area,Meningococcal Disease cummulative for 2002,Meningococcal Disease cummulative for 2001,Mumps cummulative for 2002,Mumps cummulative for 2001,Pertussis cummulative for 2002,Pertussis cummulative for 2001,"Rabies, Animal cummulative for 2002","Rabies, Animal cummulative for 2001"
68,2002,15,Ariz.,12,9,0,0,19,275,45,43
69,2002,15,Utah,4,5,2,0,11,9,0,0
70,2002,15,Nev.,8,4,0,0,4,5,0,0
71,2002,15,PACIFIC,122,172,27,22,172,223,64,115
72,2002,15,Wash.,22,29,0,0,101,29,0,0
73,2002,15,Oreg.,17,8,N,N,15,6,0,0
74,2002,15,Calif.,79,127,22,12,50,179,41,81
75,2002,15,Alaska,1,1,0,1,3,0,23,34
76,2002,15,Hawaii,3,7,5,9,3,9,0,0
77,2002,15,Guam,0,0,0,0,0,0,0,0
78,2002,15,P.R.,2,2,0,0,0,2,18,32
79,2002,15,V.I.,0,0,0,0,0,0,0,0
80,2002,15,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,15,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,16,UNITED STATES,548,"1,078",89,58,"1,422","1,658","1,325","1,786"
16,2002,16,NEW ENGLAND,42,56,4,0,207,174,237,164
17,2002,16,Maine,3,0,0,0,3,0,14,20
18,2002,16,N.H.,5,4,3,0,3,16,2,4
19,2002,16,Vt.,3,4,0,0,36,22,47,27
20,2002,16,Mass.,21,33,1,0,161,128,78,50
21,2002,16,R.I.,3,1,0,0,0,1,15,17
22,2002,16,Conn.,7,14,0,0,4,7,81,46
23,2002,16,MID. ATLANTIC,55,120,10,4,102,124,229,110
24,2002,16,Upstate N.Y.,21,30,2,1,72,71,151,0
25,2002,16,N.Y. City,7,20,1,2,5,12,7,3
26,2002,16,N.J.,6,42,1,0,3,2,32,40
27,2002,16,Pa.,21,28,6,1,22,39,39,67
28,2002,16,E.N. CENTRAL,72,131,13,9,214,180,6,12
29,2002,16,Ohio,35,40,3,1,129,111,2,1
30,2002,16,Ind.,14,6,0,0,15,7,1,1
31,2002,16,Ill.,0,33,4,8,34,18,1,0
32,2002,16,Mich.,15,31,6,0,23,18,2,6
33,2002,16,Wis.,8,21,0,0,13,26,0,4
34,2002,16,W.N. CENTRAL,49,61,7,3,170,76,101,97
35,2002,16,Minn.,12,7,0,1,59,17,7,15
36,2002,16,Iowa,6,13,0,0,53,10,11,16
37,2002,16,Mo.,25,25,3,0,36,34,8,6
38,2002,16,N. Dak.,0,2,1,0,0,0,7,16
39,2002,16,S. Dak.,2,2,0,0,5,3,20,14
40,2002,16,Nebr.,0,3,0,0,0,2,0,0
41,2002,16,Kans.,4,9,3,2,17,10,48,30
42,2002,16,S. ATLANTIC,102,175,14,6,109,79,559,599
43,2002,16,Del.,4,0,0,0,1,0,9,10
44,2002,16,Md.,3,23,2,3,12,10,80,91
45,2002,16,D.C.,0,0,0,0,0,1,0,0
46,2002,16,Va.,15,19,2,2,37,8,161,110
47,2002,16,W. Va.,0,4,0,0,3,1,50,43
48,2002,16,N.C.,11,39,1,0,13,24,178,166
49,2002,16,S.C.,11,14,2,1,23,13,20,27
50,2002,16,Ga.,16,29,3,0,11,14,59,94
51,2002,16,Fla.,42,47,4,0,9,8,2,58
52,2002,16,E.S. CENTRAL,25,64,5,0,39,32,42,116
53,2002,16,Ky.,4,10,2,0,11,10,7,6
54,2002,16,Tenn.,8,22,1,0,23,14,29,106
55,2002,16,Ala.,9,24,1,0,5,5,6,4
56,2002,16,Miss.,4,8,1,0,0,3,0,0
57,2002,16,W.S. CENTRAL,20,221,5,7,150,74,29,484
58,2002,16,Ark.,7,9,0,1,5,5,0,0
59,2002,16,La.,5,45,0,2,2,1,0,2
60,2002,16,Okla.,7,15,0,0,12,2,29,28
61,2002,16,Tex.,1,152,5,4,131,66,0,454
62,2002,16,MOUNTAIN,49,49,4,4,245,688,53,82
63,2002,16,Mont.,2,0,0,0,2,5,4,9
64,2002,16,Idaho,2,5,1,0,23,155,0,0
65,2002,16,Wyo.,0,0,0,1,3,0,1,16
66,2002,16,Colo.,14,19,0,1,108,135,0,0
67,2002,16,N. Mex.,1,7,0,2,24,41,0,2
68,2002,16,Ariz.,17,9,0,0,69,338,48,55
69,2002,16,Utah,4,5,2,0,11,9,0,0
70,2002,16,Nev.,9,4,1,0,5,5,0,0
71,2002,16,PACIFIC,134,201,27,25,186,231,69,122
72,2002,16,Wash.,24,32,0,0,106,29,0,0
73,2002,16,Oreg.,21,14,N,N,15,10,0,0
74,2002,16,Calif.,85,147,22,13,60,183,47,87
75,2002,16,Alaska,1,1,0,1,2,0,22,35
76,2002,16,Hawaii,3,7,5,11,3,9,0,0
77,2002,16,Guam,0,0,0,0,0,0,0,0
78,2002,16,P.R.,2,2,0,0,0,2,18,33
79,2002,16,V.I.,0,0,0,0,0,0,0,0
80,2002,16,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,16,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,17,UNITED STATES,586,"1,154",92,66,"1,541","1,729","1,441","1,953"
16,2002,17,NEW ENGLAND,44,58,4,0,218,183,249,182
17,2002,17,Maine,3,1,0,0,3,0,14,26
18,2002,17,N.H.,5,4,3,0,3,16,3,4
19,2002,17,Vt.,3,4,0,0,36,22,48,28
20,2002,17,Mass.,22,33,1,0,172,137,83,54
21,2002,17,R.I.,3,1,0,0,0,1,16,22
22,2002,17,Conn.,8,15,0,0,4,7,85,48
23,2002,17,MID. ATLANTIC,57,123,10,4,104,130,256,123
24,2002,17,Upstate N.Y.,21,30,2,1,74,72,171,0
25,2002,17,N.Y. City,7,20,1,2,5,16,8,3
26,2002,17,N.J.,6,44,1,0,3,2,32,49
27,2002,17,Pa.,23,29,6,1,22,40,45,71
28,2002,17,E.N. CENTRAL,80,143,14,11,220,190,10,14
29,2002,17,Ohio,37,42,3,1,133,115,2,1
30,2002,17,Ind.,16,6,0,1,15,11,3,1
31,2002,17,Ill.,0,37,4,9,34,18,2,2
32,2002,17,Mich.,18,33,7,0,25,18,3,6
33,2002,17,Wis.,9,25,0,0,13,28,0,4
34,2002,17,W.N. CENTRAL,53,63,7,3,186,76,108,104
35,2002,17,Minn.,15,8,0,1,67,17,7,15
36,2002,17,Iowa,6,14,0,0,59,10,13,16
37,2002,17,Mo.,26,24,3,0,36,34,8,8
38,2002,17,N. Dak.,0,3,1,0,0,0,7,17
39,2002,17,S. Dak.,2,2,0,0,5,3,20,14
40,2002,17,Nebr.,0,3,0,0,0,2,0,0
41,2002,17,Kans.,4,9,3,2,19,10,53,34
42,2002,17,S. ATLANTIC,110,181,14,6,138,82,600,667
43,2002,17,Del.,4,0,0,0,1,0,9,12
44,2002,17,Md.,3,23,2,3,14,10,95,92
45,2002,17,D.C.,0,0,0,0,0,1,0,0
46,2002,17,Va.,16,20,2,2,62,8,171,126
47,2002,17,W. Va.,0,4,0,0,3,1,57,46
48,2002,17,N.C.,14,40,1,0,13,25,187,192
49,2002,17,S.C.,11,16,2,1,23,14,20,40
50,2002,17,Ga.,16,29,3,0,11,14,59,94
51,2002,17,Fla.,46,49,4,0,11,9,2,65
52,2002,17,E.S. CENTRAL,28,72,7,1,41,34,48,122
53,2002,17,Ky.,4,13,4,1,12,11,8,7
54,2002,17,Tenn.,11,24,1,0,24,14,34,106
55,2002,17,Ala.,9,27,1,0,5,6,6,9
56,2002,17,Miss.,4,8,1,0,0,3,0,0
57,2002,17,W.S. CENTRAL,22,228,5,7,150,86,29,518
58,2002,17,Ark.,7,9,0,1,5,5,0,0
59,2002,17,La.,6,48,0,2,2,1,0,2
60,2002,17,Okla.,8,15,0,0,12,2,29,30
61,2002,17,Tex.,1,156,5,4,131,78,0,486
62,2002,17,MOUNTAIN,50,49,4,5,256,709,66,90
63,2002,17,Mont.,2,0,0,0,2,5,4,13
64,2002,17,Idaho,2,5,1,0,26,156,0,0
65,2002,17,Wyo.,0,0,0,1,3,0,3,16
66,2002,17,Colo.,14,19,0,1,113,135,0,0
67,2002,17,N. Mex.,1,7,0,2,25,41,2,2
68,2002,17,Ariz.,17,9,0,0,69,355,56,59
69,2002,17,Utah,4,5,2,0,12,12,0,0
70,2002,17,Nev.,10,4,1,1,6,5,1,0
71,2002,17,PACIFIC,142,237,27,29,228,239,75,133
72,2002,17,Wash.,27,33,0,0,110,29,0,0
73,2002,17,Oreg.,21,34,N,N,20,13,0,0
74,2002,17,Calif.,90,161,22,15,93,187,53,97
75,2002,17,Alaska,1,1,0,1,2,0,22,36
76,2002,17,Hawaii,3,8,5,13,3,10,0,0
77,2002,17,Guam,0,0,0,0,0,0,0,0
78,2002,17,P.R.,2,2,0,0,0,2,18,35
79,2002,17,V.I.,0,0,0,0,0,0,0,0
80,2002,17,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,17,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,18,UNITED STATES,623,"1,202",97,64,"1,635","1,772","1,524","2,146"
16,2002,18,NEW ENGLAND,48,60,4,0,223,185,256,199
17,2002,18,Maine,4,1,0,0,3,0,17,28
18,2002,18,N.H.,5,5,3,0,3,16,3,6
19,2002,18,Vt.,3,4,0,0,37,22,50,31
20,2002,18,Mass.,24,34,1,0,175,139,85,59
21,2002,18,R.I.,4,1,0,0,1,1,16,23
22,2002,18,Conn.,8,15,0,0,4,7,85,52
23,2002,18,MID. ATLANTIC,60,129,11,5,110,136,276,130
24,2002,18,Upstate N.Y.,21,32,2,1,74,76,179,0
25,2002,18,N.Y. City,9,20,1,3,5,18,8,4
26,2002,18,N.J.,6,46,1,0,3,2,32,53
27,2002,18,Pa.,24,31,7,1,28,40,57,73
28,2002,18,E.N. CENTRAL,83,155,12,2,227,176,11,14
29,2002,18,Ohio,38,43,3,1,138,116,3,1
30,2002,18,Ind.,17,11,0,1,15,12,3,1
31,2002,18,Ill.,0,39,4,0,34,0,2,2
32,2002,18,Mich.,18,37,5,0,27,19,3,6
33,2002,18,Wis.,10,25,0,0,13,29,0,4
34,2002,18,W.N. CENTRAL,64,66,9,3,196,77,118,116
35,2002,18,Minn.,15,8,2,1,67,17,7,15
36,2002,18,Iowa,8,15,0,0,62,10,16,18
37,2002,18,Mo.,27,25,3,0,38,35,8,10
38,2002,18,N. Dak.,0,3,1,0,0,0,7,17
39,2002,18,S. Dak.,2,2,0,0,5,3,20,18
40,2002,18,Nebr.,7,4,0,0,4,2,0,0
41,2002,18,Kans.,5,9,3,2,20,10,60,38
42,2002,18,S. ATLANTIC,115,193,14,8,144,92,637,785
43,2002,18,Del.,5,0,0,0,2,0,9,12
44,2002,18,Md.,3,24,2,4,15,12,111,167
45,2002,18,D.C.,0,0,0,0,1,1,0,0
46,2002,18,Va.,16,21,2,2,63,10,171,138
47,2002,18,W. Va.,0,4,0,0,3,1,57,49
48,2002,18,N.C.,14,40,1,0,14,30,207,208
49,2002,18,S.C.,12,17,2,1,24,15,22,41
50,2002,18,Ga.,16,32,3,0,11,14,59,95
51,2002,18,Fla.,49,55,4,1,11,9,1,75
52,2002,18,E.S. CENTRAL,30,72,8,1,42,35,52,122
53,2002,18,Ky.,4,13,4,1,12,11,9,7
54,2002,18,Tenn.,13,24,2,0,25,14,35,106
55,2002,18,Ala.,9,27,1,0,5,7,8,9
56,2002,18,Miss.,4,8,1,0,0,3,0,0
57,2002,18,W.S. CENTRAL,27,231,6,7,176,98,29,547
58,2002,18,Ark.,7,9,0,0,5,7,0,0
59,2002,18,La.,10,49,1,2,2,2,0,3
60,2002,18,Okla.,9,16,0,0,15,2,29,31
61,2002,18,Tex.,1,157,5,5,154,87,0,513
62,2002,18,MOUNTAIN,51,49,5,5,280,716,69,93
63,2002,18,Mont.,2,0,0,0,2,5,4,13
64,2002,18,Idaho,2,5,1,0,28,156,0,0
65,2002,18,Wyo.,0,0,0,1,3,0,3,17
66,2002,18,Colo.,15,19,1,1,129,137,0,0
67,2002,18,N. Mex.,1,7,0,2,29,41,4,2
68,2002,18,Ariz.,17,9,0,0,69,359,57,61
69,2002,18,Utah,4,5,2,0,13,13,0,0
70,2002,18,Nev.,10,4,1,1,7,5,1,0
71,2002,18,PACIFIC,145,247,28,33,237,257,76,140
72,2002,18,Wash.,30,33,0,0,118,31,0,0
73,2002,18,Oreg.,21,34,N,N,21,13,0,0
74,2002,18,Calif.,90,171,22,18,93,203,53,104
75,2002,18,Alaska,1,1,0,1,2,0,23,36
76,2002,18,Hawaii,3,8,6,14,3,10,0,0
77,2002,18,Guam,0,0,0,0,0,0,0,0
78,2002,18,P.R.,1,2,0,0,0,2,24,37
79,2002,18,V.I.,0,0,0,0,0,0,0,0
80,2002,18,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,18,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,19,UNITED STATES,663,"1,283",101,91,"1,715","1,861","1,717","2,302"
16,2002,19,NEW ENGLAND,49,62,4,0,237,189,266,219
17,2002,19,Maine,4,1,0,0,3,0,17,29
18,2002,19,N.H.,5,6,3,0,3,16,3,6
19,2002,19,Vt.,3,4,0,0,39,22,52,32
20,2002,19,Mass.,25,35,1,0,186,143,86,68
21,2002,19,R.I.,4,1,0,0,1,1,18,25
22,2002,19,Conn.,8,15,0,0,5,7,90,59
23,2002,19,MID. ATLANTIC,66,112,11,7,111,143,309,144
24,2002,19,Upstate N.Y.,22,35,2,2,75,81,191,0
25,2002,19,N.Y. City,9,20,1,4,5,20,8,5
26,2002,19,N.J.,11,23,1,0,3,2,46,57
27,2002,19,Pa.,24,34,7,1,28,40,64,82
28,2002,19,E.N. CENTRAL,86,163,12,12,237,211,13,15
29,2002,19,Ohio,40,46,3,1,145,118,3,1
30,2002,19,Ind.,18,15,0,1,15,17,3,1
31,2002,19,Ill.,0,39,4,10,36,25,2,2
32,2002,19,Mich.,18,38,5,0,28,19,5,7
33,2002,19,Wis.,10,25,0,0,13,32,0,4
34,2002,19,W.N. CENTRAL,67,73,10,3,202,79,136,124
35,2002,19,Minn.,15,10,2,1,70,17,7,15
36,2002,19,Iowa,9,17,0,0,64,10,17,22
37,2002,19,Mo.,27,25,3,0,40,36,12,13
38,2002,19,N. Dak.,0,3,1,0,0,0,7,17
39,2002,19,S. Dak.,2,3,0,0,5,3,20,19
40,2002,19,Nebr.,9,6,0,0,4,2,0,0
41,2002,19,Kans.,5,9,4,2,19,11,73,38
42,2002,19,S. ATLANTIC,119,198,14,16,153,86,733,856
43,2002,19,Del.,5,0,0,0,2,0,9,12
44,2002,19,Md.,3,24,2,4,16,13,112,176
45,2002,19,D.C.,0,0,0,0,1,1,0,0
46,2002,19,Va.,16,21,2,2,69,10,180,148
47,2002,19,W. Va.,0,4,0,0,3,1,62,50
48,2002,19,N.C.,14,44,1,0,14,30,207,222
49,2002,19,S.C.,12,18,2,1,24,15,28,48
50,2002,19,Ga.,16,30,3,7,11,7,132,121
51,2002,19,Fla.,53,57,4,2,13,9,3,79
52,2002,19,E.S. CENTRAL,31,77,8,2,44,35,60,124
53,2002,19,Ky.,5,13,4,1,12,11,9,9
54,2002,19,Tenn.,13,28,2,0,25,14,40,106
55,2002,19,Ala.,9,28,1,0,7,7,11,9
56,2002,19,Miss.,4,8,1,1,0,3,0,0
57,2002,19,W.S. CENTRAL,28,288,7,10,201,110,33,577
58,2002,19,Ark.,7,10,0,0,5,7,0,0
59,2002,19,La.,11,101,1,4,2,4,0,6
60,2002,19,Okla.,9,17,0,0,22,3,33,35
61,2002,19,Tex.,1,160,6,6,172,96,0,536
62,2002,19,MOUNTAIN,53,53,5,5,290,740,73,97
63,2002,19,Mont.,2,0,0,0,2,6,4,14
64,2002,19,Idaho,3,6,1,0,28,156,0,0
65,2002,19,Wyo.,0,0,0,1,5,0,6,17
66,2002,19,Colo.,16,22,1,1,134,139,0,0
67,2002,19,N. Mex.,1,7,0,2,32,45,4,2
68,2002,19,Ariz.,17,9,0,0,69,375,58,64
69,2002,19,Utah,4,5,2,0,13,14,0,0
70,2002,19,Nev.,10,4,1,1,7,5,1,0
71,2002,19,PACIFIC,164,257,30,36,240,268,94,146
72,2002,19,Wash.,32,34,0,0,120,33,0,0
73,2002,19,Oreg.,23,33,N,N,21,13,0,0
74,2002,19,Calif.,105,181,24,20,94,212,71,110
75,2002,19,Alaska,1,1,0,1,2,0,23,36
76,2002,19,Hawaii,3,8,6,15,3,10,0,0
77,2002,19,Guam,0,0,0,0,0,0,0,0
78,2002,19,P.R.,1,2,0,0,0,2,31,41
79,2002,19,V.I.,0,0,0,0,0,0,0,0
80,2002,19,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,19,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,20,UNITED STATES,699,"1,273",106,98,"1,968","1,957","1,854","2,404"
16,2002,20,NEW ENGLAND,52,59,5,0,239,194,296,230
17,2002,20,Maine,4,1,0,0,3,0,19,30
18,2002,20,N.H.,5,6,3,0,3,16,10,6
19,2002,20,Vt.,4,4,0,0,40,22,52,33
20,2002,20,Mass.,27,35,2,0,187,147,98,72
21,2002,20,R.I.,4,2,0,0,1,1,19,25
22,2002,20,Conn.,8,11,0,0,5,8,98,64
23,2002,20,MID. ATLANTIC,67,116,11,7,112,148,327,152
24,2002,20,Upstate N.Y.,23,36,2,2,76,82,206,0
25,2002,20,N.Y. City,9,21,1,4,5,23,8,5
26,2002,20,N.J.,11,23,1,0,3,2,49,61
27,2002,20,Pa.,24,36,7,1,28,41,64,86
28,2002,20,E.N. CENTRAL,91,169,12,13,254,222,16,16
29,2002,20,Ohio,44,48,3,1,156,121,3,1
30,2002,20,Ind.,18,15,0,1,16,18,4,1
31,2002,20,Ill.,0,39,4,10,41,25,4,2
32,2002,20,Mich.,19,40,5,1,28,20,5,8
33,2002,20,Wis.,10,27,0,0,13,38,0,4
34,2002,20,W.N. CENTRAL,71,81,10,10,210,88,147,129
35,2002,20,Minn.,17,10,2,1,70,17,7,15
36,2002,20,Iowa,10,18,0,0,69,10,18,23
37,2002,20,Mo.,28,27,3,0,43,36,14,13
38,2002,20,N. Dak.,0,3,1,0,0,0,8,17
39,2002,20,S. Dak.,2,4,0,0,5,3,20,19
40,2002,20,Nebr.,9,6,0,1,4,2,0,1
41,2002,20,Kans.,5,13,4,8,19,20,80,41
42,2002,20,S. ATLANTIC,124,203,16,16,154,91,794,901
43,2002,20,Del.,5,0,0,0,2,0,9,12
44,2002,20,Md.,3,25,3,4,17,13,119,184
45,2002,20,D.C.,0,0,0,0,1,1,0,0
46,2002,20,Va.,18,21,2,2,69,10,199,161
47,2002,20,W. Va.,0,4,0,0,3,1,65,53
48,2002,20,N.C.,14,44,1,0,14,30,238,235
49,2002,20,S.C.,13,19,2,1,24,18,29,48
50,2002,20,Ga.,18,30,4,7,11,8,132,128
51,2002,20,Fla.,53,60,4,2,13,10,3,80
52,2002,20,E.S. CENTRAL,36,79,8,3,49,36,65,126
53,2002,20,Ky.,6,13,4,1,12,11,9,9
54,2002,20,Tenn.,15,29,2,0,30,15,43,106
55,2002,20,Ala.,10,29,1,0,7,7,13,11
56,2002,20,Miss.,5,8,1,2,0,3,0,0
57,2002,20,W.S. CENTRAL,35,243,8,8,381,109,39,598
58,2002,20,Ark.,14,10,0,0,174,7,0,0
59,2002,20,La.,11,52,1,2,2,2,0,3
60,2002,20,Okla.,9,18,0,0,22,3,39,36
61,2002,20,Tex.,1,163,7,6,183,97,0,559
62,2002,20,MOUNTAIN,54,58,6,5,310,779,75,99
63,2002,20,Mont.,2,0,0,0,2,6,4,14
64,2002,20,Idaho,3,6,1,0,34,156,0,0
65,2002,20,Wyo.,0,2,0,1,5,0,6,18
66,2002,20,Colo.,16,23,1,1,140,141,0,0
67,2002,20,N. Mex.,1,7,0,2,34,39,4,2
68,2002,20,Ariz.,17,10,0,0,73,415,60,65
69,2002,20,Utah,4,6,3,0,15,16,0,0
70,2002,20,Nev.,11,4,1,1,7,6,1,0
71,2002,20,PACIFIC,169,265,30,36,259,290,95,153
72,2002,20,Wash.,33,36,0,0,126,39,0,0
73,2002,20,Oreg.,24,33,N,N,34,14,0,0
74,2002,20,Calif.,108,187,24,20,94,226,71,117
75,2002,20,Alaska,1,1,0,1,2,0,24,36
76,2002,20,Hawaii,3,8,6,15,3,11,0,0
77,2002,20,Guam,0,0,0,0,0,0,0,0
78,2002,20,P.R.,1,2,0,0,0,2,34,46
79,2002,20,V.I.,0,0,0,0,0,0,0,0
80,2002,20,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,20,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,21,UNITED STATES,725,"1,268",113,98,"2,110","2,065","1,943","2,501"
16,2002,21,NEW ENGLAND,52,60,5,0,253,200,304,245
17,2002,21,Maine,4,1,0,0,3,0,19,31
18,2002,21,N.H.,5,6,3,0,4,16,11,6
19,2002,21,Vt.,4,4,0,0,40,22,52,34
20,2002,21,Mass.,27,36,2,0,200,152,99,78
21,2002,21,R.I.,4,2,0,0,1,1,20,27
22,2002,21,Conn.,8,11,0,0,5,9,103,69
23,2002,21,MID. ATLANTIC,72,120,12,9,115,159,349,154
24,2002,21,Upstate N.Y.,24,38,2,2,79,86,216,0
25,2002,21,N.Y. City,9,22,1,4,5,23,8,5
26,2002,21,N.J.,11,24,1,0,3,2,49,63
27,2002,21,Pa.,28,36,8,3,28,48,76,86
28,2002,21,E.N. CENTRAL,97,173,13,14,273,231,20,19
29,2002,21,Ohio,46,50,3,1,162,125,4,2
30,2002,21,Ind.,19,15,1,1,18,19,5,1
31,2002,21,Ill.,0,40,4,10,41,26,4,3
32,2002,21,Mich.,20,41,5,2,31,20,7,9
33,2002,21,Wis.,12,27,0,0,21,41,0,4
34,2002,21,W.N. CENTRAL,73,78,10,4,226,85,154,135
35,2002,21,Minn.,17,10,2,1,70,17,7,15
36,2002,21,Iowa,11,18,0,0,80,10,21,23
37,2002,21,Mo.,29,28,3,0,48,40,15,13
38,2002,21,N. Dak.,0,3,1,0,0,0,8,18
39,2002,21,S. Dak.,2,4,0,0,5,3,20,19
40,2002,21,Nebr.,9,6,0,1,4,2,0,1
41,2002,21,Kans.,5,9,4,2,19,13,83,46
42,2002,21,S. ATLANTIC,129,206,17,17,158,96,831,940
43,2002,21,Del.,5,0,0,0,2,0,9,16
44,2002,21,Md.,4,25,3,4,18,13,119,191
45,2002,21,D.C.,0,0,0,0,1,1,0,0
46,2002,21,Va.,18,21,3,2,69,10,210,168
47,2002,21,W. Va.,0,4,0,0,4,1,65,54
48,2002,21,N.C.,15,45,1,1,15,33,262,242
49,2002,21,S.C.,13,19,2,1,24,18,31,48
50,2002,21,Ga.,21,31,4,7,12,9,132,136
51,2002,21,Fla.,53,61,4,2,13,11,3,85
52,2002,21,E.S. CENTRAL,37,80,9,3,53,37,65,128
53,2002,21,Ky.,6,13,4,1,15,11,9,10
54,2002,21,Tenn.,16,30,2,0,30,15,43,106
55,2002,21,Ala.,10,29,2,0,8,8,13,12
56,2002,21,Miss.,5,8,1,2,0,3,0,0
57,2002,21,W.S. CENTRAL,37,212,8,8,430,115,40,615
58,2002,21,Ark.,15,11,0,0,205,7,0,0
59,2002,21,La.,11,52,1,2,2,4,0,4
60,2002,21,Okla.,10,18,0,0,27,3,40,37
61,2002,21,Tex.,1,131,7,6,196,101,0,574
62,2002,21,MOUNTAIN,54,60,7,7,323,826,75,102
63,2002,21,Mont.,2,0,0,0,2,6,4,14
64,2002,21,Idaho,3,6,1,0,35,157,0,1
65,2002,21,Wyo.,0,2,0,1,5,0,6,18
66,2002,21,Colo.,16,23,1,1,149,146,0,0
67,2002,21,N. Mex.,1,8,0,2,35,39,4,3
68,2002,21,Ariz.,17,11,0,1,73,453,60,66
69,2002,21,Utah,4,6,4,1,16,17,0,0
70,2002,21,Nev.,11,4,1,1,8,8,1,0
71,2002,21,PACIFIC,174,279,32,36,279,316,105,163
72,2002,21,Wash.,33,37,0,0,130,39,0,0
73,2002,21,Oreg.,25,34,N,N,48,16,0,0
74,2002,21,Calif.,111,198,25,20,94,248,81,127
75,2002,21,Alaska,1,2,0,1,2,0,24,36
76,2002,21,Hawaii,4,8,7,15,5,13,0,0
77,2002,21,Guam,0,0,0,0,0,0,0,0
78,2002,21,P.R.,1,2,0,0,0,2,30,48
79,2002,21,V.I.,0,0,0,0,0,0,0,0
80,2002,21,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,21,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,22,UNITED STATES,756,"1,269",118,97,"2,278","2,158","2,037","2,912"
16,2002,22,NEW ENGLAND,53,61,5,0,260,219,318,251
17,2002,22,Maine,4,1,0,0,3,0,19,31
18,2002,22,N.H.,5,6,3,0,4,18,11,6
19,2002,22,Vt.,4,4,0,0,44,23,53,34
20,2002,22,Mass.,28,37,2,0,203,165,107,81
21,2002,22,R.I.,4,2,0,0,1,1,20,27
22,2002,22,Conn.,8,11,0,0,5,12,108,72
23,2002,22,MID. ATLANTIC,74,123,12,9,117,167,376,440
24,2002,22,Upstate N.Y.,25,39,2,2,81,92,229,276
25,2002,22,N.Y. City,10,22,1,4,5,23,9,7
26,2002,22,N.J.,11,25,1,0,3,2,59,67
27,2002,22,Pa.,28,37,8,3,28,50,79,90
28,2002,22,E.N. CENTRAL,100,182,15,14,286,241,23,21
29,2002,22,Ohio,46,53,3,1,169,132,4,3
30,2002,22,Ind.,21,16,1,1,18,19,5,1
31,2002,22,Ill.,0,43,6,10,44,26,6,3
32,2002,22,Mich.,21,41,5,2,33,20,8,10
33,2002,22,Wis.,12,29,0,0,22,44,0,4
34,2002,22,W.N. CENTRAL,75,82,10,4,238,85,162,147
35,2002,22,Minn.,18,12,2,1,70,17,9,16
36,2002,22,Iowa,11,20,0,0,87,10,21,30
37,2002,22,Mo.,29,28,3,0,51,40,16,13
38,2002,22,N. Dak.,0,3,1,0,0,0,8,19
39,2002,22,S. Dak.,2,4,0,0,5,3,20,21
40,2002,22,Nebr.,10,6,0,1,4,2,0,1
41,2002,22,Kans.,5,9,4,2,21,13,88,47
42,2002,22,S. ATLANTIC,132,169,17,16,175,95,863,"1,004"
43,2002,22,Del.,5,0,0,0,2,0,9,20
44,2002,22,Md.,5,26,3,4,18,15,119,207
45,2002,22,D.C.,0,0,0,0,1,1,0,0
46,2002,22,Va.,19,23,3,2,82,10,218,178
47,2002,22,W. Va.,0,4,0,0,4,1,75,57
48,2002,22,N.C.,15,45,1,1,18,33,276,259
49,2002,22,S.C.,14,19,2,1,25,18,31,53
50,2002,22,Ga.,21,31,4,7,12,9,132,146
51,2002,22,Fla.,53,21,4,1,13,8,3,84
52,2002,22,E.S. CENTRAL,39,81,9,3,55,39,66,130
53,2002,22,Ky.,6,13,4,1,15,11,9,10
54,2002,22,Tenn.,17,31,2,0,32,15,42,106
55,2002,22,Ala.,10,29,2,0,8,10,15,14
56,2002,22,Miss.,6,8,1,2,0,3,0,0
57,2002,22,W.S. CENTRAL,43,217,10,8,474,142,40,641
58,2002,22,Ark.,19,12,0,0,229,8,0,0
59,2002,22,La.,13,54,1,2,2,4,0,4
60,2002,22,Okla.,10,18,0,0,27,3,40,39
61,2002,22,Tex.,1,133,9,6,216,127,0,598
62,2002,22,MOUNTAIN,56,66,7,7,335,837,81,108
63,2002,22,Mont.,2,1,0,0,2,6,4,16
64,2002,22,Idaho,3,7,1,0,35,159,0,1
65,2002,22,Wyo.,0,4,0,1,5,0,9,18
66,2002,22,Colo.,17,24,1,1,151,150,0,0
67,2002,22,N. Mex.,1,8,0,2,35,40,4,4
68,2002,22,Ariz.,18,11,0,1,81,455,63,68
69,2002,22,Utah,4,7,4,1,18,18,0,0
70,2002,22,Nev.,11,4,1,1,8,9,1,1
71,2002,22,PACIFIC,184,288,33,36,338,333,108,170
72,2002,22,Wash.,35,37,0,0,135,45,0,0
