,year,mmwr_week,Reporting Area,Meningococcal Disease cummulative for 2002,Meningococcal Disease cummulative for 2001,Mumps cummulative for 2002,Mumps cummulative for 2001,Pertussis cummulative for 2002,Pertussis cummulative for 2001,"Rabies, Animal cummulative for 2002","Rabies, Animal cummulative for 2001"
73,2002,22,Oreg.,28,36,N,N,57,16,0,0
74,2002,22,Calif.,115,205,26,20,139,258,84,134
75,2002,22,Alaska,1,2,0,1,2,0,24,36
76,2002,22,Hawaii,5,8,7,15,5,14,0,0
77,2002,22,Guam,0,0,0,0,0,0,0,0
78,2002,22,P.R.,1,2,0,0,1,2,31,50
79,2002,22,V.I.,0,0,0,0,0,0,0,0
80,2002,22,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,22,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,23,UNITED STATES,796,"1,339",118,100,"2,378","2,215","2,144","3,028"
16,2002,23,NEW ENGLAND,56,63,5,0,271,212,335,258
17,2002,23,Maine,4,1,0,0,3,0,22,31
18,2002,23,N.H.,5,6,3,0,5,7,11,6
19,2002,23,Vt.,4,4,0,0,44,23,57,34
20,2002,23,Mass.,28,38,2,0,213,169,109,86
21,2002,23,R.I.,4,2,0,0,1,1,23,27
22,2002,23,Conn.,11,12,0,0,5,12,113,74
23,2002,23,MID. ATLANTIC,74,140,12,9,123,162,392,460
24,2002,23,Upstate N.Y.,25,42,2,2,85,94,234,293
25,2002,23,N.Y. City,10,23,1,4,7,24,10,8
26,2002,23,N.J.,11,23,1,0,3,8,59,68
27,2002,23,Pa.,28,52,8,3,28,36,89,91
28,2002,23,E.N. CENTRAL,122,186,15,14,298,249,26,23
29,2002,23,Ohio,47,54,3,1,178,132,5,4
30,2002,23,Ind.,21,17,1,1,19,19,6,1
31,2002,23,Ill.,20,44,6,10,44,29,6,3
32,2002,23,Mich.,22,42,5,2,33,22,9,10
33,2002,23,Wis.,12,29,0,0,24,47,0,5
34,2002,23,W.N. CENTRAL,78,88,10,5,240,102,166,153
35,2002,23,Minn.,19,13,2,2,70,31,10,17
36,2002,23,Iowa,11,20,0,0,89,10,21,30
37,2002,23,Mo.,31,31,3,0,50,42,18,13
38,2002,23,N. Dak.,0,3,1,0,0,0,8,20
39,2002,23,S. Dak.,2,4,0,0,5,3,20,23
40,2002,23,Nebr.,10,8,0,1,4,2,0,1
41,2002,23,Kans.,5,9,4,2,22,14,89,49
42,2002,23,S. ATLANTIC,135,198,17,16,181,102,910,"1,056"
43,2002,23,Del.,6,0,0,0,2,0,9,21
44,2002,23,Md.,5,27,3,4,18,16,137,218
45,2002,23,D.C.,0,0,0,0,1,1,0,0
46,2002,23,Va.,20,23,3,2,83,12,226,195
47,2002,23,W. Va.,0,6,0,0,6,1,77,59
48,2002,23,N.C.,16,48,1,1,18,36,293,268
49,2002,23,S.C.,14,19,2,1,26,18,33,53
50,2002,23,Ga.,21,31,4,7,14,10,132,150
51,2002,23,Fla.,53,44,4,1,13,8,3,92
52,2002,23,E.S. CENTRAL,42,82,9,3,61,41,77,131
53,2002,23,Ky.,6,13,4,1,18,11,15,10
54,2002,23,Tenn.,18,31,2,0,34,17,46,106
55,2002,23,Ala.,11,29,2,0,9,10,16,15
56,2002,23,Miss.,7,9,1,2,0,3,0,0
57,2002,23,W.S. CENTRAL,45,219,10,8,491,149,46,657
58,2002,23,Ark.,20,12,0,0,238,8,0,0
59,2002,23,La.,13,55,1,2,2,4,0,4
60,2002,23,Okla.,11,18,0,0,27,3,46,39
61,2002,23,Tex.,1,134,9,6,224,134,0,614
62,2002,23,MOUNTAIN,58,68,7,7,349,850,84,111
63,2002,23,Mont.,2,2,0,0,2,6,4,16
64,2002,23,Idaho,3,7,1,0,36,159,0,1
65,2002,23,Wyo.,0,4,0,1,5,0,12,18
66,2002,23,Colo.,18,25,1,1,157,160,0,0
67,2002,23,N. Mex.,1,8,0,2,35,43,4,4
68,2002,23,Ariz.,19,11,0,1,83,455,63,71
69,2002,23,Utah,4,7,4,1,22,18,0,0
70,2002,23,Nev.,11,4,1,1,9,9,1,1
71,2002,23,PACIFIC,186,295,33,38,364,348,108,179
72,2002,23,Wash.,37,38,0,0,157,45,0,0
73,2002,23,Oreg.,28,37,N,N,59,18,0,0
74,2002,23,Calif.,115,210,26,21,139,267,84,143
75,2002,23,Alaska,1,2,0,1,2,1,24,36
76,2002,23,Hawaii,5,8,7,16,7,17,0,0
77,2002,23,Guam,0,0,0,0,0,0,0,0
78,2002,23,P.R.,1,3,0,0,1,0,34,52
79,2002,23,V.I.,0,0,0,0,0,0,0,0
80,2002,23,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,23,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,24,UNITED STATES,836,"1,389",134,107,"2,610","2,338","2,329","3,173"
16,2002,24,NEW ENGLAND,56,67,5,0,276,215,342,283
17,2002,24,Maine,4,1,0,0,3,0,22,34
18,2002,24,N.H.,5,8,3,0,5,8,11,6
19,2002,24,Vt.,4,4,0,0,49,23,58,35
20,2002,24,Mass.,28,39,2,0,213,171,113,96
21,2002,24,R.I.,4,2,0,0,1,1,25,28
22,2002,24,Conn.,11,13,0,0,5,12,113,84
23,2002,24,MID. ATLANTIC,79,146,12,9,129,166,414,483
24,2002,24,Upstate N.Y.,28,42,2,2,90,96,245,303
25,2002,24,N.Y. City,10,25,1,4,7,26,10,12
26,2002,24,N.J.,11,25,1,0,3,8,61,70
27,2002,24,Pa.,30,54,8,3,29,36,98,98
28,2002,24,E.N. CENTRAL,127,197,15,15,315,265,27,29
29,2002,24,Ohio,48,57,3,1,182,143,5,8
30,2002,24,Ind.,23,22,1,1,22,20,7,1
31,2002,24,Ill.,20,45,6,10,48,29,6,3
32,2002,24,Mich.,24,43,5,2,33,25,9,11
33,2002,24,Wis.,12,30,0,1,30,48,0,6
34,2002,24,W.N. CENTRAL,79,92,10,5,247,103,177,162
35,2002,24,Minn.,20,13,2,2,70,31,11,18
36,2002,24,Iowa,11,20,0,0,95,11,27,32
37,2002,24,Mo.,31,32,3,0,51,42,18,13
38,2002,24,N. Dak.,0,5,1,0,0,0,11,21
39,2002,24,S. Dak.,2,4,0,0,5,3,20,24
40,2002,24,Nebr.,10,9,0,1,4,2,0,1
41,2002,24,Kans.,5,9,4,2,22,14,90,53
42,2002,24,S. ATLANTIC,142,200,17,17,184,108,"1,039","1,106"
43,2002,24,Del.,6,0,0,0,2,0,9,22
44,2002,24,Md.,4,27,3,4,18,16,138,230
45,2002,24,D.C.,0,0,0,0,1,1,0,0
46,2002,24,Va.,21,25,3,2,83,12,237,204
47,2002,24,W. Va.,0,6,0,0,6,1,79,60
48,2002,24,N.C.,16,48,1,1,19,39,301,278
49,2002,24,S.C.,14,19,2,1,26,18,36,57
50,2002,24,Ga.,21,31,4,7,14,12,132,163
51,2002,24,Fla.,60,44,4,2,15,9,107,92
52,2002,24,E.S. CENTRAL,50,87,9,3,67,42,76,132
53,2002,24,Ky.,8,15,4,1,22,12,13,10
54,2002,24,Tenn.,20,33,2,0,35,17,46,106
55,2002,24,Ala.,15,29,2,0,10,10,17,16
56,2002,24,Miss.,7,10,1,2,0,3,0,0
57,2002,24,W.S. CENTRAL,48,221,10,9,572,209,49,676
58,2002,24,Ark.,20,12,0,0,272,8,0,0
59,2002,24,La.,13,55,1,2,2,4,0,4
60,2002,24,Okla.,14,18,0,0,27,3,49,39
61,2002,24,Tex.,1,136,9,7,271,194,0,633
62,2002,24,MOUNTAIN,57,68,7,8,377,862,87,118
63,2002,24,Mont.,2,2,0,0,2,6,4,16
64,2002,24,Idaho,3,7,1,0,42,162,0,1
65,2002,24,Wyo.,0,4,0,1,6,0,12,20
66,2002,24,Colo.,18,25,1,2,158,162,0,0
67,2002,24,N. Mex.,1,8,0,2,44,45,4,4
68,2002,24,Ariz.,18,11,0,1,89,456,66,75
69,2002,24,Utah,4,7,4,1,26,22,0,1
70,2002,24,Nev.,11,4,1,1,10,9,1,1
71,2002,24,PACIFIC,198,311,49,41,443,368,118,184
72,2002,24,Wash.,38,39,0,1,174,53,0,0
73,2002,24,Oreg.,31,37,N,N,64,19,0,0
74,2002,24,Calif.,123,225,42,23,196,278,94,148
75,2002,24,Alaska,1,2,0,1,2,1,24,36
76,2002,24,Hawaii,5,8,7,16,7,17,0,0
77,2002,24,Guam,0,0,0,0,0,0,0,0
78,2002,24,P.R.,2,4,0,0,1,0,39,54
79,2002,24,V.I.,0,0,0,0,0,0,0,0
80,2002,24,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,24,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,25,UNITED STATES,872,"1,414",146,108,"2,755","2,416","2,455","3,290"
16,2002,25,NEW ENGLAND,60,68,6,0,294,228,368,294
17,2002,25,Maine,4,1,0,0,3,0,22,34
18,2002,25,N.H.,7,8,3,0,5,10,11,6
19,2002,25,Vt.,4,4,0,0,49,23,58,36
20,2002,25,Mass.,30,40,2,0,230,179,123,101
21,2002,25,R.I.,4,2,0,0,1,2,26,28
22,2002,25,Conn.,11,13,1,0,6,14,128,89
23,2002,25,MID. ATLANTIC,81,148,14,9,138,169,432,506
24,2002,25,Upstate N.Y.,29,43,2,2,97,96,256,314
25,2002,25,N.Y. City,10,25,1,4,7,29,10,13
26,2002,25,N.J.,11,25,1,0,3,8,67,76
27,2002,25,Pa.,31,55,10,3,31,36,99,103
28,2002,25,E.N. CENTRAL,137,202,17,16,328,274,34,35
29,2002,25,Ohio,49,57,3,1,196,144,10,13
30,2002,25,Ind.,23,22,1,1,22,20,7,1
31,2002,25,Ill.,27,47,6,11,48,34,7,4
32,2002,25,Mich.,26,46,7,2,32,26,10,11
33,2002,25,Wis.,12,30,0,1,30,50,0,6
34,2002,25,W.N. CENTRAL,80,95,11,5,264,111,192,172
35,2002,25,Minn.,20,14,3,2,84,31,13,18
36,2002,25,Iowa,11,20,0,0,97,15,28,36
37,2002,25,Mo.,32,34,3,0,52,46,18,14
38,2002,25,N. Dak.,0,5,1,0,0,0,11,24
39,2002,25,S. Dak.,2,4,0,0,5,3,32,24
40,2002,25,Nebr.,10,9,0,1,4,2,0,1
41,2002,25,Kans.,5,9,4,2,22,14,90,55
42,2002,25,S. ATLANTIC,149,204,17,17,192,110,"1,079","1,149"
43,2002,25,Del.,6,0,0,0,2,0,9,22
44,2002,25,Md.,4,28,3,4,19,18,138,237
45,2002,25,D.C.,0,0,0,0,1,1,0,0
46,2002,25,Va.,24,25,3,2,88,12,245,213
47,2002,25,W. Va.,0,6,0,0,6,1,85,62
48,2002,25,N.C.,17,50,1,1,20,39,316,287
49,2002,25,S.C.,14,20,2,1,26,18,36,58
50,2002,25,Ga.,21,31,4,7,14,12,132,175
51,2002,25,Fla.,63,44,4,2,16,9,118,95
52,2002,25,E.S. CENTRAL,52,88,10,3,72,44,79,135
53,2002,25,Ky.,8,15,4,1,22,12,13,10
54,2002,25,Tenn.,21,34,2,0,36,18,48,106
55,2002,25,Ala.,15,29,2,0,14,11,18,19
56,2002,25,Miss.,8,10,2,2,0,3,0,0
57,2002,25,W.S. CENTRAL,51,223,11,9,613,216,52,689
58,2002,25,Ark.,20,12,0,0,293,8,0,0
59,2002,25,La.,16,55,1,2,3,4,0,4
60,2002,25,Okla.,14,18,0,0,34,9,52,41
61,2002,25,Tex.,1,138,10,7,283,195,0,644
62,2002,25,MOUNTAIN,59,70,9,8,402,869,93,122
63,2002,25,Mont.,2,2,0,0,2,8,5,16
64,2002,25,Idaho,3,7,1,0,42,162,0,2
65,2002,25,Wyo.,0,4,0,1,6,0,12,20
66,2002,25,Colo.,19,27,2,2,164,162,0,0
67,2002,25,N. Mex.,2,8,0,2,57,47,4,4
68,2002,25,Ariz.,18,11,0,1,89,456,71,78
69,2002,25,Utah,4,7,4,1,26,23,0,1
70,2002,25,Nev.,11,4,2,1,16,11,1,1
71,2002,25,PACIFIC,203,316,51,41,452,395,126,188
72,2002,25,Wash.,38,39,0,1,174,63,0,0
73,2002,25,Oreg.,33,37,N,N,73,25,1,0
74,2002,25,Calif.,126,230,42,23,196,289,101,152
75,2002,25,Alaska,1,2,0,1,2,1,24,36
76,2002,25,Hawaii,5,8,9,16,7,17,0,0
77,2002,25,Guam,0,0,0,0,0,0,0,0
78,2002,25,P.R.,2,4,0,0,1,0,41,58
79,2002,25,V.I.,0,0,0,0,0,0,0,0
80,2002,25,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,25,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,26,UNITED STATES,894,"1,447",148,116,"2,884","2,506","2,575","3,450"
16,2002,26,NEW ENGLAND,60,71,7,0,303,236,387,309
17,2002,26,Maine,4,1,0,0,3,0,22,36
18,2002,26,N.H.,7,9,4,0,6,10,11,6
19,2002,26,Vt.,4,4,0,0,49,23,58,37
20,2002,26,Mass.,30,42,2,0,238,187,132,106
21,2002,26,R.I.,4,2,0,0,1,2,29,29
22,2002,26,Conn.,11,13,1,0,6,14,135,95
23,2002,26,MID. ATLANTIC,84,152,14,12,142,170,449,547
24,2002,26,Upstate N.Y.,31,44,2,2,101,96,273,337
25,2002,26,N.Y. City,11,25,1,7,7,30,10,14
26,2002,26,N.J.,11,25,1,0,3,8,67,92
27,2002,26,Pa.,31,58,10,3,31,36,99,104
28,2002,26,E.N. CENTRAL,141,205,17,17,342,288,34,36
29,2002,26,Ohio,53,57,3,1,203,155,10,14
30,2002,26,Ind.,23,22,1,1,22,20,7,1
31,2002,26,Ill.,27,49,6,12,55,34,7,4
32,2002,26,Mich.,26,47,7,2,32,27,10,11
33,2002,26,Wis.,12,30,0,1,30,52,0,6
34,2002,26,W.N. CENTRAL,80,97,11,5,280,116,203,182
35,2002,26,Minn.,20,14,3,2,92,31,16,18
36,2002,26,Iowa,11,20,0,0,97,15,28,40
37,2002,26,Mo.,32,35,3,0,56,51,19,14
38,2002,26,N. Dak.,0,5,1,0,0,0,11,24
39,2002,26,S. Dak.,2,4,0,0,5,3,32,25
40,2002,26,Nebr.,10,10,0,1,4,2,0,1
41,2002,26,Kans.,5,9,4,2,26,14,97,60
42,2002,26,S. ATLANTIC,152,213,17,17,194,117,"1,123","1,203"
43,2002,26,Del.,6,1,0,0,2,0,24,22
44,2002,26,Md.,4,31,3,4,21,18,138,251
45,2002,26,D.C.,0,0,0,0,1,1,0,0
46,2002,26,Va.,27,25,3,2,88,12,256,218
47,2002,26,W. Va.,0,6,0,0,6,1,85,65
48,2002,26,N.C.,17,50,1,1,20,40,329,299
49,2002,26,S.C.,14,22,2,1,26,21,41,66
50,2002,26,Ga.,21,33,4,7,14,14,132,183
51,2002,26,Fla.,63,45,4,2,16,10,118,99
52,2002,26,E.S. CENTRAL,52,92,10,3,76,47,80,140
53,2002,26,Ky.,8,15,4,1,22,13,13,11
54,2002,26,Tenn.,21,38,2,0,36,18,48,106
55,2002,26,Ala.,15,29,2,0,18,13,19,23
56,2002,26,Miss.,8,10,2,2,0,3,0,0
57,2002,26,W.S. CENTRAL,54,226,11,9,656,228,57,709
58,2002,26,Ark.,20,12,0,0,315,11,0,0
59,2002,26,La.,17,55,1,2,4,4,0,4
60,2002,26,Okla.,16,18,0,0,34,9,57,42
61,2002,26,Tex.,1,141,10,7,303,204,0,663
62,2002,26,MOUNTAIN,61,70,9,8,424,881,115,130
63,2002,26,Mont.,2,2,0,0,2,9,5,18
64,2002,26,Idaho,3,7,1,0,46,163,2,2
65,2002,26,Wyo.,0,4,0,1,7,0,13,20
66,2002,26,Colo.,20,27,2,2,170,163,16,0
67,2002,26,N. Mex.,3,8,0,2,68,48,4,4
68,2002,26,Ariz.,18,11,0,1,89,461,72,84
69,2002,26,Utah,4,7,4,1,26,26,2,1
70,2002,26,Nev.,11,4,2,1,16,11,1,1
71,2002,26,PACIFIC,210,321,52,45,467,423,127,194
72,2002,26,Wash.,38,42,0,1,174,66,0,0
73,2002,26,Oreg.,33,37,N,N,88,26,2,0
74,2002,26,Calif.,132,232,43,25,196,312,101,157
75,2002,26,Alaska,1,2,0,1,2,1,24,37
76,2002,26,Hawaii,6,8,9,18,7,18,0,0
77,2002,26,Guam,0,0,0,0,0,0,0,0
78,2002,26,P.R.,2,4,0,0,1,0,41,60
79,2002,26,V.I.,0,0,0,0,0,0,0,0
80,2002,26,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,26,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,27,UNITED STATES,927,"1,469",153,119,"3,127","2,590","2,717","3,533"
16,2002,27,NEW ENGLAND,62,72,7,0,321,246,400,319
17,2002,27,Maine,4,1,0,0,3,0,22,36
18,2002,27,N.H.,7,9,4,0,6,10,11,6
19,2002,27,Vt.,4,4,0,0,54,24,60,37
20,2002,27,Mass.,30,43,2,0,248,196,134,112
21,2002,27,R.I.,4,2,0,0,4,2,29,30
22,2002,27,Conn.,13,13,1,0,6,14,144,98
23,2002,27,MID. ATLANTIC,91,153,14,13,151,173,494,569
24,2002,27,Upstate N.Y.,31,44,2,2,109,98,293,355
25,2002,27,N.Y. City,12,25,1,8,7,31,10,14
26,2002,27,N.J.,12,25,1,0,3,8,75,94
27,2002,27,Pa.,36,59,10,3,32,36,116,106
28,2002,27,E.N. CENTRAL,142,207,17,17,382,307,36,38
29,2002,27,Ohio,53,57,3,1,214,165,10,14
30,2002,27,Ind.,23,22,1,1,22,23,7,1
31,2002,27,Ill.,27,50,6,12,56,34,7,4
32,2002,27,Mich.,27,48,6,2,32,28,12,13
33,2002,27,Wis.,12,30,1,1,58,57,0,6
34,2002,27,W.N. CENTRAL,83,97,11,5,297,118,209,188
35,2002,27,Minn.,20,14,3,2,99,31,16,18
36,2002,27,Iowa,12,20,0,0,105,15,32,40
37,2002,27,Mo.,34,35,3,0,58,52,20,14
38,2002,27,N. Dak.,0,5,1,0,0,0,11,24
39,2002,27,S. Dak.,2,4,0,0,5,3,32,26
40,2002,27,Nebr.,10,10,0,1,4,3,0,4
41,2002,27,Kans.,5,9,4,2,26,14,98,62
42,2002,27,S. ATLANTIC,158,220,17,17,202,118,"1,182","1,230"
43,2002,27,Del.,6,1,0,0,2,0,24,22
44,2002,27,Md.,4,31,3,4,21,18,165,256
45,2002,27,D.C.,0,0,0,0,1,1,0,0
46,2002,27,Va.,27,27,3,2,88,12,258,222
47,2002,27,W. Va.,0,6,0,0,7,1,92,67
48,2002,27,N.C.,19,55,1,1,20,40,345,302
49,2002,27,S.C.,14,22,2,1,26,21,41,67
50,2002,27,Ga.,21,33,4,7,16,15,132,193
51,2002,27,Fla.,67,45,4,2,21,10,125,101
52,2002,27,E.S. CENTRAL,57,93,11,3,88,50,87,142
53,2002,27,Ky.,10,15,4,1,27,13,16,12
54,2002,27,Tenn.,23,39,2,0,36,20,49,106
55,2002,27,Ala.,15,29,2,0,18,14,22,24
56,2002,27,Miss.,9,10,3,2,7,3,0,0
57,2002,27,W.S. CENTRAL,54,229,11,9,725,236,58,717
58,2002,27,Ark.,20,12,0,0,317,11,0,0
59,2002,27,La.,17,56,1,2,4,4,0,4
60,2002,27,Okla.,16,20,0,0,34,9,58,42
61,2002,27,Tex.,1,141,10,7,370,212,0,671
62,2002,27,MOUNTAIN,62,71,12,8,434,892,120,131
63,2002,27,Mont.,2,3,0,0,2,10,5,19
64,2002,27,Idaho,3,7,1,0,46,164,6,2
65,2002,27,Wyo.,0,4,0,1,7,0,13,20
66,2002,27,Colo.,20,27,2,2,174,170,16,0
67,2002,27,N. Mex.,3,8,1,2,71,50,4,4
68,2002,27,Ariz.,19,11,1,1,89,461,72,84
69,2002,27,Utah,4,7,4,1,27,26,2,1
70,2002,27,Nev.,11,4,3,1,18,11,2,1
71,2002,27,PACIFIC,218,327,53,47,527,450,131,199
72,2002,27,Wash.,41,43,0,1,233,76,0,0
73,2002,27,Oreg.,34,38,N,N,89,28,2,0
74,2002,27,Calif.,136,236,43,25,196,321,105,162
75,2002,27,Alaska,1,2,0,1,2,2,24,37
76,2002,27,Hawaii,6,8,10,20,7,23,0,0
77,2002,27,Guam,0,0,0,0,0,0,0,0
78,2002,27,P.R.,2,4,0,0,1,0,43,61
79,2002,27,V.I.,0,0,0,0,0,0,0,0
80,2002,27,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,27,C.N.M.I.,0,U,0,U,0,U,0,U
15,2002,28,UNITED STATES,942,"1,501",153,122,"3,325","2,692","2,818","3,670"
16,2002,28,NEW ENGLAND,63,72,7,0,325,254,409,332
17,2002,28,Maine,4,1,0,0,5,0,23,36
18,2002,28,N.H.,8,9,4,0,6,14,11,6
19,2002,28,Vt.,4,4,0,0,56,24,60,37
20,2002,28,Mass.,30,43,2,0,248,200,140,118
21,2002,28,R.I.,4,2,0,0,4,2,31,30
22,2002,28,Conn.,13,13,1,0,6,14,144,105
23,2002,28,MID. ATLANTIC,94,158,14,14,158,200,521,603
24,2002,28,Upstate N.Y.,32,45,2,2,112,103,316,368
25,2002,28,N.Y. City,13,25,1,8,7,33,10,14
26,2002,28,N.J.,12,27,1,0,3,8,75,98
27,2002,28,Pa.,37,61,10,4,36,56,120,123
28,2002,28,E.N. CENTRAL,143,210,17,17,411,318,38,44
29,2002,28,Ohio,54,57,3,1,224,166,10,14
30,2002,28,Ind.,23,23,1,1,22,24,8,1
31,2002,28,Ill.,27,51,6,12,65,36,8,5
32,2002,28,Mich.,27,48,6,2,32,28,12,17
33,2002,28,Wis.,12,31,1,1,68,64,0,7
34,2002,28,W.N. CENTRAL,85,99,11,5,314,121,213,200
35,2002,28,Minn.,22,15,3,2,109,31,16,19
36,2002,28,Iowa,12,21,0,0,107,15,33,43
37,2002,28,Mo.,34,35,3,0,61,55,21,18
38,2002,28,N. Dak.,0,5,1,0,0,0,11,24
39,2002,28,S. Dak.,2,4,0,0,5,3,32,29
40,2002,28,Nebr.,10,10,0,1,4,3,0,4
41,2002,28,Kans.,5,9,4,2,28,14,100,63
42,2002,28,S. ATLANTIC,164,229,17,17,209,121,"1,211","1,276"
43,2002,28,Del.,6,3,0,0,2,0,24,22
44,2002,28,Md.,4,32,3,4,21,18,165,262
45,2002,28,D.C.,0,0,0,0,1,1,0,0
46,2002,28,Va.,28,28,3,2,88,12,262,228
47,2002,28,W. Va.,0,8,0,0,12,1,95,67
48,2002,28,N.C.,19,55,1,1,20,40,360,318
49,2002,28,S.C.,15,22,2,1,28,21,43,71
50,2002,28,Ga.,24,34,4,7,16,16,132,202
51,2002,28,Fla.,68,47,4,2,21,12,130,106
52,2002,28,E.S. CENTRAL,60,97,11,3,102,57,89,145
53,2002,28,Ky.,10,17,4,1,39,13,16,12
54,2002,28,Tenn.,24,41,2,0,36,25,49,106
55,2002,28,Ala.,16,29,2,0,20,16,24,27
56,2002,28,Miss.,10,10,3,2,7,3,0,0
57,2002,28,W.S. CENTRAL,54,235,11,9,764,252,64,727
58,2002,28,Ark.,20,13,0,0,339,11,0,0
59,2002,28,La.,17,57,1,2,4,4,0,5
60,2002,28,Okla.,16,21,0,0,41,9,64,43
61,2002,28,Tex.,1,144,10,7,380,228,0,679
62,2002,28,MOUNTAIN,62,71,12,8,452,907,132,137
63,2002,28,Mont.,2,3,0,0,2,10,7,20
64,2002,28,Idaho,3,7,1,0,46,165,8,2
65,2002,28,Wyo.,0,4,0,1,7,0,13,20
66,2002,28,Colo.,20,27,2,2,181,171,20,0
67,2002,28,N. Mex.,3,8,1,2,82,50,4,5
68,2002,28,Ariz.,19,11,1,1,89,461,76,87
69,2002,28,Utah,4,7,4,1,27,39,2,2
70,2002,28,Nev.,11,4,3,1,18,11,2,1
71,2002,28,PACIFIC,217,330,53,49,590,462,141,206
72,2002,28,Wash.,42,43,0,1,264,76,0,0
73,2002,28,Oreg.,34,39,N,N,102,30,2,0
74,2002,28,Calif.,134,238,43,26,213,331,115,168
75,2002,28,Alaska,1,2,0,1,4,2,24,38
76,2002,28,Hawaii,6,8,10,21,7,23,0,0
77,2002,28,Guam,0,0,0,0,0,0,0,0
78,2002,28,P.R.,3,4,0,0,1,0,43,62
79,2002,28,V.I.,0,0,0,0,0,0,0,0
80,2002,28,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,28,C.N.M.I.,0,U,0,U,1,U,0,U
15,2002,29,UNITED STATES,979,"1,527",157,127,"3,484","2,774","2,945","3,806"
16,2002,29,NEW ENGLAND,66,74,7,0,335,260,433,344
17,2002,29,Maine,5,1,0,0,5,0,26,40
18,2002,29,N.H.,8,9,4,0,6,14,11,6
19,2002,29,Vt.,4,4,0,0,64,24,63,37
20,2002,29,Mass.,31,44,2,0,250,206,147,119
21,2002,29,R.I.,5,2,0,0,4,2,34,30
22,2002,29,Conn.,13,14,1,0,6,14,152,112
23,2002,29,MID. ATLANTIC,104,162,14,14,161,201,552,634
24,2002,29,Upstate N.Y.,32,45,2,2,114,104,330,390
25,2002,29,N.Y. City,13,26,1,8,8,33,10,15
26,2002,29,N.J.,21,28,1,0,3,8,87,101
27,2002,29,Pa.,38,63,10,4,36,56,125,128
28,2002,29,E.N. CENTRAL,147,212,18,17,434,346,41,47
29,2002,29,Ohio,55,57,3,1,234,166,12,16
30,2002,29,Ind.,23,23,2,1,24,27,8,1
31,2002,29,Ill.,30,52,6,12,76,41,8,5
32,2002,29,Mich.,27,49,6,2,32,31,13,18
33,2002,29,Wis.,12,31,1,1,68,81,0,7
34,2002,29,W.N. CENTRAL,91,99,11,5,327,128,223,206
35,2002,29,Minn.,21,15,3,2,117,31,19,20
36,2002,29,Iowa,12,21,0,0,108,16,37,44
37,2002,29,Mo.,35,35,3,0,66,61,21,18
38,2002,29,N. Dak.,0,5,1,0,0,0,11,24
39,2002,29,S. Dak.,2,4,0,0,5,3,32,32
40,2002,29,Nebr.,16,10,0,1,3,3,0,4
41,2002,29,Kans.,5,9,4,2,28,14,103,64
42,2002,29,S. ATLANTIC,168,234,17,17,214,126,"1,248","1,326"
43,2002,29,Del.,6,3,0,0,2,0,24,22
44,2002,29,Md.,4,32,3,4,21,19,165,269
45,2002,29,D.C.,0,0,0,0,1,1,0,0
46,2002,29,Va.,28,28,3,2,89,13,277,236
47,2002,29,W. Va.,0,10,0,0,14,1,100,74
48,2002,29,N.C.,19,55,1,1,20,41,373,327
49,2002,29,S.C.,15,23,2,1,28,22,43,75
50,2002,29,Ga.,25,34,4,7,16,17,132,212
51,2002,29,Fla.,71,49,4,2,23,12,134,111
52,2002,29,E.S. CENTRAL,61,100,11,3,106,61,93,147
53,2002,29,Ky.,10,18,4,1,40,15,16,13
54,2002,29,Tenn.,24,43,2,0,39,26,53,106
55,2002,29,Ala.,16,29,2,0,20,17,24,28
56,2002,29,Miss.,11,10,3,2,7,3,0,0
57,2002,29,W.S. CENTRAL,58,239,11,9,822,256,67,747
58,2002,29,Ark.,20,14,0,0,372,12,0,0
59,2002,29,La.,21,59,1,2,4,4,0,5
60,2002,29,Okla.,16,21,0,0,51,9,67,44
61,2002,29,Tex.,1,145,10,7,395,231,0,698
62,2002,29,MOUNTAIN,64,72,13,8,482,919,136,141
63,2002,29,Mont.,2,3,0,0,2,13,7,20
64,2002,29,Idaho,3,7,1,0,46,165,9,2
65,2002,29,Wyo.,0,4,0,1,7,0,13,20
66,2002,29,Colo.,20,27,2,2,188,173,22,0
67,2002,29,N. Mex.,3,9,1,2,99,54,4,6
68,2002,29,Ariz.,20,11,1,1,91,461,77,90
69,2002,29,Utah,4,7,5,1,29,42,2,2
70,2002,29,Nev.,12,4,3,1,20,11,2,1
71,2002,29,PACIFIC,220,335,55,54,603,477,152,214
72,2002,29,Wash.,44,44,0,1,264,79,0,0
73,2002,29,Oreg.,34,40,N,N,114,32,2,0
74,2002,29,Calif.,135,241,44,28,213,341,126,176
75,2002,29,Alaska,1,2,0,1,4,2,24,38
