date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,9.514715406057405,9.105278225964758,8.884222580771807,9.884222580771807,8.884222580771807,9.884222580771807,8.884222580771807,10.105278225964758,8.795800322694628,10.105278225964758,7.884222580771807,10.105278225964758,7.884222580771807,10.18264770178229,7.884222580771807,10.32633387115771,7.884222580771807,11.105278225964758,6.884222580771807,11.326333871157711,6.884222580771807,11.326333871157711,6.884222580771807,11.326333871157711,6.663166935578855,12.326333871157711,6.663166935578855,12.326333871157711,5.884222580771807,12.326333871157711,5.663166935578856,13.32633387115771,5.663166935578856,13.547389516350663,4.663166935578856,15.326333871157711,4.4421112903859035,16.116331008224407,3.663166935578855,17.326333871157708,3.4421112903859035,18.53080676429455
2017-03-31,8.821806812010115,8.326333871157711,8.326333871157711,9.105278225964758,8.326333871157711,9.326333871157711,8.121857399354232,9.326333871157711,8.10527822596476,9.326333871157711,8.10527822596476,9.547389516350663,7.32633387115771,10.32633387115771,7.105278225964758,10.32633387115771,7.105278225964758,10.32633387115771,6.884222580771807,10.547389516350663,6.105278225964758,11.326333871157711,6.105278225964758,11.547389516350663,6.105278225964758,11.547389516350663,5.884222580771807,11.547389516350663,5.105278225964758,12.547389516350663,5.105278225964758,12.547389516350663,4.884222580771807,13.547389516350663,4.215273931564803,13.547389516350663,3.663166935578855,13.768445161543614,2.884222580771807,14.884499375269908,2.663166935578855,16.047527913599716
2017-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
