date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,17.299999999784674,16.999999999780112,16.99999999975568,16.999999999804544,15.999999999804544,16.999999999804544,15.999999999804544,17.99999999975568,15.999999999804544,17.99999999975568,15.99999999975568,17.999999999804544,14.999999999804544,17.999999999804544,14.999999999804544,18.999999999795993,14.999999999804544,18.999999999804544,14.999999999804544,18.999999999804544,14.99999999975568,19.99999999975568,13.999999999804544,19.999999999804544,13.999999999804544,20.99999999975568,13.324999999788659,20.999999999788663,12.999999999804544,21.149999999797224,12.999999999804544,21.99999999975568,11.999999999853408,22.99999999975568,11.999999999804544,23.574999999776434,10.999999999850965,25.049999999753247,9.999999999778892,27.999999999657952,7.999999999804544,29.262499999657944
2014-04-30,17.356666666394002,16.99999999975568,16.999999999706816,16.99999999975568,15.99999999975568,17.999999999706816,15.99999999975568,17.999999999706816,15.99999999975568,18.399999999736142,15.124999999749573,18.999999999706816,14.99999999975568,19.999999999657952,14.99999999975568,19.999999999706816,14.99999999975568,19.999999999706816,13.99999999975568,19.999999999706816,13.99999999975568,20.999999999657952,13.99999999975568,20.999999999706816,12.999999999804544,20.999999999706816,12.99999999975568,21.999999999657952,11.999999999797215,21.999999999706816,11.99999999975568,22.999999999657952,10.999999999804544,23.099999999701954,10.99999999975568,23.999999999706816,9.999999999804544,25.04999999965552,7.999999999853408,27.999999999609088,7.999999999804544,28.524999999645104
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
