,year,mmwr_week,Reporting Area,"Meningococcal disease, All serogroups cummulative for 2005","Meningococcal disease, All serogroups cummulative for 2004","Meningococcal disease, Serogroup A, C, Y, and W-135 cummulative for 2005","Meningococcal disease, Serogroup A, C, Y, and W-135 cummulative for 2004","Meningococcal disease, Serogroup B cummulative for 2005","Meningococcal disease, Serogroup B cummulative for 2004","Meningococcal disease, Other serogroup cummulative for 2005","Meningococcal disease, Other serogroup cummulative for 2004","Meningococcal disease, Serogroup unknown cummulative for 2005","Meningococcal disease, Serogroup unknown cummulative for 2004"
58,2005,12,Miss.,3,6,0,0,0,0,0,0,3,6
59,2005,12,W.S. CENTRAL,26,45,1,1,3,0,0,0,22,44
60,2005,12,Ark.,5,7,0,0,0,0,0,0,5,7
61,2005,12,La.,9,13,0,1,2,0,0,0,7,12
62,2005,12,Okla.,4,1,1,0,1,0,0,0,2,1
63,2005,12,Tex.,8,24,0,0,0,0,0,0,8,24
64,2005,12,MOUNTAIN,22,23,0,0,2,2,0,0,20,21
65,2005,12,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,12,Idaho,1,2,0,0,0,0,0,0,1,2
67,2005,12,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,12,Colo.,7,8,0,0,0,0,0,0,7,8
69,2005,12,N. Mex.,0,3,0,0,0,1,0,0,0,2
70,2005,12,Ariz.,10,4,0,0,2,0,0,0,8,4
71,2005,12,Utah,2,1,0,0,0,0,0,0,2,1
72,2005,12,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,12,PACIFIC,84,116,1,0,3,1,0,0,80,115
74,2005,12,Wash.,16,5,1,0,3,1,0,0,12,4
75,2005,12,Oreg.,16,28,0,0,0,0,0,0,16,28
76,2005,12,Calif.,45,78,0,0,0,0,0,0,45,78
77,2005,12,Alaska,2,1,0,0,0,0,0,0,2,1
78,2005,12,Hawaii,5,4,0,0,0,0,0,0,5,4
79,2005,12,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,12,P.R.,0,1,0,0,0,0,0,0,0,1
81,2005,12,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,12,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,12,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,13,UNITED STATES,344,455,25,30,21,14,0,0,298,411
18,2005,13,NEW ENGLAND,26,24,1,3,0,0,0,0,25,21
19,2005,13,Maine,1,7,0,0,0,0,0,0,1,7
20,2005,13,N.H.,2,2,0,0,0,0,0,0,2,2
21,2005,13,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,13,Mass.,11,14,0,3,0,0,0,0,11,11
23,2005,13,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,13,Conn.,7,0,1,0,0,0,0,0,6,0
25,2005,13,MID. ATLANTIC,44,64,11,17,2,5,0,0,31,42
26,2005,13,Upstate N.Y.,11,21,1,3,1,3,0,0,9,15
27,2005,13,N.Y. City,5,14,0,0,0,0,0,0,5,14
28,2005,13,N.J.,14,7,0,0,0,0,0,0,14,7
29,2005,13,Pa.,14,22,10,14,1,2,0,0,3,6
30,2005,13,E.N. CENTRAL,29,45,8,8,4,3,0,0,17,34
31,2005,13,Ohio,11,23,0,3,3,3,0,0,8,17
32,2005,13,Ind.,5,9,0,0,1,0,0,0,4,9
33,2005,13,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,13,Mich.,8,5,8,5,0,0,0,0,0,0
35,2005,13,Wis.,5,7,0,0,0,0,0,0,5,7
36,2005,13,W.N. CENTRAL,25,21,1,0,1,1,0,0,23,20
37,2005,13,Minn.,5,7,1,0,0,0,0,0,4,7
38,2005,13,Iowa,9,4,0,0,1,1,0,0,8,3
39,2005,13,Mo.,6,6,0,0,0,0,0,0,6,6
40,2005,13,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,13,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,13,Nebr.,1,1,0,0,0,0,0,0,1,1
43,2005,13,Kans.,3,2,0,0,0,0,0,0,3,2
44,2005,13,S. ATLANTIC,61,83,2,1,4,1,0,0,55,81
45,2005,13,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,13,Md.,7,5,1,0,2,0,0,0,4,5
47,2005,13,D.C.,0,4,0,1,0,0,0,0,0,3
48,2005,13,Va.,5,2,0,0,0,0,0,0,5,2
49,2005,13,W. Va.,1,3,0,0,0,0,0,0,1,3
50,2005,13,N.C.,6,10,1,0,2,1,0,0,3,9
51,2005,13,S.C.,9,6,0,0,0,0,0,0,9,6
52,2005,13,Ga.,7,5,0,0,0,0,0,0,7,5
53,2005,13,Fla.,26,47,0,0,0,0,0,0,26,47
54,2005,13,E.S. CENTRAL,19,23,0,0,1,0,0,0,18,23
55,2005,13,Ky.,7,3,0,0,1,0,0,0,6,3
56,2005,13,Tenn.,8,8,0,0,0,0,0,0,8,8
57,2005,13,Ala.,0,6,0,0,0,0,0,0,0,6
58,2005,13,Miss.,4,6,0,0,0,0,0,0,4,6
59,2005,13,W.S. CENTRAL,28,49,1,1,3,0,0,0,24,48
60,2005,13,Ark.,6,8,0,0,0,0,0,0,6,8
61,2005,13,La.,10,15,0,1,2,0,0,0,8,14
62,2005,13,Okla.,4,1,1,0,1,0,0,0,2,1
63,2005,13,Tex.,8,25,0,0,0,0,0,0,8,25
64,2005,13,MOUNTAIN,23,25,0,0,3,3,0,0,20,22
65,2005,13,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,13,Idaho,1,2,0,0,0,0,0,0,1,2
67,2005,13,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,13,Colo.,7,9,0,0,0,0,0,0,7,9
69,2005,13,N. Mex.,0,4,0,0,0,2,0,0,0,2
70,2005,13,Ariz.,11,4,0,0,2,0,0,0,9,4
71,2005,13,Utah,2,1,0,0,1,0,0,0,1,1
72,2005,13,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,13,PACIFIC,89,121,1,0,3,1,0,0,85,120
74,2005,13,Wash.,16,6,1,0,3,1,0,0,12,5
75,2005,13,Oreg.,19,29,0,0,0,0,0,0,19,29
76,2005,13,Calif.,47,80,0,0,0,0,0,0,47,80
77,2005,13,Alaska,2,2,0,0,0,0,0,0,2,2
78,2005,13,Hawaii,5,4,0,0,0,0,0,0,5,4
79,2005,13,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,13,P.R.,0,2,0,0,0,0,0,0,0,2
81,2005,13,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,13,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,13,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,14,UNITED STATES,362,479,27,30,23,17,0,0,312,432
18,2005,14,NEW ENGLAND,27,24,1,3,0,0,0,0,26,21
19,2005,14,Maine,1,7,0,0,0,0,0,0,1,7
20,2005,14,N.H.,2,2,0,0,0,0,0,0,2,2
21,2005,14,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,14,Mass.,11,14,0,3,0,0,0,0,11,11
23,2005,14,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,14,Conn.,8,0,1,0,0,0,0,0,7,0
25,2005,14,MID. ATLANTIC,48,67,12,17,3,5,0,0,33,45
26,2005,14,Upstate N.Y.,13,23,1,3,2,3,0,0,10,17
27,2005,14,N.Y. City,5,14,0,0,0,0,0,0,5,14
28,2005,14,N.J.,14,8,0,0,0,0,0,0,14,8
29,2005,14,Pa.,16,22,11,14,1,2,0,0,4,6
30,2005,14,E.N. CENTRAL,31,47,9,8,4,3,0,0,18,36
31,2005,14,Ohio,12,25,0,3,3,3,0,0,9,19
32,2005,14,Ind.,5,9,0,0,1,0,0,0,4,9
33,2005,14,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,14,Mich.,9,5,9,5,0,0,0,0,0,0
35,2005,14,Wis.,5,7,0,0,0,0,0,0,5,7
36,2005,14,W.N. CENTRAL,25,22,1,0,1,2,0,0,23,20
37,2005,14,Minn.,5,7,1,0,0,0,0,0,4,7
38,2005,14,Iowa,9,4,0,0,1,1,0,0,8,3
39,2005,14,Mo.,6,7,0,0,0,1,0,0,6,6
40,2005,14,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,14,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,14,Nebr.,1,1,0,0,0,0,0,0,1,1
43,2005,14,Kans.,3,2,0,0,0,0,0,0,3,2
44,2005,14,S. ATLANTIC,66,90,2,1,4,2,0,0,60,87
45,2005,14,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,14,Md.,7,5,1,0,2,0,0,0,4,5
47,2005,14,D.C.,0,4,0,1,0,0,0,0,0,3
48,2005,14,Va.,7,3,0,0,0,0,0,0,7,3
49,2005,14,W. Va.,1,3,0,0,0,0,0,0,1,3
50,2005,14,N.C.,6,12,1,0,2,2,0,0,3,10
51,2005,14,S.C.,9,7,0,0,0,0,0,0,9,7
52,2005,14,Ga.,8,6,0,0,0,0,0,0,8,6
53,2005,14,Fla.,28,49,0,0,0,0,0,0,28,49
54,2005,14,E.S. CENTRAL,19,23,0,0,1,0,0,0,18,23
55,2005,14,Ky.,7,3,0,0,1,0,0,0,6,3
56,2005,14,Tenn.,8,8,0,0,0,0,0,0,8,8
57,2005,14,Ala.,0,6,0,0,0,0,0,0,0,6
58,2005,14,Miss.,4,6,0,0,0,0,0,0,4,6
59,2005,14,W.S. CENTRAL,31,54,1,1,3,1,0,0,27,52
60,2005,14,Ark.,7,9,0,0,0,0,0,0,7,9
61,2005,14,La.,11,16,0,1,2,0,0,0,9,15
62,2005,14,Okla.,5,3,1,0,1,1,0,0,3,2
63,2005,14,Tex.,8,26,0,0,0,0,0,0,8,26
64,2005,14,MOUNTAIN,24,25,0,0,3,3,0,0,21,22
65,2005,14,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,14,Idaho,1,2,0,0,0,0,0,0,1,2
67,2005,14,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,14,Colo.,7,9,0,0,0,0,0,0,7,9
69,2005,14,N. Mex.,0,4,0,0,0,2,0,0,0,2
70,2005,14,Ariz.,12,4,0,0,2,0,0,0,10,4
71,2005,14,Utah,2,1,0,0,1,0,0,0,1,1
72,2005,14,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,14,PACIFIC,91,127,1,0,4,1,0,0,86,126
74,2005,14,Wash.,18,6,1,0,3,1,0,0,14,5
75,2005,14,Oreg.,19,28,0,0,0,0,0,0,19,28
76,2005,14,Calif.,47,87,0,0,0,0,0,0,47,87
77,2005,14,Alaska,2,2,0,0,0,0,0,0,2,2
78,2005,14,Hawaii,5,4,0,0,1,0,0,0,4,4
79,2005,14,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,14,P.R.,0,3,0,0,0,0,0,0,0,3
81,2005,14,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,14,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,14,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,15,UNITED STATES,387,506,30,33,22,17,0,0,335,456
18,2005,15,NEW ENGLAND,27,25,1,3,0,0,0,0,26,22
19,2005,15,Maine,1,7,0,0,0,0,0,0,1,7
20,2005,15,N.H.,2,3,0,0,0,0,0,0,2,3
21,2005,15,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,15,Mass.,11,14,0,3,0,0,0,0,11,11
23,2005,15,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,15,Conn.,8,0,1,0,0,0,0,0,7,0
25,2005,15,MID. ATLANTIC,53,72,15,19,3,5,0,0,35,48
26,2005,15,Upstate N.Y.,13,24,1,3,2,3,0,0,10,18
27,2005,15,N.Y. City,6,14,0,0,0,0,0,0,6,14
28,2005,15,N.J.,14,10,0,0,0,0,0,0,14,10
29,2005,15,Pa.,20,24,14,16,1,2,0,0,5,6
30,2005,15,E.N. CENTRAL,34,48,9,8,3,3,0,0,22,37
31,2005,15,Ohio,15,26,0,3,3,3,0,0,12,20
32,2005,15,Ind.,5,9,0,0,0,0,0,0,5,9
33,2005,15,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,15,Mich.,9,5,9,5,0,0,0,0,0,0
35,2005,15,Wis.,5,7,0,0,0,0,0,0,5,7
36,2005,15,W.N. CENTRAL,27,22,1,0,1,2,0,0,25,20
37,2005,15,Minn.,5,7,1,0,0,0,0,0,4,7
38,2005,15,Iowa,9,4,0,0,1,1,0,0,8,3
39,2005,15,Mo.,8,7,0,0,0,1,0,0,8,6
40,2005,15,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,15,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,15,Nebr.,1,1,0,0,0,0,0,0,1,1
43,2005,15,Kans.,3,2,0,0,0,0,0,0,3,2
44,2005,15,S. ATLANTIC,70,95,2,2,4,2,0,0,64,91
45,2005,15,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,15,Md.,7,5,1,0,2,0,0,0,4,5
47,2005,15,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,15,Va.,7,3,0,0,0,0,0,0,7,3
49,2005,15,W. Va.,2,3,0,0,0,0,0,0,2,3
50,2005,15,N.C.,7,14,1,0,2,2,0,0,4,12
51,2005,15,S.C.,9,8,0,0,0,0,0,0,9,8
52,2005,15,Ga.,8,5,0,0,0,0,0,0,8,5
53,2005,15,Fla.,30,51,0,0,0,0,0,0,30,51
54,2005,15,E.S. CENTRAL,20,23,0,0,1,0,0,0,19,23
55,2005,15,Ky.,7,3,0,0,1,0,0,0,6,3
56,2005,15,Tenn.,9,8,0,0,0,0,0,0,9,8
57,2005,15,Ala.,0,6,0,0,0,0,0,0,0,6
58,2005,15,Miss.,4,6,0,0,0,0,0,0,4,6
59,2005,15,W.S. CENTRAL,34,55,1,1,3,1,0,0,30,53
60,2005,15,Ark.,8,10,0,0,0,0,0,0,8,10
61,2005,15,La.,12,16,0,1,2,0,0,0,10,15
62,2005,15,Okla.,6,3,1,0,1,1,0,0,4,2
63,2005,15,Tex.,8,26,0,0,0,0,0,0,8,26
64,2005,15,MOUNTAIN,25,26,0,0,3,3,0,0,22,23
65,2005,15,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,15,Idaho,1,2,0,0,0,0,0,0,1,2
67,2005,15,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,15,Colo.,7,9,0,0,0,0,0,0,7,9
69,2005,15,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,15,Ariz.,12,4,0,0,2,0,0,0,10,4
71,2005,15,Utah,2,2,0,0,1,0,0,0,1,2
72,2005,15,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,15,PACIFIC,97,140,1,0,4,1,0,0,92,139
74,2005,15,Wash.,18,6,1,0,3,1,0,0,14,5
75,2005,15,Oreg.,21,29,0,0,0,0,0,0,21,29
76,2005,15,Calif.,50,98,0,0,0,0,0,0,50,98
77,2005,15,Alaska,2,2,0,0,0,0,0,0,2,2
78,2005,15,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,15,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,15,P.R.,0,3,0,0,0,0,0,0,0,3
81,2005,15,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,15,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,15,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,16,UNITED STATES,411,537,33,36,25,17,1,0,352,484
18,2005,16,NEW ENGLAND,28,26,1,4,0,0,0,0,27,22
19,2005,16,Maine,1,7,0,0,0,0,0,0,1,7
20,2005,16,N.H.,3,3,0,0,0,0,0,0,3,3
21,2005,16,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,16,Mass.,11,15,0,4,0,0,0,0,11,11
23,2005,16,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,16,Conn.,8,0,1,0,0,0,0,0,7,0
25,2005,16,MID. ATLANTIC,56,80,15,21,4,5,0,0,37,54
26,2005,16,Upstate N.Y.,15,24,1,3,3,3,0,0,11,18
27,2005,16,N.Y. City,6,16,0,0,0,0,0,0,6,16
28,2005,16,N.J.,15,13,0,0,0,0,0,0,15,13
29,2005,16,Pa.,20,27,14,18,1,2,0,0,5,7
30,2005,16,E.N. CENTRAL,37,51,10,8,4,3,0,0,23,40
31,2005,16,Ohio,17,28,0,3,4,3,0,0,13,22
32,2005,16,Ind.,5,9,0,0,0,0,0,0,5,9
33,2005,16,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,16,Mich.,10,5,10,5,0,0,0,0,0,0
35,2005,16,Wis.,5,8,0,0,0,0,0,0,5,8
36,2005,16,W.N. CENTRAL,28,26,2,0,1,1,0,0,25,25
37,2005,16,Minn.,5,8,1,0,0,0,0,0,4,8
38,2005,16,Iowa,9,4,0,0,1,0,0,0,8,4
39,2005,16,Mo.,7,9,1,0,0,1,0,0,6,8
40,2005,16,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,16,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,16,Nebr.,2,1,0,0,0,0,0,0,2,1
43,2005,16,Kans.,4,3,0,0,0,0,0,0,4,3
44,2005,16,S. ATLANTIC,74,98,2,2,4,2,0,0,68,94
45,2005,16,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,16,Md.,7,5,1,0,2,0,0,0,4,5
47,2005,16,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,16,Va.,9,3,0,0,0,0,0,0,9,3
49,2005,16,W. Va.,2,3,0,0,0,0,0,0,2,3
50,2005,16,N.C.,7,14,1,0,2,2,0,0,4,12
51,2005,16,S.C.,9,9,0,0,0,0,0,0,9,9
52,2005,16,Ga.,8,6,0,0,0,0,0,0,8,6
53,2005,16,Fla.,32,52,0,0,0,0,0,0,32,52
54,2005,16,E.S. CENTRAL,23,24,0,0,2,0,0,0,21,24
55,2005,16,Ky.,8,3,0,0,2,0,0,0,6,3
56,2005,16,Tenn.,10,9,0,0,0,0,0,0,10,9
57,2005,16,Ala.,1,6,0,0,0,0,0,0,1,6
58,2005,16,Miss.,4,6,0,0,0,0,0,0,4,6
59,2005,16,W.S. CENTRAL,35,58,1,1,3,1,0,0,31,56
60,2005,16,Ark.,8,10,0,0,0,0,0,0,8,10
61,2005,16,La.,13,17,0,1,2,0,0,0,11,16
62,2005,16,Okla.,6,3,1,0,1,1,0,0,4,2
63,2005,16,Tex.,8,28,0,0,0,0,0,0,8,28
64,2005,16,MOUNTAIN,32,27,1,0,3,3,1,0,27,24
65,2005,16,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,16,Idaho,1,3,0,0,0,0,0,0,1,3
67,2005,16,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,16,Colo.,10,9,1,0,0,0,1,0,8,9
69,2005,16,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,16,Ariz.,16,4,0,0,2,0,0,0,14,4
71,2005,16,Utah,2,2,0,0,1,0,0,0,1,2
72,2005,16,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,16,PACIFIC,98,147,1,0,4,2,0,0,93,145
74,2005,16,Wash.,19,8,1,0,3,2,0,0,15,6
75,2005,16,Oreg.,21,29,0,0,0,0,0,0,21,29
76,2005,16,Calif.,50,103,0,0,0,0,0,0,50,103
77,2005,16,Alaska,2,2,0,0,0,0,0,0,2,2
78,2005,16,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,16,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,16,P.R.,0,3,0,0,0,0,0,0,0,3
81,2005,16,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,16,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,16,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,17,UNITED STATES,443,566,34,36,26,18,1,0,382,512
18,2005,17,NEW ENGLAND,30,27,1,4,0,0,0,0,29,23
19,2005,17,Maine,1,7,0,0,0,0,0,0,1,7
20,2005,17,N.H.,3,3,0,0,0,0,0,0,3,3
21,2005,17,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,17,Mass.,12,16,0,4,0,0,0,0,12,12
23,2005,17,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,17,Conn.,9,0,1,0,0,0,0,0,8,0
25,2005,17,MID. ATLANTIC,60,78,16,21,4,5,0,0,40,52
26,2005,17,Upstate N.Y.,16,24,1,3,3,3,0,0,12,18
27,2005,17,N.Y. City,7,14,0,0,0,0,0,0,7,14
28,2005,17,N.J.,16,13,0,0,0,0,0,0,16,13
29,2005,17,Pa.,21,27,15,18,1,2,0,0,5,7
30,2005,17,E.N. CENTRAL,39,53,10,8,4,4,0,0,25,41
31,2005,17,Ohio,18,30,0,3,4,4,0,0,14,23
32,2005,17,Ind.,6,9,0,0,0,0,0,0,6,9
33,2005,17,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,17,Mich.,10,5,10,5,0,0,0,0,0,0
35,2005,17,Wis.,5,8,0,0,0,0,0,0,5,8
36,2005,17,W.N. CENTRAL,28,30,2,0,1,1,0,0,25,29
37,2005,17,Minn.,5,9,1,0,0,0,0,0,4,9
38,2005,17,Iowa,9,5,0,0,1,0,0,0,8,5
39,2005,17,Mo.,7,10,1,0,0,1,0,0,6,9
40,2005,17,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,17,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,17,Nebr.,2,1,0,0,0,0,0,0,2,1
43,2005,17,Kans.,4,4,0,0,0,0,0,0,4,4
44,2005,17,S. ATLANTIC,80,106,2,2,4,2,0,0,74,102
45,2005,17,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,17,Md.,7,5,1,0,2,0,0,0,4,5
47,2005,17,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,17,Va.,11,6,0,0,0,0,0,0,11,6
49,2005,17,W. Va.,3,3,0,0,0,0,0,0,3,3
50,2005,17,N.C.,7,15,1,0,2,2,0,0,4,13
51,2005,17,S.C.,11,9,0,0,0,0,0,0,11,9
52,2005,17,Ga.,8,6,0,0,0,0,0,0,8,6
53,2005,17,Fla.,33,56,0,0,0,0,0,0,33,56
54,2005,17,E.S. CENTRAL,25,25,0,0,2,0,0,0,23,25
55,2005,17,Ky.,8,3,0,0,2,0,0,0,6,3
56,2005,17,Tenn.,11,9,0,0,0,0,0,0,11,9
57,2005,17,Ala.,2,6,0,0,0,0,0,0,2,6
58,2005,17,Miss.,4,7,0,0,0,0,0,0,4,7
59,2005,17,W.S. CENTRAL,35,63,1,1,3,1,0,0,31,61
60,2005,17,Ark.,8,10,0,0,0,0,0,0,8,10
61,2005,17,La.,13,17,0,1,2,0,0,0,11,16
62,2005,17,Okla.,6,3,1,0,1,1,0,0,4,2
63,2005,17,Tex.,8,33,0,0,0,0,0,0,8,33
64,2005,17,MOUNTAIN,34,28,1,0,3,3,1,0,29,25
65,2005,17,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,17,Idaho,1,4,0,0,0,0,0,0,1,4
67,2005,17,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,17,Colo.,10,9,1,0,0,0,1,0,8,9
69,2005,17,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,17,Ariz.,18,4,0,0,2,0,0,0,16,4
71,2005,17,Utah,2,2,0,0,1,0,0,0,1,2
72,2005,17,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,17,PACIFIC,112,156,1,0,5,2,0,0,106,154
74,2005,17,Wash.,20,9,1,0,4,2,0,0,15,7
75,2005,17,Oreg.,21,32,0,0,0,0,0,0,21,32
76,2005,17,Calif.,63,108,0,0,0,0,0,0,63,108
77,2005,17,Alaska,2,2,0,0,0,0,0,0,2,2
78,2005,17,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,17,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,17,P.R.,0,3,0,0,0,0,0,0,0,3
81,2005,17,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,17,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,17,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,18,UNITED STATES,467,591,36,38,26,20,1,0,404,533
18,2005,18,NEW ENGLAND,32,27,1,4,0,0,0,0,31,23
19,2005,18,Maine,1,7,0,0,0,0,0,0,1,7
20,2005,18,N.H.,3,3,0,0,0,0,0,0,3,3
21,2005,18,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,18,Mass.,14,16,0,4,0,0,0,0,14,12
23,2005,18,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,18,Conn.,9,0,1,0,0,0,0,0,8,0
25,2005,18,MID. ATLANTIC,65,81,16,23,4,5,0,0,45,53
26,2005,18,Upstate N.Y.,17,25,1,4,3,3,0,0,13,18
27,2005,18,N.Y. City,8,14,0,0,0,0,0,0,8,14
28,2005,18,N.J.,19,14,0,0,0,0,0,0,19,14
29,2005,18,Pa.,21,28,15,19,1,2,0,0,5,7
30,2005,18,E.N. CENTRAL,42,55,12,8,4,5,0,0,26,42
31,2005,18,Ohio,18,31,0,3,4,4,0,0,14,24
32,2005,18,Ind.,7,10,0,0,0,1,0,0,7,9
33,2005,18,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,18,Mich.,12,5,12,5,0,0,0,0,0,0
35,2005,18,Wis.,5,8,0,0,0,0,0,0,5,8
36,2005,18,W.N. CENTRAL,28,33,2,0,1,1,0,0,25,32
37,2005,18,Minn.,5,9,1,0,0,0,0,0,4,9
38,2005,18,Iowa,9,6,0,0,1,0,0,0,8,6
39,2005,18,Mo.,7,11,1,0,0,1,0,0,6,10
40,2005,18,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,18,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,18,Nebr.,2,2,0,0,0,0,0,0,2,2
43,2005,18,Kans.,4,4,0,0,0,0,0,0,4,4
44,2005,18,S. ATLANTIC,87,113,2,2,4,2,0,0,81,109
45,2005,18,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,18,Md.,8,5,1,0,2,0,0,0,5,5
47,2005,18,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,18,Va.,11,7,0,0,0,0,0,0,11,7
49,2005,18,W. Va.,3,3,0,0,0,0,0,0,3,3
50,2005,18,N.C.,11,15,1,0,2,2,0,0,8,13
51,2005,18,S.C.,11,11,0,0,0,0,0,0,11,11
52,2005,18,Ga.,8,7,0,0,0,0,0,0,8,7
53,2005,18,Fla.,35,59,0,0,0,0,0,0,35,59
54,2005,18,E.S. CENTRAL,26,26,0,0,2,0,0,0,24,26
55,2005,18,Ky.,8,3,0,0,2,0,0,0,6,3
56,2005,18,Tenn.,12,9,0,0,0,0,0,0,12,9
57,2005,18,Ala.,2,6,0,0,0,0,0,0,2,6
58,2005,18,Miss.,4,8,0,0,0,0,0,0,4,8
59,2005,18,W.S. CENTRAL,37,66,1,1,3,1,0,0,33,64
60,2005,18,Ark.,8,10,0,0,0,0,0,0,8,10
61,2005,18,La.,15,18,0,1,2,0,0,0,13,17
62,2005,18,Okla.,6,3,1,0,1,1,0,0,4,2
63,2005,18,Tex.,8,35,0,0,0,0,0,0,8,35
64,2005,18,MOUNTAIN,36,29,1,0,3,3,1,0,31,26
65,2005,18,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,18,Idaho,1,4,0,0,0,0,0,0,1,4
67,2005,18,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,18,Colo.,10,9,1,0,0,0,1,0,8,9
69,2005,18,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,18,Ariz.,19,5,0,0,2,0,0,0,17,5
