,year,mmwr_week,Reporting Area,"Meningococcal disease, All serogroups cummulative for 2005","Meningococcal disease, All serogroups cummulative for 2004","Meningococcal disease, Serogroup A, C, Y, and W-135 cummulative for 2005","Meningococcal disease, Serogroup A, C, Y, and W-135 cummulative for 2004","Meningococcal disease, Serogroup B cummulative for 2005","Meningococcal disease, Serogroup B cummulative for 2004","Meningococcal disease, Other serogroup cummulative for 2005","Meningococcal disease, Other serogroup cummulative for 2004","Meningococcal disease, Serogroup unknown cummulative for 2005","Meningococcal disease, Serogroup unknown cummulative for 2004"
45,2005,6,Del.,0,0,0,0,0,0,0,0,0,0
46,2005,6,Md.,2,4,0,0,1,0,0,0,1,4
47,2005,6,D.C.,0,1,0,0,0,0,0,0,0,1
48,2005,6,Va.,0,2,0,0,0,0,0,0,0,2
49,2005,6,W. Va.,0,3,0,0,0,0,0,0,0,3
50,2005,6,N.C.,4,3,1,0,1,1,0,0,2,2
51,2005,6,S.C.,2,4,0,0,0,0,0,0,2,4
52,2005,6,Ga.,5,5,0,0,0,0,0,0,5,5
53,2005,6,Fla.,7,17,0,0,0,0,0,0,7,17
54,2005,6,E.S. CENTRAL,3,11,0,0,0,0,0,0,3,11
55,2005,6,Ky.,1,2,0,0,0,0,0,0,1,2
56,2005,6,Tenn.,2,4,0,0,0,0,0,0,2,4
57,2005,6,Ala.,0,2,0,0,0,0,0,0,0,2
58,2005,6,Miss.,0,3,0,0,0,0,0,0,0,3
59,2005,6,W.S. CENTRAL,6,27,1,1,0,0,0,0,5,26
60,2005,6,Ark.,1,3,0,0,0,0,0,0,1,3
61,2005,6,La.,3,8,0,1,0,0,0,0,3,7
62,2005,6,Okla.,2,1,1,0,0,0,0,0,1,1
63,2005,6,Tex.,0,15,0,0,0,0,0,0,0,15
64,2005,6,MOUNTAIN,7,12,0,0,0,1,0,0,7,11
65,2005,6,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,6,Idaho,0,1,0,0,0,0,0,0,0,1
67,2005,6,Wyo.,0,1,0,0,0,0,0,0,0,1
68,2005,6,Colo.,4,3,0,0,0,0,0,0,4,3
69,2005,6,N. Mex.,0,0,0,0,0,0,0,0,0,0
70,2005,6,Ariz.,3,3,0,0,0,0,0,0,3,3
71,2005,6,Utah,0,1,0,0,0,0,0,0,0,1
72,2005,6,Nev.,0,2,0,0,0,1,0,0,0,1
73,2005,6,PACIFIC,22,63,0,1,1,0,0,0,21,62
74,2005,6,Wash.,5,3,0,1,1,0,0,0,4,2
75,2005,6,Oreg.,7,11,0,0,0,0,0,0,7,11
76,2005,6,Calif.,10,47,0,0,0,0,0,0,10,47
77,2005,6,Alaska,0,0,0,0,0,0,0,0,0,0
78,2005,6,Hawaii,0,2,0,0,0,0,0,0,0,2
79,2005,6,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,6,P.R.,0,0,0,0,0,0,0,0,0,0
81,2005,6,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,6,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,6,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,7,UNITED STATES,136,262,11,20,9,8,0,0,116,234
18,2005,7,NEW ENGLAND,14,8,0,0,0,0,0,0,14,8
19,2005,7,Maine,1,2,0,0,0,0,0,0,1,2
20,2005,7,N.H.,1,0,0,0,0,0,0,0,1,0
21,2005,7,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,7,Mass.,8,5,0,0,0,0,0,0,8,5
23,2005,7,R.I.,0,0,0,0,0,0,0,0,0,0
24,2005,7,Conn.,1,0,0,0,0,0,0,0,1,0
25,2005,7,MID. ATLANTIC,24,41,7,13,2,3,0,0,15,25
26,2005,7,Upstate N.Y.,6,11,1,3,1,1,0,0,4,7
27,2005,7,N.Y. City,2,9,0,0,0,0,0,0,2,9
28,2005,7,N.J.,7,5,0,0,0,0,0,0,7,5
29,2005,7,Pa.,9,16,6,10,1,2,0,0,2,4
30,2005,7,E.N. CENTRAL,10,30,2,5,2,2,0,0,6,23
31,2005,7,Ohio,4,17,0,3,2,2,0,0,2,12
32,2005,7,Ind.,2,5,0,0,0,0,0,0,2,5
33,2005,7,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,7,Mich.,2,2,2,2,0,0,0,0,0,0
35,2005,7,Wis.,2,5,0,0,0,0,0,0,2,5
36,2005,7,W.N. CENTRAL,10,9,0,0,0,1,0,0,10,8
37,2005,7,Minn.,2,1,0,0,0,0,0,0,2,1
38,2005,7,Iowa,2,1,0,0,0,1,0,0,2,0
39,2005,7,Mo.,5,4,0,0,0,0,0,0,5,4
40,2005,7,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,7,S. Dak.,0,1,0,0,0,0,0,0,0,1
42,2005,7,Nebr.,0,1,0,0,0,0,0,0,0,1
43,2005,7,Kans.,1,1,0,0,0,0,0,0,1,1
44,2005,7,S. ATLANTIC,23,47,1,0,2,1,0,0,20,46
45,2005,7,Del.,0,0,0,0,0,0,0,0,0,0
46,2005,7,Md.,2,4,0,0,1,0,0,0,1,4
47,2005,7,D.C.,0,1,0,0,0,0,0,0,0,1
48,2005,7,Va.,0,2,0,0,0,0,0,0,0,2
49,2005,7,W. Va.,0,3,0,0,0,0,0,0,0,3
50,2005,7,N.C.,4,5,1,0,1,1,0,0,2,4
51,2005,7,S.C.,2,4,0,0,0,0,0,0,2,4
52,2005,7,Ga.,6,5,0,0,0,0,0,0,6,5
53,2005,7,Fla.,9,23,0,0,0,0,0,0,9,23
54,2005,7,E.S. CENTRAL,4,12,0,0,0,0,0,0,4,12
55,2005,7,Ky.,1,2,0,0,0,0,0,0,1,2
56,2005,7,Tenn.,2,4,0,0,0,0,0,0,2,4
57,2005,7,Ala.,0,2,0,0,0,0,0,0,0,2
58,2005,7,Miss.,1,4,0,0,0,0,0,0,1,4
59,2005,7,W.S. CENTRAL,13,29,1,1,1,0,0,0,11,28
60,2005,7,Ark.,3,3,0,0,0,0,0,0,3,3
61,2005,7,La.,6,9,0,1,1,0,0,0,5,8
62,2005,7,Okla.,3,1,1,0,0,0,0,0,2,1
63,2005,7,Tex.,1,16,0,0,0,0,0,0,1,16
64,2005,7,MOUNTAIN,10,14,0,0,1,1,0,0,9,13
65,2005,7,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,7,Idaho,0,1,0,0,0,0,0,0,0,1
67,2005,7,Wyo.,0,1,0,0,0,0,0,0,0,1
68,2005,7,Colo.,5,3,0,0,0,0,0,0,5,3
69,2005,7,N. Mex.,0,1,0,0,0,0,0,0,0,1
70,2005,7,Ariz.,5,4,0,0,1,0,0,0,4,4
71,2005,7,Utah,0,1,0,0,0,0,0,0,0,1
72,2005,7,Nev.,0,2,0,0,0,1,0,0,0,1
73,2005,7,PACIFIC,28,72,0,1,1,0,0,0,27,71
74,2005,7,Wash.,7,3,0,1,1,0,0,0,6,2
75,2005,7,Oreg.,8,16,0,0,0,0,0,0,8,16
76,2005,7,Calif.,13,50,0,0,0,0,0,0,13,50
77,2005,7,Alaska,0,1,0,0,0,0,0,0,0,1
78,2005,7,Hawaii,0,2,0,0,0,0,0,0,0,2
79,2005,7,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,7,P.R.,0,0,0,0,0,0,0,0,0,0
81,2005,7,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,7,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,7,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,8,UNITED STATES,166,295,14,21,9,8,0,0,143,266
18,2005,8,NEW ENGLAND,17,10,0,0,0,0,0,0,17,10
19,2005,8,Maine,1,2,0,0,0,0,0,0,1,2
20,2005,8,N.H.,1,0,0,0,0,0,0,0,1,0
21,2005,8,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,8,Mass.,9,7,0,0,0,0,0,0,9,7
23,2005,8,R.I.,0,0,0,0,0,0,0,0,0,0
24,2005,8,Conn.,3,0,0,0,0,0,0,0,3,0
25,2005,8,MID. ATLANTIC,26,46,7,14,2,3,0,0,17,29
26,2005,8,Upstate N.Y.,6,13,1,3,1,1,0,0,4,9
27,2005,8,N.Y. City,2,10,0,0,0,0,0,0,2,10
28,2005,8,N.J.,9,5,0,0,0,0,0,0,9,5
29,2005,8,Pa.,9,18,6,11,1,2,0,0,2,5
30,2005,8,E.N. CENTRAL,12,30,4,5,2,2,0,0,6,23
31,2005,8,Ohio,4,17,0,3,2,2,0,0,2,12
32,2005,8,Ind.,2,5,0,0,0,0,0,0,2,5
33,2005,8,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,8,Mich.,4,2,4,2,0,0,0,0,0,0
35,2005,8,Wis.,2,5,0,0,0,0,0,0,2,5
36,2005,8,W.N. CENTRAL,11,9,1,0,0,1,0,0,10,8
37,2005,8,Minn.,2,1,1,0,0,0,0,0,1,1
38,2005,8,Iowa,2,1,0,0,0,1,0,0,2,0
39,2005,8,Mo.,5,4,0,0,0,0,0,0,5,4
40,2005,8,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,8,S. Dak.,0,1,0,0,0,0,0,0,0,1
42,2005,8,Nebr.,1,1,0,0,0,0,0,0,1,1
43,2005,8,Kans.,1,1,0,0,0,0,0,0,1,1
44,2005,8,S. ATLANTIC,29,52,1,1,2,1,0,0,26,50
45,2005,8,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,8,Md.,3,4,0,0,1,0,0,0,2,4
47,2005,8,D.C.,0,2,0,1,0,0,0,0,0,1
48,2005,8,Va.,1,2,0,0,0,0,0,0,1,2
49,2005,8,W. Va.,0,3,0,0,0,0,0,0,0,3
50,2005,8,N.C.,4,5,1,0,1,1,0,0,2,4
51,2005,8,S.C.,4,4,0,0,0,0,0,0,4,4
52,2005,8,Ga.,6,5,0,0,0,0,0,0,6,5
53,2005,8,Fla.,11,26,0,0,0,0,0,0,11,26
54,2005,8,E.S. CENTRAL,6,14,0,0,0,0,0,0,6,14
55,2005,8,Ky.,2,2,0,0,0,0,0,0,2,2
56,2005,8,Tenn.,3,6,0,0,0,0,0,0,3,6
57,2005,8,Ala.,0,2,0,0,0,0,0,0,0,2
58,2005,8,Miss.,1,4,0,0,0,0,0,0,1,4
59,2005,8,W.S. CENTRAL,13,34,1,1,1,0,0,0,11,33
60,2005,8,Ark.,3,4,0,0,0,0,0,0,3,4
61,2005,8,La.,6,10,0,1,1,0,0,0,5,9
62,2005,8,Okla.,3,1,1,0,0,0,0,0,2,1
63,2005,8,Tex.,1,19,0,0,0,0,0,0,1,19
64,2005,8,MOUNTAIN,14,17,0,0,1,1,0,0,13,16
65,2005,8,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,8,Idaho,0,1,0,0,0,0,0,0,0,1
67,2005,8,Wyo.,0,1,0,0,0,0,0,0,0,1
68,2005,8,Colo.,6,6,0,0,0,0,0,0,6,6
69,2005,8,N. Mex.,0,1,0,0,0,0,0,0,0,1
70,2005,8,Ariz.,5,4,0,0,1,0,0,0,4,4
71,2005,8,Utah,1,1,0,0,0,0,0,0,1,1
72,2005,8,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,8,PACIFIC,38,83,0,0,1,0,0,0,37,83
74,2005,8,Wash.,7,2,0,0,1,0,0,0,6,2
75,2005,8,Oreg.,8,18,0,0,0,0,0,0,8,18
76,2005,8,Calif.,21,59,0,0,0,0,0,0,21,59
77,2005,8,Alaska,0,1,0,0,0,0,0,0,0,1
78,2005,8,Hawaii,2,3,0,0,0,0,0,0,2,3
79,2005,8,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,8,P.R.,0,0,0,0,0,0,0,0,0,0
81,2005,8,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,8,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,8,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,9,UNITED STATES,203,336,17,23,13,11,0,0,173,302
18,2005,9,NEW ENGLAND,22,12,1,2,0,0,0,0,21,10
19,2005,9,Maine,1,2,0,0,0,0,0,0,1,2
20,2005,9,N.H.,1,0,0,0,0,0,0,0,1,0
21,2005,9,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,9,Mass.,9,9,0,2,0,0,0,0,9,7
23,2005,9,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,9,Conn.,6,0,1,0,0,0,0,0,5,0
25,2005,9,MID. ATLANTIC,29,50,7,14,2,4,0,0,20,32
26,2005,9,Upstate N.Y.,8,17,1,3,1,2,0,0,6,12
27,2005,9,N.Y. City,3,11,0,0,0,0,0,0,3,11
28,2005,9,N.J.,8,5,0,0,0,0,0,0,8,5
29,2005,9,Pa.,10,17,6,11,1,2,0,0,3,4
30,2005,9,E.N. CENTRAL,16,33,5,5,3,2,0,0,8,26
31,2005,9,Ohio,5,18,0,3,2,2,0,0,3,13
32,2005,9,Ind.,4,5,0,0,1,0,0,0,3,5
33,2005,9,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,9,Mich.,5,2,5,2,0,0,0,0,0,0
35,2005,9,Wis.,2,7,0,0,0,0,0,0,2,7
36,2005,9,W.N. CENTRAL,16,14,1,0,0,1,0,0,15,13
37,2005,9,Minn.,3,3,1,0,0,0,0,0,2,3
38,2005,9,Iowa,4,2,0,0,0,1,0,0,4,1
39,2005,9,Mo.,6,6,0,0,0,0,0,0,6,6
40,2005,9,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,9,S. Dak.,0,1,0,0,0,0,0,0,0,1
42,2005,9,Nebr.,1,1,0,0,0,0,0,0,1,1
43,2005,9,Kans.,2,1,0,0,0,0,0,0,2,1
44,2005,9,S. ATLANTIC,31,58,2,1,3,1,0,0,26,56
45,2005,9,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,9,Md.,5,4,1,0,2,0,0,0,2,4
47,2005,9,D.C.,0,3,0,1,0,0,0,0,0,2
48,2005,9,Va.,1,2,0,0,0,0,0,0,1,2
49,2005,9,W. Va.,0,3,0,0,0,0,0,0,0,3
50,2005,9,N.C.,4,7,1,0,1,1,0,0,2,6
51,2005,9,S.C.,4,4,0,0,0,0,0,0,4,4
52,2005,9,Ga.,6,5,0,0,0,0,0,0,6,5
53,2005,9,Fla.,11,29,0,0,0,0,0,0,11,29
54,2005,9,E.S. CENTRAL,11,15,0,0,1,0,0,0,10,15
55,2005,9,Ky.,5,2,0,0,1,0,0,0,4,2
56,2005,9,Tenn.,5,6,0,0,0,0,0,0,5,6
57,2005,9,Ala.,0,3,0,0,0,0,0,0,0,3
58,2005,9,Miss.,1,4,0,0,0,0,0,0,1,4
59,2005,9,W.S. CENTRAL,14,36,1,1,1,0,0,0,12,35
60,2005,9,Ark.,4,4,0,0,0,0,0,0,4,4
61,2005,9,La.,6,11,0,1,1,0,0,0,5,10
62,2005,9,Okla.,3,1,1,0,0,0,0,0,2,1
63,2005,9,Tex.,1,20,0,0,0,0,0,0,1,20
64,2005,9,MOUNTAIN,14,22,0,0,1,2,0,0,13,20
65,2005,9,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,9,Idaho,0,2,0,0,0,0,0,0,0,2
67,2005,9,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,9,Colo.,6,7,0,0,0,0,0,0,6,7
69,2005,9,N. Mex.,0,3,0,0,0,1,0,0,0,2
70,2005,9,Ariz.,5,4,0,0,1,0,0,0,4,4
71,2005,9,Utah,1,1,0,0,0,0,0,0,1,1
72,2005,9,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,9,PACIFIC,50,96,0,0,2,1,0,0,48,95
74,2005,9,Wash.,9,3,0,0,2,1,0,0,7,2
75,2005,9,Oreg.,10,23,0,0,0,0,0,0,10,23
76,2005,9,Calif.,28,66,0,0,0,0,0,0,28,66
77,2005,9,Alaska,0,1,0,0,0,0,0,0,0,1
78,2005,9,Hawaii,3,3,0,0,0,0,0,0,3,3
79,2005,9,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,9,P.R.,0,1,0,0,0,0,0,0,0,1
81,2005,9,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,9,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,9,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,10,UNITED STATES,247,364,19,26,17,11,0,0,211,327
18,2005,10,NEW ENGLAND,25,16,1,2,0,0,0,0,24,14
19,2005,10,Maine,1,3,0,0,0,0,0,0,1,3
20,2005,10,N.H.,2,2,0,0,0,0,0,0,2,2
21,2005,10,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,10,Mass.,11,10,0,2,0,0,0,0,11,8
23,2005,10,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,10,Conn.,6,0,1,0,0,0,0,0,5,0
25,2005,10,MID. ATLANTIC,34,54,8,15,2,4,0,0,24,35
26,2005,10,Upstate N.Y.,9,18,1,3,1,2,0,0,7,13
27,2005,10,N.Y. City,4,12,0,0,0,0,0,0,4,12
28,2005,10,N.J.,10,6,0,0,0,0,0,0,10,6
29,2005,10,Pa.,11,18,7,12,1,2,0,0,3,4
30,2005,10,E.N. CENTRAL,19,38,6,7,3,2,0,0,10,29
31,2005,10,Ohio,7,18,0,3,2,2,0,0,5,13
32,2005,10,Ind.,4,8,0,0,1,0,0,0,3,8
33,2005,10,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,10,Mich.,6,4,6,4,0,0,0,0,0,0
35,2005,10,Wis.,2,7,0,0,0,0,0,0,2,7
36,2005,10,W.N. CENTRAL,20,14,1,0,1,1,0,0,18,13
37,2005,10,Minn.,4,3,1,0,0,0,0,0,3,3
38,2005,10,Iowa,6,2,0,0,1,1,0,0,5,1
39,2005,10,Mo.,6,6,0,0,0,0,0,0,6,6
40,2005,10,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,10,S. Dak.,0,1,0,0,0,0,0,0,0,1
42,2005,10,Nebr.,1,1,0,0,0,0,0,0,1,1
43,2005,10,Kans.,3,1,0,0,0,0,0,0,3,1
44,2005,10,S. ATLANTIC,40,64,2,1,4,1,0,0,34,62
45,2005,10,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,10,Md.,6,4,1,0,2,0,0,0,3,4
47,2005,10,D.C.,0,4,0,1,0,0,0,0,0,3
48,2005,10,Va.,1,2,0,0,0,0,0,0,1,2
49,2005,10,W. Va.,1,3,0,0,0,0,0,0,1,3
50,2005,10,N.C.,6,7,1,0,2,1,0,0,3,6
51,2005,10,S.C.,4,5,0,0,0,0,0,0,4,5
52,2005,10,Ga.,7,5,0,0,0,0,0,0,7,5
53,2005,10,Fla.,15,33,0,0,0,0,0,0,15,33
54,2005,10,E.S. CENTRAL,14,16,0,0,1,0,0,0,13,16
55,2005,10,Ky.,5,3,0,0,1,0,0,0,4,3
56,2005,10,Tenn.,6,6,0,0,0,0,0,0,6,6
57,2005,10,Ala.,0,3,0,0,0,0,0,0,0,3
58,2005,10,Miss.,3,4,0,0,0,0,0,0,3,4
59,2005,10,W.S. CENTRAL,17,38,1,1,2,0,0,0,14,37
60,2005,10,Ark.,5,5,0,0,0,0,0,0,5,5
61,2005,10,La.,7,12,0,1,2,0,0,0,5,11
62,2005,10,Okla.,3,1,1,0,0,0,0,0,2,1
63,2005,10,Tex.,2,20,0,0,0,0,0,0,2,20
64,2005,10,MOUNTAIN,17,22,0,0,1,2,0,0,16,20
65,2005,10,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,10,Idaho,0,2,0,0,0,0,0,0,0,2
67,2005,10,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,10,Colo.,7,7,0,0,0,0,0,0,7,7
69,2005,10,N. Mex.,0,3,0,0,0,1,0,0,0,2
70,2005,10,Ariz.,6,4,0,0,1,0,0,0,5,4
71,2005,10,Utah,2,1,0,0,0,0,0,0,2,1
72,2005,10,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,10,PACIFIC,61,102,0,0,3,1,0,0,58,101
74,2005,10,Wash.,10,5,0,0,3,1,0,0,7,4
75,2005,10,Oreg.,14,25,0,0,0,0,0,0,14,25
76,2005,10,Calif.,34,68,0,0,0,0,0,0,34,68
77,2005,10,Alaska,0,1,0,0,0,0,0,0,0,1
78,2005,10,Hawaii,3,3,0,0,0,0,0,0,3,3
79,2005,10,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,10,P.R.,0,1,0,0,0,0,0,0,0,1
81,2005,10,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,10,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,10,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,11,UNITED STATES,285,395,21,27,18,11,0,0,246,357
18,2005,11,NEW ENGLAND,26,18,1,2,0,0,0,0,25,16
19,2005,11,Maine,1,3,0,0,0,0,0,0,1,3
20,2005,11,N.H.,2,2,0,0,0,0,0,0,2,2
21,2005,11,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,11,Mass.,11,12,0,2,0,0,0,0,11,10
23,2005,11,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,11,Conn.,7,0,1,0,0,0,0,0,6,0
25,2005,11,MID. ATLANTIC,39,58,10,16,2,4,0,0,27,38
26,2005,11,Upstate N.Y.,9,19,1,3,1,2,0,0,7,14
27,2005,11,N.Y. City,5,12,0,0,0,0,0,0,5,12
28,2005,11,N.J.,12,6,0,0,0,0,0,0,12,6
29,2005,11,Pa.,13,21,9,13,1,2,0,0,3,6
30,2005,11,E.N. CENTRAL,22,38,6,7,3,2,0,0,13,29
31,2005,11,Ohio,7,18,0,3,2,2,0,0,5,13
32,2005,11,Ind.,4,8,0,0,1,0,0,0,3,8
33,2005,11,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,11,Mich.,6,4,6,4,0,0,0,0,0,0
35,2005,11,Wis.,5,7,0,0,0,0,0,0,5,7
36,2005,11,W.N. CENTRAL,21,16,1,0,1,1,0,0,19,15
37,2005,11,Minn.,4,5,1,0,0,0,0,0,3,5
38,2005,11,Iowa,7,2,0,0,1,1,0,0,6,1
39,2005,11,Mo.,6,6,0,0,0,0,0,0,6,6
40,2005,11,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,11,S. Dak.,0,1,0,0,0,0,0,0,0,1
42,2005,11,Nebr.,1,1,0,0,0,0,0,0,1,1
43,2005,11,Kans.,3,1,0,0,0,0,0,0,3,1
44,2005,11,S. ATLANTIC,49,71,2,1,4,1,0,0,43,69
45,2005,11,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,11,Md.,6,4,1,0,2,0,0,0,3,4
47,2005,11,D.C.,0,4,0,1,0,0,0,0,0,3
48,2005,11,Va.,4,2,0,0,0,0,0,0,4,2
49,2005,11,W. Va.,0,3,0,0,0,0,0,0,0,3
50,2005,11,N.C.,6,9,1,0,2,1,0,0,3,8
51,2005,11,S.C.,7,5,0,0,0,0,0,0,7,5
52,2005,11,Ga.,7,5,0,0,0,0,0,0,7,5
53,2005,11,Fla.,19,38,0,0,0,0,0,0,19,38
54,2005,11,E.S. CENTRAL,15,18,0,0,1,0,0,0,14,18
55,2005,11,Ky.,5,3,0,0,1,0,0,0,4,3
56,2005,11,Tenn.,7,6,0,0,0,0,0,0,7,6
57,2005,11,Ala.,0,5,0,0,0,0,0,0,0,5
58,2005,11,Miss.,3,4,0,0,0,0,0,0,3,4
59,2005,11,W.S. CENTRAL,25,43,1,1,2,0,0,0,22,42
60,2005,11,Ark.,5,5,0,0,0,0,0,0,5,5
61,2005,11,La.,9,13,0,1,2,0,0,0,7,12
62,2005,11,Okla.,3,1,1,0,0,0,0,0,2,1
63,2005,11,Tex.,8,24,0,0,0,0,0,0,8,24
64,2005,11,MOUNTAIN,19,23,0,0,2,2,0,0,17,21
65,2005,11,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,11,Idaho,1,2,0,0,0,0,0,0,1,2
67,2005,11,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,11,Colo.,7,8,0,0,0,0,0,0,7,8
69,2005,11,N. Mex.,0,3,0,0,0,1,0,0,0,2
70,2005,11,Ariz.,7,4,0,0,2,0,0,0,5,4
71,2005,11,Utah,2,1,0,0,0,0,0,0,2,1
72,2005,11,Nev.,2,2,0,0,0,1,0,0,2,1
73,2005,11,PACIFIC,69,110,0,0,3,1,0,0,66,109
74,2005,11,Wash.,10,5,0,0,3,1,0,0,7,4
75,2005,11,Oreg.,15,26,0,0,0,0,0,0,15,26
76,2005,11,Calif.,39,75,0,0,0,0,0,0,39,75
77,2005,11,Alaska,1,1,0,0,0,0,0,0,1,1
78,2005,11,Hawaii,4,3,0,0,0,0,0,0,4,3
79,2005,11,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,11,P.R.,0,1,0,0,0,0,0,0,0,1
81,2005,11,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,11,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,11,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,12,UNITED STATES,319,422,23,28,20,12,0,0,276,382
18,2005,12,NEW ENGLAND,26,21,1,2,0,0,0,0,25,19
19,2005,12,Maine,1,6,0,0,0,0,0,0,1,6
20,2005,12,N.H.,2,2,0,0,0,0,0,0,2,2
21,2005,12,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,12,Mass.,11,12,0,2,0,0,0,0,11,10
23,2005,12,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,12,Conn.,7,0,1,0,0,0,0,0,6,0
25,2005,12,MID. ATLANTIC,40,60,10,16,2,4,0,0,28,40
26,2005,12,Upstate N.Y.,9,19,1,3,1,2,0,0,7,14
27,2005,12,N.Y. City,5,13,0,0,0,0,0,0,5,13
28,2005,12,N.J.,13,7,0,0,0,0,0,0,13,7
29,2005,12,Pa.,13,21,9,13,1,2,0,0,3,6
30,2005,12,E.N. CENTRAL,27,41,7,8,4,3,0,0,16,30
31,2005,12,Ohio,11,20,0,3,3,3,0,0,8,14
32,2005,12,Ind.,4,8,0,0,1,0,0,0,3,8
33,2005,12,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,12,Mich.,7,5,7,5,0,0,0,0,0,0
35,2005,12,Wis.,5,7,0,0,0,0,0,0,5,7
36,2005,12,W.N. CENTRAL,25,18,1,0,1,1,0,0,23,17
37,2005,12,Minn.,5,5,1,0,0,0,0,0,4,5
38,2005,12,Iowa,9,3,0,0,1,1,0,0,8,2
39,2005,12,Mo.,6,6,0,0,0,0,0,0,6,6
40,2005,12,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,12,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,12,Nebr.,1,1,0,0,0,0,0,0,1,1
43,2005,12,Kans.,3,2,0,0,0,0,0,0,3,2
44,2005,12,S. ATLANTIC,53,77,2,1,4,1,0,0,47,75
45,2005,12,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,12,Md.,6,5,1,0,2,0,0,0,3,5
47,2005,12,D.C.,0,4,0,1,0,0,0,0,0,3
48,2005,12,Va.,4,2,0,0,0,0,0,0,4,2
49,2005,12,W. Va.,0,3,0,0,0,0,0,0,0,3
50,2005,12,N.C.,6,9,1,0,2,1,0,0,3,8
51,2005,12,S.C.,8,6,0,0,0,0,0,0,8,6
52,2005,12,Ga.,7,5,0,0,0,0,0,0,7,5
53,2005,12,Fla.,22,42,0,0,0,0,0,0,22,42
54,2005,12,E.S. CENTRAL,16,21,0,0,1,0,0,0,15,21
55,2005,12,Ky.,5,3,0,0,1,0,0,0,4,3
56,2005,12,Tenn.,8,6,0,0,0,0,0,0,8,6
57,2005,12,Ala.,0,6,0,0,0,0,0,0,0,6
