,year,mmwr_week,Reporting Area,"Meningococcal disease, Other serogroups; Current week","Meningococcal disease, Other serogroups; Previous 52 weeks Max �","Meningococcal disease, Other serogroups; Cum YTD 2021 �","Meningococcal disease, Other serogroups; Cum YTD 2020 �","Meningococcal disease, Unknown serogroup; Current week","Meningococcal disease, Unknown serogroup; Previous 52 weeks Max �","Meningococcal disease, Unknown serogroup; Cum YTD 2021 �","Meningococcal disease, Unknown serogroup; Cum YTD 2020 �",column labels (in same order that data fields appears in each record below):
78,2021,6,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,6,Guam,0,0,0,0,0,0,0,0,
80,2021,6,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,6,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,6,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,6,Total,0,2,1,6,1,8,8,28,
14,2021,7,"U.S. Residents, excluding U.S. Territories",0,2,1,6,0,8,9,33,
15,2021,7,New England,0,0,0,0,0,1,0,0,
16,2021,7,Connecticut,0,0,0,0,0,0,0,0,
17,2021,7,Maine,0,0,0,0,0,0,0,0,
18,2021,7,Massachusetts,0,0,0,0,0,1,0,0,
19,2021,7,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,7,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,7,Vermont,0,0,0,0,0,0,0,0,
22,2021,7,Middle Atlantic,0,0,0,0,0,3,3,6,
23,2021,7,New Jersey,0,0,0,0,0,0,0,0,
24,2021,7,New York (excluding New York City),0,0,0,0,0,2,0,0,
25,2021,7,New York City,0,0,0,0,0,1,1,0,
26,2021,7,Pennsylvania,0,0,0,0,0,2,2,6,
27,2021,7,East North Central,0,1,1,3,0,1,0,0,
28,2021,7,Illinois,0,0,0,2,0,1,0,0,
29,2021,7,Indiana,0,1,0,0,0,1,0,0,
30,2021,7,Michigan,0,0,0,0,0,1,0,0,
31,2021,7,Ohio,0,1,1,1,0,1,0,0,
32,2021,7,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,7,West North Central,0,0,0,0,0,2,1,3,
34,2021,7,Iowa,0,0,0,0,0,1,0,0,
35,2021,7,Kansas,0,0,0,0,0,1,0,0,
36,2021,7,Minnesota,0,0,0,0,0,1,0,0,
37,2021,7,Missouri,0,0,0,0,0,2,1,3,
38,2021,7,Nebraska,0,0,0,0,0,0,0,0,
39,2021,7,North Dakota,0,0,0,0,0,0,0,0,
40,2021,7,South Dakota,0,0,0,0,0,0,0,0,
41,2021,7,South Atlantic,0,1,0,0,0,6,2,9,
42,2021,7,Delaware,0,0,0,0,0,0,0,1,
43,2021,7,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,7,Florida,0,0,0,0,0,4,1,5,
45,2021,7,Georgia,0,1,0,0,0,1,1,0,
46,2021,7,Maryland,0,0,0,0,0,2,0,1,
47,2021,7,North Carolina,0,0,0,0,0,1,0,0,
48,2021,7,South Carolina,0,0,0,0,0,0,0,0,
49,2021,7,Virginia,0,0,0,0,0,1,0,2,
50,2021,7,West Virginia,0,0,0,0,0,0,0,0,
51,2021,7,East South Central,0,1,0,0,0,1,0,1,
52,2021,7,Alabama,0,1,0,0,0,1,0,0,
53,2021,7,Kentucky,0,0,0,0,0,0,0,1,
54,2021,7,Mississippi,0,0,0,0,0,0,0,0,
55,2021,7,Tennessee,0,0,0,0,0,0,0,0,
56,2021,7,West South Central,0,2,0,2,0,2,0,1,
57,2021,7,Arkansas,0,0,0,0,0,2,0,0,
58,2021,7,Louisiana,0,0,0,0,0,1,0,0,
59,2021,7,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,7,Texas,0,2,0,0,0,2,0,1,
61,2021,7,Mountain,0,0,0,1,0,2,2,0,
62,2021,7,Arizona,0,0,0,0,0,1,1,0,
63,2021,7,Colorado,0,0,0,0,0,2,0,0,
64,2021,7,Idaho,0,0,0,0,0,0,0,0,
65,2021,7,Montana,0,0,0,0,0,0,0,0,
66,2021,7,Nevada,0,0,0,1,0,0,0,0,
67,2021,7,New Mexico,0,0,0,0,0,0,0,0,
68,2021,7,Utah,0,0,0,0,0,0,0,0,
69,2021,7,Wyoming,0,0,0,0,0,1,1,0,
70,2021,7,Pacific,0,0,0,0,0,2,1,13,
71,2021,7,Alaska,0,0,0,0,0,0,0,0,
72,2021,7,California,0,0,0,0,0,2,1,10,
73,2021,7,Hawaii,0,0,0,0,0,0,0,0,
74,2021,7,Oregon,0,0,0,0,0,0,0,0,
75,2021,7,Washington,0,0,0,0,0,2,0,3,
76,2021,7,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,7,American Samoa,0,0,0,0,0,0,0,0,
78,2021,7,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,7,Guam,0,0,0,0,0,0,0,0,
80,2021,7,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,7,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,7,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,7,Total,0,2,1,6,0,8,9,33,
14,2021,8,"U.S. Residents, excluding U.S. Territories",0,2,1,7,2,8,12,42,
15,2021,8,New England,0,0,0,0,0,1,0,0,
16,2021,8,Connecticut,0,0,0,0,0,0,0,0,
17,2021,8,Maine,0,0,0,0,0,0,0,0,
18,2021,8,Massachusetts,0,0,0,0,0,1,0,0,
19,2021,8,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,8,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,8,Vermont,0,0,0,0,0,0,0,0,
22,2021,8,Middle Atlantic,0,0,0,0,0,3,3,6,
23,2021,8,New Jersey,0,0,0,0,0,0,0,0,
24,2021,8,New York (excluding New York City),0,0,0,0,0,2,0,0,
25,2021,8,New York City,0,0,0,0,0,1,1,0,
26,2021,8,Pennsylvania,0,0,0,0,0,2,2,6,
27,2021,8,East North Central,0,1,1,3,0,1,0,0,
28,2021,8,Illinois,0,0,0,2,0,1,0,0,
29,2021,8,Indiana,0,1,0,0,0,1,0,0,
30,2021,8,Michigan,0,0,0,0,0,1,0,0,
31,2021,8,Ohio,0,1,1,1,0,1,0,0,
32,2021,8,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,8,West North Central,0,0,0,0,0,2,1,3,
34,2021,8,Iowa,0,0,0,0,0,1,0,0,
35,2021,8,Kansas,0,0,0,0,0,1,0,0,
36,2021,8,Minnesota,0,0,0,0,0,1,0,0,
37,2021,8,Missouri,0,0,0,0,0,2,1,3,
38,2021,8,Nebraska,0,0,0,0,0,0,0,0,
39,2021,8,North Dakota,0,0,0,0,0,0,0,0,
40,2021,8,South Dakota,0,0,0,0,0,0,0,0,
41,2021,8,South Atlantic,0,1,0,0,0,3,2,15,
42,2021,8,Delaware,0,0,0,0,0,0,0,1,
43,2021,8,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,8,Florida,0,0,0,0,0,2,1,9,
45,2021,8,Georgia,0,1,0,0,0,1,1,0,
46,2021,8,Maryland,0,0,0,0,0,1,0,3,
47,2021,8,North Carolina,0,0,0,0,0,1,0,0,
48,2021,8,South Carolina,0,0,0,0,0,0,0,0,
49,2021,8,Virginia,0,0,0,0,0,1,0,2,
50,2021,8,West Virginia,0,0,0,0,0,0,0,0,
51,2021,8,East South Central,0,1,0,0,0,1,1,1,
52,2021,8,Alabama,0,1,0,0,0,1,1,0,
53,2021,8,Kentucky,0,0,0,0,0,0,0,1,
54,2021,8,Mississippi,0,0,0,0,0,0,0,0,
55,2021,8,Tennessee,0,0,0,0,0,0,0,0,
56,2021,8,West South Central,0,2,0,3,0,2,0,1,
57,2021,8,Arkansas,0,0,0,0,0,2,0,0,
58,2021,8,Louisiana,0,0,0,0,0,1,0,0,
59,2021,8,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,8,Texas,0,2,0,1,0,2,0,1,
61,2021,8,Mountain,0,0,0,1,0,1,2,2,
62,2021,8,Arizona,0,0,0,0,0,1,1,0,
63,2021,8,Colorado,0,0,0,0,0,1,0,2,
64,2021,8,Idaho,0,0,0,0,0,0,0,0,
65,2021,8,Montana,0,0,0,0,0,0,0,0,
66,2021,8,Nevada,0,0,0,1,0,0,0,0,
67,2021,8,New Mexico,0,0,0,0,0,0,0,0,
68,2021,8,Utah,0,0,0,0,0,0,0,0,
69,2021,8,Wyoming,0,0,0,0,0,1,1,0,
70,2021,8,Pacific,0,0,0,0,2,2,3,14,
71,2021,8,Alaska,0,0,0,0,0,0,0,0,
72,2021,8,California,0,0,0,0,1,2,2,11,
73,2021,8,Hawaii,0,0,0,0,0,0,0,0,
74,2021,8,Oregon,0,0,0,0,1,0,1,0,
75,2021,8,Washington,0,0,0,0,0,2,0,3,
76,2021,8,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,8,American Samoa,0,0,0,0,0,0,0,0,
78,2021,8,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,8,Guam,0,0,0,0,0,0,0,0,
80,2021,8,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,8,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,8,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,8,Total,0,2,1,7,2,8,12,42,
14,2021,9,"U.S. Residents, excluding U.S. Territories",0,2,1,8,2,8,14,44,
15,2021,9,New England,0,0,0,0,0,1,0,0,
16,2021,9,Connecticut,0,0,0,0,0,0,0,0,
17,2021,9,Maine,0,0,0,0,0,0,0,0,
18,2021,9,Massachusetts,0,0,0,0,0,1,0,0,
19,2021,9,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,9,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,9,Vermont,0,0,0,0,0,0,0,0,
22,2021,9,Middle Atlantic,0,0,0,0,1,3,4,6,
23,2021,9,New Jersey,0,0,0,0,0,0,0,0,
24,2021,9,New York (excluding New York City),0,0,0,0,1,2,1,0,
25,2021,9,New York City,0,0,0,0,0,1,1,0,
26,2021,9,Pennsylvania,0,0,0,0,0,2,2,6,
27,2021,9,East North Central,0,1,1,3,0,1,0,1,
28,2021,9,Illinois,0,0,0,2,0,1,0,0,
29,2021,9,Indiana,0,1,0,0,0,1,0,0,
30,2021,9,Michigan,0,0,0,0,0,1,0,1,
31,2021,9,Ohio,0,1,1,1,0,1,0,0,
32,2021,9,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,9,West North Central,0,0,0,0,0,2,1,3,
34,2021,9,Iowa,0,0,0,0,0,1,0,0,
35,2021,9,Kansas,0,0,0,0,0,1,0,0,
36,2021,9,Minnesota,0,0,0,0,0,1,0,0,
37,2021,9,Missouri,0,0,0,0,0,2,1,3,
38,2021,9,Nebraska,0,0,0,0,0,0,0,0,
39,2021,9,North Dakota,0,0,0,0,0,0,0,0,
40,2021,9,South Dakota,0,0,0,0,0,0,0,0,
41,2021,9,South Atlantic,0,0,0,1,1,3,3,15,
42,2021,9,Delaware,0,0,0,0,0,0,0,1,
43,2021,9,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,9,Florida,0,0,0,0,1,2,2,9,
45,2021,9,Georgia,0,0,0,1,0,1,1,0,
46,2021,9,Maryland,0,0,0,0,0,1,0,3,
47,2021,9,North Carolina,0,0,0,0,0,1,0,0,
48,2021,9,South Carolina,0,0,0,0,0,0,0,0,
49,2021,9,Virginia,0,0,0,0,0,1,0,2,
50,2021,9,West Virginia,0,0,0,0,0,0,0,0,
51,2021,9,East South Central,0,1,0,0,0,1,1,1,
52,2021,9,Alabama,0,1,0,0,0,1,1,0,
53,2021,9,Kentucky,0,0,0,0,0,0,0,1,
54,2021,9,Mississippi,0,0,0,0,0,0,0,0,
55,2021,9,Tennessee,0,0,0,0,0,0,0,0,
56,2021,9,West South Central,0,2,0,3,0,2,0,1,
57,2021,9,Arkansas,0,0,0,0,0,2,0,0,
58,2021,9,Louisiana,0,0,0,0,0,1,0,0,
59,2021,9,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,9,Texas,0,2,0,1,0,2,0,1,
61,2021,9,Mountain,0,0,0,1,0,1,2,2,
62,2021,9,Arizona,0,0,0,0,0,1,1,0,
63,2021,9,Colorado,0,0,0,0,0,1,0,2,
64,2021,9,Idaho,0,0,0,0,0,0,0,0,
65,2021,9,Montana,0,0,0,0,0,0,0,0,
66,2021,9,Nevada,0,0,0,1,0,0,0,0,
67,2021,9,New Mexico,0,0,0,0,0,0,0,0,
68,2021,9,Utah,0,0,0,0,0,0,0,0,
69,2021,9,Wyoming,0,0,0,0,0,1,1,0,
70,2021,9,Pacific,0,0,0,0,0,2,3,15,
71,2021,9,Alaska,0,0,0,0,0,0,0,0,
72,2021,9,California,0,0,0,0,0,2,3,10,
73,2021,9,Hawaii,0,0,0,0,0,0,0,0,
74,2021,9,Oregon,0,0,0,0,0,0,0,0,
75,2021,9,Washington,0,0,0,0,0,1,0,5,
76,2021,9,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,9,American Samoa,0,0,0,0,0,0,0,0,
78,2021,9,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,9,Guam,0,0,0,0,0,0,0,0,
80,2021,9,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,9,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,9,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,9,Total,0,2,1,8,2,8,14,44,
14,2021,10,"U.S. Residents, excluding U.S. Territories",0,2,2,8,1,7,15,52,
15,2021,10,New England,0,0,0,0,0,0,0,1,
16,2021,10,Connecticut,0,0,0,0,0,0,0,0,
17,2021,10,Maine,0,0,0,0,0,0,0,0,
18,2021,10,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,10,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,10,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,10,Vermont,0,0,0,0,0,0,0,0,
22,2021,10,Middle Atlantic,0,0,0,0,0,2,4,7,
23,2021,10,New Jersey,0,0,0,0,0,0,0,0,
24,2021,10,New York (excluding New York City),0,0,0,0,0,1,1,0,
25,2021,10,New York City,0,0,0,0,0,1,1,0,
26,2021,10,Pennsylvania,0,0,0,0,0,2,2,7,
27,2021,10,East North Central,0,1,2,3,0,1,0,1,
28,2021,10,Illinois,0,0,0,2,0,1,0,0,
29,2021,10,Indiana,0,1,1,0,0,1,0,0,
30,2021,10,Michigan,0,0,0,0,0,1,0,1,
31,2021,10,Ohio,0,1,1,1,0,1,0,0,
32,2021,10,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,10,West North Central,0,0,0,0,0,2,1,3,
34,2021,10,Iowa,0,0,0,0,0,1,0,0,
35,2021,10,Kansas,0,0,0,0,0,1,0,0,
36,2021,10,Minnesota,0,0,0,0,0,1,0,0,
37,2021,10,Missouri,0,0,0,0,0,2,1,3,
38,2021,10,Nebraska,0,0,0,0,0,0,0,0,
39,2021,10,North Dakota,0,0,0,0,0,0,0,0,
40,2021,10,South Dakota,0,0,0,0,0,0,0,0,
41,2021,10,South Atlantic,0,0,0,1,0,3,3,17,
42,2021,10,Delaware,0,0,0,0,0,0,0,1,
43,2021,10,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,10,Florida,0,0,0,0,0,2,2,10,
45,2021,10,Georgia,0,0,0,1,0,1,1,0,
46,2021,10,Maryland,0,0,0,0,0,1,0,3,
47,2021,10,North Carolina,0,0,0,0,0,1,0,0,
48,2021,10,South Carolina,0,0,0,0,0,0,0,0,
49,2021,10,Virginia,0,0,0,0,0,1,0,3,
50,2021,10,West Virginia,0,0,0,0,0,0,0,0,
51,2021,10,East South Central,0,1,0,0,0,1,1,1,
52,2021,10,Alabama,0,1,0,0,0,1,1,0,
53,2021,10,Kentucky,0,0,0,0,0,0,0,1,
54,2021,10,Mississippi,0,0,0,0,0,0,0,0,
55,2021,10,Tennessee,0,0,0,0,0,0,0,0,
56,2021,10,West South Central,0,2,0,3,0,2,0,3,
57,2021,10,Arkansas,0,0,0,0,0,2,0,0,
58,2021,10,Louisiana,0,0,0,0,0,1,0,0,
59,2021,10,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,10,Texas,0,2,0,1,0,1,0,3,
61,2021,10,Mountain,0,0,0,1,1,1,3,2,
62,2021,10,Arizona,0,0,0,0,1,1,2,0,
63,2021,10,Colorado,0,0,0,0,0,1,0,2,
64,2021,10,Idaho,0,0,0,0,0,0,0,0,
65,2021,10,Montana,0,0,0,0,0,0,0,0,
66,2021,10,Nevada,0,0,0,1,0,0,0,0,
67,2021,10,New Mexico,0,0,0,0,0,0,0,0,
68,2021,10,Utah,0,0,0,0,0,0,0,0,
69,2021,10,Wyoming,0,0,0,0,0,1,1,0,
70,2021,10,Pacific,0,0,0,0,0,2,3,17,
71,2021,10,Alaska,0,0,0,0,0,0,0,0,
72,2021,10,California,0,0,0,0,0,2,3,12,
73,2021,10,Hawaii,0,0,0,0,0,0,0,0,
74,2021,10,Oregon,0,0,0,0,0,0,0,0,
75,2021,10,Washington,0,0,0,0,0,1,0,5,
76,2021,10,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,10,American Samoa,0,0,0,0,0,0,0,0,
78,2021,10,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,10,Guam,0,0,0,0,0,0,0,0,
80,2021,10,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,10,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,10,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,10,Total,0,2,2,8,1,7,15,52,
14,2021,11,"U.S. Residents, excluding U.S. Territories",0,2,2,8,1,7,17,59,
15,2021,11,New England,0,0,0,0,0,0,0,1,
16,2021,11,Connecticut,0,0,0,0,0,0,0,0,
17,2021,11,Maine,0,0,0,0,0,0,0,0,
18,2021,11,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,11,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,11,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,11,Vermont,0,0,0,0,0,0,0,0,
22,2021,11,Middle Atlantic,0,0,0,0,0,2,4,8,
23,2021,11,New Jersey,0,0,0,0,0,0,0,0,
24,2021,11,New York (excluding New York City),0,0,0,0,0,1,1,0,
25,2021,11,New York City,0,0,0,0,0,1,1,0,
26,2021,11,Pennsylvania,0,0,0,0,0,2,2,8,
27,2021,11,East North Central,0,1,2,3,0,1,0,2,
28,2021,11,Illinois,0,0,0,2,0,1,0,0,
29,2021,11,Indiana,0,1,1,0,0,1,0,1,
30,2021,11,Michigan,0,0,0,0,0,1,0,1,
31,2021,11,Ohio,0,1,1,1,0,1,0,0,
32,2021,11,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,11,West North Central,0,0,0,0,0,2,1,4,
34,2021,11,Iowa,0,0,0,0,0,1,0,0,
35,2021,11,Kansas,0,0,0,0,0,0,0,1,
36,2021,11,Minnesota,0,0,0,0,0,1,0,0,
37,2021,11,Missouri,0,0,0,0,0,2,1,3,
38,2021,11,Nebraska,0,0,0,0,0,0,0,0,
39,2021,11,North Dakota,0,0,0,0,0,0,0,0,
40,2021,11,South Dakota,0,0,0,0,0,0,0,0,
41,2021,11,South Atlantic,0,0,0,1,1,3,4,19,
42,2021,11,Delaware,0,0,0,0,0,0,0,1,
43,2021,11,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,11,Florida,0,0,0,0,1,2,3,12,
45,2021,11,Georgia,0,0,0,1,0,1,1,0,
46,2021,11,Maryland,0,0,0,0,0,1,0,3,
47,2021,11,North Carolina,0,0,0,0,0,1,0,0,
48,2021,11,South Carolina,0,0,0,0,0,0,0,0,
49,2021,11,Virginia,0,0,0,0,0,1,0,3,
50,2021,11,West Virginia,0,0,0,0,0,0,0,0,
51,2021,11,East South Central,0,1,0,0,0,1,1,1,
52,2021,11,Alabama,0,1,0,0,0,1,1,0,
53,2021,11,Kentucky,0,0,0,0,0,0,0,1,
54,2021,11,Mississippi,0,0,0,0,0,0,0,0,
55,2021,11,Tennessee,0,0,0,0,0,0,0,0,
56,2021,11,West South Central,0,2,0,3,0,2,0,3,
57,2021,11,Arkansas,0,0,0,0,0,2,0,0,
58,2021,11,Louisiana,0,0,0,0,0,1,0,0,
59,2021,11,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,11,Texas,0,2,0,1,0,1,0,3,
61,2021,11,Mountain,0,0,0,1,0,1,3,3,
62,2021,11,Arizona,0,0,0,0,0,1,2,0,
63,2021,11,Colorado,0,0,0,0,0,1,0,3,
64,2021,11,Idaho,0,0,0,0,0,0,0,0,
65,2021,11,Montana,0,0,0,0,0,0,0,0,
66,2021,11,Nevada,0,0,0,1,0,0,0,0,
67,2021,11,New Mexico,0,0,0,0,0,0,0,0,
68,2021,11,Utah,0,0,0,0,0,0,0,0,
69,2021,11,Wyoming,0,0,0,0,0,1,1,0,
70,2021,11,Pacific,0,0,0,0,0,2,4,18,
71,2021,11,Alaska,0,0,0,0,0,0,0,0,
72,2021,11,California,0,0,0,0,0,2,4,13,
73,2021,11,Hawaii,0,0,0,0,0,0,0,0,
74,2021,11,Oregon,0,0,0,0,0,0,0,0,
75,2021,11,Washington,0,0,0,0,0,1,0,5,
76,2021,11,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,11,American Samoa,0,0,0,0,0,0,0,0,
78,2021,11,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,11,Guam,0,0,0,0,0,0,0,0,
80,2021,11,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,11,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,11,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,11,Total,0,2,2,8,1,7,17,59,
14,2021,12,"U.S. Residents, excluding U.S. Territories",0,1,2,10,2,7,20,63,
15,2021,12,New England,0,0,0,0,0,0,0,1,
16,2021,12,Connecticut,0,0,0,0,0,0,0,0,
17,2021,12,Maine,0,0,0,0,0,0,0,0,
18,2021,12,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,12,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,12,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,12,Vermont,0,0,0,0,0,0,0,0,
22,2021,12,Middle Atlantic,0,0,0,0,0,2,4,9,
23,2021,12,New Jersey,0,0,0,0,0,0,0,0,
24,2021,12,New York (excluding New York City),0,0,0,0,0,1,1,0,
25,2021,12,New York City,0,0,0,0,0,1,1,0,
26,2021,12,Pennsylvania,0,0,0,0,0,2,2,9,
27,2021,12,East North Central,0,1,2,3,0,1,0,2,
28,2021,12,Illinois,0,0,0,2,0,1,0,0,
29,2021,12,Indiana,0,1,1,0,0,1,0,1,
30,2021,12,Michigan,0,0,0,0,0,1,0,1,
31,2021,12,Ohio,0,1,1,1,0,1,0,0,
32,2021,12,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,12,West North Central,0,0,0,0,0,2,1,4,
34,2021,12,Iowa,0,0,0,0,0,1,0,0,
35,2021,12,Kansas,0,0,0,0,0,0,0,1,
36,2021,12,Minnesota,0,0,0,0,0,1,0,0,
37,2021,12,Missouri,0,0,0,0,0,2,1,3,
38,2021,12,Nebraska,0,0,0,0,0,0,0,0,
39,2021,12,North Dakota,0,0,0,0,0,0,0,0,
40,2021,12,South Dakota,0,0,0,0,0,0,0,0,
41,2021,12,South Atlantic,0,0,0,1,1,3,6,19,
42,2021,12,Delaware,0,0,0,0,0,0,0,1,
43,2021,12,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,12,Florida,0,0,0,0,1,2,4,12,
45,2021,12,Georgia,0,0,0,1,0,1,1,0,
46,2021,12,Maryland,0,0,0,0,0,1,0,3,
47,2021,12,North Carolina,0,0,0,0,0,1,1,0,
48,2021,12,South Carolina,0,0,0,0,0,0,0,0,
49,2021,12,Virginia,0,0,0,0,0,1,0,3,
50,2021,12,West Virginia,0,0,0,0,0,0,0,0,
51,2021,12,East South Central,0,1,0,0,0,1,1,1,
52,2021,12,Alabama,0,1,0,0,0,1,1,0,
53,2021,12,Kentucky,0,0,0,0,0,0,0,1,
54,2021,12,Mississippi,0,0,0,0,0,0,0,0,
55,2021,12,Tennessee,0,0,0,0,0,0,0,0,
56,2021,12,West South Central,0,0,0,5,0,2,0,4,
57,2021,12,Arkansas,0,0,0,0,0,2,0,0,
58,2021,12,Louisiana,0,0,0,0,0,1,0,0,
59,2021,12,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,12,Texas,0,0,0,3,0,1,0,4,
61,2021,12,Mountain,0,0,0,1,1,1,4,3,
62,2021,12,Arizona,0,0,0,0,0,1,2,0,
63,2021,12,Colorado,0,0,0,0,0,1,0,3,
64,2021,12,Idaho,0,0,0,0,0,0,0,0,
65,2021,12,Montana,0,0,0,0,1,0,1,0,
66,2021,12,Nevada,0,0,0,1,0,0,0,0,
67,2021,12,New Mexico,0,0,0,0,0,0,0,0,
68,2021,12,Utah,0,0,0,0,0,0,0,0,
69,2021,12,Wyoming,0,0,0,0,0,1,1,0,
70,2021,12,Pacific,0,0,0,0,0,2,4,20,
71,2021,12,Alaska,0,0,0,0,0,0,0,0,
72,2021,12,California,0,0,0,0,0,2,4,15,
73,2021,12,Hawaii,0,0,0,0,0,0,0,0,
74,2021,12,Oregon,0,0,0,0,0,0,0,0,
75,2021,12,Washington,0,0,0,0,0,1,0,5,
76,2021,12,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,12,American Samoa,0,0,0,0,0,0,0,0,
78,2021,12,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,12,Guam,0,0,0,0,0,0,0,0,
80,2021,12,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,12,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,12,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,12,Total,0,1,2,10,2,7,20,63,
14,2021,13,"U.S. Residents, excluding U.S. Territories",0,1,3,10,1,7,21,67,
15,2021,13,New England,0,0,0,0,0,0,0,1,
16,2021,13,Connecticut,0,0,0,0,0,0,0,0,
17,2021,13,Maine,0,0,0,0,0,0,0,0,
18,2021,13,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,13,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,13,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,13,Vermont,0,0,0,0,0,0,0,0,
22,2021,13,Middle Atlantic,0,0,0,0,0,2,4,10,
23,2021,13,New Jersey,0,0,0,0,0,0,0,0,
24,2021,13,New York (excluding New York City),0,0,0,0,0,1,1,0,
25,2021,13,New York City,0,0,0,0,0,1,1,0,
26,2021,13,Pennsylvania,0,0,0,0,0,2,2,10,
27,2021,13,East North Central,0,1,3,3,0,1,0,2,
28,2021,13,Illinois,0,0,0,2,0,1,0,0,
29,2021,13,Indiana,0,1,1,0,0,1,0,1,
30,2021,13,Michigan,0,0,0,0,0,1,0,1,
31,2021,13,Ohio,0,1,2,1,0,1,0,0,
32,2021,13,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,13,West North Central,0,0,0,0,0,1,1,6,
34,2021,13,Iowa,0,0,0,0,0,1,0,0,
35,2021,13,Kansas,0,0,0,0,0,0,0,1,
36,2021,13,Minnesota,0,0,0,0,0,1,0,0,
37,2021,13,Missouri,0,0,0,0,0,1,1,5,
38,2021,13,Nebraska,0,0,0,0,0,0,0,0,
39,2021,13,North Dakota,0,0,0,0,0,0,0,0,
40,2021,13,South Dakota,0,0,0,0,0,0,0,0,
41,2021,13,South Atlantic,0,0,0,1,0,3,6,20,
42,2021,13,Delaware,0,0,0,0,0,0,0,1,
