date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,24.949999999989558,24.999999999988557,23.999999999990195,24.99999999999019,23.999999999990195,24.99999999999019,23.07499999999322,25.92499999998715,22.99999999999019,25.999999999990195,22.99999999999019,25.999999999990195,22.99999999999019,26.999999999986922,21.99999999999019,26.99999999999019,21.99999999999019,27.999999999986922,21.224999999989464,27.999999999990195,20.99999999999019,28.249999999989377,20.99999999999019,28.99999999999019,19.99999999999019,28.99999999999019,19.99999999999019,29.99999999999019,19.99999999998692,29.99999999999019,18.99999999999019,31.999999999986922,18.999999999989864,31.99999999999019,17.99999999999019,32.999999999986926,16.99999999999019,33.999999999990195,15.99999999998692,35.99999999998692,14.99999999998692,36.99999999998778
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
