,year,mmwr_week,Reporting Area,"Meningococcal diseases, invasive �, All groups current week","Meningococcal diseases, invasive �, All groups previous 52 weeks median ","Meningococcal diseases, invasive �, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive �, All groups cummulative for 2012","Meningococcal diseases, invasive �, All groups cummulative for 2011",Mumps current week,Mumps previous 52 weeks median ,Mumps previous 52 weeks maximum ,Mumps cummulative for 2012,Mumps cummulative for 2011,Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2012,Pertussis cummulative for 2011
41,2012,1,W.N. CENTRAL,0,1,3,0,1,0,0,3,0,2,11,21,119,11,28
42,2012,1,Iowa,0,0,1,0,0,0,0,2,0,0,0,4,9,0,4
43,2012,1,Kans.,0,0,1,0,0,0,0,1,0,1,0,2,10,0,1
44,2012,1,Minn.,0,0,0,0,0,0,0,1,0,0,0,0,110,0,0
45,2012,1,Mo.,0,0,3,0,1,0,0,3,0,0,11,7,27,11,17
46,2012,1,Nebr.,0,0,2,0,0,0,0,1,0,1,0,1,5,0,5
47,2012,1,N. Dak.,0,0,1,0,0,0,0,3,0,0,0,0,10,0,0
48,2012,1,S. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1
49,2012,1,S. ATLANTIC,2,2,8,2,2,0,0,4,0,0,11,25,67,11,31
50,2012,1,Del.,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0
51,2012,1,D.C.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1
52,2012,1,Fla.,0,1,5,0,1,0,0,2,0,0,5,6,17,5,3
53,2012,1,Ga.,0,0,1,0,0,0,0,2,0,0,0,3,8,0,6
54,2012,1,Md.,2,0,1,2,0,0,0,1,0,0,3,1,8,3,1
55,2012,1,N.C.,0,0,3,0,0,0,0,2,0,0,3,2,35,3,0
56,2012,1,S.C.,0,0,1,0,1,0,0,1,0,0,0,2,11,0,11
57,2012,1,Va.,0,0,2,0,0,0,0,4,0,0,0,6,25,0,9
58,2012,1,W. Va.,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0
59,2012,1,E.S. CENTRAL,0,0,3,0,0,0,0,1,0,0,1,9,25,1,8
60,2012,1,Ala.,0,0,2,0,0,0,0,1,0,0,0,2,11,0,1
61,2012,1,Ky.,0,0,2,0,0,0,0,0,0,0,0,3,16,0,4
62,2012,1,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0
63,2012,1,Tenn.,0,0,2,0,0,0,0,1,0,0,1,2,7,1,3
64,2012,1,W.S. CENTRAL,0,1,5,0,1,0,1,12,0,0,1,19,38,1,4
65,2012,1,Ark.,0,0,2,0,0,0,0,2,0,0,0,1,5,0,0
66,2012,1,La.,0,0,2,0,1,0,0,0,0,0,0,0,3,0,1
67,2012,1,Okla.,0,0,2,0,0,0,0,2,0,0,0,0,11,0,0
68,2012,1,Tex.,0,0,2,0,0,0,1,12,0,0,1,17,38,1,3
69,2012,1,MOUNTAIN,0,1,4,0,3,0,0,2,0,1,1,38,79,1,31
70,2012,1,Ariz.,0,0,1,0,1,0,0,0,0,0,1,12,28,1,8
71,2012,1,Colo.,0,0,1,0,1,0,0,1,0,0,0,8,25,0,15
72,2012,1,Idaho,0,0,1,0,1,0,0,2,0,0,0,3,12,0,0
73,2012,1,Mont.,0,0,2,0,0,0,0,0,0,0,0,1,32,0,1
74,2012,1,Nev.,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1
75,2012,1,N. Mex.,0,0,1,0,0,0,0,1,0,1,0,3,23,0,0
76,2012,1,Utah,0,0,2,0,0,0,0,0,0,0,0,6,16,0,6
77,2012,1,Wyo.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
78,2012,1,PACIFIC,0,2,10,0,5,0,0,11,0,1,1,62,126,1,103
79,2012,1,Alaska,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1
80,2012,1,Calif.,0,2,9,0,4,0,0,11,0,0,1,37,102,1,98
81,2012,1,Hawaii,0,0,1,0,0,0,0,1,0,0,0,1,9,0,0
82,2012,1,Oreg.,0,0,3,0,1,0,0,1,0,1,0,5,23,0,4
83,2012,1,Wash.,0,0,2,0,0,0,0,1,0,0,0,11,72,0,0
84,2012,1,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2012,1,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2012,1,Guam,0,0,0,0,0,0,1,3,0,0,0,2,14,0,0
87,2012,1,P.R.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88,2012,1,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2012,2,UNITED STATES,3,12,30,9,37,1,7,19,4,12,85,309,495,200,714
23,2012,2,NEW ENGLAND,0,0,3,0,2,0,0,2,0,1,2,14,32,7,18
24,2012,2,Conn.,0,0,1,0,1,0,0,0,0,0,0,1,5,0,3
25,2012,2,Maine,0,0,1,0,0,0,0,2,0,0,0,3,19,1,1
26,2012,2,Mass.,0,0,2,0,1,0,0,1,0,1,0,4,10,0,10
27,2012,2,N.H.,0,0,1,0,0,0,0,0,0,0,0,2,13,0,2
28,2012,2,R.I.,0,0,1,0,0,0,0,2,0,0,0,0,4,1,2
29,2012,2,Vt.,0,0,3,0,0,0,0,1,0,0,2,0,16,5,0
30,2012,2,MID. ATLANTIC,0,1,4,0,7,0,0,6,0,2,35,32,110,61,44
31,2012,2,N.J.,0,0,0,0,0,0,0,2,0,2,0,4,10,0,3
32,2012,2,N.Y. (Upstate),0,0,4,0,0,0,0,3,0,0,25,12,90,27,13
33,2012,2,N.Y. City,0,0,2,0,5,0,0,6,0,0,0,2,42,0,0
34,2012,2,Pa.,0,0,2,0,2,0,0,1,0,0,10,13,40,34,28
35,2012,2,E.N. CENTRAL,1,2,6,2,5,0,2,12,0,3,16,66,198,37,192
36,2012,2,Ill.,0,0,3,0,0,0,1,10,0,1,0,18,121,1,44
37,2012,2,Ind.,0,0,2,0,0,0,0,2,0,0,0,4,21,0,18
38,2012,2,Mich.,0,0,1,0,1,0,0,2,0,0,1,10,38,6,46
39,2012,2,Ohio,1,0,2,2,2,0,0,2,0,2,15,13,37,29,64
40,2012,2,Wis.,0,0,2,0,2,0,0,1,0,0,0,12,44,1,20
41,2012,2,W.N. CENTRAL,0,1,3,1,3,0,0,3,0,2,12,21,119,27,47
42,2012,2,Iowa,0,0,1,0,1,0,0,2,0,0,0,4,9,0,8
43,2012,2,Kans.,0,0,1,0,0,0,0,1,0,1,0,2,10,0,2
44,2012,2,Minn.,0,0,0,0,0,0,0,1,0,0,0,0,110,0,0
45,2012,2,Mo.,0,0,3,1,1,0,0,3,0,0,11,7,27,26,28
46,2012,2,Nebr.,0,0,2,0,1,0,0,1,0,1,1,1,5,1,8
47,2012,2,N. Dak.,0,0,1,0,0,0,0,3,0,0,0,0,10,0,0
48,2012,2,S. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1
49,2012,2,S. ATLANTIC,1,2,8,3,2,0,0,4,0,0,9,25,67,24,63
50,2012,2,Del.,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2
51,2012,2,D.C.,0,0,1,0,0,0,0,1,0,0,1,0,2,1,1
52,2012,2,Fla.,1,1,5,1,1,0,0,2,0,0,1,6,17,6,8
53,2012,2,Ga.,0,0,1,0,0,0,0,2,0,0,3,3,8,6,9
54,2012,2,Md.,0,0,2,2,0,0,0,1,0,0,2,2,8,6,8
55,2012,2,N.C.,0,0,3,0,0,0,0,2,0,0,1,3,35,4,0
56,2012,2,S.C.,0,0,1,0,1,0,0,1,0,0,0,2,9,0,19
57,2012,2,Va.,0,0,2,0,0,0,0,4,0,0,1,6,25,1,16
58,2012,2,W. Va.,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0
59,2012,2,E.S. CENTRAL,0,0,3,0,2,1,0,1,1,1,5,9,25,12,33
60,2012,2,Ala.,0,0,2,0,1,0,0,1,0,1,0,2,11,0,5
61,2012,2,Ky.,0,0,2,0,0,0,0,0,0,0,2,3,16,7,20
62,2012,2,Miss.,0,0,1,0,1,0,0,1,0,0,0,0,4,0,3
63,2012,2,Tenn.,0,0,2,0,0,1,0,1,1,0,3,2,7,5,5
64,2012,2,W.S. CENTRAL,0,1,5,0,2,0,1,12,0,1,1,19,38,2,7
65,2012,2,Ark.,0,0,2,0,1,0,0,2,0,0,0,1,5,0,1
66,2012,2,La.,0,0,2,0,1,0,0,0,0,0,0,0,3,0,1
67,2012,2,Okla.,0,0,2,0,0,0,0,2,0,0,0,0,11,0,0
68,2012,2,Tex.,0,0,2,0,0,0,1,12,0,1,1,17,38,2,5
69,2012,2,MOUNTAIN,0,1,4,0,4,0,0,2,1,1,1,37,79,24,96
70,2012,2,Ariz.,0,0,1,0,2,0,0,0,0,0,0,12,28,3,34
71,2012,2,Colo.,0,0,1,0,1,0,0,1,1,0,0,8,25,17,26
72,2012,2,Idaho,0,0,1,0,1,0,0,2,0,0,0,3,12,1,6
73,2012,2,Mont.,0,0,2,0,0,0,0,0,0,0,1,1,32,3,5
74,2012,2,Nev.,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2
75,2012,2,N. Mex.,0,0,1,0,0,0,0,1,0,1,0,3,23,0,1
76,2012,2,Utah,0,0,2,0,0,0,0,0,0,0,0,6,16,0,22
77,2012,2,Wyo.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
78,2012,2,PACIFIC,1,2,10,3,10,0,0,11,2,1,4,62,124,6,214
79,2012,2,Alaska,0,0,1,0,0,0,0,1,0,0,2,0,4,2,4
80,2012,2,Calif.,1,2,9,2,8,0,0,11,2,0,2,36,102,4,200
81,2012,2,Hawaii,0,0,1,0,1,0,0,1,0,0,0,1,9,0,1
82,2012,2,Oreg.,0,0,3,1,1,0,0,1,0,1,0,5,23,0,9
83,2012,2,Wash.,0,0,2,0,0,0,0,1,0,0,0,11,88,0,0
84,2012,2,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2012,2,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2012,2,Guam,0,0,0,0,0,0,1,3,0,0,0,2,14,0,0
87,2012,2,P.R.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
88,2012,2,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2012,3,UNITED STATES,6,12,30,17,44,4,7,19,8,17,126,310,511,383,"1,042"
23,2012,3,NEW ENGLAND,0,0,3,0,2,0,0,2,0,1,3,14,32,20,26
24,2012,3,Conn.,0,0,1,0,1,0,0,0,0,0,0,1,5,0,6
25,2012,3,Maine,0,0,1,0,0,0,0,2,0,0,2,3,19,6,2
26,2012,3,Mass.,0,0,2,0,1,0,0,1,0,1,0,4,10,0,14
27,2012,3,N.H.,0,0,1,0,0,0,0,0,0,0,1,2,13,2,2
28,2012,3,R.I.,0,0,1,0,0,0,0,2,0,0,0,0,4,1,2
29,2012,3,Vt.,0,0,3,0,0,0,0,1,0,0,0,0,16,11,0
30,2012,3,MID. ATLANTIC,0,1,4,1,7,0,1,7,0,2,51,35,130,117,75
31,2012,3,N.J.,0,0,0,0,0,0,0,2,0,2,0,4,10,0,9
32,2012,3,N.Y. (Upstate),0,0,4,0,0,0,0,3,0,0,38,12,110,64,24
33,2012,3,N.Y. City,0,0,2,0,5,0,0,6,0,0,0,2,42,2,0
34,2012,3,Pa.,0,0,2,1,2,0,0,1,0,0,13,13,38,51,42
35,2012,3,E.N. CENTRAL,1,2,6,3,6,1,2,12,1,6,18,66,207,76,277
36,2012,3,Ill.,0,0,3,0,0,0,1,10,0,2,0,18,121,7,58
37,2012,3,Ind.,0,0,2,0,1,0,0,2,0,0,0,4,21,0,22
38,2012,3,Mich.,0,0,1,0,1,0,0,2,0,0,0,10,38,8,75
39,2012,3,Ohio,1,0,2,3,2,1,0,2,1,4,14,13,37,43,88
40,2012,3,Wis.,0,0,1,0,2,0,0,1,0,0,4,12,53,18,34
41,2012,3,W.N. CENTRAL,1,1,3,2,6,1,0,3,1,3,11,21,119,39,64
42,2012,3,Iowa,0,0,1,0,1,0,0,2,0,0,0,4,9,0,14
43,2012,3,Kans.,0,0,1,0,1,0,0,1,0,1,0,2,10,0,4
44,2012,3,Minn.,0,0,0,0,0,0,0,1,0,0,0,0,110,0,0
45,2012,3,Mo.,1,0,3,2,2,1,0,3,1,1,11,7,27,38,36
46,2012,3,Nebr.,0,0,2,0,2,0,0,1,0,1,0,1,5,1,9
47,2012,3,N. Dak.,0,0,1,0,0,0,0,3,0,0,0,0,10,0,0
48,2012,3,S. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1
49,2012,3,S. ATLANTIC,1,2,8,4,2,2,0,4,2,0,24,25,67,50,94
50,2012,3,Del.,0,0,1,0,0,0,0,0,0,0,2,0,5,3,2
51,2012,3,D.C.,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1
52,2012,3,Fla.,1,1,5,2,1,1,0,2,1,0,12,6,17,18,12
53,2012,3,Ga.,0,0,1,0,0,0,0,2,0,0,0,3,8,7,17
54,2012,3,Md.,0,0,2,2,0,1,0,1,1,0,1,2,8,7,13
55,2012,3,N.C.,0,0,3,0,0,0,0,2,0,0,0,3,35,4,0
56,2012,3,S.C.,0,0,1,0,1,0,0,1,0,0,0,2,9,0,20
57,2012,3,Va.,0,0,2,0,0,0,0,4,0,0,5,6,25,6,29
58,2012,3,W. Va.,0,0,3,0,0,0,0,1,0,0,4,0,15,4,0
59,2012,3,E.S. CENTRAL,0,0,3,0,3,0,0,1,0,1,5,9,15,20,42
60,2012,3,Ala.,0,0,2,0,2,0,0,1,0,1,0,2,11,0,7
61,2012,3,Ky.,0,0,2,0,0,0,0,0,0,0,1,3,9,10,25
62,2012,3,Miss.,0,0,1,0,1,0,0,1,0,0,1,0,4,2,3
63,2012,3,Tenn.,0,0,2,0,0,0,0,1,0,0,3,2,7,8,7
64,2012,3,W.S. CENTRAL,0,1,5,0,2,0,1,12,0,2,4,19,60,6,19
65,2012,3,Ark.,0,0,2,0,1,0,0,2,0,0,0,1,5,0,2
66,2012,3,La.,0,0,2,0,1,0,0,0,0,0,0,0,3,0,1
67,2012,3,Okla.,0,0,2,0,0,0,0,2,0,0,0,0,11,0,0
68,2012,3,Tex.,0,0,2,0,0,0,1,12,0,2,4,18,58,6,16
69,2012,3,MOUNTAIN,0,1,4,0,4,0,0,2,1,1,7,39,85,40,141
70,2012,3,Ariz.,0,0,1,0,2,0,0,0,0,0,2,12,28,6,53
71,2012,3,Colo.,0,0,1,0,1,0,0,1,1,0,0,8,25,17,36
72,2012,3,Idaho,0,0,1,0,1,0,0,2,0,0,2,3,12,9,7
73,2012,3,Mont.,0,0,2,0,0,0,0,0,0,0,0,1,32,5,10
74,2012,3,Nev.,0,0,1,0,0,0,0,0,0,0,3,0,4,3,3
75,2012,3,N. Mex.,0,0,1,0,0,0,0,1,0,1,0,3,24,0,3
76,2012,3,Utah,0,0,2,0,0,0,0,0,0,0,0,7,15,0,29
77,2012,3,Wyo.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
78,2012,3,PACIFIC,3,2,10,7,12,0,0,11,3,1,3,61,125,15,304
79,2012,3,Alaska,0,0,1,0,0,0,0,1,0,0,0,0,4,2,4
80,2012,3,Calif.,3,2,9,5,9,0,0,11,3,0,1,36,86,5,286
81,2012,3,Hawaii,0,0,1,0,1,0,0,1,0,0,1,1,9,6,1
82,2012,3,Oreg.,0,0,3,2,2,0,0,1,0,1,1,5,23,2,13
83,2012,3,Wash.,0,0,2,0,0,0,0,1,0,0,0,11,88,0,0
84,2012,3,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2012,3,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2012,3,Guam,0,0,0,0,0,0,1,3,0,0,0,2,14,0,0
87,2012,3,P.R.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
88,2012,3,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2012,4,UNITED STATES,6,12,30,34,62,1,7,19,9,23,130,309,525,710,"1,389"
23,2012,4,NEW ENGLAND,0,0,3,0,2,0,0,2,0,1,8,14,32,38,34
24,2012,4,Conn.,0,0,1,0,1,0,0,0,0,0,0,1,5,2,6
25,2012,4,Maine,0,0,1,0,0,0,0,2,0,0,4,3,19,13,4
26,2012,4,Mass.,0,0,2,0,1,0,0,1,0,1,0,4,10,0,16
27,2012,4,N.H.,0,0,1,0,0,0,0,0,0,0,0,2,13,2,4
28,2012,4,R.I.,0,0,1,0,0,0,0,2,0,0,0,0,4,1,4
29,2012,4,Vt.,0,0,3,0,0,0,0,1,0,0,4,1,16,20,0
30,2012,4,MID. ATLANTIC,2,1,4,5,8,0,1,7,0,3,58,38,148,198,128
31,2012,4,N.J.,0,0,0,0,0,0,0,2,0,3,0,3,10,0,10
32,2012,4,N.Y. (Upstate),1,0,4,1,0,0,0,3,0,0,43,13,123,107,38
33,2012,4,N.Y. City,0,0,2,2,6,0,0,6,0,0,0,3,42,11,0
34,2012,4,Pa.,1,0,2,2,2,0,0,1,0,0,15,13,38,80,80
35,2012,4,E.N. CENTRAL,1,2,6,4,9,0,2,12,1,9,22,66,210,158,354
36,2012,4,Ill.,0,0,3,0,1,0,1,10,0,3,0,18,121,18,70
37,2012,4,Ind.,0,0,2,0,2,0,0,2,0,0,0,4,21,1,32
38,2012,4,Mich.,0,0,1,0,2,0,0,2,0,1,1,10,38,9,84
39,2012,4,Ohio,1,0,2,4,2,0,0,2,1,5,19,13,37,62,125
40,2012,4,Wis.,0,0,1,0,2,0,0,1,0,0,2,12,53,68,43
41,2012,4,W.N. CENTRAL,0,1,3,2,6,0,0,3,1,3,8,21,119,64,77
42,2012,4,Iowa,0,0,1,0,1,0,0,2,0,0,0,4,9,4,20
43,2012,4,Kans.,0,0,1,0,1,0,0,1,0,1,1,2,10,5,6
44,2012,4,Minn.,0,0,0,0,0,0,0,1,0,0,0,0,110,0,0
45,2012,4,Mo.,0,0,3,2,2,0,0,3,1,1,7,7,27,54,41
46,2012,4,Nebr.,0,0,2,0,2,0,0,1,0,1,0,1,5,1,9
47,2012,4,N. Dak.,0,0,1,0,0,0,0,3,0,0,0,0,10,0,0
48,2012,4,S. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1
49,2012,4,S. ATLANTIC,1,2,8,5,5,0,1,4,2,0,15,26,67,71,145
50,2012,4,Del.,0,0,1,0,0,0,0,0,0,0,0,0,5,3,3
51,2012,4,D.C.,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1
52,2012,4,Fla.,1,1,5,3,2,0,0,2,1,0,8,6,17,26,20
53,2012,4,Ga.,0,0,1,0,0,0,0,2,0,0,0,3,8,9,23
54,2012,4,Md.,0,0,2,2,0,0,0,1,1,0,4,2,8,12,14
55,2012,4,N.C.,0,0,3,0,2,0,0,2,0,0,0,3,35,4,24
56,2012,4,S.C.,0,0,1,0,1,0,0,1,0,0,1,2,9,1,22
57,2012,4,Va.,0,0,2,0,0,0,0,4,0,0,1,6,25,10,38
58,2012,4,W. Va.,0,0,3,0,0,0,0,1,0,0,1,0,15,5,0
59,2012,4,E.S. CENTRAL,0,0,3,0,4,0,0,1,0,2,10,9,15,43,57
60,2012,4,Ala.,0,0,2,0,3,0,0,1,0,1,0,2,11,1,10
61,2012,4,Ky.,0,0,2,0,0,0,0,0,0,0,4,3,9,25,30
62,2012,4,Miss.,0,0,1,0,1,0,0,1,0,1,0,0,4,2,3
63,2012,4,Tenn.,0,0,2,0,0,0,0,1,0,0,6,2,7,15,14
64,2012,4,W.S. CENTRAL,0,1,5,1,4,1,1,12,1,3,4,19,66,16,33
65,2012,4,Ark.,0,0,2,0,1,0,0,2,0,0,0,1,5,0,2
66,2012,4,La.,0,0,2,1,2,0,0,0,0,0,0,0,3,0,4
67,2012,4,Okla.,0,0,2,0,0,0,0,2,0,0,0,0,11,0,0
68,2012,4,Tex.,0,0,2,0,1,1,1,12,1,3,4,18,64,16,27
69,2012,4,MOUNTAIN,0,1,4,0,5,0,0,2,1,1,3,39,82,98,185
70,2012,4,Ariz.,0,0,1,0,2,0,0,0,0,0,1,12,30,56,73
71,2012,4,Colo.,0,0,1,0,1,0,0,1,1,0,0,7,25,17,45
72,2012,4,Idaho,0,0,1,0,1,0,0,2,0,0,1,3,12,10,11
73,2012,4,Mont.,0,0,2,0,0,0,0,0,0,0,0,1,32,8,11
74,2012,4,Nev.,0,0,1,0,0,0,0,0,0,0,1,0,4,4,3
75,2012,4,N. Mex.,0,0,1,0,0,0,0,1,0,1,0,3,24,3,4
76,2012,4,Utah,0,0,2,0,1,0,0,0,0,0,0,6,15,0,37
77,2012,4,Wyo.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
78,2012,4,PACIFIC,2,3,10,17,19,0,0,11,3,1,2,60,127,24,376
79,2012,4,Alaska,0,0,1,0,0,0,0,1,0,0,1,0,4,5,8
80,2012,4,Calif.,1,2,9,14,14,0,0,11,3,0,1,36,78,9,347
81,2012,4,Hawaii,0,0,1,0,1,0,0,1,0,0,0,1,9,7,3
82,2012,4,Oreg.,1,0,3,3,3,0,0,1,0,1,0,5,23,3,18
83,2012,4,Wash.,0,0,2,0,1,0,0,1,0,0,0,11,88,0,0
84,2012,4,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2012,4,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2012,4,Guam,0,0,0,0,0,0,1,3,0,0,0,2,14,0,0
87,2012,4,P.R.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
88,2012,4,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2012,5,UNITED STATES,5,12,30,45,92,2,7,19,15,34,164,304,701,"1,125","1,807"
23,2012,5,NEW ENGLAND,0,0,3,0,3,0,0,2,0,1,0,16,32,57,43
24,2012,5,Conn.,0,0,1,0,1,0,0,0,0,0,0,1,5,2,8
25,2012,5,Maine,0,0,1,0,0,0,0,2,0,0,0,3,19,14,5
26,2012,5,Mass.,0,0,2,0,2,0,0,1,0,1,0,4,10,0,20
27,2012,5,N.H.,0,0,1,0,0,0,0,0,0,0,0,2,13,2,6
28,2012,5,R.I.,0,0,1,0,0,0,0,2,0,0,0,0,5,5,4
29,2012,5,Vt.,0,0,3,0,0,0,0,1,0,0,0,1,16,34,0
30,2012,5,MID. ATLANTIC,2,1,4,8,9,0,0,7,0,5,66,39,162,280,154
31,2012,5,N.J.,0,0,0,0,0,0,0,2,0,5,0,4,10,6,13
32,2012,5,N.Y. (Upstate),0,0,4,1,1,0,0,3,0,0,57,13,134,163,45
33,2012,5,N.Y. City,0,0,2,3,6,0,0,6,0,0,0,3,42,11,0
34,2012,5,Pa.,2,0,2,4,2,0,0,1,0,0,9,13,29,100,96
35,2012,5,E.N. CENTRAL,0,2,6,4,12,0,2,12,4,11,21,67,214,305,454
36,2012,5,Ill.,0,0,3,0,2,0,1,10,0,4,0,19,122,45,85
37,2012,5,Ind.,0,0,2,0,2,0,0,2,1,0,0,4,21,3,43
38,2012,5,Mich.,0,0,1,0,3,0,0,2,2,1,6,10,38,33,113
39,2012,5,Ohio,0,0,2,4,3,0,0,2,1,5,12,13,35,74,160
40,2012,5,Wis.,0,0,1,0,2,0,0,1,0,1,3,13,58,150,53
41,2012,5,W.N. CENTRAL,1,1,3,3,8,0,0,3,1,6,5,21,119,80,99
42,2012,5,Iowa,0,0,1,0,1,0,0,2,0,0,0,4,9,9,27
43,2012,5,Kans.,0,0,1,0,1,0,0,1,0,1,1,2,10,6,16
44,2012,5,Minn.,0,0,0,0,0,0,0,1,0,0,0,0,110,0,0
45,2012,5,Mo.,1,0,3,3,3,0,0,3,1,4,4,7,27,64,44
46,2012,5,Nebr.,0,0,2,0,3,0,0,1,0,1,0,1,5,1,10
47,2012,5,N. Dak.,0,0,1,0,0,0,0,3,0,0,0,0,10,0,0
48,2012,5,S. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,7,0,2
49,2012,5,S. ATLANTIC,1,2,8,6,12,2,1,4,4,1,24,26,67,103,212
50,2012,5,Del.,0,0,1,0,0,0,0,0,0,0,0,0,5,4,3
51,2012,5,D.C.,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1
52,2012,5,Fla.,1,1,5,4,4,1,0,2,2,0,13,6,17,39,32
53,2012,5,Ga.,0,0,1,0,1,0,0,2,0,0,0,3,8,9,31
54,2012,5,Md.,0,0,2,2,1,0,0,1,1,0,2,2,10,15,18
55,2012,5,N.C.,0,0,3,0,3,0,0,2,0,0,1,3,35,5,59
56,2012,5,S.C.,0,0,1,0,2,0,0,1,0,0,0,2,9,1,24
57,2012,5,Va.,0,0,2,0,1,0,0,4,0,1,3,6,25,18,44
58,2012,5,W. Va.,0,0,3,0,0,1,0,1,1,0,5,0,15,11,0
59,2012,5,E.S. CENTRAL,0,0,3,0,5,0,0,1,0,2,1,9,15,45,69
60,2012,5,Ala.,0,0,2,0,4,0,0,1,0,1,0,2,11,2,17
61,2012,5,Ky.,0,0,2,0,0,0,0,0,0,0,0,3,9,25,31
62,2012,5,Miss.,0,0,1,0,1,0,0,1,0,1,1,0,4,3,4
63,2012,5,Tenn.,0,0,2,0,0,0,0,1,0,0,0,2,7,15,17
64,2012,5,W.S. CENTRAL,0,1,5,1,8,0,1,12,1,4,4,19,79,25,46
