,year,mmwr_week,Reporting Area,"Meningococcal diseases, invasive �, All groups current week","Meningococcal diseases, invasive �, All groups previous 52 weeks median ","Meningococcal diseases, invasive �, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive �, All groups cummulative for 2010","Meningococcal diseases, invasive �, All groups cummulative for 2009",Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2010,Pertussis cummulative for 2009,"Rabies, animal current week","Rabies, animal previous 52 weeks median ","Rabies, animal previous 52 weeks maximum ","Rabies, animal cummulative for 2010","Rabies, animal cummulative for 2009"
47,2010,14,N. Dak.,0,0,1,0,0,0,0,12,0,2,0,0,7,0,3
48,2010,14,S. Dak.,0,0,1,0,0,0,0,6,3,6,0,0,4,0,8
49,2010,14,S. ATLANTIC,2,3,10,51,57,7,27,66,221,446,1,22,103,214,470
50,2010,14,Del.,0,0,1,1,1,0,0,2,0,4,0,0,0,0,0
51,2010,14,D.C.,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
52,2010,14,Fla.,2,1,5,26,27,2,7,29,50,115,0,0,15,36,156
53,2010,14,Ga.,0,0,2,4,8,0,4,11,53,91,0,0,72,0,88
54,2010,14,Md.,0,0,1,2,1,0,3,8,35,30,0,8,15,84,76
55,2010,14,N.C.,0,0,10,5,9,0,0,21,0,125,N,0,4,N,N
56,2010,14,S.C.,0,0,1,4,5,0,4,18,52,39,0,0,0,0,0
57,2010,14,Va.,0,0,2,8,5,4,3,15,24,36,0,10,26,76,127
58,2010,14,W. Va.,0,0,2,1,1,1,0,6,6,3,1,2,6,18,23
59,2010,14,E.S. CENTRAL,0,0,4,9,14,5,14,30,202,185,0,1,5,3,46
60,2010,14,Ala.,0,0,2,1,3,0,5,19,53,43,0,0,1,3,0
61,2010,14,Ky.,0,0,1,3,2,4,3,15,73,82,0,0,2,0,19
62,2010,14,Miss.,0,0,1,2,2,0,1,6,14,19,0,0,1,0,0
63,2010,14,Tenn.,0,0,2,3,7,1,4,9,62,41,0,0,3,0,27
64,2010,14,W.S. CENTRAL,1,1,9,30,28,1,68,706,540,387,0,0,13,10,15
65,2010,14,Ark.,1,0,2,3,5,1,5,30,19,47,0,0,10,6,11
66,2010,14,La.,0,0,3,5,9,0,0,8,8,33,0,0,0,0,0
67,2010,14,Okla.,0,0,7,12,2,0,0,32,3,9,0,0,13,4,4
68,2010,14,Tex.,0,1,7,10,12,0,61,676,510,298,0,0,1,0,0
69,2010,14,MOUNTAIN,1,1,4,16,28,8,16,39,193,299,0,1,8,13,31
70,2010,14,Ariz.,0,0,2,5,6,3,6,16,70,56,N,0,5,N,N
71,2010,14,Colo.,1,0,3,4,10,4,4,13,30,74,0,0,0,0,0
72,2010,14,Idaho,0,0,1,1,5,1,1,19,44,27,0,0,1,1,0
73,2010,14,Mont.,0,0,2,1,3,0,1,6,5,7,0,0,4,0,10
74,2010,14,Nev.,0,0,1,2,1,0,0,3,1,2,0,0,1,0,0
75,2010,14,N. Mex.,0,0,1,2,1,0,1,6,26,29,0,0,3,3,11
76,2010,14,Utah,0,0,1,1,1,0,2,11,16,101,0,0,2,0,0
77,2010,14,Wyo.,0,0,2,0,1,0,0,5,1,3,0,0,3,9,10
78,2010,14,PACIFIC,0,4,19,48,58,4,22,46,116,235,2,4,12,37,46
79,2010,14,Alaska,0,0,2,0,2,0,0,4,5,24,0,0,2,8,12
80,2010,14,Calif.,0,2,12,37,32,0,11,25,13,89,2,4,11,25,34
81,2010,14,Hawaii,0,0,1,0,1,0,0,3,0,8,0,0,0,0,0
82,2010,14,Oreg.,0,0,5,7,17,2,4,12,67,59,0,0,2,4,0
83,2010,14,Wash.,0,0,6,4,6,2,4,39,31,55,0,0,0,0,0
84,2010,14,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,14,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,14,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2010,14,P.R.,0,0,1,0,0,0,0,0,0,1,1,1,3,16,12
88,2010,14,V.I.,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
22,2010,15,UNITED STATES,9,16,40,238,334,49,269,"1,533","2,275","3,667",24,60,139,583,"1,004"
23,2010,15,NEW ENGLAND,0,0,2,2,14,0,10,25,12,181,1,6,24,61,85
24,2010,15,Conn.,0,0,2,0,2,0,1,4,0,7,0,1,22,24,35
25,2010,15,Maine,0,0,1,0,1,0,1,10,4,28,0,1,4,18,14
26,2010,15,Mass.,0,0,1,0,8,0,4,17,0,118,0,0,0,0,0
27,2010,15,N.H.,0,0,1,0,1,0,1,7,2,17,0,0,3,3,8
28,2010,15,R.I.,0,0,1,0,1,0,0,8,4,5,0,0,5,1,10
29,2010,15,Vt.,0,0,1,2,1,0,0,1,2,6,1,1,5,15,18
30,2010,15,MID. ATLANTIC,0,2,6,24,32,11,20,40,165,297,4,11,23,163,186
31,2010,15,N.J.,0,0,2,7,3,0,2,8,18,72,0,0,0,0,0
32,2010,15,N.Y. (Upstate),0,0,3,3,7,6,5,27,73,51,4,8,22,120,88
33,2010,15,N.Y. City,0,0,2,6,5,3,0,11,3,25,0,0,11,43,2
34,2010,15,Pa.,0,1,3,8,17,2,9,29,71,149,0,0,10,0,96
35,2010,15,E.N. CENTRAL,2,2,7,32,70,20,53,100,593,783,3,2,19,9,12
36,2010,15,Ill.,0,0,4,7,16,0,11,29,72,195,2,1,9,3,3
37,2010,15,Ind.,0,0,3,7,13,0,6,15,29,98,0,0,7,0,3
38,2010,15,Mich.,0,0,5,4,11,2,16,41,187,166,0,1,6,3,6
39,2010,15,Ohio,2,1,2,11,18,18,20,49,300,282,1,0,5,3,0
40,2010,15,Wis.,0,0,1,3,12,0,1,12,5,42,N,0,0,N,N
41,2010,15,W.N. CENTRAL,0,1,6,16,24,4,27,599,175,736,9,6,18,54,85
42,2010,15,Iowa,0,0,2,3,1,0,3,10,24,47,0,0,3,0,7
43,2010,15,Kans.,0,0,2,1,6,0,4,12,34,66,1,1,4,20,34
44,2010,15,Minn.,0,0,2,2,5,0,0,585,0,164,0,0,11,9,7
45,2010,15,Mo.,0,0,3,8,8,0,13,35,91,392,3,1,5,7,6
46,2010,15,Nebr.,0,0,1,2,3,4,2,9,23,59,2,1,6,15,19
47,2010,15,N. Dak.,0,0,1,0,0,0,0,12,0,2,3,0,7,3,3
48,2010,15,S. Dak.,0,0,1,0,1,0,0,6,3,6,0,0,4,0,9
49,2010,15,S. ATLANTIC,3,3,10,55,59,5,26,66,239,475,4,22,103,229,491
50,2010,15,Del.,0,0,1,1,1,0,0,2,0,4,0,0,0,0,0
51,2010,15,D.C.,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
52,2010,15,Fla.,2,1,5,28,27,2,6,29,52,121,0,0,20,41,156
53,2010,15,Ga.,0,0,2,4,8,0,4,10,58,100,0,0,72,0,88
54,2010,15,Md.,0,0,1,2,1,1,3,8,37,33,2,8,15,92,86
55,2010,15,N.C.,0,0,10,5,9,0,0,21,0,125,N,0,4,N,N
56,2010,15,S.C.,0,0,1,4,5,0,4,18,59,46,0,0,0,0,0
57,2010,15,Va.,1,0,2,10,6,2,3,15,26,40,0,10,26,76,136
58,2010,15,W. Va.,0,0,2,1,2,0,0,6,6,3,2,2,6,20,25
59,2010,15,E.S. CENTRAL,0,0,4,10,14,1,14,30,206,195,0,1,4,3,48
60,2010,15,Ala.,0,0,2,1,3,0,5,19,55,49,0,0,1,3,0
61,2010,15,Ky.,0,0,2,4,2,0,3,15,73,82,0,0,2,0,20
62,2010,15,Miss.,0,0,1,2,2,0,1,6,14,22,0,0,1,0,0
63,2010,15,Tenn.,0,0,2,3,7,1,4,10,64,42,0,0,3,0,28
64,2010,15,W.S. CENTRAL,1,1,9,31,29,1,68,711,551,422,0,0,13,10,15
65,2010,15,Ark.,0,0,2,3,5,1,5,30,30,54,0,0,10,6,11
66,2010,15,La.,0,0,3,5,9,0,0,8,8,34,0,0,0,0,0
67,2010,15,Okla.,0,0,7,12,2,0,0,32,3,9,0,0,13,4,4
68,2010,15,Tex.,1,1,7,11,13,0,61,681,510,325,0,0,1,0,0
69,2010,15,MOUNTAIN,0,1,4,16,30,4,17,41,207,320,0,1,8,13,32
70,2010,15,Ariz.,0,0,2,5,6,1,5,12,70,58,N,0,5,N,N
71,2010,15,Colo.,0,0,3,4,10,1,4,13,31,77,0,0,0,0,0
72,2010,15,Idaho,0,0,1,1,5,2,1,19,47,28,0,0,1,1,0
73,2010,15,Mont.,0,0,2,1,3,0,1,6,5,9,0,0,4,0,10
74,2010,15,Nev.,0,0,1,2,3,0,0,6,1,6,0,0,1,0,0
75,2010,15,N. Mex.,0,0,1,2,1,0,1,6,26,29,0,0,3,3,12
76,2010,15,Utah,0,0,1,1,1,0,3,11,26,105,0,0,2,0,0
77,2010,15,Wyo.,0,0,2,0,1,0,0,5,1,8,0,0,3,9,10
78,2010,15,PACIFIC,3,3,19,52,62,3,21,46,127,258,3,4,12,41,50
79,2010,15,Alaska,0,0,2,0,2,0,0,4,5,24,0,0,2,8,14
80,2010,15,Calif.,2,2,12,40,36,0,11,25,16,109,3,3,11,29,36
81,2010,15,Hawaii,0,0,1,0,1,0,0,3,0,9,0,0,0,0,0
82,2010,15,Oreg.,1,0,5,8,17,3,4,12,75,61,0,0,2,4,0
83,2010,15,Wash.,0,0,6,4,6,0,4,39,31,55,0,0,0,0,0
84,2010,15,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,15,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,15,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2010,15,P.R.,0,0,1,0,0,0,0,0,0,1,0,1,3,16,13
88,2010,15,V.I.,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
22,2010,16,UNITED STATES,3,16,40,246,357,62,266,"1,539","2,502","3,963",25,60,139,636,"1,096"
23,2010,16,NEW ENGLAND,0,0,2,2,15,0,9,25,13,192,8,5,24,69,91
24,2010,16,Conn.,0,0,2,0,2,0,1,4,0,8,7,1,22,31,36
25,2010,16,Maine,0,0,1,0,2,0,1,10,4,29,0,1,4,18,15
26,2010,16,Mass.,0,0,1,0,8,0,4,17,0,125,0,0,0,0,0
27,2010,16,N.H.,0,0,1,0,1,0,1,7,3,19,0,0,3,3,8
28,2010,16,R.I.,0,0,1,0,1,0,0,8,4,5,0,0,5,1,11
29,2010,16,Vt.,0,0,1,2,1,0,0,1,2,6,1,1,5,16,21
30,2010,16,MID. ATLANTIC,0,2,6,25,37,10,19,40,178,318,12,10,23,179,203
31,2010,16,N.J.,0,0,2,8,4,0,2,8,18,75,0,0,0,0,0
32,2010,16,N.Y. (Upstate),0,0,3,3,8,1,5,27,74,55,12,8,22,132,95
33,2010,16,N.Y. City,0,0,2,6,7,0,0,11,3,25,0,0,11,47,2
34,2010,16,Pa.,0,1,3,8,18,9,9,29,83,163,0,0,10,0,106
35,2010,16,E.N. CENTRAL,0,2,7,33,70,17,53,100,637,844,0,2,19,11,17
36,2010,16,Ill.,0,0,4,7,16,0,10,29,87,217,0,1,9,5,5
37,2010,16,Ind.,0,0,3,7,13,0,6,15,41,102,0,0,7,0,3
38,2010,16,Mich.,0,0,5,4,11,0,16,41,187,175,0,1,6,3,9
39,2010,16,Ohio,0,1,2,12,18,17,20,49,317,304,0,0,5,3,0
40,2010,16,Wis.,0,0,1,3,12,0,1,12,5,46,N,0,0,N,N
41,2010,16,W.N. CENTRAL,0,1,6,16,28,1,28,605,193,773,3,6,18,59,96
42,2010,16,Iowa,0,0,2,3,2,0,4,10,40,58,0,0,3,0,7
43,2010,16,Kans.,0,0,2,1,6,0,4,12,33,70,0,1,4,22,34
44,2010,16,Minn.,0,0,2,2,6,0,0,585,0,164,2,0,11,11,7
45,2010,16,Mo.,0,0,3,8,9,1,12,35,94,405,1,1,5,8,7
46,2010,16,Nebr.,0,0,1,2,3,0,2,9,23,68,0,1,6,15,25
47,2010,16,N. Dak.,0,0,1,0,0,0,0,12,0,2,0,0,7,3,3
48,2010,16,S. Dak.,0,0,1,0,2,0,0,6,3,6,0,0,4,0,13
49,2010,16,S. ATLANTIC,1,3,10,56,63,10,25,66,255,513,0,22,103,249,529
50,2010,16,Del.,0,0,1,1,2,0,0,2,0,4,0,0,0,0,0
51,2010,16,D.C.,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
52,2010,16,Fla.,1,1,5,29,27,5,6,29,57,128,0,0,21,42,161
53,2010,16,Ga.,0,0,2,4,10,1,4,10,59,106,0,0,72,0,88
54,2010,16,Md.,0,0,1,2,1,0,3,8,38,35,0,7,15,92,96
55,2010,16,N.C.,0,0,10,5,9,0,0,21,0,132,N,0,4,N,N
56,2010,16,S.C.,0,0,1,4,5,2,4,18,63,53,0,0,0,0,0
57,2010,16,Va.,0,0,2,10,7,1,3,15,30,47,0,10,26,95,154
58,2010,16,W. Va.,0,0,2,1,2,1,0,6,7,5,0,2,6,20,30
59,2010,16,E.S. CENTRAL,0,0,4,11,16,5,14,30,213,206,0,0,4,3,52
60,2010,16,Ala.,0,0,2,2,4,2,5,19,58,54,0,0,1,3,0
61,2010,16,Ky.,0,0,2,4,2,0,3,15,73,83,0,0,2,0,21
62,2010,16,Miss.,0,0,1,2,2,0,1,6,14,22,0,0,1,0,0
63,2010,16,Tenn.,0,0,2,3,8,3,4,10,68,47,0,0,3,0,31
64,2010,16,W.S. CENTRAL,0,1,9,31,30,7,68,711,649,483,0,0,13,10,15
65,2010,16,Ark.,0,0,2,3,5,0,5,30,30,62,0,0,10,6,11
66,2010,16,La.,0,0,3,5,9,0,0,8,8,36,0,0,0,0,0
67,2010,16,Okla.,0,0,7,12,2,0,0,32,3,9,0,0,13,4,4
68,2010,16,Tex.,0,1,7,11,14,7,61,681,608,376,0,0,1,0,0
69,2010,16,MOUNTAIN,1,1,4,18,31,4,17,41,227,336,0,1,8,13,33
70,2010,16,Ariz.,0,0,2,5,6,0,6,12,85,62,N,0,5,N,N
71,2010,16,Colo.,1,0,3,5,10,3,4,13,34,84,0,0,0,0,0
72,2010,16,Idaho,0,0,1,1,5,1,1,19,48,29,0,0,1,1,0
73,2010,16,Mont.,0,0,2,1,3,0,0,6,5,9,0,0,4,0,10
74,2010,16,Nev.,0,0,1,3,3,0,0,6,1,6,0,0,1,0,0
75,2010,16,N. Mex.,0,0,1,2,2,0,1,6,26,29,0,0,3,3,13
76,2010,16,Utah,0,0,1,1,1,0,2,11,27,106,0,0,2,0,0
77,2010,16,Wyo.,0,0,2,0,1,0,0,3,1,11,0,0,3,9,10
78,2010,16,PACIFIC,1,3,19,54,67,8,20,46,137,298,2,4,12,43,60
79,2010,16,Alaska,0,0,2,0,2,0,0,4,7,24,0,0,2,8,14
80,2010,16,Calif.,1,2,12,42,39,1,11,25,17,112,2,3,11,31,46
81,2010,16,Hawaii,0,0,1,0,1,0,0,3,0,10,0,0,0,0,0
82,2010,16,Oreg.,0,0,5,8,18,0,4,12,75,71,0,0,2,4,0
83,2010,16,Wash.,0,0,6,4,7,7,4,39,38,81,0,0,0,0,0
84,2010,16,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,16,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,16,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2010,16,P.R.,0,0,1,0,0,0,0,0,0,1,3,1,3,19,14
88,2010,16,V.I.,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
22,2010,17,UNITED STATES,10,16,36,264,378,50,264,"1,540","2,762","4,233",22,64,113,681,"1,218"
23,2010,17,NEW ENGLAND,0,0,2,2,16,0,8,25,19,217,1,5,24,70,99
24,2010,17,Conn.,0,0,2,0,2,0,1,4,4,12,0,1,22,31,41
25,2010,17,Maine,0,0,1,0,2,0,1,10,5,29,0,1,4,18,16
26,2010,17,Mass.,0,0,1,0,9,0,4,17,0,142,0,0,0,0,0
27,2010,17,N.H.,0,0,1,0,1,0,1,7,3,21,0,0,3,3,10
28,2010,17,R.I.,0,0,1,0,1,0,0,8,4,7,0,0,5,1,11
29,2010,17,Vt.,0,0,1,2,1,0,0,1,3,6,1,1,5,17,21
30,2010,17,MID. ATLANTIC,1,2,6,27,43,8,18,40,190,357,9,10,23,188,218
31,2010,17,N.J.,0,0,2,8,6,0,2,8,18,83,0,0,0,0,0
32,2010,17,N.Y. (Upstate),0,0,3,4,8,6,5,27,80,57,9,8,22,141,103
33,2010,17,N.Y. City,1,0,2,7,8,0,0,11,3,25,0,0,11,47,2
34,2010,17,Pa.,0,1,3,8,21,2,9,29,89,192,0,0,7,0,113
35,2010,17,E.N. CENTRAL,2,2,7,38,71,17,52,100,691,880,0,2,19,13,20
36,2010,17,Ill.,0,0,4,7,15,0,9,29,91,229,0,1,9,5,7
37,2010,17,Ind.,0,0,3,8,14,0,6,15,46,106,0,0,7,0,4
38,2010,17,Mich.,0,0,5,6,11,3,16,41,218,185,0,1,6,5,9
39,2010,17,Ohio,2,1,2,14,19,14,19,49,331,311,0,0,5,3,0
40,2010,17,Wis.,0,0,1,3,12,0,1,12,5,49,N,0,0,N,N
41,2010,17,W.N. CENTRAL,0,1,6,16,29,3,27,621,201,811,6,6,18,65,101
42,2010,17,Iowa,0,0,2,3,2,0,4,10,41,60,0,0,4,0,9
43,2010,17,Kans.,0,0,2,1,6,0,4,12,33,75,0,1,4,22,35
44,2010,17,Minn.,0,0,2,2,6,0,0,601,0,168,1,0,11,12,7
45,2010,17,Mo.,0,0,3,8,10,1,12,35,99,423,4,1,5,12,8
46,2010,17,Nebr.,0,0,1,2,3,2,2,6,25,74,1,1,6,16,25
47,2010,17,N. Dak.,0,0,1,0,0,0,0,12,0,2,0,0,7,3,4
48,2010,17,S. Dak.,0,0,0,0,2,0,0,6,3,9,0,0,3,0,13
49,2010,17,S. ATLANTIC,3,3,10,59,65,10,24,65,279,508,5,24,43,267,605
50,2010,17,Del.,1,0,1,2,2,0,0,2,0,5,0,0,0,0,0
51,2010,17,D.C.,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
52,2010,17,Fla.,2,1,5,31,27,7,6,29,64,135,0,0,25,46,161
53,2010,17,Ga.,0,0,2,4,12,0,4,8,59,90,0,5,16,0,137
54,2010,17,Md.,0,0,1,2,1,0,3,8,39,36,0,7,15,101,105
55,2010,17,N.C.,0,0,10,5,9,0,0,21,0,134,N,0,4,N,N
56,2010,17,S.C.,0,0,1,4,5,2,4,18,74,53,0,0,0,0,0
57,2010,17,Va.,0,0,2,10,7,1,3,15,35,47,0,10,26,95,172
58,2010,17,W. Va.,0,0,2,1,2,0,0,6,7,5,5,2,6,25,30
59,2010,17,E.S. CENTRAL,2,0,4,14,17,3,15,30,240,217,0,1,4,7,56
60,2010,17,Ala.,1,0,2,3,4,2,5,19,61,58,0,0,2,7,0
61,2010,17,Ky.,0,0,2,5,3,0,4,15,91,86,0,0,2,0,21
62,2010,17,Miss.,0,0,1,2,2,0,1,6,14,22,0,0,1,0,1
63,2010,17,Tenn.,1,0,2,4,8,1,4,10,74,51,0,0,3,0,34
64,2010,17,W.S. CENTRAL,0,1,9,31,32,6,68,711,756,556,0,0,13,10,16
65,2010,17,Ark.,0,0,2,3,5,0,5,30,30,77,0,0,10,6,12
66,2010,17,La.,0,0,3,5,9,0,0,8,8,37,0,0,0,0,0
67,2010,17,Okla.,0,0,7,12,2,0,0,32,3,9,0,0,13,4,4
68,2010,17,Tex.,0,1,7,11,16,6,61,681,715,433,0,0,1,0,0
69,2010,17,MOUNTAIN,0,1,4,20,33,1,17,41,240,367,0,1,8,15,36
70,2010,17,Ariz.,0,0,2,6,6,0,6,12,96,65,N,0,5,N,N
71,2010,17,Colo.,0,0,3,5,10,1,3,13,35,94,0,0,0,0,0
72,2010,17,Idaho,0,0,1,2,5,0,1,19,48,32,0,0,1,1,0
73,2010,17,Mont.,0,0,2,1,3,0,0,6,5,9,0,0,4,0,11
74,2010,17,Nev.,0,0,1,3,3,0,0,6,1,6,0,0,1,0,0
75,2010,17,N. Mex.,0,0,1,2,2,0,1,6,27,30,0,0,3,4,14
76,2010,17,Utah,0,0,1,1,1,0,2,11,27,117,0,0,2,0,0
77,2010,17,Wyo.,0,0,2,0,3,0,0,3,1,14,0,0,3,10,11
78,2010,17,PACIFIC,2,3,15,57,72,2,20,44,146,320,1,4,12,46,67
79,2010,17,Alaska,0,0,2,0,3,0,0,4,8,25,0,0,2,10,14
80,2010,17,Calif.,1,2,12,44,40,1,11,25,19,115,1,3,11,32,53
81,2010,17,Hawaii,0,0,1,0,2,0,0,3,0,10,0,0,0,0,0
82,2010,17,Oreg.,1,0,5,9,19,0,4,12,80,74,0,0,2,4,0
83,2010,17,Wash.,0,0,7,4,8,1,4,24,39,96,0,0,0,0,0
84,2010,17,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,17,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,17,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2010,17,P.R.,0,0,1,0,0,0,0,0,0,1,0,1,3,19,17
88,2010,17,V.I.,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
22,2010,18,UNITED STATES,12,16,39,285,402,60,269,"1,741","2,973","4,476",24,64,113,785,"1,289"
23,2010,18,NEW ENGLAND,1,0,2,3,16,0,8,24,29,228,3,5,24,77,104
24,2010,18,Conn.,0,0,2,0,2,0,1,4,14,12,3,1,22,36,44
25,2010,18,Maine,0,0,1,0,2,0,1,10,5,30,0,1,4,18,18
26,2010,18,Mass.,0,0,1,0,9,0,4,12,0,150,0,0,0,0,0
27,2010,18,N.H.,0,0,1,0,1,0,1,7,3,23,0,0,3,3,10
28,2010,18,R.I.,0,0,1,0,1,0,0,8,4,7,0,0,5,3,11
29,2010,18,Vt.,1,0,1,3,1,0,0,1,3,6,0,1,5,17,21
30,2010,18,MID. ATLANTIC,3,2,4,30,45,9,18,40,210,395,10,10,23,211,226
31,2010,18,N.J.,0,0,2,8,6,0,2,8,26,87,0,0,0,0,0
32,2010,18,N.Y. (Upstate),2,0,3,6,8,6,5,27,85,60,10,8,22,151,106
33,2010,18,N.Y. City,0,0,2,7,9,0,0,11,3,35,0,0,11,60,2
34,2010,18,Pa.,1,1,2,9,22,3,9,22,96,213,0,0,5,0,118
35,2010,18,E.N. CENTRAL,2,2,7,41,73,10,52,100,730,916,1,2,19,14,22
36,2010,18,Ill.,0,0,4,7,16,0,9,29,101,241,0,1,9,5,9
37,2010,18,Ind.,0,0,3,9,15,0,6,15,52,110,0,0,7,0,4
38,2010,18,Mich.,0,0,5,6,11,2,16,41,233,191,0,1,6,5,9
39,2010,18,Ohio,2,1,2,16,19,8,19,49,339,324,1,0,5,4,0
40,2010,18,Wis.,0,0,1,3,12,0,1,12,5,50,N,0,0,N,N
41,2010,18,W.N. CENTRAL,2,1,6,18,30,4,28,626,224,842,6,6,16,71,108
42,2010,18,Iowa,0,0,2,3,2,0,4,11,53,64,0,0,4,0,9
43,2010,18,Kans.,0,0,2,1,6,0,4,12,39,80,0,1,4,22,36
44,2010,18,Minn.,0,0,2,2,6,0,0,601,0,168,0,0,11,12,18
45,2010,18,Mo.,0,0,3,8,10,2,12,35,102,442,2,1,5,14,9
46,2010,18,Nebr.,2,0,1,4,3,2,2,5,27,78,4,1,6,20,28
47,2010,18,N. Dak.,0,0,1,0,0,0,0,12,0,2,0,0,7,3,4
48,2010,18,S. Dak.,0,0,2,0,3,0,1,6,3,8,0,0,1,0,4
49,2010,18,S. ATLANTIC,1,3,10,61,70,11,24,65,298,558,1,25,43,330,644
50,2010,18,Del.,0,0,1,2,2,0,0,2,0,5,0,0,0,0,0
51,2010,18,D.C.,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
52,2010,18,Fla.,1,1,5,32,27,8,6,29,72,151,0,0,28,49,161
53,2010,18,Ga.,0,0,2,5,13,0,4,8,64,95,0,5,16,0,148
54,2010,18,Md.,0,0,1,2,2,0,3,8,40,42,0,8,15,114,118
55,2010,18,N.C.,0,0,10,5,9,0,0,21,0,152,N,0,4,N,N
56,2010,18,S.C.,0,0,1,4,5,0,4,18,75,55,0,0,0,0,0
57,2010,18,Va.,0,0,2,10,8,3,3,15,39,50,0,10,26,141,184
58,2010,18,W. Va.,0,0,2,1,4,0,0,6,7,5,1,2,6,26,33
59,2010,18,E.S. CENTRAL,0,0,4,14,17,0,15,30,245,230,3,0,2,10,57
60,2010,18,Ala.,0,0,2,3,4,0,5,19,64,64,3,0,2,10,0
61,2010,18,Ky.,0,0,2,5,3,0,4,15,92,89,0,0,2,0,22
62,2010,18,Miss.,0,0,1,2,2,0,1,6,14,22,0,0,1,0,1
63,2010,18,Tenn.,0,0,2,4,8,0,4,10,75,55,0,0,0,0,34
64,2010,18,W.S. CENTRAL,0,1,9,33,35,9,68,752,818,617,0,0,17,10,16
65,2010,18,Ark.,0,0,2,3,5,0,5,30,30,87,0,0,10,6,12
66,2010,18,La.,0,0,3,7,9,0,0,8,8,37,0,0,0,0,0
67,2010,18,Okla.,0,0,7,12,2,2,0,41,5,9,0,0,15,4,4
68,2010,18,Tex.,0,1,7,11,19,7,61,681,775,484,0,0,1,0,0
69,2010,18,MOUNTAIN,1,1,4,24,35,6,17,41,258,380,0,2,8,15,38
70,2010,18,Ariz.,0,0,2,7,6,1,6,12,108,68,N,0,5,N,N
71,2010,18,Colo.,1,0,3,6,10,3,3,13,38,99,0,0,0,0,0
72,2010,18,Idaho,0,0,1,3,5,2,1,19,51,34,0,0,2,1,0
73,2010,18,Mont.,0,0,2,1,3,0,0,6,5,9,0,0,4,0,11
74,2010,18,Nev.,0,0,1,4,3,0,0,6,1,6,0,0,1,0,0
75,2010,18,N. Mex.,0,0,1,2,3,0,1,6,27,30,0,0,3,4,14
76,2010,18,Utah,0,0,1,1,1,0,2,6,27,120,0,0,2,0,0
77,2010,18,Wyo.,0,0,1,0,4,0,0,3,1,14,0,0,3,10,13
78,2010,18,PACIFIC,2,3,16,61,81,11,26,186,161,310,0,4,12,47,74
79,2010,18,Alaska,0,0,2,0,3,0,0,4,8,25,0,0,2,10,14
80,2010,18,Calif.,1,2,13,46,48,2,12,162,21,98,0,3,11,33,60
81,2010,18,Hawaii,0,0,1,0,3,0,0,3,0,11,0,0,0,0,0
82,2010,18,Oreg.,1,0,5,11,19,3,4,12,87,78,0,0,2,4,0
83,2010,18,Wash.,0,0,7,4,8,6,4,24,45,98,0,0,0,0,0
84,2010,18,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,18,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,18,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2010,18,P.R.,0,0,1,0,0,0,0,0,0,1,0,1,3,19,17
88,2010,18,V.I.,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
22,2010,19,UNITED STATES,14,16,42,303,439,116,271,"1,746","3,256","4,754",21,63,114,859,"1,354"
23,2010,19,NEW ENGLAND,1,0,2,4,16,0,7,24,29,240,1,5,24,79,117
24,2010,19,Conn.,0,0,2,0,2,0,1,4,14,13,0,1,22,36,44
25,2010,19,Maine,1,0,1,1,2,0,0,10,5,31,0,1,4,19,18
26,2010,19,Mass.,0,0,1,0,9,0,4,12,0,158,0,0,0,0,0
27,2010,19,N.H.,0,0,1,0,1,0,1,7,3,24,0,0,3,3,16
28,2010,19,R.I.,0,0,1,0,1,0,0,8,4,8,0,0,5,3,13
