,year,mmwr_week,Reporting Area,"Meningococcal diseases, invasive �, All groups current week","Meningococcal diseases, invasive �, All groups previous 52 weeks median ","Meningococcal diseases, invasive �, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive �, All groups cummulative for 2010","Meningococcal diseases, invasive �, All groups cummulative for 2009",Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2010,Pertussis cummulative for 2009,"Rabies, animal current week","Rabies, animal previous 52 weeks median ","Rabies, animal previous 52 weeks maximum ","Rabies, animal cummulative for 2010","Rabies, animal cummulative for 2009"
60,2010,27,Ala.,0,0,2,4,5,0,5,16,110,155,0,0,4,25,0
61,2010,27,Ky.,0,0,2,9,4,0,4,15,132,123,0,0,4,10,29
62,2010,27,Miss.,0,0,1,2,2,0,1,6,28,43,0,0,1,0,1
63,2010,27,Tenn.,0,0,2,6,9,3,3,10,103,109,0,1,6,29,61
64,2010,27,W.S. CENTRAL,2,1,9,50,47,34,67,753,"1,427","1,500",0,3,40,19,457
65,2010,27,Ark.,0,0,2,5,5,3,4,29,56,157,0,0,10,13,28
66,2010,27,La.,0,0,3,8,10,0,1,7,16,95,0,0,0,0,0
67,2010,27,Okla.,1,0,7,14,4,0,0,41,14,16,0,0,15,6,7
68,2010,27,Tex.,1,1,7,23,28,31,58,681,"1,341","1,232",0,2,30,0,422
69,2010,27,MOUNTAIN,1,1,5,36,43,9,19,41,510,517,0,1,8,21,53
70,2010,27,Ariz.,0,0,2,9,8,0,7,14,193,104,0,0,5,0,0
71,2010,27,Colo.,1,0,3,12,13,5,2,13,64,142,0,0,0,0,0
72,2010,27,Idaho,0,0,1,5,6,3,1,19,82,47,0,0,2,1,0
73,2010,27,Mont.,0,0,1,1,5,0,1,8,31,12,0,0,4,2,15
74,2010,27,Nev.,0,0,1,5,3,0,0,7,15,7,0,0,1,2,2
75,2010,27,N. Mex.,0,0,1,3,3,1,2,6,35,36,0,0,3,5,16
76,2010,27,Utah,0,0,1,1,1,0,3,9,86,149,0,0,2,0,3
77,2010,27,Wyo.,0,0,1,0,4,0,0,1,4,20,0,0,3,11,17
78,2010,27,PACIFIC,0,3,16,84,114,19,32,186,997,571,0,3,12,71,121
79,2010,27,Alaska,0,0,2,1,3,0,0,6,12,29,0,0,2,11,9
80,2010,27,Calif.,0,2,13,55,73,0,21,162,730,248,0,3,11,54,108
81,2010,27,Hawaii,0,0,2,0,3,0,0,4,0,20,0,0,0,0,0
82,2010,27,Oreg.,0,1,3,19,26,2,6,15,157,126,0,0,2,6,4
83,2010,27,Wash.,0,0,7,9,9,17,4,24,98,148,0,0,0,0,0
84,2010,27,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,27,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,27,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2010,27,P.R.,0,0,1,0,0,0,0,0,0,1,1,1,3,24,23
88,2010,27,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2010,28,UNITED STATES,6,16,43,434,578,139,281,"1,756","6,917","7,869",41,63,147,"1,463","2,779"
23,2010,28,NEW ENGLAND,0,0,2,10,21,3,7,21,151,380,3,5,24,132,183
24,2010,28,Conn.,0,0,2,1,2,0,1,5,20,23,0,1,22,59,80
25,2010,28,Maine,0,0,1,3,3,1,0,3,14,66,1,1,4,30,29
26,2010,28,Mass.,0,0,1,2,10,2,4,11,96,222,0,0,0,0,0
27,2010,28,N.H.,0,0,1,0,1,0,0,3,6,48,0,0,2,3,21
28,2010,28,R.I.,0,0,1,0,4,0,0,8,12,13,0,1,5,12,21
29,2010,28,Vt.,0,0,1,4,1,0,0,1,3,8,2,1,5,28,32
30,2010,28,MID. ATLANTIC,0,1,4,38,66,30,21,41,489,627,15,11,26,367,314
31,2010,28,N.J.,0,0,2,9,11,0,3,10,47,133,0,0,0,0,0
32,2010,28,N.Y. (Upstate),0,0,3,9,15,15,6,27,199,102,15,9,22,262,208
33,2010,28,N.Y. City,0,0,2,8,12,4,0,11,38,51,0,2,12,105,6
34,2010,28,Pa.,0,0,2,12,28,11,8,22,205,341,0,0,0,0,100
35,2010,28,E.N. CENTRAL,0,2,8,70,105,36,62,116,"1,700","1,599",7,2,19,99,94
36,2010,28,Ill.,0,0,4,12,26,0,11,26,283,383,4,1,9,46,30
37,2010,28,Ind.,0,0,3,16,23,0,8,20,211,184,0,0,5,0,19
38,2010,28,Mich.,0,0,2,10,17,7,19,41,471,330,1,1,6,32,26
39,2010,28,Ohio,0,0,2,18,25,29,19,46,642,601,2,0,5,21,19
40,2010,28,Wis.,0,0,2,14,14,0,3,12,93,101,0,0,0,0,0
41,2010,28,W.N. CENTRAL,0,2,6,34,43,7,25,627,514,"1,194",8,5,18,134,216
42,2010,28,Iowa,0,0,3,7,6,0,5,23,184,134,0,0,4,7,21
43,2010,28,Kans.,0,0,2,4,7,0,3,9,74,138,3,1,4,37,51
44,2010,28,Minn.,0,0,2,2,9,0,0,601,6,205,1,1,9,17,29
45,2010,28,Mo.,0,0,3,15,15,0,11,35,160,598,3,1,5,37,23
46,2010,28,Nebr.,0,0,2,5,4,7,2,9,66,92,1,1,6,30,55
47,2010,28,N. Dak.,0,0,1,1,0,0,0,12,6,15,0,0,7,6,4
48,2010,28,S. Dak.,0,0,2,0,2,0,1,6,18,12,0,0,4,0,33
49,2010,28,S. ATLANTIC,3,3,6,81,106,12,23,63,569,857,2,25,58,542,"1,234"
50,2010,28,Del.,0,0,1,1,2,0,0,3,5,8,0,0,0,0,0
51,2010,28,D.C.,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0
52,2010,28,Fla.,3,1,5,42,35,5,6,28,147,273,0,0,31,61,161
53,2010,28,Ga.,0,0,1,6,21,0,3,8,88,147,0,0,14,0,229
54,2010,28,Md.,0,0,1,4,6,2,2,8,54,73,0,6,15,179,199
55,2010,28,N.C.,0,0,2,5,20,0,0,10,0,122,0,3,17,0,278
56,2010,28,S.C.,0,0,1,7,8,2,5,23,189,127,0,0,0,0,0
57,2010,28,Va.,0,0,2,14,10,1,4,15,72,96,0,10,26,261,301
58,2010,28,W. Va.,0,0,2,2,4,2,0,6,11,8,2,2,6,41,66
59,2010,28,E.S. CENTRAL,0,0,4,21,21,6,14,31,384,449,0,2,7,64,92
60,2010,28,Ala.,0,0,2,4,6,0,5,16,110,165,0,0,4,25,0
61,2010,28,Ky.,0,0,2,9,4,2,4,15,134,126,0,0,4,10,29
62,2010,28,Miss.,0,0,1,2,2,0,1,6,28,44,0,0,1,0,1
63,2010,28,Tenn.,0,0,2,6,9,4,4,10,112,114,0,1,6,29,62
64,2010,28,W.S. CENTRAL,0,1,9,51,50,18,66,753,"1,479","1,624",1,3,40,20,463
65,2010,28,Ark.,0,0,2,5,5,1,4,29,57,180,0,0,10,13,28
66,2010,28,La.,0,0,3,8,10,0,1,7,16,99,0,0,0,0,0
67,2010,28,Okla.,0,0,7,14,4,3,0,41,17,17,1,0,15,7,7
68,2010,28,Tex.,0,1,7,24,31,14,57,681,"1,389","1,328",0,0,30,0,428
69,2010,28,MOUNTAIN,0,1,5,38,45,10,19,41,525,533,1,1,8,24,53
70,2010,28,Ariz.,0,0,2,9,9,0,7,14,196,109,0,0,5,0,0
71,2010,28,Colo.,0,0,3,12,13,5,2,13,69,147,0,0,0,0,0
72,2010,28,Idaho,0,0,1,5,6,4,2,19,86,48,1,0,2,2,0
73,2010,28,Mont.,0,0,1,1,5,0,1,8,31,13,0,0,4,2,15
74,2010,28,Nev.,0,0,1,7,4,1,0,7,17,7,0,0,1,2,2
75,2010,28,N. Mex.,0,0,1,3,3,0,1,6,36,38,0,0,3,7,16
76,2010,28,Utah,0,0,1,1,1,0,3,9,86,151,0,0,2,0,3
77,2010,28,Wyo.,0,0,1,0,4,0,0,1,4,20,0,0,3,11,17
78,2010,28,PACIFIC,3,3,16,91,121,17,34,186,"1,106",606,4,3,12,81,130
79,2010,28,Alaska,0,0,2,1,3,0,0,6,15,29,0,0,2,11,9
80,2010,28,Calif.,1,2,13,58,78,0,22,162,807,273,4,3,11,63,116
81,2010,28,Hawaii,0,0,2,0,3,0,0,4,0,20,0,0,0,0,0
82,2010,28,Oreg.,1,1,3,22,28,5,6,16,179,133,0,0,2,7,5
83,2010,28,Wash.,1,0,7,10,9,12,4,24,105,151,0,0,0,0,0
84,2010,28,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,28,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,28,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2010,28,P.R.,0,0,1,0,0,0,0,0,0,1,1,1,3,25,24
88,2010,28,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2010,29,UNITED STATES,5,16,43,448,594,187,277,"1,756","7,342","8,295",56,63,147,"1,560","2,887"
23,2010,29,NEW ENGLAND,0,0,2,10,23,0,7,21,165,390,2,5,24,136,193
24,2010,29,Conn.,0,0,2,1,3,0,1,5,30,24,0,1,22,59,80
25,2010,29,Maine,0,0,1,3,3,0,0,5,18,66,1,1,4,33,33
26,2010,29,Mass.,0,0,1,2,11,0,4,11,96,228,0,0,0,0,0
27,2010,29,N.H.,0,0,1,0,1,0,0,3,6,50,0,0,2,3,23
28,2010,29,R.I.,0,0,0,0,4,0,0,8,12,14,0,1,5,12,24
29,2010,29,Vt.,0,0,1,4,1,0,0,1,3,8,1,1,5,29,33
30,2010,29,MID. ATLANTIC,1,1,4,40,67,38,21,41,533,650,18,11,26,385,322
31,2010,29,N.J.,0,0,2,9,11,0,3,10,47,138,0,0,0,0,0
32,2010,29,N.Y. (Upstate),0,0,3,9,16,25,7,27,224,104,18,9,22,280,216
33,2010,29,N.Y. City,0,0,2,9,12,0,0,11,38,51,0,2,12,105,6
34,2010,29,Pa.,1,0,2,13,28,13,8,22,224,357,0,0,0,0,100
35,2010,29,E.N. CENTRAL,1,2,8,73,105,42,65,120,"1,879","1,678",8,2,19,109,101
36,2010,29,Ill.,0,0,4,13,26,0,11,26,306,397,6,1,9,55,33
37,2010,29,Ind.,0,0,3,17,23,0,8,21,234,196,0,0,5,0,19
38,2010,29,Mich.,0,0,2,10,17,6,20,41,501,345,2,1,6,33,30
39,2010,29,Ohio,1,0,2,19,25,34,19,46,676,636,0,0,5,21,19
40,2010,29,Wis.,0,0,2,14,14,2,4,11,162,104,0,0,0,0,0
41,2010,29,W.N. CENTRAL,0,2,6,35,45,24,25,627,574,"1,301",3,5,18,137,221
42,2010,29,Iowa,0,0,3,8,7,0,5,23,198,140,0,0,2,7,21
43,2010,29,Kans.,0,0,2,4,7,0,3,9,74,147,0,1,4,37,53
44,2010,29,Minn.,0,0,2,2,9,11,0,601,32,267,0,1,9,17,29
45,2010,29,Mo.,0,0,3,15,15,6,9,35,171,623,3,1,5,40,25
46,2010,29,Nebr.,0,0,2,5,5,7,2,9,75,95,0,1,6,30,56
47,2010,29,N. Dak.,0,0,1,1,0,0,0,9,6,15,0,0,7,6,4
48,2010,29,S. Dak.,0,0,2,0,2,0,1,6,18,14,0,0,4,0,33
49,2010,29,S. ATLANTIC,0,3,6,82,108,16,22,63,577,895,21,25,58,597,"1,285"
50,2010,29,Del.,0,0,1,1,2,0,0,3,5,8,0,0,0,0,0
51,2010,29,D.C.,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0
52,2010,29,Fla.,0,1,5,42,36,7,5,28,154,285,0,0,32,62,161
53,2010,29,Ga.,0,0,1,6,21,0,3,8,98,153,0,0,14,0,243
54,2010,29,Md.,0,0,1,4,6,1,2,8,55,75,8,6,15,194,208
55,2010,29,N.C.,0,0,2,5,20,0,0,10,0,126,0,0,17,0,286
56,2010,29,S.C.,0,0,1,7,9,5,5,19,169,135,0,0,0,0,0
57,2010,29,Va.,0,0,2,15,10,2,4,15,81,102,10,10,26,297,319
58,2010,29,W. Va.,0,0,2,2,4,1,0,6,12,8,3,2,6,44,68
59,2010,29,E.S. CENTRAL,0,0,4,22,21,3,14,31,392,472,0,2,7,64,95
60,2010,29,Ala.,0,0,2,4,6,0,4,16,114,178,0,0,4,25,0
61,2010,29,Ky.,0,0,2,10,4,2,4,15,137,133,0,0,4,10,30
62,2010,29,Miss.,0,0,1,2,2,0,1,6,28,45,0,0,1,0,2
63,2010,29,Tenn.,0,0,2,6,9,1,4,10,113,116,0,1,6,29,63
64,2010,29,W.S. CENTRAL,0,1,9,53,50,37,64,753,"1,534","1,717",1,2,40,21,479
65,2010,29,Ark.,0,0,2,5,5,1,4,29,62,192,0,0,10,13,28
66,2010,29,La.,0,0,4,10,10,0,1,7,16,106,0,0,0,0,0
67,2010,29,Okla.,0,0,7,14,4,0,0,41,17,17,1,0,15,8,7
68,2010,29,Tex.,0,1,7,24,31,36,54,681,"1,439","1,402",0,0,30,0,444
69,2010,29,MOUNTAIN,0,1,5,38,46,14,19,41,560,551,1,1,8,27,55
70,2010,29,Ariz.,0,0,2,9,10,0,7,14,198,120,0,0,5,0,0
71,2010,29,Colo.,0,0,3,12,13,8,2,13,77,148,0,0,0,0,0
72,2010,29,Idaho,0,0,1,5,6,5,2,19,93,49,0,0,2,2,1
73,2010,29,Mont.,0,0,1,1,5,0,1,8,31,15,0,0,4,2,15
74,2010,29,Nev.,0,0,1,7,4,1,0,7,18,7,0,0,1,2,2
75,2010,29,N. Mex.,0,0,1,3,3,0,1,6,36,40,1,0,3,8,16
76,2010,29,Utah,0,0,1,1,1,0,3,10,103,151,0,0,2,0,3
77,2010,29,Wyo.,0,0,1,0,4,0,0,1,4,21,0,0,3,13,18
78,2010,29,PACIFIC,3,3,16,95,129,13,33,186,"1,128",641,2,3,12,84,136
79,2010,29,Alaska,0,0,2,1,3,0,0,6,17,29,0,0,2,11,9
80,2010,29,Calif.,1,2,13,59,82,0,21,162,809,296,2,3,11,66,121
81,2010,29,Hawaii,0,0,2,0,3,0,0,4,0,20,0,0,0,0,0
82,2010,29,Oreg.,1,1,3,24,28,2,6,16,189,145,0,0,2,7,6
83,2010,29,Wash.,1,0,7,11,13,11,4,24,113,151,0,0,0,0,0
84,2010,29,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,29,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,29,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2010,29,P.R.,0,0,1,0,0,0,0,0,0,1,0,1,3,25,25
88,2010,29,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2010,30,UNITED STATES,7,16,43,460,604,247,282,"1,756","7,781","8,712",70,63,147,"1,642","2,987"
23,2010,30,NEW ENGLAND,0,0,2,10,23,1,7,21,167,411,0,4,24,136,202
24,2010,30,Conn.,0,0,2,1,3,0,1,5,30,28,0,1,22,59,85
25,2010,30,Maine,0,0,1,3,3,1,0,5,20,67,0,1,4,33,34
26,2010,30,Mass.,0,0,1,2,11,0,4,11,96,239,0,0,0,0,0
27,2010,30,N.H.,0,0,1,0,1,0,0,3,6,51,0,0,2,3,24
28,2010,30,R.I.,0,0,0,0,4,0,0,8,12,18,0,0,5,12,24
29,2010,30,Vt.,0,0,1,4,1,0,0,1,3,8,0,1,5,29,35
30,2010,30,MID. ATLANTIC,0,1,4,41,68,30,21,41,574,679,16,11,26,401,338
31,2010,30,N.J.,0,0,2,9,11,0,3,10,52,146,0,0,0,0,0
32,2010,30,N.Y. (Upstate),0,0,3,9,16,12,7,27,235,104,16,9,22,296,229
33,2010,30,N.Y. City,0,0,2,9,12,3,0,11,41,53,0,2,12,105,9
34,2010,30,Pa.,0,0,2,14,29,15,8,22,246,376,0,0,0,0,100
35,2010,30,E.N. CENTRAL,4,3,8,80,107,46,65,121,"2,006","1,773",9,2,19,122,113
36,2010,30,Ill.,0,0,4,16,26,0,11,26,334,414,4,1,9,61,40
37,2010,30,Ind.,0,0,3,17,23,0,8,21,255,201,0,0,5,0,19
38,2010,30,Mich.,2,0,2,12,17,13,20,41,541,385,4,1,6,39,34
39,2010,30,Ohio,2,1,2,21,26,33,19,46,709,665,1,0,5,22,20
40,2010,30,Wis.,0,0,2,14,15,0,4,11,167,108,0,0,0,0,0
41,2010,30,W.N. CENTRAL,0,1,6,35,45,61,25,627,665,"1,354",13,5,18,152,229
42,2010,30,Iowa,0,0,3,8,7,0,5,23,201,145,0,0,2,7,22
43,2010,30,Kans.,0,0,2,4,7,0,3,9,88,152,2,1,4,41,55
44,2010,30,Minn.,0,0,2,2,9,47,0,601,79,272,1,1,9,18,29
45,2010,30,Mo.,0,0,3,15,15,8,9,35,193,658,6,1,5,46,29
46,2010,30,Nebr.,0,0,2,5,5,6,2,8,80,97,3,1,6,33,56
47,2010,30,N. Dak.,0,0,1,1,0,0,0,9,6,15,1,0,7,7,4
48,2010,30,S. Dak.,0,0,2,0,2,0,1,6,18,15,0,0,4,0,34
49,2010,30,S. ATLANTIC,1,3,6,84,110,18,23,63,611,940,18,25,58,616,"1,321"
50,2010,30,Del.,0,0,1,1,2,0,0,3,5,8,0,0,0,0,0
51,2010,30,D.C.,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0
52,2010,30,Fla.,0,1,5,42,37,12,5,28,166,294,0,0,21,62,161
53,2010,30,Ga.,0,0,1,7,21,1,3,8,103,159,0,0,13,0,252
54,2010,30,Md.,0,0,1,4,6,4,2,8,61,78,5,7,15,201,220
55,2010,30,N.C.,0,0,2,5,20,0,0,10,0,129,0,0,17,0,295
56,2010,30,S.C.,0,0,1,7,9,0,5,19,170,148,0,0,0,0,0
57,2010,30,Va.,1,0,2,16,10,1,4,15,87,108,13,10,26,309,324
58,2010,30,W. Va.,0,0,2,2,5,0,0,6,16,13,0,2,6,44,69
59,2010,30,E.S. CENTRAL,0,0,4,22,21,7,14,31,410,500,0,2,7,66,96
60,2010,30,Ala.,0,0,2,4,6,2,4,16,121,194,0,0,4,27,0
61,2010,30,Ky.,0,0,2,10,4,2,4,15,141,140,0,0,4,10,31
62,2010,30,Miss.,0,0,1,2,2,0,1,6,28,45,0,0,1,0,2
63,2010,30,Tenn.,0,0,2,6,9,3,4,10,120,121,0,1,6,29,63
64,2010,30,W.S. CENTRAL,0,1,9,53,53,34,62,753,"1,585","1,807",7,2,40,28,489
65,2010,30,Ark.,0,0,2,5,5,3,4,29,71,203,7,0,10,20,28
66,2010,30,La.,0,0,4,10,10,0,1,6,16,112,0,0,0,0,0
67,2010,30,Okla.,0,0,7,14,4,0,0,41,17,18,0,0,15,8,7
68,2010,30,Tex.,0,1,7,24,34,31,51,681,"1,481","1,474",0,0,30,0,454
69,2010,30,MOUNTAIN,0,1,6,39,46,20,20,41,606,574,1,1,8,30,58
70,2010,30,Ariz.,0,0,2,9,10,2,7,14,207,125,0,0,5,0,0
71,2010,30,Colo.,0,0,4,13,13,13,3,13,105,156,0,0,0,0,0
72,2010,30,Idaho,0,0,1,5,6,5,2,19,97,52,0,0,2,2,2
73,2010,30,Mont.,0,0,1,1,5,0,1,8,31,16,0,0,4,2,15
74,2010,30,Nev.,0,0,1,7,4,0,0,7,18,7,0,0,1,2,3
75,2010,30,N. Mex.,0,0,1,3,3,0,1,6,37,41,0,0,3,9,17
76,2010,30,Utah,0,0,1,1,1,0,4,10,107,156,1,0,2,2,3
77,2010,30,Wyo.,0,0,1,0,4,0,0,1,4,21,0,0,3,13,18
78,2010,30,PACIFIC,2,3,16,96,131,30,33,186,"1,157",674,6,3,12,91,141
79,2010,30,Alaska,0,0,2,1,4,0,0,6,17,29,0,0,2,11,10
80,2010,30,Calif.,1,2,13,60,83,0,20,162,809,313,6,3,11,72,124
81,2010,30,Hawaii,0,0,2,0,3,0,0,4,5,21,0,0,0,0,0
82,2010,30,Oreg.,0,1,3,23,28,2,5,16,188,152,0,0,2,8,7
83,2010,30,Wash.,1,0,7,12,13,28,4,24,138,159,0,0,0,0,0
84,2010,30,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,30,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,30,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2010,30,P.R.,0,0,1,0,0,0,0,0,0,1,1,1,3,26,25
88,2010,30,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2010,31,UNITED STATES,2,16,43,472,614,210,297,"1,756","9,412","9,141",53,64,147,"1,720","3,115"
23,2010,31,NEW ENGLAND,0,0,2,10,23,1,7,16,168,425,9,4,24,148,206
24,2010,31,Conn.,0,0,2,1,3,0,1,5,30,30,0,1,22,59,85
25,2010,31,Maine,0,0,1,3,3,1,0,5,21,67,1,1,4,35,34
26,2010,31,Mass.,0,0,1,2,11,0,4,10,96,248,0,0,0,0,0
27,2010,31,N.H.,0,0,1,0,1,0,0,3,6,54,5,0,2,8,24
28,2010,31,R.I.,0,0,0,0,4,0,0,8,12,18,0,1,5,14,26
29,2010,31,Vt.,0,0,1,4,1,0,0,1,3,8,3,1,5,32,37
30,2010,31,MID. ATLANTIC,1,1,4,42,68,25,21,45,614,708,19,11,26,420,350
31,2010,31,N.J.,0,0,2,9,11,0,3,10,58,146,0,0,0,0,0
32,2010,31,N.Y. (Upstate),0,0,3,9,16,17,7,27,249,111,19,9,22,315,241
33,2010,31,N.Y. City,0,0,2,9,12,0,0,11,41,53,0,1,12,105,9
34,2010,31,Pa.,1,0,2,15,29,8,8,22,266,398,0,0,0,0,100
35,2010,31,E.N. CENTRAL,0,3,8,81,108,74,65,121,"2,133","1,875",3,2,19,125,131
36,2010,31,Ill.,0,0,4,16,26,0,11,26,334,440,0,1,9,61,46
37,2010,31,Ind.,0,0,3,18,23,0,8,21,271,212,0,0,5,0,24
38,2010,31,Mich.,0,0,2,12,18,10,22,41,574,409,2,1,6,41,39
39,2010,31,Ohio,0,1,2,21,26,64,19,46,773,701,1,0,5,23,22
40,2010,31,Wis.,0,0,2,14,15,0,4,11,181,113,0,0,0,0,0
41,2010,31,W.N. CENTRAL,0,1,6,35,48,12,26,627,689,"1,428",5,5,18,157,238
42,2010,31,Iowa,0,0,3,8,7,0,5,23,211,147,0,0,2,7,23
43,2010,31,Kans.,0,0,2,4,8,0,3,9,88,159,0,1,4,41,56
44,2010,31,Minn.,0,0,2,2,9,0,0,601,80,309,0,1,9,18,32
45,2010,31,Mo.,0,0,3,15,16,5,8,30,198,682,4,1,6,50,32
46,2010,31,Nebr.,0,0,2,5,5,7,2,8,87,100,1,1,6,34,57
47,2010,31,N. Dak.,0,0,1,1,1,0,0,9,6,16,0,0,7,7,4
48,2010,31,S. Dak.,0,0,2,0,2,0,1,6,19,15,0,0,4,0,34
49,2010,31,S. ATLANTIC,1,3,7,93,112,32,26,63,793,988,9,24,79,632,"1,371"
50,2010,31,Del.,0,0,1,1,2,0,0,3,5,8,0,0,0,0,0
51,2010,31,D.C.,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0
52,2010,31,Fla.,1,1,5,44,37,18,5,28,183,312,0,0,66,66,161
53,2010,31,Ga.,0,0,1,7,22,1,3,8,110,166,0,0,13,0,261
54,2010,31,Md.,0,0,1,4,6,1,2,8,64,84,8,7,15,212,234
55,2010,31,N.C.,0,0,2,11,20,0,2,32,123,129,0,0,17,0,302
56,2010,31,S.C.,0,0,1,8,10,3,5,19,185,159,0,0,0,0,0
57,2010,31,Va.,0,0,2,16,10,5,4,15,98,111,0,10,26,309,342
58,2010,31,W. Va.,0,0,2,2,5,4,0,6,22,16,1,2,6,45,71
59,2010,31,E.S. CENTRAL,0,0,4,22,21,0,14,31,421,529,5,2,7,76,99
60,2010,31,Ala.,0,0,2,4,6,0,4,13,121,207,2,0,4,31,0
61,2010,31,Ky.,0,0,2,10,4,0,4,15,144,155,2,0,4,13,33
62,2010,31,Miss.,0,0,1,2,2,0,1,6,36,45,1,0,1,3,2
63,2010,31,Tenn.,0,0,2,6,9,0,3,10,120,122,0,1,6,29,64
64,2010,31,W.S. CENTRAL,0,1,9,54,54,27,61,753,"1,640","1,874",0,2,40,28,504
65,2010,31,Ark.,0,0,2,5,5,2,4,29,80,214,0,0,10,20,28
66,2010,31,La.,0,0,4,11,10,0,1,5,18,117,0,0,0,0,0
67,2010,31,Okla.,0,0,7,14,4,6,0,41,23,18,0,0,15,8,7
68,2010,31,Tex.,0,0,7,24,35,19,51,681,"1,519","1,525",0,0,30,0,469
69,2010,31,MOUNTAIN,0,1,6,39,46,6,20,41,616,585,1,1,8,36,64
70,2010,31,Ariz.,0,0,2,9,10,0,7,14,210,127,0,0,5,0,0
71,2010,31,Colo.,0,0,4,13,13,0,3,13,105,160,0,0,0,0,0
72,2010,31,Idaho,0,0,1,5,6,6,2,19,102,53,1,0,2,3,3
73,2010,31,Mont.,0,0,1,1,5,0,1,8,32,16,0,0,4,7,16
74,2010,31,Nev.,0,0,1,7,4,0,0,7,18,8,0,0,1,2,4
75,2010,31,N. Mex.,0,0,1,3,3,0,1,6,37,43,0,0,3,9,18
76,2010,31,Utah,0,0,1,1,1,0,3,10,107,157,0,0,2,2,4
77,2010,31,Wyo.,0,0,1,0,4,0,0,1,5,21,0,0,3,13,19
78,2010,31,PACIFIC,0,3,16,96,134,33,41,288,"2,338",729,2,3,12,98,152
79,2010,31,Alaska,0,0,2,1,4,0,0,6,17,29,0,0,2,11,10
80,2010,31,Calif.,0,2,13,60,84,17,26,275,"1,964",343,2,3,11,78,133
81,2010,31,Hawaii,0,0,2,0,5,0,0,4,7,24,0,0,0,0,0
82,2010,31,Oreg.,0,1,3,23,28,1,6,16,200,163,0,0,2,9,9
83,2010,31,Wash.,0,0,7,12,13,15,4,25,150,170,0,0,0,0,0
84,2010,31,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,31,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,31,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2010,31,P.R.,0,0,1,0,0,0,0,0,0,1,0,1,3,27,25
88,2010,31,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2010,32,UNITED STATES,4,16,43,481,632,279,289,"1,756","9,194","9,519",50,69,147,"2,058","3,225"
23,2010,32,NEW ENGLAND,0,0,2,10,23,2,8,16,203,438,4,4,24,153,216
24,2010,32,Conn.,0,0,2,1,3,0,1,5,30,31,0,1,22,59,93
25,2010,32,Maine,0,0,1,3,3,0,0,5,22,68,2,1,4,38,35
26,2010,32,Mass.,0,0,1,2,11,2,4,10,130,257,0,0,0,0,0
27,2010,32,N.H.,0,0,1,0,1,0,0,3,6,56,0,0,5,8,24
28,2010,32,R.I.,0,0,0,0,4,0,0,8,12,18,0,0,5,14,27
29,2010,32,Vt.,0,0,1,4,1,0,0,1,3,8,2,1,5,34,37
30,2010,32,MID. ATLANTIC,0,1,4,42,69,38,21,45,658,744,18,17,41,662,361
31,2010,32,N.J.,0,0,2,9,11,0,3,10,59,156,0,0,0,0,0
32,2010,32,N.Y. (Upstate),0,0,3,9,16,19,7,27,266,114,18,9,22,333,252
33,2010,32,N.Y. City,0,0,2,9,12,0,0,11,41,55,0,1,12,105,9
34,2010,32,Pa.,0,0,2,15,30,19,8,21,292,419,0,3,24,224,100
35,2010,32,E.N. CENTRAL,0,3,8,83,110,76,68,122,"2,314","1,953",8,2,19,149,150
36,2010,32,Ill.,0,0,4,16,26,0,11,24,359,453,6,1,9,79,55
37,2010,32,Ind.,0,0,3,20,24,0,9,25,308,219,0,0,1,0,24
