date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,17.536666666651403,16.99999999998633,16.999999999983594,17.97499999998366,16.999999999983594,17.999999999983597,16.999999999983594,17.999999999983597,15.999999999986331,17.99999999998633,15.999999999986331,18.999999999983597,15.999999999983597,18.999999999983597,14.999999999986331,19.824999999981358,14.999999999986331,19.999999999983597,14.999999999983597,19.999999999983597,13.999999999986331,19.99999999998633,13.999999999986331,20.999999999983594,13.999999999986331,20.999999999983594,12.99999999998722,20.99999999998633,12.999999999986331,21.999999999983597,11.999999999989065,22.62499999998189,11.999999999986331,23.99999999998086,10.999999999989065,23.99999999998086,10.999999999986331,24.99999999998086,9.4749999999905,27.99999999997813,7.999999999989065,29.262499999978118
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
