date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,21.756666670595802,21.500000003901125,21.000000004201212,22.000000004186205,21.000000004201212,22.00000000420121,21.000000003601038,22.00000000475637,20.000000003601038,23.000000004201212,20.000000003601038,23.000000004201212,20.000000003000864,23.000000004801386,19.000000003601038,24.000000004201212,19.000000003000864,24.000000004801386,18.000000003601038,25.000000004201212,18.000000003601038,25.000000004801386,18.000000003000867,26.000000004201212,17.00000000360104,26.000000004801386,17.000000003000867,27.000000004201212,16.000000003601038,27.000000004801382,16.000000003000864,28.000000004576318,15.900000002460711,29.000000004801386,15.000000003000865,29.00000000540156,14.000000002970856,31.000000004801386,12.000000003000867,32.00000000540156,11.000000002400691,33.26250000540155
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
