date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,17.536666666659062,16.999999999993193,16.99999999999183,17.97499999999186,16.99999999999183,17.99999999999183,16.99999999999183,17.99999999999183,15.999999999993191,17.99999999999319,15.999999999993191,18.99999999999183,15.999999999991829,18.99999999999183,14.999999999993191,19.824999999990723,14.999999999993191,19.99999999999183,14.99999999999183,19.99999999999183,13.999999999993191,19.999999999993193,13.999999999993191,20.99999999999183,13.999999999993191,20.99999999999183,12.999999999993634,20.99999999999319,12.999999999993191,21.99999999999183,11.999999999994552,22.62499999999098,11.99999999999319,23.999999999990465,10.999999999994552,23.999999999990465,10.999999999993191,24.999999999990468,9.474999999995267,27.999999999989104,7.999999999994553,29.262499999989092
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
