eval_horizon,mae,error,wis,type,frsct_date,method,eval_horizon_ensemble,forecast_date,score,type_ensemble
6m,22.32111110999266,0.08333333266721728,43.719308941095896,imd_incidence,2022-04-30,2_past_ens,6m,2007-10-31,wis,2_past_ens
1m,2.8399999999980636,-2.999999999998032,9.311463414632989,imd_incidence,2022-04-30,2_past_ens,1m,2007-11-30,wis,2_past_ens
2m,17.73999999999988,15.00000000000178,35.27945121951326,imd_incidence,2022-04-30,2_past_ens,1m,2007-11-30,wis,2_past_ens
3m,16.119999999999404,5.333333333335093,31.41782012195099,imd_incidence,2022-04-30,2_past_ens,1m,2007-11-30,wis,2_past_ens
4m,28.779999999999262,-12.749999999998375,55.677671493901684,imd_incidence,2022-04-30,2_past_ens,1m,2007-11-30,wis,2_past_ens
5m,23.872666666665914,-11.199999999998504,46.80303353658463,imd_incidence,2022-04-30,2_past_ens,1m,2007-11-30,wis,2_past_ens
6m,21.878333333332595,-11.499999999998591,42.696031504064216,imd_incidence,2022-04-30,2_past_ens,1m,2007-11-30,wis,2_past_ens
1m,2.839999999989253,-2.9999999999891216,9.31146341462776,imd_incidence,2022-04-30,2_past_ens,2m,2007-11-30,wis,2_past_ens
2m,17.739999999999323,15.000000000009859,35.27945121951814,imd_incidence,2022-04-30,2_past_ens,2m,2007-11-30,wis,2_past_ens
3m,16.11999999999669,5.33333333334308,31.41782012194992,imd_incidence,2022-04-30,2_past_ens,2m,2007-11-30,wis,2_past_ens
4m,28.779999999995916,-12.749999999990992,55.677671493898245,imd_incidence,2022-04-30,2_past_ens,2m,2007-11-30,wis,2_past_ens
5m,23.872666666662493,-11.199999999991705,46.80303353658122,imd_incidence,2022-04-30,2_past_ens,2m,2007-11-30,wis,2_past_ens
6m,21.878333333329238,-11.499999999992179,42.69603150406045,imd_incidence,2022-04-30,2_past_ens,2m,2007-11-30,wis,2_past_ens
1m,2.8399999998530987,-2.999999999851383,9.311463414546946,imd_incidence,2022-04-30,2_past_ens,3m,2007-11-30,wis,2_past_ens
2m,17.73999999999077,15.000000000134715,35.27945121959341,imd_incidence,2022-04-30,2_past_ens,3m,2007-11-30,wis,2_past_ens
3m,16.11999999995478,5.333333333466503,31.417820121933474,imd_incidence,2022-04-30,2_past_ens,3m,2007-11-30,wis,2_past_ens
4m,28.779999999944224,-12.749999999876888,55.677671493845075,imd_incidence,2022-04-30,2_past_ens,3m,2007-11-30,wis,2_past_ens
5m,23.872666666609682,-11.199999999886646,46.803033536528694,imd_incidence,2022-04-30,2_past_ens,3m,2007-11-30,wis,2_past_ens
6m,21.878333333277435,-11.499999999893163,42.6960315040024,imd_incidence,2022-04-30,2_past_ens,3m,2007-11-30,wis,2_past_ens
1m,5.966666666652536,5.0,12.321692073143966,imd_incidence,2022-04-30,2_past_ens,4m,2007-11-30,wis,2_past_ens
2m,25.044999999957025,24.499999999964665,47.75394054870029,imd_incidence,2022-04-30,2_past_ens,4m,2007-11-30,wis,2_past_ens
3m,17.793333333321872,14.999999999960735,36.10550304872385,imd_incidence,2022-04-30,2_past_ens,4m,2007-11-30,wis,2_past_ens
4m,27.825000000007645,-3.5000000000412292,54.51371189023772,imd_incidence,2022-04-30,2_past_ens,4m,2007-11-30,wis,2_past_ens
