,model_name,weigth,date_forecast,forecast_window
3,eakf_model3,0.6823858999072265,2010-05-31,4m
4,sarima,0.0,2010-05-31,4m
0,arima,0.0,2010-05-31,5m
1,eakf_model1,2.778241212083368e-09,2010-05-31,5m
2,eakf_model2,2.014350798846981e-130,2010-05-31,5m
3,eakf_model3,0.9999999972217588,2010-05-31,5m
4,sarima,0.0,2010-05-31,5m
0,arima,0.0,2010-05-31,6m
1,eakf_model1,1.626738829119494e-07,2010-05-31,6m
2,eakf_model2,5.14e-322,2010-05-31,6m
3,eakf_model3,0.999999837326117,2010-05-31,6m
4,sarima,0.0,2010-05-31,6m
0,arima,0.0,2010-06-30,1m
1,eakf_model1,0.99999999958113,2010-06-30,1m
2,eakf_model2,1.7828292372817702e-32,2010-06-30,1m
3,eakf_model3,4.18870039733301e-10,2010-06-30,1m
4,sarima,0.0,2010-06-30,1m
0,arima,0.0,2010-06-30,2m
1,eakf_model1,0.9999999986504636,2010-06-30,2m
2,eakf_model2,7.535716182995875e-72,2010-06-30,2m
3,eakf_model3,1.349536405503588e-09,2010-06-30,2m
4,sarima,0.0,2010-06-30,2m
0,arima,0.0,2010-06-30,3m
1,eakf_model1,0.9999999952656016,2010-06-30,3m
2,eakf_model2,1.7409174302389308e-141,2010-06-30,3m
3,eakf_model3,4.7343986066142885e-09,2010-06-30,3m
4,sarima,0.0,2010-06-30,3m
0,arima,0.0,2010-06-30,4m
1,eakf_model1,7.993567577600505e-06,2010-06-30,4m
2,eakf_model2,5.34e-322,2010-06-30,4m
3,eakf_model3,0.9999920064324224,2010-06-30,4m
4,sarima,0.0,2010-06-30,4m
0,arima,0.0,2010-06-30,5m
1,eakf_model1,1.810350255421225e-09,2010-06-30,5m
2,eakf_model2,1.9990370108140667e-108,2010-06-30,5m
3,eakf_model3,0.99999999818965,2010-06-30,5m
4,sarima,0.0,2010-06-30,5m
0,arima,0.0,2010-06-30,6m
1,eakf_model1,6.023398982008909e-08,2010-06-30,6m
2,eakf_model2,5.3e-322,2010-06-30,6m
3,eakf_model3,0.9999999397660104,2010-06-30,6m
4,sarima,0.0,2010-06-30,6m
0,arima,0.0,2010-07-31,1m
1,eakf_model1,0.9999999995881412,2010-07-31,1m
2,eakf_model2,2.0764191331356014e-32,2010-07-31,1m
3,eakf_model3,4.1185877593934934e-10,2010-07-31,1m
4,sarima,0.0,2010-07-31,1m
0,arima,0.0,2010-07-31,2m
1,eakf_model1,0.9999999983791428,2010-07-31,2m
2,eakf_model2,1.9080997917246457e-72,2010-07-31,2m
3,eakf_model3,1.6208571152669064e-09,2010-07-31,2m
4,sarima,0.0,2010-07-31,2m
0,arima,0.0,2010-07-31,3m
1,eakf_model1,0.9999999966824652,2010-07-31,3m
2,eakf_model2,2.4720899795023813e-119,2010-07-31,3m
3,eakf_model3,3.317534769974362e-09,2010-07-31,3m
4,sarima,0.0,2010-07-31,3m
0,arima,0.0,2010-07-31,4m
1,eakf_model1,0.7669372400868838,2010-07-31,4m
2,eakf_model2,5.8e-322,2010-07-31,4m
3,eakf_model3,0.2330627599131162,2010-07-31,4m
4,sarima,0.0,2010-07-31,4m
0,arima,0.0,2010-07-31,5m
1,eakf_model1,1.6593825198911755e-09,2010-07-31,5m
2,eakf_model2,3.3068669924987042e-105,2010-07-31,5m
3,eakf_model3,0.9999999983406176,2010-07-31,5m
4,sarima,0.0,2010-07-31,5m
0,arima,0.0,2010-07-31,6m
1,eakf_model1,7.642600280358334e-09,2010-07-31,6m
2,eakf_model2,1.0469173680890111e-185,2010-07-31,6m
3,eakf_model3,0.9999999923574,2010-07-31,6m
4,sarima,0.0,2010-07-31,6m
0,arima,0.0,2010-08-31,1m
1,eakf_model1,0.9999999994802394,2010-08-31,1m
2,eakf_model2,1.2576401361357255e-34,2010-08-31,1m
3,eakf_model3,5.197605925514845e-10,2010-08-31,1m
4,sarima,0.0,2010-08-31,1m
0,arima,0.0,2010-08-31,2m
1,eakf_model1,0.9999999987390864,2010-08-31,2m
2,eakf_model2,6.593557714038891e-65,2010-08-31,2m
3,eakf_model3,1.2609135073727915e-09,2010-08-31,2m
4,sarima,0.0,2010-08-31,2m
0,arima,0.0,2010-08-31,3m
1,eakf_model1,0.9999999964378524,2010-08-31,3m
2,eakf_model2,1.1815371232857752e-116,2010-08-31,3m
3,eakf_model3,3.5621475358260573e-09,2010-08-31,3m
4,sarima,0.0,2010-08-31,3m
0,arima,0.0,2010-08-31,4m
1,eakf_model1,0.9999990891812648,2010-08-31,4m
2,eakf_model2,5.93e-322,2010-08-31,4m
3,eakf_model3,9.108187350419914e-07,2010-08-31,4m
4,sarima,0.0,2010-08-31,4m
0,arima,0.0,2010-08-31,5m
1,eakf_model1,2.4787223507275742e-09,2010-08-31,5m
2,eakf_model2,1.4155710495097983e-119,2010-08-31,5m
3,eakf_model3,0.9999999975212776,2010-08-31,5m
4,sarima,0.0,2010-08-31,5m
0,arima,0.0,2010-08-31,6m
1,eakf_model1,5.957547136327637e-09,2010-08-31,6m
2,eakf_model2,3.6122171020219966e-168,2010-08-31,6m
3,eakf_model3,0.9999999940424528,2010-08-31,6m
4,sarima,0.0,2010-08-31,6m
0,arima,0.0,2010-09-30,1m
1,eakf_model1,0.99999999916222,2010-09-30,1m
2,eakf_model2,2.220521002865548e-41,2010-09-30,1m
3,eakf_model3,8.377796140801992e-10,2010-09-30,1m
4,sarima,0.0,2010-09-30,1m
0,arima,0.0,2010-09-30,2m
1,eakf_model1,0.9999999983330192,2010-09-30,2m
2,eakf_model2,2.1668445379601207e-71,2010-09-30,2m
3,eakf_model3,1.6669806405532086e-09,2010-09-30,2m
4,sarima,0.0,2010-09-30,2m
0,arima,0.0,2010-09-30,3m
1,eakf_model1,0.999999998138474,2010-09-30,3m
2,eakf_model2,2.806006101238912e-88,2010-09-30,3m
3,eakf_model3,1.861526063788946e-09,2010-09-30,3m
4,sarima,0.0,2010-09-30,3m
0,arima,0.0,2010-09-30,4m
1,eakf_model1,0.9999969575902165,2010-09-30,4m
2,eakf_model2,6.1e-322,2010-09-30,4m
3,eakf_model3,3.0424097834335613e-06,2010-09-30,4m
4,sarima,0.0,2010-09-30,4m
0,arima,0.0,2010-09-30,5m
1,eakf_model1,2.9425468403556822e-09,2010-09-30,5m
2,eakf_model2,6.149055731950492e-128,2010-09-30,5m
3,eakf_model3,0.9999999970574532,2010-09-30,5m
4,sarima,0.0,2010-09-30,5m
0,arima,0.0,2010-09-30,6m
1,eakf_model1,6.377027464765334e-09,2010-09-30,6m
2,eakf_model2,6.072086851334855e-167,2010-09-30,6m
3,eakf_model3,0.9999999936229724,2010-09-30,6m
4,sarima,0.0,2010-09-30,6m
0,arima,0.0,2010-10-31,1m
1,eakf_model1,0.9999999985584546,2010-10-31,1m
2,eakf_model2,4.1485583951041013e-51,2010-10-31,1m
3,eakf_model3,1.4415454700386144e-09,2010-10-31,1m
4,sarima,0.0,2010-10-31,1m
0,arima,0.0,2010-10-31,2m
1,eakf_model1,0.9999999970232948,2010-10-31,2m
2,eakf_model2,6.763867104176017e-89,2010-10-31,2m
3,eakf_model3,2.9767050637873532e-09,2010-10-31,2m
4,sarima,0.0,2010-10-31,2m
0,arima,0.0,2010-10-31,3m
1,eakf_model1,0.999999997068003,2010-10-31,3m
2,eakf_model2,2.107207407967527e-104,2010-10-31,3m
3,eakf_model3,2.931997002000292e-09,2010-10-31,3m
4,sarima,0.0,2010-10-31,3m
0,arima,0.0,2010-10-31,4m
1,eakf_model1,0.9999999604697214,2010-10-31,4m
2,eakf_model2,6.23e-322,2010-10-31,4m
3,eakf_model3,3.9530278577622663e-08,2010-10-31,4m
4,sarima,0.0,2010-10-31,4m
0,arima,0.0,2010-10-31,5m
1,eakf_model1,3.5669320183461422e-09,2010-10-31,5m
2,eakf_model2,1.0734389335899021e-132,2010-10-31,5m
3,eakf_model3,0.9999999964330678,2010-10-31,5m
4,sarima,0.0,2010-10-31,5m
0,arima,0.0,2010-10-31,6m
1,eakf_model1,1.5856382674336726e-08,2010-10-31,6m
2,eakf_model2,3.892117165369055e-239,2010-10-31,6m
3,eakf_model3,0.9999999841436172,2010-10-31,6m
4,sarima,0.0,2010-10-31,6m
0,arima,0.0,2010-11-30,1m
1,eakf_model1,0.9999999983597117,2010-11-30,1m
2,eakf_model2,2.014832827873588e-53,2010-11-30,1m
3,eakf_model3,1.6402880348004422e-09,2010-11-30,1m
4,sarima,0.0,2010-11-30,1m
0,arima,0.0,2010-11-30,2m
1,eakf_model1,0.9999999933169076,2010-11-30,2m
2,eakf_model2,5.652047659652754e-123,2010-11-30,2m
3,eakf_model3,6.6830922985768554e-09,2010-11-30,2m
4,sarima,0.0,2010-11-30,2m
0,arima,0.0,2010-11-30,3m
1,eakf_model1,0.9999999954596503,2010-11-30,3m
2,eakf_model2,1.4080672676942956e-122,2010-11-30,3m
3,eakf_model3,4.540349262493745e-09,2010-11-30,3m
4,sarima,0.0,2010-11-30,3m
0,arima,0.0,2010-11-30,4m
1,eakf_model1,0.999999781552614,2010-11-30,4m
2,eakf_model2,8.15e-322,2010-11-30,4m
3,eakf_model3,2.1844738600560815e-07,2010-11-30,4m
4,sarima,0.0,2010-11-30,4m
0,arima,0.0,2010-11-30,5m
1,eakf_model1,6.258319883356689e-09,2010-11-30,5m
2,eakf_model2,6.996165154286055e-166,2010-11-30,5m
3,eakf_model3,0.9999999937416802,2010-11-30,5m
4,sarima,0.0,2010-11-30,5m
0,arima,0.0,2010-11-30,6m
1,eakf_model1,2.987189975094884e-08,2010-11-30,6m
2,eakf_model2,6.089274453332662e-299,2010-11-30,6m
3,eakf_model3,0.9999999701281002,2010-11-30,6m
4,sarima,0.0,2010-11-30,6m
0,arima,0.0,2010-12-31,1m
1,eakf_model1,0.9999999981724796,2010-12-31,1m
2,eakf_model2,1.2957236287227992e-51,2010-12-31,1m
3,eakf_model3,1.8275204655036755e-09,2010-12-31,1m
4,sarima,0.0,2010-12-31,1m
0,arima,0.0,2010-12-31,2m
1,eakf_model1,0.999999995713608,2010-12-31,2m
2,eakf_model2,1.4962831242673367e-98,2010-12-31,2m
3,eakf_model3,4.2863914552826824e-09,2010-12-31,2m
4,sarima,0.0,2010-12-31,2m
0,arima,0.0,2010-12-31,3m
1,eakf_model1,0.9999999968439468,2010-12-31,3m
2,eakf_model2,2.4037497280778364e-103,2010-12-31,3m
3,eakf_model3,3.1560530246975627e-09,2010-12-31,3m
4,sarima,0.0,2010-12-31,3m
0,arima,0.0,2010-12-31,4m
1,eakf_model1,0.999998395103663,2010-12-31,4m
2,eakf_model2,8.3e-322,2010-12-31,4m
3,eakf_model3,1.6048963367256308e-06,2010-12-31,4m
4,sarima,0.0,2010-12-31,4m
0,arima,0.0,2010-12-31,5m
1,eakf_model1,3.5413815418247884e-09,2010-12-31,5m
2,eakf_model2,6.84849222392875e-130,2010-12-31,5m
3,eakf_model3,0.9999999964586184,2010-12-31,5m
4,sarima,0.0,2010-12-31,5m
0,arima,0.0,2010-12-31,6m
1,eakf_model1,4.3223282498601583e-08,2010-12-31,6m
2,eakf_model2,6.2e-322,2010-12-31,6m
3,eakf_model3,0.9999999567767176,2010-12-31,6m
4,sarima,0.0,2010-12-31,6m
0,arima,0.0,2011-01-31,1m
1,eakf_model1,0.9999999974915698,2011-01-31,1m
2,eakf_model2,4.480728535731621e-62,2011-01-31,1m
3,eakf_model3,2.508430182024422e-09,2011-01-31,1m
4,sarima,0.0,2011-01-31,1m
0,arima,0.0,2011-01-31,2m
1,eakf_model1,0.9999999852789692,2011-01-31,2m
2,eakf_model2,5.2176415450798194e-166,2011-01-31,2m
3,eakf_model3,1.4721030748694531e-08,2011-01-31,2m
4,sarima,0.0,2011-01-31,2m
0,arima,0.0,2011-01-31,3m
1,eakf_model1,0.9999999957397908,2011-01-31,3m
2,eakf_model2,2.0632341430359636e-116,2011-01-31,3m
3,eakf_model3,4.260208967908534e-09,2011-01-31,3m
4,sarima,0.0,2011-01-31,3m
0,arima,0.0,2011-01-31,4m
1,eakf_model1,0.9511510246770464,2011-01-31,4m
2,eakf_model2,8.55e-322,2011-01-31,4m
3,eakf_model3,0.0488489753229535,2011-01-31,4m
4,sarima,0.0,2011-01-31,4m
0,arima,0.0,2011-01-31,5m
1,eakf_model1,3.5216285019503354e-09,2011-01-31,5m
2,eakf_model2,7.216596864832028e-126,2011-01-31,5m
3,eakf_model3,0.9999999964783712,2011-01-31,5m
4,sarima,0.0,2011-01-31,5m
0,arima,0.0,2011-01-31,6m
1,eakf_model1,1.2213902779203528e-07,2011-01-31,6m
2,eakf_model2,6.3e-322,2011-01-31,6m
3,eakf_model3,0.999999877860972,2011-01-31,6m
4,sarima,0.0,2011-01-31,6m
0,arima,0.0,2011-02-28,1m
1,eakf_model1,0.9999999986616492,2011-02-28,1m
2,eakf_model2,8.694637466882305e-58,2011-02-28,1m
3,eakf_model3,1.338350681527506e-09,2011-02-28,1m
4,sarima,0.0,2011-02-28,1m
0,arima,0.0,2011-02-28,2m
1,eakf_model1,0.9999985095046152,2011-02-28,2m
2,eakf_model2,7.26e-322,2011-02-28,2m
3,eakf_model3,1.4904953846919632e-06,2011-02-28,2m
4,sarima,0.0,2011-02-28,2m
0,arima,0.0,2011-02-28,3m
1,eakf_model1,0.999999914440409,2011-02-28,3m
2,eakf_model2,6.87e-322,2011-02-28,3m
3,eakf_model3,8.555959100624834e-08,2011-02-28,3m
4,sarima,0.0,2011-02-28,3m
0,arima,0.0,2011-02-28,4m
1,eakf_model1,0.2868647662121688,2011-02-28,4m
2,eakf_model2,8.94e-322,2011-02-28,4m
3,eakf_model3,0.713135233787831,2011-02-28,4m
4,sarima,0.0,2011-02-28,4m
0,arima,0.0,2011-02-28,5m
1,eakf_model1,2.9084180384019947e-09,2011-02-28,5m
2,eakf_model2,1.8257601759848278e-112,2011-02-28,5m
3,eakf_model3,0.999999997091582,2011-02-28,5m
4,sarima,0.0,2011-02-28,5m
0,arima,0.0,2011-02-28,6m
1,eakf_model1,9.628566605529592e-06,2011-02-28,6m
2,eakf_model2,6.47e-322,2011-02-28,6m
3,eakf_model3,0.9999903714333942,2011-02-28,6m
4,sarima,0.0,2011-02-28,6m
0,arima,0.0,2011-03-31,1m
1,eakf_model1,0.9999999982919004,2011-03-31,1m
2,eakf_model2,1.3117514230310488e-60,2011-03-31,1m
3,eakf_model3,1.7080995719461776e-09,2011-03-31,1m
4,sarima,0.0,2011-03-31,1m
0,arima,0.0,2011-03-31,2m
1,eakf_model1,0.9999999290982424,2011-03-31,2m
2,eakf_model2,7.4e-322,2011-03-31,2m
3,eakf_model3,7.090175748688572e-08,2011-03-31,2m
4,sarima,0.0,2011-03-31,2m
0,arima,0.0,2011-03-31,3m
1,eakf_model1,0.999992366885353,2011-03-31,3m
2,eakf_model2,7.16e-322,2011-03-31,3m
3,eakf_model3,7.633114646966347e-06,2011-03-31,3m
4,sarima,0.0,2011-03-31,3m
0,arima,0.0,2011-03-31,4m
1,eakf_model1,4.193646163772858e-08,2011-03-31,4m
2,eakf_model2,3.571383e-318,2011-03-31,4m
3,eakf_model3,0.9999999580635384,2011-03-31,4m
4,sarima,0.0,2011-03-31,4m
0,arima,0.0,2011-03-31,5m
1,eakf_model1,2.173483411361898e-09,2011-03-31,5m
2,eakf_model2,2.922573444368932e-98,2011-03-31,5m
3,eakf_model3,0.9999999978265162,2011-03-31,5m
4,sarima,0.0,2011-03-31,5m
0,arima,0.0,2011-03-31,6m
1,eakf_model1,2.1110079052908755e-07,2011-03-31,6m
2,eakf_model2,6.6e-322,2011-03-31,6m
3,eakf_model3,0.9999997888992096,2011-03-31,6m
4,sarima,0.0,2011-03-31,6m
0,arima,0.0,2011-04-30,1m
1,eakf_model1,0.9999999990644964,2011-04-30,1m
2,eakf_model2,1.4963969250074772e-51,2011-04-30,1m
3,eakf_model3,9.355033095282926e-10,2011-04-30,1m
4,sarima,0.0,2011-04-30,1m
0,arima,0.0,2011-04-30,2m
1,eakf_model1,0.7623143565274849,2011-04-30,2m
2,eakf_model2,2.0845630101698102e-274,2011-04-30,2m
3,eakf_model3,0.2376856434725149,2011-04-30,2m
4,sarima,0.0,2011-04-30,2m
0,arima,0.0,2011-04-30,3m
1,eakf_model1,0.9999997701807616,2011-04-30,3m
2,eakf_model2,7.1e-322,2011-04-30,3m
3,eakf_model3,2.298192382286257e-07,2011-04-30,3m
4,sarima,0.0,2011-04-30,3m
0,arima,0.0,2011-04-30,4m
1,eakf_model1,9.457507244966894e-09,2011-04-30,4m
2,eakf_model2,9.508565081694835e-176,2011-04-30,4m
3,eakf_model3,0.9999999905424928,2011-04-30,4m
4,sarima,0.0,2011-04-30,4m
0,arima,0.0,2011-04-30,5m
1,eakf_model1,1.2999319397601518e-09,2011-04-30,5m
2,eakf_model2,9.303168451034231e-79,2011-04-30,5m
3,eakf_model3,0.9999999987000682,2011-04-30,5m
4,sarima,0.0,2011-04-30,5m
0,arima,0.0,2011-04-30,6m
1,eakf_model1,1.6827717865028993e-07,2011-04-30,6m
2,eakf_model2,6.77e-322,2011-04-30,6m
3,eakf_model3,0.9999998317228208,2011-04-30,6m
4,sarima,0.0,2011-04-30,6m
0,arima,0.0,2011-05-31,1m
1,eakf_model1,0.9999999991184908,2011-05-31,1m
2,eakf_model2,2.4906258849021022e-51,2011-05-31,1m
3,eakf_model3,8.815094708816111e-10,2011-05-31,1m
4,sarima,0.0,2011-05-31,1m
0,arima,0.0,2011-05-31,2m
1,eakf_model1,0.9999996730687414,2011-05-31,2m
2,eakf_model2,7.7e-322,2011-05-31,2m
3,eakf_model3,3.269312583452256e-07,2011-05-31,2m
4,sarima,0.0,2011-05-31,2m
0,arima,0.0,2011-05-31,3m
1,eakf_model1,0.7139752121108566,2011-05-31,3m
2,eakf_model2,7.2e-322,2011-05-31,3m
3,eakf_model3,0.2860247878891434,2011-05-31,3m
4,sarima,0.0,2011-05-31,3m
0,arima,0.0,2011-05-31,4m
1,eakf_model1,1.5576410244895762e-08,2011-05-31,4m
2,eakf_model2,2.744281909185966e-230,2011-05-31,4m
3,eakf_model3,0.9999999844235896,2011-05-31,4m
4,sarima,0.0,2011-05-31,4m
0,arima,0.0,2011-05-31,5m
1,eakf_model1,9.718252305977484e-10,2011-05-31,5m
2,eakf_model2,3.520464630826345e-71,2011-05-31,5m
3,eakf_model3,0.9999999990281748,2011-05-31,5m
4,sarima,0.0,2011-05-31,5m
0,arima,0.0,2011-05-31,6m
1,eakf_model1,1.8462376604689652e-08,2011-05-31,6m
2,eakf_model2,4.829658717835985e-211,2011-05-31,6m
3,eakf_model3,0.9999999815376234,2011-05-31,6m
4,sarima,0.0,2011-05-31,6m
0,arima,0.0,2011-06-30,1m
1,eakf_model1,0.999999998769576,2011-06-30,1m
2,eakf_model2,1.6485806779710446e-57,2011-06-30,1m
3,eakf_model3,1.2304239795410795e-09,2011-06-30,1m
4,sarima,0.0,2011-06-30,1m
0,arima,0.0,2011-06-30,2m
1,eakf_model1,0.9999981354180392,2011-06-30,2m
2,eakf_model2,7.86e-322,2011-06-30,2m
3,eakf_model3,1.864581960595421e-06,2011-06-30,2m
4,sarima,0.0,2011-06-30,2m
0,arima,0.0,2011-06-30,3m
1,eakf_model1,0.9999996122637238,2011-06-30,3m
2,eakf_model2,7.5e-322,2011-06-30,3m
3,eakf_model3,3.8773627574590636e-07,2011-06-30,3m
4,sarima,0.0,2011-06-30,3m
0,arima,0.0,2011-06-30,4m
1,eakf_model1,8.974051927853613e-09,2011-06-30,4m
2,eakf_model2,2.5442865797847608e-183,2011-06-30,4m
3,eakf_model3,0.999999991025948,2011-06-30,4m
4,sarima,0.0,2011-06-30,4m
0,arima,0.0,2011-06-30,5m
1,eakf_model1,1.093442262717888e-09,2011-06-30,5m
2,eakf_model2,7.201566189343815e-78,2011-06-30,5m
3,eakf_model3,0.9999999989065578,2011-06-30,5m
4,sarima,0.0,2011-06-30,5m
0,arima,0.0,2011-06-30,6m
1,eakf_model1,7.744844470495711e-09,2011-06-30,6m
2,eakf_model2,5.418570379573666e-150,2011-06-30,6m
3,eakf_model3,0.9999999922551556,2011-06-30,6m
4,sarima,0.0,2011-06-30,6m
0,arima,0.0,2011-07-31,1m
1,eakf_model1,0.9999999985191697,2011-07-31,1m
2,eakf_model2,4.322263840120413e-61,2011-07-31,1m
3,eakf_model3,1.4808302211694362e-09,2011-07-31,1m
4,sarima,0.0,2011-07-31,1m
0,arima,0.0,2011-07-31,2m
1,eakf_model1,0.7400884280305773,2011-07-31,2m
2,eakf_model2,7.6490735964751e-269,2011-07-31,2m
3,eakf_model3,0.2599115719694229,2011-07-31,2m
4,sarima,0.0,2011-07-31,2m
0,arima,0.0,2011-07-31,3m
1,eakf_model1,0.9999935306387724,2011-07-31,3m
2,eakf_model2,7.56e-322,2011-07-31,3m
3,eakf_model3,6.469361227409873e-06,2011-07-31,3m
4,sarima,0.0,2011-07-31,3m
0,arima,0.0,2011-07-31,4m
1,eakf_model1,2.0752900822594252e-08,2011-07-31,4m
2,eakf_model2,9.74888751433061e-265,2011-07-31,4m
3,eakf_model3,0.999999979247099,2011-07-31,4m
4,sarima,0.0,2011-07-31,4m
0,arima,0.0,2011-07-31,5m
1,eakf_model1,9.587354836786631e-10,2011-07-31,5m
2,eakf_model2,7.654682555072085e-74,2011-07-31,5m
3,eakf_model3,0.9999999990412646,2011-07-31,5m
4,sarima,0.0,2011-07-31,5m
0,arima,0.0,2011-07-31,6m
1,eakf_model1,1.2293897534070494e-08,2011-07-31,6m
2,eakf_model2,2.801291913672469e-189,2011-07-31,6m
3,eakf_model3,0.9999999877061024,2011-07-31,6m
4,sarima,0.0,2011-07-31,6m
0,arima,0.0,2011-08-31,1m
1,eakf_model1,0.999999997494294,2011-08-31,1m
2,eakf_model2,4.938938461706101e-74,2011-08-31,1m
3,eakf_model3,2.505706202683312e-09,2011-08-31,1m
4,sarima,0.0,2011-08-31,1m
0,arima,0.0,2011-08-31,2m
1,eakf_model1,0.7902795710493286,2011-08-31,2m
2,eakf_model2,3.5463556193310543e-307,2011-08-31,2m
3,eakf_model3,0.2097204289506713,2011-08-31,2m
4,sarima,0.0,2011-08-31,2m
0,arima,0.0,2011-08-31,3m
1,eakf_model1,0.7254760271816186,2011-08-31,3m
2,eakf_model2,7.66e-322,2011-08-31,3m
3,eakf_model3,0.2745239728183814,2011-08-31,3m
4,sarima,0.0,2011-08-31,3m
0,arima,0.0,2011-08-31,4m
1,eakf_model1,1.6999790752316538e-08,2011-08-31,4m
2,eakf_model2,2.9753492754715333e-240,2011-08-31,4m
3,eakf_model3,0.9999999830002092,2011-08-31,4m
4,sarima,0.0,2011-08-31,4m
0,arima,0.0,2011-08-31,5m
1,eakf_model1,1.078169174435207e-09,2011-08-31,5m
2,eakf_model2,8.513711475523712e-78,2011-08-31,5m
3,eakf_model3,0.9999999989218306,2011-08-31,5m
4,sarima,0.0,2011-08-31,5m
0,arima,0.0,2011-08-31,6m
1,eakf_model1,5.45842405285004e-09,2011-08-31,6m
2,eakf_model2,5.864264841126971e-135,2011-08-31,6m
3,eakf_model3,0.9999999945415758,2011-08-31,6m
4,sarima,0.0,2011-08-31,6m
0,arima,0.0,2011-09-30,1m
1,eakf_model1,0.9999999972925816,2011-09-30,1m
2,eakf_model2,1.9163904472167623e-78,2011-09-30,1m
3,eakf_model3,2.707418479194269e-09,2011-09-30,1m
4,sarima,0.0,2011-09-30,1m
0,arima,0.0,2011-09-30,2m
1,eakf_model1,0.6093304482537619,2011-09-30,2m
2,eakf_model2,1.299435175247761e-201,2011-09-30,2m
3,eakf_model3,0.3906695517462381,2011-09-30,2m
4,sarima,0.0,2011-09-30,2m
0,arima,0.0,2011-09-30,3m
1,eakf_model1,0.9643597356535524,2011-09-30,3m
2,eakf_model2,7.8e-322,2011-09-30,3m
3,eakf_model3,0.0356402643464474,2011-09-30,3m
4,sarima,0.0,2011-09-30,3m
0,arima,0.0,2011-09-30,4m
1,eakf_model1,9.483167354734889e-09,2011-09-30,4m
2,eakf_model2,2.148577798274399e-186,2011-09-30,4m
3,eakf_model3,0.9999999905168326,2011-09-30,4m
4,sarima,0.0,2011-09-30,4m
0,arima,0.0,2011-09-30,5m
1,eakf_model1,9.632965245324882e-10,2011-09-30,5m
2,eakf_model2,9.124321868231425e-74,2011-09-30,5m
3,eakf_model3,0.9999999990367036,2011-09-30,5m
4,sarima,0.0,2011-09-30,5m
0,arima,0.0,2011-09-30,6m
1,eakf_model1,4.26671502181603e-09,2011-09-30,6m
2,eakf_model2,8.093255921639184e-124,2011-09-30,6m
3,eakf_model3,0.9999999957332848,2011-09-30,6m
4,sarima,0.0,2011-09-30,6m
0,arima,0.0,2011-10-31,1m
1,eakf_model1,0.9999999969919872,2011-10-31,1m
2,eakf_model2,2.9795671055092343e-81,2011-10-31,1m
3,eakf_model3,3.008012472642828e-09,2011-10-31,1m
4,sarima,0.0,2011-10-31,1m
0,arima,0.0,2011-10-31,2m
1,eakf_model1,0.9015034514681204,2011-10-31,2m
2,eakf_model2,8.45e-322,2011-10-31,2m
3,eakf_model3,0.0984965485318796,2011-10-31,2m
4,sarima,0.0,2011-10-31,2m
0,arima,0.0,2011-10-31,3m
1,eakf_model1,0.8423895162912887,2011-10-31,3m
2,eakf_model2,7.95e-322,2011-10-31,3m
3,eakf_model3,0.1576104837087114,2011-10-31,3m
4,sarima,0.0,2011-10-31,3m
0,arima,0.0,2011-10-31,4m
1,eakf_model1,2.0039067084183663e-08,2011-10-31,4m
2,eakf_model2,1.8162073887617783e-253,2011-10-31,4m
3,eakf_model3,0.9999999799609328,2011-10-31,4m
4,sarima,0.0,2011-10-31,4m
0,arima,0.0,2011-10-31,5m
1,eakf_model1,7.718195699846371e-10,2011-10-31,5m
2,eakf_model2,8.061172583062651e-68,2011-10-31,5m
3,eakf_model3,0.9999999992281806,2011-10-31,5m
4,sarima,0.0,2011-10-31,5m
0,arima,0.0,2011-10-31,6m
1,eakf_model1,2.7550390246240027e-09,2011-10-31,6m
2,eakf_model2,9.196484290997424e-104,2011-10-31,6m
3,eakf_model3,0.9999999972449608,2011-10-31,6m
4,sarima,0.0,2011-10-31,6m
0,arima,0.0,2011-11-30,1m
1,eakf_model1,0.9999999962360732,2011-11-30,1m
2,eakf_model2,3.2602010696360946e-91,2011-11-30,1m
3,eakf_model3,3.763927093170544e-09,2011-11-30,1m
4,sarima,0.0,2011-11-30,1m
0,arima,0.0,2011-11-30,2m
1,eakf_model1,0.8237388007512692,2011-11-30,2m
2,eakf_model2,8.6e-322,2011-11-30,2m
3,eakf_model3,0.1762611992487305,2011-11-30,2m
4,sarima,0.0,2011-11-30,2m
0,arima,0.0,2011-11-30,3m
1,eakf_model1,0.9999999075181688,2011-11-30,3m
2,eakf_model2,8.1e-322,2011-11-30,3m
3,eakf_model3,9.248183108470163e-08,2011-11-30,3m
4,sarima,0.0,2011-11-30,3m
0,arima,0.0,2011-11-30,4m
1,eakf_model1,1.7657008156285533e-08,2011-11-30,4m
2,eakf_model2,7.772458982565609e-241,2011-11-30,4m
3,eakf_model3,0.999999982342992,2011-11-30,4m
4,sarima,0.0,2011-11-30,4m
0,arima,0.0,2011-11-30,5m
1,eakf_model1,8.937309370058471e-10,2011-11-30,5m
2,eakf_model2,4.028587719659742e-72,2011-11-30,5m
3,eakf_model3,0.9999999991062688,2011-11-30,5m
4,sarima,0.0,2011-11-30,5m
0,arima,0.0,2011-11-30,6m
1,eakf_model1,1.5353911465470083e-09,2011-11-30,6m
2,eakf_model2,1.733835188106367e-83,2011-11-30,6m
3,eakf_model3,0.9999999984646089,2011-11-30,6m
4,sarima,0.0,2011-11-30,6m
0,arima,0.0,2011-12-31,1m
1,eakf_model1,0.9999999969487776,2011-12-31,1m
