,model_name,weigth,date_forecast,forecast_window,past_months
3,eakf_model3,2.4350786515727645e-25,2010-09-30,4m,2
0,arima,0.0,2010-09-30,5m,2
1,eakf_model1,0.9999999996485472,2010-09-30,5m,2
2,eakf_model2,3.8655066266049495e-12,2010-09-30,5m,2
3,eakf_model3,3.4758743852321016e-10,2010-09-30,5m,2
0,arima,0.0,2010-09-30,6m,2
1,eakf_model1,3.726156244014177e-11,2010-09-30,6m,2
2,eakf_model2,2.8430048303408215e-11,2010-09-30,6m,2
3,eakf_model3,0.9999999999343084,2010-09-30,6m,2
0,arima,0.0,2010-10-31,1m,2
1,eakf_model1,4.6652395948490005e-11,2010-10-31,1m,2
2,eakf_model2,8.687086684131565e-28,2010-10-31,1m,2
3,eakf_model3,0.9999999999533477,2010-10-31,1m,2
0,arima,0.0,2010-10-31,2m,2
1,eakf_model1,1.0624483095722352e-09,2010-10-31,2m,2
2,eakf_model2,2.032965689892298e-64,2010-10-31,2m,2
3,eakf_model3,0.9999999989375516,2010-10-31,2m,2
0,arima,0.0,2010-10-31,3m,2
1,eakf_model1,0.9999999994620248,2010-10-31,3m,2
2,eakf_model2,1.2616060508656082e-10,2010-10-31,3m,2
3,eakf_model3,4.118145701139842e-10,2010-10-31,3m,2
0,arima,0.0,2010-10-31,4m,2
1,eakf_model1,9.80303338099881e-08,2010-10-31,4m,2
2,eakf_model2,0.999999901969666,2010-10-31,4m,2
3,eakf_model3,1.53e-322,2010-10-31,4m,2
0,arima,0.0,2010-10-31,5m,2
1,eakf_model1,0.9999999999694988,2010-10-31,5m,2
2,eakf_model2,2.943811138907908e-11,2010-10-31,5m,2
3,eakf_model3,1.0630399331350562e-12,2010-10-31,5m,2
0,arima,0.0,2010-10-31,6m,2
1,eakf_model1,0.9999999237113688,2010-10-31,6m,2
2,eakf_model2,7.628863114691977e-08,2010-10-31,6m,2
3,eakf_model3,3.506712738689417e-84,2010-10-31,6m,2
0,arima,0.0,2010-11-30,1m,2
1,eakf_model1,0.999999999950696,2010-11-30,1m,2
2,eakf_model2,1.4720386360686017e-27,2010-11-30,1m,2
3,eakf_model3,4.930381182622245e-11,2010-11-30,1m,2
0,arima,0.0,2010-11-30,2m,2
1,eakf_model1,4.645555090499272e-12,2010-11-30,2m,2
2,eakf_model2,1.397882123041179e-10,2010-11-30,2m,2
3,eakf_model3,0.9999999998555662,2010-11-30,2m,2
0,arima,0.0,2010-11-30,3m,2
1,eakf_model1,2.0425700058917185e-103,2010-11-30,3m,2
2,eakf_model2,1.0461161106814657e-07,2010-11-30,3m,2
3,eakf_model3,0.9999998953883888,2010-11-30,3m,2
0,arima,0.0,2010-11-30,4m,2
1,eakf_model1,6.114139934741629e-12,2010-11-30,4m,2
2,eakf_model2,0.9999999995843114,2010-11-30,4m,2
3,eakf_model3,4.0957460184868005e-10,2010-11-30,4m,2
0,arima,0.0,2010-11-30,5m,2
1,eakf_model1,3.6462572706144718e-09,2010-11-30,5m,2
2,eakf_model2,0.9999999963537428,2010-11-30,5m,2
3,eakf_model3,1.4797597471082511e-80,2010-11-30,5m,2
0,arima,0.0,2010-11-30,6m,2
1,eakf_model1,0.999999999937072,2010-11-30,6m,2
2,eakf_model2,6.292804521647354e-11,2010-11-30,6m,2
3,eakf_model3,1.4149453198456785e-23,2010-11-30,6m,2
0,arima,0.0,2010-12-31,1m,2
1,eakf_model1,1.440263653763754e-26,2010-12-31,1m,2
2,eakf_model2,2.9150578623434106e-11,2010-12-31,1m,2
3,eakf_model3,0.9999999999708494,2010-12-31,1m,2
0,arima,0.0,2010-12-31,2m,2
1,eakf_model1,0.9999999492074718,2010-12-31,2m,2
2,eakf_model2,4.360010205917689e-51,2010-12-31,2m,2
3,eakf_model3,5.0792528100811776e-08,2010-12-31,2m,2
0,arima,0.0,2010-12-31,3m,2
1,eakf_model1,0.9999999992326968,2010-12-31,3m,2
2,eakf_model2,6.191296722618737e-10,2010-12-31,3m,2
3,eakf_model3,1.4817370155358432e-10,2010-12-31,3m,2
0,arima,0.0,2010-12-31,4m,2
1,eakf_model1,4.4944277095235246e-10,2010-12-31,4m,2
2,eakf_model2,6.62512354224697e-27,2010-12-31,4m,2
3,eakf_model3,0.9999999995505572,2010-12-31,4m,2
0,arima,0.0,2010-12-31,5m,2
1,eakf_model1,6.764889158393045e-10,2010-12-31,5m,2
2,eakf_model2,3.196905423215063e-50,2010-12-31,5m,2
3,eakf_model3,0.9999999993235112,2010-12-31,5m,2
0,arima,0.0,2010-12-31,6m,2
1,eakf_model1,0.9999999990547525,2010-12-31,6m,2
2,eakf_model2,3.558124120448789e-31,2010-12-31,6m,2
3,eakf_model3,9.452476107838696e-10,2010-12-31,6m,2
0,arima,1.6843439476108603e-121,2011-01-31,1m,2
1,eakf_model1,9.252001404927776e-12,2011-01-31,1m,2
2,eakf_model2,1.2678449934582812e-19,2011-01-31,1m,2
3,eakf_model3,0.999999999990748,2011-01-31,1m,2
0,arima,0.0,2011-01-31,2m,2
1,eakf_model1,0.9999999875459776,2011-01-31,2m,2
2,eakf_model2,2.2588302915509306e-217,2011-01-31,2m,2
3,eakf_model3,1.245402238101194e-08,2011-01-31,2m,2
0,arima,0.0,2011-01-31,3m,2
1,eakf_model1,4.010967612112669e-10,2011-01-31,3m,2
2,eakf_model2,1.0266250412107567e-34,2011-01-31,3m,2
3,eakf_model3,0.9999999995989032,2011-01-31,3m,2
0,arima,0.0,2011-01-31,4m,2
1,eakf_model1,2.127934327855956e-10,2011-01-31,4m,2
2,eakf_model2,1.9342411527552236e-14,2011-01-31,4m,2
3,eakf_model3,0.9999999997871872,2011-01-31,4m,2
0,arima,0.0,2011-01-31,5m,2
1,eakf_model1,0.999999989126071,2011-01-31,5m,2
2,eakf_model2,1.6095302824875616e-76,2011-01-31,5m,2
3,eakf_model3,1.0873928946702342e-08,2011-01-31,5m,2
0,arima,0.0,2011-01-31,6m,2
1,eakf_model1,0.9999999990006944,2011-01-31,6m,2
2,eakf_model2,5.49864299888155e-18,2011-01-31,6m,2
3,eakf_model3,9.993056197774124e-10,2011-01-31,6m,2
0,arima,1.8533793812966544e-76,2011-02-28,1m,2
1,eakf_model1,0.99999999998268,2011-02-28,1m,2
2,eakf_model2,7.840140515260133e-58,2011-02-28,1m,2
3,eakf_model3,1.732015203142352e-11,2011-02-28,1m,2
0,arima,1e-323,2011-02-28,2m,2
1,eakf_model1,2.800218816409785e-09,2011-02-28,2m,2
2,eakf_model2,2e-323,2011-02-28,2m,2
3,eakf_model3,0.9999999971997812,2011-02-28,2m,2
0,arima,0.0,2011-02-28,3m,2
1,eakf_model1,1.988273868497581e-09,2011-02-28,3m,2
2,eakf_model2,8.986928684853435e-154,2011-02-28,3m,2
3,eakf_model3,0.9999999980117262,2011-02-28,3m,2
0,arima,0.0,2011-02-28,4m,2
1,eakf_model1,1.4460316729690872e-22,2011-02-28,4m,2
2,eakf_model2,2.5445476645797155e-10,2011-02-28,4m,2
3,eakf_model3,0.9999999997455452,2011-02-28,4m,2
0,arima,1.0545604602851188e-231,2011-02-28,5m,2
1,eakf_model1,1.2539059857372875e-11,2011-02-28,5m,2
2,eakf_model2,0.9999999999854324,2011-02-28,5m,2
3,eakf_model3,2.028418406995932e-12,2011-02-28,5m,2
0,arima,0.0,2011-02-28,6m,2
1,eakf_model1,2.9592934549731154e-11,2011-02-28,6m,2
2,eakf_model2,0.9999999999704072,2011-02-28,6m,2
3,eakf_model3,4.5944680404687674e-30,2011-02-28,6m,2
0,arima,5.0099764443182416e-166,2011-03-31,1m,2
1,eakf_model1,0.9999999999925908,2011-03-31,1m,2
2,eakf_model2,5.327706786928369e-15,2011-03-31,1m,2
3,eakf_model3,7.403906362238329e-12,2011-03-31,1m,2
0,arima,3.291392727544748e-289,2011-03-31,2m,2
1,eakf_model1,0.9999999999234568,2011-03-31,2m,2
2,eakf_model2,2.276162795804344e-88,2011-03-31,2m,2
3,eakf_model3,7.654332725562169e-11,2011-03-31,2m,2
0,arima,1.1829144891809474e-282,2011-03-31,3m,2
1,eakf_model1,0.9999999999262498,2011-03-31,3m,2
2,eakf_model2,2.5123439709141128e-67,2011-03-31,3m,2
3,eakf_model3,7.375021673022513e-11,2011-03-31,3m,2
0,arima,0.0,2011-03-31,4m,2
1,eakf_model1,1.8591322418112322e-10,2011-03-31,4m,2
2,eakf_model2,8.244370038712743e-39,2011-03-31,4m,2
3,eakf_model3,0.9999999998140868,2011-03-31,4m,2
0,arima,0.0,2011-03-31,5m,2
1,eakf_model1,1.9683093261541537e-59,2011-03-31,5m,2
2,eakf_model2,0.9999999978971216,2011-03-31,5m,2
3,eakf_model3,2.1028784362987503e-09,2011-03-31,5m,2
0,arima,4.653992430081528e-272,2011-03-31,6m,2
1,eakf_model1,1.982360634367337e-11,2011-03-31,6m,2
2,eakf_model2,0.9999999999801764,2011-03-31,6m,2
3,eakf_model3,3.4331227432194115e-19,2011-03-31,6m,2
0,arima,2.2886332736674317e-127,2011-04-30,1m,2
1,eakf_model1,0.9999999999921588,2011-04-30,1m,2
2,eakf_model2,6.3696335689494485e-18,2011-04-30,1m,2
3,eakf_model3,7.841196068731495e-12,2011-04-30,1m,2
0,arima,0.0,2011-04-30,2m,2
1,eakf_model1,4.599986142010945e-07,2011-04-30,2m,2
2,eakf_model2,2e-323,2011-04-30,2m,2
3,eakf_model3,0.9999995400013858,2011-04-30,2m,2
0,arima,1e-323,2011-04-30,3m,2
1,eakf_model1,0.99999999673113,2011-04-30,3m,2
2,eakf_model2,2e-323,2011-04-30,3m,2
3,eakf_model3,3.268869932681784e-09,2011-04-30,3m,2
0,arima,1e-323,2011-04-30,4m,2
1,eakf_model1,0.9999999993621782,2011-04-30,4m,2
2,eakf_model2,1.242461728747442e-144,2011-04-30,4m,2
3,eakf_model3,6.378217767273729e-10,2011-04-30,4m,2
0,arima,0.0,2011-04-30,5m,2
1,eakf_model1,0.9999999996159504,2011-04-30,5m,2
2,eakf_model2,9.188817127161854e-39,2011-04-30,5m,2
3,eakf_model3,3.84049397149029e-10,2011-04-30,5m,2
0,arima,0.0,2011-04-30,6m,2
1,eakf_model1,2.4640198698782927e-11,2011-04-30,6m,2
2,eakf_model2,0.999999999934754,2011-04-30,6m,2
3,eakf_model3,4.0605954762560507e-11,2011-04-30,6m,2
0,arima,5.37483451475917e-116,2011-05-31,1m,2
1,eakf_model1,0.999999999992687,2011-05-31,1m,2
2,eakf_model2,5.0912898609987164e-24,2011-05-31,1m,2
3,eakf_model3,7.313057587211459e-12,2011-05-31,1m,2
0,arima,1e-323,2011-05-31,2m,2
1,eakf_model1,4.181834398657596e-09,2011-05-31,2m,2
2,eakf_model2,2e-323,2011-05-31,2m,2
3,eakf_model3,0.9999999958181656,2011-05-31,2m,2
0,arima,0.0,2011-05-31,3m,2
1,eakf_model1,1.3332098184572807e-10,2011-05-31,3m,2
2,eakf_model2,1.6215304903222126e-99,2011-05-31,3m,2
3,eakf_model3,0.999999999866679,2011-05-31,3m,2
0,arima,1e-323,2011-05-31,4m,2
1,eakf_model1,1.873159918466548e-05,2011-05-31,4m,2
2,eakf_model2,4e-323,2011-05-31,4m,2
3,eakf_model3,0.9999812684008152,2011-05-31,4m,2
0,arima,4.386950416414485e-218,2011-05-31,5m,2
1,eakf_model1,0.9999999999643652,2011-05-31,5m,2
2,eakf_model2,8.532841135415185e-35,2011-05-31,5m,2
3,eakf_model3,3.5634806413064096e-11,2011-05-31,5m,2
0,arima,1e-323,2011-05-31,6m,2
1,eakf_model1,0.9999999999233258,2011-05-31,6m,2
2,eakf_model2,7.667416667436504e-11,2011-05-31,6m,2
3,eakf_model3,1.4074911057492516e-24,2011-05-31,6m,2
0,arima,0.0,2011-06-30,1m,2
1,eakf_model1,3.177151918957794e-10,2011-06-30,1m,2
2,eakf_model2,0.9999999996822848,2011-06-30,1m,2
3,eakf_model3,1.7133642038428636e-30,2011-06-30,1m,2
0,arima,0.0,2011-06-30,2m,2
1,eakf_model1,0.9999999999367796,2011-06-30,2m,2
2,eakf_model2,1.6879213965221245e-44,2011-06-30,2m,2
3,eakf_model3,6.322032557836495e-11,2011-06-30,2m,2
0,arima,0.0,2011-06-30,3m,2
1,eakf_model1,0.9999999915071702,2011-06-30,3m,2
2,eakf_model2,2e-323,2011-06-30,3m,2
3,eakf_model3,8.492829683390631e-09,2011-06-30,3m,2
0,arima,0.0,2011-06-30,4m,2
1,eakf_model1,2.3403918722048487e-10,2011-06-30,4m,2
2,eakf_model2,2.049069639760664e-97,2011-06-30,4m,2
3,eakf_model3,0.9999999997659608,2011-06-30,4m,2
0,arima,0.0,2011-06-30,5m,2
1,eakf_model1,0.9999997088408832,2011-06-30,5m,2
2,eakf_model2,5.4e-323,2011-06-30,5m,2
3,eakf_model3,2.911591167662294e-07,2011-06-30,5m,2
0,arima,1.4976667608555618e-162,2011-06-30,6m,2
1,eakf_model1,0.999999999987611,2011-06-30,6m,2
2,eakf_model2,5.142807360791265e-19,2011-06-30,6m,2
3,eakf_model3,1.2389000506156104e-11,2011-06-30,6m,2
0,arima,0.0,2011-07-31,1m,2
1,eakf_model1,1.1195343736653813e-22,2011-07-31,1m,2
2,eakf_model2,0.9999999999334024,2011-07-31,1m,2
3,eakf_model3,6.659770944181955e-11,2011-07-31,1m,2
0,arima,0.0,2011-07-31,2m,2
1,eakf_model1,3.00717246690158e-16,2011-07-31,2m,2
2,eakf_model2,0.9999999999525306,2011-07-31,2m,2
3,eakf_model3,4.746908100710614e-11,2011-07-31,2m,2
0,arima,0.0,2011-07-31,3m,2
1,eakf_model1,0.9999999999130252,2011-07-31,3m,2
2,eakf_model2,1.2721382306830074e-34,2011-07-31,3m,2
3,eakf_model3,8.697488759358607e-11,2011-07-31,3m,2
0,arima,0.0,2011-07-31,4m,2
1,eakf_model1,0.999999993692836,2011-07-31,4m,2
2,eakf_model2,8e-323,2011-07-31,4m,2
3,eakf_model3,6.307164066002445e-09,2011-07-31,4m,2
0,arima,0.0,2011-07-31,5m,2
1,eakf_model1,3.2670077774222704e-10,2011-07-31,5m,2
2,eakf_model2,7.515113913942776e-96,2011-07-31,5m,2
3,eakf_model3,0.9999999996732992,2011-07-31,5m,2
0,arima,0.0,2011-07-31,6m,2
1,eakf_model1,0.9999999991827324,2011-07-31,6m,2
2,eakf_model2,2.5736760609623547e-129,2011-07-31,6m,2
3,eakf_model3,8.172675349402504e-10,2011-07-31,6m,2
0,arima,9.403485278387836e-192,2011-08-31,1m,2
1,eakf_model1,3.877017367312608e-13,2011-08-31,1m,2
2,eakf_model2,1.5527905828687955e-11,2011-08-31,1m,2
3,eakf_model3,0.9999999999840844,2011-08-31,1m,2
0,arima,0.0,2011-08-31,2m,2
1,eakf_model1,7.583581887637745e-11,2011-08-31,2m,2
2,eakf_model2,0.9999999999241642,2011-08-31,2m,2
3,eakf_model3,2.5536855057909015e-18,2011-08-31,2m,2
0,arima,0.0,2011-08-31,3m,2
1,eakf_model1,9.079495361001371e-17,2011-08-31,3m,2
2,eakf_model2,0.9999999997972796,2011-08-31,3m,2
3,eakf_model3,2.0272030095180035e-10,2011-08-31,3m,2
0,arima,0.0,2011-08-31,4m,2
1,eakf_model1,0.9999999953321628,2011-08-31,4m,2
2,eakf_model2,5.4105030307776185e-180,2011-08-31,4m,2
3,eakf_model3,4.6678373121674896e-09,2011-08-31,4m,2
0,arima,0.0,2011-08-31,5m,2
1,eakf_model1,5.882056811145271e-10,2011-08-31,5m,2
2,eakf_model2,6.121553713142936e-116,2011-08-31,5m,2
3,eakf_model3,0.9999999994117944,2011-08-31,5m,2
0,arima,0.0,2011-08-31,6m,2
1,eakf_model1,2.307162960378554e-10,2011-08-31,6m,2
2,eakf_model2,1.3504473868328444e-60,2011-08-31,6m,2
3,eakf_model3,0.9999999997692836,2011-08-31,6m,2
0,arima,4.221253491886582e-40,2011-09-30,1m,2
1,eakf_model1,3.310105780961254e-12,2011-09-30,1m,2
2,eakf_model2,1.500337595462699e-15,2011-09-30,1m,2
3,eakf_model3,0.9999999999966884,2011-09-30,1m,2
0,arima,1.5862299335725064e-256,2011-09-30,2m,2
1,eakf_model1,2.2630707384799522e-10,2011-09-30,2m,2
2,eakf_model2,8.556445342360951e-19,2011-09-30,2m,2
3,eakf_model3,0.999999999773693,2011-09-30,2m,2
0,arima,1e-323,2011-09-30,3m,2
1,eakf_model1,1.1499577014764774e-09,2011-09-30,3m,2
2,eakf_model2,0.9999999988500424,2011-09-30,3m,2
3,eakf_model3,3.298564776967621e-49,2011-09-30,3m,2
0,arima,0.0,2011-09-30,4m,2
1,eakf_model1,7.021652430217265e-11,2011-09-30,4m,2
2,eakf_model2,1.322633641604212e-11,2011-09-30,4m,2
3,eakf_model3,0.9999999999165572,2011-09-30,4m,2
0,arima,1.0986139011645371e-271,2011-09-30,5m,2
1,eakf_model1,4.5183484477250986e-11,2011-09-30,5m,2
2,eakf_model2,7.493490624377906e-29,2011-09-30,5m,2
3,eakf_model3,0.9999999999548166,2011-09-30,5m,2
0,arima,7.113103453515896e-241,2011-09-30,6m,2
1,eakf_model1,3.044835383986873e-11,2011-09-30,6m,2
2,eakf_model2,3.0908135133801773e-30,2011-09-30,6m,2
3,eakf_model3,0.9999999999695516,2011-09-30,6m,2
0,arima,3.9473856443733383e-109,2011-10-31,1m,2
1,eakf_model1,6.271684939669414e-12,2011-10-31,1m,2
2,eakf_model2,8.814528700009616e-17,2011-10-31,1m,2
3,eakf_model3,0.9999999999937282,2011-10-31,1m,2
0,arima,2.4686157071652377e-65,2011-10-31,2m,2
1,eakf_model1,6.811510919736916e-12,2011-10-31,2m,2
2,eakf_model2,5.868858078411982e-19,2011-10-31,2m,2
3,eakf_model3,0.9999999999931886,2011-10-31,2m,2
0,arima,1e-323,2011-10-31,3m,2
1,eakf_model1,7.0268840062151804e-09,2011-10-31,3m,2
2,eakf_model2,4.562575928955259e-99,2011-10-31,3m,2
3,eakf_model3,0.999999992973116,2011-10-31,3m,2
0,arima,1e-323,2011-10-31,4m,2
1,eakf_model1,0.9999999997023142,2011-10-31,4m,2
2,eakf_model2,2.976857525475895e-10,2011-10-31,4m,2
3,eakf_model3,3.6025267584553824e-24,2011-10-31,4m,2
0,arima,2.157815270538156e-151,2011-10-31,5m,2
1,eakf_model1,1.6400468183622827e-11,2011-10-31,5m,2
2,eakf_model2,3.070316860453861e-15,2011-10-31,5m,2
3,eakf_model3,0.9999999999835965,2011-10-31,5m,2
0,arima,2.815377313393776e-125,2011-10-31,6m,2
1,eakf_model1,8.018945609794055e-12,2011-10-31,6m,2
2,eakf_model2,1.061691695704538e-20,2011-10-31,6m,2
3,eakf_model3,0.9999999999919812,2011-10-31,6m,2
0,arima,3.7547771673296155e-187,2011-11-30,1m,2
1,eakf_model1,1.1631535452280655e-11,2011-11-30,1m,2
2,eakf_model2,6.03406707209558e-16,2011-11-30,1m,2
3,eakf_model3,0.999999999988368,2011-11-30,1m,2
0,arima,1.122083294710297e-294,2011-11-30,2m,2
1,eakf_model1,8.708185904699463e-11,2011-11-30,2m,2
2,eakf_model2,2.7305462479634753e-28,2011-11-30,2m,2
3,eakf_model3,0.999999999912918,2011-11-30,2m,2
0,arima,1.3709476473506982e-86,2011-11-30,3m,2
1,eakf_model1,1.2238686850803088e-11,2011-11-30,3m,2
2,eakf_model2,6.016686381051695e-26,2011-11-30,3m,2
3,eakf_model3,0.9999999999877612,2011-11-30,3m,2
0,arima,1e-323,2011-11-30,4m,2
1,eakf_model1,3.144710704564186e-08,2011-11-30,4m,2
2,eakf_model2,4.639700508948433e-288,2011-11-30,4m,2
3,eakf_model3,0.9999999685528927,2011-11-30,4m,2
0,arima,1e-323,2011-11-30,5m,2
1,eakf_model1,0.999999999668675,2011-11-30,5m,2
2,eakf_model2,2.583011539438096e-29,2011-11-30,5m,2
3,eakf_model3,3.3132501674203064e-10,2011-11-30,5m,2
0,arima,2.0725487256245927e-94,2011-11-30,6m,2
1,eakf_model1,5.351978150146737e-12,2011-11-30,6m,2
2,eakf_model2,2.580479010519049e-17,2011-11-30,6m,2
3,eakf_model3,0.999999999994648,2011-11-30,6m,2
0,arima,1.8640301505790548e-175,2011-12-31,1m,2
1,eakf_model1,1.4160940482292749e-12,2011-12-31,1m,2
2,eakf_model2,4.977217830093657e-12,2011-12-31,1m,2
3,eakf_model3,0.9999999999936068,2011-12-31,1m,2
0,arima,0.0,2011-12-31,2m,2
1,eakf_model1,1.4888695925604073e-07,2011-12-31,2m,2
2,eakf_model2,1.0902017133419559e-145,2011-12-31,2m,2
3,eakf_model3,0.9999998511130408,2011-12-31,2m,2
0,arima,0.0,2011-12-31,3m,2
1,eakf_model1,8.09751120067046e-09,2011-12-31,3m,2
2,eakf_model2,5.65226136223615e-202,2011-12-31,3m,2
3,eakf_model3,0.9999999919024888,2011-12-31,3m,2
0,arima,7.446794444809027e-94,2011-12-31,4m,2
1,eakf_model1,1.0998076377764988e-11,2011-12-31,4m,2
2,eakf_model2,1.1700435006369357e-30,2011-12-31,4m,2
3,eakf_model3,0.999999999989002,2011-12-31,4m,2
0,arima,2.2324388341887028e-249,2011-12-31,5m,2
1,eakf_model1,1.721371356583971e-10,2011-12-31,5m,2
2,eakf_model2,7.419683909133264e-56,2011-12-31,5m,2
3,eakf_model3,0.9999999998278628,2011-12-31,5m,2
0,arima,2.9123359783794848e-297,2011-12-31,6m,2
1,eakf_model1,1.7352488163497884e-10,2011-12-31,6m,2
2,eakf_model2,2.2304389985412813e-45,2011-12-31,6m,2
3,eakf_model3,0.9999999998264752,2011-12-31,6m,2
0,arima,0.0,2012-01-31,1m,2
1,eakf_model1,0.9999999998148008,2012-01-31,1m,2
2,eakf_model2,6.708214127233745e-13,2012-01-31,1m,2
3,eakf_model3,1.845283685784976e-10,2012-01-31,1m,2
0,arima,0.0,2012-01-31,2m,2
1,eakf_model1,3.5217459438048093e-16,2012-01-31,2m,2
2,eakf_model2,3.409506281033136e-10,2012-01-31,2m,2
3,eakf_model3,0.999999999659049,2012-01-31,2m,2
0,arima,0.0,2012-01-31,3m,2
1,eakf_model1,0.9999999995847304,2012-01-31,3m,2
2,eakf_model2,6.1602282243762e-17,2012-01-31,3m,2
3,eakf_model3,4.152695304463192e-10,2012-01-31,3m,2
0,arima,0.0,2012-01-31,4m,2
1,eakf_model1,0.9999998503642352,2012-01-31,4m,2
2,eakf_model2,5.4e-323,2012-01-31,4m,2
3,eakf_model3,1.496357647649726e-07,2012-01-31,4m,2
0,arima,1.490715088186897e-97,2012-01-31,5m,2
1,eakf_model1,8.255118546024861e-12,2012-01-31,5m,2
2,eakf_model2,4.143707518033237e-33,2012-01-31,5m,2
3,eakf_model3,0.9999999999917448,2012-01-31,5m,2
0,arima,3.922180231386106e-136,2012-01-31,6m,2
1,eakf_model1,2.8336164236066443e-11,2012-01-31,6m,2
2,eakf_model2,1.0404154962610956e-38,2012-01-31,6m,2
3,eakf_model3,0.9999999999716638,2012-01-31,6m,2
0,arima,0.0,2012-02-29,1m,2
1,eakf_model1,0.9999999999448336,2012-02-29,1m,2
2,eakf_model2,5.516621918396441e-11,2012-02-29,1m,2
3,eakf_model3,9.352193538489249e-34,2012-02-29,1m,2
0,arima,0.0,2012-02-29,2m,2
1,eakf_model1,0.9999999997638384,2012-02-29,2m,2
2,eakf_model2,2.3616162483596067e-10,2012-02-29,2m,2
3,eakf_model3,5.687433519978497e-52,2012-02-29,2m,2
0,arima,0.0,2012-02-29,3m,2
1,eakf_model1,9.305037920475191e-10,2012-02-29,3m,2
2,eakf_model2,0.9999999982872696,2012-02-29,3m,2
3,eakf_model3,7.82226557498652e-10,2012-02-29,3m,2
0,arima,0.0,2012-02-29,4m,2
1,eakf_model1,0.999999999884072,2012-02-29,4m,2
2,eakf_model2,4.324193384381158e-25,2012-02-29,4m,2
3,eakf_model3,1.1592795516064244e-10,2012-02-29,4m,2
0,arima,0.0,2012-02-29,5m,2
1,eakf_model1,6.855299872381745e-10,2012-02-29,5m,2
2,eakf_model2,1.1376101311522437e-143,2012-02-29,5m,2
3,eakf_model3,0.99999999931447,2012-02-29,5m,2
0,arima,1.3806244331213407e-88,2012-02-29,6m,2
1,eakf_model1,4.5848309642806994e-12,2012-02-29,6m,2
2,eakf_model2,5.74511300073917e-33,2012-02-29,6m,2
3,eakf_model3,0.9999999999954152,2012-02-29,6m,2
0,arima,0.0,2012-03-31,1m,2
1,eakf_model1,9.012551970844752e-11,2012-03-31,1m,2
2,eakf_model2,7.037939418701278e-50,2012-03-31,1m,2
3,eakf_model3,0.9999999999098744,2012-03-31,1m,2
0,arima,0.0,2012-03-31,2m,2
1,eakf_model1,0.9999999999841176,2012-03-31,2m,2
2,eakf_model2,4.8735372806483825e-15,2012-03-31,2m,2
3,eakf_model3,1.5877611622928392e-11,2012-03-31,2m,2
0,arima,0.0,2012-03-31,3m,2
1,eakf_model1,0.9999999999263488,2012-03-31,3m,2
2,eakf_model2,7.36510191830749e-11,2012-03-31,3m,2
3,eakf_model3,8.114301317792681e-18,2012-03-31,3m,2
0,arima,0.0,2012-03-31,4m,2
1,eakf_model1,6.071784368286023e-10,2012-03-31,4m,2
2,eakf_model2,9.87301469650849e-12,2012-03-31,4m,2
3,eakf_model3,0.9999999993829484,2012-03-31,4m,2
0,arima,0.0,2012-03-31,5m,2
1,eakf_model1,0.9999999999321888,2012-03-31,5m,2
2,eakf_model2,9.013514996889862e-20,2012-03-31,5m,2
3,eakf_model3,6.781103056913915e-11,2012-03-31,5m,2
0,arima,0.0,2012-03-31,6m,2
1,eakf_model1,8.777580388718775e-10,2012-03-31,6m,2
2,eakf_model2,3.992500804214849e-171,2012-03-31,6m,2
3,eakf_model3,0.999999999122242,2012-03-31,6m,2
0,arima,0.0,2012-04-30,1m,2
1,eakf_model1,5.800906468048709e-11,2012-04-30,1m,2
2,eakf_model2,1.1346103547733946e-51,2012-04-30,1m,2
3,eakf_model3,0.9999999999419908,2012-04-30,1m,2
0,arima,0.0,2012-04-30,2m,2
1,eakf_model1,2.9311475405640524e-11,2012-04-30,2m,2
2,eakf_model2,1.5865995250606354e-38,2012-04-30,2m,2
3,eakf_model3,0.9999999999706886,2012-04-30,2m,2
0,arima,0.0,2012-04-30,3m,2
1,eakf_model1,0.9999999999832933,2012-04-30,3m,2
2,eakf_model2,5.375508839956817e-15,2012-04-30,3m,2
3,eakf_model3,1.6701372100926528e-11,2012-04-30,3m,2
0,arima,0.0,2012-04-30,4m,2
1,eakf_model1,0.999999999492008,2012-04-30,4m,2
2,eakf_model2,5.079920030829093e-10,2012-04-30,4m,2
3,eakf_model3,1.9254536889036652e-24,2012-04-30,4m,2
0,arima,0.0,2012-04-30,5m,2
1,eakf_model1,1.540837279645876e-09,2012-04-30,5m,2
2,eakf_model2,0.999999998459162,2012-04-30,5m,2
3,eakf_model3,7.378700488911066e-16,2012-04-30,5m,2
0,arima,0.0,2012-04-30,6m,2
1,eakf_model1,0.9999999999735564,2012-04-30,6m,2
2,eakf_model2,1.4073113799307222e-16,2012-04-30,6m,2
3,eakf_model3,2.6443311198528168e-11,2012-04-30,6m,2
0,arima,0.0,2012-05-31,1m,2
1,eakf_model1,0.9999999999521554,2012-05-31,1m,2
2,eakf_model2,4.7838088640071693e-11,2012-05-31,1m,2
3,eakf_model3,6.480530457554374e-15,2012-05-31,1m,2
0,arima,0.0,2012-05-31,2m,2
1,eakf_model1,0.9999999998488311,2012-05-31,2m,2
2,eakf_model2,3.0854763948723334e-40,2012-05-31,2m,2
3,eakf_model3,1.5116894665790994e-10,2012-05-31,2m,2
0,arima,0.0,2012-05-31,3m,2
1,eakf_model1,0.999999999958232,2012-05-31,3m,2
2,eakf_model2,6.191656006063867e-23,2012-05-31,3m,2
