,model_name,weigth,date_forecast,forecast_window,past_months
2,eakf_model2,0.999999999986101,2020-02-29,1m,4
3,eakf_model3,4.762288116122612e-13,2020-02-29,1m,4
0,arima,1.1097182339789806e-34,2020-02-29,2m,4
1,eakf_model1,2.1544604563096112e-11,2020-02-29,2m,4
2,eakf_model2,0.9999999999784464,2020-02-29,2m,4
3,eakf_model3,8.96166317314517e-15,2020-02-29,2m,4
0,arima,7.063556746301178e-27,2020-02-29,3m,4
1,eakf_model1,2.0235633480153422e-11,2020-02-29,3m,4
2,eakf_model2,0.9999999999770216,2020-02-29,3m,4
3,eakf_model3,2.742891093660748e-12,2020-02-29,3m,4
0,arima,1.5055286987114386e-60,2020-02-29,4m,4
1,eakf_model1,7.885841131942201e-48,2020-02-29,4m,4
2,eakf_model2,0.9999999998132816,2020-02-29,4m,4
3,eakf_model3,1.8671834736971531e-10,2020-02-29,4m,4
0,arima,7.4121513544007945e-53,2020-02-29,5m,4
1,eakf_model1,6.658027975838098e-64,2020-02-29,5m,4
2,eakf_model2,0.9999999998466216,2020-02-29,5m,4
3,eakf_model3,1.5337848420772368e-10,2020-02-29,5m,4
0,arima,3.0269551980757863e-51,2020-02-29,6m,4
1,eakf_model1,5.592069731305271e-49,2020-02-29,6m,4
2,eakf_model2,0.9999999998752516,2020-02-29,6m,4
3,eakf_model3,1.2474843390463602e-10,2020-02-29,6m,4
0,arima,3.367226948917602e-37,2020-03-31,1m,4
1,eakf_model1,0.9999999999873318,2020-03-31,1m,4
2,eakf_model2,1.2668263913788355e-11,2020-03-31,1m,4
3,eakf_model3,2.7317226052143767e-40,2020-03-31,1m,4
0,arima,7.592940416624565e-225,2020-03-31,2m,4
1,eakf_model1,0.999999999020558,2020-03-31,2m,4
2,eakf_model2,9.794419034765639e-10,2020-03-31,2m,4
3,eakf_model3,3.652340514100923e-176,2020-03-31,2m,4
0,arima,8.540128466613688e-168,2020-03-31,3m,4
1,eakf_model1,7.086192638180984e-10,2020-03-31,3m,4
2,eakf_model2,0.9999999992913808,2020-03-31,3m,4
3,eakf_model3,1.2859144956962385e-102,2020-03-31,3m,4
0,arima,1.8745166077381066e-49,2020-03-31,4m,4
1,eakf_model1,5.099646207852167e-11,2020-03-31,4m,4
2,eakf_model2,0.9999999999490036,2020-03-31,4m,4
3,eakf_model3,1.2271108058791013e-29,2020-03-31,4m,4
0,arima,6.290530237795864e-28,2020-03-31,5m,4
1,eakf_model1,1.718060660880306e-11,2020-03-31,5m,4
2,eakf_model2,0.9999999999828189,2020-03-31,5m,4
3,eakf_model3,7.051512749660312e-16,2020-03-31,5m,4
0,arima,3.113477417224743e-18,2020-03-31,6m,4
1,eakf_model1,5.460009365951698e-13,2020-03-31,6m,4
2,eakf_model2,0.9999999999914082,2020-03-31,6m,4
3,eakf_model3,8.045818029038676e-12,2020-03-31,6m,4
0,arima,4.032766837223481e-119,2020-04-30,1m,4
1,eakf_model1,0.2476889258008069,2020-04-30,1m,4
2,eakf_model2,0.7523110741991931,2020-04-30,1m,4
3,eakf_model3,1.22163945609437e-59,2020-04-30,1m,4
0,arima,3.0096334715193945e-99,2020-04-30,2m,4
1,eakf_model1,0.9999999998129466,2020-04-30,2m,4
2,eakf_model2,1.8705327193605655e-10,2020-04-30,2m,4
3,eakf_model3,1.8025123959338304e-71,2020-04-30,2m,4
0,arima,1.9247746074369048e-76,2020-04-30,3m,4
1,eakf_model1,0.99999999991076,2020-04-30,3m,4
2,eakf_model2,8.923995764825324e-11,2020-04-30,3m,4
3,eakf_model3,6.431139402921722e-59,2020-04-30,3m,4
0,arima,9.370664872026588e-101,2020-04-30,4m,4
1,eakf_model1,2.0136980390734118e-10,2020-04-30,4m,4
2,eakf_model2,0.9999999997986302,2020-04-30,4m,4
3,eakf_model3,1.059976371498302e-64,2020-04-30,4m,4
0,arima,2.9299314221239237e-93,2020-04-30,5m,4
1,eakf_model1,1.7901336780275363e-10,2020-04-30,5m,4
2,eakf_model2,0.9999999998209866,2020-04-30,5m,4
3,eakf_model3,7.28191422936942e-57,2020-04-30,5m,4
0,arima,9.113295994514396e-38,2020-04-30,6m,4
1,eakf_model1,3.5759758844667195e-11,2020-04-30,6m,4
2,eakf_model2,0.9999999999642402,2020-04-30,6m,4
3,eakf_model3,1.784652562500852e-26,2020-04-30,6m,4
0,arima,9.467805157704091e-121,2020-05-31,1m,4
1,eakf_model1,0.9999999997428513,2020-05-31,1m,4
2,eakf_model2,2.571488374482099e-10,2020-05-31,1m,4
3,eakf_model3,5.970088458480883e-49,2020-05-31,1m,4
0,arima,1.4263234565934417e-111,2020-05-31,2m,4
1,eakf_model1,2.6977345744530665e-10,2020-05-31,2m,4
2,eakf_model2,0.9999999997302264,2020-05-31,2m,4
3,eakf_model3,1.2653679237434838e-33,2020-05-31,2m,4
0,arima,8.60447526936404e-61,2020-05-31,3m,4
1,eakf_model1,0.999999999926326,2020-05-31,3m,4
2,eakf_model2,7.367390920345729e-11,2020-05-31,3m,4
3,eakf_model3,4.90255124409934e-41,2020-05-31,3m,4
0,arima,3.316182943224059e-164,2020-05-31,4m,4
1,eakf_model1,0.9999999995055489,2020-05-31,4m,4
2,eakf_model2,4.944510921971906e-10,2020-05-31,4m,4
3,eakf_model3,2.192480048607572e-115,2020-05-31,4m,4
0,arima,3.5e-323,2020-05-31,5m,4
1,eakf_model1,4.3975021750988725e-09,2020-05-31,5m,4
2,eakf_model2,0.999999995602498,2020-05-31,5m,4
3,eakf_model3,2.6414456279054772e-253,2020-05-31,5m,4
0,arima,8.089431178721116e-122,2020-05-31,6m,4
1,eakf_model1,3.45869428589544e-10,2020-05-31,6m,4
2,eakf_model2,0.9999999996541308,2020-05-31,6m,4
3,eakf_model3,3.418115634668736e-85,2020-05-31,6m,4
0,arima,1.2200332636774293e-96,2020-06-30,1m,4
1,eakf_model1,6.182825835055914e-10,2020-06-30,1m,4
2,eakf_model2,0.9999999993817176,2020-06-30,1m,4
3,eakf_model3,8.089907224766043e-42,2020-06-30,1m,4
0,arima,7.9504581741866685e-78,2020-06-30,2m,4
1,eakf_model1,1.03249567843966e-50,2020-06-30,2m,4
2,eakf_model2,0.9999999994304666,2020-06-30,2m,4
3,eakf_model3,5.69533416630543e-10,2020-06-30,2m,4
0,arima,7.234147322751125e-43,2020-06-30,3m,4
1,eakf_model1,1.9504884932826572e-11,2020-06-30,3m,4
2,eakf_model2,0.9999999999115304,2020-06-30,3m,4
3,eakf_model3,6.896475829414479e-11,2020-06-30,3m,4
0,arima,4.4e-323,2020-06-30,4m,4
1,eakf_model1,0.7554608095383772,2020-06-30,4m,4
2,eakf_model2,0.2445391904616227,2020-06-30,4m,4
3,eakf_model3,1.2e-322,2020-06-30,4m,4
0,arima,7.239604994170395e-76,2020-06-30,5m,4
1,eakf_model1,0.9999999998342284,2020-06-30,5m,4
2,eakf_model2,1.6577146502867062e-10,2020-06-30,5m,4
3,eakf_model3,4.883410321172864e-49,2020-06-30,5m,4
0,arima,2.9433848674712043e-173,2020-06-30,6m,4
1,eakf_model1,0.9999999986854038,2020-06-30,6m,4
2,eakf_model2,1.31459622417485e-09,2020-06-30,6m,4
3,eakf_model3,1.9848924009400824e-114,2020-06-30,6m,4
0,arima,4.015642720723063e-121,2020-07-31,1m,4
1,eakf_model1,2e-323,2020-07-31,1m,4
2,eakf_model2,8.197980962233472e-09,2020-07-31,1m,4
3,eakf_model3,0.999999991802019,2020-07-31,1m,4
0,arima,9.988719378133246e-21,2020-07-31,2m,4
1,eakf_model1,2.4332725782971058e-80,2020-07-31,2m,4
2,eakf_model2,1.1293845831282376e-10,2020-07-31,2m,4
3,eakf_model3,0.9999999998870616,2020-07-31,2m,4
0,arima,8.155470809014759e-19,2020-07-31,3m,4
1,eakf_model1,1.2043200393744977e-42,2020-07-31,3m,4
2,eakf_model2,9.593510640197665e-11,2020-07-31,3m,4
3,eakf_model3,0.999999999904065,2020-07-31,3m,4
0,arima,4.385692340011413e-95,2020-07-31,4m,4
1,eakf_model1,2.2927003048357213e-112,2020-07-31,4m,4
2,eakf_model2,2.725378161357275e-09,2020-07-31,4m,4
3,eakf_model3,0.999999997274622,2020-07-31,4m,4
0,arima,1.790463830777554e-61,2020-07-31,5m,4
1,eakf_model1,0.3431529303245114,2020-07-31,5m,4
2,eakf_model2,3.323756834052348e-09,2020-07-31,5m,4
3,eakf_model3,0.6568470663517318,2020-07-31,5m,4
0,arima,9.377651728882174e-26,2020-07-31,6m,4
1,eakf_model1,0.999999999911636,2020-07-31,6m,4
2,eakf_model2,8.78926156499372e-11,2020-07-31,6m,4
3,eakf_model3,4.714414519301386e-13,2020-07-31,6m,4
0,arima,0.9330397715406206,2020-08-31,1m,4
1,eakf_model1,2.3500816143229608e-121,2020-08-31,1m,4
2,eakf_model2,0.0669602284593794,2020-08-31,1m,4
3,eakf_model3,5.890928869492839e-27,2020-08-31,1m,4
0,arima,0.1133799732771746,2020-08-31,2m,4
1,eakf_model1,4.401322135843614e-201,2020-08-31,2m,4
2,eakf_model2,1.862458753488119e-18,2020-08-31,2m,4
3,eakf_model3,0.8866200267228254,2020-08-31,2m,4
0,arima,1.5673187975695886e-10,2020-08-31,3m,4
1,eakf_model1,3.0998397551544555e-97,2020-08-31,3m,4
2,eakf_model2,3.108503499701216e-13,2020-08-31,3m,4
3,eakf_model3,0.9999999998429572,2020-08-31,3m,4
0,arima,9.584674162490358e-11,2020-08-31,4m,4
1,eakf_model1,1.6101443372186852e-57,2020-08-31,4m,4
2,eakf_model2,1.7450180557862903e-16,2020-08-31,4m,4
3,eakf_model3,0.9999999999041532,2020-08-31,4m,4
0,arima,9.549203930345322e-11,2020-08-31,5m,4
1,eakf_model1,1.1154692034474428e-39,2020-08-31,5m,4
2,eakf_model2,1.8520230943893235e-17,2020-08-31,5m,4
3,eakf_model3,0.999999999904508,2020-08-31,5m,4
0,arima,3.1818886502650465e-10,2020-08-31,6m,4
1,eakf_model1,5.707555395074066e-23,2020-08-31,6m,4
2,eakf_model2,6.2289291568979306e-27,2020-08-31,6m,4
3,eakf_model3,0.9999999996818112,2020-08-31,6m,4
0,arima,0.9999999999982956,2020-09-30,1m,4
1,eakf_model1,1.4396776808954915e-38,2020-09-30,1m,4
2,eakf_model2,4.383553703143999e-13,2020-09-30,1m,4
3,eakf_model3,1.266029158567698e-12,2020-09-30,1m,4
0,arima,0.9999999999927848,2020-09-30,2m,4
1,eakf_model1,3.2434152746442947e-48,2020-09-30,2m,4
2,eakf_model2,4.976527980736681e-12,2020-09-30,2m,4
3,eakf_model3,2.238614483307178e-12,2020-09-30,2m,4
0,arima,0.9999999993133436,2020-09-30,3m,4
1,eakf_model1,3.597986120481902e-271,2020-09-30,3m,4
2,eakf_model2,9.165398260664696e-45,2020-09-30,3m,4
3,eakf_model3,6.866562068921811e-10,2020-09-30,3m,4
0,arima,2.665143776651333e-09,2020-09-30,4m,4
1,eakf_model1,3.5e-323,2020-09-30,4m,4
2,eakf_model2,4.13783370977233e-95,2020-09-30,4m,4
3,eakf_model3,0.9999999973348562,2020-09-30,4m,4
0,arima,9.544532240600287e-10,2020-09-30,5m,4
1,eakf_model1,5.9257045587263535e-220,2020-09-30,5m,4
2,eakf_model2,3.6117060569080665e-105,2020-09-30,5m,4
3,eakf_model3,0.9999999990455468,2020-09-30,5m,4
0,arima,6.170634355397326e-10,2020-09-30,6m,4
1,eakf_model1,5.755792239014954e-144,2020-09-30,6m,4
2,eakf_model2,2.6713584439090197e-96,2020-09-30,6m,4
3,eakf_model3,0.9999999993829364,2020-09-30,6m,4
0,arima,0.9999999999984924,2020-10-31,1m,4
1,eakf_model1,1.0456037493399594e-32,2020-10-31,1m,4
2,eakf_model2,1.806299703658527e-14,2020-10-31,1m,4
3,eakf_model3,1.4896220098974125e-12,2020-10-31,1m,4
0,arima,0.999999999994911,2020-10-31,2m,4
1,eakf_model1,1.6156785910583615e-46,2020-10-31,2m,4
2,eakf_model2,4.6847634606485306e-12,2020-10-31,2m,4
3,eakf_model3,4.041695213580325e-13,2020-10-31,2m,4
0,arima,0.9999999999492812,2020-10-31,3m,4
1,eakf_model1,1.901321033861105e-95,2020-10-31,3m,4
2,eakf_model2,3.0289831522837097e-15,2020-10-31,3m,4
3,eakf_model3,5.071579550386591e-11,2020-10-31,3m,4
0,arima,6.441584474847958e-10,2020-10-31,4m,4
1,eakf_model1,4.893349264263888e-287,2020-10-31,4m,4
2,eakf_model2,5.753643989020081e-44,2020-10-31,4m,4
3,eakf_model3,0.9999999993558416,2020-10-31,4m,4
0,arima,4.201963439223898e-10,2020-10-31,5m,4
1,eakf_model1,5.3264992552641525e-220,2020-10-31,5m,4
2,eakf_model2,2.775182853257588e-61,2020-10-31,5m,4
3,eakf_model3,0.9999999995798036,2020-10-31,5m,4
0,arima,1.9287076913390408e-10,2020-10-31,6m,4
1,eakf_model1,2.3097884512871644e-134,2020-10-31,6m,4
2,eakf_model2,8.400428247799463e-77,2020-10-31,6m,4
3,eakf_model3,0.9999999998071294,2020-10-31,6m,4
0,arima,0.9999999999899624,2020-11-30,1m,4
1,eakf_model1,5.791277871088647e-35,2020-11-30,1m,4
2,eakf_model2,2.028308701234855e-20,2020-11-30,1m,4
3,eakf_model3,1.003764907747818e-11,2020-11-30,1m,4
0,arima,0.999999999997049,2020-11-30,2m,4
1,eakf_model1,4.701014448234356e-30,2020-11-30,2m,4
2,eakf_model2,8.700866167308749e-13,2020-11-30,2m,4
3,eakf_model3,2.0807998782189933e-12,2020-11-30,2m,4
0,arima,0.9999999999269148,2020-11-30,3m,4
1,eakf_model1,5.890378960855654e-107,2020-11-30,3m,4
2,eakf_model2,7.292018017013572e-11,2020-11-30,3m,4
3,eakf_model3,1.6487439717505878e-13,2020-11-30,3m,4
0,arima,3.3412236830113076e-10,2020-11-30,4m,4
1,eakf_model1,1.4206776479096781e-196,2020-11-30,4m,4
2,eakf_model2,1.9607201224634353e-14,2020-11-30,4m,4
3,eakf_model3,0.999999999665858,2020-11-30,4m,4
0,arima,4.0121275056113495e-11,2020-11-30,5m,4
1,eakf_model1,1.9347298439792888e-84,2020-11-30,5m,4
2,eakf_model2,2.741750744983325e-18,2020-11-30,5m,4
3,eakf_model3,0.9999999999598788,2020-11-30,5m,4
0,arima,4.1652403999264014e-11,2020-11-30,6m,4
1,eakf_model1,2.087511421534959e-87,2020-11-30,6m,4
2,eakf_model2,2.078577309534095e-31,2020-11-30,6m,4
3,eakf_model3,0.9999999999583477,2020-11-30,6m,4
0,arima,0.9999999999976396,2020-12-31,1m,4
1,eakf_model1,2.3585917103086272e-17,2020-12-31,1m,4
2,eakf_model2,5.624348774843518e-20,2020-12-31,1m,4
3,eakf_model3,2.3603878272228586e-12,2020-12-31,1m,4
0,arima,0.9999999999876952,2020-12-31,2m,4
1,eakf_model1,3.5783630154600756e-34,2020-12-31,2m,4
2,eakf_model2,3.01902976544059e-21,2020-12-31,2m,4
3,eakf_model3,1.2304701690186932e-11,2020-12-31,2m,4
0,arima,0.9999999999913468,2020-12-31,3m,4
1,eakf_model1,3.0090039942551774e-39,2020-12-31,3m,4
2,eakf_model2,2.725713950904341e-12,2020-12-31,3m,4
3,eakf_model3,5.927389182007147e-12,2020-12-31,3m,4
0,arima,4.831940841152105e-193,2020-12-31,4m,4
1,eakf_model1,3.5e-323,2020-12-31,4m,4
2,eakf_model2,2.049244862230822e-07,2020-12-31,4m,4
3,eakf_model3,0.9999997950755136,2020-12-31,4m,4
0,arima,5.465534825923127e-12,2020-12-31,5m,4
1,eakf_model1,2.628224211254105e-72,2020-12-31,5m,4
2,eakf_model2,2.4657892011877263e-11,2020-12-31,5m,4
3,eakf_model3,0.9999999999698764,2020-12-31,5m,4
0,arima,1.6512239657473217e-11,2020-12-31,6m,4
1,eakf_model1,3.328227123271229e-61,2020-12-31,6m,4
2,eakf_model2,3.487605300766541e-18,2020-12-31,6m,4
3,eakf_model3,0.9999999999834878,2020-12-31,6m,4
0,arima,3.3042544813774465e-65,2021-01-31,1m,4
1,eakf_model1,1.4219606932931296e-09,2021-01-31,1m,4
2,eakf_model2,3.427175960780272e-98,2021-01-31,1m,4
3,eakf_model3,0.9999999985780392,2021-01-31,1m,4
0,arima,0.9999999999954254,2021-01-31,2m,4
1,eakf_model1,2.56782990727156e-18,2021-01-31,2m,4
2,eakf_model2,1.467825004540804e-20,2021-01-31,2m,4
3,eakf_model3,4.574465392569758e-12,2021-01-31,2m,4
0,arima,0.9999999980235044,2021-01-31,3m,4
1,eakf_model1,1.1832809418407495e-192,2021-01-31,3m,4
2,eakf_model2,1.1846308649973208e-69,2021-01-31,3m,4
3,eakf_model3,1.976495495720766e-09,2021-01-31,3m,4
0,arima,0.999999999712462,2021-01-31,4m,4
1,eakf_model1,5.2078958197776646e-127,2021-01-31,4m,4
2,eakf_model2,9.524228220915555e-14,2021-01-31,4m,4
3,eakf_model3,2.8744260038683235e-10,2021-01-31,4m,4
0,arima,5.764907412118512e-25,2021-01-31,5m,4
1,eakf_model1,1.3356632169521124e-139,2021-01-31,5m,4
2,eakf_model2,1.72232830915844e-10,2021-01-31,5m,4
3,eakf_model3,0.9999999998277672,2021-01-31,5m,4
0,arima,3.420048447417174e-12,2021-01-31,6m,4
1,eakf_model1,3.8537923145526164e-52,2021-01-31,6m,4
2,eakf_model2,9.345083372705272e-12,2021-01-31,6m,4
3,eakf_model3,0.9999999999872348,2021-01-31,6m,4
0,arima,1.1300096820665612e-80,2021-02-28,1m,4
1,eakf_model1,0.9999999997894466,2021-02-28,1m,4
2,eakf_model2,1.0447125796298055e-55,2021-02-28,1m,4
3,eakf_model3,2.10553361234731e-10,2021-02-28,1m,4
0,arima,2.4615167854693868e-39,2021-02-28,2m,4
1,eakf_model1,6.210423666546231e-10,2021-02-28,2m,4
2,eakf_model2,2.614954736004941e-65,2021-02-28,2m,4
3,eakf_model3,0.9999999993789576,2021-02-28,2m,4
0,arima,0.999999999982198,2021-02-28,3m,4
1,eakf_model1,2.973518909677526e-21,2021-02-28,3m,4
2,eakf_model2,8.335566887690118e-25,2021-02-28,3m,4
3,eakf_model3,1.7801966806806243e-11,2021-02-28,3m,4
0,arima,4.0427950625582766e-10,2021-02-28,4m,4
1,eakf_model1,6.650618013384251e-88,2021-02-28,4m,4
2,eakf_model2,5.211494048176935e-33,2021-02-28,4m,4
3,eakf_model3,0.9999999995957204,2021-02-28,4m,4
0,arima,0.2218176986058058,2021-02-28,5m,4
1,eakf_model1,1.0241765508468281e-290,2021-02-28,5m,4
2,eakf_model2,5.56131464796488e-55,2021-02-28,5m,4
3,eakf_model3,0.7781823013941943,2021-02-28,5m,4
0,arima,6.787118073903352e-17,2021-02-28,6m,4
1,eakf_model1,2.263893970927326e-73,2021-02-28,6m,4
2,eakf_model2,3.760527930808362e-11,2021-02-28,6m,4
3,eakf_model3,0.9999999999623944,2021-02-28,6m,4
0,arima,1.3682585247669237e-23,2021-03-31,1m,4
1,eakf_model1,0.9999999999906096,2021-03-31,1m,4
2,eakf_model2,6.836611671241944e-12,2021-03-31,1m,4
3,eakf_model3,2.553881139016775e-12,2021-03-31,1m,4
0,arima,1.1185043421392244e-106,2021-03-31,2m,4
1,eakf_model1,0.9999999994925828,2021-03-31,2m,4
2,eakf_model2,1.0694624203985936e-69,2021-03-31,2m,4
3,eakf_model3,5.074172402279711e-10,2021-03-31,2m,4
0,arima,1.9063111938967052e-23,2021-03-31,3m,4
1,eakf_model1,2.0399648887514528e-10,2021-03-31,3m,4
2,eakf_model2,9.0273073792708e-46,2021-03-31,3m,4
3,eakf_model3,0.9999999997960036,2021-03-31,3m,4
0,arima,0.9999999998728484,2021-03-31,4m,4
1,eakf_model1,7.083201190582788e-36,2021-03-31,4m,4
2,eakf_model2,1.1390954756394143e-53,2021-03-31,4m,4
3,eakf_model3,1.2715161175840634e-10,2021-03-31,4m,4
0,arima,1.6620986114533416e-10,2021-03-31,5m,4
1,eakf_model1,2.759327829145557e-67,2021-03-31,5m,4
2,eakf_model2,7.736608221463753e-37,2021-03-31,5m,4
3,eakf_model3,0.99999999983379,2021-03-31,5m,4
0,arima,2.128388587877699e-09,2021-03-31,6m,4
1,eakf_model1,6.0526011870664e-309,2021-03-31,6m,4
2,eakf_model2,2.2471502651999903e-90,2021-03-31,6m,4
3,eakf_model3,0.9999999978716114,2021-03-31,6m,4
0,arima,1.3336912187702062e-137,2021-04-30,1m,4
1,eakf_model1,0.9999999996811272,2021-04-30,1m,4
2,eakf_model2,3.1887277014292605e-10,2021-04-30,1m,4
3,eakf_model3,1.6905584876626863e-30,2021-04-30,1m,4
0,arima,8.415304982166265e-26,2021-04-30,2m,4
1,eakf_model1,0.999999999981847,2021-04-30,2m,4
2,eakf_model2,1.7270605283025668e-11,2021-04-30,2m,4
3,eakf_model3,8.82383503631578e-13,2021-04-30,2m,4
0,arima,1.5210143134438913e-207,2021-04-30,3m,4
1,eakf_model1,0.9999999965170372,2021-04-30,3m,4
2,eakf_model2,3.955263722809485e-164,2021-04-30,3m,4
3,eakf_model3,3.482962694066242e-09,2021-04-30,3m,4
0,arima,1.9016325020520395e-25,2021-04-30,4m,4
1,eakf_model1,1.0235428452550445e-10,2021-04-30,4m,4
2,eakf_model2,2.7798629960159435e-45,2021-04-30,4m,4
3,eakf_model3,0.9999999998976458,2021-04-30,4m,4
0,arima,0.999999999318296,2021-04-30,5m,4
1,eakf_model1,2.3253982794403994e-75,2021-04-30,5m,4
2,eakf_model2,4.913637257975316e-126,2021-04-30,5m,4
3,eakf_model3,6.817041306025292e-10,2021-04-30,5m,4
0,arima,1.0605882024495368e-10,2021-04-30,6m,4
1,eakf_model1,1.1978376918063666e-61,2021-04-30,6m,4
2,eakf_model2,2.804615785766688e-43,2021-04-30,6m,4
3,eakf_model3,0.9999999998939412,2021-04-30,6m,4
0,arima,1.6265640369904944e-190,2021-05-31,1m,4
1,eakf_model1,0.9999999982335496,2021-05-31,1m,4
2,eakf_model2,1.766437546487525e-09,2021-05-31,1m,4
3,eakf_model3,1.2840411383070982e-14,2021-05-31,1m,4
0,arima,1.508865081318152e-93,2021-05-31,2m,4
1,eakf_model1,0.9999999999366082,2021-05-31,2m,4
2,eakf_model2,3.4743967946269417e-12,2021-05-31,2m,4
3,eakf_model3,5.99173766731884e-11,2021-05-31,2m,4
0,arima,3.71497538274944e-64,2021-05-31,3m,4
1,eakf_model1,0.9999999998970512,2021-05-31,3m,4
2,eakf_model2,1.2114057597471201e-22,2021-05-31,3m,4
3,eakf_model3,1.0294884905357396e-10,2021-05-31,3m,4
0,arima,9.890082157459724e-146,2021-05-31,4m,4
1,eakf_model1,5.851145783581146e-10,2021-05-31,4m,4
2,eakf_model2,4.1612382763585744e-97,2021-05-31,4m,4
3,eakf_model3,0.9999999994148854,2021-05-31,4m,4
0,arima,5.905884594898148e-24,2021-05-31,5m,4
1,eakf_model1,4.7187339496022715e-11,2021-05-31,5m,4
2,eakf_model2,1.9487189613963875e-40,2021-05-31,5m,4
3,eakf_model3,0.9999999999528127,2021-05-31,5m,4
0,arima,5.939358263929953e-10,2021-05-31,6m,4
1,eakf_model1,2.554193178734844e-74,2021-05-31,6m,4
2,eakf_model2,1.3155721476231688e-132,2021-05-31,6m,4
3,eakf_model3,0.9999999994060642,2021-05-31,6m,4
0,arima,3e-323,2021-06-30,1m,4
1,eakf_model1,9.345002093306031e-40,2021-06-30,1m,4
2,eakf_model2,4.625013892974342e-09,2021-06-30,1m,4
3,eakf_model3,0.999999995374986,2021-06-30,1m,4
0,arima,8.853337007255758e-167,2021-06-30,2m,4
1,eakf_model1,0.9999999998022954,2021-06-30,2m,4
2,eakf_model2,7.243113929163605e-19,2021-06-30,2m,4
3,eakf_model3,1.9770460657405896e-10,2021-06-30,2m,4
0,arima,0.0,2021-06-30,3m,4
1,eakf_model1,0.5404752890288154,2021-06-30,3m,4
2,eakf_model2,1.6793187667304172e-49,2021-06-30,3m,4
3,eakf_model3,0.4595247109711845,2021-06-30,3m,4
0,arima,3e-323,2021-06-30,4m,4
1,eakf_model1,0.9999999518670848,2021-06-30,4m,4
2,eakf_model2,1.14e-322,2021-06-30,4m,4
3,eakf_model3,4.8132915348250146e-08,2021-06-30,4m,4
0,arima,2.9071486877453867e-129,2021-06-30,5m,4
1,eakf_model1,1.9517207276630755e-10,2021-06-30,5m,4
2,eakf_model2,6.598772336613079e-64,2021-06-30,5m,4
3,eakf_model3,0.999999999804828,2021-06-30,5m,4
0,arima,9.538041630926612e-32,2021-06-30,6m,4
1,eakf_model1,2.7600865535760057e-11,2021-06-30,6m,4
2,eakf_model2,1.0097668059098906e-36,2021-06-30,6m,4
3,eakf_model3,0.9999999999723992,2021-06-30,6m,4
0,arima,3e-323,2021-07-31,1m,4
1,eakf_model1,2.628495291964725e-303,2021-07-31,1m,4
2,eakf_model2,0.8464721329196296,2021-07-31,1m,4
3,eakf_model3,0.1535278670803703,2021-07-31,1m,4
0,arima,0.0,2021-07-31,2m,4
1,eakf_model1,2.9216982396283604e-08,2021-07-31,2m,4
2,eakf_model2,5.365726380492659e-36,2021-07-31,2m,4
3,eakf_model3,0.9999999707830176,2021-07-31,2m,4
0,arima,0.0,2021-07-31,3m,4
1,eakf_model1,0.9999999984504956,2021-07-31,3m,4
2,eakf_model2,2.2701291892014742e-20,2021-07-31,3m,4
3,eakf_model3,1.54950446060068e-09,2021-07-31,3m,4
0,arima,0.0,2021-07-31,4m,4
1,eakf_model1,4.516452774987738e-10,2021-07-31,4m,4
2,eakf_model2,2.528608544647489e-27,2021-07-31,4m,4
3,eakf_model3,0.9999999995483548,2021-07-31,4m,4
0,arima,2.5e-323,2021-07-31,5m,4
1,eakf_model1,2.2225962453649616e-08,2021-07-31,5m,4
2,eakf_model2,8e-323,2021-07-31,5m,4
3,eakf_model3,0.9999999777740374,2021-07-31,5m,4
0,arima,9.55786047146793e-103,2021-07-31,6m,4
1,eakf_model1,8.415289169457808e-11,2021-07-31,6m,4
2,eakf_model2,8.395203187393101e-54,2021-07-31,6m,4
3,eakf_model3,0.9999999999158472,2021-07-31,6m,4
0,arima,2.6882600324281404e-60,2021-08-31,1m,4
1,eakf_model1,4.5484386920135014e-66,2021-08-31,1m,4
2,eakf_model2,0.9999999998942212,2021-08-31,1m,4
3,eakf_model3,1.0577876997442882e-10,2021-08-31,1m,4
0,arima,0.0,2021-08-31,2m,4
1,eakf_model1,8.364248478434157e-136,2021-08-31,2m,4
2,eakf_model2,0.9999999977917812,2021-08-31,2m,4
3,eakf_model3,2.2082187182959634e-09,2021-08-31,2m,4
0,arima,0.0,2021-08-31,3m,4
1,eakf_model1,4.936211285301334e-20,2021-08-31,3m,4
2,eakf_model2,1.0937358451387542e-09,2021-08-31,3m,4
3,eakf_model3,0.9999999989062642,2021-08-31,3m,4
0,arima,0.0,2021-08-31,4m,4
1,eakf_model1,0.9999999934135432,2021-08-31,4m,4
2,eakf_model2,9.058297655485375e-21,2021-08-31,4m,4
3,eakf_model3,6.586456991434014e-09,2021-08-31,4m,4
0,arima,6.301259407059932e-261,2021-08-31,5m,4
1,eakf_model1,1.8609421770818817e-10,2021-08-31,5m,4
2,eakf_model2,1.1880653035454911e-24,2021-08-31,5m,4
3,eakf_model3,0.9999999998139056,2021-08-31,5m,4
0,arima,6.570372089721918e-215,2021-08-31,6m,4
1,eakf_model1,2.7450579387671447e-10,2021-08-31,6m,4
2,eakf_model2,9.535118115027869e-62,2021-08-31,6m,4
3,eakf_model3,0.9999999997254942,2021-08-31,6m,4
0,arima,3.730873814799505e-23,2021-09-30,1m,4
1,eakf_model1,1.3829071518442878e-39,2021-09-30,1m,4
2,eakf_model2,0.9999999999507724,2021-09-30,1m,4
3,eakf_model3,4.922780933262616e-11,2021-09-30,1m,4
