,model_name,weigth,date_forecast,forecast_window
3,eakf_model3,5.7744439819157286e-11,2011-04-30,2m
0,arima,5.7312364949990155e-230,2011-04-30,3m
1,eakf_model1,0.9999999999398969,2011-04-30,3m
2,eakf_model2,8.944407559957169e-44,2011-04-30,3m
3,eakf_model3,6.010335772262287e-11,2011-04-30,3m
0,arima,2.6950203352731906e-206,2011-04-30,4m
1,eakf_model1,0.9999999999614786,2011-04-30,4m
2,eakf_model2,2.0848724997312576e-35,2011-04-30,4m
3,eakf_model3,3.852169519996506e-11,2011-04-30,4m
0,arima,3.534345522511619e-185,2011-04-30,5m
1,eakf_model1,0.999999999971102,2011-04-30,5m
2,eakf_model2,6.3010032980829425e-28,2011-04-30,5m
3,eakf_model3,2.8897982207449127e-11,2011-04-30,5m
0,arima,1.208459265723134e-139,2011-04-30,6m
1,eakf_model1,0.9999999999859632,2011-04-30,6m
2,eakf_model2,1.616494725586564e-18,2011-04-30,6m
3,eakf_model3,1.4036890015048059e-11,2011-04-30,6m
0,arima,3.032e-320,2011-05-31,1m
1,eakf_model1,0.9999999999100296,2011-05-31,1m
2,eakf_model2,1.389307267672324e-27,2011-05-31,1m
3,eakf_model3,8.997041043830834e-11,2011-05-31,1m
0,arima,1.8342182496413988e-230,2011-05-31,2m
1,eakf_model1,0.9999999999345152,2011-05-31,2m
2,eakf_model2,5.546235400688848e-45,2011-05-31,2m
3,eakf_model3,6.548427501252814e-11,2011-05-31,2m
0,arima,3.255742320752661e-246,2011-05-31,3m
1,eakf_model1,0.9999999999326068,2011-05-31,3m
2,eakf_model2,2.498623315221976e-46,2011-05-31,3m
3,eakf_model3,6.739301790931687e-11,2011-05-31,3m
0,arima,3.6806277307353214e-214,2011-05-31,4m
1,eakf_model1,0.9999999999594174,2011-05-31,4m
2,eakf_model2,2.504465063138489e-36,2011-05-31,4m
3,eakf_model3,4.0582371535590557e-11,2011-05-31,4m
0,arima,4.0793913250520985e-187,2011-05-31,5m
1,eakf_model1,0.999999999970394,2011-05-31,5m
2,eakf_model2,4.177212613533097e-28,2011-05-31,5m
3,eakf_model3,2.9605916325056606e-11,2011-05-31,5m
0,arima,4.334977937370306e-136,2011-05-31,6m
1,eakf_model1,0.9999999999867442,2011-05-31,6m
2,eakf_model2,1.192542220093254e-18,2011-05-31,6m
3,eakf_model3,1.3255891507353302e-11,2011-05-31,6m
0,arima,0.0,2011-06-30,1m
1,eakf_model1,0.9999999998882632,2011-06-30,1m
2,eakf_model2,4.598129406632421e-28,2011-06-30,1m
3,eakf_model3,1.1173683282218003e-10,2011-06-30,1m
0,arima,2.8167815565868e-250,2011-06-30,2m
1,eakf_model1,0.9999999999243502,2011-06-30,2m
2,eakf_model2,4.0556840384179877e-48,2011-06-30,2m
3,eakf_model3,7.564975622478892e-11,2011-06-30,2m
0,arima,1.206499326392514e-260,2011-06-30,3m
1,eakf_model1,0.9999999999253734,2011-06-30,3m
2,eakf_model2,9.022612307709992e-49,2011-06-30,3m
3,eakf_model3,7.462648371373014e-11,2011-06-30,3m
0,arima,1.0068793909154459e-226,2011-06-30,4m
1,eakf_model1,0.9999999999548548,2011-06-30,4m
2,eakf_model2,1.1727229960843753e-37,2011-06-30,4m
3,eakf_model3,4.514534766599063e-11,2011-06-30,4m
0,arima,1.4280189233735925e-187,2011-06-30,5m
1,eakf_model1,0.9999999999697716,2011-06-30,5m
2,eakf_model2,2.0288783900100288e-28,2011-06-30,5m
3,eakf_model3,3.0228547522456435e-11,2011-06-30,5m
0,arima,8.063872621778092e-135,2011-06-30,6m
1,eakf_model1,0.9999999999872448,2011-06-30,6m
2,eakf_model2,1.5344999362870425e-18,2011-06-30,6m
3,eakf_model3,1.27553654344916e-11,2011-06-30,6m
0,arima,0.0,2011-07-31,1m
1,eakf_model1,0.9999999998521832,2011-07-31,1m
2,eakf_model2,6.503321464255641e-29,2011-07-31,1m
3,eakf_model3,1.4781619581950158e-10,2011-07-31,1m
0,arima,1.9109601650210297e-261,2011-07-31,2m
1,eakf_model1,0.9999999999166572,2011-07-31,2m
2,eakf_model2,3.0736266296523363e-49,2011-07-31,2m
3,eakf_model3,8.334292780939576e-11,2011-07-31,2m
0,arima,1.2390835042300038e-279,2011-07-31,3m
1,eakf_model1,0.9999999999164784,2011-07-31,3m
2,eakf_model2,4.72299482777421e-52,2011-07-31,3m
3,eakf_model3,8.352136686411238e-11,2011-07-31,3m
0,arima,4.8535900020935455e-239,2011-07-31,4m
1,eakf_model1,0.999999999951639,2011-07-31,4m
2,eakf_model2,4.534274903761055e-39,2011-07-31,4m
3,eakf_model3,4.836065774278392e-11,2011-07-31,4m
0,arima,5.432169261770464e-192,2011-07-31,5m
1,eakf_model1,0.9999999999684832,2011-07-31,5m
2,eakf_model2,7.192672660117064e-29,2011-07-31,5m
3,eakf_model3,3.151640978589493e-11,2011-07-31,5m
0,arima,2.6141505299273583e-132,2011-07-31,6m
1,eakf_model1,0.999999999987456,2011-07-31,6m
2,eakf_model2,1.65666323368745e-18,2011-07-31,6m
3,eakf_model3,1.2544332575724436e-11,2011-07-31,6m
0,arima,0.0,2011-08-31,1m
1,eakf_model1,0.99999999979397,2011-08-31,1m
2,eakf_model2,4.405268395865527e-30,2011-08-31,1m
3,eakf_model3,2.0602979087307257e-10,2011-08-31,1m
0,arima,3.631511078516264e-269,2011-08-31,2m
1,eakf_model1,0.9999999999133252,2011-08-31,2m
2,eakf_model2,3.3164608444346654e-50,2011-08-31,2m
3,eakf_model3,8.667486925799375e-11,2011-08-31,2m
0,arima,9.564368448810691e-286,2011-08-31,3m
1,eakf_model1,0.9999999999113892,2011-08-31,3m
2,eakf_model2,1.4894429095127014e-52,2011-08-31,3m
3,eakf_model3,8.861068095352632e-11,2011-08-31,3m
0,arima,9.753780608566404e-253,2011-08-31,4m
1,eakf_model1,0.9999999999460268,2011-08-31,4m
2,eakf_model2,1.130973483835013e-40,2011-08-31,4m
3,eakf_model3,5.397276724016559e-11,2011-08-31,4m
0,arima,2.2445944316601306e-195,2011-08-31,5m
1,eakf_model1,0.999999999967903,2011-08-31,5m
2,eakf_model2,2.206179426902432e-29,2011-08-31,5m
3,eakf_model3,3.209672293327329e-11,2011-08-31,5m
0,arima,6.061216828258552e-133,2011-08-31,6m
1,eakf_model1,0.9999999999875588,2011-08-31,6m
2,eakf_model2,1.5658824969461016e-18,2011-08-31,6m
3,eakf_model3,1.2441131401271622e-11,2011-08-31,6m
0,arima,0.0,2011-09-30,1m
1,eakf_model1,0.999999999482176,2011-09-30,1m
2,eakf_model2,4.026477534901571e-37,2011-09-30,1m
3,eakf_model3,5.178239588833656e-10,2011-09-30,1m
0,arima,7.212906581912003e-284,2011-09-30,2m
1,eakf_model1,0.9999999999046734,2011-09-30,2m
2,eakf_model2,2.1853605454102306e-52,2011-09-30,2m
3,eakf_model3,9.532695309265493e-11,2011-09-30,2m
0,arima,5.962170031383533e-288,2011-09-30,3m
1,eakf_model1,0.9999999999134004,2011-09-30,3m
2,eakf_model2,7.752060907084197e-53,2011-09-30,3m
3,eakf_model3,8.659977311720989e-11,2011-09-30,3m
0,arima,1.9057236326350955e-261,2011-09-30,4m
1,eakf_model1,0.9999999999446422,2011-09-30,4m
2,eakf_model2,2.8685034609371193e-41,2011-09-30,4m
3,eakf_model3,5.5357892966016094e-11,2011-09-30,4m
0,arima,7.241157762918472e-200,2011-09-30,5m
1,eakf_model1,0.9999999999668728,2011-09-30,5m
2,eakf_model2,4.6323262969192845e-30,2011-09-30,5m
3,eakf_model3,3.3127148365902686e-11,2011-09-30,5m
0,arima,2.6918038889119503e-132,2011-09-30,6m
1,eakf_model1,0.9999999999876528,2011-09-30,6m
2,eakf_model2,1.4063059215639692e-18,2011-09-30,6m
3,eakf_model3,1.2347271805963043e-11,2011-09-30,6m
0,arima,0.0,2011-10-31,1m
1,eakf_model1,0.9999999992515266,2011-10-31,1m
2,eakf_model2,3.779106228307879e-41,2011-10-31,1m
3,eakf_model3,7.484726903873998e-10,2011-10-31,1m
0,arima,0.0,2011-10-31,2m
1,eakf_model1,0.9999999998457269,2011-10-31,2m
2,eakf_model2,7.781813399807682e-60,2011-10-31,2m
3,eakf_model3,1.5427296705489107e-10,2011-10-31,2m
0,arima,4.433074806436202e-301,2011-10-31,3m
1,eakf_model1,0.9999999999069996,2011-10-31,3m
2,eakf_model2,5.010388554429333e-55,2011-10-31,3m
3,eakf_model3,9.300069604379509e-11,2011-10-31,3m
0,arima,2.674295171368908e-267,2011-10-31,4m
1,eakf_model1,0.9999999999421246,2011-10-31,4m
2,eakf_model2,1.0974893118010223e-41,2011-10-31,4m
3,eakf_model3,5.787494951153296e-11,2011-10-31,4m
0,arima,2.1952604788881127e-198,2011-10-31,5m
1,eakf_model1,0.9999999999672482,2011-10-31,5m
2,eakf_model2,1.2088523250714301e-29,2011-10-31,5m
3,eakf_model3,3.2752135033456355e-11,2011-10-31,5m
0,arima,2.3337405784817712e-132,2011-10-31,6m
1,eakf_model1,0.9999999999874368,2011-10-31,6m
2,eakf_model2,1.0183489369913096e-18,2011-10-31,6m
3,eakf_model3,1.2563122399912052e-11,2011-10-31,6m
0,arima,0.0,2011-11-30,1m
1,eakf_model1,0.99999999886955,2011-11-30,1m
2,eakf_model2,2.254505899814385e-46,2011-11-30,1m
3,eakf_model3,1.1304501727904395e-09,2011-11-30,1m
0,arima,0.0,2011-11-30,2m
1,eakf_model1,0.9999999997902596,2011-11-30,2m
2,eakf_model2,4.27179289494868e-65,2011-11-30,2m
3,eakf_model3,2.0973989113347367e-10,2011-11-30,2m
0,arima,0.0,2011-11-30,3m
1,eakf_model1,0.9999999998434412,2011-11-30,3m
2,eakf_model2,2.783916303700351e-64,2011-11-30,3m
3,eakf_model3,1.565586140758891e-10,2011-11-30,3m
0,arima,1.255768307358435e-280,2011-11-30,4m
1,eakf_model1,0.9999999999389524,2011-11-30,4m
2,eakf_model2,3.3542824427808997e-43,2011-11-30,4m
3,eakf_model3,6.104750640184821e-11,2011-11-30,4m
0,arima,2.5916459993475747e-195,2011-11-30,5m
1,eakf_model1,0.9999999999684732,2011-11-30,5m
2,eakf_model2,3.339400921161906e-29,2011-11-30,5m
3,eakf_model3,3.152664208351714e-11,2011-11-30,5m
0,arima,6.383313570989474e-130,2011-11-30,6m
1,eakf_model1,0.9999999999884932,2011-11-30,6m
2,eakf_model2,2.539218147774984e-18,2011-11-30,6m
3,eakf_model3,1.1506826689072452e-11,2011-11-30,6m
0,arima,0.0,2011-12-31,1m
1,eakf_model1,0.9999999993799296,2011-12-31,1m
2,eakf_model2,4.485014360533324e-37,2011-12-31,1m
3,eakf_model3,6.200704709350533e-10,2011-12-31,1m
0,arima,0.0,2011-12-31,2m
1,eakf_model1,0.9999999996730904,2011-12-31,2m
2,eakf_model2,2.1882091352719911e-75,2011-12-31,2m
3,eakf_model3,3.269094666181433e-10,2011-12-31,2m
0,arima,0.0,2011-12-31,3m
1,eakf_model1,0.9999999998058792,2011-12-31,3m
2,eakf_model2,1.2695732391151751e-67,2011-12-31,3m
3,eakf_model3,1.941205752186491e-10,2011-12-31,3m
0,arima,0.0,2011-12-31,4m
1,eakf_model1,0.9999999999121936,2011-12-31,4m
2,eakf_model2,5.144855924478677e-47,2011-12-31,4m
3,eakf_model3,8.780630888978537e-11,2011-12-31,4m
0,arima,4.733833386073092e-197,2011-12-31,5m
1,eakf_model1,0.9999999999689846,2011-12-31,5m
2,eakf_model2,1.6729633642120688e-29,2011-12-31,5m
3,eakf_model3,3.101582564741564e-11,2011-12-31,5m
0,arima,3.2546645008644445e-126,2011-12-31,6m
1,eakf_model1,0.9999999999886188,2011-12-31,6m
2,eakf_model2,7.174971731178269e-18,2011-12-31,6m
3,eakf_model3,1.13813533685033e-11,2011-12-31,6m
0,arima,0.0,2012-01-31,1m
1,eakf_model1,0.9999999996629524,2012-01-31,1m
2,eakf_model2,1.811436937361858e-28,2012-01-31,1m
3,eakf_model3,3.370471929946901e-10,2012-01-31,1m
0,arima,0.0,2012-01-31,2m
1,eakf_model1,0.9999999997614202,2012-01-31,2m
2,eakf_model2,1.49489979212229e-65,2012-01-31,2m
3,eakf_model3,2.3857938426518565e-10,2012-01-31,2m
0,arima,0.0,2012-01-31,3m
1,eakf_model1,0.9999999997799608,2012-01-31,3m
2,eakf_model2,1.075370415683406e-69,2012-01-31,3m
3,eakf_model3,2.2003955819888975e-10,2012-01-31,3m
0,arima,0.0,2012-01-31,4m
1,eakf_model1,0.9999999999026138,2012-01-31,4m
2,eakf_model2,1.4943094457872442e-47,2012-01-31,4m
3,eakf_model3,9.738574884365464e-11,2012-01-31,4m
0,arima,4.13125307331298e-218,2012-01-31,5m
1,eakf_model1,0.999999999960446,2012-01-31,5m
2,eakf_model2,2.3545118439636633e-30,2012-01-31,5m
3,eakf_model3,3.955354659839246e-11,2012-01-31,5m
0,arima,6.768877108357485e-125,2012-01-31,6m
1,eakf_model1,0.9999999999891735,2012-01-31,6m
2,eakf_model2,8.02895871846665e-18,2012-01-31,6m
3,eakf_model3,1.082659932457323e-11,2012-01-31,6m
0,arima,0.0,2012-02-29,1m
1,eakf_model1,0.9999999998089826,2012-02-29,1m
2,eakf_model2,1.4941254231979486e-23,2012-02-29,1m
3,eakf_model3,1.9101737682837487e-10,2012-02-29,1m
0,arima,0.0,2012-02-29,2m
1,eakf_model1,0.9999999998315608,2012-02-29,2m
2,eakf_model2,3.6993955285825697e-56,2012-02-29,2m
3,eakf_model3,1.6843898945513302e-10,2012-02-29,2m
0,arima,0.0,2012-02-29,3m
1,eakf_model1,0.999999999820256,2012-02-29,3m
2,eakf_model2,2.3681014152456817e-63,2012-02-29,3m
3,eakf_model3,1.7974413136770459e-10,2012-02-29,3m
0,arima,0.0,2012-02-29,4m
1,eakf_model1,0.9999999998998648,2012-02-29,4m
2,eakf_model2,4.203836373144721e-47,2012-02-29,4m
3,eakf_model3,1.0013489043394519e-10,2012-02-29,4m
0,arima,2.8324347608613047e-227,2012-02-29,5m
1,eakf_model1,0.9999999999596612,2012-02-29,5m
2,eakf_model2,3.2603654053127814e-30,2012-02-29,5m
3,eakf_model3,4.033834066555688e-11,2012-02-29,5m
0,arima,2.8643268091861677e-133,2012-02-29,6m
1,eakf_model1,0.9999999999881408,2012-02-29,6m
2,eakf_model2,9.096990035563027e-18,2012-02-29,6m
3,eakf_model3,1.1859111757081132e-11,2012-02-29,6m
0,arima,0.0,2012-03-31,1m
1,eakf_model1,0.9999999998686688,2012-03-31,1m
2,eakf_model2,3.99318123443013e-21,2012-03-31,1m
3,eakf_model3,1.3133167577262838e-10,2012-03-31,1m
0,arima,0.0,2012-03-31,2m
1,eakf_model1,0.999999999882809,2012-03-31,2m
2,eakf_model2,1.6962819386550015e-48,2012-03-31,2m
3,eakf_model3,1.1719120210585895e-10,2012-03-31,2m
0,arima,0.0,2012-03-31,3m
1,eakf_model1,0.9999999998595868,2012-03-31,3m
2,eakf_model2,3.377230846698423e-56,2012-03-31,3m
3,eakf_model3,1.4041353451732384e-10,2012-03-31,3m
0,arima,0.0,2012-03-31,4m
1,eakf_model1,0.9999999999176178,2012-03-31,4m
2,eakf_model2,8.785751562510095e-43,2012-03-31,4m
3,eakf_model3,8.23820475463533e-11,2012-03-31,4m
0,arima,2.1501283331714222e-229,2012-03-31,5m
1,eakf_model1,0.999999999960156,2012-03-31,5m
2,eakf_model2,2.591623808704559e-29,2012-03-31,5m
3,eakf_model3,3.9844531634756986e-11,2012-03-31,5m
0,arima,8.945644181278767e-135,2012-03-31,6m
1,eakf_model1,0.9999999999881952,2012-03-31,6m
2,eakf_model2,2.633089970667844e-17,2012-03-31,6m
3,eakf_model3,1.1804463655298995e-11,2012-03-31,6m
0,arima,0.0,2012-04-30,1m
1,eakf_model1,0.9999999999052736,2012-04-30,1m
2,eakf_model2,1.3606976654933908e-18,2012-04-30,1m
3,eakf_model3,9.472650054512088e-11,2012-04-30,1m
0,arima,3.05163210346052e-309,2012-04-30,2m
1,eakf_model1,0.9999999999070448,2012-04-30,2m
2,eakf_model2,6.710876097362276e-44,2012-04-30,2m
3,eakf_model3,9.29553957768427e-11,2012-04-30,2m
0,arima,0.0,2012-04-30,3m
1,eakf_model1,0.9999999998955048,2012-04-30,3m
2,eakf_model2,1.9908016307155208e-49,2012-04-30,3m
3,eakf_model3,1.0449559763699818e-10,2012-04-30,3m
0,arima,2.979313141517908e-300,2012-04-30,4m
1,eakf_model1,0.999999999935805,2012-04-30,4m
2,eakf_model2,5.179026948635666e-38,2012-04-30,4m
3,eakf_model3,6.419457778395904e-11,2012-04-30,4m
0,arima,2.0901653304348486e-216,2012-04-30,5m
1,eakf_model1,0.9999999999654848,2012-04-30,5m
2,eakf_model2,2.930008098184725e-27,2012-04-30,5m
3,eakf_model3,3.4515096471425696e-11,2012-04-30,5m
0,arima,2.52150857498874e-133,2012-04-30,6m
1,eakf_model1,0.9999999999886672,2012-04-30,6m
2,eakf_model2,1.304352555145187e-16,2012-04-30,6m
3,eakf_model3,1.1332831237464755e-11,2012-04-30,6m
0,arima,0.0,2012-05-31,1m
1,eakf_model1,0.9999999999218264,2012-05-31,1m
2,eakf_model2,3.900411374202768e-17,2012-05-31,1m
3,eakf_model3,7.817352349351124e-11,2012-05-31,1m
0,arima,5.473995413341351e-283,2012-05-31,2m
1,eakf_model1,0.9999999999264956,2012-05-31,2m
2,eakf_model2,2.0210507823300567e-39,2012-05-31,2m
3,eakf_model3,7.350445727642894e-11,2012-05-31,2m
0,arima,3.7045e-320,2012-05-31,3m
1,eakf_model1,0.9999999999126192,2012-05-31,3m
2,eakf_model2,1.0220622072695421e-45,2012-05-31,3m
3,eakf_model3,8.738096511507102e-11,2012-05-31,3m
0,arima,6.356971088148922e-269,2012-05-31,4m
1,eakf_model1,0.99999999995182,2012-05-31,4m
2,eakf_model2,5.337824739950033e-34,2012-05-31,4m
3,eakf_model3,4.8180107903917046e-11,2012-05-31,4m
0,arima,5.295614210701456e-202,2012-05-31,5m
1,eakf_model1,0.9999999999713436,2012-05-31,5m
2,eakf_model2,5.601992883244319e-25,2012-05-31,5m
3,eakf_model3,2.8656003288414467e-11,2012-05-31,5m
0,arima,7.89642962467596e-129,2012-05-31,6m
1,eakf_model1,0.9999999999894116,2012-05-31,6m
2,eakf_model2,8.287864903271218e-16,2012-05-31,6m
3,eakf_model3,1.0588039283704432e-11,2012-05-31,6m
0,arima,2.0995809877589022e-305,2012-06-30,1m
1,eakf_model1,0.9999999999421948,2012-06-30,1m
2,eakf_model2,1.963178147474033e-15,2012-06-30,1m
3,eakf_model3,5.7802787456796047e-11,2012-06-30,1m
0,arima,3.824092637389127e-265,2012-06-30,2m
1,eakf_model1,0.9999999999388708,2012-06-30,2m
2,eakf_model2,2.9164817513036157e-36,2012-06-30,2m
3,eakf_model3,6.112951461371509e-11,2012-06-30,2m
0,arima,3.7093996745993e-311,2012-06-30,3m
1,eakf_model1,0.9999999999198694,2012-06-30,3m
2,eakf_model2,2.7379400359487552e-43,2012-06-30,3m
3,eakf_model3,8.013037288094673e-11,2012-06-30,3m
0,arima,2.806732208710278e-262,2012-06-30,4m
1,eakf_model1,0.99999999995444,2012-06-30,4m
2,eakf_model2,7.385430003274722e-33,2012-06-30,4m
3,eakf_model3,4.556005536573462e-11,2012-06-30,4m
0,arima,3.7063019311865535e-187,2012-06-30,5m
1,eakf_model1,0.999999999976462,2012-06-30,5m
2,eakf_model2,4.8818295522246986e-23,2012-06-30,5m
3,eakf_model3,2.3538078232520928e-11,2012-06-30,5m
0,arima,8.289473921896394e-124,2012-06-30,6m
1,eakf_model1,0.9999999999904186,2012-06-30,6m
2,eakf_model2,6.416843822428138e-15,2012-06-30,6m
3,eakf_model3,9.574932078001128e-12,2012-06-30,6m
0,arima,0.0,2012-07-31,1m
1,eakf_model1,0.9999999999195668,2012-07-31,1m
2,eakf_model2,1.2718487024914484e-16,2012-07-31,1m
3,eakf_model3,8.043266340465353e-11,2012-07-31,1m
0,arima,5.7123565621458275e-242,2012-07-31,2m
1,eakf_model1,0.999999999950458,2012-07-31,2m
2,eakf_model2,1.5137175052827032e-32,2012-07-31,2m
3,eakf_model3,4.954205806181441e-11,2012-07-31,2m
0,arima,8.335469048923842e-308,2012-07-31,3m
1,eakf_model1,0.9999999999234898,2012-07-31,3m
2,eakf_model2,7.1692711023804e-42,2012-07-31,3m
3,eakf_model3,7.651018930669293e-11,2012-07-31,3m
0,arima,9.756021398249305e-266,2012-07-31,4m
1,eakf_model1,0.9999999999538396,2012-07-31,4m
2,eakf_model2,1.761508021929315e-32,2012-07-31,4m
3,eakf_model3,4.616036921894634e-11,2012-07-31,4m
0,arima,9.001736514318703e-188,2012-07-31,5m
1,eakf_model1,0.9999999999763566,2012-07-31,5m
2,eakf_model2,7.592635837618622e-23,2012-07-31,5m
3,eakf_model3,2.364371719425041e-11,2012-07-31,5m
0,arima,1.3857809230894825e-118,2012-07-31,6m
1,eakf_model1,0.9999999999915584,2012-07-31,6m
2,eakf_model2,3.271564786024277e-14,2012-07-31,6m
3,eakf_model3,8.408957700769702e-12,2012-07-31,6m
0,arima,0.0,2012-08-31,1m
1,eakf_model1,0.9999999998683826,2012-08-31,1m
2,eakf_model2,7.190845041649948e-19,2012-08-31,1m
3,eakf_model3,1.3161732469057979e-10,2012-08-31,1m
0,arima,2.7633768214256704e-294,2012-08-31,2m
1,eakf_model1,0.9999999999239916,2012-08-31,2m
2,eakf_model2,1.2579671924858031e-37,2012-08-31,2m
3,eakf_model3,7.600833179488437e-11,2012-08-31,2m
0,arima,7.52751797453981e-299,2012-08-31,3m
1,eakf_model1,0.9999999999318584,2012-08-31,3m
2,eakf_model2,1.6706312475330235e-39,2012-08-31,3m
3,eakf_model3,6.814139207503809e-11,2012-08-31,3m
0,arima,3.8943452750693936e-274,2012-08-31,4m
1,eakf_model1,0.99999999995268,2012-08-31,4m
2,eakf_model2,7.842536487427332e-33,2012-08-31,4m
3,eakf_model3,4.7319736912009975e-11,2012-08-31,4m
0,arima,9.508968263580205e-199,2012-08-31,5m
1,eakf_model1,0.9999999999738324,2012-08-31,5m
2,eakf_model2,1.0992931480506213e-23,2012-08-31,5m
3,eakf_model3,2.616770656214582e-11,2012-08-31,5m
0,arima,2.1101133345871758e-122,2012-08-31,6m
1,eakf_model1,0.9999999999910976,2012-08-31,6m
2,eakf_model2,1.6937177296595685e-14,2012-08-31,6m
3,eakf_model3,8.885518264708409e-12,2012-08-31,6m
0,arima,0.0,2012-09-30,1m
1,eakf_model1,0.9999999995342504,2012-09-30,1m
2,eakf_model2,4.520673607255559e-27,2012-09-30,1m
3,eakf_model3,4.657499574118376e-10,2012-09-30,1m
0,arima,0.0,2012-09-30,2m
1,eakf_model1,0.9999999998708377,2012-09-30,2m
2,eakf_model2,1.2450716029144741e-44,2012-09-30,2m
3,eakf_model3,1.2916225685378556e-10,2012-09-30,2m
0,arima,0.0,2012-09-30,3m
1,eakf_model1,0.9999999998784904,2012-09-30,3m
2,eakf_model2,2.603588266218482e-48,2012-09-30,3m
3,eakf_model3,1.2150924126692032e-10,2012-09-30,3m
0,arima,2.1760636389217262e-278,2012-09-30,4m
1,eakf_model1,0.9999999999516044,2012-09-30,4m
2,eakf_model2,2.587530139909441e-32,2012-09-30,4m
3,eakf_model3,4.83958630593963e-11,2012-09-30,4m
0,arima,1.595511827806344e-213,2012-09-30,5m
1,eakf_model1,0.9999999999700842,2012-09-30,5m
2,eakf_model2,4.832572886921483e-25,2012-09-30,5m
3,eakf_model3,2.991598959982992e-11,2012-09-30,5m
0,arima,1.185187748232502e-130,2012-09-30,6m
1,eakf_model1,0.9999999999897504,2012-09-30,6m
2,eakf_model2,3.856266881365585e-15,2012-09-30,6m
3,eakf_model3,1.0245460448376666e-11,2012-09-30,6m
0,arima,0.0,2012-10-31,1m
1,eakf_model1,0.9999999905280084,2012-10-31,1m
2,eakf_model2,2.50361535810108e-71,2012-10-31,1m
3,eakf_model3,9.471991831517316e-09,2012-10-31,1m
0,arima,0.0,2012-10-31,2m
1,eakf_model1,0.9999999996294464,2012-10-31,2m
2,eakf_model2,6.2422144843340505e-65,2012-10-31,2m
3,eakf_model3,3.7055380215523656e-10,2012-10-31,2m
0,arima,0.0,2012-10-31,3m
1,eakf_model1,0.9999999997772052,2012-10-31,3m
2,eakf_model2,1.728780854251868e-60,2012-10-31,3m
3,eakf_model3,2.2279474636735962e-10,2012-10-31,3m
0,arima,0.0,2012-10-31,4m
1,eakf_model1,0.9999999999204372,2012-10-31,4m
2,eakf_model2,2.382588075467077e-38,2012-10-31,4m
3,eakf_model3,7.95625549669887e-11,2012-10-31,4m
0,arima,5.685966844626287e-231,2012-10-31,5m
1,eakf_model1,0.9999999999643786,2012-10-31,5m
2,eakf_model2,3.2902065277819995e-26,2012-10-31,5m
3,eakf_model3,3.5621463917803735e-11,2012-10-31,5m
0,arima,9.890960639812089e-141,2012-10-31,6m
1,eakf_model1,0.999999999988516,2012-10-31,6m
2,eakf_model2,4.2156483570503956e-16,2012-10-31,6m
3,eakf_model3,1.1483847629075563e-11,2012-10-31,6m
0,arima,0.0,2012-11-30,1m
1,eakf_model1,0.9329892831259232,2012-11-30,1m
2,eakf_model2,2.0108200620687864e-32,2012-11-30,1m
3,eakf_model3,0.0670107168740768,2012-11-30,1m
0,arima,0.0,2012-11-30,2m
1,eakf_model1,0.9999999960339976,2012-11-30,2m
2,eakf_model2,4.985248975585112e-159,2012-11-30,2m
3,eakf_model3,3.966002572824687e-09,2012-11-30,2m
0,arima,0.0,2012-11-30,3m
1,eakf_model1,0.9999999993192012,2012-11-30,3m
2,eakf_model2,4.682117635999261e-92,2012-11-30,3m
3,eakf_model3,6.807987955957307e-10,2012-11-30,3m
0,arima,0.0,2012-11-30,4m
1,eakf_model1,0.9999999998691882,2012-11-30,4m
2,eakf_model2,3.2768455340373974e-46,2012-11-30,4m
3,eakf_model3,1.3081203027976508e-10,2012-11-30,4m
0,arima,5.644188344816816e-279,2012-11-30,5m
1,eakf_model1,0.9999999999451092,2012-11-30,5m
2,eakf_model2,1.401688028442243e-30,2012-11-30,5m
3,eakf_model3,5.48909784160558e-11,2012-11-30,5m
0,arima,1.6059405730797974e-152,2012-11-30,6m
1,eakf_model1,0.9999999999859585,2012-11-30,6m
2,eakf_model2,6.900850469600887e-17,2012-11-30,6m
3,eakf_model3,1.4041550442205332e-11,2012-11-30,6m
0,arima,0.0,2012-12-31,1m
1,eakf_model1,0.9999999858967148,2012-12-31,1m
2,eakf_model2,3.943680343275002e-86,2012-12-31,1m
3,eakf_model3,1.410328441519745e-08,2012-12-31,1m
0,arima,0.0,2012-12-31,2m
1,eakf_model1,0.9999999974321152,2012-12-31,2m
2,eakf_model2,8.638792736947611e-134,2012-12-31,2m
3,eakf_model3,2.567884852173191e-09,2012-12-31,2m
0,arima,0.0,2012-12-31,3m
1,eakf_model1,0.9999999982144148,2012-12-31,3m
2,eakf_model2,5.224883304409917e-132,2012-12-31,3m
3,eakf_model3,1.7855853786789236e-09,2012-12-31,3m
0,arima,0.0,2012-12-31,4m
1,eakf_model1,0.9999999996965068,2012-12-31,4m
2,eakf_model2,3.833346357376168e-63,2012-12-31,4m
3,eakf_model3,3.034935459079203e-10,2012-12-31,4m
0,arima,5.166643863e-314,2012-12-31,5m
1,eakf_model1,0.99999999992662,2012-12-31,5m
2,eakf_model2,3.1456633871912945e-33,2012-12-31,5m
3,eakf_model3,7.338040488630858e-11,2012-12-31,5m
0,arima,8.375855201547233e-165,2012-12-31,6m
1,eakf_model1,0.9999999999836828,2012-12-31,6m
2,eakf_model2,1.0517721057282897e-17,2012-12-31,6m
3,eakf_model3,1.6317289820971637e-11,2012-12-31,6m
0,arima,0.0,2013-01-31,1m
