,model_name,weigth,date_forecast,forecast_window
3,eakf_model3,2.242960315000532e-11,2014-10-31,4m
0,arima,1.801431329143178e-117,2014-10-31,5m
1,eakf_model1,0.9999999999877012,2014-10-31,5m
2,eakf_model2,1.3784294388487954e-22,2014-10-31,5m
3,eakf_model3,1.2298947073277544e-11,2014-10-31,5m
0,arima,6.18211810788565e-92,2014-10-31,6m
1,eakf_model1,0.9999999999932738,2014-10-31,6m
2,eakf_model2,1.917781143886133e-16,2014-10-31,6m
3,eakf_model3,6.725878084853005e-12,2014-10-31,6m
0,arima,2.4186485107351587e-261,2014-11-30,1m
1,eakf_model1,0.999999999940985,2014-11-30,1m
2,eakf_model2,7.562356593667e-27,2014-11-30,1m
3,eakf_model3,5.901440390205426e-11,2014-11-30,1m
0,arima,1.5856943804370936e-194,2014-11-30,2m
1,eakf_model1,0.9999999999601146,2014-11-30,2m
2,eakf_model2,1.0412851708027375e-38,2014-11-30,2m
3,eakf_model3,3.9885571669718647e-11,2014-11-30,2m
0,arima,5.456222101012284e-223,2014-11-30,3m
1,eakf_model1,0.999999999950359,2014-11-30,3m
2,eakf_model2,1.5777739117588578e-42,2014-11-30,3m
3,eakf_model3,4.964093279098371e-11,2014-11-30,3m
0,arima,1.6699474299687124e-166,2014-11-30,4m
1,eakf_model1,0.9999999999755558,2014-11-30,4m
2,eakf_model2,1.1090798204848494e-30,2014-11-30,4m
3,eakf_model3,2.444422455299864e-11,2014-11-30,4m
0,arima,1.7687835208429534e-123,2014-11-30,5m
1,eakf_model1,0.999999999986046,2014-11-30,5m
2,eakf_model2,4.799749139595741e-23,2014-11-30,5m
3,eakf_model3,1.3954110413937824e-11,2014-11-30,5m
0,arima,1.859516012150357e-95,2014-11-30,6m
1,eakf_model1,0.9999999999928596,2014-11-30,6m
2,eakf_model2,1.4860341634657643e-16,2014-11-30,6m
3,eakf_model3,7.140025196369647e-12,2014-11-30,6m
0,arima,5.616060908172076e-279,2014-12-31,1m
1,eakf_model1,0.9999999999291208,2014-12-31,1m
2,eakf_model2,8.142898227778488e-28,2014-12-31,1m
3,eakf_model3,7.087859029117412e-11,2014-12-31,1m
0,arima,3.1147843411039053e-202,2014-12-31,2m
1,eakf_model1,0.999999999956388,2014-12-31,2m
2,eakf_model2,4.6844211284554544e-39,2014-12-31,2m
3,eakf_model3,4.3611626812042594e-11,2014-12-31,2m
0,arima,4.7935762138515055e-236,2014-12-31,3m
1,eakf_model1,0.9999999999425828,2014-12-31,3m
2,eakf_model2,9.250558936009733e-44,2014-12-31,3m
3,eakf_model3,5.7417339096166056e-11,2014-12-31,3m
0,arima,1.8715283393485878e-174,2014-12-31,4m
1,eakf_model1,0.9999999999726082,2014-12-31,4m
2,eakf_model2,4.1228786722985715e-31,2014-12-31,4m
3,eakf_model3,2.739176658332361e-11,2014-12-31,4m
0,arima,8.983164349121885e-129,2014-12-31,5m
1,eakf_model1,0.999999999984638,2014-12-31,5m
2,eakf_model2,3.6951029116422736e-23,2014-12-31,5m
3,eakf_model3,1.536187753378605e-11,2014-12-31,5m
0,arima,2.1049548725117555e-100,2014-12-31,6m
1,eakf_model1,0.9999999999922946,2014-12-31,6m
2,eakf_model2,8.086752222768475e-17,2014-12-31,6m
3,eakf_model3,7.704738401706899e-12,2014-12-31,6m
0,arima,2.8568620555386688e-289,2015-01-31,1m
1,eakf_model1,0.99999999992623,2015-01-31,1m
2,eakf_model2,3.3831598151175548e-28,2015-01-31,1m
3,eakf_model3,7.376980061443549e-11,2015-01-31,1m
0,arima,2.10642734470646e-224,2015-01-31,2m
1,eakf_model1,0.9999999999448403,2015-01-31,2m
2,eakf_model2,1.42994668165535e-41,2015-01-31,2m
3,eakf_model3,5.515928719425232e-11,2015-01-31,2m
0,arima,7.432826657023894e-250,2015-01-31,3m
1,eakf_model1,0.9999999999356634,2015-01-31,3m
2,eakf_model2,9.752797207870633e-45,2015-01-31,3m
3,eakf_model3,6.4336204454169e-11,2015-01-31,3m
0,arima,5.5974405152508666e-179,2015-01-31,4m
1,eakf_model1,0.9999999999710336,2015-01-31,4m
2,eakf_model2,3.603843825724797e-31,2015-01-31,4m
3,eakf_model3,2.8966815858840664e-11,2015-01-31,4m
0,arima,3.622838530897678e-134,2015-01-31,5m
1,eakf_model1,0.9999999999834616,2015-01-31,5m
2,eakf_model2,2.5867625216806853e-23,2015-01-31,5m
3,eakf_model3,1.6538534054628428e-11,2015-01-31,5m
0,arima,8.171693044602037e-105,2015-01-31,6m
1,eakf_model1,0.9999999999907524,2015-01-31,6m
2,eakf_model2,7.956200759395612e-17,2015-01-31,6m
3,eakf_model3,9.247498698433429e-12,2015-01-31,6m
0,arima,7.227348031531005e-308,2015-02-28,1m
1,eakf_model1,0.9999999999120172,2015-02-28,1m
2,eakf_model2,2.6922045828909414e-29,2015-02-28,1m
3,eakf_model3,8.798263696486105e-11,2015-02-28,1m
0,arima,5.550311782141286e-248,2015-02-28,2m
1,eakf_model1,0.9999999999293804,2015-02-28,2m
2,eakf_model2,4.115798575209535e-44,2015-02-28,2m
3,eakf_model3,7.061945883486036e-11,2015-02-28,2m
0,arima,3.4776622049233867e-286,2015-02-28,3m
1,eakf_model1,0.9999999999130512,2015-02-28,3m
2,eakf_model2,6.8228252009955045e-49,2015-02-28,3m
3,eakf_model3,8.694867647828345e-11,2015-02-28,3m
0,arima,1.6704547145203427e-184,2015-02-28,4m
1,eakf_model1,0.999999999969938,2015-02-28,4m
2,eakf_model2,2.212297504336864e-31,2015-02-28,4m
3,eakf_model3,3.0061267486821865e-11,2015-02-28,4m
0,arima,1.2396397757849015e-137,2015-02-28,5m
1,eakf_model1,0.999999999982512,2015-02-28,5m
2,eakf_model2,2.6522340673063083e-23,2015-02-28,5m
3,eakf_model3,1.7488598692920185e-11,2015-02-28,5m
0,arima,7.166588393288138e-110,2015-02-28,6m
1,eakf_model1,0.9999999999904536,2015-02-28,6m
2,eakf_model2,6.017118811555132e-17,2015-02-28,6m
3,eakf_model3,9.546123847338878e-12,2015-02-28,6m
0,arima,0.0,2015-03-31,1m
1,eakf_model1,0.9999999999014406,2015-03-31,1m
2,eakf_model2,5.004379721448811e-30,2015-03-31,1m
3,eakf_model3,9.855965103447415e-11,2015-03-31,1m
0,arima,8.367779410648449e-271,2015-03-31,2m
1,eakf_model1,0.9999999999161652,2015-03-31,2m
2,eakf_model2,1.66852081664647e-46,2015-03-31,2m
3,eakf_model3,8.383547404600067e-11,2015-03-31,2m
0,arima,0.0,2015-03-31,3m
1,eakf_model1,0.999999999880249,2015-03-31,3m
2,eakf_model2,1.0013682352332577e-53,2015-03-31,3m
3,eakf_model3,1.1975033374691939e-10,2015-03-31,3m
0,arima,1.5315058072086229e-195,2015-03-31,4m
1,eakf_model1,0.9999999999642728,2015-03-31,4m
2,eakf_model2,3.172333655953399e-32,2015-03-31,4m
3,eakf_model3,3.5726790033400097e-11,2015-03-31,4m
0,arima,2.206666193456228e-142,2015-03-31,5m
1,eakf_model1,0.9999999999815362,2015-03-31,5m
2,eakf_model2,1.81950027650958e-23,2015-03-31,5m
3,eakf_model3,1.846336936271017e-11,2015-03-31,5m
0,arima,2.9920531708802153e-113,2015-03-31,6m
1,eakf_model1,0.9999999999895168,2015-03-31,6m
2,eakf_model2,5.6478099856098e-17,2015-03-31,6m
3,eakf_model3,1.048325203341033e-11,2015-03-31,6m
0,arima,0.0,2015-04-30,1m
1,eakf_model1,0.9999999998953196,2015-04-30,1m
2,eakf_model2,1.997021713908537e-30,2015-04-30,1m
3,eakf_model3,1.0468028954341187e-10,2015-04-30,1m
0,arima,1.0918756029564806e-290,2015-04-30,2m
1,eakf_model1,0.999999999900005,2015-04-30,2m
2,eakf_model2,2.0583599344093222e-48,2015-04-30,2m
3,eakf_model3,9.999516653424488e-11,2015-04-30,2m
0,arima,0.0,2015-04-30,3m
1,eakf_model1,0.999999999841265,2015-04-30,3m
2,eakf_model2,5.8538813183283654e-58,2015-04-30,3m
3,eakf_model3,1.5873440450634234e-10,2015-04-30,3m
0,arima,1.1477778085355875e-206,2015-04-30,4m
1,eakf_model1,0.9999999999608636,2015-04-30,4m
2,eakf_model2,6.096939169267776e-33,2015-04-30,4m
3,eakf_model3,3.9136291722572875e-11,2015-04-30,4m
0,arima,3.1486275135376245e-150,2015-04-30,5m
1,eakf_model1,0.9999999999790166,2015-04-30,5m
2,eakf_model2,6.824666889934751e-24,2015-04-30,5m
3,eakf_model3,2.0983352823713205e-11,2015-04-30,5m
0,arima,6.23843070269629e-118,2015-04-30,6m
1,eakf_model1,0.9999999999886132,2015-04-30,6m
2,eakf_model2,4.3687585236341215e-17,2015-04-30,6m
3,eakf_model3,1.1386331504311783e-11,2015-04-30,6m
0,arima,0.0,2015-05-31,1m
1,eakf_model1,0.999999999882582,2015-05-31,1m
2,eakf_model2,3.384813255987588e-31,2015-05-31,1m
3,eakf_model3,1.1741788292557822e-10,2015-05-31,1m
0,arima,1.1452186e-316,2015-05-31,2m
1,eakf_model1,0.9999999998792342,2015-05-31,2m
2,eakf_model2,7.260507337025329e-51,2015-05-31,2m
3,eakf_model3,1.2076570902637552e-10,2015-05-31,2m
0,arima,0.0,2015-05-31,3m
1,eakf_model1,0.9999999997877768,2015-05-31,3m
2,eakf_model2,7.257413071669225e-64,2015-05-31,3m
3,eakf_model3,2.122234682438832e-10,2015-05-31,3m
0,arima,5.903343585175288e-216,2015-05-31,4m
1,eakf_model1,0.9999999999556948,2015-05-31,4m
2,eakf_model2,2.05577132832507e-33,2015-05-31,4m
3,eakf_model3,4.430536256684659e-11,2015-05-31,4m
0,arima,7.1792946417566385e-158,2015-05-31,5m
1,eakf_model1,0.9999999999768572,2015-05-31,5m
2,eakf_model2,3.16030693450108e-24,2015-05-31,5m
3,eakf_model3,2.3142799298132104e-11,2015-05-31,5m
0,arima,1.218468180243244e-124,2015-05-31,6m
1,eakf_model1,0.9999999999872176,2015-05-31,6m
2,eakf_model2,2.6529097342426894e-17,2015-05-31,6m
3,eakf_model3,1.2782754366557872e-11,2015-05-31,6m
0,arima,0.0,2015-06-30,1m
1,eakf_model1,0.9999999998666732,2015-06-30,1m
2,eakf_model2,7.830255340066333e-33,2015-06-30,1m
3,eakf_model3,1.3332714267723938e-10,2015-06-30,1m
0,arima,0.0,2015-06-30,2m
1,eakf_model1,0.9999999998588188,2015-06-30,2m
2,eakf_model2,3.6393345897064927e-53,2015-06-30,2m
3,eakf_model3,1.4118187341228552e-10,2015-06-30,2m
0,arima,0.0,2015-06-30,3m
1,eakf_model1,0.9999999996910254,2015-06-30,3m
2,eakf_model2,2.1442695631825165e-71,2015-06-30,3m
3,eakf_model3,3.0897443529616083e-10,2015-06-30,3m
0,arima,1.107937109025144e-225,2015-06-30,4m
1,eakf_model1,0.9999999999504676,2015-06-30,4m
2,eakf_model2,6.4951918865303285e-34,2015-06-30,4m
3,eakf_model3,4.9532363661107234e-11,2015-06-30,4m
0,arima,6.261478597207972e-165,2015-06-30,5m
1,eakf_model1,0.999999999974026,2015-06-30,5m
2,eakf_model2,1.8254994959938816e-24,2015-06-30,5m
3,eakf_model3,2.5974398863859498e-11,2015-06-30,5m
0,arima,1.0010558429449964e-131,2015-06-30,6m
1,eakf_model1,0.999999999985531,2015-06-30,6m
2,eakf_model2,1.7360323322267504e-17,2015-06-30,6m
3,eakf_model3,1.446873889678872e-11,2015-06-30,6m
0,arima,0.0,2015-07-31,1m
1,eakf_model1,0.9999999998505732,2015-07-31,1m
2,eakf_model2,2.666980116691379e-33,2015-07-31,1m
3,eakf_model3,1.4942671269736135e-10,2015-07-31,1m
0,arima,0.0,2015-07-31,2m
1,eakf_model1,0.9999999998104808,2015-07-31,2m
2,eakf_model2,2.3462455527718236e-58,2015-07-31,2m
3,eakf_model3,1.895196339821254e-10,2015-07-31,2m
0,arima,0.0,2015-07-31,3m
1,eakf_model1,0.9999999995657596,2015-07-31,3m
2,eakf_model2,2.934149193853963e-80,2015-07-31,3m
3,eakf_model3,4.3424059818680885e-10,2015-07-31,3m
0,arima,5.681365884780001e-236,2015-07-31,4m
1,eakf_model1,0.9999999999471972,2015-07-31,4m
2,eakf_model2,1.986961091135351e-34,2015-07-31,4m
3,eakf_model3,5.280339397382315e-11,2015-07-31,4m
0,arima,6.822638122537733e-172,2015-07-31,5m
1,eakf_model1,0.9999999999713632,2015-07-31,5m
2,eakf_model2,1.0518982905457738e-24,2015-07-31,5m
3,eakf_model3,2.8636942931813137e-11,2015-07-31,5m
0,arima,2.8326292235392636e-138,2015-07-31,6m
1,eakf_model1,0.9999999999835224,2015-07-31,6m
2,eakf_model2,1.2944104576864815e-17,2015-07-31,6m
3,eakf_model3,1.6477413584451655e-11,2015-07-31,6m
0,arima,0.0,2015-08-31,1m
1,eakf_model1,0.9999999997532212,2015-08-31,1m
2,eakf_model2,2.421232014065428e-39,2015-08-31,1m
3,eakf_model3,2.467788662666344e-10,2015-08-31,1m
0,arima,0.0,2015-08-31,2m
1,eakf_model1,0.9999999997146948,2015-08-31,2m
2,eakf_model2,7.780048265832275e-66,2015-08-31,2m
3,eakf_model3,2.8530529230216946e-10,2015-08-31,2m
0,arima,0.0,2015-08-31,3m
1,eakf_model1,0.99999999917499,2015-08-31,3m
2,eakf_model2,6.375542646191785e-101,2015-08-31,3m
3,eakf_model3,8.250105690460763e-10,2015-08-31,3m
0,arima,2.7946096506728385e-246,2015-08-31,4m
1,eakf_model1,0.9999999999403888,2015-08-31,4m
2,eakf_model2,6.186269823535594e-35,2015-08-31,4m
3,eakf_model3,5.961128028024144e-11,2015-08-31,4m
0,arima,1.3059585459312464e-178,2015-08-31,5m
1,eakf_model1,0.9999999999682638,2015-08-31,5m
2,eakf_model2,7.137920267846642e-25,2015-08-31,5m
3,eakf_model3,3.1736162741543844e-11,2015-08-31,5m
0,arima,1.504620923909298e-145,2015-08-31,6m
1,eakf_model1,0.999999999981826,2015-08-31,6m
2,eakf_model2,7.594189344350975e-18,2015-08-31,6m
3,eakf_model3,1.8173897595904698e-11,2015-08-31,6m
0,arima,0.0,2015-09-30,1m
1,eakf_model1,0.999999999413952,2015-09-30,1m
2,eakf_model2,1.913180902780177e-52,2015-09-30,1m
3,eakf_model3,5.860487128722356e-10,2015-09-30,1m
0,arima,0.0,2015-09-30,2m
1,eakf_model1,0.9999999994926474,2015-09-30,2m
2,eakf_model2,3.4359046356975757e-81,2015-09-30,2m
3,eakf_model3,5.073528708641596e-10,2015-09-30,2m
0,arima,0.0,2015-09-30,3m
1,eakf_model1,0.9999999966353414,2015-09-30,3m
2,eakf_model2,7.479075121523359e-170,2015-09-30,3m
3,eakf_model3,3.3646586684934612e-09,2015-09-30,3m
0,arima,1.4428671289903498e-258,2015-09-30,4m
1,eakf_model1,0.999999999933024,2015-09-30,4m
2,eakf_model2,1.1570875530704298e-35,2015-09-30,4m
3,eakf_model3,6.697627677454705e-11,2015-09-30,4m
0,arima,1.1249702045241052e-185,2015-09-30,5m
1,eakf_model1,0.9999999999667196,2015-09-30,5m
2,eakf_model2,4.353597731667745e-25,2015-09-30,5m
3,eakf_model3,3.3280981613894306e-11,2015-09-30,5m
0,arima,3.26338684254745e-152,2015-09-30,6m
1,eakf_model1,0.9999999999797272,2015-09-30,6m
2,eakf_model2,5.6245023340618374e-18,2015-09-30,6m
3,eakf_model3,2.027252414193589e-11,2015-09-30,6m
0,arima,0.0,2015-10-31,1m
1,eakf_model1,0.999999999089094,2015-10-31,1m
2,eakf_model2,3.0484905694593438e-61,2015-10-31,1m
3,eakf_model3,9.109059275926319e-10,2015-10-31,1m
0,arima,0.0,2015-10-31,2m
1,eakf_model1,0.9999999984197832,2015-10-31,2m
2,eakf_model2,1.6324206442428743e-123,2015-10-31,2m
3,eakf_model3,1.5802168418887784e-09,2015-10-31,2m
0,arima,0.0,2015-10-31,3m
1,eakf_model1,0.9999999520271464,2015-10-31,3m
2,eakf_model2,5.14e-322,2015-10-31,3m
3,eakf_model3,4.797285364865577e-08,2015-10-31,3m
0,arima,4.107407348762613e-276,2015-10-31,4m
1,eakf_model1,0.9999999999227694,2015-10-31,4m
2,eakf_model2,1.5301089928236772e-36,2015-10-31,4m
3,eakf_model3,7.723093450458516e-11,2015-10-31,4m
0,arima,2.620079981942482e-193,2015-10-31,5m
1,eakf_model1,0.9999999999639778,2015-10-31,5m
2,eakf_model2,2.4868384411103357e-25,2015-10-31,5m
3,eakf_model3,3.602282603907813e-11,2015-10-31,5m
0,arima,3.130471408317852e-159,2015-10-31,6m
1,eakf_model1,0.999999999977208,2015-10-31,6m
2,eakf_model2,3.5571466229979056e-18,2015-10-31,6m
3,eakf_model3,2.2792361316476936e-11,2015-10-31,6m
0,arima,0.0,2015-11-30,1m
1,eakf_model1,0.9999999987050956,2015-11-30,1m
2,eakf_model2,4.282147653075605e-69,2015-11-30,1m
3,eakf_model3,1.2949037111229346e-09,2015-11-30,1m
0,arima,0.0,2015-11-30,2m
1,eakf_model1,0.9999999976836422,2015-11-30,2m
2,eakf_model2,9.22351313273047e-143,2015-11-30,2m
3,eakf_model3,2.3163575929122944e-09,2015-11-30,2m
0,arima,0.0,2015-11-30,3m
1,eakf_model1,0.9866346706704646,2015-11-30,3m
2,eakf_model2,5.2e-322,2015-11-30,3m
3,eakf_model3,0.0133653293295351,2015-11-30,3m
0,arima,7.093777231792141e-296,2015-11-30,4m
1,eakf_model1,0.9999999999114444,2015-11-30,4m
2,eakf_model2,4.012342396572301e-38,2015-11-30,4m
3,eakf_model3,8.855581327586799e-11,2015-11-30,4m
0,arima,2.4949066019139596e-203,2015-11-30,5m
1,eakf_model1,0.9999999999583888,2015-11-30,5m
2,eakf_model2,1.638663351972271e-25,2015-11-30,5m
3,eakf_model3,4.161095562502045e-11,2015-11-30,5m
0,arima,8.947100086695425e-168,2015-11-30,6m
1,eakf_model1,0.9999999999741216,2015-11-30,6m
2,eakf_model2,2.4452837129337894e-18,2015-11-30,6m
3,eakf_model3,2.587899633391175e-11,2015-11-30,6m
0,arima,0.0,2015-12-31,1m
1,eakf_model1,0.999999998029884,2015-12-31,1m
2,eakf_model2,3.226929987733142e-80,2015-12-31,1m
3,eakf_model3,1.970115785096307e-09,2015-12-31,1m
0,arima,0.0,2015-12-31,2m
1,eakf_model1,0.999999996475284,2015-12-31,2m
2,eakf_model2,2.0380596443812893e-166,2015-12-31,2m
3,eakf_model3,3.52471589555669e-09,2015-12-31,2m
0,arima,0.0,2015-12-31,3m
1,eakf_model1,0.9753056090283322,2015-12-31,3m
2,eakf_model2,5.24e-322,2015-12-31,3m
3,eakf_model3,0.0246943909716679,2015-12-31,3m
0,arima,0.0,2015-12-31,4m
1,eakf_model1,0.9999999998771776,2015-12-31,4m
2,eakf_model2,3.412262272399881e-42,2015-12-31,4m
3,eakf_model3,1.2282299848147018e-10,2015-12-31,4m
0,arima,9.970705622571848e-219,2015-12-31,5m
1,eakf_model1,0.9999999999511836,2015-12-31,5m
2,eakf_model2,8.578991717924192e-27,2015-12-31,5m
3,eakf_model3,4.8816614563392304e-11,2015-12-31,5m
0,arima,6.077308237530306e-178,2015-12-31,6m
1,eakf_model1,0.9999999999698168,2015-12-31,6m
2,eakf_model2,1.83710825788498e-18,2015-12-31,6m
3,eakf_model3,3.0183376163101467e-11,2015-12-31,6m
0,arima,0.0,2016-01-31,1m
1,eakf_model1,0.9999967304528912,2016-01-31,1m
2,eakf_model2,8.5e-322,2016-01-31,1m
3,eakf_model3,3.269547108858328e-06,2016-01-31,1m
0,arima,0.0,2016-01-31,2m
1,eakf_model1,0.9999999929636691,2016-01-31,2m
2,eakf_model2,7.764730774766167e-217,2016-01-31,2m
3,eakf_model3,7.036330727322936e-09,2016-01-31,2m
0,arima,0.0,2016-01-31,3m
1,eakf_model1,0.985552649582318,2016-01-31,3m
2,eakf_model2,5.3e-322,2016-01-31,3m
3,eakf_model3,0.0144473504176817,2016-01-31,3m
0,arima,0.0,2016-01-31,4m
1,eakf_model1,0.9999999998567576,2016-01-31,4m
2,eakf_model2,5.312242706081972e-44,2016-01-31,4m
3,eakf_model3,1.432419324027839e-10,2016-01-31,4m
0,arima,3.999406775566699e-234,2016-01-31,5m
1,eakf_model1,0.9999999999415744,2016-01-31,5m
2,eakf_model2,8.062397323141604e-28,2016-01-31,5m
3,eakf_model3,5.842566914792772e-11,2016-01-31,5m
0,arima,1.3343019503544509e-187,2016-01-31,6m
1,eakf_model1,0.9999999999667004,2016-01-31,6m
2,eakf_model2,6.031510280693379e-19,2016-01-31,6m
3,eakf_model3,3.330050929264794e-11,2016-01-31,6m
0,arima,0.0,2016-02-29,1m
1,eakf_model1,0.9297098445661218,2016-02-29,1m
2,eakf_model2,6.458623646758291e-63,2016-02-29,1m
3,eakf_model3,0.0702901554338784,2016-02-29,1m
0,arima,0.0,2016-02-29,2m
1,eakf_model1,0.9695807836662496,2016-02-29,2m
2,eakf_model2,3.353904094199408e-239,2016-02-29,2m
3,eakf_model3,0.0304192163337508,2016-02-29,2m
0,arima,0.0,2016-02-29,3m
1,eakf_model1,0.9583744515986008,2016-02-29,3m
2,eakf_model2,1.7110638468907338e-228,2016-02-29,3m
3,eakf_model3,0.041625548401399,2016-02-29,3m
0,arima,0.0,2016-02-29,4m
1,eakf_model1,0.999999999834673,2016-02-29,4m
2,eakf_model2,4.0462285122817855e-46,2016-02-29,4m
3,eakf_model3,1.6532661346325507e-10,2016-02-29,4m
0,arima,2.0139033022696748e-238,2016-02-29,5m
1,eakf_model1,0.9999999999378202,2016-02-29,5m
2,eakf_model2,5.5132277029214445e-28,2016-02-29,5m
3,eakf_model3,6.217982476202205e-11,2016-02-29,5m
0,arima,2.965481180196311e-202,2016-02-29,6m
1,eakf_model1,0.9999999999602582,2016-02-29,6m
2,eakf_model2,1.0032377942696096e-19,2016-02-29,6m
3,eakf_model3,3.974213239975193e-11,2016-02-29,6m
0,arima,0.0,2016-03-31,1m
1,eakf_model1,0.8167103893378869,2016-03-31,1m
2,eakf_model2,1.9364291127495547e-31,2016-03-31,1m
3,eakf_model3,0.1832896106621127,2016-03-31,1m
0,arima,0.0,2016-03-31,2m
1,eakf_model1,0.8941722407082032,2016-03-31,2m
2,eakf_model2,1.9574557468888112e-96,2016-03-31,2m
3,eakf_model3,0.1058277592917966,2016-03-31,2m
0,arima,0.0,2016-03-31,3m
1,eakf_model1,0.9085115859359536,2016-03-31,3m
2,eakf_model2,6.486641313096746e-128,2016-03-31,3m
3,eakf_model3,0.0914884140640465,2016-03-31,3m
0,arima,0.0,2016-03-31,4m
1,eakf_model1,0.9999999998156552,2016-03-31,4m
2,eakf_model2,3.19821087984365e-48,2016-03-31,4m
3,eakf_model3,1.8434494445256172e-10,2016-03-31,4m
0,arima,6.319066183069389e-244,2016-03-31,5m
1,eakf_model1,0.9999999999345948,2016-03-31,5m
2,eakf_model2,3.7905691932657244e-28,2016-03-31,5m
3,eakf_model3,6.540532458545234e-11,2016-03-31,5m
0,arima,6.8107226356164295e-208,2016-03-31,6m
1,eakf_model1,0.9999999999562774,2016-03-31,6m
2,eakf_model2,4.2885708387916093e-20,2016-03-31,6m
3,eakf_model3,4.37227105664756e-11,2016-03-31,6m
0,arima,0.0,2016-04-30,1m
1,eakf_model1,0.759848882199166,2016-04-30,1m
2,eakf_model2,2.087000923738009e-27,2016-04-30,1m
3,eakf_model3,0.2401511178008337,2016-04-30,1m
0,arima,0.0,2016-04-30,2m
1,eakf_model1,0.7994021530751191,2016-04-30,2m
2,eakf_model2,3.752649532832876e-61,2016-04-30,2m
3,eakf_model3,0.2005978469248809,2016-04-30,2m
0,arima,0.0,2016-04-30,3m
1,eakf_model1,0.8737688384637649,2016-04-30,3m
2,eakf_model2,4.312866130828053e-102,2016-04-30,3m
3,eakf_model3,0.126231161536235,2016-04-30,3m
0,arima,0.0,2016-04-30,4m
1,eakf_model1,0.9999999997147144,2016-04-30,4m
2,eakf_model2,1.8963487919469035e-55,2016-04-30,4m
3,eakf_model3,2.8528528235136746e-10,2016-04-30,4m
0,arima,1.2262982636835939e-249,2016-04-30,5m
1,eakf_model1,0.9999999999305796,2016-04-30,5m
2,eakf_model2,1.7628389216977568e-28,2016-04-30,5m
3,eakf_model3,6.942036417027264e-11,2016-04-30,5m
0,arima,6.462182810003408e-216,2016-04-30,6m
1,eakf_model1,0.999999999952889,2016-04-30,6m
2,eakf_model2,1.882353750635179e-20,2016-04-30,6m
3,eakf_model3,4.711114174909707e-11,2016-04-30,6m
0,arima,0.0,2016-05-31,1m
1,eakf_model1,0.7250299797927775,2016-05-31,1m
2,eakf_model2,2.887769356960399e-25,2016-05-31,1m
3,eakf_model3,0.2749700202072221,2016-05-31,1m
0,arima,0.0,2016-05-31,2m
1,eakf_model1,0.7276522122666472,2016-05-31,2m
2,eakf_model2,5.207317569291442e-51,2016-05-31,2m
3,eakf_model3,0.2723477877333532,2016-05-31,2m
0,arima,0.0,2016-05-31,3m
1,eakf_model1,0.86606155400693,2016-05-31,3m
2,eakf_model2,4.891644689381352e-96,2016-05-31,3m
3,eakf_model3,0.1339384459930696,2016-05-31,3m
0,arima,0.0,2016-05-31,4m
1,eakf_model1,0.9999999996080932,2016-05-31,4m
2,eakf_model2,2.908991486210181e-62,2016-05-31,4m
3,eakf_model3,3.919069743122519e-10,2016-05-31,4m
0,arima,4.626705785402526e-267,2016-05-31,5m
1,eakf_model1,0.9999999999182412,2016-05-31,5m
2,eakf_model2,1.2987764807947776e-29,2016-05-31,5m
3,eakf_model3,8.175884583247883e-11,2016-05-31,5m
0,arima,3.1054852136356225e-223,2016-05-31,6m
1,eakf_model1,0.99999999994888,2016-05-31,6m
2,eakf_model2,6.3785936865688415e-21,2016-05-31,6m
3,eakf_model3,5.1120223252556335e-11,2016-05-31,6m
0,arima,4.5900457611124446e-259,2016-06-30,1m
1,eakf_model1,0.6061281595006288,2016-06-30,1m
2,eakf_model2,3.8119084298894816e-19,2016-06-30,1m
3,eakf_model3,0.3938718404993709,2016-06-30,1m
0,arima,0.0,2016-06-30,2m
1,eakf_model1,0.6913753147842823,2016-06-30,2m
2,eakf_model2,4.611316216247291e-47,2016-06-30,2m
3,eakf_model3,0.3086246852157179,2016-06-30,2m
0,arima,0.0,2016-06-30,3m
1,eakf_model1,0.849671002018647,2016-06-30,3m
2,eakf_model2,2.3294947220015992e-88,2016-06-30,3m
3,eakf_model3,0.1503289979813528,2016-06-30,3m
0,arima,0.0,2016-06-30,4m
1,eakf_model1,0.9999999993184122,2016-06-30,4m
2,eakf_model2,4.3717103521874256e-76,2016-06-30,4m
3,eakf_model3,6.815874386164268e-10,2016-06-30,4m
0,arima,2.796429885438873e-281,2016-06-30,5m
1,eakf_model1,0.9999999999077956,2016-06-30,5m
2,eakf_model2,1.1374966884364284e-30,2016-06-30,5m
3,eakf_model3,9.220434497382652e-11,2016-06-30,5m
0,arima,4.2873312110494257e-243,2016-06-30,6m
1,eakf_model1,0.999999999937104,2016-06-30,6m
2,eakf_model2,6.316882834546885e-22,2016-06-30,6m
3,eakf_model3,6.289635608677533e-11,2016-06-30,6m
0,arima,1.3114880964682272e-221,2016-07-31,1m
1,eakf_model1,0.5662900877302416,2016-07-31,1m
2,eakf_model2,1.1261563830088215e-16,2016-07-31,1m
3,eakf_model3,0.4337099122697582,2016-07-31,1m
0,arima,3.697253273598359e-265,2016-07-31,2m
1,eakf_model1,0.5521548794521975,2016-07-31,2m
2,eakf_model2,1.9828338870293848e-33,2016-07-31,2m
3,eakf_model3,0.447845120547802,2016-07-31,2m
0,arima,0.0,2016-07-31,3m
1,eakf_model1,0.8587347446308018,2016-07-31,3m
2,eakf_model2,4.194217752355172e-91,2016-07-31,3m
3,eakf_model3,0.1412652553691983,2016-07-31,3m
0,arima,0.0,2016-07-31,4m
