eval_horizon,mae,error,wis,type,frsct_date,method
5m,4.1466666666666665,3.9,8.235603658536586,imd_incidence,2015-07-31,eakf_model2
6m,3.78,3.5833333333333335,7.7385721544715445,imd_incidence,2015-07-31,eakf_model2
1m,5.373333333333331,5.0,9.295121951219512,imd_incidence,2015-07-31,eakf_model3
2m,4.724999999999999,4.5,8.28704268292683,imd_incidence,2015-07-31,eakf_model3
3m,4.114444444444444,4.0,7.500137195121953,imd_incidence,2015-07-31,eakf_model3
4m,3.3924999999999996,2.5,6.766932164634147,imd_incidence,2015-07-31,eakf_model3
5m,3.917333333333333,3.2,7.554521341463416,imd_incidence,2015-07-31,eakf_model3
6m,3.4522222222222223,2.5,7.033643292682928,imd_incidence,2015-07-31,eakf_model3
1m,2.2488999633332245,2.2488999633332245,7.199887845953185,imd_incidence,2015-07-31,sarima
2m,1.4061433842393951,1.4061433842393951,6.939615641753346,imd_incidence,2015-07-31,sarima
3m,1.1811271814582618,0.693730664194265,6.813611538947832,imd_incidence,2015-07-31,sarima
4m,1.4130029999919578,-0.006859615752562664,7.278076911022649,imd_incidence,2015-07-31,sarima
5m,2.2737938531370943,1.137903760541478,8.304090203515283,imd_incidence,2015-07-31,sarima
6m,2.3850134694776295,0.45806787525451426,8.189224145615285,imd_incidence,2015-07-31,sarima
1m,1.8109287652501056,1.8109287652501056,8.308622209127732,imd_incidence,2015-08-31,arima
2m,1.7522015755953264,1.7522015755953264,8.76596363222503,imd_incidence,2015-08-31,arima
3m,1.9369762550833685,0.3992925123770667,9.016324857292437,imd_incidence,2015-08-31,arima
