,model_name,weigth,date_forecast,forecast_window,past_months
0,arima,2.9453163964374377e-217,2021-10-31,4m,2
1,eakf_model1,2.750281064485109e-10,2021-10-31,4m,2
2,eakf_model2,0.9999999997249718,2021-10-31,4m,2
3,eakf_model3,2.414322976199907e-16,2021-10-31,4m,2
4,sarima,6.661241936602251e-178,2021-10-31,4m,2
0,arima,3.4474421204647796e-222,2021-10-31,5m,2
1,eakf_model1,1.0963135223222914e-10,2021-10-31,5m,2
2,eakf_model2,0.9999999998903686,2021-10-31,5m,2
3,eakf_model3,8.97005252910355e-17,2021-10-31,5m,2
4,sarima,1.4999553712786057e-134,2021-10-31,5m,2
0,arima,2e-323,2021-10-31,6m,2
1,eakf_model1,5.821409863170079e-10,2021-10-31,6m,2
2,eakf_model2,0.999999999417859,2021-10-31,6m,2
3,eakf_model3,4.745264227600355e-37,2021-10-31,6m,2
4,sarima,9.189682802041534e-282,2021-10-31,6m,2
0,arima,1.0797052045155349e-45,2021-11-30,1m,2
1,eakf_model1,0.9999999999786918,2021-11-30,1m,2
2,eakf_model2,1.0324994245742913e-12,2021-11-30,1m,2
3,eakf_model3,2.0275774433476297e-11,2021-11-30,1m,2
4,sarima,3.2378981558408406e-81,2021-11-30,1m,2
0,arima,1.4936249036067644e-114,2021-11-30,2m,2
1,eakf_model1,0.9999999999269376,2021-11-30,2m,2
2,eakf_model2,7.306244338841106e-11,2021-11-30,2m,2
3,eakf_model3,6.4543234998251055e-24,2021-11-30,2m,2
4,sarima,1.0825757921102656e-163,2021-11-30,2m,2
0,arima,1.4374631866334167e-272,2021-11-30,3m,2
1,eakf_model1,1.8119435090715167e-10,2021-11-30,3m,2
2,eakf_model2,0.9999999998187972,2021-11-30,3m,2
3,eakf_model3,8.49102204624874e-15,2021-11-30,3m,2
4,sarima,2.6732102771319616e-218,2021-11-30,3m,2
0,arima,2e-323,2021-11-30,4m,2
1,eakf_model1,7.379281448671232e-15,2021-11-30,4m,2
2,eakf_model2,0.9999999993877996,2021-11-30,4m,2
3,eakf_model3,6.121930384591831e-10,2021-11-30,4m,2
4,sarima,8.0416423028248e-304,2021-11-30,4m,2
0,arima,2e-323,2021-11-30,5m,2
1,eakf_model1,8.711001657628356e-10,2021-11-30,5m,2
2,eakf_model2,0.9999999991288998,2021-11-30,5m,2
3,eakf_model3,5.112324814951026e-31,2021-11-30,5m,2
4,sarima,2e-323,2021-11-30,5m,2
0,arima,1.8256487805180028e-242,2021-11-30,6m,2
1,eakf_model1,8.208511179556392e-11,2021-11-30,6m,2
2,eakf_model2,0.9999999999179148,2021-11-30,6m,2
3,eakf_model3,2.428426803618314e-17,2021-11-30,6m,2
4,sarima,4.361249909958297e-143,2021-11-30,6m,2
0,arima,7.426126540796172e-57,2021-12-31,1m,2
1,eakf_model1,1.1213351939225729e-11,2021-12-31,1m,2
2,eakf_model2,1.9897218134439485e-18,2021-12-31,1m,2
3,eakf_model3,0.9999999999887867,2021-12-31,1m,2
4,sarima,4.389094202542033e-28,2021-12-31,1m,2
0,arima,1.322920356164686e-145,2021-12-31,2m,2
1,eakf_model1,3.1551149854790764e-10,2021-12-31,2m,2
2,eakf_model2,0.9999999996844884,2021-12-31,2m,2
3,eakf_model3,8.11664748474398e-22,2021-12-31,2m,2
4,sarima,6.167085787864715e-167,2021-12-31,2m,2
0,arima,2e-323,2021-12-31,3m,2
1,eakf_model1,2.8616718135726742e-09,2021-12-31,3m,2
2,eakf_model2,0.9999999971383282,2021-12-31,3m,2
3,eakf_model3,7.092938283196634e-37,2021-12-31,3m,2
4,sarima,2e-323,2021-12-31,3m,2
0,arima,2e-323,2021-12-31,4m,2
1,eakf_model1,0.9999997796009564,2021-12-31,4m,2
2,eakf_model2,3.1436751840437527e-77,2021-12-31,4m,2
3,eakf_model3,2.2039904331030505e-07,2021-12-31,4m,2
4,sarima,2e-323,2021-12-31,4m,2
0,arima,2e-323,2021-12-31,5m,2
1,eakf_model1,5.899362586561938e-114,2021-12-31,5m,2
2,eakf_model2,1.1119959722682984e-07,2021-12-31,5m,2
3,eakf_model3,0.9999998888004028,2021-12-31,5m,2
4,sarima,2e-323,2021-12-31,5m,2
0,arima,2e-323,2021-12-31,6m,2
1,eakf_model1,7.323183758754238e-10,2021-12-31,6m,2
2,eakf_model2,0.9999999992300668,2021-12-31,6m,2
3,eakf_model3,3.761489438048541e-11,2021-12-31,6m,2
4,sarima,3.349201970587875e-309,2021-12-31,6m,2
0,arima,2.41139627634083e-155,2022-01-31,1m,2
1,eakf_model1,0.3442542581266995,2022-01-31,1m,2
2,eakf_model2,3.0203670557293223e-28,2022-01-31,1m,2
3,eakf_model3,0.6557457418733005,2022-01-31,1m,2
4,sarima,1.452714450689442e-53,2022-01-31,1m,2
0,arima,2.2733594959673345e-208,2022-01-31,2m,2
1,eakf_model1,1.151011081582088e-32,2022-01-31,2m,2
2,eakf_model2,3.862790380869806e-10,2022-01-31,2m,2
3,eakf_model3,0.999999999613721,2022-01-31,2m,2
4,sarima,7.746978424999138e-66,2022-01-31,2m,2
0,arima,2.167568819341425e-127,2022-01-31,3m,2
1,eakf_model1,1.266319115448182e-19,2022-01-31,3m,2
2,eakf_model2,0.9999999997946633,2022-01-31,3m,2
3,eakf_model3,2.0533681847215932e-10,2022-01-31,3m,2
4,sarima,3.357132123870442e-115,2022-01-31,3m,2
0,arima,8.329559e-317,2022-01-31,4m,2
1,eakf_model1,0.9999999992647994,2022-01-31,4m,2
2,eakf_model2,6.475446694045502e-22,2022-01-31,4m,2
3,eakf_model3,7.352006423421641e-10,2022-01-31,4m,2
4,sarima,7.836308008862215e-301,2022-01-31,4m,2
0,arima,2e-323,2022-01-31,5m,2
1,eakf_model1,0.1987297211933396,2022-01-31,5m,2
2,eakf_model2,4.543421492555047e-71,2022-01-31,5m,2
3,eakf_model3,0.8012702788066604,2022-01-31,5m,2
4,sarima,2e-323,2022-01-31,5m,2
0,arima,1.393e-321,2022-01-31,6m,2
1,eakf_model1,3.3162561986945623e-19,2022-01-31,6m,2
2,eakf_model2,3.5718711540453604e-10,2022-01-31,6m,2
3,eakf_model3,0.9999999996428128,2022-01-31,6m,2
4,sarima,2.5393744971838373e-189,2022-01-31,6m,2
0,arima,4.997701800950134e-247,2022-02-28,1m,2
1,eakf_model1,6.032497065201502e-45,2022-02-28,1m,2
2,eakf_model2,0.9999999995899272,2022-02-28,1m,2
3,eakf_model3,4.100727990272722e-10,2022-02-28,1m,2
4,sarima,4.311184137126597e-181,2022-02-28,1m,2
0,arima,2e-323,2022-02-28,2m,2
1,eakf_model1,0.9999999916060944,2022-02-28,2m,2
2,eakf_model2,1.5091164034662215e-53,2022-02-28,2m,2
3,eakf_model3,8.393905405548127e-09,2022-02-28,2m,2
4,sarima,3.5e-323,2022-02-28,2m,2
0,arima,4.086259834770948e-109,2022-02-28,3m,2
1,eakf_model1,1.189727375127896e-20,2022-02-28,3m,2
2,eakf_model2,8.101599137212679e-11,2022-02-28,3m,2
3,eakf_model3,0.999999999918984,2022-02-28,3m,2
4,sarima,5.634454131094933e-53,2022-02-28,3m,2
0,arima,9.66275824235673e-202,2022-02-28,4m,2
1,eakf_model1,1.7811037033950768e-24,2022-02-28,4m,2
2,eakf_model2,4.81104240105894e-10,2022-02-28,4m,2
3,eakf_model3,0.9999999995188956,2022-02-28,4m,2
4,sarima,3.7815620896535566e-170,2022-02-28,4m,2
0,arima,2e-323,2022-02-28,5m,2
1,eakf_model1,5.3276583993521774e-08,2022-02-28,5m,2
2,eakf_model2,4.696902661853087e-68,2022-02-28,5m,2
3,eakf_model3,0.999999946723416,2022-02-28,5m,2
4,sarima,2e-323,2022-02-28,5m,2
0,arima,2e-323,2022-02-28,6m,2
1,eakf_model1,1.792347901439605e-07,2022-02-28,6m,2
2,eakf_model2,7.099239563277814e-151,2022-02-28,6m,2
3,eakf_model3,0.99999982076521,2022-02-28,6m,2
4,sarima,2e-323,2022-02-28,6m,2
0,arima,3.910053516814762e-63,2022-03-31,1m,2
1,eakf_model1,1.31141551310086e-45,2022-03-31,1m,2
2,eakf_model2,1.838033271941192e-11,2022-03-31,1m,2
3,eakf_model3,0.9999999999816196,2022-03-31,1m,2
4,sarima,8.172298329195601e-100,2022-03-31,1m,2
0,arima,7.805196288265133e-191,2022-03-31,2m,2
1,eakf_model1,2.180727824812433e-48,2022-03-31,2m,2
2,eakf_model2,2.655593199064322e-10,2022-03-31,2m,2
3,eakf_model3,0.9999999997344406,2022-03-31,2m,2
4,sarima,3.480350901418312e-219,2022-03-31,2m,2
0,arima,3.3529619906776934e-57,2022-03-31,3m,2
1,eakf_model1,2.1317891151286017e-11,2022-03-31,3m,2
2,eakf_model2,3.177914797157714e-13,2022-03-31,3m,2
3,eakf_model3,0.9999999999783644,2022-03-31,3m,2
4,sarima,2.0219749525694486e-52,2022-03-31,3m,2
0,arima,3.9281456154175714e-45,2022-03-31,4m,2
1,eakf_model1,4.3319679415942005e-13,2022-03-31,4m,2
2,eakf_model2,9.48173108163953e-12,2022-03-31,4m,2
3,eakf_model3,0.999999999990085,2022-03-31,4m,2
4,sarima,7.458659459890949e-33,2022-03-31,4m,2
0,arima,5.022368588730336e-73,2022-03-31,5m,2
1,eakf_model1,2.6778488113438878e-15,2022-03-31,5m,2
2,eakf_model2,4.323214950199662e-11,2022-03-31,5m,2
3,eakf_model3,0.9999999999567653,2022-03-31,5m,2
4,sarima,2.463903771318265e-71,2022-03-31,5m,2
0,arima,1.9673230656437155e-232,2022-03-31,6m,2
1,eakf_model1,2.8757853631797597e-10,2022-03-31,6m,2
2,eakf_model2,6.08246195163589e-20,2022-03-31,6m,2
3,eakf_model3,0.9999999997124216,2022-03-31,6m,2
4,sarima,1.5252776915658203e-191,2022-03-31,6m,2
0,arima,5.1533026421038624e-61,2022-04-30,1m,2
1,eakf_model1,4.260841771542922e-51,2022-04-30,1m,2
2,eakf_model2,3.4546257965831816e-11,2022-04-30,1m,2
3,eakf_model3,0.999999999965454,2022-04-30,1m,2
4,sarima,1.9076366754346412e-97,2022-04-30,1m,2
0,arima,2.862716028104058e-51,2022-04-30,2m,2
1,eakf_model1,1.565966343227466e-38,2022-04-30,2m,2
2,eakf_model2,1.0307163439802104e-11,2022-04-30,2m,2
3,eakf_model3,0.9999999999896928,2022-04-30,2m,2
4,sarima,4.482844130782944e-79,2022-04-30,2m,2
0,arima,1.5017886653379233e-62,2022-04-30,3m,2
1,eakf_model1,1.922781873244597e-26,2022-04-30,3m,2
2,eakf_model2,1.979852381786148e-11,2022-04-30,3m,2
3,eakf_model3,0.9999999999802014,2022-04-30,3m,2
4,sarima,5.805676531707717e-81,2022-04-30,3m,2
0,arima,7.374049688224002e-38,2022-04-30,4m,2
1,eakf_model1,4.00246523631861e-12,2022-04-30,4m,2
2,eakf_model2,3.0082353729599637e-12,2022-04-30,4m,2
3,eakf_model3,0.9999999999929892,2022-04-30,4m,2
4,sarima,6.863804130177463e-41,2022-04-30,4m,2
0,arima,7.20739962534434e-34,2022-04-30,5m,2
1,eakf_model1,2.815560357803973e-12,2022-04-30,5m,2
2,eakf_model2,1.7122180515127122e-12,2022-04-30,5m,2
3,eakf_model3,0.9999999999954724,2022-04-30,5m,2
4,sarima,2.2425274316621533e-29,2022-04-30,5m,2
0,arima,1.1629090271413126e-49,2022-04-30,6m,2
1,eakf_model1,4.3572828350922154e-14,2022-04-30,6m,2
2,eakf_model2,1.5258611577599158e-11,2022-04-30,6m,2
3,eakf_model3,0.9999999999846978,2022-04-30,6m,2
4,sarima,1.334712417472433e-50,2022-04-30,6m,2
0,arima,2.94049251133302e-32,2022-05-31,1m,2
1,eakf_model1,7.090790713669826e-12,2022-05-31,1m,2
2,eakf_model2,1.2886375024572829e-18,2022-05-31,1m,2
3,eakf_model3,0.9999999999929092,2022-05-31,1m,2
4,sarima,3.116260174220364e-23,2022-05-31,1m,2
0,arima,8.208403878167086e-67,2022-05-31,2m,2
1,eakf_model1,1.677371884122034e-39,2022-05-31,2m,2
2,eakf_model2,2.7452353267559063e-11,2022-05-31,2m,2
3,eakf_model3,0.9999999999725476,2022-05-31,2m,2
4,sarima,8.878922570059381e-76,2022-05-31,2m,2
0,arima,7.562298933301799e-71,2022-05-31,3m,2
1,eakf_model1,7.3543019923368e-46,2022-05-31,3m,2
2,eakf_model2,2.216757352165704e-11,2022-05-31,3m,2
3,eakf_model3,0.9999999999778324,2022-05-31,3m,2
4,sarima,1.3536450070700322e-90,2022-05-31,3m,2
0,arima,9.849001622852355e-76,2022-05-31,4m,2
1,eakf_model1,2.4035035153612567e-29,2022-05-31,4m,2
2,eakf_model2,2.9318158361873e-11,2022-05-31,4m,2
3,eakf_model3,0.999999999970682,2022-05-31,4m,2
4,sarima,7.633464717492615e-89,2022-05-31,4m,2
0,arima,1.216021912301459e-38,2022-05-31,5m,2
1,eakf_model1,3.712685040620921e-12,2022-05-31,5m,2
2,eakf_model2,2.9427220661371287e-12,2022-05-31,5m,2
3,eakf_model3,0.9999999999933448,2022-05-31,5m,2
4,sarima,4.5563613768190735e-39,2022-05-31,5m,2
0,arima,5.1516333375225534e-36,2022-05-31,6m,2
1,eakf_model1,3.721287917697093e-12,2022-05-31,6m,2
2,eakf_model2,9.479235146240737e-13,2022-05-31,6m,2
3,eakf_model3,0.9999999999953308,2022-05-31,6m,2
4,sarima,1.9577817517615405e-30,2022-05-31,6m,2
0,arima,6.2743200103928445e-90,2022-06-30,1m,2
1,eakf_model1,0.9999999999501674,2022-06-30,1m,2
2,eakf_model2,2.417693027880168e-81,2022-06-30,1m,2
3,eakf_model3,4.983249333556244e-11,2022-06-30,1m,2
4,sarima,1.672943172357692e-75,2022-06-30,1m,2
0,arima,8.96084902696997e-110,2022-06-30,2m,2
1,eakf_model1,8.231025152568316e-11,2022-06-30,2m,2
2,eakf_model2,1.2220714111840332e-42,2022-06-30,2m,2
3,eakf_model3,0.9999999999176896,2022-06-30,2m,2
4,sarima,7.447520575136107e-90,2022-06-30,2m,2
0,arima,6.400866936570212e-119,2022-06-30,3m,2
1,eakf_model1,7.686936559261316e-43,2022-06-30,3m,2
2,eakf_model2,8.709667739013926e-11,2022-06-30,3m,2
3,eakf_model3,0.9999999999129032,2022-06-30,3m,2
4,sarima,6.787333892844415e-125,2022-06-30,3m,2
0,arima,3.4838258125317447e-227,2022-06-30,4m,2
1,eakf_model1,1.2969437725419546e-102,2022-06-30,4m,2
2,eakf_model2,3.1517027419213777e-10,2022-06-30,4m,2
3,eakf_model3,0.9999999996848296,2022-06-30,4m,2
4,sarima,1.6326534471637926e-265,2022-06-30,4m,2
0,arima,2.814060548180685e-257,2022-06-30,5m,2
1,eakf_model1,1.6563628010961727e-60,2022-06-30,5m,2
2,eakf_model2,4.780850977338751e-10,2022-06-30,5m,2
3,eakf_model3,0.9999999995219148,2022-06-30,5m,2
4,sarima,2.8398622873907137e-280,2022-06-30,5m,2
0,arima,1.1379437000141858e-57,2022-06-30,6m,2
1,eakf_model1,3.605647812298821e-12,2022-06-30,6m,2
2,eakf_model2,1.5446560367614736e-11,2022-06-30,6m,2
3,eakf_model3,0.9999999999809478,2022-06-30,6m,2
4,sarima,3.4894016824757933e-56,2022-06-30,6m,2
0,arima,1.0412477360103866e-98,2022-07-31,2m,2
1,eakf_model1,0.9999999999525132,2022-07-31,2m,2
2,eakf_model2,2.711012421928346e-70,2022-07-31,2m,2
3,eakf_model3,4.748662633951716e-11,2022-07-31,2m,2
4,sarima,1.0791436116970536e-92,2022-07-31,2m,2
0,arima,1.02191835651736e-79,2022-07-31,3m,2
1,eakf_model1,3.4517915362107915e-11,2022-07-31,3m,2
2,eakf_model2,6.766583939309637e-18,2022-07-31,3m,2
3,eakf_model3,0.999999999965482,2022-07-31,3m,2
4,sarima,1.0360399447670886e-58,2022-07-31,3m,2
0,arima,2e-323,2022-07-31,4m,2
1,eakf_model1,7.416084365123109e-155,2022-07-31,4m,2
2,eakf_model2,2.081371553779259e-09,2022-07-31,4m,2
3,eakf_model3,0.9999999979186284,2022-07-31,4m,2
4,sarima,2e-323,2022-07-31,4m,2
0,arima,1.4798265326232618e-215,2022-07-31,5m,2
1,eakf_model1,1.6621156505154924e-89,2022-07-31,5m,2
2,eakf_model2,2.7635763080731556e-10,2022-07-31,5m,2
3,eakf_model3,0.9999999997236424,2022-07-31,5m,2
4,sarima,4.4596729513839554e-218,2022-07-31,5m,2
0,arima,3.285673302667224e-166,2022-07-31,6m,2
1,eakf_model1,2.302583697579968e-46,2022-07-31,6m,2
2,eakf_model2,1.796111673405947e-10,2022-07-31,6m,2
3,eakf_model3,0.9999999998203888,2022-07-31,6m,2
4,sarima,1.0895464561458544e-161,2022-07-31,6m,2
0,arima,1.3686049145937715e-127,2022-08-31,3m,2
1,eakf_model1,9.78067794363894e-11,2022-08-31,3m,2
2,eakf_model2,7.921636413662575e-40,2022-08-31,3m,2
3,eakf_model3,0.9999999999021932,2022-08-31,3m,2
4,sarima,6.559318004485743e-85,2022-08-31,3m,2
0,arima,7.718028673103849e-74,2022-08-31,4m,2
1,eakf_model1,1.6382534110702172e-30,2022-08-31,4m,2
2,eakf_model2,3.4156752324093966e-11,2022-08-31,4m,2
3,eakf_model3,0.9999999999658432,2022-08-31,4m,2
4,sarima,6.12832390146716e-28,2022-08-31,4m,2
0,arima,1.3209738333867316e-73,2022-08-31,5m,2
1,eakf_model1,1.9640915459470727e-39,2022-08-31,5m,2
2,eakf_model2,3.9492754281761e-11,2022-08-31,5m,2
3,eakf_model3,0.9999999999605074,2022-08-31,5m,2
4,sarima,8.644777430734078e-40,2022-08-31,5m,2
0,arima,7.092084003967455e-50,2022-08-31,6m,2
1,eakf_model1,1.2460257332512343e-31,2022-08-31,6m,2
2,eakf_model2,8.708776666574798e-12,2022-08-31,6m,2
3,eakf_model3,0.9999999999912912,2022-08-31,6m,2
4,sarima,3.0517632044286617e-37,2022-08-31,6m,2
0,arima,1.2486046767482034e-63,2022-09-30,4m,2
1,eakf_model1,1.4899521314112347e-31,2022-09-30,4m,2
2,eakf_model2,1.5221889357030703e-11,2022-09-30,4m,2
3,eakf_model3,0.999999999978675,2022-09-30,4m,2
4,sarima,6.103267659387024e-12,2022-09-30,4m,2
0,arima,1.0592158537099643e-41,2022-09-30,5m,2
1,eakf_model1,3.386576707499581e-15,2022-09-30,5m,2
2,eakf_model2,4.076311570504045e-12,2022-09-30,5m,2
3,eakf_model3,0.9999999999719722,2022-09-30,5m,2
4,sarima,2.3948231684813622e-11,2022-09-30,5m,2
0,arima,4.292907586673565e-63,2022-09-30,6m,2
1,eakf_model1,1.676862381197668e-35,2022-09-30,6m,2
2,eakf_model2,4.138885328563931e-11,2022-09-30,6m,2
3,eakf_model3,0.9999999999586112,2022-09-30,6m,2
4,sarima,2.9985308889405054e-36,2022-09-30,6m,2
0,arima,2.033221529448371e-140,2022-10-31,5m,2
1,eakf_model1,0.999999999221748,2022-10-31,5m,2
2,eakf_model2,3.470266438411316e-46,2022-10-31,5m,2
3,eakf_model3,7.782518156785363e-10,2022-10-31,5m,2
4,sarima,2.971052246359894e-89,2022-10-31,5m,2
0,arima,7.22568373304122e-109,2022-10-31,6m,2
1,eakf_model1,7.216570755982627e-29,2022-10-31,6m,2
2,eakf_model2,4.26408011851648e-10,2022-10-31,6m,2
3,eakf_model3,0.999999999573592,2022-10-31,6m,2
4,sarima,6.4954310804045885e-43,2022-10-31,6m,2
0,arima,4.8756258626419536e-29,2007-06-30,1m,3
1,eakf_model1,6.669223499292186e-17,2007-06-30,1m,3
2,eakf_model2,9.567931369332897e-22,2007-06-30,1m,3
3,eakf_model3,4.733073426698087e-13,2007-06-30,1m,3
4,sarima,0.9999999999995266,2007-06-30,1m,3
0,arima,8.740201666554887e-33,2007-06-30,2m,3
1,eakf_model1,5.555578400327073e-13,2007-06-30,2m,3
2,eakf_model2,1.5791228156776172e-22,2007-06-30,2m,3
3,eakf_model3,1.884579405531005e-15,2007-06-30,2m,3
4,sarima,0.9999999999994426,2007-06-30,2m,3
0,arima,2.2720374746756707e-24,2007-06-30,3m,3
1,eakf_model1,5.238734563403451e-13,2007-06-30,3m,3
2,eakf_model2,3.243869217217929e-27,2007-06-30,3m,3
3,eakf_model3,7.927213439060294e-15,2007-06-30,3m,3
4,sarima,0.9999999999994682,2007-06-30,3m,3
0,arima,2.0485344686746616e-106,2007-06-30,4m,3
1,eakf_model1,0.9999999998551008,2007-06-30,4m,3
2,eakf_model2,5.516885348690936e-129,2007-06-30,4m,3
3,eakf_model3,1.4489898464344404e-10,2007-06-30,4m,3
4,sarima,6.228651792807235e-149,2007-06-30,4m,3
0,arima,1e-323,2007-07-31,1m,3
1,eakf_model1,3.2655163165646197e-102,2007-07-31,1m,3
2,eakf_model2,1.6288849890127153e-182,2007-07-31,1m,3
3,eakf_model3,0.9999999979543256,2007-07-31,1m,3
4,sarima,2.045674283237429e-09,2007-07-31,1m,3
0,arima,4.9933092666914294e-58,2007-07-31,2m,3
1,eakf_model1,4.80221850574616e-13,2007-07-31,2m,3
2,eakf_model2,3.679110467363571e-20,2007-07-31,2m,3
3,eakf_model3,1.0229721123462153e-12,2007-07-31,2m,3
4,sarima,0.9999999999984968,2007-07-31,2m,3
0,arima,6.726626194214594e-60,2007-07-31,3m,3
1,eakf_model1,1.115536740441823e-12,2007-07-31,3m,3
2,eakf_model2,8.291772182541422e-24,2007-07-31,3m,3
3,eakf_model3,8.127172380260632e-17,2007-07-31,3m,3
4,sarima,0.9999999999988842,2007-07-31,3m,3
0,arima,1.1725994297854904e-44,2007-07-31,4m,3
1,eakf_model1,1.5622866756255865e-12,2007-07-31,4m,3
2,eakf_model2,1.3155505677626647e-30,2007-07-31,4m,3
3,eakf_model3,5.232954742085167e-16,2007-07-31,4m,3
4,sarima,0.9999999999984373,2007-07-31,4m,3
0,arima,7.571583010854113e-135,2007-07-31,5m,3
1,eakf_model1,0.9999999998938518,2007-07-31,5m,3
2,eakf_model2,7.16652452189576e-97,2007-07-31,5m,3
3,eakf_model3,1.061482444115632e-10,2007-07-31,5m,3
4,sarima,5.5232357779523753e-157,2007-07-31,5m,3
0,arima,3.5796462308916495e-49,2007-08-31,1m,3
1,eakf_model1,1.128391582086154e-11,2007-08-31,1m,3
2,eakf_model2,2.1309507594453717e-13,2007-08-31,1m,3
3,eakf_model3,0.9999999999884526,2007-08-31,1m,3
4,sarima,5.036586002855177e-14,2007-08-31,1m,3
0,arima,0.0,2007-08-31,2m,3
1,eakf_model1,1.6703208578454832e-10,2007-08-31,2m,3
2,eakf_model2,8.802617205347836e-41,2007-08-31,2m,3
3,eakf_model3,0.9999999998329678,2007-08-31,2m,3
4,sarima,4.880566249629492e-81,2007-08-31,2m,3
0,arima,1.7931366236974763e-190,2007-08-31,3m,3
1,eakf_model1,1.9073047500495704e-11,2007-08-31,3m,3
2,eakf_model2,1.1906593965103736e-29,2007-08-31,3m,3
3,eakf_model3,2.2601648631219994e-13,2007-08-31,3m,3
4,sarima,0.9999999999807008,2007-08-31,3m,3
0,arima,2.2876320035410998e-124,2007-08-31,4m,3
1,eakf_model1,5.392176973634557e-12,2007-08-31,4m,3
2,eakf_model2,6.603847201686882e-31,2007-08-31,4m,3
3,eakf_model3,4.619110635245635e-19,2007-08-31,4m,3
4,sarima,0.9999999999946076,2007-08-31,4m,3
0,arima,2.338094656797812e-86,2007-08-31,5m,3
1,eakf_model1,5.6217742441712635e-12,2007-08-31,5m,3
2,eakf_model2,1.9261453597194134e-37,2007-08-31,5m,3
3,eakf_model3,8.742491969952372e-17,2007-08-31,5m,3
4,sarima,0.999999999994378,2007-08-31,5m,3
0,arima,4.229458288118937e-93,2007-08-31,6m,3
1,eakf_model1,0.9999999999757516,2007-08-31,6m,3
2,eakf_model2,7.14604454129257e-47,2007-08-31,6m,3
3,eakf_model3,2.4248172484939253e-11,2007-08-31,6m,3
4,sarima,6.88471633983174e-111,2007-08-31,6m,3
0,arima,3.710482157179791e-126,2007-09-30,1m,3
1,eakf_model1,5.6190567243510236e-11,2007-09-30,1m,3
2,eakf_model2,0.9999999999438088,2007-09-30,1m,3
3,eakf_model3,5.215232999185987e-16,2007-09-30,1m,3
4,sarima,7.29733901906606e-78,2007-09-30,1m,3
0,arima,4.583070795531585e-177,2007-09-30,2m,3
1,eakf_model1,4.315053853454704e-12,2007-09-30,2m,3
2,eakf_model2,8.596502857109193e-11,2007-09-30,2m,3
3,eakf_model3,0.9999999999097198,2007-09-30,2m,3
4,sarima,4.77223138728183e-72,2007-09-30,2m,3
0,arima,0.0,2007-09-30,3m,3
1,eakf_model1,1.3379352630026003e-09,2007-09-30,3m,3
2,eakf_model2,1.0051686320431057e-103,2007-09-30,3m,3
3,eakf_model3,0.9999999986620648,2007-09-30,3m,3
4,sarima,7.060003684764665e-297,2007-09-30,3m,3
0,arima,1e-323,2007-09-30,4m,3
1,eakf_model1,0.99999999698988,2007-09-30,4m,3
2,eakf_model2,6.3455974089989e-227,2007-09-30,4m,3
3,eakf_model3,1.417522712004563e-23,2007-09-30,4m,3
4,sarima,3.010119877511271e-09,2007-09-30,4m,3
0,arima,0.0,2007-09-30,5m,3
1,eakf_model1,1.039410416440536e-10,2007-09-30,5m,3
2,eakf_model2,1.0304176747108984e-78,2007-09-30,5m,3
3,eakf_model3,9.835815309605053e-30,2007-09-30,5m,3
4,sarima,0.9999999998960588,2007-09-30,5m,3
0,arima,0.0,2007-09-30,6m,3
1,eakf_model1,3.8205629953492285e-10,2007-09-30,6m,3
2,eakf_model2,4.700743327537925e-159,2007-09-30,6m,3
3,eakf_model3,7.456704527509937e-50,2007-09-30,6m,3
4,sarima,0.9999999996179436,2007-09-30,6m,3
0,arima,5.55268832179065e-23,2007-10-31,1m,3
1,eakf_model1,7.534802130980157e-13,2007-10-31,1m,3
2,eakf_model2,0.9999999999983578,2007-10-31,1m,3
3,eakf_model3,8.506643365778337e-13,2007-10-31,1m,3
4,sarima,3.8121264422163816e-14,2007-10-31,1m,3
0,arima,1.619708662517784e-76,2007-10-31,2m,3
1,eakf_model1,1.3052535166353417e-11,2007-10-31,2m,3
2,eakf_model2,0.9999999999869472,2007-10-31,2m,3
3,eakf_model3,1.065514378931229e-16,2007-10-31,2m,3
4,sarima,8.63638157078867e-60,2007-10-31,2m,3
0,arima,8.845087358490377e-236,2007-10-31,3m,3
1,eakf_model1,1.2206543531658943e-10,2007-10-31,3m,3
2,eakf_model2,4.656961836320079e-18,2007-10-31,3m,3
3,eakf_model3,0.9999999998779344,2007-10-31,3m,3
4,sarima,2.3413795242503637e-81,2007-10-31,3m,3
0,arima,0.0,2007-10-31,4m,3
1,eakf_model1,1.3291677937364048e-10,2007-10-31,4m,3
2,eakf_model2,5.489738521702977e-66,2007-10-31,4m,3
3,eakf_model3,0.9999999998670832,2007-10-31,4m,3
4,sarima,2.097508443134692e-83,2007-10-31,4m,3
0,arima,0.0,2007-10-31,5m,3
1,eakf_model1,1.4250434394399643e-10,2007-10-31,5m,3
2,eakf_model2,5.198324809564547e-84,2007-10-31,5m,3
3,eakf_model3,0.9999999998574955,2007-10-31,5m,3
4,sarima,4.3971773767665256e-17,2007-10-31,5m,3
0,arima,0.0,2007-10-31,6m,3
1,eakf_model1,0.9999999996601372,2007-10-31,6m,3
2,eakf_model2,3.470094050792609e-117,2007-10-31,6m,3
3,eakf_model3,2.8117495924955616e-17,2007-10-31,6m,3
4,sarima,3.3986282141320256e-10,2007-10-31,6m,3
0,arima,3.3745526776760493e-22,2007-11-30,1m,3
1,eakf_model1,5.869781799330059e-13,2007-11-30,1m,3
2,eakf_model2,0.9999999999991592,2007-11-30,1m,3
3,eakf_model3,2.538515291323284e-13,2007-11-30,1m,3
4,sarima,7.234539471124423e-24,2007-11-30,1m,3
