eval_horizon,mae,error,wis,type,frsct_date,method,eval_horizon_ensemble,forecast_date,score,type_ensemble
2m,1.7850000009250344,-3.468873188694488e-09,5.1846493890472445,imd_incidence,2022-04-30,all_past_ens,4m,2015-09-30,wis,all_past_ens
3m,3.2633333328554,1.9999999976874208,6.996031501760776,imd_incidence,2022-04-30,all_past_ens,4m,2015-09-30,wis,all_past_ens
4m,2.5766666650016066,1.6249999965311268,6.467206552456366,imd_incidence,2022-04-30,all_past_ens,4m,2015-09-30,wis,all_past_ens
5m,2.9466666636973082,2.0999999958373503,6.76966767838791,imd_incidence,2022-04-30,all_past_ens,4m,2015-09-30,wis,all_past_ens
6m,3.231666666624271,0.916666660885206,7.1082876012811065,imd_incidence,2022-04-30,all_past_ens,4m,2015-09-30,wis,all_past_ens
1m,1.8652551155725003,1.83491256280357,4.960755970303346,imd_incidence,2022-04-30,all_past_ens,5m,2015-09-30,wis,all_past_ens
2m,1.8070116582928586,-0.08254371859821408,5.156174323904306,imd_incidence,2022-04-30,all_past_ens,5m,2015-09-30,wis,all_past_ens
3m,3.2519606432153574,1.9449708542678579,6.941200329040105,imd_incidence,2022-04-30,all_past_ens,5m,2015-09-30,wis,all_past_ens
4m,2.537045681739524,1.542456281401786,6.409581350475866,imd_incidence,2022-04-30,all_past_ens,5m,2015-09-30,wis,all_past_ens
5m,2.8760092435465943,2.000947537682143,6.6616617437178505,imd_incidence,2022-04-30,all_past_ens,5m,2015-09-30,wis,all_past_ens
6m,3.2306577989949106,0.7790938023363086,7.1000802058662105,imd_incidence,2022-04-30,all_past_ens,5m,2015-09-30,wis,all_past_ens
1m,1.61026777466906,1.338183976628038,4.699799304672745,imd_incidence,2022-04-30,all_past_ens,6m,2015-09-30,wis,all_past_ens
2m,1.873242136449595,-0.33090801168598105,5.070496214871133,imd_incidence,2022-04-30,all_past_ens,6m,2015-09-30,wis,all_past_ens
3m,3.217741562834376,1.7793946588760126,6.776219804107291,imd_incidence,2022-04-30,all_past_ens,6m,2015-09-30,wis,all_past_ens
4m,2.417830821057396,1.294091988314019,6.238167287523178,imd_incidence,2022-04-30,all_past_ens,6m,2015-09-30,wis,all_past_ens
5m,2.663409408663467,1.7029103859768226,6.338263331205562,imd_incidence,2022-04-30,all_past_ens,6m,2015-09-30,wis,all_past_ens
6m,3.2276222354127264,0.36515331385669825,7.0977116087521095,imd_incidence,2022-04-30,all_past_ens,6m,2015-09-30,wis,all_past_ens
1m,2.743333332464278,-2.9999999991366995,5.681036584413945,imd_incidence,2022-04-30,all_past_ens,1m,2015-10-31,wis,all_past_ens
2m,4.1899999999294995,1.500000000431652,7.66795731728525,imd_incidence,2022-04-30,all_past_ens,1m,2015-10-31,wis,all_past_ens
3m,2.8488888886778607,0.6666666672422016,6.5494918702249105,imd_incidence,2022-04-30,all_past_ens,1m,2015-10-31,wis,all_past_ens
4m,3.02083333332686,1.2500000006474763,6.523323171255412,imd_incidence,2022-04-30,all_past_ens,1m,2015-10-31,wis,all_past_ens
5m,3.607333333100243,-0.19999999930935886,7.327057926946617,imd_incidence,2022-04-30,all_past_ens,1m,2015-10-31,wis,all_past_ens
6m,3.1366666661223093,-0.3333333324700325,6.826054369986744,imd_incidence,2022-04-30,all_past_ens,1m,2015-10-31,wis,all_past_ens
1m,2.74333332296764,-2.9999999897029515,5.681036574011945,imd_incidence,2022-04-30,all_past_ens,2m,2015-10-31,wis,all_past_ens
2m,4.189999999159076,1.5000000051485252,7.6679573196027775,imd_incidence,2022-04-30,all_past_ens,2m,2015-10-31,wis,all_past_ens
3m,2.8488888863718334,0.6666666735313663,6.549491873571064,imd_incidence,2022-04-30,all_past_ens,2m,2015-10-31,wis,all_past_ens
4m,3.020833333256107,1.2500000077227869,6.523323176978217,imd_incidence,2022-04-30,all_past_ens,2m,2015-10-31,wis,all_past_ens
5m,3.6073333305531308,-0.1999999917623608,7.327057928228945,imd_incidence,2022-04-30,all_past_ens,2m,2015-10-31,wis,all_past_ens
6m,3.1366666601738067,-0.3333333230362851,6.826054370730325,imd_incidence,2022-04-30,all_past_ens,2m,2015-10-31,wis,all_past_ens
1m,2.0627416985857483,-2.323915594621605,5.004276638467248,imd_incidence,2022-04-30,all_past_ens,3m,2015-10-31,wis,all_past_ens
2m,4.134786440227432,1.8380422026891994,7.86840424731279,imd_incidence,2022-04-30,all_past_ens,3m,2015-10-31,wis,all_past_ens
3m,2.8294247749512955,1.117389603585598,6.8122044344264525,imd_incidence,2022-04-30,all_past_ens,3m,2015-10-31,wis,all_past_ens
4m,3.1251134224925066,1.7570633040337973,6.9506359619886435,imd_incidence,2022-04-30,all_past_ens,3m,2015-10-31,wis,all_past_ens
5m,3.512271121640776,0.3408675243027169,7.439572757257093,imd_incidence,2022-04-30,all_past_ens,3m,2015-10-31,wis,all_past_ens
6m,3.0705268324374395,0.34275107204506244,6.9394704946019194,imd_incidence,2022-04-30,all_past_ens,3m,2015-10-31,wis,all_past_ens
1m,1.7734329071127721,-2.03652275541004,4.7995399074478255,imd_incidence,2022-04-30,all_past_ens,4m,2015-10-31,wis,all_past_ens
2m,4.111316025025153,1.9817386222949809,7.995082717468612,imd_incidence,2022-04-30,all_past_ens,4m,2015-10-31,wis,all_past_ens
3m,2.8683824709333057,1.3089848297266407,6.951527167276957,imd_incidence,2022-04-30,all_past_ens,4m,2015-10-31,wis,all_past_ens
4m,3.204864935373714,1.9726079334424704,7.153015721247457,imd_incidence,2022-04-30,all_past_ens,4m,2015-10-31,wis,all_past_ens
5m,3.5002006223938884,0.5707817956719683,7.512284021775299,imd_incidence,2022-04-30,all_past_ens,4m,2015-10-31,wis,all_past_ens
6m,3.177021845634169,0.6301439112566266,7.060257265520956,imd_incidence,2022-04-30,all_past_ens,4m,2015-10-31,wis,all_past_ens
1m,2.336093904255687,-2.5954575207837927,5.2349730007752155,imd_incidence,2022-04-30,all_past_ens,5m,2015-10-31,wis,all_past_ens
2m,4.156962364197345,1.7022712396081054,7.767338480545868,imd_incidence,2022-04-30,all_past_ens,5m,2015-10-31,wis,all_past_ens
3m,2.792615758293754,0.9363616528108061,6.692983169520769,imd_incidence,2022-04-30,all_past_ens,5m,2015-10-31,wis,all_past_ens
4m,3.049760537982499,1.5534068594121564,6.768731218908672,imd_incidence,2022-04-30,all_past_ens,5m,2015-10-31,wis,all_past_ens
5m,3.5236758825395866,0.12363398337296658,7.382047336694677,imd_incidence,2022-04-30,all_past_ens,5m,2015-10-31,wis,all_past_ens
6m,2.969905463131783,0.07120914588287341,6.864888102330046,imd_incidence,2022-04-30,all_past_ens,5m,2015-10-31,wis,all_past_ens
1m,2.7433331721402165,-2.999999839874386,5.681036408805394,imd_incidence,2022-04-30,all_past_ens,6m,2015-10-31,wis,all_past_ens
2m,4.189999986923076,1.500000080062807,7.667957356410126,imd_incidence,2022-04-30,all_past_ens,6m,2015-10-31,wis,all_past_ens
3m,2.848888849747073,0.666666773417076,6.549491926715286,imd_incidence,2022-04-30,all_past_ens,6m,2015-10-31,wis,all_past_ens
4m,3.0208333321323924,1.2500001200942106,6.523323267868885,imd_incidence,2022-04-30,all_past_ens,6m,2015-10-31,wis,all_past_ens
5m,3.6073332900994175,-0.1999998718995087,7.327057948595122,imd_incidence,2022-04-30,all_past_ens,6m,2015-10-31,wis,all_past_ens
6m,3.1366665656985706,-0.3333331732077192,6.826054382539982,imd_incidence,2022-04-30,all_past_ens,6m,2015-10-31,wis,all_past_ens
1m,5.236666667961494,5.0000000011879155,9.179969514161556,imd_incidence,2022-04-30,all_past_ens,1m,2015-11-30,wis,all_past_ens
2m,2.9266666664231424,2.000000001781874,6.746966464226926,imd_incidence,2022-04-30,all_past_ens,1m,2015-11-30,wis,all_past_ens
3m,3.1022222226841882,2.3333333353131938,6.730147359014006,imd_incidence,2022-04-30,all_past_ens,1m,2015-11-30,wis,all_past_ens
4m,3.7158333332214712,0.25000000207885353,7.518567073408491,imd_incidence,2022-04-30,all_past_ens,1m,2015-11-30,wis,all_past_ens
5m,3.1013333325445567,2.37583286377685e-09,6.860853658722216,imd_incidence,2022-04-30,all_past_ens,1m,2015-11-30,wis,all_past_ens
6m,3.4722222211280194,-0.9999999976241671,7.338521341015324,imd_incidence,2022-04-30,all_past_ens,1m,2015-11-30,wis,all_past_ens
1m,5.2366666762862835,5.000000008825335,9.179969526804278,imd_incidence,2022-04-30,all_past_ens,2m,2015-11-30,wis,all_past_ens
2m,2.926666664857474,2.0000000132380027,6.7469664694493625,imd_incidence,2022-04-30,all_past_ens,2m,2015-11-30,wis,all_past_ens
3m,3.1022222256542977,2.3333333480422254,6.7301473673105,imd_incidence,2022-04-30,all_past_ens,2m,2015-11-30,wis,all_past_ens
4m,3.7158333325022816,0.2500000154443365,7.5185670749371125,imd_incidence,2022-04-30,all_past_ens,2m,2015-11-30,wis,all_past_ens
5m,3.101333327473311,1.765067061398895e-08,6.860853659915679,imd_incidence,2022-04-30,all_past_ens,2m,2015-11-30,wis,all_past_ens
6m,3.472222214093108,-0.9999999823493292,7.33852133813443,imd_incidence,2022-04-30,all_past_ens,2m,2015-11-30,wis,all_past_ens
1m,5.750730351434818,5.471618059420322,9.96066994372823,imd_incidence,2022-04-30,all_past_ens,3m,2015-11-30,wis,all_past_ens
2m,2.920745386949317,2.707427089130481,7.091818270218235,imd_incidence,2022-04-30,all_past_ens,3m,2015-11-30,wis,all_past_ens
3m,3.3461361936393352,3.1193634323672,7.257371636518557,imd_incidence,2022-04-30,all_past_ens,3m,2015-11-30,wis,all_past_ens
4m,3.7168028439698273,1.07533160398556,7.641670105238935,imd_incidence,2022-04-30,all_past_ens,3m,2015-11-30,wis,all_past_ens
5m,3.122401439487957,0.94323611884064,6.9950524376857475,imd_incidence,2022-04-30,all_past_ens,3m,2015-11-30,wis,all_past_ens
6m,3.3163283354976016,-0.05676388115936012,7.217786638724928,imd_incidence,2022-04-30,all_past_ens,3m,2015-11-30,wis,all_past_ens
1m,5.872243913345962,5.583098391448896,10.145210678722842,imd_incidence,2022-04-30,all_past_ens,4m,2015-11-30,wis,all_past_ens
2m,3.0651124169263184,2.8746475871733423,7.177675642100793,imd_incidence,2022-04-30,all_past_ens,4m,2015-11-30,wis,all_past_ens
3m,3.500969988123464,3.3051639857481576,7.390295416579486,imd_incidence,2022-04-30,all_past_ens,4m,2015-11-30,wis,all_past_ens
4m,3.7899153617252335,1.2704221850355655,7.683497353010905,imd_incidence,2022-04-30,all_past_ens,4m,2015-11-30,wis,all_past_ens
5m,3.246516209146435,1.166196782897788,7.053099727664355,imd_incidence,2022-04-30,all_past_ens,4m,2015-11-30,wis,all_past_ens
6m,3.378757321433603,0.16619678289778714,7.215029107357694,imd_incidence,2022-04-30,all_past_ens,4m,2015-11-30,wis,all_past_ens
1m,5.236667197002792,5.000000486546906,9.179970317608257,imd_incidence,2022-04-30,all_past_ens,5m,2015-11-30,wis,all_past_ens
2m,2.926666566924551,2.000000729820357,6.746966796113333,imd_incidence,2022-04-30,all_past_ens,5m,2015-11-30,wis,all_past_ens
3m,3.1022224114349073,2.3333341442448408,6.730147886257404,imd_incidence,2022-04-30,all_past_ens,5m,2015-11-30,wis,all_past_ens
4m,3.7158332875168334,0.2500008514570826,7.518567170552426,imd_incidence,2022-04-30,all_past_ens,5m,2015-11-30,wis,all_past_ens
5m,3.101333010266189,9.73093808198655e-07,6.860853734566956,imd_incidence,2022-04-30,all_past_ens,5m,2015-11-30,wis,all_past_ens
6m,3.4722217740584624,-0.9999990269061918,7.3385211579341165,imd_incidence,2022-04-30,all_past_ens,5m,2015-11-30,wis,all_past_ens
1m,5.236666685175949,5.000000016980993,9.179969540304883,imd_incidence,2022-04-30,all_past_ens,6m,2015-11-30,wis,all_past_ens
2m,2.926666663185565,2.000000025471487,6.746966475026167,imd_incidence,2022-04-30,all_past_ens,6m,2015-11-30,wis,all_past_ens
3m,3.102222228825941,2.333333361634985,6.73014737616996,imd_incidence,2022-04-30,all_past_ens,6m,2015-11-30,wis,all_past_ens
4m,3.7158333317342898,0.2500000297167344,7.518567076569456,imd_incidence,2022-04-30,all_past_ens,6m,2015-11-30,wis,all_past_ens
5m,3.1013333220579553,3.396198167138209e-08,6.860853661190125,imd_incidence,2022-04-30,all_past_ens,6m,2015-11-30,wis,all_past_ens
6m,3.472222206580843,-0.9999999660380183,7.338521335058054,imd_incidence,2022-04-30,all_past_ens,6m,2015-11-30,wis,all_past_ens
1m,0.6066666665935632,-1.0,4.143643292968956,imd_incidence,2022-04-30,all_past_ens,1m,2015-12-31,wis,all_past_ens
2m,2.0216666669181453,1.0000000004386251,5.206234756826574,imd_incidence,2022-04-30,all_past_ens,1m,2015-12-31,wis,all_past_ens
3m,3.025555555752449,-1.0,6.459441057509588,imd_incidence,2022-04-30,all_past_ens,1m,2015-12-31,wis,all_past_ens
4m,2.3641666669539663,-0.7499999997806874,5.890480183499506,imd_incidence,2022-04-30,all_past_ens,1m,2015-12-31,wis,all_past_ens
5m,2.8586666667596554,-1.5999999997368253,6.512442073407422,imd_incidence,2022-04-30,all_past_ens,1m,2015-12-31,wis,all_past_ens
6m,2.7033333331227936,-1.6666666661549374,6.186138211579135,imd_incidence,2022-04-30,all_past_ens,1m,2015-12-31,wis,all_past_ens
1m,0.6066666660750393,-1.0000000000000018,4.143643294997747,imd_incidence,2022-04-30,all_past_ens,2m,2015-12-31,wis,all_past_ens
2m,2.0216666687018705,1.000000003549772,5.206234761997436,imd_incidence,2022-04-30,all_past_ens,2m,2015-12-31,wis,all_past_ens
3m,3.025555557149009,-1.000000000000001,6.4594410617583895,imd_incidence,2022-04-30,all_past_ens,2m,2015-12-31,wis,all_past_ens
4m,2.3641666689917678,-0.7499999982251144,5.890480187561475,imd_incidence,2022-04-30,all_past_ens,2m,2015-12-31,wis,all_past_ens
5m,2.858666667419218,-1.5999999978701371,6.512442075086268,imd_incidence,2022-04-30,all_past_ens,2m,2015-12-31,wis,all_past_ens
6m,2.7033333316294414,-1.6666666625252657,6.186138212976608,imd_incidence,2022-04-30,all_past_ens,2m,2015-12-31,wis,all_past_ens
1m,0.57313379997656,-0.9999999999999982,4.274844722981956,imd_incidence,2022-04-30,all_past_ens,3m,2015-12-31,wis,all_past_ens
2m,2.1370197280806336,1.2011972001406397,5.540633090416675,imd_incidence,2022-04-30,all_past_ens,3m,2015-12-31,wis,all_past_ens
3m,3.1158707431742427,-0.9999999999999982,6.7342101844441,imd_incidence,2022-04-30,all_past_ens,3m,2015-12-31,wis,all_past_ens
4m,2.495950832758786,-0.6494013999296793,6.1531667438452065,imd_incidence,2022-04-30,all_past_ens,3m,2015-12-31,wis,all_past_ens
5m,2.901320473096482,-1.4792816799156152,6.621012498890526,imd_incidence,2022-04-30,all_past_ens,3m,2015-12-31,wis,all_past_ens
6m,2.606758677265827,-1.4319365998359201,6.279881186676489,imd_incidence,2022-04-30,all_past_ens,3m,2015-12-31,wis,all_past_ens
1m,0.5808526590157577,-0.9999999999999982,4.244643745666818,imd_incidence,2022-04-30,all_past_ens,4m,2015-12-31,wis,all_past_ens
2m,2.1104668529857884,1.1548840459054466,5.463658651296813,imd_incidence,2022-04-30,all_past_ens,4m,2015-12-31,wis,all_past_ens
3m,3.095081282828666,-0.9999999999999988,6.670961665212048,imd_incidence,2022-04-30,all_past_ens,4m,2015-12-31,wis,all_past_ens
4m,2.4656157167347335,-0.6725579770472763,6.092699484843484,imd_incidence,2022-04-30,all_past_ens,4m,2015-12-31,wis,all_past_ens
5m,2.89150208439862,-1.5070695724567316,6.596020904235,imd_incidence,2022-04-30,all_past_ens,4m,2015-12-31,wis,all_past_ens
6m,2.628988991298718,-1.4859686131103123,6.255709323038594,imd_incidence,2022-04-30,all_past_ens,4m,2015-12-31,wis,all_past_ens
1m,0.6066666656130248,-0.9999999999999982,4.143643296805428,imd_incidence,2022-04-30,all_past_ens,5m,2015-12-31,wis,all_past_ens
2m,2.0216666702911947,1.0000000063218497,5.206234766604743,imd_incidence,2022-04-30,all_past_ens,5m,2015-12-31,wis,all_past_ens
3m,3.025555558393363,-0.9999999999999982,6.459441065544132,imd_incidence,2022-04-30,all_past_ens,5m,2015-12-31,wis,all_past_ens
4m,2.364166670807477,-0.7499999968390743,5.890480191180745,imd_incidence,2022-04-30,all_past_ens,5m,2015-12-31,wis,all_past_ens
5m,2.858666668006898,-1.5999999962068894,6.51244207658214,imd_incidence,2022-04-30,all_past_ens,5m,2015-12-31,wis,all_past_ens
6m,2.7033333302988454,-1.6666666592911756,6.186138214221775,imd_incidence,2022-04-30,all_past_ens,5m,2015-12-31,wis,all_past_ens
1m,0.606666666395304,-0.9999999999999964,4.1436432937446535,imd_incidence,2022-04-30,all_past_ens,6m,2015-12-31,wis,all_past_ens
2m,2.021666667600143,1.000000001628158,5.206234758803627,imd_incidence,2022-04-30,all_past_ens,6m,2015-12-31,wis,all_past_ens
3m,3.0255555562864136,-0.9999999999999959,6.459441059134092,imd_incidence,2022-04-30,all_past_ens,6m,2015-12-31,wis,all_past_ens
4m,2.3641666677331075,-0.7499999991859188,5.890480185052576,imd_incidence,2022-04-30,all_past_ens,6m,2015-12-31,wis,all_past_ens
5m,2.858666667011834,-1.5999999990231029,6.51244207404932,imd_incidence,2022-04-30,all_past_ens,6m,2015-12-31,wis,all_past_ens
6m,2.7033333325518165,-1.6666666647671489,6.186138212113451,imd_incidence,2022-04-30,all_past_ens,6m,2015-12-31,wis,all_past_ens
1m,3.266666666914505,3.0000000000000018,5.955853658816166,imd_incidence,2022-04-30,all_past_ens,1m,2016-01-31,wis,all_past_ens
2m,4.468333333073376,-1.4999999995959188,7.91648628004198,imd_incidence,2022-04-30,all_past_ens,1m,2016-01-31,wis,all_past_ens
3m,3.0711111112009077,-0.9999999994612256,6.7875355688508545,imd_incidence,2022-04-30,all_past_ens,1m,2016-01-31,wis,all_past_ens
4m,3.5299999998639597,-1.999999999393879,7.271230944702394,imd_incidence,2022-04-30,all_past_ens,1m,2016-01-31,wis,all_past_ens
5m,3.075333333018151,-1.9999999991918394,6.786057926411731,imd_incidence,2022-04-30,all_past_ens,1m,2016-01-31,wis,all_past_ens
6m,2.697222221632265,-1.8333333322557859,6.328127540380634,imd_incidence,2022-04-30,all_past_ens,1m,2016-01-31,wis,all_past_ens
1m,3.266666668110558,2.9999999999999982,5.955853660165413,imd_incidence,2022-04-30,all_past_ens,2m,2016-01-31,wis,all_past_ens
2m,4.4683333318188145,-1.499999997645829,7.916486277890427,imd_incidence,2022-04-30,all_past_ens,2m,2016-01-31,wis,all_past_ens
3m,3.0711111116342593,-0.9999999968611046,6.787535567621007,imd_incidence,2022-04-30,all_past_ens,2m,2016-01-31,wis,all_past_ens
4m,3.5299999992074276,-1.9999999964687425,7.271230942677612,imd_incidence,2022-04-30,all_past_ens,2m,2016-01-31,wis,all_past_ens
5m,3.0753333314970783,-1.9999999952916556,6.786057924396689,imd_incidence,2022-04-30,all_past_ens,2m,2016-01-31,wis,all_past_ens
6m,2.69722221878513,-1.8333333270555396,6.32812753907871,imd_incidence,2022-04-30,all_past_ens,2m,2016-01-31,wis,all_past_ens
1m,3.3634241827999247,2.9999999999999982,6.065004063053161,imd_incidence,2022-04-30,all_past_ens,3m,2016-01-31,wis,all_past_ens
2m,4.366843112606598,-1.3422431802175137,7.74243193071041,imd_incidence,2022-04-30,all_past_ens,3m,2016-01-31,wis,all_past_ens
3m,3.106168182173884,-0.789657573623351,6.688044563361363,imd_incidence,2022-04-30,all_past_ens,3m,2016-01-31,wis,all_past_ens
4m,3.4768885373398946,-1.7633647703262696,7.107431991045204,imd_incidence,2022-04-30,all_past_ens,3m,2016-01-31,wis,all_past_ens
5m,2.9522830139029916,-1.6844863604350255,6.623047035402561,imd_incidence,2022-04-30,all_past_ens,3m,2016-01-31,wis,all_past_ens
6m,2.46689726533979,-1.4126484805800332,6.222805624809037,imd_incidence,2022-04-30,all_past_ens,3m,2016-01-31,wis,all_past_ens
1m,3.337465033582216,3.0000000000000018,6.035720016177499,imd_incidence,2022-04-30,all_past_ens,4m,2016-01-31,wis,all_past_ens
2m,4.394072002818655,-1.3845678800289951,7.789129107513091,imd_incidence,2022-04-30,all_past_ens,4m,2016-01-31,wis,all_past_ens
3m,3.0967626933268897,-0.8460905067053274,6.714737082631702,imd_incidence,2022-04-30,all_past_ens,4m,2016-01-31,wis,all_past_ens
4m,3.491137852943096,-1.8268518200434936,7.151377739763338,imd_incidence,2022-04-30,all_past_ens,4m,2016-01-31,wis,all_past_ens
5m,2.985296279755951,-1.7691357600579924,6.666781354179717,imd_incidence,2022-04-30,all_past_ens,4m,2016-01-31,wis,all_past_ens
6m,2.5286913270645583,-1.5255143467439911,6.251062523481961,imd_incidence,2022-04-30,all_past_ens,4m,2016-01-31,wis,all_past_ens
1m,3.2666666682841488,3.0000000000000036,5.955853660361235,imd_incidence,2022-04-30,all_past_ens,5m,2016-01-31,wis,all_past_ens
2m,4.468333331636744,-1.499999997362809,7.916486277578174,imd_incidence,2022-04-30,all_past_ens,5m,2016-01-31,wis,all_past_ens
3m,3.0711111116971552,-0.9999999964837466,6.7875355674425215,imd_incidence,2022-04-30,all_past_ens,5m,2016-01-31,wis,all_past_ens
4m,3.5299999991121473,-1.9999999960442154,7.271230942383757,imd_incidence,2022-04-30,all_past_ens,5m,2016-01-31,wis,all_past_ens
5m,3.075333331276327,-1.9999999947256222,6.78605792410425,imd_incidence,2022-04-30,all_past_ens,5m,2016-01-31,wis,all_past_ens
6m,2.697222218371928,-1.8333333263008307,6.328127538889762,imd_incidence,2022-04-30,all_past_ens,5m,2016-01-31,wis,all_past_ens
1m,3.2666666671882165,3.0000000000000018,5.9558536591249345,imd_incidence,2022-04-30,all_past_ens,6m,2016-01-31,wis,all_past_ens
2m,4.468333332786278,-1.4999999991496535,7.916486279549612,imd_incidence,2022-04-30,all_past_ens,6m,2016-01-31,wis,all_past_ens
3m,3.0711111113000773,-0.9999999988662053,6.787535568569412,imd_incidence,2022-04-30,all_past_ens,6m,2016-01-31,wis,all_past_ens
4m,3.5299999997137173,-1.9999999987244812,7.271230944239037,imd_incidence,2022-04-30,all_past_ens,6m,2016-01-31,wis,all_past_ens
5m,3.0753333326700636,-1.9999999982993082,6.786057925950602,imd_incidence,2022-04-30,all_past_ens,6m,2016-01-31,wis,all_past_ens
6m,2.6972222209807177,-1.8333333310657443,6.328127540082697,imd_incidence,2022-04-30,all_past_ens,6m,2016-01-31,wis,all_past_ens
1m,6.3933333329452395,-6.999999999239032,11.0962652433499,imd_incidence,2022-04-30,all_past_ens,1m,2016-02-29,wis,all_past_ens
2m,3.306666666350865,-3.499999999619516,7.516059451081023,imd_incidence,2022-04-30,all_past_ens,1m,2016-02-29,wis,all_past_ens
3m,3.8733333330526207,-3.999999999746344,7.955645325001484,imd_incidence,2022-04-30,all_past_ens,1m,2016-02-29,wis,all_past_ens
4m,3.23583333296363,-3.2499999996195164,7.083132621782085,imd_incidence,2022-04-30,all_past_ens,1m,2016-02-29,wis,all_past_ens
5m,2.70066666624712,-2.7999999995434193,6.512856707202131,imd_incidence,2022-04-30,all_past_ens,1m,2016-02-29,wis,all_past_ens
6m,2.428333332830672,-2.499999999492688,6.130985772249133,imd_incidence,2022-04-30,all_past_ens,1m,2016-02-29,wis,all_past_ens
1m,6.393333331806003,-6.999999997005244,11.096265241727949,imd_incidence,2022-04-30,all_past_ens,2m,2016-02-29,wis,all_past_ens
2m,3.3066666654238395,-3.49999999850262,7.516059450674496,imd_incidence,2022-04-30,all_past_ens,2m,2016-02-29,wis,all_past_ens
3m,3.8733333322285977,-3.9999999990017456,7.955645324409198,imd_incidence,2022-04-30,all_past_ens,2m,2016-02-29,wis,all_past_ens
4m,3.2358333318783785,-3.2499999985026196,7.083132621285604,imd_incidence,2022-04-30,all_past_ens,2m,2016-02-29,wis,all_past_ens
5m,2.7006666650155555,-2.7999999982031443,6.512856706864718,imd_incidence,2022-04-30,all_past_ens,2m,2016-02-29,wis,all_past_ens
6m,2.428333331355129,-2.4999999980034944,6.1309857719303675,imd_incidence,2022-04-30,all_past_ens,2m,2016-02-29,wis,all_past_ens
1m,6.3414914589774565,-6.898349265968864,11.022456893851047,imd_incidence,2022-04-30,all_past_ens,3m,2016-02-29,wis,all_past_ens
2m,3.264481612043747,-3.449174632984432,7.497560102313555,imd_incidence,2022-04-30,all_past_ens,3m,2016-02-29,wis,all_past_ens
3m,3.8358355070018484,-3.9661164219896214,7.928692901664234,imd_incidence,2022-04-30,all_past_ens,3m,2016-02-29,wis,all_past_ens
4m,3.1864480183832073,-3.1991746329844313,7.060539739102782,imd_incidence,2022-04-30,all_past_ens,3m,2016-02-29,wis,all_past_ens
5m,2.6446232286375007,-2.739009559581318,6.4975024879059795,imd_incidence,2022-04-30,all_past_ens,3m,2016-02-29,wis,all_past_ens
6m,2.3611873762427664,-2.4322328439792424,6.116480140298966,imd_incidence,2022-04-30,all_past_ens,3m,2016-02-29,wis,all_past_ens
1m,6.346217418780229,-6.90761585381744,11.029185340686466,imd_incidence,2022-04-30,all_past_ens,4m,2016-02-29,wis,all_past_ens
2m,3.268327246000907,-3.4538079269087207,7.499246522420726,imd_incidence,2022-04-30,all_past_ens,4m,2016-02-29,wis,all_past_ens
3m,3.8392538482971017,-3.9692052846058146,7.931149912947398,imd_incidence,2022-04-30,all_past_ens,4m,2016-02-29,wis,all_past_ens
4m,3.1909500356463085,-3.2038079269087207,7.062599330070453,imd_incidence,2022-04-30,all_past_ens,4m,2016-02-29,wis,all_past_ens
5m,2.6497322074046847,-2.7445695122904645,6.49890219469979,imd_incidence,2022-04-30,all_past_ens,4m,2016-02-29,wis,all_past_ens
6m,2.367308472327189,-2.438410569211627,6.117802488977043,imd_incidence,2022-04-30,all_past_ens,4m,2016-02-29,wis,all_past_ens
1m,6.393333331408764,-6.9999999962263395,11.096265241162392,imd_incidence,2022-04-30,all_past_ens,5m,2016-02-29,wis,all_past_ens
2m,3.3066666651005967,-3.4999999981131698,7.516059450532746,imd_incidence,2022-04-30,all_past_ens,5m,2016-02-29,wis,all_past_ens
3m,3.873333331941271,-3.9999999987421133,7.955645324202676,imd_incidence,2022-04-30,all_past_ens,5m,2016-02-29,wis,all_past_ens
4m,3.235833331499962,-3.2499999981131698,7.083132621112485,imd_incidence,2022-04-30,all_past_ens,5m,2016-02-29,wis,all_past_ens
5m,2.700666664586121,-2.799999997735804,6.512856706747067,imd_incidence,2022-04-30,all_past_ens,5m,2016-02-29,wis,all_past_ens
6m,2.42833333084062,-2.499999997484226,6.130985771819219,imd_incidence,2022-04-30,all_past_ens,5m,2016-02-29,wis,all_past_ens
1m,6.39333333277043,-6.999999998896271,11.096265243101021,imd_incidence,2022-04-30,all_past_ens,6m,2016-02-29,wis,all_past_ens
2m,3.306666666208618,-3.499999999448134,7.516059451018644,imd_incidence,2022-04-30,all_past_ens,6m,2016-02-29,wis,all_past_ens
3m,3.8733333329261783,-3.999999999632088,7.955645324910598,imd_incidence,2022-04-30,all_past_ens,6m,2016-02-29,wis,all_past_ens
4m,3.235833332797104,-3.249999999448134,7.083132621705903,imd_incidence,2022-04-30,all_past_ens,6m,2016-02-29,wis,all_past_ens
5m,2.7006666660581433,-2.7999999993377616,6.5128567071503545,imd_incidence,2022-04-30,all_past_ens,6m,2016-02-29,wis,all_past_ens
6m,2.4283333326042587,-2.4999999992641797,6.13098577220022,imd_incidence,2022-04-30,all_past_ens,6m,2016-02-29,wis,all_past_ens
1m,0.0933333345094578,8.932552475471311e-10,4.31286585424426,imd_incidence,2022-04-30,all_past_ens,1m,2016-03-31,wis,all_past_ens
2m,2.583333333375019,-2.4999999991067448,6.578963414150084,imd_incidence,2022-04-30,all_past_ens,1m,2016-03-31,wis,all_past_ens
