eval_horizon,mae,error,wis,type,frsct_date,method,eval_horizon_ensemble,forecast_date,score,type_ensemble
3m,1.9133333420815966,1.8881140798991208e-08,6.7270782571085554,imd_incidence,2022-04-30,all_past_ens,3m,2012-01-31,wis,all_past_ens
4m,1.5516666828100414,2.3601425702679535e-08,6.666855949988811,imd_incidence,2022-04-30,all_past_ens,3m,2012-01-31,wis,all_past_ens
5m,2.148666682438713,0.8000000226573697,7.073131105445696,imd_incidence,2022-04-30,all_past_ens,3m,2012-01-31,wis,all_past_ens
6m,2.680000010510502,1.5000000157342857,7.460975613710106,imd_incidence,2022-04-30,all_past_ens,3m,2012-01-31,wis,all_past_ens
1m,2.583546008698285,1.9999999999999964,6.879287553352711,imd_incidence,2022-04-30,all_past_ens,4m,2012-01-31,wis,all_past_ens
2m,2.100253868188254,0.3300587345084569,6.987192784534553,imd_incidence,2022-04-30,all_past_ens,4m,2012-01-31,wis,all_past_ens
3m,2.297927213655582,0.8300587345084551,7.05756863076176,imd_incidence,2022-04-30,all_past_ens,4m,2012-01-31,wis,all_past_ens
4m,2.2613668846713946,1.0375734181355707,7.0620639349995615,imd_incidence,2022-04-30,all_past_ens,4m,2012-01-31,wis,all_past_ens
5m,2.8420423962260615,1.796070481410147,7.564761277137281,imd_incidence,2022-04-30,all_past_ens,4m,2012-01-31,wis,all_past_ens
6m,3.142066028876371,2.1917156120903774,7.7556359633346785,imd_incidence,2022-04-30,all_past_ens,4m,2012-01-31,wis,all_past_ens
1m,2.7166666657137633,2.0,6.888704268225276,imd_incidence,2022-04-30,all_past_ens,5m,2012-01-31,wis,all_past_ens
2m,2.015000000610261,0.4999999987835295,6.988368902430604,imd_incidence,2022-04-30,all_past_ens,5m,2012-01-31,wis,all_past_ens
3m,2.3766666661030356,0.9999999987835295,7.158521340740776,imd_incidence,2022-04-30,all_past_ens,5m,2012-01-31,wis,all_past_ens
4m,2.4066666656265836,1.249999998479412,7.192911584429222,imd_incidence,2022-04-30,all_past_ens,5m,2012-01-31,wis,all_past_ens
5m,2.9839999989838413,1.9999999985402355,7.705362803871599,imd_incidence,2022-04-30,all_past_ens,5m,2012-01-31,wis,all_past_ens
6m,3.2366666659894965,2.333333332319608,7.849253048110359,imd_incidence,2022-04-30,all_past_ens,5m,2012-01-31,wis,all_past_ens
1m,2.716666665646404,2.0000000000000036,6.888704268220515,imd_incidence,2022-04-30,all_past_ens,6m,2012-01-31,wis,all_past_ens
2m,2.0150000006533997,0.4999999986975414,6.988368902430013,imd_incidence,2022-04-30,all_past_ens,6m,2012-01-31,wis,all_past_ens
3m,2.3766666660631928,0.9999999986975409,7.158521340689694,imd_incidence,2022-04-30,all_past_ens,6m,2012-01-31,wis,all_past_ens
4m,2.406666665553061,1.2499999983719254,7.1929115843630145,imd_incidence,2022-04-30,all_past_ens,6m,2012-01-31,wis,all_past_ens
5m,2.9839999989120103,1.9999999984370482,7.705362803800455,imd_incidence,2022-04-30,all_past_ens,6m,2012-01-31,wis,all_past_ens
6m,3.2366666659416303,2.333333332247951,7.849253048062992,imd_incidence,2022-04-30,all_past_ens,6m,2012-01-31,wis,all_past_ens
1m,4.806666659883778,-4.99999999303127,9.978414624754102,imd_incidence,2022-04-30,all_past_ens,1m,2012-02-29,wis,all_past_ens
2m,2.634999991958864,-2.4999999930312704,8.125015239932512,imd_incidence,2022-04-30,all_past_ens,1m,2012-02-29,wis,all_past_ens
3m,2.055555546207136,-1.9999999914826638,7.373013208910625,imd_incidence,2022-04-30,all_past_ens,1m,2012-02-29,wis,all_past_ens
4m,2.372499995503234,-0.7499999907083605,7.406147104281933,imd_incidence,2022-04-30,all_past_ens,1m,2012-02-29,wis,all_past_ens
5m,2.779999997384403,0.40000000789789353,7.570826221715142,imd_incidence,2022-04-30,all_past_ens,1m,2012-02-29,wis,all_past_ens
6m,4.0661111089340265,2.1666666728610924,9.406059453042536,imd_incidence,2022-04-30,all_past_ens,1m,2012-02-29,wis,all_past_ens
1m,4.806666586468239,-4.999999917604356,9.97841452309602,imd_incidence,2022-04-30,all_past_ens,2m,2012-02-29,wis,all_past_ens
2m,2.634999904924584,-2.499999917604356,8.125015196963506,imd_incidence,2022-04-30,all_past_ens,2m,2012-02-29,wis,all_past_ens
3m,2.0555554450233267,-1.9999998992942107,7.373013182160128,imd_incidence,2022-04-30,all_past_ens,2m,2012-02-29,wis,all_past_ens
4m,2.3724999468319226,-0.7499998901391383,7.4061471110293455,imd_incidence,2022-04-30,all_past_ens,2m,2012-02-29,wis,all_past_ens
5m,2.7799999690741677,0.40000009338173115,7.570826245559013,imd_incidence,2022-04-30,all_past_ens,2m,2012-02-29,wis,all_past_ens
6m,4.066111085370099,2.1666667399072392,9.406059472774261,imd_incidence,2022-04-30,all_past_ens,2m,2012-02-29,wis,all_past_ens
1m,4.806666636906215,-4.9999999694241914,9.9784145929372,imd_incidence,2022-04-30,all_past_ens,3m,2012-02-29,wis,all_past_ens
2m,2.634999964718915,-2.4999999694241914,8.125015226484093,imd_incidence,2022-04-30,all_past_ens,3m,2012-02-29,wis,all_past_ens
3m,2.0555555145386735,-1.9999999626295661,7.373013200538267,imd_incidence,2022-04-30,all_past_ens,3m,2012-02-29,wis,all_past_ens
4m,2.37249998027011,-0.7499999592322535,7.406147106393735,imd_incidence,2022-04-30,all_past_ens,3m,2012-02-29,wis,all_past_ens
5m,2.7799999885238798,0.40000003465258444,7.5708262291777855,imd_incidence,2022-04-30,all_past_ens,3m,2012-02-29,wis,all_past_ens
6m,4.066111101559001,2.1666666938451637,9.406059459218161,imd_incidence,2022-04-30,all_past_ens,3m,2012-02-29,wis,all_past_ens
1m,3.9472824989442543,-4.117071060559159,8.852193968521714,imd_incidence,2022-04-30,all_past_ens,4m,2012-02-29,wis,all_past_ens
2m,2.331084391843488,-1.6170710605591587,7.662558351714595,imd_incidence,2022-04-30,all_past_ens,4m,2012-02-29,wis,all_past_ens
3m,1.760398932131249,-0.9208646295723059,7.125234246383155,imd_incidence,2022-04-30,all_past_ens,4m,2012-02-29,wis,all_past_ens
4m,2.4697227247466715,0.4272385859211205,7.5528260562615035,imd_incidence,2022-04-30,all_past_ens,4m,2012-02-29,wis,all_past_ens
5m,2.982173057043002,1.400652798032953,7.904093063419755,imd_incidence,2022-04-30,all_past_ens,4m,2012-02-29,wis,all_past_ens
6m,4.2349156693652565,2.9514923906140815,9.682164464015099,imd_incidence,2022-04-30,all_past_ens,4m,2012-02-29,wis,all_past_ens
1m,1.8866666712290119,-2.0000000046873367,7.027789637335091,imd_incidence,2022-04-30,all_past_ens,5m,2012-02-29,wis,all_past_ens
2m,2.713333332487011,0.4999999953126615,7.450129572904747,imd_incidence,2022-04-30,all_past_ens,5m,2012-02-29,wis,all_past_ens
3m,3.2266666634202523,1.6666666609376979,7.874090443822114,imd_incidence,2022-04-30,all_past_ens,5m,2012-02-29,wis,all_past_ens
4m,4.333333329207175,3.249999993750216,9.277564781246255,imd_incidence,2022-04-30,all_past_ens,5m,2012-02-29,wis,all_past_ens
5m,4.771333329372013,3.7999999946876826,9.821134140862897,imd_incidence,2022-04-30,all_past_ens,5m,2012-02-29,wis,all_past_ens
6m,5.726666663363829,4.833333329166809,11.280088918181933,imd_incidence,2022-04-30,all_past_ens,5m,2012-02-29,wis,all_past_ens
1m,1.8866666715337743,-2.000000005000455,7.027789637548101,imd_incidence,2022-04-30,all_past_ens,6m,2012-02-29,wis,all_past_ens
2m,2.713333332430471,0.49999999499954306,7.450129572886979,imd_incidence,2022-04-30,all_past_ens,6m,2012-02-29,wis,all_past_ens
3m,3.2266666632033854,1.6666666605549985,7.874090443599507,imd_incidence,2022-04-30,all_past_ens,6m,2012-02-29,wis,all_past_ens
4m,4.333333328931539,3.249999993332726,9.277564780889598,imd_incidence,2022-04-30,all_past_ens,6m,2012-02-29,wis,all_past_ens
5m,4.77133332910739,3.799999994332817,9.821134140496921,imd_incidence,2022-04-30,all_past_ens,6m,2012-02-29,wis,all_past_ens
6m,5.726666663143194,4.833333328888483,11.280088917875835,imd_incidence,2022-04-30,all_past_ens,6m,2012-02-29,wis,all_past_ens
1m,0.05333330966531946,1.4700628270247762e-08,6.038475615926549,imd_incidence,2022-04-30,all_past_ens,1m,2012-03-31,wis,all_past_ens
2m,0.2516666277590076,-0.49999996324843465,6.0349085430193545,imd_incidence,2022-04-30,all_past_ens,1m,2012-03-31,wis,all_past_ens
3m,1.3822222133038398,0.6666667107685443,6.552581325180117,imd_incidence,2022-04-30,all_past_ens,1m,2012-03-31,wis,all_past_ens
4m,2.134166671199357,1.5000000441018786,6.982042717084889,imd_incidence,2022-04-30,all_past_ens,1m,2012-03-31,wis,all_past_ens
5m,3.7500000093005936,3.2000000411617533,9.165868940414553,imd_incidence,2022-04-30,all_past_ens,1m,2012-03-31,wis,all_past_ens
6m,4.58277778561811,4.166666698518025,10.154522389382961,imd_incidence,2022-04-30,all_past_ens,1m,2012-03-31,wis,all_past_ens
1m,0.0533332782961935,3.418455918335894e-08,6.038475624104752,imd_incidence,2022-04-30,all_past_ens,2m,2012-03-31,wis,all_past_ens
2m,0.2516665761915373,-0.4999999145386056,6.034908551546843,imd_incidence,2022-04-30,all_past_ens,2m,2012-03-31,wis,all_past_ens
3m,1.3822222014835894,0.6666667692203395,6.552581357475825,imd_incidence,2022-04-30,all_past_ens,2m,2012-03-31,wis,all_past_ens
4m,2.1341666772069043,1.500000102553674,6.982042762357334,imd_incidence,2022-04-30,all_past_ens,2m,2012-03-31,wis,all_past_ens
5m,3.7500000216274296,3.2000000957167622,9.165868990746596,imd_incidence,2022-04-30,all_past_ens,2m,2012-03-31,wis,all_past_ens
6m,4.582777796009541,4.166666740733209,10.154522431343707,imd_incidence,2022-04-30,all_past_ens,2m,2012-03-31,wis,all_past_ens
1m,0.05333332183719719,7.140453561760296e-09,6.0384756127532375,imd_incidence,2022-04-30,all_past_ens,3m,2012-03-31,wis,all_past_ens
2m,0.2516666477682499,-0.4999999821488519,6.034908539710512,imd_incidence,2022-04-30,all_past_ens,3m,2012-03-31,wis,all_past_ens
3m,1.3822222178903434,0.6666666880880463,6.5525813126487185,imd_incidence,2022-04-30,all_past_ens,3m,2012-03-31,wis,all_past_ens
4m,2.1341666688683087,1.5000000214213811,6.9820426995182485,imd_incidence,2022-04-30,all_past_ens,3m,2012-03-31,wis,all_past_ens
5m,3.750000004517529,3.200000019993289,9.165868920884682,imd_incidence,2022-04-30,all_past_ens,3m,2012-03-31,wis,all_past_ens
6m,4.582777781586021,4.166666682137662,10.154522373101326,imd_incidence,2022-04-30,all_past_ens,3m,2012-03-31,wis,all_past_ens
1m,0.14474940659636104,0.12303275772030275,6.090117484509582,imd_incidence,2022-04-30,all_past_ens,4m,2012-03-31,wis,all_past_ens
2m,0.07396003209974644,-0.1924181056992289,6.1056913201469545,imd_incidence,2022-04-30,all_past_ens,4m,2012-03-31,wis,all_past_ens
3m,1.4061957253382313,1.0357649398275939,6.767805187942754,imd_incidence,2022-04-30,all_past_ens,4m,2012-03-31,wis,all_past_ens
4m,2.246061799063509,1.8690982731609278,7.276386615094669,imd_incidence,2022-04-30,all_past_ens,4m,2012-03-31,wis,all_past_ens
5m,3.887006750397513,3.5444917216168657,9.490468527746042,imd_incidence,2022-04-30,all_past_ens,4m,2012-03-31,wis,all_past_ens
6m,4.697701936628439,4.433237641727335,10.425131762191722,imd_incidence,2022-04-30,all_past_ens,4m,2012-03-31,wis,all_past_ens
1m,1.5566666629054389,0.9999999976638314,6.653338412741885,imd_incidence,2022-04-30,all_past_ens,5m,2012-03-31,wis,all_past_ens
2m,2.39499999381694,1.999999994159575,7.134771337694525,imd_incidence,2022-04-30,all_past_ens,5m,2012-03-31,wis,all_past_ens
3m,3.9688888820620853,3.6666666596581563,8.911763204691185,imd_incidence,2022-04-30,all_past_ens,5m,2012-03-31,wis,all_past_ens
4m,4.837499993096622,4.49999999299149,9.902572400658185,imd_incidence,2022-04-30,all_past_ens,5m,2012-03-31,wis,all_past_ens
5m,6.298666660242203,5.999999993458724,12.226689016395209,imd_incidence,2022-04-30,all_past_ens,5m,2012-03-31,wis,all_past_ens
6m,6.712777772409782,6.333333328271632,12.72235771683665,imd_incidence,2022-04-30,all_past_ens,5m,2012-03-31,wis,all_past_ens
1m,1.5566666627281762,0.9999999975537293,6.653338412652707,imd_incidence,2022-04-30,all_past_ens,6m,2012-03-31,wis,all_past_ens
2m,2.394999993525543,1.9999999938843285,7.134771337516907,imd_incidence,2022-04-30,all_past_ens,6m,2012-03-31,wis,all_past_ens
3m,3.9688888817403494,3.6666666593278614,8.911763204375852,imd_incidence,2022-04-30,all_past_ens,6m,2012-03-31,wis,all_past_ens
4m,4.837499992771277,4.499999992661195,9.902572400286891,imd_incidence,2022-04-30,all_past_ens,6m,2012-03-31,wis,all_past_ens
5m,6.298666659939427,5.999999993150449,12.22668901601842,imd_incidence,2022-04-30,all_past_ens,6m,2012-03-31,wis,all_past_ens
6m,6.7127777721567945,6.333333328033085,12.722357716518978,imd_incidence,2022-04-30,all_past_ens,6m,2012-03-31,wis,all_past_ens
1m,0.5533333337645949,0.0,5.461875006593092,imd_incidence,2022-04-30,all_past_ens,1m,2012-04-30,wis,all_past_ens
2m,2.2050000074855323,1.5000000092414005,6.566905501062485,imd_incidence,2022-04-30,all_past_ens,1m,2012-04-30,wis,all_past_ens
3m,3.1155555671791824,2.3333333487356676,7.410782539333467,imd_incidence,2022-04-30,all_past_ens,1m,2012-04-30,wis,all_past_ens
4m,5.105833345940144,4.250000018482801,10.471105203392904,imd_incidence,2022-04-30,all_past_ens,1m,2012-04-30,wis,all_past_ens
5m,6.098666677140253,5.400000014786241,11.89550611460516,imd_incidence,2022-04-30,all_past_ens,1m,2012-04-30,wis,all_past_ens
6m,7.203333339555876,6.500000010781633,13.745337915423024,imd_incidence,2022-04-30,all_past_ens,1m,2012-04-30,wis,all_past_ens
1m,0.5533333397054037,7.105427357601002e-15,5.46187509741472,imd_incidence,2022-04-30,all_past_ens,2m,2012-04-30,wis,all_past_ens
2m,2.205000110600814,1.5000001365442142,6.566905683689621,imd_incidence,2022-04-30,all_past_ens,2m,2012-04-30,wis,all_past_ens
3m,3.11555572729783,2.333333560907017,7.410782801177493,imd_incidence,2022-04-30,all_past_ens,2m,2012-04-30,wis,all_past_ens
4m,5.1058335196023945,4.2500002730884185,10.471105485318654,imd_incidence,2022-04-30,all_past_ens,2m,2012-04-30,wis,all_past_ens
5m,6.098666821416773,5.400000218470736,11.89550634939346,imd_incidence,2022-04-30,all_past_ens,2m,2012-04-30,wis,all_past_ens
6m,7.203333425273105,6.500000159301581,13.745338038284151,imd_incidence,2022-04-30,all_past_ens,2m,2012-04-30,wis,all_past_ens
1m,0.5533333335988395,0.0,5.461875004059008,imd_incidence,2022-04-30,all_past_ens,3m,2012-04-30,wis,all_past_ens
2m,2.205000004608438,1.5000000056894294,6.566905495966866,imd_incidence,2022-04-30,all_past_ens,3m,2012-04-30,wis,all_past_ens
3m,3.115555562711594,2.3333333428157155,7.410782532027561,imd_incidence,2022-04-30,all_past_ens,3m,2012-04-30,wis,all_past_ens
4m,5.105833341094664,4.250000011378859,10.471105195526679,imd_incidence,2022-04-30,all_past_ens,3m,2012-04-30,wis,all_past_ens
5m,6.098666673114686,5.400000009103087,11.895506108054155,imd_incidence,2022-04-30,all_past_ens,3m,2012-04-30,wis,all_past_ens
6m,7.2033333371642145,6.500000006637667,13.745337911994985,imd_incidence,2022-04-30,all_past_ens,3m,2012-04-30,wis,all_past_ens
1m,0.5533333414251196,-3.552713678800501e-15,5.461875123705554,imd_incidence,2022-04-30,all_past_ens,4m,2012-04-30,wis,all_past_ens
2m,2.2050001404503785,1.500000173395529,6.566905736556097,imd_incidence,2022-04-30,all_past_ens,4m,2012-04-30,wis,all_past_ens
3m,3.1155557736486004,2.333333622325886,7.4107828769754915,imd_incidence,2022-04-30,all_past_ens,4m,2012-04-30,wis,all_past_ens
4m,5.105833569873736,4.250000346791064,10.471105566929866,imd_incidence,2022-04-30,all_past_ens,4m,2012-04-30,wis,all_past_ens
5m,6.098666863181601,5.40000027743285,11.895506417359426,imd_incidence,2022-04-30,all_past_ens,4m,2012-04-30,wis,all_past_ens
6m,7.203333450086322,6.500000202294785,13.745338073849686,imd_incidence,2022-04-30,all_past_ens,4m,2012-04-30,wis,all_past_ens
1m,0.5999999998727006,0.0,6.175304876102681,imd_incidence,2022-04-30,all_past_ens,5m,2012-04-30,wis,all_past_ens
2m,3.0149999977904756,2.4999999972721945,8.099054873603245,imd_incidence,2022-04-30,all_past_ens,5m,2012-04-30,wis,all_past_ens
3m,4.3733333299023585,3.9999999954536576,9.565203245889549,imd_incidence,2022-04-30,all_past_ens,5m,2012-04-30,wis,all_past_ens
4m,6.469999996278818,6.249999994544389,12.758883377706132,imd_incidence,2022-04-30,all_past_ens,5m,2012-04-30,wis,all_past_ens
5m,7.231999996908487,6.999999995635511,13.798371945869189,imd_incidence,2022-04-30,all_past_ens,5m,2012-04-30,wis,all_past_ens
6m,7.876666664829945,7.666666663484228,14.759227639377661,imd_incidence,2022-04-30,all_past_ens,5m,2012-04-30,wis,all_past_ens
1m,0.5999999998239183,3.552713678800501e-15,6.175304875356861,imd_incidence,2022-04-30,all_past_ens,6m,2012-04-30,wis,all_past_ens
2m,3.014999996943704,2.4999999962267943,8.099054871899545,imd_incidence,2022-04-30,all_past_ens,6m,2012-04-30,wis,all_past_ens
3m,4.373333328587478,3.9999999937113215,9.565203243535324,imd_incidence,2022-04-30,all_past_ens,6m,2012-04-30,wis,all_past_ens
4m,6.469999994852717,6.249999992453585,12.75888337523799,imd_incidence,2022-04-30,all_past_ens,6m,2012-04-30,wis,all_past_ens
5m,7.2319999957237,6.999999993962868,13.798371943818738,imd_incidence,2022-04-30,all_past_ens,6m,2012-04-30,wis,all_past_ens
6m,7.876666664126044,7.666666662264593,14.759227638266747,imd_incidence,2022-04-30,all_past_ens,6m,2012-04-30,wis,all_past_ens
1m,3.4933333470704966,3.000000011876512,7.381310992147257,imd_incidence,2022-04-30,all_past_ens,1m,2012-05-31,wis,all_past_ens
2m,3.7950000174782677,3.50000001781477,7.786676852494708,imd_incidence,2022-04-30,all_past_ens,1m,2012-05-31,wis,all_past_ens
3m,5.941111131327575,5.833333354117233,11.169466495699199,imd_incidence,2022-04-30,all_past_ens,1m,2012-05-31,wis,all_past_ens
4m,6.8983333522961665,6.875000018557053,12.627404756785198,imd_incidence,2022-04-30,all_past_ens,1m,2012-05-31,wis,all_past_ens
5m,7.936666684038047,7.9000000160332915,14.420408565598423,imd_incidence,2022-04-30,all_past_ens,1m,2012-05-31,wis,all_past_ens
6m,7.914444458791931,7.750000014350785,14.251547280523758,imd_incidence,2022-04-30,all_past_ens,1m,2012-05-31,wis,all_past_ens
1m,3.493333385028823,3.000000044693511,7.381311037843428,imd_incidence,2022-04-30,all_past_ens,2m,2012-05-31,wis,all_past_ens
2m,3.7950000657739515,3.5000000670402667,7.786676916673575,imd_incidence,2022-04-30,all_past_ens,2m,2012-05-31,wis,all_past_ens
3m,5.9411111871893985,5.83333341154698,11.169466584907406,imd_incidence,2022-04-30,all_past_ens,2m,2012-05-31,wis,all_past_ens
4m,6.898333404693973,6.875000069833613,12.627404842928694,imd_incidence,2022-04-30,all_past_ens,2m,2012-05-31,wis,all_past_ens
5m,7.9366667320383755,7.900000060336242,14.420408645766845,imd_incidence,2022-04-30,all_past_ens,2m,2012-05-31,wis,all_past_ens
6m,7.914444498436687,7.750000054004661,14.251547348017848,imd_incidence,2022-04-30,all_past_ens,2m,2012-05-31,wis,all_past_ens
1m,3.4933333435642595,3.0000000088451877,7.381310987926274,imd_incidence,2022-04-30,all_past_ens,3m,2012-05-31,wis,all_past_ens
2m,3.7950000130171624,3.500000013267778,7.7866768465664595,imd_incidence,2022-04-30,all_past_ens,3m,2012-05-31,wis,all_past_ens
3m,5.941111126167578,5.833333348812406,11.169466487458973,imd_incidence,2022-04-30,all_past_ens,3m,2012-05-31,wis,all_past_ens
4m,6.898333347456144,6.8750000138206016,12.627404748828063,imd_incidence,2022-04-30,all_past_ens,3m,2012-05-31,wis,all_past_ens
5m,7.936666679604224,7.9000000119410005,14.420408558193209,imd_incidence,2022-04-30,all_past_ens,3m,2012-05-31,wis,all_past_ens
6m,7.91444445512992,7.750000010687934,14.251547274289281,imd_incidence,2022-04-30,all_past_ens,3m,2012-05-31,wis,all_past_ens
1m,3.4933334552638016,3.000000105415392,7.381311122395872,imd_incidence,2022-04-30,all_past_ens,4m,2012-05-31,wis,all_past_ens
2m,3.795000155136318,3.500000158123088,7.786677035424887,imd_incidence,2022-04-30,all_past_ens,4m,2012-05-31,wis,all_past_ens
3m,5.941111290551533,5.833333517810271,11.169466749970953,imd_incidence,2022-04-30,all_past_ens,4m,2012-05-31,wis,all_past_ens
4m,6.898333501646576,6.875000164711551,12.627405002321547,imd_incidence,2022-04-30,all_past_ens,4m,2012-05-31,wis,all_past_ens
5m,7.936666820854247,7.900000142310779,14.420408794103922,imd_incidence,2022-04-30,all_past_ens,4m,2012-05-31,wis,all_past_ens
6m,7.914444571792093,7.750000127376932,14.25154747290336,imd_incidence,2022-04-30,all_past_ens,4m,2012-05-31,wis,all_past_ens
1m,5.806666656673961,4.999999991360767,10.361341449699196,imd_incidence,2022-04-30,all_past_ens,5m,2012-05-31,wis,all_past_ens
2m,6.738333320619269,6.499999987041154,11.911410042104785,imd_incidence,2022-04-30,all_past_ens,5m,2012-05-31,wis,all_past_ens
3m,9.345555540849668,9.33333331821468,16.748450178450597,imd_incidence,2022-04-30,all_past_ens,5m,2012-05-31,wis,all_past_ens
4m,10.091666652872696,9.999999986501201,17.984043421456548,imd_incidence,2022-04-30,all_past_ens,5m,2012-05-31,wis,all_past_ens
5m,10.861999987363685,10.599999988337037,19.391560953714865,imd_incidence,2022-04-30,all_past_ens,5m,2012-05-31,wis,all_past_ens
6m,10.330555545118884,10.166666656227596,18.436046729540866,imd_incidence,2022-04-30,all_past_ens,5m,2012-05-31,wis,all_past_ens
1m,5.806666656564921,4.999999991266499,10.361341449549537,imd_incidence,2022-04-30,all_past_ens,6m,2012-05-31,wis,all_past_ens
2m,6.738333320480535,6.49999998689975,11.911410041898868,imd_incidence,2022-04-30,all_past_ens,6m,2012-05-31,wis,all_past_ens
3m,9.3455555406892,9.333333318049709,16.74845017817996,imd_incidence,2022-04-30,all_past_ens,6m,2012-05-31,wis,all_past_ens
4m,10.091666652722179,9.999999986353906,17.98404342119832,imd_incidence,2022-04-30,all_past_ens,6m,2012-05-31,wis,all_past_ens
5m,10.8619999872258,10.599999988209774,19.391560953475956,imd_incidence,2022-04-30,all_past_ens,6m,2012-05-31,wis,all_past_ens
6m,10.330555545005003,10.166666656113685,18.436046729339797,imd_incidence,2022-04-30,all_past_ens,6m,2012-05-31,wis,all_past_ens
1m,4.270000001846888,4.000000001828607,8.317728660918489,imd_incidence,2022-04-30,all_past_ens,1m,2012-06-30,wis,all_past_ens
2m,7.211666669598529,7.000000002742912,13.108856712341815,imd_incidence,2022-04-30,all_past_ens,1m,2012-06-30,wis,all_past_ens
3m,7.616666670462038,7.33333333699055,13.553053868598642,imd_incidence,2022-04-30,all_past_ens,1m,2012-06-30,wis,all_past_ens
4m,8.601666670758174,8.500000003657217,15.363075464685132,imd_incidence,2022-04-30,all_past_ens,1m,2012-06-30,wis,all_past_ens
5m,8.378666670394589,8.200000003657218,14.864847567732674,imd_incidence,2022-04-30,all_past_ens,1m,2012-06-30,wis,all_past_ens
6m,7.1855555592402,6.666666668800043,13.454476631990225,imd_incidence,2022-04-30,all_past_ens,1m,2012-06-30,wis,all_past_ens
1m,4.270000006793893,4.000000006726623,8.317728667298528,imd_incidence,2022-04-30,all_past_ens,2m,2012-06-30,wis,all_past_ens
2m,7.211666677451689,7.000000010089938,13.108856725800837,imd_incidence,2022-04-30,all_past_ens,2m,2012-06-30,wis,all_past_ens
3m,7.616666680628152,7.333333346786585,13.553053886839626,imd_incidence,2022-04-30,all_past_ens,2m,2012-06-30,wis,all_past_ens
4m,8.601666681717493,8.500000013453253,15.36307548442084,imd_incidence,2022-04-30,all_past_ens,2m,2012-06-30,wis,all_past_ens
5m,8.378666680380016,8.200000013453252,14.86484758583179,imd_incidence,2022-04-30,all_past_ens,2m,2012-06-30,wis,all_past_ens
6m,7.185555569109707,6.666666674514398,13.454476647991768,imd_incidence,2022-04-30,all_past_ens,2m,2012-06-30,wis,all_past_ens
1m,4.270000001856456,4.000000001838082,8.317728660930825,imd_incidence,2022-04-30,all_past_ens,3m,2012-06-30,wis,all_past_ens
2m,7.211666669613715,7.000000002757121,13.10885671236784,imd_incidence,2022-04-30,all_past_ens,3m,2012-06-30,wis,all_past_ens
3m,7.616666670481695,7.333333337009492,13.553053868633913,imd_incidence,2022-04-30,all_past_ens,3m,2012-06-30,wis,all_past_ens
4m,8.601666670779363,8.50000000367616,15.363075464723291,imd_incidence,2022-04-30,all_past_ens,3m,2012-06-30,wis,all_past_ens
5m,8.378666670413892,8.20000000367616,14.864847567767661,imd_incidence,2022-04-30,all_past_ens,3m,2012-06-30,wis,all_past_ens
6m,7.185555559259281,6.666666668811096,13.454476632021159,imd_incidence,2022-04-30,all_past_ens,3m,2012-06-30,wis,all_past_ens
1m,4.2700000079343745,4.000000007855817,8.31772866876939,imd_incidence,2022-04-30,all_past_ens,4m,2012-06-30,wis,all_past_ens
2m,7.211666679262155,7.000000011783722,13.108856728903683,imd_incidence,2022-04-30,all_past_ens,4m,2012-06-30,wis,all_past_ens
3m,7.616666682971843,7.333333349044962,13.553053891044902,imd_incidence,2022-04-30,all_past_ens,4m,2012-06-30,wis,all_past_ens
4m,8.601666684244048,8.500000015711628,15.363075488970708,imd_incidence,2022-04-30,all_past_ens,4m,2012-06-30,wis,all_past_ens
5m,8.378666682682052,8.200000015711629,14.864847590004358,imd_incidence,2022-04-30,all_past_ens,4m,2012-06-30,wis,all_past_ens
6m,7.185555571385017,6.666666675831787,13.454476651680768,imd_incidence,2022-04-30,all_past_ens,4m,2012-06-30,wis,all_past_ens
1m,5.279999993586991,4.9999999936504835,9.620304869778053,imd_incidence,2022-04-30,all_past_ens,5m,2012-06-30,wis,all_past_ens
2m,8.81499998981961,8.499999990475725,15.954268274306203,imd_incidence,2022-04-30,all_past_ens,5m,2012-06-30,wis,all_past_ens
3m,9.692222209043447,9.3333333206343,17.342250991994103,imd_incidence,2022-04-30,all_past_ens,5m,2012-06-30,wis,all_past_ens
4m,10.839166652459621,10.499999987300967,19.44118137639015,imd_incidence,2022-04-30,all_past_ens,5m,2012-06-30,wis,all_past_ens
5m,10.417333320388783,10.199999987300966,18.61760058579784,imd_incidence,2022-04-30,all_past_ens,5m,2012-06-30,wis,all_past_ens
6m,9.200555542761277,7.833333325925565,16.801908006885817,imd_incidence,2022-04-30,all_past_ens,5m,2012-06-30,wis,all_past_ens
1m,5.279999993359983,4.999999993425725,9.620304869485285,imd_incidence,2022-04-30,all_past_ens,6m,2012-06-30,wis,all_past_ens
2m,8.814999989459247,8.499999990138587,15.954268273655716,imd_incidence,2022-04-30,all_past_ens,6m,2012-06-30,wis,all_past_ens
3m,9.692222208576952,9.333333320184783,17.342250991135145,imd_incidence,2022-04-30,all_past_ens,6m,2012-06-30,wis,all_past_ens
4m,10.83916665195673,10.49999998685145,19.441181375468087,imd_incidence,2022-04-30,all_past_ens,6m,2012-06-30,wis,all_past_ens
5m,10.41733331993058,10.199999986851449,18.617600584949777,imd_incidence,2022-04-30,all_past_ens,6m,2012-06-30,wis,all_past_ens
6m,9.200555542308395,7.833333325663342,16.80190800612231,imd_incidence,2022-04-30,all_past_ens,6m,2012-06-30,wis,all_past_ens
