date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,forecast_date,add,model,Unnamed: 0,std,type
2007-05-31,44.196666666666665,44.0,43.0,44.0,42.0,45.0,42.0,45.0,41.0,46.0,41.0,46.0,41.0,47.0,40.0,47.82500000000002,40.0,48.29999999999998,39.0,49.0,38.0,50.0,38.0,50.725,37.0,52.0,36.325,52.0,35.0,53.0,34.0,54.0,33.900000000000006,56.0,32.0,58.0,29.950000000000003,60.0,28.0,62.0,26.7375,64.52499999999998,2006-12-31,0,model1,4.0,8.693094300493922,estimate
2007-06-30,44.376666666666665,44.0,44.0,44.0,43.0,45.0,42.0,46.0,41.0,46.0,41.0,47.875,40.0,48.0,40.0,49.0,39.0,49.0,38.0,50.0,38.0,51.0,37.0,52.0,36.8,53.0,36.0,54.0,34.85,54.0,33.0,56.0,32.0,58.0,31.0,58.0,29.950000000000003,59.0,28.0,61.0,25.7375,65.26249999999999,2006-12-31,0,model1,5.0,9.2715331334343,estimate
2007-01-31,31.066666666666663,30.0,30.0,30.0,29.0,31.0,29.0,31.924999999999983,28.60000000000001,32.0,28.0,33.0,28.0,33.0,27.0,34.0,27.0,35.0,26.0,35.0,26.0,36.0,25.0,36.0,25.0,37.0,24.0,37.67499999999998,24.0,38.0,23.0,39.625,22.0,42.0,22.0,43.0,20.0,44.0,19.0,47.0,18.0,48.26249999999999,2006-12-31,0,model2,0.0,7.236720433386397,forecast
2007-02-28,31.5,31.0,30.0,31.0,30.0,32.0,30.0,32.0,29.0,33.0,29.0,33.0,28.64999999999999,34.0,28.0,34.82500000000002,27.700000000000003,35.0,27.0,35.0,27.0,36.0,26.0,36.0,26.0,37.0,25.0,37.0,24.0,38.0,24.0,39.0,23.0,41.0,22.0,42.57499999999999,20.950000000000003,44.0,17.0,48.57499999999993,15.0,51.26249999999999,2006-12-31,0,model2,1.0,7.473699705699306,forecast
2007-03-31,31.69333333333333,30.5,30.0,31.0,29.55000000000001,32.0,29.0,32.0,28.0,33.0,28.0,34.0,27.0,35.0,26.175,35.0,26.0,36.0,26.0,36.0,25.0,37.0,25.0,37.0,24.0,38.0,24.0,39.0,23.0,41.0,23.0,42.0,22.0,43.0,21.425,44.0,21.0,48.0,19.0,49.0,17.7375,51.787499999999966,2006-12-31,0,model2,2.0,8.218135314598582,forecast
2007-04-30,32.06,31.0,31.0,31.974999999999994,30.0,32.0,29.075000000000003,33.0,29.0,33.0,28.0,34.0,28.0,34.349999999999994,27.0,35.0,27.0,36.0,27.0,37.0,26.0,38.0,25.0,38.0,25.0,39.0,24.0,40.0,24.0,42.0,23.0,43.0,22.0,44.0,21.0,45.0,19.0,48.0,18.475,50.52499999999998,16.7375,53.0,2006-12-31,0,model2,3.0,8.447540260623176,forecast
2007-05-31,32.42666666666667,31.0,31.0,32.0,30.0,33.0,30.0,33.0,29.0,33.0,28.0,34.0,28.0,35.0,28.0,36.0,27.0,36.29999999999998,26.0,37.0,26.0,37.25,25.0,39.0,25.0,39.0,24.0,40.0,24.0,41.0,23.0,42.0,23.0,45.0,21.425,46.57499999999999,20.0,49.0,18.0,51.52499999999998,17.7375,55.26249999999999,2006-12-31,0,model2,4.0,8.701552290430666,forecast
2007-06-30,32.193333333333335,31.0,31.0,31.974999999999994,30.0,32.0,29.075000000000003,32.0,29.0,33.0,28.0,34.0,27.0,35.0,27.0,35.82500000000002,26.0,36.0,26.0,37.0,26.0,38.0,25.0,39.0,25.0,40.0,24.0,40.67499999999998,23.0,42.0,23.0,42.625,22.0,43.0,21.0,46.0,20.0,48.0,18.0,50.0,16.0,56.52499999999998,2006-12-31,0,model2,5.0,8.978753566480199,forecast
2007-01-31,47.64,47.0,47.0,48.0,46.0,48.0,45.0,49.0,45.0,49.0,43.125,50.0,43.0,51.0,42.0,51.0,42.0,52.0,40.22500000000001,53.0,39.75,54.0,39.0,55.0,38.0,56.0,37.0,57.0,36.0,58.0,36.0,60.625,34.0,62.10000000000002,33.0,66.57499999999999,31.0,68.05000000000001,30.0,71.0,28.7375,74.26249999999999,2006-12-31,0,model3,0.0,10.9212933679776,forecast
2007-02-28,51.38666666666666,50.0,50.0,51.0,49.0,52.0,48.0,52.92499999999998,47.0,54.0,46.0,55.0,45.0,56.0,44.0,58.0,44.0,59.0,42.22500000000001,60.0,42.0,61.0,41.0,62.0,39.8,63.0,38.0,64.0,38.0,66.0,36.0,68.0,35.900000000000006,70.0,35.0,71.0,33.0,73.0,30.0,76.0,26.7375,77.26249999999999,2006-12-31,0,model3,1.0,12.8022190105545,forecast
2007-03-31,51.75,52.0,50.0,52.975,48.0,53.0,47.0,54.0,46.0,55.0,45.0,55.875,44.0,57.0,43.0,58.0,42.7,59.0,42.0,61.0,41.0,62.0,40.0,62.725,38.8,64.0,38.0,65.0,37.0,67.15,35.375,69.0,34.0,71.10000000000002,33.0,74.57499999999999,31.0,76.0,28.475,80.52499999999998,26.7375,82.0,2006-12-31,0,model3,2.0,14.061052972745005,forecast
2007-04-30,49.58,48.0,46.025000000000006,49.0,45.0,50.0,45.0,51.0,44.0,52.0,43.125,53.0,42.64999999999999,54.0,42.0,55.0,41.0,56.0,40.22500000000001,57.0,40.0,58.0,39.0,59.0,38.0,61.20000000000002,36.0,63.0,35.0,65.15,34.0,67.625,32.900000000000006,70.0,31.0,71.0,29.0,74.05000000000001,25.0,81.04999999999995,23.475,84.26249999999999,2006-12-31,0,model3,3.0,14.18688923220861,forecast
2007-05-31,45.27333333333333,44.0,43.0,45.0,42.0,45.0,41.075,46.0,40.0,48.0,39.0,48.875,38.0,50.0,38.0,50.82500000000002,37.0,52.0,36.22500000000001,53.0,35.0,54.25,35.0,55.0,33.800000000000004,56.20000000000002,32.0,57.67499999999998,31.0,59.0,30.0,60.625,29.0,63.0,28.0,66.0,27.0,70.0,25.0,75.04999999999995,23.0,79.26249999999999,2006-12-31,0,model3,4.0,13.119158890296733,forecast
2007-06-30,39.153333333333336,38.5,38.0,39.0,36.55000000000001,40.0,36.0,41.0,35.0,42.0,34.0,43.0,33.0,43.0,32.0,44.0,31.0,45.0,31.0,45.775000000000006,30.0,47.0,28.0,48.0,28.0,49.0,27.0,50.0,26.0,53.0,26.0,54.0,25.0,56.0,23.0,57.0,21.0,63.0,18.475,66.0,16.0,68.26249999999999,2006-12-31,0,model3,5.0,12.218871673445516,forecast
2007-01-31,364.0,364.0,2.01518809518819e-17,6.574870123358199e+21,9.363431290329428e-37,1.415036816010425e+41,3.0495602822863277e-56,4.344757530114013e+60,5.755559825968567e-76,2.3020523460149158e+80,5.120580353327504e-96,2.587519204027364e+100,1.7062703868071205e-116,7.76524055181759e+120,1.6372039734946094e-137,8.092821795270193e+141,3.323521987127848e-159,3.986614215677357e+163,9.849317318259716e-182,1.3452302907772718e+186,2.6934468410908037e-205,4.91919862603795e+209,3.791029077197533e-230,3.494987701279574e+234,1.2748853131799098e-256,1.0392777972279353e+261,3.594770061737899e-285,3.685799028156223e+289,1.9059209e-316,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,2006-12-31,0,sarima,,,
2007-02-28,416.00000000000034,416.00000000000034,2.3030721087864948e-17,7.514137283838022e+21,1.0701064331804872e-36,1.61718493258336e+41,3.485211751184264e-56,4.965437177273282e+60,6.57778265824958e-76,2.630916966874255e+80,5.852091832373937e-96,2.957164804602859e+100,1.9500232992079649e-116,8.874560630648896e+120,1.8710902554222449e-137,9.248939194594735e+141,3.7983108424314887e-159,4.556130532202808e+163,1.1256362649438678e-181,1.537406046602635e+186,3.07822496124636e-205,5.6219412869006545e+209,4.332604659654186e-230,3.9942716586060075e+234,1.457011786491279e-256,1.1877460539750157e+261,4.108308641986506e-285,4.212341746464599e+289,2.1781953e-316,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,2006-12-31,0,sarima,,,
2007-03-31,549.7142857142862,549.7142857142862,3.0433452866107335e-17,9.92939569650027e+21,1.414069215274219e-36,2.136994375199446e+41,4.605458385493504e-56,6.561470555682475e+60,8.692069941258273e-76,3.476568849083797e+80,7.733121349922614e-96,3.907682063225162e+100,2.576816502524927e-116,1.1727097976215144e+121,2.47251212323665e-137,1.2221812507143602e+142,5.019196470356124e-159,6.020601060411126e+163,1.4874479215330357e-181,2.0315722758678597e+186,4.067654413075731e-205,7.428993843404774e+209,5.72522758597121e-230,5.278144691729007e+234,1.92533700357763e-256,1.5695215713240205e+261,5.428836419767512e-285,5.566308736399269e+289,2.8783295e-316,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,2006-12-31,0,sarima,,,
2007-04-30,527.4285714285717,527.4285714285717,2.919966423639976e-17,9.52685262772333e+21,1.3567420849252106e-36,2.0503594680968014e+41,4.418750613108519e-56,6.2954649926145545e+60,8.33968872742315e-76,3.3356268687157826e+80,7.419616430330863e-96,3.749262520121717e+100,2.472350968638403e-116,1.1251675085288338e+121,2.3722751452672333e-137,1.1726333621719728e+142,4.815715532367976e-159,5.776522639043536e+163,1.427145978767883e-181,1.949211237657256e+186,3.902749504436706e-205,7.127818417321729e+209,5.493123764917483e-230,5.064165852876656e+234,1.8472828007296046e-256,1.5058923184329602e+261,5.2087484568031655e-285,5.3406475714117195e+289,2.76164045e-316,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,2006-12-31,0,sarima,,,
2007-05-31,341.7142857142859,341.7142857142859,1.891809232217454e-17,6.17232705458133e+21,8.790159986839416e-37,1.3284019089077905e+41,2.862852509901262e-56,4.078751967046002e+60,5.403178612133247e-76,2.1611103656468198e+80,4.8070754337354346e-96,2.4290996609239013e+100,1.6018048529206826e-116,7.289817660891161e+120,1.5369669955252755e-137,7.597342909846713e+141,3.1200410491398677e-159,3.74253579430996e+163,9.246297890608977e-182,1.2628692525666942e+186,2.528541932451993e-205,4.618023199955002e+209,3.558925256143782e-230,3.2810088624271845e+234,1.1968311103318771e-256,9.75648544336864e+260,3.374682098773939e-285,3.4601378631682146e+289,1.78923186e-316,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,2006-12-31,0,sarima,,,
2007-06-30,319.42857142857173,319.42857142857173,1.768430369246734e-17,5.769783985804313e+21,8.21688868334987e-37,1.241767001805141e+41,2.676144737516353e-56,3.8127464039779386e+60,5.0507973982983854e-76,2.020168385278631e+80,4.493570514143918e-96,2.27068011782026e+100,1.4973393190345265e-116,6.814394769963362e+120,1.4367300175561306e-137,7.101864024422212e+141,2.9165601111522707e-159,3.4984573729420603e+163,8.64327846295993e-182,1.1805082143558704e+186,2.3636370238136464e-205,4.316847773871154e+209,3.326821435090682e-230,3.067030023573013e+234,1.1187769074839367e-256,9.12019291445366e+260,3.1545941358098315e-285,3.2344766981791136e+289,1.6725428e-316,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,0.0,inf,2006-12-31,0,sarima,,,
2007-02-28,36.0,36.0,35.433588412844315,36.57546576711415,34.87390303470162,37.1624592380842,34.318696354109505,37.76367221608666,33.76573911869566,38.382100727729096,33.212756468647136,39.021151442922985,32.65735736928087,39.68477869611954,32.09695102476542,40.37766699397803,31.528641486596847,41.10548183786932,30.949087246411008,41.87522525887382,30.35430468642811,42.69575644667828,29.73937969906053,43.57858210610023,29.098023771617303,44.539107197518334,28.421853643825525,45.59871485657121,27.699147827946124,46.788443025400376,26.91252880841144,48.15600976133237,26.03418506349159,49.78070167509925,25.01453023978005,51.80988759640986,23.748758167316065,54.57127445862007,21.92961119648464,59.098174992165454,20.42298704887811,63.4579063727699,2007-01-31,0,arima,,,
2007-03-31,36.0,36.0,35.201591304376095,36.8165174350765,34.417839326609865,37.65489133996881,33.64548977004975,38.51927877577403,32.88139654151965,39.41438431191718,32.122434250848706,40.34563476352226,31.365406120964856,41.31940759835226,30.606939515496528,42.34333848844394,29.843358712336855,43.42674738766083,29.070519747201445,44.58124626838716,28.283583436338983,45.82163370200425,27.47668659169831,47.167259257219456,26.64244047457732,48.64419238307637,25.771122437734864,50.28884570826287,24.84928828696495,52.154411226330176,23.85719912092497,54.32322517957642,22.763545324397725,56.93313504249976,21.513000295795194,60.24264315439573,19.989798753396343,64.83306890619919,17.85922169178619,72.56755206729169,16.14904428399975,80.25242715347922,2007-01-31,0,arima,,,
2007-04-30,36.0,36.0,35.0246041389936,37.00255953948489,34.07193751609604,38.037167665846766,33.13788823040881,39.109311703536136,32.2185535691422,40.22526949320479,31.310133151150133,41.39235032133337,30.408820727200037,42.61921274838375,29.51068588304112,43.91629544417913,28.61153447087849,45.29641712572598,27.70673185695852,46.77563585235733,26.790964332770656,48.37451850938919,25.85789780403788,50.12008361320157,24.89966160667305,52.04890012050104,23.90602165586029,54.21228252264634,22.862967784585223,56.68555422073396,21.750104969359896,59.58591932433055,20.535326127992636,63.11075811128045,19.162302372208483,67.63279144783864,17.51408438898735,73.99758795355065,15.256018470245907,84.95008068636075,13.486542426322025,96.09579379445424,2007-01-31,0,arima,,,
2007-05-31,36.0,36.0,34.87608854968586,37.16013044735985,33.78303091196517,38.362454907531294,32.71591442730176,39.6137483144434,31.6701427264027,40.92182378829487,30.64131089296417,42.29584055744776,29.62508306192313,43.74671278696726,28.61706291540514,45.28766644680147,27.61264538454452,46.9350177048014,26.60683336735473,48.709291410458775,25.59399480059874,50.6368783027838,24.56751957491122,52.75257829949986,23.51930520036092,55.10366862283463,22.438937898291623,57.75674436438765,21.31229972695961,60.809955593885874,20.119005739694884,64.41670213568189,18.827188657655416,68.8366183377584,17.38129785731353,74.56290149556823,15.666764284124753,82.7228888171405,13.358551304545298,97.01650803699282,11.586066659318076,111.8584967710068,2007-01-31,0,arima,,,
2007-06-30,36.0,36.0,34.74576559387988,37.2995091012839,33.53052962619125,38.65134295366669,32.3486026951381,40.06355428127302,31.19472320073501,41.5454880513081,30.0639148997352,43.10815821300156,28.95135100417256,44.76475035010339,27.85221456515301,46.53130891866228,26.76154305140189,48.4277008059933,25.67404085683731,50.4790035673274,24.5838354022082,52.71756740950148,23.48413726672553,55.18618739451379,22.366735320331607,57.94319025280018,21.221197860609696,61.071010624032965,20.033519775624804,64.69157764163188,18.78364186843226,68.99620473376113,17.440418295188397,74.31014429037809,15.94988142585315,81.25452255082689,14.201391225902936,91.25866468886038,11.883397890739106,109.05971607750256,10.134913432319616,127.87479721998756,2007-01-31,0,arima,,,
2007-07-31,36.0,36.0,34.62836383489882,37.42596693794345,33.303875765982255,38.91438969766335,32.020078265390865,40.47460437973979,30.771056742683744,42.11750057326654,29.551279407017372,43.85596921709745,28.355448019898496,45.70550248723029,27.17834857215667,47.68501649609828,26.014689440806706,49.81800774323644,24.85891077230161,52.13422309090203,23.704941238549733,54.67214564921184,22.54586381299941,57.48282748220793,21.3734240635964,60.63604952317261,20.17725713645306,64.23073221674878,18.94358448543185,68.41366273614481,17.65283197920746,73.4159822926148,16.274811479267502,79.63225882222818,14.757517659272798,87.81964758047678,12.994924931127663,99.73124176312857,10.69047495761741,121.22941264424792,8.98005883468627,144.31976714830478,2007-01-31,0,arima,,,
2007-02-28,43.18666666666667,43.0,43.0,44.0,42.0,45.0,42.0,46.0,41.0,46.0,40.0,47.0,39.64999999999999,47.0,39.0,48.0,38.0,48.0,37.0,49.0,37.0,49.0,36.0,50.0,35.0,50.0,35.0,51.0,34.0,52.0,33.0,52.0,32.900000000000006,53.0,32.0,54.0,30.0,55.05000000000001,27.0,59.04999999999996,25.7375,62.26249999999999,2007-01-31,0,model1,0.0,8.277694302487884,estimate
2007-03-31,42.75333333333333,42.0,42.0,43.0,41.0,43.0,41.0,44.0,40.0,44.0,40.0,45.0,39.0,45.0,39.0,45.0,38.0,46.0,37.22500000000001,47.0,37.0,48.0,36.0,48.725,36.0,49.0,35.0,50.0,35.0,51.0,34.0,52.0,33.900000000000006,54.0,33.0,55.0,31.0,57.0,28.0,59.52499999999998,27.7375,63.26249999999999,2007-01-31,0,model1,1.0,7.939938979122962,estimate
2007-04-30,42.95,43.0,42.0,43.0,41.55000000000001,44.0,41.0,44.0,40.60000000000001,45.0,40.0,45.0,39.0,46.0,39.0,46.0,38.0,47.0,38.0,47.0,37.0,48.0,36.0,49.0,35.0,50.0,35.0,50.67499999999998,34.0,51.0,33.0,53.0,33.0,54.10000000000002,31.425,56.0,29.950000000000003,57.0,28.475,60.52499999999998,26.0,63.0,2007-01-31,0,model1,2.0,8.584081479663297,estimate
2007-05-31,43.61333333333334,44.0,43.0,44.0,42.0,45.0,42.0,45.0,41.0,46.0,41.0,46.0,40.0,46.0,40.0,47.0,39.0,47.29999999999998,38.0,48.0,38.0,49.0,37.0,50.0,37.0,51.0,36.0,52.0,35.0,52.0,34.0,53.0,33.900000000000006,54.0,33.0,55.0,30.950000000000003,57.0,29.0,60.0,25.0,62.26249999999999,2007-01-31,0,model1,3.0,8.158371096736312,estimate
2007-06-30,43.16,42.0,42.0,43.0,41.0,44.0,41.0,44.0,39.60000000000001,46.0,39.0,46.0,38.0,47.0,38.0,48.0,38.0,48.29999999999998,37.0,49.775000000000006,36.75,50.0,36.0,51.0,34.0,52.0,34.0,53.0,33.0,54.0,32.0,55.0,31.0,56.0,30.0,57.0,29.0,58.05000000000001,27.0,61.0,26.0,63.52499999999998,2007-01-31,0,model1,4.0,9.411854760537096,estimate
2007-07-31,43.9,43.0,42.0,44.0,42.0,44.45000000000002,41.0,45.0,41.0,46.0,40.0,47.0,40.0,47.0,40.0,48.0,39.0,48.0,39.0,49.0,38.0,49.0,37.275000000000006,50.0,36.0,51.0,36.0,53.0,35.0,53.0,34.0,54.0,32.0,56.0,31.0,57.0,28.0,60.0,27.0,63.0,26.0,67.0,2007-01-31,0,model1,5.0,9.22752172528656,estimate
2007-02-28,33.763333333333335,33.0,32.025000000000006,33.0,32.0,33.0,31.0,34.0,31.0,34.0,30.125,34.0,30.0,35.0,30.0,35.0,29.700000000000003,36.0,29.0,36.0,29.0,38.0,28.0,38.0,28.0,39.0,27.0,40.0,27.0,41.0,26.0,43.0,25.9,44.0,24.0,46.57499999999999,23.0,49.05000000000001,21.475,53.52499999999998,20.7375,56.787499999999966,2007-01-31,0,model2,0.0,7.687934487091773,forecast
2007-03-31,33.86333333333334,34.0,33.0,34.0,33.0,34.0,32.0,35.0,32.0,35.0,31.0,35.0,31.0,36.0,30.0,36.0,30.0,37.0,30.0,38.0,29.0,39.0,29.0,39.0,28.0,40.0,27.0,41.0,27.0,41.0,26.0,43.0,24.9,44.0,23.0,44.0,22.950000000000003,46.0,20.475,49.52499999999998,19.0,52.26249999999999,2007-01-31,0,model2,1.0,7.28617067917773,forecast
2007-04-30,34.486666666666665,33.0,33.0,33.0,33.0,34.0,32.0,35.0,32.0,35.400000000000006,31.0,36.0,31.0,36.0,30.0,37.0,30.0,37.29999999999998,29.0,39.0,29.0,39.0,28.0,40.0,28.0,40.20000000000002,27.0,42.0,27.0,42.150000000000006,26.0,44.0,25.0,46.0,24.0,48.0,22.0,50.05000000000001,21.0,54.0,20.0,57.0,2007-01-31,0,model2,2.0,8.341167332200454,forecast
2007-05-31,35.46333333333333,35.0,34.0,35.0,34.0,36.0,33.075,36.0,32.0,37.0,32.0,37.875,31.0,38.0,31.0,39.0,30.0,40.0,30.0,40.0,29.0,41.0,29.0,41.725,28.0,42.0,27.325,44.0,26.0,45.0,25.375,45.625,25.0,47.0,23.0,48.57499999999999,22.0,52.0,19.475,55.04999999999996,17.0,59.52499999999998,2007-01-31,0,model2,3.0,9.093089122415046,forecast
2007-06-30,36.81,36.0,35.0,36.0,35.0,37.0,34.0,37.0,33.0,38.0,33.0,38.0,32.0,39.0,31.0,40.0,30.0,41.0,30.0,42.0,30.0,43.0,29.0,43.725,29.0,44.0,28.0,45.0,28.0,46.150000000000006,27.0,47.0,26.0,50.0,25.0,51.57499999999999,24.0,56.0,22.0,60.0,21.0,63.52499999999998,2007-01-31,0,model2,4.0,9.64489398247126,forecast
2007-07-31,37.16666666666666,36.0,35.0,36.0,35.0,37.0,34.0,37.0,33.60000000000001,38.0,33.0,39.0,33.0,40.0,32.0,41.0,31.700000000000003,42.0,31.0,42.0,30.0,43.0,30.0,44.725,29.0,46.0,28.0,47.0,27.0,48.0,26.0,49.0,25.0,51.0,24.0,53.57499999999999,23.0,56.05000000000001,20.0,61.0,18.0,61.26249999999999,2007-01-31,0,model2,5.0,10.107394337308447,forecast
2007-02-28,41.82666666666667,41.0,41.0,42.0,40.0,43.0,39.0,43.92499999999998,38.0,44.0,37.0,45.0,37.0,46.0,36.0,46.0,35.0,47.0,35.0,48.0,34.0,49.0,34.0,50.0,33.0,51.0,33.0,51.0,32.0,53.0,31.0,53.0,30.0,54.0,29.0,55.57499999999999,27.950000000000003,59.0,24.0,61.0,23.0,63.0,2007-01-31,0,model3,0.0,9.870903606844085,forecast
