date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,3.623333333377717,3.0000000000502456,3.0000000000502456,3.0000000000502456,3.000000000025123,4.000000000025123,3.000000000025123,4.000000000050246,3.000000000025123,4.000000000050246,3.000000000025123,4.000000000050246,2.0000000000502456,4.000000000050246,2.0000000000502456,4.000000000050246,2.0000000000427085,5.000000000050246,2.000000000025123,5.000000000050246,2.000000000025123,5.000000000075368,2.000000000025123,5.000000000075368,1.0000000000502454,6.000000000050246,1.0000000000502454,6.000000000050246,1.0000000000251228,6.000000000075369,1.0000000000251228,6.000000000075369,1.0000000000226104,7.000000000075368,2.512257755809859e-11,7.000000000075368,2.5122577364801854e-11,8.000000000075369,9.181594937772166e-20,10.000000000038312,9.692768728312305e-37,11.262500000081952
2021-03-31,3.283333333378638,3.0000000000502456,3.000000000025751,3.0000000000502456,3.000000000025123,3.0000000000502456,2.0000000000502456,3.0000000000502456,2.0000000000502456,3.400000000040202,2.0000000000502456,4.000000000050246,2.0000000000502456,4.000000000050246,2.000000000025123,4.000000000050246,2.000000000025123,4.000000000050246,2.000000000025123,5.000000000025123,2.000000000025123,5.000000000050246,1.0000000000502454,5.000000000050246,1.0000000000502454,5.000000000050246,1.0000000000251228,5.000000000050246,1.0000000000251228,6.000000000050246,1.0000000000251228,6.000000000050246,1.0000000000251228,7.000000000050246,3.579967285598828e-11,7.000000000075368,2.5122577364801854e-11,8.000000000075369,2.5122577364801854e-11,8.00000000011368,1.1417200927103504e-36,9.000000000125615
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
