,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2014,Lyme disease cummulative for 2013,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2014,Malaria cummulative for 2013,"Meningococcal diseases, invasive �, All groups current week","Meningococcal diseases, invasive �, All groups previous 52 weeks median ","Meningococcal diseases, invasive �, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive �, All groups cummulative for 2014","Meningococcal diseases, invasive �, All groups cummulative for 2013"
73,2014,28,Mont.,0,0,3,3,6,1,0,0,1,0,0,0,1,3,0
74,2014,28,Nev.,0,0,1,3,3,0,0,1,4,4,0,0,1,2,1
75,2014,28,N. Mex.,0,0,3,0,0,0,0,1,0,0,0,0,1,2,1
76,2014,28,Utah,0,0,2,2,10,0,0,1,1,4,0,0,1,1,6
77,2014,28,Wyo.,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
78,2014,28,PACIFIC,1,2,10,45,86,1,3,9,52,61,0,2,7,59,83
79,2014,28,Alaska,0,0,2,8,5,0,0,1,1,2,0,0,0,0,0
80,2014,28,Calif.,0,0,8,4,56,0,2,5,28,45,0,1,5,38,66
81,2014,28,Hawaii,N,0,0,N,N,0,0,0,0,1,0,0,1,1,1
82,2014,28,Oreg.,1,1,4,33,20,0,0,1,7,5,0,0,3,12,8
83,2014,28,Wash.,0,0,4,0,5,1,0,3,16,8,0,0,5,8,8
84,2014,28,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2014,28,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2014,28,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2014,28,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,1,1
88,2014,28,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,29,UNITED STATES,439,411,"2,486","9,477","17,775",34,25,51,656,809,0,8,24,248,352
23,2014,29,NEW ENGLAND,45,117,998,"2,610","7,082",3,1,8,36,68,0,0,3,10,14
24,2014,29,Conn.,0,24,252,565,"1,818",0,0,1,0,16,0,0,1,1,2
25,2014,29,Maine,2,14,102,246,500,0,0,2,4,3,0,0,1,0,2
26,2014,29,Mass.,9,53,411,"1,325","3,201",0,1,4,24,40,0,0,3,8,4
27,2014,29,N.H.,0,5,157,83,"1,039",0,0,2,2,6,0,0,0,0,2
28,2014,29,R.I.,30,9,54,219,228,3,0,8,6,0,0,0,1,1,1
29,2014,29,Vt.,4,10,103,172,296,0,0,1,0,3,0,0,1,0,3
30,2014,29,MID. ATLANTIC,340,179,907,"5,211","6,086",12,8,21,171,193,0,1,3,24,51
31,2014,29,N.J.,0,42,228,874,"2,188",0,1,6,32,54,0,0,2,4,10
32,2014,29,N.Y. (Upstate),147,49,244,"1,122","1,008",2,1,5,27,27,0,0,3,5,14
33,2014,29,N.Y. City,3,4,441,489,302,9,3,13,86,73,0,0,2,8,11
34,2014,29,Pa.,190,61,433,"2,726","2,588",1,1,4,26,39,0,0,2,7,16
35,2014,29,E.N. CENTRAL,2,19,199,451,"1,474",3,2,8,58,82,0,1,4,28,37
36,2014,29,Ill.,0,1,27,58,218,0,1,5,16,40,0,0,2,9,6
37,2014,29,Ind.,0,0,7,0,81,0,0,2,4,11,0,0,1,3,12
38,2014,29,Mich.,1,2,16,29,46,0,0,2,10,11,0,0,1,6,3
39,2014,29,Ohio,0,1,7,31,42,3,1,3,24,14,0,0,2,6,6
40,2014,29,Wis.,1,15,156,333,"1,087",0,0,2,4,6,0,0,1,4,10
41,2014,29,W.N. CENTRAL,0,7,225,79,"1,419",0,1,7,32,54,0,0,3,16,29
42,2014,29,Iowa,0,1,13,61,181,0,0,2,5,4,0,0,1,1,1
43,2014,29,Kans.,0,0,4,4,17,0,0,2,8,6,0,0,1,1,3
44,2014,29,Minn.,0,0,206,3,"1,204",0,0,5,2,36,0,0,2,4,9
45,2014,29,Mo.,0,0,1,4,0,0,0,1,9,1,0,0,2,7,6
46,2014,29,Nebr.,0,0,3,3,1,0,0,1,1,3,0,0,1,0,3
47,2014,29,N. Dak.,0,0,4,4,13,0,0,1,5,2,0,0,1,1,3
48,2014,29,S. Dak.,0,0,1,0,3,0,0,3,2,2,0,0,1,2,4
49,2014,29,S. ATLANTIC,49,46,309,981,"1,508",4,7,18,219,221,0,1,6,60,63
50,2014,29,Del.,6,8,24,206,255,0,0,1,2,5,0,0,1,1,2
51,2014,29,D.C.,N,0,0,N,N,0,0,2,3,11,0,0,0,0,0
52,2014,29,Fla.,2,2,14,38,41,0,1,3,27,31,0,1,3,27,34
53,2014,29,Ga.,0,0,3,3,5,0,1,5,39,37,0,0,2,10,7
54,2014,29,Md.,21,16,81,363,615,2,3,10,86,75,0,0,1,4,3
55,2014,29,N.C.,0,1,27,43,63,0,0,7,19,14,0,0,3,11,9
56,2014,29,S.C.,0,1,5,12,11,0,0,1,2,6,0,0,1,2,2
57,2014,29,Va.,13,14,267,280,438,2,1,5,39,41,0,0,2,5,4
58,2014,29,W. Va.,7,1,23,36,80,0,0,1,2,1,0,0,0,0,2
59,2014,29,E.S. CENTRAL,0,2,9,69,31,0,1,4,24,22,0,0,2,10,8
60,2014,29,Ala.,0,0,5,29,11,0,0,1,6,2,0,0,1,3,1
61,2014,29,Ky.,0,1,9,26,13,0,0,2,8,7,0,0,1,2,1
62,2014,29,Miss.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3
63,2014,29,Tenn.,0,0,4,14,7,0,0,3,9,12,0,0,1,4,3
64,2014,29,W.S. CENTRAL,0,0,13,7,37,9,1,21,37,52,0,1,6,25,36
65,2014,29,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,5
66,2014,29,La.,0,0,1,1,0,0,0,1,2,4,0,0,2,4,8
67,2014,29,Okla.,0,0,2,0,1,1,0,2,2,7,0,0,2,7,5
68,2014,29,Tex.,0,0,11,6,36,8,1,19,31,40,0,0,5,13,18
69,2014,29,MOUNTAIN,1,1,9,19,46,0,1,4,22,51,0,0,2,14,28
70,2014,29,Ariz.,0,0,3,4,8,0,0,3,8,21,0,0,2,3,10
71,2014,29,Colo.,0,0,0,0,0,0,0,3,6,19,0,0,1,1,5
72,2014,29,Idaho,0,0,1,6,9,0,0,1,1,3,0,0,1,2,4
73,2014,29,Mont.,1,0,3,4,9,0,0,1,1,0,0,0,1,3,0
74,2014,29,Nev.,0,0,1,3,4,0,0,1,4,4,0,0,1,2,1
75,2014,29,N. Mex.,0,0,3,0,3,0,0,1,1,0,0,0,1,2,1
76,2014,29,Utah,0,0,2,2,12,0,0,1,1,4,0,0,1,1,6
77,2014,29,Wyo.,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
78,2014,29,PACIFIC,2,2,10,50,92,3,3,9,57,66,0,2,7,61,86
79,2014,29,Alaska,2,0,2,11,5,0,0,1,1,2,0,0,0,0,0
80,2014,29,Calif.,0,0,8,4,59,3,2,5,33,47,0,1,5,40,68
81,2014,29,Hawaii,N,0,0,N,N,0,0,0,0,1,0,0,1,1,1
82,2014,29,Oreg.,0,1,4,35,23,0,0,1,7,5,0,0,3,12,9
83,2014,29,Wash.,0,0,4,0,5,0,0,3,16,11,0,0,5,8,8
84,2014,29,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2014,29,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2014,29,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2014,29,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,1,1
88,2014,29,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,30,UNITED STATES,500,420,"2,007","11,134","19,782",13,25,51,694,850,1,8,24,251,362
23,2014,30,NEW ENGLAND,56,128,705,"3,230","7,712",1,1,8,38,72,0,0,3,9,15
24,2014,30,Conn.,3,26,146,714,"1,964",0,0,1,0,16,0,0,1,1,2
25,2014,30,Maine,0,15,102,285,602,0,0,2,4,3,0,0,1,0,2
26,2014,30,Mass.,12,55,245,"1,543","3,441",0,1,4,25,44,0,0,3,7,5
27,2014,30,N.H.,0,8,91,203,"1,113",0,0,2,2,6,0,0,0,0,2
28,2014,30,R.I.,28,9,54,269,237,0,0,8,6,0,0,0,1,1,1
29,2014,30,Vt.,13,10,103,216,355,1,0,1,1,3,0,0,1,0,3
30,2014,30,MID. ATLANTIC,362,179,874,"5,975","6,960",5,8,21,186,201,0,1,3,24,53
31,2014,30,N.J.,0,42,174,985,"2,361",0,1,6,35,55,0,0,2,4,10
32,2014,30,N.Y. (Upstate),186,49,244,"1,311","1,231",3,1,5,30,28,0,0,3,5,14
33,2014,30,N.Y. City,1,3,441,490,347,1,3,13,87,78,0,0,2,8,12
34,2014,30,Pa.,175,61,454,"3,189","3,021",1,1,4,34,40,0,0,2,7,17
35,2014,30,E.N. CENTRAL,6,18,149,550,"1,623",0,2,8,58,90,0,1,4,30,37
36,2014,30,Ill.,0,1,27,73,245,0,1,5,16,45,0,0,2,10,6
37,2014,30,Ind.,0,0,5,0,86,0,0,2,4,11,0,0,1,3,12
38,2014,30,Mich.,0,2,16,34,62,0,0,2,10,12,0,0,1,7,3
39,2014,30,Ohio,5,1,7,37,48,0,1,3,24,16,0,0,2,6,6
40,2014,30,Wis.,1,14,95,406,"1,182",0,0,2,4,6,0,0,1,4,10
41,2014,30,W.N. CENTRAL,0,7,167,97,"1,586",0,1,7,33,58,0,0,3,16,29
42,2014,30,Iowa,0,1,12,78,187,0,0,2,6,4,0,0,1,1,1
43,2014,30,Kans.,0,0,3,4,17,0,0,2,8,6,0,0,1,1,3
44,2014,30,Minn.,0,0,158,3,"1,362",0,0,5,2,37,0,0,2,4,9
45,2014,30,Mo.,0,0,1,4,0,0,0,1,9,1,0,0,2,7,6
46,2014,30,Nebr.,0,0,3,3,4,0,0,1,1,3,0,0,1,0,3
47,2014,30,N. Dak.,0,0,4,5,13,0,0,1,5,2,0,0,1,1,3
48,2014,30,S. Dak.,0,0,1,0,3,0,0,3,2,5,0,0,1,2,4
49,2014,30,S. ATLANTIC,70,46,309,"1,124","1,678",4,7,18,232,230,0,1,6,60,67
50,2014,30,Del.,6,8,24,228,276,0,0,1,2,5,0,0,1,1,2
51,2014,30,D.C.,N,0,0,N,N,0,0,2,3,11,0,0,0,0,0
52,2014,30,Fla.,4,2,14,42,46,2,1,3,29,32,0,1,3,27,35
53,2014,30,Ga.,0,0,3,3,5,0,1,5,47,38,0,0,2,10,8
54,2014,30,Md.,25,16,81,431,696,0,3,10,87,81,0,0,1,4,3
55,2014,30,N.C.,0,0,27,43,72,0,0,7,19,14,0,0,3,11,10
56,2014,30,S.C.,0,1,5,14,12,0,0,1,2,7,0,0,1,2,2
57,2014,30,Va.,32,13,267,319,484,2,1,5,41,41,0,0,2,5,5
58,2014,30,W. Va.,3,1,8,44,87,0,0,1,2,1,0,0,0,0,2
59,2014,30,E.S. CENTRAL,3,2,10,75,36,2,1,4,26,22,0,0,2,10,8
60,2014,30,Ala.,1,0,6,31,12,0,0,1,6,2,0,0,1,3,1
61,2014,30,Ky.,1,0,9,27,15,0,0,2,8,7,0,0,1,2,1
62,2014,30,Miss.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3
63,2014,30,Tenn.,1,0,4,17,9,2,0,1,11,12,0,0,1,4,3
64,2014,30,W.S. CENTRAL,1,0,13,8,41,1,1,21,40,55,0,1,6,26,37
65,2014,30,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,5
66,2014,30,La.,0,0,1,1,0,0,0,1,3,5,0,0,2,5,8
67,2014,30,Okla.,0,0,2,0,1,0,0,2,2,7,0,0,2,7,5
68,2014,30,Tex.,1,0,11,7,40,1,1,19,33,42,0,0,5,13,19
69,2014,30,MOUNTAIN,1,1,7,22,50,0,1,4,24,53,0,0,2,14,28
70,2014,30,Ariz.,0,0,3,4,9,0,0,3,9,22,0,0,2,3,10
71,2014,30,Colo.,0,0,0,0,0,0,0,3,6,19,0,0,1,1,5
72,2014,30,Idaho,0,0,1,7,10,0,0,1,1,3,0,0,1,2,4
73,2014,30,Mont.,1,0,2,6,11,0,0,1,1,0,0,0,1,3,0
74,2014,30,Nev.,0,0,1,3,4,0,0,1,5,5,0,0,1,2,1
75,2014,30,N. Mex.,0,0,1,0,3,0,0,1,1,0,0,0,1,2,1
76,2014,30,Utah,0,0,2,2,12,0,0,1,1,4,0,0,1,1,6
77,2014,30,Wyo.,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
78,2014,30,PACIFIC,1,2,10,53,96,0,3,9,57,69,1,2,7,62,88
79,2014,30,Alaska,0,0,3,12,5,0,0,1,1,2,0,0,0,0,0
80,2014,30,Calif.,0,0,8,4,61,0,2,5,33,49,0,1,5,40,70
81,2014,30,Hawaii,N,0,0,N,N,0,0,0,0,1,0,0,1,1,1
82,2014,30,Oreg.,1,1,4,37,25,0,0,1,7,5,1,0,3,13,9
83,2014,30,Wash.,0,0,4,0,5,0,0,3,16,12,0,0,5,8,8
84,2014,30,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2014,30,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2014,30,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2014,30,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,1,1
88,2014,30,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,31,UNITED STATES,494,423,"1,963","12,252","21,745",24,25,51,743,899,4,8,24,261,372
23,2014,31,NEW ENGLAND,27,127,705,"3,377","8,417",1,1,8,39,73,0,0,3,9,15
24,2014,31,Conn.,0,24,118,714,"2,077",0,0,1,0,16,0,0,1,1,2
25,2014,31,Maine,1,15,99,303,701,0,0,2,4,3,0,0,1,0,2
26,2014,31,Mass.,0,54,245,"1,543","3,686",0,1,4,25,45,0,0,3,7,5
27,2014,31,N.H.,0,9,91,244,"1,204",0,0,2,2,6,0,0,0,0,2
28,2014,31,R.I.,21,9,55,324,291,1,0,8,7,0,0,0,1,1,1
29,2014,31,Vt.,5,10,103,249,458,0,0,1,1,3,0,0,1,0,3
30,2014,31,MID. ATLANTIC,369,179,830,"6,676","7,790",9,7,21,196,207,0,1,3,24,55
31,2014,31,N.J.,0,41,174,985,"2,535",0,1,6,35,56,0,0,2,4,10
32,2014,31,N.Y. (Upstate),164,49,244,"1,478","1,475",1,1,5,31,29,0,0,3,5,14
33,2014,31,N.Y. City,4,3,441,494,395,8,3,13,95,82,0,0,2,8,14
34,2014,31,Pa.,201,61,498,"3,719","3,385",0,1,4,35,40,0,0,2,7,17
35,2014,31,E.N. CENTRAL,2,19,128,628,"1,751",0,2,6,62,95,0,1,4,30,38
36,2014,31,Ill.,0,1,16,85,261,0,1,4,20,46,0,0,2,10,7
37,2014,31,Ind.,0,0,3,3,89,0,0,2,4,13,0,0,1,3,12
38,2014,31,Mich.,0,2,14,37,72,0,0,2,10,12,0,0,1,7,3
39,2014,31,Ohio,1,1,7,39,52,0,1,3,24,17,0,0,2,6,6
40,2014,31,Wis.,1,14,95,464,"1,277",0,0,2,4,7,0,0,1,4,10
41,2014,31,W.N. CENTRAL,0,8,162,120,"1,748",1,1,7,34,61,0,0,3,16,29
42,2014,31,Iowa,0,1,12,96,195,0,0,2,6,4,0,0,1,1,1
43,2014,31,Kans.,0,0,3,6,18,0,0,2,8,7,0,0,1,1,3
44,2014,31,Minn.,0,0,151,3,"1,513",0,0,5,2,39,0,0,2,4,9
45,2014,31,Mo.,0,0,1,5,1,1,0,1,10,1,0,0,2,7,6
46,2014,31,Nebr.,0,0,2,3,5,0,0,1,1,3,0,0,1,0,3
47,2014,31,N. Dak.,0,0,4,7,13,0,0,1,5,2,0,0,1,1,3
48,2014,31,S. Dak.,0,0,1,0,3,0,0,1,2,5,0,0,1,2,4
49,2014,31,S. ATLANTIC,89,46,309,"1,278","1,799",11,7,18,253,248,2,1,6,62,68
50,2014,31,Del.,4,8,24,241,291,0,0,1,2,6,0,0,1,1,2
51,2014,31,D.C.,N,0,0,N,N,0,0,2,3,12,0,0,0,0,0
52,2014,31,Fla.,5,2,14,48,60,1,1,3,30,32,2,1,3,29,35
53,2014,31,Ga.,0,0,3,3,6,1,1,5,52,43,0,0,2,10,9
54,2014,31,Md.,12,16,47,466,736,2,2,10,93,87,0,0,1,4,3
55,2014,31,N.C.,21,0,27,64,80,6,0,7,25,14,0,0,3,11,10
56,2014,31,S.C.,0,1,5,14,12,0,0,1,2,7,0,0,1,2,2
57,2014,31,Va.,45,14,267,386,523,1,1,5,44,46,0,0,2,5,5
58,2014,31,W. Va.,2,1,11,56,91,0,0,1,2,1,0,0,0,0,2
59,2014,31,E.S. CENTRAL,4,2,10,84,38,0,1,4,26,24,0,0,2,10,8
60,2014,31,Ala.,0,0,6,32,14,0,0,1,6,2,0,0,1,3,1
61,2014,31,Ky.,2,0,9,31,15,0,0,2,8,8,0,0,1,2,1
62,2014,31,Miss.,0,0,0,0,0,0,0,1,1,2,0,0,1,1,3
63,2014,31,Tenn.,2,0,4,21,9,0,0,2,11,12,0,0,1,4,3
64,2014,31,W.S. CENTRAL,0,0,13,9,41,1,1,21,45,58,0,1,6,27,37
65,2014,31,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,5
66,2014,31,La.,0,0,1,1,0,0,0,1,5,5,0,0,2,5,8
67,2014,31,Okla.,0,0,2,0,1,0,0,2,2,7,0,0,2,7,5
68,2014,31,Tex.,0,0,11,8,40,1,1,19,36,45,0,0,5,14,19
69,2014,31,MOUNTAIN,1,1,7,23,57,0,1,4,25,57,0,0,2,19,29
70,2014,31,Ariz.,0,0,3,5,12,0,0,3,9,23,0,0,2,8,10
71,2014,31,Colo.,0,0,0,0,0,0,0,3,6,20,0,0,1,1,5
72,2014,31,Idaho,1,0,1,7,10,0,0,1,1,3,0,0,1,2,4
73,2014,31,Mont.,0,0,2,6,11,0,0,1,1,0,0,0,1,3,0
74,2014,31,Nev.,0,0,1,3,5,0,0,2,6,5,0,0,1,2,1
75,2014,31,N. Mex.,0,0,1,0,4,0,0,1,1,1,0,0,1,2,1
76,2014,31,Utah,0,0,2,2,13,0,0,1,1,5,0,0,1,1,7
77,2014,31,Wyo.,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1
78,2014,31,PACIFIC,2,2,10,57,104,1,3,9,63,76,2,2,7,64,93
79,2014,31,Alaska,0,0,3,12,6,0,0,1,1,2,0,0,0,0,0
80,2014,31,Calif.,0,0,8,4,66,0,2,5,38,52,0,1,5,40,75
81,2014,31,Hawaii,N,0,0,N,N,0,0,0,0,1,0,0,1,1,1
82,2014,31,Oreg.,0,1,4,39,27,0,0,1,7,6,2,0,3,15,9
83,2014,31,Wash.,2,0,4,2,5,1,0,3,17,15,0,0,5,8,8
84,2014,31,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2014,31,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2014,31,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2014,31,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,1,1
88,2014,31,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,32,UNITED STATES,403,426,"1,532","13,573","23,274",19,25,51,794,937,3,8,24,270,378
23,2014,32,NEW ENGLAND,29,128,513,"3,789","8,856",1,2,8,48,75,0,0,3,9,15
24,2014,32,Conn.,1,23,118,808,"2,162",0,0,2,7,17,0,0,1,1,2
25,2014,32,Maine,19,16,74,553,773,0,0,2,4,3,0,0,1,0,2
26,2014,32,Mass.,0,48,186,"1,543","3,856",0,1,4,25,46,0,0,3,7,5
27,2014,32,N.H.,0,9,56,253,"1,254",1,0,2,3,6,0,0,0,0,2
28,2014,32,R.I.,6,9,57,354,300,0,0,8,7,0,0,0,1,1,1
29,2014,32,Vt.,3,10,57,278,511,0,0,2,2,3,0,0,1,0,3
30,2014,32,MID. ATLANTIC,301,179,744,"7,341","8,534",10,8,21,213,217,0,1,3,26,57
31,2014,32,N.J.,1,41,129,"1,065","2,652",0,1,6,40,59,0,0,2,5,11
32,2014,32,N.Y. (Upstate),149,49,235,"1,628","1,710",4,1,5,36,31,0,0,3,5,14
33,2014,32,N.Y. City,5,3,441,499,435,6,3,13,101,85,0,0,2,8,14
34,2014,32,Pa.,146,61,515,"4,149","3,737",0,1,4,36,42,0,0,2,8,18
35,2014,32,E.N. CENTRAL,6,18,106,725,"1,857",1,2,6,63,97,0,1,4,31,40
36,2014,32,Ill.,0,1,15,85,276,0,1,4,20,47,0,0,2,10,7
37,2014,32,Ind.,0,0,3,3,91,0,0,2,4,13,0,0,1,3,12
38,2014,32,Mich.,2,2,14,46,84,0,0,2,10,12,0,0,2,8,3
39,2014,32,Ohio,4,1,7,43,56,1,1,3,25,17,0,0,2,6,7
40,2014,32,Wis.,0,14,73,548,"1,350",0,0,2,4,8,0,0,1,4,11
41,2014,32,W.N. CENTRAL,0,8,139,141,"1,887",1,2,7,43,65,0,0,3,16,29
42,2014,32,Iowa,0,1,13,106,202,0,0,2,8,6,0,0,1,1,1
43,2014,32,Kans.,0,0,3,7,18,0,0,2,8,7,0,0,1,1,3
44,2014,32,Minn.,0,0,129,3,"1,642",0,0,5,2,40,0,0,2,4,9
45,2014,32,Mo.,0,0,1,5,1,1,0,1,11,2,0,0,2,7,6
46,2014,32,Nebr.,0,0,4,10,7,0,0,2,6,3,0,0,1,0,3
47,2014,32,N. Dak.,0,0,4,8,14,0,0,1,6,2,0,0,1,1,3
48,2014,32,S. Dak.,0,0,1,2,3,0,0,1,2,5,0,0,1,2,4
49,2014,32,S. ATLANTIC,64,46,309,"1,396","1,884",6,7,17,259,259,0,1,6,62,68
50,2014,32,Del.,5,8,24,252,299,0,0,1,2,6,0,0,1,1,2
51,2014,32,D.C.,N,0,4,N,N,0,0,2,3,12,0,0,0,0,0
52,2014,32,Fla.,9,2,8,58,65,3,1,3,33,35,0,1,3,29,35
53,2014,32,Ga.,0,0,3,3,6,0,1,5,52,48,0,0,2,10,9
54,2014,32,Md.,19,16,51,513,779,3,2,10,96,87,0,0,1,4,3
55,2014,32,N.C.,0,0,27,64,82,0,0,7,25,15,0,0,3,11,10
56,2014,32,S.C.,0,1,5,14,13,0,0,1,2,8,0,0,1,2,2
57,2014,32,Va.,30,14,267,426,547,0,1,5,44,47,0,0,2,5,5
58,2014,32,W. Va.,1,2,11,66,93,0,0,1,2,1,0,0,0,0,2
59,2014,32,E.S. CENTRAL,1,2,10,88,38,0,1,4,26,25,0,0,2,11,9
60,2014,32,Ala.,0,0,6,35,14,0,0,1,6,2,0,0,1,4,2
61,2014,32,Ky.,0,1,9,31,15,0,0,2,8,8,0,0,1,2,1
62,2014,32,Miss.,0,0,0,0,0,0,0,1,1,2,0,0,1,1,3
63,2014,32,Tenn.,1,0,4,22,9,0,0,2,11,13,0,0,1,4,3
64,2014,32,W.S. CENTRAL,0,0,13,9,44,0,1,21,46,60,2,1,6,29,37
65,2014,32,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,5
66,2014,32,La.,0,0,1,1,0,0,0,1,6,6,0,0,2,5,8
67,2014,32,Okla.,0,0,2,0,1,0,0,2,2,7,0,0,2,7,5
68,2014,32,Tex.,0,0,11,8,43,0,1,19,36,46,2,0,5,16,19
69,2014,32,MOUNTAIN,0,1,6,22,63,0,1,6,31,59,1,0,3,21,30
70,2014,32,Ariz.,0,0,2,5,13,0,0,3,15,25,0,0,2,9,10
71,2014,32,Colo.,0,0,0,0,0,0,0,3,6,20,0,0,1,1,5
72,2014,32,Idaho,0,0,1,6,11,0,0,1,1,3,0,0,1,2,4
73,2014,32,Mont.,0,0,2,6,12,0,0,1,1,0,1,0,1,4,0
74,2014,32,Nev.,0,0,1,3,5,0,0,2,6,5,0,0,1,2,1
75,2014,32,N. Mex.,0,0,1,0,4,0,0,1,1,1,0,0,1,2,1
76,2014,32,Utah,0,0,2,2,15,0,0,1,1,5,0,0,1,1,7
77,2014,32,Wyo.,0,0,1,0,3,0,0,0,0,0,0,0,1,0,2
78,2014,32,PACIFIC,2,2,10,62,111,0,3,9,65,80,0,2,7,65,93
79,2014,32,Alaska,0,0,3,13,6,0,0,1,1,2,0,0,0,0,0
80,2014,32,Calif.,0,0,8,4,69,0,2,5,40,56,0,1,5,42,75
81,2014,32,Hawaii,N,0,0,N,N,0,0,0,0,1,0,0,1,1,1
82,2014,32,Oreg.,1,1,4,42,30,0,0,1,7,6,0,0,3,14,9
83,2014,32,Wash.,1,0,4,3,6,0,0,3,17,15,0,0,5,8,8
84,2014,32,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2014,32,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2014,32,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2014,32,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,1,1
88,2014,32,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,33,UNITED STATES,370,435,"1,386","15,333","24,706",25,25,51,842,979,3,8,24,274,384
23,2014,33,NEW ENGLAND,20,128,513,"4,342","9,369",0,2,8,55,79,0,0,3,9,16
24,2014,33,Conn.,0,22,118,808,"2,280",0,0,2,7,17,0,0,1,1,2
25,2014,33,Maine,9,16,74,609,846,0,0,2,4,3,0,0,1,0,2
26,2014,33,Mass.,1,54,201,"1,985","4,042",0,1,4,31,50,0,0,3,7,6
27,2014,33,N.H.,0,8,56,257,"1,310",0,0,2,3,6,0,0,0,0,2
28,2014,33,R.I.,0,9,61,368,339,0,0,8,8,0,0,0,1,1,1
29,2014,33,Vt.,10,10,57,315,552,0,0,2,2,3,0,0,1,0,3
30,2014,33,MID. ATLANTIC,246,179,776,"8,272","9,095",8,8,21,227,231,0,1,3,26,60
31,2014,33,N.J.,0,45,129,"1,433","2,752",0,1,6,43,63,0,0,2,5,11
32,2014,33,N.Y. (Upstate),127,49,226,"1,766","1,881",3,1,5,39,33,0,0,3,5,16
33,2014,33,N.Y. City,3,3,441,502,477,5,3,13,106,92,0,0,2,8,14
34,2014,33,Pa.,116,61,529,"4,571","3,985",0,1,4,39,43,0,0,2,8,19
35,2014,33,E.N. CENTRAL,4,18,106,815,"1,963",1,2,6,65,102,0,1,4,31,40
36,2014,33,Ill.,0,1,13,111,288,0,0,4,20,50,0,0,2,10,7
37,2014,33,Ind.,0,0,3,5,93,0,0,2,5,14,0,0,1,3,12
38,2014,33,Mich.,1,2,14,51,98,0,0,2,10,13,0,0,2,8,3
39,2014,33,Ohio,2,1,9,51,62,1,1,3,26,17,0,0,2,6,7
40,2014,33,Wis.,1,13,72,597,"1,422",0,0,2,4,8,0,0,1,4,11
41,2014,33,W.N. CENTRAL,1,7,115,155,"2,002",0,1,7,43,71,0,0,3,16,29
42,2014,33,Iowa,0,1,14,116,211,0,0,2,8,8,0,0,1,1,1
43,2014,33,Kans.,0,0,3,9,21,0,0,2,8,7,0,0,1,1,3
44,2014,33,Minn.,0,0,98,3,"1,740",0,0,5,2,42,0,0,2,4,9
45,2014,33,Mo.,0,0,1,5,2,0,0,1,11,3,0,0,2,7,6
46,2014,33,Nebr.,1,0,4,11,7,0,0,2,6,3,0,0,1,0,3
47,2014,33,N. Dak.,0,0,4,9,17,0,0,1,6,3,0,0,1,1,3
48,2014,33,S. Dak.,0,0,1,2,4,0,0,1,2,5,0,0,1,2,4
