,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2014,Lyme disease cummulative for 2013,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2014,Malaria cummulative for 2013,"Meningococcal diseases, invasive �, All groups current week","Meningococcal diseases, invasive �, All groups previous 52 weeks median ","Meningococcal diseases, invasive �, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive �, All groups cummulative for 2014","Meningococcal diseases, invasive �, All groups cummulative for 2013"
88,2014,14,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,15,UNITED STATES,24,415,"2,291","1,384","2,907",3,26,53,241,295,4,9,22,149,216
23,2014,15,NEW ENGLAND,2,130,932,288,823,0,2,8,13,13,1,0,3,4,8
24,2014,15,Conn.,0,30,251,14,308,0,0,2,0,1,0,0,1,0,2
25,2014,15,Maine,0,15,102,48,65,0,0,2,2,0,0,0,1,0,1
26,2014,15,Mass.,0,58,484,152,333,0,1,4,7,10,0,0,3,3,3
27,2014,15,N.H.,0,5,91,1,73,0,0,2,2,2,0,0,1,0,1
28,2014,15,R.I.,2,9,54,36,12,0,0,8,2,0,1,0,0,1,1
29,2014,15,Vt.,0,8,103,37,32,0,0,3,0,0,0,0,1,0,0
30,2014,15,MID. ATLANTIC,14,185,"1,001",830,"1,425",0,8,21,69,66,0,1,7,10,21
31,2014,15,N.J.,0,37,224,158,591,0,1,5,5,17,0,0,2,2,6
32,2014,15,N.Y. (Upstate),14,41,244,175,139,0,1,5,11,12,0,0,3,1,7
33,2014,15,N.Y. City,0,3,40,31,12,0,4,13,41,27,0,0,2,4,3
34,2014,15,Pa.,0,80,544,466,683,0,1,5,12,10,0,0,3,3,5
35,2014,15,E.N. CENTRAL,1,21,236,50,95,1,3,8,18,32,0,1,4,15,25
36,2014,15,Ill.,0,1,30,1,7,0,1,5,2,9,0,0,2,6,3
37,2014,15,Ind.,0,1,14,0,7,0,0,2,4,6,0,0,1,1,7
38,2014,15,Mich.,0,2,16,7,5,0,0,2,4,7,0,0,1,2,2
39,2014,15,Ohio,1,1,7,6,13,1,0,3,8,6,0,0,2,5,4
40,2014,15,Wis.,0,16,196,36,63,0,0,3,0,4,0,0,1,1,9
41,2014,15,W.N. CENTRAL,0,2,30,6,9,0,1,7,15,21,0,0,3,8,18
42,2014,15,Iowa,0,1,27,1,5,0,0,2,4,3,0,0,1,1,0
43,2014,15,Kans.,0,0,4,0,2,0,0,2,4,2,0,0,1,1,2
44,2014,15,Minn.,0,0,2,2,0,0,0,5,1,12,0,0,2,2,6
45,2014,15,Mo.,0,0,3,0,2,0,0,1,4,1,0,0,2,2,4
46,2014,15,Nebr.,0,0,3,3,0,0,0,2,1,1,0,0,1,0,3
47,2014,15,N. Dak.,0,0,5,0,0,0,0,1,1,1,0,0,1,0,0
48,2014,15,S. Dak.,0,0,1,0,0,0,0,3,0,1,0,0,1,2,3
49,2014,15,S. ATLANTIC,5,55,300,188,491,1,7,17,73,96,1,1,6,37,47
50,2014,15,Del.,2,7,24,44,95,0,0,2,1,0,0,0,1,1,0
51,2014,15,D.C.,N,0,0,N,N,0,0,1,0,6,0,0,1,0,1
52,2014,15,Fla.,0,2,14,13,15,0,1,3,8,18,0,1,3,15,27
53,2014,15,Ga.,0,0,2,0,7,0,1,5,10,14,0,0,2,4,4
54,2014,15,Md.,1,18,75,66,258,1,2,10,37,36,0,0,1,3,2
55,2014,15,N.C.,0,0,32,10,13,0,0,5,3,8,1,0,3,11,7
56,2014,15,S.C.,0,0,5,1,2,0,0,2,2,1,0,0,1,1,1
57,2014,15,Va.,2,17,259,44,81,0,1,6,12,13,0,0,1,2,3
58,2014,15,W. Va.,0,2,23,10,20,0,0,1,0,0,0,0,0,0,2
59,2014,15,E.S. CENTRAL,0,1,9,4,10,1,1,4,9,8,1,0,2,5,4
60,2014,15,Ala.,0,0,3,0,4,1,0,1,2,1,1,0,1,1,0
61,2014,15,Ky.,0,0,9,2,5,0,0,1,2,3,0,0,1,1,1
62,2014,15,Miss.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
63,2014,15,Tenn.,0,0,4,2,1,0,0,3,5,4,0,0,1,3,1
64,2014,15,W.S. CENTRAL,0,1,12,0,15,0,1,18,14,20,0,1,5,14,15
65,2014,15,Ark.,0,0,0,0,0,0,0,1,2,0,0,0,1,1,2
66,2014,15,La.,0,0,0,0,0,0,0,1,0,2,0,0,1,3,1
67,2014,15,Okla.,0,0,1,0,0,0,0,3,0,2,0,0,2,2,1
68,2014,15,Tex.,0,1,12,0,15,0,1,18,12,16,0,0,5,8,11
69,2014,15,MOUNTAIN,0,1,9,6,10,0,1,6,5,19,0,1,3,11,15
70,2014,15,Ariz.,0,0,3,1,3,0,0,3,4,9,0,0,2,3,7
71,2014,15,Colo.,0,0,0,0,0,0,0,3,0,7,0,0,1,1,3
72,2014,15,Idaho,0,0,2,2,5,0,0,1,0,0,0,0,1,1,1
73,2014,15,Mont.,0,0,3,1,2,0,0,0,0,0,0,0,1,2,0
74,2014,15,Nev.,0,0,1,1,0,0,0,1,0,3,0,0,1,2,1
75,2014,15,N. Mex.,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0
76,2014,15,Utah,0,0,3,1,0,0,0,2,1,0,0,0,2,1,2
77,2014,15,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
78,2014,15,PACIFIC,2,3,10,12,29,0,3,10,25,20,1,2,7,45,63
79,2014,15,Alaska,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0
80,2014,15,Calif.,0,1,8,0,18,0,2,9,16,15,1,2,6,27,52
81,2014,15,Hawaii,N,0,0,N,N,0,0,0,0,1,0,0,1,1,1
82,2014,15,Oreg.,1,1,3,11,9,0,0,1,0,0,0,0,3,11,5
83,2014,15,Wash.,0,0,4,0,1,0,0,3,9,4,0,0,5,6,5
84,2014,15,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2014,15,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2014,15,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2014,15,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,1,0
88,2014,15,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,16,UNITED STATES,76,430,"2,466","1,532","3,231",12,27,53,260,318,0,9,22,156,238
23,2014,16,NEW ENGLAND,0,130,932,301,942,1,2,9,14,19,0,0,3,5,8
24,2014,16,Conn.,0,30,252,14,331,0,0,3,0,5,0,0,1,1,2
25,2014,16,Maine,0,15,102,60,79,1,0,2,3,0,0,0,1,0,1
26,2014,16,Mass.,0,58,484,152,368,0,1,4,7,12,0,0,3,3,3
27,2014,16,N.H.,0,4,91,1,83,0,0,2,2,2,0,0,1,0,1
28,2014,16,R.I.,0,9,54,36,44,0,0,8,2,0,0,0,1,1,1
29,2014,16,Vt.,0,8,103,38,37,0,0,3,0,0,0,0,1,0,0
30,2014,16,MID. ATLANTIC,50,185,"1,001",914,"1,515",1,8,21,70,68,0,1,7,11,28
31,2014,16,N.J.,0,37,224,179,623,0,1,5,5,17,0,0,2,2,6
32,2014,16,N.Y. (Upstate),16,41,244,192,155,0,1,5,11,13,0,0,3,1,9
33,2014,16,N.Y. City,2,3,40,33,12,1,4,13,42,28,0,0,2,4,5
34,2014,16,Pa.,32,80,544,510,725,0,1,5,12,10,0,0,3,4,8
35,2014,16,E.N. CENTRAL,1,21,236,60,99,2,3,8,20,33,0,1,4,16,25
36,2014,16,Ill.,0,1,30,3,7,0,1,5,2,10,0,0,2,7,3
37,2014,16,Ind.,0,1,14,0,7,0,0,2,4,6,0,0,1,1,7
38,2014,16,Mich.,0,2,16,7,5,1,0,2,5,7,0,0,1,2,2
39,2014,16,Ohio,0,1,7,8,14,1,1,3,9,6,0,0,2,5,4
40,2014,16,Wis.,1,16,196,42,66,0,0,1,0,4,0,0,1,1,9
41,2014,16,W.N. CENTRAL,0,14,208,6,81,0,1,7,15,21,0,0,3,9,21
42,2014,16,Iowa,0,1,27,1,5,0,0,2,4,3,0,0,1,1,0
43,2014,16,Kans.,0,0,4,0,2,0,0,2,4,2,0,0,1,1,2
44,2014,16,Minn.,0,13,183,2,72,0,0,5,1,12,0,0,2,2,7
45,2014,16,Mo.,0,0,3,0,2,0,0,1,4,1,0,0,2,2,5
46,2014,16,Nebr.,0,0,3,3,0,0,0,2,1,1,0,0,1,0,3
47,2014,16,N. Dak.,0,0,6,0,0,0,0,1,1,1,0,0,1,1,1
48,2014,16,S. Dak.,0,0,1,0,0,0,0,3,0,1,0,0,1,2,3
49,2014,16,S. ATLANTIC,23,54,307,223,525,5,7,17,82,101,0,1,6,37,51
50,2014,16,Del.,4,7,24,54,104,0,0,2,1,0,0,0,1,1,1
51,2014,16,D.C.,N,0,0,N,N,0,0,1,0,6,0,0,1,0,1
52,2014,16,Fla.,4,2,14,17,19,2,1,3,10,19,0,1,3,14,29
53,2014,16,Ga.,0,0,2,0,9,3,1,5,15,14,0,0,2,5,4
54,2014,16,Md.,2,18,80,72,265,0,2,10,37,39,0,0,1,3,2
55,2014,16,N.C.,0,0,32,10,13,0,0,5,3,8,0,0,3,11,7
56,2014,16,S.C.,0,0,5,1,2,0,0,2,2,1,0,0,1,1,1
57,2014,16,Va.,13,19,266,59,92,0,1,6,14,14,0,0,1,2,4
58,2014,16,W. Va.,0,2,23,10,21,0,0,1,0,0,0,0,0,0,2
59,2014,16,E.S. CENTRAL,1,1,9,6,11,2,1,4,11,8,0,0,2,5,4
60,2014,16,Ala.,0,0,3,0,4,1,0,1,3,1,0,0,1,1,0
61,2014,16,Ky.,0,0,9,2,5,1,0,1,3,3,0,0,1,1,1
62,2014,16,Miss.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
63,2014,16,Tenn.,1,0,4,4,2,0,0,3,5,4,0,0,1,3,1
64,2014,16,W.S. CENTRAL,0,1,12,0,17,0,1,18,14,23,0,1,5,14,17
65,2014,16,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,2
66,2014,16,La.,0,0,0,0,0,0,0,1,0,2,0,0,1,3,2
67,2014,16,Okla.,0,0,1,0,0,0,0,3,0,2,0,0,2,2,1
68,2014,16,Tex.,0,1,12,0,17,0,1,18,12,18,0,0,5,8,12
69,2014,16,MOUNTAIN,0,1,9,7,10,1,1,6,6,22,0,1,3,11,17
70,2014,16,Ariz.,0,0,3,1,3,0,0,3,4,9,0,0,2,3,7
71,2014,16,Colo.,0,0,0,0,0,1,0,3,1,8,0,0,1,1,4
72,2014,16,Idaho,0,0,2,2,5,0,0,1,0,1,0,0,1,1,2
73,2014,16,Mont.,0,0,3,2,2,0,0,0,0,0,0,0,1,2,0
74,2014,16,Nev.,0,0,1,1,0,0,0,1,0,3,0,0,1,2,1
75,2014,16,N. Mex.,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0
76,2014,16,Utah,0,0,3,1,0,0,0,2,1,1,0,0,2,1,2
77,2014,16,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
78,2014,16,PACIFIC,1,3,10,15,31,0,3,10,28,23,0,2,7,48,67
79,2014,16,Alaska,1,0,2,2,1,0,0,1,0,1,0,0,0,0,0
80,2014,16,Calif.,0,1,8,0,19,0,2,9,19,17,0,2,6,30,54
81,2014,16,Hawaii,N,0,0,N,N,0,0,0,0,1,0,0,1,1,1
82,2014,16,Oreg.,0,1,4,13,10,0,0,1,0,0,0,0,3,11,5
83,2014,16,Wash.,0,0,4,0,1,0,0,3,9,4,0,0,5,6,7
84,2014,16,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2014,16,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2014,16,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2014,16,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,1,0
88,2014,16,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,17,UNITED STATES,489,430,"2,464","2,100","3,502",2,27,53,269,340,4,8,22,162,249
23,2014,17,NEW ENGLAND,0,130,930,361,"1,035",0,2,9,16,23,0,0,3,6,8
24,2014,17,Conn.,0,30,252,14,360,0,0,3,0,6,0,0,1,1,2
25,2014,17,Maine,0,15,102,66,83,0,0,2,3,0,0,0,1,0,1
26,2014,17,Mass.,0,58,484,203,407,0,1,4,9,14,0,0,3,4,3
27,2014,17,N.H.,0,3,91,1,89,0,0,2,2,3,0,0,1,0,1
28,2014,17,R.I.,0,9,54,39,56,0,0,8,2,0,0,0,1,1,1
29,2014,17,Vt.,0,8,103,38,40,0,0,3,0,0,0,0,1,0,0
30,2014,17,MID. ATLANTIC,469,185,"1,001","1,386","1,633",1,8,21,71,75,2,1,4,13,32
31,2014,17,N.J.,0,37,224,179,657,0,1,5,5,20,0,0,2,2,6
32,2014,17,N.Y. (Upstate),28,41,244,223,169,1,1,5,12,14,2,0,3,3,10
33,2014,17,N.Y. City,441,3,40,474,13,0,4,13,42,30,0,0,2,4,5
34,2014,17,Pa.,0,80,544,510,794,0,1,5,12,11,0,0,3,4,11
35,2014,17,E.N. CENTRAL,1,21,236,68,106,0,3,8,23,35,0,1,4,17,27
36,2014,17,Ill.,0,1,30,4,8,0,1,5,4,11,0,0,2,7,3
37,2014,17,Ind.,0,1,14,0,7,0,0,2,4,6,0,0,1,1,8
38,2014,17,Mich.,0,2,16,9,5,0,0,2,6,7,0,0,1,2,3
39,2014,17,Ohio,1,1,7,9,14,0,1,3,9,6,0,0,2,5,4
40,2014,17,Wis.,0,16,196,46,72,0,0,1,0,5,0,0,1,2,9
41,2014,17,W.N. CENTRAL,0,14,206,8,95,0,1,7,16,23,0,0,3,9,21
42,2014,17,Iowa,0,1,27,1,9,0,0,2,4,3,0,0,1,1,0
43,2014,17,Kans.,0,0,4,1,2,0,0,2,5,3,0,0,1,1,2
44,2014,17,Minn.,0,13,181,3,82,0,0,5,1,13,0,0,2,2,7
45,2014,17,Mo.,0,0,3,0,2,0,0,1,4,1,0,0,2,2,5
46,2014,17,Nebr.,0,0,3,3,0,0,0,2,1,1,0,0,1,0,3
47,2014,17,N. Dak.,0,0,6,0,0,0,0,1,1,1,0,0,1,1,1
48,2014,17,S. Dak.,0,0,1,0,0,0,0,3,0,1,0,0,1,2,3
49,2014,17,S. ATLANTIC,18,54,307,248,559,1,7,17,83,107,0,1,6,37,52
50,2014,17,Del.,4,7,24,61,114,0,0,2,1,0,0,0,1,1,1
51,2014,17,D.C.,N,0,0,N,N,0,0,1,0,6,0,0,1,0,1
52,2014,17,Fla.,4,2,14,21,19,0,1,3,10,21,0,1,3,14,29
53,2014,17,Ga.,0,0,1,0,9,0,1,5,15,14,0,0,2,5,4
54,2014,17,Md.,4,18,80,79,279,1,2,10,38,40,0,0,1,3,2
55,2014,17,N.C.,0,0,32,10,13,0,0,5,3,8,0,0,3,11,7
56,2014,17,S.C.,0,1,5,2,2,0,0,2,2,2,0,0,1,1,2
57,2014,17,Va.,6,19,266,65,99,0,1,6,14,16,0,0,1,2,4
58,2014,17,W. Va.,0,2,23,10,24,0,0,1,0,0,0,0,0,0,2
59,2014,17,E.S. CENTRAL,0,1,9,7,14,0,1,4,11,8,0,0,2,5,4
60,2014,17,Ala.,0,0,3,0,4,0,0,1,3,1,0,0,1,1,0
61,2014,17,Ky.,0,0,9,2,6,0,0,1,3,3,0,0,1,1,1
62,2014,17,Miss.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
63,2014,17,Tenn.,0,0,4,5,4,0,0,3,5,4,0,0,1,3,1
64,2014,17,W.S. CENTRAL,0,1,12,0,17,0,1,18,14,24,2,1,5,16,19
65,2014,17,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,2
66,2014,17,La.,0,0,0,0,0,0,0,1,0,2,0,0,1,3,2
67,2014,17,Okla.,0,0,1,0,0,0,0,3,0,2,0,0,2,2,3
68,2014,17,Tex.,0,1,12,0,17,0,1,18,12,19,2,0,5,10,12
69,2014,17,MOUNTAIN,1,1,9,7,10,0,1,6,7,22,0,0,3,11,18
70,2014,17,Ariz.,0,0,3,1,3,0,0,3,5,9,0,0,2,3,8
71,2014,17,Colo.,0,0,0,0,0,0,0,3,1,8,0,0,1,1,4
72,2014,17,Idaho,1,0,2,3,5,0,0,1,0,1,0,0,1,1,2
73,2014,17,Mont.,0,0,3,1,2,0,0,0,0,0,0,0,1,2,0
74,2014,17,Nev.,0,0,1,1,0,0,0,1,0,3,0,0,1,2,1
75,2014,17,N. Mex.,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0
76,2014,17,Utah,0,0,3,1,0,0,0,2,1,1,0,0,2,1,2
77,2014,17,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
78,2014,17,PACIFIC,0,3,10,15,33,0,3,10,28,23,0,2,7,48,68
79,2014,17,Alaska,0,0,2,2,1,0,0,1,0,1,0,0,0,0,0
80,2014,17,Calif.,0,1,8,0,20,0,2,9,19,17,0,2,6,30,55
81,2014,17,Hawaii,N,0,0,N,N,0,0,0,0,1,0,0,1,1,1
82,2014,17,Oreg.,0,1,4,13,11,0,0,1,0,0,0,0,3,11,5
83,2014,17,Wash.,0,0,4,0,1,0,0,3,9,4,0,0,5,6,7
84,2014,17,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2014,17,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2014,17,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2014,17,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,1,0
88,2014,17,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,18,UNITED STATES,103,458,"2,494","2,453","3,888",7,27,54,289,373,8,8,21,178,261
23,2014,18,NEW ENGLAND,6,130,930,452,"1,166",0,2,9,16,28,1,0,3,8,8
24,2014,18,Conn.,0,30,252,24,398,0,0,3,0,7,0,0,1,1,2
25,2014,18,Maine,2,15,102,79,91,0,0,2,3,1,0,0,1,0,1
26,2014,18,Mass.,1,58,484,263,462,0,1,4,9,17,1,0,3,6,3
27,2014,18,N.H.,0,2,91,2,105,0,0,2,2,3,0,0,1,0,1
28,2014,18,R.I.,3,9,54,46,67,0,0,8,2,0,0,0,1,1,1
29,2014,18,Vt.,0,8,103,38,43,0,0,3,0,0,0,0,1,0,0
30,2014,18,MID. ATLANTIC,77,204,"1,008","1,612","1,800",3,8,21,80,88,1,1,4,14,33
31,2014,18,N.J.,0,48,234,280,725,0,1,6,9,23,0,0,2,2,6
32,2014,18,N.Y. (Upstate),30,41,244,253,193,0,1,5,12,16,1,0,3,4,10
33,2014,18,N.Y. City,1,3,441,475,13,3,4,13,45,33,0,0,2,4,5
34,2014,18,Pa.,46,80,544,604,869,0,1,5,14,16,0,0,2,4,12
35,2014,18,E.N. CENTRAL,0,21,236,72,124,0,3,8,24,39,0,1,4,18,28
36,2014,18,Ill.,0,1,30,4,12,0,1,5,4,12,0,0,2,7,3
37,2014,18,Ind.,0,1,14,0,7,0,0,2,4,7,0,0,1,1,9
38,2014,18,Mich.,0,2,16,10,5,0,0,2,6,7,0,0,1,2,3
39,2014,18,Ohio,0,1,7,9,14,0,1,3,9,8,0,0,2,5,4
40,2014,18,Wis.,0,16,196,49,86,0,0,1,1,5,0,0,1,3,9
41,2014,18,W.N. CENTRAL,1,16,235,9,122,0,1,7,16,23,0,0,3,10,24
42,2014,18,Iowa,0,1,27,1,12,0,0,2,4,3,0,0,1,1,0
43,2014,18,Kans.,0,0,4,1,2,0,0,2,5,3,0,0,1,1,3
44,2014,18,Minn.,0,15,210,3,106,0,1,5,1,13,0,0,2,2,8
45,2014,18,Mo.,1,0,3,1,2,0,0,1,4,1,0,0,2,3,5
46,2014,18,Nebr.,0,0,3,3,0,0,0,2,1,1,0,0,1,0,3
47,2014,18,N. Dak.,0,0,6,0,0,0,0,1,1,1,0,0,1,1,2
48,2014,18,S. Dak.,0,0,1,0,0,0,0,3,0,1,0,0,1,2,3
49,2014,18,S. ATLANTIC,19,54,307,274,597,3,7,17,88,112,4,1,6,42,53
50,2014,18,Del.,1,7,24,62,120,0,0,2,1,0,0,0,1,1,1
51,2014,18,D.C.,N,0,0,N,N,0,0,1,0,6,0,0,1,0,1
52,2014,18,Fla.,3,2,14,24,21,1,1,3,11,21,1,1,3,15,30
53,2014,18,Ga.,0,0,1,0,10,0,1,5,15,14,0,0,2,6,4
54,2014,18,Md.,2,18,80,86,285,1,2,10,40,44,1,0,1,4,2
55,2014,18,N.C.,4,0,32,14,13,1,0,5,4,8,0,0,3,11,7
56,2014,18,S.C.,0,1,5,2,3,0,0,2,2,2,0,0,1,1,2
57,2014,18,Va.,9,19,266,75,119,0,1,6,15,16,2,0,1,4,4
58,2014,18,W. Va.,0,2,23,11,26,0,0,1,0,1,0,0,0,0,2
59,2014,18,E.S. CENTRAL,0,1,9,10,15,0,1,4,11,9,0,0,2,5,5
60,2014,18,Ala.,0,0,3,1,5,0,0,1,3,1,0,0,1,1,1
61,2014,18,Ky.,0,0,9,4,7,0,0,1,3,3,0,0,1,1,1
62,2014,18,Miss.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
63,2014,18,Tenn.,0,0,4,5,3,0,0,3,5,5,0,0,1,3,1
64,2014,18,W.S. CENTRAL,0,1,14,0,18,0,1,20,14,24,1,1,5,18,20
65,2014,18,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,2
66,2014,18,La.,0,0,0,0,0,0,0,1,0,2,0,0,1,3,2
67,2014,18,Okla.,0,0,2,0,0,0,0,3,0,2,0,0,2,2,4
68,2014,18,Tex.,0,1,12,0,18,0,1,18,12,19,1,0,5,12,12
69,2014,18,MOUNTAIN,0,1,9,8,10,0,1,6,9,23,0,0,3,11,21
70,2014,18,Ariz.,0,0,3,2,3,0,0,3,7,10,0,0,2,3,9
71,2014,18,Colo.,0,0,0,0,0,0,0,3,1,8,0,0,1,1,4
72,2014,18,Idaho,0,0,2,3,5,0,0,1,0,1,0,0,1,1,2
73,2014,18,Mont.,0,0,3,1,2,0,0,0,0,0,0,0,1,2,0
74,2014,18,Nev.,0,0,1,1,0,0,0,1,0,3,0,0,1,2,1
75,2014,18,N. Mex.,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1
76,2014,18,Utah,0,0,3,1,0,0,0,2,1,1,0,0,2,1,3
77,2014,18,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
78,2014,18,PACIFIC,0,3,10,16,36,1,3,10,31,27,1,2,7,52,69
79,2014,18,Alaska,0,0,2,2,1,0,0,1,0,1,0,0,0,0,0
80,2014,18,Calif.,0,1,8,0,21,0,2,9,19,20,1,2,6,34,56
81,2014,18,Hawaii,N,0,0,N,N,0,0,0,0,1,0,0,1,1,1
82,2014,18,Oreg.,0,1,4,14,13,0,0,1,2,0,0,0,3,11,5
83,2014,18,Wash.,0,0,4,0,1,1,0,3,10,5,0,0,5,6,7
84,2014,18,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2014,18,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2014,18,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2014,18,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,1,0
88,2014,18,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2014,19,UNITED STATES,157,442,"2,486","2,739","3,929",10,27,53,306,398,6,9,23,187,280
23,2014,19,NEW ENGLAND,6,136,"1,003",511,"1,298",0,2,9,17,28,0,0,3,8,9
24,2014,19,Conn.,0,27,252,24,429,0,0,3,0,7,0,0,1,1,2
25,2014,19,Maine,0,15,102,88,101,0,0,2,3,1,0,0,1,0,1
26,2014,19,Mass.,1,57,484,297,500,0,1,4,10,17,0,0,3,6,3
27,2014,19,N.H.,0,16,164,2,147,0,0,2,2,3,0,0,1,0,2
28,2014,19,R.I.,3,8,54,52,73,0,0,8,2,0,0,0,1,1,1
29,2014,19,Vt.,2,8,103,48,48,0,0,3,0,0,0,0,1,0,0
30,2014,19,MID. ATLANTIC,131,179,907,"1,787","1,604",4,8,21,86,92,1,1,4,15,40
31,2014,19,N.J.,0,44,234,321,777,0,1,6,11,25,0,0,2,2,8
32,2014,19,N.Y. (Upstate),24,41,244,279,208,2,1,5,14,16,0,0,3,4,10
33,2014,19,N.Y. City,0,9,441,475,96,2,4,13,47,35,1,0,2,5,8
34,2014,19,Pa.,107,55,433,712,523,0,1,5,14,16,0,0,2,4,14
35,2014,19,E.N. CENTRAL,2,21,235,80,143,0,2,8,24,41,0,1,4,19,30
36,2014,19,Ill.,0,1,30,4,15,0,1,5,4,14,0,0,2,7,3
37,2014,19,Ind.,0,1,14,0,8,0,0,2,4,7,0,0,1,2,9
38,2014,19,Mich.,1,2,16,11,5,0,0,2,6,7,0,0,1,2,3
39,2014,19,Ohio,0,1,7,9,16,0,1,3,9,8,0,0,2,5,5
40,2014,19,Wis.,1,16,196,56,99,0,0,1,1,5,0,0,1,3,10
41,2014,19,W.N. CENTRAL,0,17,245,10,137,1,2,7,19,26,0,0,3,11,24
42,2014,19,Iowa,0,1,29,2,13,0,0,2,4,3,0,0,1,1,0
43,2014,19,Kans.,0,0,4,1,2,0,0,2,5,4,0,0,1,1,3
44,2014,19,Minn.,0,16,217,3,120,0,1,5,2,15,0,0,2,2,8
45,2014,19,Mo.,0,0,3,1,2,1,0,1,5,1,0,0,2,4,5
46,2014,19,Nebr.,0,0,3,3,0,0,0,2,1,1,0,0,1,0,3
47,2014,19,N. Dak.,0,0,6,0,0,0,0,1,2,1,0,0,1,1,2
48,2014,19,S. Dak.,0,0,1,0,0,0,0,3,0,1,0,0,1,2,3
49,2014,19,S. ATLANTIC,12,54,308,307,656,3,7,17,91,118,3,2,6,46,53
50,2014,19,Del.,4,7,24,72,124,0,0,2,1,0,0,0,1,1,1
51,2014,19,D.C.,N,0,0,N,N,0,0,1,0,6,0,0,1,0,1
52,2014,19,Fla.,3,2,14,26,21,2,1,3,13,21,2,1,3,18,30
53,2014,19,Ga.,0,0,1,0,10,0,1,5,15,15,1,0,2,7,4
54,2014,19,Md.,3,18,81,96,313,0,2,10,40,46,0,0,1,4,2
55,2014,19,N.C.,1,0,32,15,13,1,0,5,5,8,0,0,3,11,7
56,2014,19,S.C.,0,0,5,2,3,0,0,2,2,2,0,0,1,1,2
57,2014,19,Va.,1,18,267,82,145,0,1,6,15,19,0,0,2,4,4
58,2014,19,W. Va.,0,2,23,14,27,0,0,1,0,1,0,0,0,0,2
59,2014,19,E.S. CENTRAL,1,1,9,12,16,1,1,4,13,10,1,0,2,6,6
60,2014,19,Ala.,0,0,3,2,6,1,0,1,4,1,1,0,1,2,1
61,2014,19,Ky.,0,0,9,4,7,0,0,2,4,3,0,0,1,1,1
62,2014,19,Miss.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
63,2014,19,Tenn.,1,0,4,6,3,0,0,3,5,6,0,0,1,3,2
64,2014,19,W.S. CENTRAL,0,1,14,1,22,0,1,21,14,25,0,1,6,18,26
65,2014,19,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,2
66,2014,19,La.,0,0,0,0,0,0,0,1,0,2,0,0,2,3,7
67,2014,19,Okla.,0,0,2,0,1,0,0,3,0,2,0,0,2,2,4
68,2014,19,Tex.,0,1,12,1,21,0,1,19,12,20,0,0,5,12,13
