date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,16.02666666660639,15.999999999944185,15.02499999994384,15.999999999944185,14.999999999944183,15.999999999944185,14.999999999944183,16.999999999930232,14.999999999944183,16.999999999944187,13.99999999994593,16.999999999944187,13.999999999944185,16.999999999944187,13.999999999944185,17.999999999930232,13.699999999948377,17.999999999930232,12.999999999944183,18.99999999993023,12.999999999944183,18.99999999993023,11.999999999958138,19.724999999920108,11.999999999958138,19.999999999930232,10.999999999958138,20.999999999916277,10.999999999958138,20.999999999916277,10.999999999958138,20.999999999930232,9.999999999958138,21.999999999916277,9.999999999958138,22.999999999916273,8.999999999958138,23.999999999916277,7.474999999965464,25.5249999999023,6.9999999999720925,28.999999999874415
2015-01-31,16.30999999991758,15.999999999916277,15.999999999916277,15.999999999929882,14.99999999993023,16.999999999916277,14.99999999993023,16.999999999916277,14.999999999916275,16.999999999916277,13.99999999993023,17.99999999990232,13.99999999993023,17.999999999916277,13.99999999993023,17.999999999916277,12.99999999993023,18.299999999912075,12.99999999993023,18.99999999990232,12.99999999993023,19.249999999912788,11.999999999944185,19.999999999902325,11.99999999993023,19.999999999902325,11.99999999993023,20.99999999990232,10.99999999993023,21.999999999888367,10.99999999993023,21.99999999990232,10.99999999993023,22.999999999888367,9.99999999993023,23.99999999988837,8.999999999944183,24.999999999888367,8.999999999922904,25.99999999990232,6.999999999944184,26.99999999988837
2015-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
