date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,31.806666665451534,31.999999998645336,30.9999999987808,31.9999999987808,30.999999998645333,32.99999999864533,30.999999998645333,32.99999999864533,29.9999999987808,33.39999999872662,29.999999998645336,33.999999998645336,29.999999998645336,33.99999999869275,28.9999999987808,34.999999998645336,28.9999999987808,34.999999998645336,27.9999999987808,34.9999999987808,26.999999998916266,35.999999998645336,26.9999999987808,36.999999998509864,26.7999999988079,36.99999999864533,25.999999998916266,37.999999998509864,24.99999999891627,38.999999998509864,24.99999999891627,38.999999998645336,22.999999999051735,39.999999998645336,21.9999999991872,40.999999998645336,20.949999999187202,42.049999998787584,18.999999999251546,44.999999998987384,16.999999999322668,46.99999999881636
2009-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
