date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,5.459999999994587,4.999999999997214,4.999999999997214,4.999999999997214,4.999999999997214,4.999999999997214,3.9999999999972133,5.999999999994426,3.9999999999972133,5.999999999997214,3.9999999999972133,5.999999999997214,3.9999999999972133,6.999999999939045,3.9999999999972133,6.999999999939045,3.0000000000000013,6.999999999994426,3.0000000000000013,6.999999999994426,2.999999999999304,6.999999999994426,2.999999999997213,7.999999999994427,2.999999999997213,7.999999999994427,2.0000000000179994,8.000000000051688,2.000000000000001,8.999999999994426,2.000000000000001,9.62499999995807,1.9000000000030313,9.999999999991639,1.000000000055381,10.999999999936259,1.0000000000000004,10.999999999991639,0.9999999999985365,11.999999999965334,0.9999999999826745,12.999999999991639
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
