date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,14.003333333137583,13.99999999975592,13.99999999975592,13.999999999804736,12.999999999804738,13.999999999804736,12.999999999804738,14.99999999975592,12.999999999804738,14.99999999975592,12.999999999804738,14.999999999804736,12.649999999821814,15.99999999975592,11.999999999804736,15.99999999975592,11.999999999804736,15.99999999975592,10.999999999853552,15.999999999804738,10.999999999853552,15.999999999804738,10.999999999818161,16.99999999975592,10.999999999804736,16.99999999980474,9.999999999853552,17.67499999977177,9.999999999853552,17.999999999804736,8.999999999902368,18.99999999975592,8.999999999853552,18.99999999980474,7.999999999902369,19.99999999975592,7.999999999853552,20.999999999758366,6.999999999853551,22.5249999997559,5.999999999889554,23.26249999975591
2016-02-29,14.099999999756733,13.99999999975592,13.99999999975592,13.99999999975592,12.999999999804738,13.99999999975592,12.99999999975592,14.99999999975592,12.99999999975592,14.99999999975592,12.124999999798634,14.99999999975592,11.99999999975592,15.999999999707104,11.99999999975592,15.99999999975592,10.999999999804736,16.999999999707104,10.999999999804736,16.999999999707104,10.999999999804736,16.999999999719307,9.999999999804736,16.99999999975592,9.999999999804736,17.999999999707104,9.999999999804736,17.999999999707104,9.849999999763241,18.999999999707107,8.999999999804736,18.999999999707107,8.999999999804736,19.999999999707104,7.999999999853552,19.999999999707104,6.999999999853551,20.999999999707107,6.474999999830365,23.99999999960947,5.999999999853552,24.99999999957347
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
