date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,12.949999999761625,12.999999999766299,11.999999999824725,12.999999999766299,11.999999999766299,12.999999999766299,11.999999999766299,12.999999999766299,10.999999999824723,13.999999999707873,10.999999999824723,13.999999999766297,10.999999999824723,14.999999999707873,10.999999999766297,14.999999999766299,9.999999999824723,15.999999999707873,9.999999999824723,15.999999999707873,9.999999999766297,15.999999999707873,8.999999999824723,15.999999999707873,8.999999999824723,16.99999999970787,8.324999999864156,17.67499999966842,7.9999999998831495,17.999999999649447,7.999999999824723,17.999999999707875,6.999999999883149,18.999999999649447,6.999999999883149,19.999999999591022,5.9999999998831495,20.999999999591022,5.474999999855397,21.99999999959102,4.999999999883149,22.999999999591022
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
